,QUARTER,TIME_REMAINING,BOSTON_ACTION,UTAH_ACTION,BOSTON_SCORE,UTAH_SCORE
391,4,0:48.0,B. Bass enters the game for J. Sullinger,,93,84
392,4,0:46.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by J. Ingles),93,87
393,4,0:44.0,Personal foul by J. Ingles (drawn by T. Prince),,93,87
394,4,0:44.0,T. Prince makes free throw 1 of 2,,94,87
395,4,0:44.0,T. Prince misses free throw 2 of 2,,94,87
396,4,0:42.0,,Defensive rebound by D. Favors,94,87
397,4,0:39.0,,Shooting foul by T. Zeller (drawn by G. Hayward),94,87
398,4,0:39.0,,G. Hayward misses free throw 1 of 2,94,87
399,4,0:39.0,,Offensive rebound by Team,94,87
400,4,0:39.0,J. Sullinger enters the game for B. Bass,,94,87
401,4,0:39.0,,G. Hayward makes free throw 2 of 2,94,88
402,4,0:39.0,Boston full timeout,,94,88
403,4,0:39.0,E. Turner enters the game for M. Smart,,94,88
404,4,0:39.0,,E. Millsap enters the game for E. Freedom,94,88
405,4,0:37.0,Personal foul by J. Ingles (drawn by E. Turner),,94,88
406,4,0:37.0,E. Turner makes free throw 1 of 2,,95,88
407,4,0:37.0,,E. Freedom enters the game for E. Millsap,95,88
408,4,0:37.0,B. Bass enters the game for J. Sullinger,,95,88
409,4,0:37.0,E. Turner misses free throw 2 of 2,,95,88
410,4,0:36.0,,Defensive rebound by D. Favors,95,88
411,4,0:30.0,,T. Burke misses 3-pt jump shot from 24 ft,95,88
412,4,0:28.0,,Offensive rebound by E. Freedom,95,88
413,4,0:24.0,,T. Burke misses 3-pt jump shot from 24 ft,95,88
414,4,0:22.0,,Offensive rebound by G. Hayward,95,88
415,4,0:21.0,,Shooting foul by B. Bass (drawn by G. Hayward),95,88
416,4,0:21.0,,G. Hayward makes free throw 1 of 2,95,89
417,4,0:21.0,,E. Millsap enters the game for E. Freedom,95,89
418,4,0:21.0,M. Smart enters the game for A. Bradley,,95,89
419,4,0:21.0,J. Sullinger enters the game for B. Bass,,95,89
420,4,0:21.0,,G. Hayward makes free throw 2 of 2,95,90
421,4,0:20.0,Personal foul by J. Ingles (drawn by E. Turner),,95,90
422,4,0:20.0,,E. Freedom enters the game for J. Ingles,95,90
423,4,0:20.0,E. Turner makes free throw 1 of 2,,96,90
424,4,0:20.0,B. Bass enters the game for J. Sullinger,,96,90
425,4,0:20.0,A. Bradley enters the game for M. Smart,,96,90
426,4,0:20.0,,D. Exum enters the game for E. Millsap,96,90
427,4,0:20.0,E. Turner makes free throw 2 of 2,,97,90
428,4,0:13.0,,D. Favors misses 2-pt jump shot from 12 ft,97,90
429,4,0:12.0,Defensive rebound by B. Bass,,97,90
430,4,0:12.0,Personal foul by E. Freedom (drawn by B. Bass),,97,90
431,4,0:12.0,,E. Millsap enters the game for E. Freedom,97,90
432,4,0:12.0,B. Bass makes free throw 1 of 2,,98,90
433,4,0:12.0,M. Smart enters the game for T. Zeller,,98,90
434,4,0:12.0,B. Bass makes free throw 2 of 2,,99,90
435,4,0:07.0,,E. Millsap misses 2-pt layup from 2 ft (block by B. Bass),99,90
436,4,0:06.0,,Offensive rebound by Team,99,90
437,4,0:01.0,,D. Favors misses 3-pt jump shot from 24 ft,99,90
438,4,0:00.0,,Offensive rebound by Team,99,90
