,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MILWAUKEE_ACTION,MINNESOTA_SCORE,MILWAUKEE_SCORE
376,4,3:12.0,,J. O'Bryant enters the game for J. Henson,75,92
377,4,3:12.0,G. Robinson makes free throw 2 of 2,,76,92
378,4,2:58.0,,O. Mayo misses 2-pt jump shot from 14 ft,76,92
379,4,2:57.0,Defensive rebound by A. Bennett,,76,92
380,4,2:35.0,M. Raduljica makes 2-pt hook shot from 3 ft (assist by A. Bennett),,78,92
381,4,2:19.0,,K. Martin makes 2-pt dunk at rim (assist by O. Mayo),78,94
382,4,2:00.0,T. Daniels makes 2-pt jump shot from 19 ft (assist by A. Bennett),,80,94
383,4,1:50.0,,Turnover by O. Mayo (lost ball),80,94
384,4,1:33.0,R. Hummel makes 2-pt jump shot from 15 ft,,82,94
385,4,1:25.0,,Personal foul by G. Robinson (drawn by K. Marshall),82,94
386,4,1:14.0,,K. Martin makes 2-pt jump shot from 16 ft (assist by K. Marshall),82,96
387,4,1:03.0,M. Raduljica misses 2-pt layup at rim (block by G. Antetokounmpo),,82,96
388,4,1:00.0,,Defensive rebound by O. Mayo,82,96
389,4,0:43.0,,J. O'Bryant misses 2-pt jump shot from 16 ft,82,96
390,4,0:42.0,Defensive rebound by M. Raduljica,,82,96
391,4,0:35.0,R. Hummel makes 2-pt layup at rim,,84,96
392,4,0:15.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Marshall),84,98
393,4,0:03.0,T. Daniels misses 3-pt jump shot from 26 ft,,84,98
394,4,0:01.0,,Defensive rebound by G. Antetokounmpo,84,98
