,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CHARLOTTE_ACTION,LA CLIPPERS_SCORE,CHARLOTTE_SCORE
383,4,2:11.0,,A. Jefferson misses free throw 2 of 2,102,88
384,4,2:10.0,Defensive rebound by B. Griffin,,102,88
385,4,2:10.0,Personal take foul by B. Roberts (drawn by D. Jordan),,102,88
386,4,2:10.0,D. Jordan makes free throw 1 of 2,,103,88
387,4,2:10.0,D. Jordan makes free throw 2 of 2,,104,88
388,4,1:56.0,,M. Williams misses 3-pt jump shot from 25 ft,104,88
389,4,1:55.0,Defensive rebound by C. Paul,,104,88
390,4,1:36.0,C. Paul misses 3-pt jump shot from 26 ft,,104,88
391,4,1:36.0,,Defensive rebound by Team,104,88
392,4,1:36.0,Loose ball foul by D. Jordan (drawn by A. Jefferson),,104,88
393,4,1:36.0,,A. Jefferson makes free throw 1 of 2,104,89
394,4,1:36.0,,J. Pargo enters the game for G. Henderson,104,89
395,4,1:36.0,,A. Jefferson makes free throw 2 of 2,104,90
396,4,1:24.0,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Griffin),,107,90
397,4,1:12.0,,J. Pargo makes 2-pt jump shot from 19 ft (assist by M. Williams),107,92
398,4,0:53.0,C. Paul makes 3-pt jump shot from 26 ft,,110,92
399,4,0:49.0,,J. Pargo misses 3-pt jump shot from 30 ft,110,92
400,4,0:45.0,Defensive rebound by D. Jordan,,110,92
401,4,0:25.0,J. Crawford makes 3-pt jump shot from 27 ft,,113,92
402,4,0:12.0,,B. Roberts misses 3-pt jump shot from 29 ft,113,92
403,4,0:11.0,Defensive rebound by J. Redick,,113,92
