,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PORTLAND_ACTION,LA LAKERS_SCORE,PORTLAND_SCORE
47,1,5:26.0,,Defensive rebound by C. Kaman,10,13
48,1,5:16.0,,Shooting foul by J. Hill (drawn by C. Kaman),10,13
49,1,5:16.0,,C. Kaman makes free throw 1 of 2,10,14
50,1,5:16.0,C. Boozer enters the game for E. Davis,,10,14
51,1,5:16.0,N. Young enters the game for W. Ellington,,10,14
52,1,5:16.0,,C. Kaman makes free throw 2 of 2,10,15
53,1,4:51.0,N. Young makes 3-pt jump shot from 38 ft,,13,15
54,1,4:32.0,,N. Batum misses 2-pt jump shot from 8 ft,13,15
55,1,4:32.0,Defensive rebound by J. Hill,,13,15
56,1,4:19.0,C. Boozer misses 2-pt jump shot from 18 ft,,13,15
57,1,4:19.0,,Defensive rebound by D. Lillard,13,15
58,1,4:13.0,,D. Lillard makes 2-pt layup at rim,13,17
59,1,4:13.0,,Shooting foul by J. Hill (drawn by D. Lillard),13,17
60,1,4:13.0,,S. Blake enters the game for A. Crabbe,13,17
61,1,4:13.0,,T. Robinson enters the game for C. Kaman,13,17
62,1,4:13.0,,D. Lillard makes free throw 1 of 1,13,18
63,1,4:00.0,N. Young misses 2-pt jump shot from 18 ft,,13,18
64,1,4:00.0,,Defensive rebound by Team,13,18
65,1,4:00.0,R. Sacre enters the game for J. Hill,,13,18
66,1,3:46.0,,D. Lillard misses 2-pt jump shot from 17 ft,13,18
67,1,3:45.0,,Offensive rebound by Team,13,18
68,1,3:43.0,,L. Aldridge misses 2-pt jump shot from 20 ft,13,18
69,1,3:42.0,Defensive rebound by R. Price,,13,18
70,1,3:29.0,R. Price makes 3-pt jump shot from 26 ft (assist by R. Kelly),,16,18
71,1,3:03.0,,S. Blake misses 2-pt jump shot from 22 ft,16,18
72,1,3:02.0,Defensive rebound by R. Sacre,,16,18
73,1,2:53.0,N. Young misses 2-pt jump shot from 18 ft,,16,18
74,1,2:52.0,,Defensive rebound by T. Robinson,16,18
75,1,2:49.0,,Shooting foul by R. Kelly (drawn by D. Lillard),16,18
76,1,2:49.0,LA Lakers full timeout,,16,18
77,1,2:49.0,J. Lin enters the game for R. Price,,16,18
78,1,2:49.0,,W. Matthews enters the game for N. Batum,16,18
79,1,2:49.0,,D. Lillard makes free throw 1 of 2,16,19
80,1,2:49.0,,D. Lillard makes free throw 2 of 2,16,20
81,1,2:30.0,J. Lin makes 2-pt jump shot from 13 ft,,18,20
82,1,2:11.0,,L. Aldridge misses 2-pt jump shot from 18 ft,18,20
83,1,2:10.0,Defensive rebound by R. Kelly,,18,20
84,1,2:03.0,C. Boozer makes 2-pt hook shot from 4 ft (assist by J. Lin),,20,20
85,1,1:46.0,Violation by C. Boozer (def goaltending),,20,20
86,1,1:46.0,,D. Lillard makes 2-pt layup at rim,20,22
87,1,1:29.0,C. Boozer misses 2-pt jump shot from 19 ft,,20,22
88,1,1:28.0,,Defensive rebound by W. Matthews,20,22
89,1,1:22.0,,T. Robinson misses 2-pt jump shot from 17 ft,20,22
90,1,1:21.0,Defensive rebound by N. Young,,20,22
91,1,1:11.0,R. Sacre makes 2-pt layup from 1 ft (assist by N. Young),,22,22
92,1,1:11.0,Shooting foul by T. Robinson (drawn by R. Sacre),,22,22
93,1,1:11.0,J. Clarkson enters the game for R. Kelly,,22,22
94,1,1:11.0,,C. McCollum enters the game for D. Lillard,22,22
95,1,1:11.0,R. Sacre makes free throw 1 of 1,,23,22
96,1,0:56.0,,W. Matthews misses 3-pt jump shot from 24 ft,23,22
97,1,0:54.0,Defensive rebound by C. Boozer,,23,22
98,1,0:34.0,C. Boozer misses 2-pt jump shot from 7 ft,,23,22
99,1,0:32.0,Offensive rebound by R. Sacre,,23,22
100,1,0:27.0,Turnover by N. Young (lost ball; steal by W. Matthews),,23,22
101,1,0:23.0,,Shooting foul by J. Lin (drawn by W. Matthews),23,22
102,1,0:23.0,,W. Matthews makes free throw 1 of 2,23,23
103,1,0:23.0,,W. Matthews makes free throw 2 of 2,23,24
104,1,0:03.0,J. Lin misses 3-pt jump shot from 26 ft,,23,24
105,1,0:02.0,Offensive rebound by R. Sacre,,23,24
106,1,0:00.0,J. Clarkson misses 2-pt jump shot from 22 ft,,23,24
107,1,0:00.0,Offensive rebound by Team,,23,24
108,2,11:52.0,,Personal foul by R. Sacre (drawn by C. McCollum),23,24
109,2,11:41.0,,M. Leonard misses 3-pt jump shot from 24 ft,23,24
110,2,11:39.0,Defensive rebound by C. Boozer,,23,24
111,2,11:28.0,J. Lin misses 2-pt jump shot from 20 ft,,23,24
112,2,11:27.0,,Defensive rebound by T. Robinson,23,24
113,2,11:16.0,,W. Matthews misses 3-pt jump shot from 25 ft,23,24
114,2,11:15.0,,Offensive rebound by M. Leonard,23,24
115,2,11:10.0,,C. McCollum makes 2-pt jump shot from 10 ft,23,26
116,2,10:56.0,N. Young misses 2-pt jump shot from 19 ft,,23,26
117,2,10:54.0,,Defensive rebound by M. Leonard,23,26
118,2,10:40.0,,W. Matthews misses 3-pt jump shot from 24 ft,23,26
119,2,10:39.0,Defensive rebound by Team,,23,26
120,2,10:28.0,Turnover by J. Lin (bad pass; steal by T. Robinson),,23,26
121,2,10:17.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by S. Blake),23,29
122,2,9:57.0,Shooting foul by T. Robinson (drawn by C. Boozer),,23,29
123,2,9:57.0,C. Boozer makes free throw 1 of 2,,24,29
124,2,9:57.0,C. Boozer makes free throw 2 of 2,,25,29
125,2,9:40.0,,S. Blake misses 2-pt layup from 2 ft,25,29
126,2,9:39.0,Defensive rebound by R. Sacre,,25,29
127,2,9:32.0,Shooting foul by M. Leonard (drawn by J. Lin),,25,29
128,2,9:32.0,J. Lin makes free throw 1 of 2,,26,29
129,2,9:32.0,J. Lin misses free throw 2 of 2,,26,29
130,2,9:31.0,,Defensive rebound by T. Robinson,26,29
131,2,9:15.0,,C. McCollum misses 2-pt layup from 1 ft,26,29
132,2,9:14.0,Defensive rebound by C. Boozer,,26,29
133,2,9:10.0,J. Lin makes 2-pt layup from 2 ft (assist by C. Boozer),,28,29
134,2,9:08.0,,Portland full timeout,28,29
135,2,9:08.0,,C. Kaman enters the game for T. Robinson,28,29
136,2,9:08.0,,N. Batum enters the game for W. Matthews,28,29
137,2,8:56.0,,C. McCollum misses 2-pt jump shot from 18 ft,28,29
138,2,8:55.0,Defensive rebound by J. Lin,,28,29
139,2,8:40.0,C. Boozer misses 2-pt jump shot from 14 ft,,28,29
140,2,8:39.0,,Defensive rebound by M. Leonard,28,29
141,2,8:30.0,,Turnover by C. McCollum (bad pass; steal by R. Sacre),28,29
142,2,8:25.0,J. Clarkson makes 2-pt jump shot from 2 ft,,30,29
143,2,7:51.0,,M. Leonard makes 2-pt jump shot from 14 ft (assist by N. Batum),30,31
144,2,7:36.0,N. Young makes 2-pt jump shot from 18 ft,,32,31
145,2,7:36.0,Shooting foul by N. Batum (drawn by N. Young),,32,31
146,2,7:36.0,,D. Lillard enters the game for C. McCollum,32,31
147,2,7:36.0,E. Davis enters the game for C. Boozer,,32,31
148,2,7:36.0,N. Young makes free throw 1 of 1,,33,31
149,2,7:16.0,,N. Batum misses 2-pt jump shot from 17 ft,33,31
150,2,7:14.0,Defensive rebound by J. Lin,,33,31
151,2,7:04.0,Turnover by J. Lin (bad pass; steal by D. Lillard),,33,31
152,2,6:57.0,,D. Lillard makes 2-pt layup from 1 ft,33,33
153,2,6:40.0,Shooting foul by S. Blake (drawn by J. Clarkson),,33,33
154,2,6:40.0,J. Clarkson misses free throw 1 of 2,,33,33
155,2,6:40.0,Offensive rebound by Team,,33,33
156,2,6:40.0,R. Price enters the game for J. Lin,,33,33
157,2,6:40.0,J. Hill enters the game for R. Sacre,,33,33
158,2,6:40.0,J. Clarkson makes free throw 2 of 2,,34,33
159,2,6:27.0,,Turnover by C. Kaman (offensive foul),34,33
160,2,6:27.0,,Offensive foul by C. Kaman (drawn by J. Hill),34,33
161,2,6:03.0,J. Clarkson makes 2-pt layup from 1 ft (assist by R. Price),,36,33
162,2,5:48.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by C. Kaman),36,36
163,2,5:23.0,R. Price misses 2-pt jump shot from 15 ft,,36,36
164,2,5:23.0,,Defensive rebound by C. Kaman,36,36
165,2,5:12.0,,Turnover by S. Blake (bad pass; steal by N. Young),36,36
166,2,5:07.0,Turnover by R. Price (lost ball; steal by S. Blake),,36,36
167,2,5:02.0,,D. Lillard makes 2-pt layup from 1 ft (assist by N. Batum),36,38
168,2,4:42.0,N. Young misses 3-pt jump shot from 24 ft,,36,38
169,2,4:41.0,,Defensive rebound by M. Leonard,36,38
170,2,4:33.0,,D. Lillard makes 2-pt jump shot from 6 ft (assist by S. Blake),36,40
171,2,4:25.0,LA Lakers full timeout,,36,40
172,2,4:25.0,R. Kelly enters the game for N. Young,,36,40
173,2,4:25.0,,L. Aldridge enters the game for M. Leonard,36,40
174,2,4:25.0,,W. Matthews enters the game for S. Blake,36,40
175,2,4:08.0,R. Price misses 2-pt jump shot from 6 ft,,36,40
176,2,4:07.0,,Defensive rebound by L. Aldridge,36,40
177,2,3:54.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by D. Lillard),36,43
178,2,3:29.0,J. Hill makes 2-pt layup from 2 ft,,38,43
179,2,3:11.0,,N. Batum misses 2-pt layup from 3 ft,38,43
180,2,3:10.0,Defensive rebound by J. Hill,,38,43
181,2,3:02.0,Turnover by R. Kelly (lost ball),,38,43
182,2,3:02.0,W. Ellington enters the game for J. Clarkson,,38,43
183,2,2:45.0,,Turnover by N. Batum (traveling),38,43
184,2,2:45.0,Official timeout,,38,43
185,2,2:30.0,E. Davis misses 2-pt jump shot from 5 ft (block by C. Kaman),,38,43
186,2,2:28.0,Offensive rebound by E. Davis,,38,43
187,2,2:28.0,E. Davis misses 2-pt layup from 1 ft (block by C. Kaman),,38,43
188,2,2:26.0,Offensive rebound by W. Ellington,,38,43
189,2,2:19.0,W. Ellington makes 3-pt jump shot from 22 ft (assist by E. Davis),,41,43
190,2,2:00.0,,D. Lillard misses 2-pt jump shot from 18 ft,41,43
191,2,1:59.0,Defensive rebound by R. Kelly,,41,43
192,2,1:52.0,R. Price misses 3-pt jump shot from 25 ft,,41,43
193,2,1:51.0,Offensive rebound by J. Hill,,41,43
194,2,1:48.0,J. Hill misses 2-pt jump shot from 19 ft,,41,43
195,2,1:48.0,Offensive rebound by E. Davis,,41,43
196,2,1:41.0,J. Hill makes 2-pt jump shot from 10 ft (assist by R. Price),,43,43
197,2,1:23.0,,L. Aldridge makes 2-pt layup from 2 ft,43,45
198,2,1:08.0,R. Kelly misses 2-pt layup from 1 ft,,43,45
199,2,1:07.0,,Defensive rebound by C. Kaman,43,45
200,2,0:55.0,,N. Batum misses 3-pt jump shot from 24 ft,43,45
201,2,0:53.0,,Offensive rebound by C. Kaman,43,45
202,2,0:34.0,,D. Lillard misses 2-pt hook shot from 4 ft,43,45
203,2,0:33.0,,Offensive rebound by C. Kaman,43,45
204,2,0:31.0,,C. Kaman misses 2-pt layup from 1 ft,43,45
205,2,0:31.0,,Offensive rebound by C. Kaman,43,45
206,2,0:31.0,,C. Kaman makes 2-pt layup from 1 ft,43,47
207,2,0:13.0,R. Price makes 2-pt layup from 2 ft,,45,47
208,2,0:06.0,,Personal take foul by R. Price (drawn by D. Lillard),45,47
209,2,0:06.0,,C. McCollum enters the game for C. Kaman,45,47
210,2,0:06.0,J. Lin enters the game for J. Hill,,45,47
211,2,0:00.0,,D. Lillard misses 3-pt jump shot from 24 ft,45,47
212,2,0:00.0,,Offensive rebound by Team,45,47
213,3,11:40.0,,L. Aldridge misses 2-pt jump shot from 16 ft,45,47
214,3,11:39.0,Defensive rebound by J. Hill,,45,47
215,3,11:23.0,J. Hill makes 2-pt jump shot from 19 ft (assist by R. Kelly),,47,47
216,3,11:09.0,,D. Lillard misses 3-pt jump shot from 24 ft,47,47
217,3,11:08.0,Defensive rebound by W. Ellington,,47,47
218,3,10:52.0,J. Hill misses 2-pt jump shot from 8 ft,,47,47
219,3,10:51.0,,Defensive rebound by L. Aldridge,47,47
220,3,10:36.0,,Turnover by W. Matthews (bad pass; steal by E. Davis),47,47
221,3,10:29.0,E. Davis misses 2-pt layup from 2 ft,,47,47
222,3,10:27.0,,Defensive rebound by C. Kaman,47,47
223,3,10:06.0,,L. Aldridge makes 2-pt jump shot from 16 ft (assist by D. Lillard),47,49
224,3,9:50.0,W. Ellington misses 2-pt jump shot from 20 ft,,47,49
225,3,9:50.0,,Defensive rebound by L. Aldridge,47,49
226,3,9:33.0,,L. Aldridge misses 2-pt jump shot from 19 ft,47,49
227,3,9:32.0,Defensive rebound by R. Kelly,,47,49
228,3,9:23.0,R. Price makes 2-pt jump shot from 16 ft,,49,49
229,3,9:01.0,,L. Aldridge misses 2-pt jump shot from 15 ft,49,49
230,3,9:00.0,,Offensive rebound by D. Lillard,49,49
231,3,9:00.0,,Personal foul by J. Hill (drawn by D. Lillard),49,49
232,3,8:54.0,,N. Batum makes 3-pt jump shot from 23 ft (assist by C. Kaman),49,52
233,3,8:31.0,J. Hill makes 2-pt jump shot from 20 ft (assist by R. Price),,51,52
234,3,8:14.0,,L. Aldridge makes 2-pt layup from 2 ft,51,54
235,3,8:07.0,J. Hill misses 2-pt jump shot from 17 ft,,51,54
236,3,8:05.0,Offensive rebound by E. Davis,,51,54
237,3,8:05.0,E. Davis makes 2-pt dunk at rim,,53,54
238,3,7:43.0,,W. Matthews misses 2-pt layup from 2 ft,53,54
239,3,7:41.0,Defensive rebound by J. Hill,,53,54
240,3,7:25.0,Turnover by R. Kelly (bad pass; steal by W. Matthews),,53,54
241,3,7:16.0,,W. Matthews misses 3-pt jump shot from 25 ft,53,54
242,3,7:16.0,Defensive rebound by R. Kelly,,53,54
243,3,7:07.0,W. Ellington makes 3-pt jump shot from 24 ft,,56,54
244,3,6:48.0,,C. Kaman misses 2-pt hook shot from 6 ft,56,54
245,3,6:48.0,Defensive rebound by J. Hill,,56,54
246,3,6:30.0,R. Price misses 2-pt jump shot from 5 ft,,56,54
247,3,6:28.0,Offensive rebound by J. Hill,,56,54
248,3,6:28.0,J. Hill makes 2-pt tip-in at rim,,58,54
249,3,6:20.0,,Portland full timeout,58,54
250,3,6:20.0,,S. Blake enters the game for W. Matthews,58,54
251,3,6:20.0,,T. Robinson enters the game for C. Kaman,58,54
252,3,6:05.0,,N. Batum misses 3-pt jump shot from 23 ft,58,54
253,3,6:04.0,,Offensive rebound by D. Lillard,58,54
254,3,6:02.0,,D. Lillard misses 2-pt jump shot from 10 ft,58,54
255,3,6:01.0,Defensive rebound by W. Ellington,,58,54
256,3,5:47.0,R. Kelly misses 3-pt jump shot from 25 ft,,58,54
257,3,5:45.0,Offensive rebound by J. Hill,,58,54
258,3,5:37.0,R. Kelly makes 2-pt jump shot from 10 ft (assist by J. Hill),,60,54
259,3,5:15.0,,Shooting foul by R. Kelly (drawn by D. Lillard),60,54
260,3,5:15.0,,Technical foul by D. Lillard,60,54
261,3,5:15.0,W. Ellington makes technical free throw,,61,54
262,3,5:15.0,,D. Lillard makes free throw 1 of 2,61,55
263,3,5:15.0,,D. Lillard misses free throw 2 of 2,61,55
264,3,5:14.0,Defensive rebound by J. Hill,,61,55
265,3,4:57.0,W. Ellington makes 2-pt jump shot from 20 ft (assist by J. Hill),,63,55
266,3,4:35.0,,S. Blake makes 2-pt layup from 2 ft (assist by D. Lillard),63,57
267,3,4:19.0,J. Hill misses 2-pt jump shot from 20 ft,,63,57
268,3,4:17.0,Offensive rebound by Team,,63,57
269,3,4:08.0,R. Price makes 2-pt jump shot from 14 ft,,65,57
270,3,3:53.0,,L. Aldridge makes 2-pt jump shot from 7 ft,65,59
271,3,3:35.0,E. Davis makes 2-pt dunk at rim (assist by R. Price),,67,59
272,3,3:16.0,,L. Aldridge misses 2-pt jump shot from 19 ft,67,59
273,3,3:15.0,Defensive rebound by R. Kelly,,67,59
274,3,3:03.0,J. Hill makes 2-pt jump shot from 19 ft (assist by R. Price),,69,59
275,3,2:44.0,,D. Lillard makes 3-pt jump shot from 23 ft (assist by N. Batum),69,62
276,3,2:23.0,R. Kelly misses 3-pt jump shot from 22 ft,,69,62
277,3,2:22.0,,Defensive rebound by L. Aldridge,69,62
278,3,2:13.0,,S. Blake misses 3-pt jump shot from 22 ft,69,62
279,3,2:11.0,Defensive rebound by R. Kelly,,69,62
280,3,2:02.0,R. Kelly misses 3-pt jump shot from 24 ft,,69,62
281,3,2:02.0,,Defensive rebound by T. Robinson,69,62
282,3,1:55.0,,Shooting foul by J. Hill (drawn by D. Lillard),69,62
283,3,1:55.0,LA Lakers full timeout,,69,62
284,3,1:55.0,N. Young enters the game for R. Kelly,,69,62
285,3,1:55.0,C. Boozer enters the game for J. Hill,,69,62
286,3,1:55.0,,W. Matthews enters the game for N. Batum,69,62
287,3,1:55.0,,D. Lillard makes free throw 1 of 2,69,63
288,3,1:55.0,,D. Lillard makes free throw 2 of 2,69,64
289,3,1:44.0,W. Ellington makes 2-pt jump shot from 20 ft,,71,64
290,3,1:23.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by S. Blake),71,67
291,3,1:09.0,W. Ellington misses 2-pt jump shot from 22 ft,,71,67
292,3,1:08.0,,Defensive rebound by D. Lillard,71,67
293,3,1:00.0,,Shooting foul by E. Davis (drawn by D. Lillard),71,67
294,3,1:00.0,,D. Lillard makes free throw 1 of 2,71,68
295,3,1:00.0,,M. Leonard enters the game for L. Aldridge,71,68
296,3,1:00.0,,D. Lillard makes free throw 2 of 2,71,69
297,3,0:44.0,W. Ellington makes 2-pt jump shot from 22 ft (assist by C. Boozer),,73,69
298,3,0:30.0,,Personal block foul by R. Price (drawn by T. Robinson),73,69
299,3,0:30.0,,A. Crabbe enters the game for D. Lillard,73,69
300,3,0:30.0,J. Lin enters the game for R. Price,,73,69
301,3,0:30.0,,T. Robinson misses free throw 1 of 2,73,69
302,3,0:30.0,,Offensive rebound by Team,73,69
303,3,0:30.0,,T. Robinson makes free throw 2 of 2,73,70
304,3,0:11.0,N. Young misses 2-pt jump shot from 21 ft,,73,70
305,3,0:11.0,,Defensive rebound by M. Leonard,73,70
306,3,0:03.0,,W. Matthews misses 3-pt jump shot from 24 ft,73,70
307,3,0:03.0,Defensive rebound by Team,,73,70
308,3,0:00.0,N. Young misses 3-pt jump shot from 45 ft,,73,70
309,3,0:00.0,Offensive rebound by Team,,73,70
310,4,11:39.0,C. Boozer misses 2-pt jump shot from 15 ft,,73,70
311,4,11:38.0,,Defensive rebound by Team,73,70
312,4,11:30.0,,Personal foul by N. Young (drawn by S. Blake),73,70
313,4,11:18.0,,S. Blake misses 3-pt jump shot from 24 ft,73,70
314,4,11:16.0,Defensive rebound by R. Sacre,,73,70
315,4,11:05.0,Shooting foul by M. Leonard (drawn by J. Lin),,73,70
316,4,11:05.0,J. Lin misses free throw 1 of 2,,73,70
317,4,11:05.0,Offensive rebound by Team,,73,70
318,4,11:05.0,J. Lin makes free throw 2 of 2,,74,70
319,4,10:58.0,,Personal foul by C. Boozer (drawn by M. Leonard),74,70
320,4,10:52.0,Violation by R. Sacre (kicked ball),,74,70
321,4,10:42.0,,S. Blake misses 2-pt jump shot from 17 ft,74,70
322,4,10:41.0,Defensive rebound by J. Clarkson,,74,70
323,4,10:19.0,R. Sacre misses 2-pt jump shot from 16 ft,,74,70
324,4,10:17.0,,Defensive rebound by M. Leonard,74,70
325,4,10:02.0,,W. Matthews misses 2-pt jump shot from 13 ft,74,70
326,4,10:00.0,Defensive rebound by C. Boozer,,74,70
327,4,9:52.0,J. Lin makes 2-pt layup at rim,,76,70
328,4,9:37.0,,A. Crabbe misses 2-pt jump shot from 19 ft,76,70
329,4,9:36.0,,Offensive rebound by C. Kaman,76,70
330,4,9:21.0,,M. Leonard makes 3-pt jump shot from 22 ft,76,73
331,4,9:21.0,,Shooting foul by C. Boozer (drawn by M. Leonard),76,73
332,4,9:21.0,,M. Leonard makes free throw 1 of 1,76,74
333,4,9:09.0,N. Young misses 2-pt jump shot from 19 ft,,76,74
334,4,9:08.0,,Defensive rebound by M. Leonard,76,74
335,4,8:58.0,,Turnover by W. Matthews (bad pass),76,74
336,4,8:58.0,Official timeout,,76,74
337,4,8:58.0,,D. Lillard enters the game for W. Matthews,76,74
338,4,8:58.0,,L. Aldridge enters the game for S. Blake,76,74
339,4,8:58.0,,N. Batum enters the game for M. Leonard,76,74
340,4,8:43.0,N. Young makes 2-pt jump shot from 17 ft,,78,74
341,4,8:20.0,,D. Lillard misses 3-pt jump shot from 25 ft,78,74
342,4,8:17.0,Defensive rebound by N. Young,,78,74
343,4,8:14.0,Offensive foul by N. Young (drawn by N. Batum),,78,74
344,4,8:14.0,Turnover by N. Young (offensive foul),,78,74
345,4,7:57.0,,L. Aldridge misses 2-pt jump shot from 19 ft,78,74
346,4,7:56.0,Defensive rebound by J. Clarkson,,78,74
347,4,7:47.0,J. Lin misses 2-pt jump shot from 19 ft (block by D. Lillard),,78,74
348,4,7:46.0,,Defensive rebound by D. Lillard,78,74
349,4,7:34.0,,Turnover by C. Kaman (lost ball; steal by J. Lin),78,74
350,4,7:30.0,J. Lin makes 2-pt layup at rim (assist by N. Young),,80,74
351,4,7:11.0,,Shooting foul by R. Sacre (drawn by L. Aldridge),80,74
352,4,7:11.0,,L. Aldridge makes free throw 1 of 2,80,75
353,4,7:11.0,J. Hill enters the game for R. Sacre,,80,75
354,4,7:11.0,W. Ellington enters the game for J. Clarkson,,80,75
355,4,7:11.0,,M. Leonard enters the game for C. Kaman,80,75
356,4,7:11.0,,L. Aldridge makes free throw 2 of 2,80,76
357,4,6:46.0,C. Boozer makes 2-pt jump shot from 10 ft,,82,76
358,4,6:32.0,,L. Aldridge misses 2-pt jump shot from 20 ft,82,76
359,4,6:30.0,,Offensive rebound by M. Leonard,82,76
360,4,6:16.0,,Turnover by L. Aldridge (back court),82,76
361,4,5:55.0,Shooting foul by L. Aldridge (drawn by J. Hill),,82,76
362,4,5:55.0,,Portland full timeout,82,76
363,4,5:55.0,,W. Matthews enters the game for A. Crabbe,82,76
364,4,5:55.0,J. Hill misses free throw 1 of 2,,82,76
365,4,5:55.0,Offensive rebound by Team,,82,76
366,4,5:55.0,J. Hill makes free throw 2 of 2,,83,76
367,4,5:41.0,,L. Aldridge misses 2-pt layup from 1 ft,83,76
368,4,5:40.0,Defensive rebound by C. Boozer,,83,76
369,4,5:24.0,Turnover by J. Hill (traveling),,83,76
370,4,5:12.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by L. Aldridge),83,79
371,4,4:51.0,C. Boozer makes 2-pt layup at rim (assist by J. Lin),,85,79
372,4,4:35.0,,D. Lillard makes 3-pt jump shot from 26 ft,85,82
373,4,4:18.0,J. Lin misses 2-pt jump shot from 15 ft,,85,82
374,4,4:17.0,,Defensive rebound by M. Leonard,85,82
375,4,4:05.0,,D. Lillard misses 2-pt jump shot from 5 ft,85,82
376,4,4:01.0,,Offensive rebound by L. Aldridge,85,82
377,4,4:01.0,,L. Aldridge makes 2-pt dunk at rim,85,84
378,4,3:47.0,W. Ellington misses 2-pt jump shot from 16 ft,,85,84
379,4,3:46.0,,Defensive rebound by M. Leonard,85,84
380,4,3:32.0,,L. Aldridge makes 2-pt jump shot from 7 ft,85,86
381,4,3:30.0,LA Lakers full timeout,,85,86
382,4,3:17.0,N. Young misses 2-pt jump shot from 19 ft,,85,86
383,4,3:17.0,,Defensive rebound by M. Leonard,85,86
384,4,3:06.0,,D. Lillard makes 2-pt layup from 1 ft,85,88
385,4,2:47.0,Shooting foul by M. Leonard (drawn by J. Hill),,85,88
386,4,2:47.0,J. Hill makes free throw 1 of 2,,86,88
387,4,2:47.0,J. Hill makes free throw 2 of 2,,87,88
388,4,2:33.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by W. Matthews),87,91
389,4,2:08.0,J. Hill misses 2-pt jump shot from 19 ft,,87,91
390,4,2:07.0,,Defensive rebound by M. Leonard,87,91
