,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,CLEVELAND_ACTION,CHARLOTTE_SCORE,CLEVELAND_SCORE
35,1,6:48.0,,K. Irving makes free throw 1 of 1,7,14
36,1,6:35.0,G. Henderson makes 2-pt dunk at rim,,9,14
37,1,6:13.0,,K. Love makes 2-pt jump shot from 17 ft,9,16
38,1,5:53.0,G. Henderson misses 2-pt hook shot from 4 ft,,9,16
39,1,5:49.0,,Defensive rebound by T. Thompson,9,16
40,1,5:40.0,,K. Love misses 2-pt hook shot from 7 ft,9,16
41,1,5:36.0,Defensive rebound by M. Kidd-Gilchrist,,9,16
42,1,5:22.0,Turnover by G. Henderson (traveling),,9,16
43,1,5:22.0,,Cleveland full timeout,9,16
44,1,5:22.0,L. Stephenson enters the game for G. Henderson,,9,16
45,1,5:22.0,,S. Marion enters the game for L. James,9,16
46,1,5:07.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Irving),9,19
47,1,4:48.0,M. Williams misses 3-pt jump shot from 25 ft,,9,19
48,1,4:47.0,,Defensive rebound by S. Marion,9,19
49,1,4:39.0,,K. Irving makes 3-pt jump shot from 25 ft,9,22
50,1,4:26.0,M. Williams misses 2-pt jump shot from 15 ft,,9,22
51,1,4:25.0,,Defensive rebound by T. Thompson,9,22
52,1,4:14.0,,K. Irving misses 2-pt layup from 2 ft,9,22
53,1,4:13.0,,Offensive rebound by T. Thompson,9,22
54,1,4:13.0,,T. Thompson misses 2-pt tip-in at rim,9,22
55,1,4:12.0,,Offensive rebound by T. Thompson,9,22
56,1,4:12.0,,T. Thompson makes 2-pt tip-in at rim,9,24
57,1,4:07.0,Charlotte full timeout,,9,24
58,1,4:07.0,A. Jefferson enters the game for M. Kidd-Gilchrist,,9,24
59,1,4:07.0,G. Neal enters the game for B. Biyombo,,9,24
60,1,3:58.0,A. Jefferson misses 2-pt jump shot from 5 ft,,9,24
61,1,3:57.0,,Defensive rebound by T. Thompson,9,24
62,1,3:42.0,,S. Marion misses 2-pt jump shot from 6 ft,9,24
63,1,3:40.0,,Offensive rebound by T. Thompson,9,24
64,1,3:40.0,,T. Thompson makes 2-pt tip-in at rim,9,26
65,1,3:21.0,L. Stephenson misses 2-pt jump shot from 14 ft,,9,26
66,1,3:20.0,,Defensive rebound by K. Love,9,26
67,1,3:12.0,,Personal foul by G. Neal (drawn by T. Thompson),9,26
68,1,3:12.0,,I. Shumpert enters the game for K. Love,9,26
69,1,3:12.0,,T. Mozgov enters the game for J. Smith,9,26
70,1,3:12.0,,L. James enters the game for K. Irving,9,26
71,1,3:06.0,,T. Mozgov misses 2-pt jump shot from 14 ft,9,26
72,1,3:05.0,Defensive rebound by A. Jefferson,,9,26
73,1,2:42.0,K. Walker misses 2-pt jump shot from 12 ft,,9,26
74,1,2:38.0,,Defensive rebound by T. Mozgov,9,26
75,1,2:33.0,,L. James makes 2-pt layup at rim,9,28
76,1,2:19.0,K. Walker makes 2-pt jump shot from 19 ft (assist by L. Stephenson),,11,28
77,1,2:00.0,,T. Thompson misses 2-pt jump shot from 8 ft,11,28
78,1,1:59.0,Defensive rebound by A. Jefferson,,11,28
79,1,1:54.0,K. Walker misses 2-pt jump shot from 5 ft,,11,28
80,1,1:51.0,,Defensive rebound by T. Thompson,11,28
81,1,1:44.0,,Shooting foul by L. Stephenson (drawn by L. James),11,28
82,1,1:44.0,,L. James makes free throw 1 of 3,11,29
83,1,1:44.0,,L. James makes free throw 2 of 3,11,30
84,1,1:44.0,,L. James makes free throw 3 of 3,11,31
85,1,1:24.0,A. Jefferson makes 2-pt jump shot from 12 ft (assist by K. Walker),,13,31
86,1,1:04.0,,Turnover by T. Thompson (3 sec),13,31
87,1,0:50.0,K. Walker misses 3-pt jump shot from 24 ft,,13,31
88,1,0:49.0,,Defensive rebound by S. Marion,13,31
89,1,0:35.0,,S. Marion misses 2-pt jump shot from 2 ft (block by M. Williams),13,31
90,1,0:33.0,Defensive rebound by L. Stephenson,,13,31
91,1,0:18.0,M. Williams misses 3-pt jump shot from 26 ft,,13,31
92,1,0:16.0,,Defensive rebound by T. Mozgov,13,31
93,1,0:01.0,,L. James makes 2-pt jump shot from 5 ft,13,33
94,2,11:44.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),13,36
95,2,11:29.0,Turnover by L. Stephenson (bad pass),,13,36
96,2,11:19.0,,T. Mozgov makes 2-pt dunk at rim (assist by L. James),13,38
97,2,11:12.0,Charlotte full timeout,,13,38
98,2,11:02.0,A. Jefferson makes 2-pt layup at rim (assist by L. Stephenson),,15,38
99,2,10:54.0,,Personal foul by L. Stephenson (drawn by L. James),15,38
100,2,10:48.0,,M. Dellavedova makes 2-pt jump shot from 10 ft,15,40
101,2,10:38.0,L. Stephenson makes 2-pt jump shot from 7 ft (assist by G. Neal),,17,40
102,2,10:38.0,Shooting foul by T. Mozgov (drawn by L. Stephenson),,17,40
103,2,10:38.0,,K. Irving enters the game for I. Shumpert,17,40
104,2,10:38.0,L. Stephenson misses free throw 1 of 1,,17,40
105,2,10:37.0,,Defensive rebound by T. Mozgov,17,40
106,2,10:19.0,,T. Mozgov makes 2-pt dunk at rim (assist by M. Dellavedova),17,42
107,2,9:59.0,G. Neal makes 2-pt jump shot from 7 ft (assist by A. Jefferson),,19,42
108,2,9:49.0,,K. Irving makes 2-pt jump shot from 5 ft,19,44
109,2,9:32.0,A. Jefferson makes 2-pt layup at rim,,21,44
110,2,9:11.0,,T. Thompson misses 2-pt dunk at rim,21,44
111,2,9:11.0,,Offensive rebound by T. Mozgov,21,44
112,2,9:11.0,,Shooting foul by M. Williams (drawn by T. Mozgov),21,44
113,2,9:11.0,,T. Mozgov makes free throw 1 of 2,21,45
114,2,9:11.0,,K. Love enters the game for T. Thompson,21,45
115,2,9:11.0,,T. Mozgov misses free throw 2 of 2,21,45
116,2,9:10.0,Defensive rebound by A. Jefferson,,21,45
117,2,8:58.0,A. Jefferson makes 2-pt jump shot from 15 ft (assist by L. Stephenson),,23,45
118,2,8:42.0,,K. Irving misses 2-pt layup from 1 ft,23,45
119,2,8:40.0,,Offensive rebound by K. Love,23,45
120,2,8:28.0,,L. James makes 2-pt jump shot from 5 ft,23,47
121,2,8:13.0,G. Neal misses 2-pt jump shot from 16 ft,,23,47
122,2,8:12.0,,Defensive rebound by M. Dellavedova,23,47
123,2,8:06.0,,K. Irving misses 3-pt jump shot from 24 ft,23,47
124,2,8:04.0,Defensive rebound by B. Roberts,,23,47
125,2,8:00.0,Personal foul by M. Dellavedova (drawn by B. Roberts),,23,47
126,2,8:00.0,,J. Smith enters the game for M. Dellavedova,23,47
127,2,7:55.0,A. Jefferson makes 2-pt dunk at rim (assist by L. Stephenson),,25,47
128,2,7:51.0,,L. James makes 2-pt layup at rim (assist by K. Love),25,49
129,2,7:51.0,,Shooting foul by B. Roberts (drawn by L. James),25,49
130,2,7:51.0,,L. James misses free throw 1 of 1,25,49
131,2,7:50.0,Defensive rebound by A. Jefferson,,25,49
132,2,7:37.0,Turnover by G. Neal (lost ball; steal by L. James),,25,49
133,2,7:36.0,,Personal foul by L. Stephenson (drawn by L. James),25,49
134,2,7:36.0,G. Henderson enters the game for L. Stephenson,,25,49
135,2,7:22.0,,L. James makes 2-pt layup at rim (assist by K. Irving),25,51
136,2,7:03.0,B. Roberts misses 3-pt jump shot from 25 ft,,25,51
137,2,7:01.0,,Defensive rebound by K. Irving,25,51
138,2,6:56.0,,Shooting foul by M. Williams (drawn by L. James),25,51
139,2,6:56.0,,L. James makes free throw 1 of 2,25,52
140,2,6:56.0,C. Zeller enters the game for M. Williams,,25,52
141,2,6:56.0,,L. James makes free throw 2 of 2,25,53
142,2,6:48.0,Turnover by B. Roberts (bad pass; steal by L. James),,25,53
143,2,6:46.0,,L. James makes 2-pt dunk at rim,25,55
144,2,6:29.0,A. Jefferson makes 2-pt jump shot from 14 ft (assist by B. Roberts),,27,55
145,2,6:22.0,,K. Irving makes 3-pt jump shot from 26 ft,27,58
146,2,6:11.0,Turnover by G. Henderson (bad pass; steal by K. Irving),,27,58
147,2,6:07.0,,L. James makes 2-pt dunk at rim (assist by J. Smith),27,60
148,2,6:07.0,Charlotte full timeout,,27,60
149,2,6:07.0,M. Kidd-Gilchrist enters the game for G. Neal,,27,60
150,2,6:07.0,K. Walker enters the game for B. Roberts,,27,60
151,2,5:54.0,Turnover by M. Kidd-Gilchrist (bad pass; steal by L. James),,27,60
152,2,5:48.0,,K. Love makes 2-pt layup from 1 ft (assist by L. James),27,62
153,2,5:29.0,K. Walker misses 2-pt jump shot from 12 ft,,27,62
154,2,5:27.0,Offensive rebound by A. Jefferson,,27,62
155,2,5:25.0,A. Jefferson misses 2-pt jump shot from 12 ft,,27,62
156,2,5:21.0,Offensive rebound by M. Kidd-Gilchrist,,27,62
157,2,5:21.0,M. Kidd-Gilchrist misses 2-pt tip-in from 1 ft,,27,62
158,2,5:20.0,Offensive rebound by C. Zeller,,27,62
159,2,5:20.0,C. Zeller misses 2-pt layup at rim (block by L. James),,27,62
160,2,5:17.0,Offensive rebound by M. Kidd-Gilchrist,,27,62
161,2,5:16.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by T. Mozgov),,27,62
162,2,5:15.0,,Defensive rebound by K. Irving,27,62
163,2,5:10.0,,K. Irving makes 3-pt jump shot from 25 ft,27,65
164,2,4:52.0,C. Zeller makes 2-pt jump shot from 19 ft (assist by G. Henderson),,29,65
165,2,4:34.0,,Turnover by J. Smith (bad pass; steal by M. Kidd-Gilchrist),29,65
166,2,4:29.0,M. Kidd-Gilchrist misses 2-pt layup at rim,,29,65
167,2,4:29.0,Offensive rebound by C. Zeller,,29,65
168,2,4:29.0,C. Zeller misses 2-pt dunk at rim,,29,65
169,2,4:28.0,,Defensive rebound by L. James,29,65
170,2,4:22.0,,T. Mozgov makes 2-pt layup at rim (assist by K. Love),29,67
171,2,4:22.0,,Shooting foul by K. Walker (drawn by T. Mozgov),29,67
172,2,4:22.0,Technical foul by K. Walker,,29,67
173,2,4:22.0,B. Biyombo enters the game for A. Jefferson,,29,67
174,2,4:22.0,,S. Marion enters the game for L. James,29,67
175,2,4:22.0,,K. Irving misses technical free throw,29,67
176,2,4:22.0,,Offensive rebound by Team,29,67
177,2,4:22.0,,T. Mozgov makes free throw 1 of 1,29,68
178,2,4:12.0,Shooting foul by K. Love (drawn by C. Zeller),,29,68
179,2,4:12.0,C. Zeller makes free throw 1 of 2,,30,68
180,2,4:12.0,,T. Thompson enters the game for T. Mozgov,30,68
181,2,4:12.0,C. Zeller misses free throw 2 of 2,,30,68
182,2,4:11.0,,Defensive rebound by T. Thompson,30,68
183,2,3:59.0,,K. Irving misses 2-pt jump shot from 16 ft,30,68
184,2,3:58.0,Defensive rebound by C. Zeller,,30,68
185,2,3:45.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,32,68
186,2,3:31.0,,J. Smith misses 3-pt jump shot from 25 ft,32,68
187,2,3:30.0,Defensive rebound by C. Zeller,,32,68
188,2,3:20.0,C. Zeller makes 2-pt layup from 1 ft (assist by M. Kidd-Gilchrist),,34,68
189,2,2:59.0,,J. Smith misses 2-pt jump shot from 19 ft,34,68
190,2,2:58.0,Defensive rebound by M. Kidd-Gilchrist,,34,68
191,2,2:55.0,Shooting foul by K. Irving (drawn by M. Kidd-Gilchrist),,34,68
192,2,2:55.0,Official timeout,,34,68
193,2,2:55.0,M. Kidd-Gilchrist makes free throw 1 of 2,,35,68
194,2,2:55.0,M. Kidd-Gilchrist makes free throw 2 of 2,,36,68
195,2,2:35.0,,J. Smith misses 2-pt jump shot from 15 ft,36,68
196,2,2:34.0,,Offensive rebound by S. Marion,36,68
197,2,2:22.0,,S. Marion makes 2-pt jump shot from 8 ft (assist by J. Smith),36,70
198,2,2:00.0,Shooting foul by S. Marion (drawn by M. Kidd-Gilchrist),,36,70
199,2,2:00.0,M. Kidd-Gilchrist misses free throw 1 of 2,,36,70
200,2,2:00.0,Offensive rebound by Team,,36,70
201,2,2:00.0,M. Kidd-Gilchrist misses free throw 2 of 2,,36,70
202,2,1:59.0,,Defensive rebound by T. Thompson,36,70
203,2,1:36.0,,S. Marion makes 2-pt jump shot from 8 ft (assist by J. Smith),36,72
204,2,1:13.0,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft (assist by K. Walker),,38,72
205,2,1:06.0,,Offensive foul by T. Thompson (drawn by G. Henderson),38,72
206,2,1:06.0,,Turnover by T. Thompson (offensive foul),38,72
207,2,0:47.0,Personal foul by K. Irving (drawn by G. Henderson),,38,72
208,2,0:47.0,G. Henderson makes free throw 1 of 2,,39,72
209,2,0:47.0,,M. Dellavedova enters the game for K. Irving,39,72
210,2,0:47.0,G. Henderson makes free throw 2 of 2,,40,72
211,2,0:36.0,,Personal foul by B. Biyombo (drawn by T. Thompson),40,72
212,2,0:36.0,,T. Thompson misses free throw 1 of 2,40,72
213,2,0:36.0,,Offensive rebound by Team,40,72
214,2,0:36.0,,T. Thompson makes free throw 2 of 2,40,73
215,2,0:28.0,K. Walker misses 3-pt jump shot from 25 ft,,40,73
216,2,0:27.0,,Defensive rebound by Team,40,73
217,2,0:27.0,Loose ball foul by C. Zeller (drawn by K. Love),,40,73
218,2,0:27.0,,K. Love makes free throw 1 of 2,40,74
219,2,0:27.0,M. Williams enters the game for C. Zeller,,40,74
220,2,0:27.0,,K. Love makes free throw 2 of 2,40,75
221,2,0:05.0,K. Walker misses 2-pt layup from 1 ft (block by T. Thompson),,40,75
222,2,0:03.0,,Defensive rebound by K. Love,40,75
223,2,0:00.0,,J. Smith misses 3-pt jump shot from 27 ft,40,75
224,2,0:00.0,,Offensive rebound by Team,40,75
225,3,11:47.0,,J. Smith misses 3-pt jump shot from 23 ft,40,75
226,3,11:46.0,Defensive rebound by M. Kidd-Gilchrist,,40,75
227,3,11:43.0,Shooting foul by L. James (drawn by M. Kidd-Gilchrist),,40,75
228,3,11:43.0,M. Kidd-Gilchrist makes free throw 1 of 2,,41,75
229,3,11:43.0,M. Kidd-Gilchrist makes free throw 2 of 2,,42,75
230,3,11:27.0,,L. James misses 2-pt layup at rim,42,75
231,3,11:25.0,,Offensive rebound by T. Mozgov,42,75
232,3,11:20.0,,L. James makes 3-pt jump shot from 22 ft (assist by J. Smith),42,78
233,3,11:00.0,C. Zeller misses 2-pt jump shot from 20 ft,,42,78
234,3,10:59.0,,Defensive rebound by L. James,42,78
235,3,10:51.0,,Shooting foul by B. Biyombo (drawn by T. Mozgov),42,78
236,3,10:51.0,,T. Mozgov makes free throw 1 of 2,42,79
237,3,10:51.0,,T. Mozgov makes free throw 2 of 2,42,80
238,3,10:36.0,Turnover by K. Walker (bad pass; steal by K. Love),,42,80
239,3,10:21.0,,Turnover by T. Mozgov (bad pass; steal by G. Henderson),42,80
240,3,10:18.0,M. Kidd-Gilchrist makes flagrant free throw 1 of 2,,43,80
241,3,10:18.0,M. Kidd-Gilchrist misses flagrant free throw 2 of 2,,43,80
242,3,10:18.0,Offensive rebound by Team,,43,80
243,3,10:12.0,K. Walker misses 2-pt jump shot from 17 ft,,43,80
244,3,10:09.0,Offensive rebound by B. Biyombo,,43,80
245,3,10:09.0,B. Biyombo misses 2-pt tip-in from 2 ft,,43,80
246,3,10:05.0,,Defensive rebound by T. Mozgov,43,80
247,3,9:56.0,,K. Irving makes 2-pt layup at rim (assist by L. James),43,82
248,3,9:36.0,Personal foul by J. Smith (drawn by B. Biyombo),,43,82
249,3,9:31.0,G. Henderson misses 2-pt jump shot from 16 ft,,43,82
250,3,9:29.0,Offensive rebound by B. Biyombo,,43,82
251,3,9:29.0,B. Biyombo makes 2-pt tip-in at rim,,45,82
252,3,9:12.0,,J. Smith misses 3-pt jump shot from 25 ft,45,82
253,3,9:11.0,Defensive rebound by M. Kidd-Gilchrist,,45,82
254,3,9:01.0,G. Henderson misses 2-pt jump shot from 8 ft,,45,82
255,3,9:00.0,Offensive rebound by C. Zeller,,45,82
256,3,8:54.0,M. Kidd-Gilchrist makes 2-pt jump shot from 15 ft (assist by K. Walker),,47,82
257,3,8:42.0,,Turnover by K. Irving (lost ball; steal by K. Walker),47,82
258,3,8:37.0,,Technical foul by K. Irving,47,82
259,3,8:37.0,K. Walker makes technical free throw,,48,82
260,3,8:31.0,G. Henderson misses 2-pt jump shot from 12 ft,,48,82
261,3,8:29.0,,Defensive rebound by J. Smith,48,82
262,3,8:25.0,,Personal foul by B. Biyombo (drawn by T. Mozgov),48,82
263,3,8:18.0,,Turnover by L. James (traveling),48,82
264,3,8:02.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,,48,82
265,3,8:01.0,,Defensive rebound by T. Mozgov,48,82
266,3,7:55.0,,Shooting foul by K. Walker (drawn by T. Mozgov),48,82
267,3,7:55.0,,T. Mozgov makes free throw 1 of 2,48,83
268,3,7:55.0,,T. Mozgov makes free throw 2 of 2,48,84
269,3,7:45.0,Turnover by C. Zeller (bad pass; steal by L. James),,48,84
270,3,7:38.0,,L. James makes 3-pt jump shot from 24 ft (assist by K. Love),48,87
271,3,7:25.0,K. Walker misses 2-pt jump shot from 18 ft,,48,87
272,3,7:24.0,,Defensive rebound by T. Mozgov,48,87
273,3,7:11.0,,K. Love misses 2-pt jump shot from 10 ft,48,87
274,3,7:07.0,Defensive rebound by C. Zeller,,48,87
275,3,6:57.0,K. Walker misses 3-pt jump shot from 24 ft,,48,87
276,3,6:56.0,Offensive rebound by B. Biyombo,,48,87
277,3,6:46.0,M. Kidd-Gilchrist makes 2-pt layup at rim (assist by G. Henderson),,50,87
278,3,6:28.0,,L. James misses 3-pt jump shot from 25 ft,50,87
279,3,6:26.0,Defensive rebound by C. Zeller,,50,87
280,3,6:18.0,Turnover by M. Kidd-Gilchrist (bad pass),,50,87
281,3,6:18.0,,T. Thompson enters the game for T. Mozgov,50,87
282,3,6:03.0,,L. James misses 2-pt jump shot from 16 ft,50,87
283,3,6:03.0,Defensive rebound by Team,,50,87
284,3,5:48.0,G. Henderson makes 2-pt dunk at rim (assist by C. Zeller),,52,87
285,3,5:30.0,,K. Irving makes 2-pt jump shot from 15 ft,52,89
286,3,5:08.0,C. Zeller misses 2-pt jump shot from 19 ft,,52,89
287,3,5:07.0,,Defensive rebound by L. James,52,89
288,3,4:43.0,,K. Love misses 2-pt hook shot from 6 ft,52,89
289,3,4:42.0,Defensive rebound by Team,,52,89
290,3,4:42.0,,Cleveland full timeout,52,89
291,3,4:42.0,L. Stephenson enters the game for C. Zeller,,52,89
292,3,4:42.0,M. Williams enters the game for G. Henderson,,52,89
293,3,4:42.0,B. Roberts enters the game for K. Walker,,52,89
294,3,4:27.0,B. Biyombo misses 2-pt layup from 2 ft (block by K. Love),,52,89
295,3,4:23.0,,Defensive rebound by L. James,52,89
296,3,4:18.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by L. James),52,92
297,3,4:05.0,M. Kidd-Gilchrist misses 2-pt jump shot from 17 ft,,52,92
298,3,4:04.0,,Defensive rebound by L. James,52,92
299,3,3:57.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),52,95
300,3,3:40.0,B. Biyombo makes 2-pt dunk at rim (assist by L. Stephenson),,54,95
301,3,3:22.0,,L. James misses 2-pt layup at rim,54,95
302,3,3:21.0,,Offensive rebound by T. Thompson,54,95
303,3,3:21.0,,T. Thompson misses 2-pt tip-in from 1 ft,54,95
304,3,3:18.0,Defensive rebound by B. Biyombo,,54,95
305,3,3:12.0,B. Roberts makes 3-pt jump shot from 23 ft (assist by L. Stephenson),,57,95
306,3,2:58.0,,K. Irving misses 2-pt jump shot from 16 ft,57,95
307,3,2:57.0,Defensive rebound by M. Williams,,57,95
308,3,2:51.0,Charlotte full timeout,,57,95
309,3,2:51.0,G. Neal enters the game for M. Kidd-Gilchrist,,57,95
310,3,2:51.0,,S. Marion enters the game for L. James,57,95
311,3,2:51.0,,M. Dellavedova enters the game for K. Irving,57,95
312,3,2:40.0,B. Roberts misses 2-pt jump shot from 18 ft,,57,95
313,3,2:38.0,,Defensive rebound by S. Marion,57,95
314,3,2:16.0,,S. Marion makes 2-pt jump shot from 6 ft,57,97
315,3,1:55.0,B. Biyombo makes 2-pt dunk at rim (assist by B. Roberts),,59,97
316,3,1:27.0,,M. Dellavedova misses 2-pt jump shot from 22 ft,59,97
317,3,1:26.0,Defensive rebound by B. Biyombo,,59,97
318,3,1:16.0,B. Biyombo makes 2-pt layup from 1 ft (assist by L. Stephenson),,61,97
319,3,0:56.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),61,100
320,3,0:36.0,M. Williams misses 2-pt jump shot from 19 ft,,61,100
321,3,0:35.0,,Defensive rebound by J. Smith,61,100
322,3,0:27.0,,T. Thompson misses 2-pt layup from 1 ft,61,100
323,3,0:25.0,Defensive rebound by L. Stephenson,,61,100
324,3,0:07.0,Shooting foul by T. Thompson (drawn by B. Biyombo),,61,100
325,3,0:07.0,B. Biyombo makes free throw 1 of 2,,62,100
326,3,0:07.0,B. Biyombo makes free throw 2 of 2,,63,100
327,3,0:02.0,,J. Smith makes 3-pt jump shot from 24 ft,63,103
328,3,0:00.0,L. Stephenson misses 3-pt jump shot from 52 ft,,63,103
329,3,0:00.0,Offensive rebound by Team,,63,103
330,4,11:42.0,L. Stephenson misses 3-pt jump shot from 24 ft,,63,103
331,4,11:41.0,,Defensive rebound by S. Marion,63,103
332,4,11:23.0,,S. Marion makes 2-pt dunk at rim (assist by M. Dellavedova),63,105
333,4,11:05.0,L. Stephenson misses 2-pt jump shot from 6 ft,,63,105
334,4,11:03.0,,Defensive rebound by I. Shumpert,63,105
335,4,11:02.0,,Personal foul by L. Stephenson (drawn by I. Shumpert),63,105
336,4,11:02.0,,B. Haywood enters the game for T. Thompson,63,105
337,4,10:41.0,,I. Shumpert makes 2-pt jump shot from 6 ft (assist by M. Dellavedova),63,107
338,4,10:25.0,A. Jefferson misses 2-pt jump shot from 10 ft,,63,107
339,4,10:22.0,,Defensive rebound by M. Miller,63,107
340,4,10:16.0,,M. Miller misses 3-pt jump shot from 26 ft,63,107
341,4,10:15.0,Defensive rebound by G. Neal,,63,107
342,4,10:06.0,A. Jefferson misses 2-pt jump shot from 14 ft,,63,107
343,4,10:05.0,,Defensive rebound by M. Dellavedova,63,107
344,4,9:53.0,,S. Marion misses 2-pt jump shot from 4 ft (block by A. Jefferson),63,107
345,4,9:53.0,,Offensive rebound by Team,63,107
346,4,9:45.0,,M. Dellavedova misses 2-pt jump shot from 7 ft,63,107
347,4,9:42.0,Defensive rebound by M. Williams,,63,107
348,4,9:29.0,M. Williams makes 2-pt jump shot from 8 ft,,65,107
349,4,9:29.0,Shooting foul by I. Shumpert (drawn by M. Williams),,65,107
350,4,9:29.0,M. Williams misses free throw 1 of 1,,65,107
351,4,9:28.0,,Defensive rebound by B. Haywood,65,107
352,4,9:16.0,,M. Miller makes 3-pt jump shot from 23 ft (assist by I. Shumpert),65,110
353,4,9:03.0,L. Stephenson makes 2-pt layup at rim (assist by G. Neal),,67,110
354,4,9:03.0,Shooting foul by B. Haywood (drawn by L. Stephenson),,67,110
355,4,9:03.0,J. Maxiell enters the game for M. Williams,,67,110
356,4,9:03.0,,J. Jones enters the game for S. Marion,67,110
357,4,9:03.0,L. Stephenson misses free throw 1 of 1,,67,110
358,4,9:02.0,,Defensive rebound by B. Haywood,67,110
359,4,8:46.0,,J. Jones makes 2-pt layup at rim (assist by I. Shumpert),67,112
360,4,8:27.0,A. Jefferson misses 2-pt jump shot from 7 ft,,67,112
361,4,8:26.0,,Defensive rebound by M. Dellavedova,67,112
362,4,8:21.0,,Shooting foul by B. Roberts (drawn by M. Dellavedova),67,112
363,4,8:21.0,Official timeout,,67,112
364,4,8:21.0,,M. Dellavedova makes free throw 1 of 2,67,113
365,4,8:21.0,,M. Dellavedova misses free throw 2 of 2,67,113
366,4,8:21.0,Defensive rebound by A. Jefferson,,67,113
367,4,7:57.0,Turnover by Team (shot clock),,67,113
368,4,7:44.0,,M. Miller misses 2-pt jump shot from 15 ft,67,113
369,4,7:43.0,Defensive rebound by L. Stephenson,,67,113
370,4,7:28.0,Turnover by G. Neal (bad pass; steal by M. Dellavedova),,67,113
371,4,7:18.0,,J. Jones misses 3-pt jump shot from 25 ft,67,113
372,4,7:17.0,Defensive rebound by A. Jefferson,,67,113
373,4,7:09.0,B. Roberts misses 3-pt jump shot from 25 ft,,67,113
374,4,7:08.0,,Defensive rebound by I. Shumpert,67,113
375,4,6:56.0,,J. Jones misses 3-pt jump shot from 23 ft,67,113
376,4,6:55.0,,Offensive rebound by B. Haywood,67,113
377,4,6:50.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by B. Haywood),67,116
378,4,6:43.0,Personal foul by M. Dellavedova (drawn by B. Roberts),,67,116
379,4,6:43.0,,J. Harris enters the game for I. Shumpert,67,116
380,4,6:43.0,P. Hairston enters the game for G. Neal,,67,116
381,4,6:43.0,J. Taylor enters the game for B. Roberts,,67,116
