,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MILWAUKEE_ACTION,PHILADELPHIA_SCORE,MILWAUKEE_SCORE
39,1,6:13.0,Defensive rebound by J. Richardson,,5,14
40,1,6:05.0,R. Covington makes 3-pt jump shot from 29 ft (assist by J. Richardson),,8,14
41,1,5:50.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by Z. Pachulia),8,16
42,1,5:50.0,,Shooting foul by R. Covington (drawn by G. Antetokounmpo),8,16
43,1,5:50.0,I. Smith enters the game for R. Covington,,8,16
44,1,5:50.0,H. Thompson enters the game for J. Richardson,,8,16
45,1,5:50.0,J. Grant enters the game for I. Canaan,,8,16
46,1,5:50.0,,J. Bayless enters the game for M. Carter-Williams,8,16
47,1,5:50.0,,G. Antetokounmpo makes free throw 1 of 1,8,17
48,1,5:41.0,L. Mbah a Moute misses 3-pt jump shot from 25 ft,,8,17
49,1,5:39.0,,Defensive rebound by Z. Pachulia,8,17
50,1,5:18.0,,E. İlyasova misses 3-pt jump shot from 24 ft,8,17
51,1,5:17.0,Defensive rebound by L. Mbah a Moute,,8,17
52,1,5:07.0,H. Sims enters the game for N. Noel,,8,17
53,1,4:58.0,Turnover by I. Smith (offensive foul),,8,17
54,1,4:58.0,Offensive foul by I. Smith (drawn by E. İlyasova),,8,17
55,1,4:58.0,J. Sampson enters the game for L. Mbah a Moute,,8,17
56,1,4:45.0,,Turnover by G. Antetokounmpo (lost ball; steal by I. Smith),8,17
57,1,4:40.0,I. Smith misses 2-pt jump shot from 5 ft,,8,17
58,1,4:39.0,,Defensive rebound by K. Middleton,8,17
59,1,4:36.0,,Z. Pachulia makes 2-pt layup at rim (assist by G. Antetokounmpo),8,19
60,1,4:36.0,,Shooting foul by J. Sampson (drawn by Z. Pachulia),8,19
61,1,4:36.0,,Z. Pachulia makes free throw 1 of 1,8,20
62,1,4:28.0,Personal block foul by E. İlyasova (drawn by I. Smith),,8,20
63,1,4:28.0,,J. Dudley enters the game for E. İlyasova,8,20
64,1,4:22.0,H. Thompson misses 2-pt jump shot from 18 ft,,8,20
65,1,4:20.0,,Defensive rebound by J. Bayless,8,20
66,1,4:12.0,,J. Bayless makes 2-pt jump shot from 10 ft,8,22
67,1,3:52.0,J. Sampson misses 3-pt jump shot from 23 ft,,8,22
68,1,3:52.0,Offensive rebound by J. Grant,,8,22
69,1,3:52.0,,Loose ball foul by J. Dudley (drawn by J. Grant),8,22
70,1,3:34.0,H. Thompson misses 2-pt jump shot from 14 ft,,8,22
71,1,3:33.0,,Defensive rebound by G. Antetokounmpo,8,22
72,1,3:11.0,,K. Middleton misses 3-pt jump shot from 25 ft,8,22
73,1,3:10.0,,Offensive rebound by G. Antetokounmpo,8,22
74,1,3:08.0,,Z. Pachulia misses 2-pt layup at rim,8,22
75,1,3:05.0,Defensive rebound by H. Sims,,8,22
76,1,3:01.0,I. Smith misses 2-pt jump shot from 10 ft,,8,22
77,1,2:59.0,Offensive rebound by H. Thompson,,8,22
78,1,2:59.0,H. Thompson misses 2-pt tip-in at rim,,8,22
79,1,2:58.0,,Defensive rebound by J. Dudley,8,22
80,1,2:52.0,,K. Middleton misses 2-pt layup from 1 ft,8,22
81,1,2:50.0,Defensive rebound by J. Grant,,8,22
82,1,2:38.0,H. Sims misses 2-pt layup at rim,,8,22
83,1,2:37.0,Offensive rebound by H. Sims,,8,22
84,1,2:37.0,H. Sims makes 2-pt layup at rim,,10,22
85,1,2:37.0,,Milwaukee full timeout,10,22
86,1,2:37.0,,T. Ennis enters the game for Z. Pachulia,10,22
87,1,2:37.0,,J. Henson enters the game for K. Middleton,10,22
88,1,2:22.0,,Turnover by T. Ennis (bad pass; steal by H. Sims),10,22
89,1,2:18.0,J. Sampson makes 2-pt layup at rim (assist by H. Thompson),,12,22
90,1,1:58.0,,J. Bayless makes 2-pt jump shot from 17 ft,12,24
91,1,1:42.0,H. Sims misses 2-pt jump shot from 15 ft,,12,24
92,1,1:39.0,,Defensive rebound by J. Bayless,12,24
93,1,1:29.0,,G. Antetokounmpo misses 2-pt jump shot from 8 ft,12,24
94,1,1:28.0,Defensive rebound by H. Sims,,12,24
95,1,1:07.0,H. Sims misses 2-pt hook shot from 4 ft,,12,24
96,1,1:06.0,Offensive rebound by H. Thompson,,12,24
97,1,1:06.0,H. Thompson misses 2-pt tip-in at rim,,12,24
98,1,1:04.0,,Defensive rebound by J. Henson,12,24
99,1,0:45.0,,Turnover by J. Henson (traveling),12,24
100,1,0:37.0,Turnover by I. Smith (bad pass; steal by T. Ennis),,12,24
101,1,0:29.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),12,27
102,1,0:08.0,Turnover by J. Sampson (traveling),,12,27
103,1,0:00.0,,J. Bayless makes 2-pt jump shot from 20 ft,12,29
104,2,11:46.0,I. Smith makes 2-pt layup from 1 ft,,14,29
105,2,11:25.0,,T. Ennis makes 2-pt jump shot from 15 ft,14,31
106,2,11:05.0,J. Grant makes 3-pt jump shot from 27 ft (assist by N. Noel),,17,31
107,2,10:48.0,,J. Dudley misses 3-pt jump shot from 26 ft,17,31
108,2,10:47.0,Defensive rebound by N. Noel,,17,31
109,2,10:34.0,Turnover by T. Robinson (offensive foul),,17,31
110,2,10:34.0,Offensive foul by T. Robinson (drawn by J. Dudley),,17,31
111,2,10:34.0,I. Canaan enters the game for I. Smith,,17,31
112,2,10:10.0,,Turnover by K. Middleton (lost ball; steal by J. Grant),17,31
113,2,10:07.0,Shooting foul by J. Bayless (drawn by T. Robinson),,17,31
114,2,10:07.0,T. Robinson misses free throw 1 of 2,,17,31
115,2,10:07.0,Offensive rebound by Team,,17,31
116,2,10:07.0,T. Robinson misses free throw 2 of 2,,17,31
117,2,10:06.0,,Defensive rebound by K. Middleton,17,31
118,2,9:50.0,,Turnover by J. Bayless (lost ball; steal by J. Grant),17,31
119,2,9:45.0,Turnover by N. Noel (bad pass; steal by J. Dudley),,17,31
120,2,9:31.0,,Personal block foul by T. Robinson (drawn by J. Dudley),17,31
121,2,9:31.0,R. Covington enters the game for H. Thompson,,17,31
122,2,9:24.0,,J. Bayless misses 2-pt jump shot from 17 ft,17,31
123,2,9:23.0,,Offensive rebound by J. Henson,17,31
124,2,9:23.0,,Shooting foul by I. Canaan (drawn by J. Henson),17,31
125,2,9:23.0,,J. Henson misses free throw 1 of 2,17,31
126,2,9:23.0,,Offensive rebound by Team,17,31
127,2,9:23.0,,J. Henson makes free throw 2 of 2,17,32
128,2,9:19.0,Turnover by I. Canaan (step out of bounds),,17,32
129,2,9:06.0,,Personal foul by N. Noel (drawn by J. Henson),17,32
130,2,9:02.0,,K. Middleton makes 2-pt dunk at rim (assist by J. Dudley),17,34
131,2,8:51.0,J. Grant misses 3-pt jump shot from 23 ft,,17,34
132,2,8:49.0,,Defensive rebound by J. Henson,17,34
133,2,8:38.0,,J. Bayless makes 2-pt layup at rim (assist by J. Dudley),17,36
134,2,8:38.0,Philadelphia full timeout,,17,36
135,2,8:38.0,J. Sampson enters the game for R. Covington,,17,36
136,2,8:28.0,Turnover by J. Grant (bad pass; steal by J. Henson),,17,36
137,2,8:18.0,,J. Bayless makes 3-pt jump shot from 24 ft (assist by J. Dudley),17,39
138,2,8:06.0,Turnover by T. Robinson (lost ball; steal by T. Ennis),,17,39
139,2,8:02.0,,J. Dudley misses 2-pt layup from 1 ft (block by J. Grant),17,39
140,2,8:02.0,,Offensive rebound by Team,17,39
141,2,8:02.0,L. Mbah a Moute enters the game for J. Grant,,17,39
142,2,7:59.0,,J. Henson makes 2-pt hook shot from 3 ft (assist by K. Middleton),17,41
143,2,7:53.0,Turnover by N. Noel (bad pass; steal by J. Dudley),,17,41
144,2,7:51.0,,T. Ennis makes 2-pt layup from 1 ft (assist by J. Dudley),17,43
145,2,7:51.0,Philadelphia full timeout,,17,43
146,2,7:39.0,N. Noel misses 2-pt jump shot from 5 ft,,17,43
147,2,7:38.0,Offensive rebound by T. Robinson,,17,43
148,2,7:37.0,T. Robinson misses 2-pt layup from 1 ft,,17,43
149,2,7:35.0,Offensive rebound by I. Canaan,,17,43
150,2,7:32.0,I. Canaan misses 3-pt jump shot from 24 ft,,17,43
151,2,7:32.0,Offensive rebound by T. Robinson,,17,43
152,2,7:32.0,Shooting foul by K. Middleton (drawn by T. Robinson),,17,43
153,2,7:32.0,T. Robinson makes 2-pt layup at rim,,19,43
154,2,7:32.0,T. Robinson makes free throw 1 of 1,,20,43
155,2,7:13.0,,J. Henson makes 2-pt hook shot from 6 ft,20,45
156,2,6:56.0,N. Noel misses 2-pt jump shot from 5 ft,,20,45
157,2,6:55.0,Offensive rebound by T. Robinson,,20,45
158,2,6:53.0,T. Robinson makes 2-pt layup at rim,,22,45
159,2,6:39.0,,Personal foul by N. Noel (drawn by T. Ennis),22,45
160,2,6:39.0,J. McGee enters the game for N. Noel,,22,45
161,2,6:28.0,,J. Henson makes 2-pt jump shot from 4 ft (assist by J. Dudley),22,47
162,2,6:08.0,J. McGee misses 2-pt jump shot from 16 ft,,22,47
163,2,6:07.0,,Defensive rebound by K. Middleton,22,47
164,2,6:02.0,,T. Ennis misses 2-pt jump shot from 17 ft,22,47
165,2,6:00.0,,Offensive rebound by J. Henson,22,47
166,2,5:56.0,,J. Bayless misses 3-pt jump shot from 27 ft,22,47
167,2,5:55.0,Defensive rebound by T. Robinson,,22,47
168,2,5:42.0,J. McGee makes 2-pt dunk at rim (assist by J. Sampson),,24,47
169,2,5:26.0,,J. Bayless misses 2-pt layup from 1 ft,24,47
170,2,5:24.0,,Offensive rebound by J. Henson,24,47
171,2,5:24.0,,J. Henson makes 2-pt tip-in at rim,24,49
172,2,5:16.0,T. Robinson misses 2-pt jump shot from 6 ft,,24,49
173,2,5:15.0,,Defensive rebound by J. Dudley,24,49
174,2,5:12.0,,Milwaukee full timeout,24,49
175,2,5:12.0,J. Richardson enters the game for T. Robinson,,24,49
176,2,5:12.0,,E. İlyasova enters the game for K. Middleton,24,49
177,2,5:04.0,,J. Henson misses 2-pt hook shot from 6 ft,24,49
178,2,5:03.0,Defensive rebound by J. McGee,,24,49
179,2,4:59.0,Shooting block foul by T. Ennis (drawn by I. Canaan),,24,49
180,2,4:59.0,I. Canaan misses free throw 1 of 2,,24,49
181,2,4:59.0,Offensive rebound by Team,,24,49
182,2,4:59.0,,M. Carter-Williams enters the game for T. Ennis,24,49
183,2,4:59.0,I. Canaan makes free throw 2 of 2,,25,49
184,2,4:44.0,,E. İlyasova misses 3-pt jump shot from 24 ft,25,49
185,2,4:43.0,Defensive rebound by J. Richardson,,25,49
186,2,4:27.0,Personal foul by J. Bayless (drawn by J. McGee),,25,49
187,2,4:21.0,J. McGee makes 2-pt layup at rim (assist by I. Canaan),,27,49
188,2,4:11.0,,J. Bayless makes 2-pt dunk at rim (assist by M. Carter-Williams),27,51
189,2,3:51.0,J. McGee misses 2-pt jump shot from 17 ft (block by J. Henson),,27,51
190,2,3:51.0,,Defensive rebound by Team,27,51
191,2,3:51.0,,Z. Pachulia enters the game for J. Henson,27,51
192,2,3:30.0,,M. Carter-Williams misses 2-pt jump shot from 19 ft,27,51
193,2,3:28.0,,Offensive rebound by Z. Pachulia,27,51
194,2,3:18.0,,J. Bayless misses 2-pt jump shot from 16 ft,27,51
195,2,3:17.0,Defensive rebound by Team,,27,51
196,2,3:17.0,J. Grant enters the game for J. Sampson,,27,51
197,2,2:58.0,Turnover by J. Grant (bad pass; steal by Z. Pachulia),,27,51
198,2,2:49.0,,J. Dudley misses 2-pt jump shot from 16 ft,27,51
199,2,2:48.0,Defensive rebound by J. McGee,,27,51
200,2,2:39.0,I. Canaan misses 2-pt layup at rim,,27,51
201,2,2:38.0,Offensive rebound by J. McGee,,27,51
202,2,2:28.0,Turnover by J. Grant (bad pass),,27,51
203,2,2:28.0,Official timeout,,27,51
204,2,2:28.0,,G. Antetokounmpo enters the game for J. Dudley,27,51
205,2,2:16.0,,Z. Pachulia misses 2-pt jump shot from 9 ft,27,51
206,2,2:15.0,Defensive rebound by J. Richardson,,27,51
207,2,2:00.0,J. Richardson misses 2-pt jump shot from 13 ft,,27,51
208,2,1:59.0,,Defensive rebound by E. İlyasova,27,51
209,2,1:52.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by M. Carter-Williams),27,53
210,2,1:52.0,,Shooting foul by J. Richardson (drawn by Z. Pachulia),27,53
211,2,1:52.0,I. Smith enters the game for I. Canaan,,27,53
212,2,1:52.0,,Z. Pachulia makes free throw 1 of 1,27,54
213,2,1:34.0,J. Richardson makes 3-pt jump shot from 26 ft (assist by I. Smith),,30,54
214,2,1:16.0,,Z. Pachulia makes 2-pt jump shot from 12 ft (assist by M. Carter-Williams),30,56
215,2,1:03.0,Turnover by I. Smith (bad pass; steal by J. Bayless),,30,56
216,2,0:57.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),30,59
217,2,0:43.0,Shooting block foul by Z. Pachulia (drawn by J. Grant),,30,59
218,2,0:43.0,J. Grant makes free throw 1 of 2,,31,59
219,2,0:43.0,H. Sims enters the game for J. McGee,,31,59
220,2,0:43.0,J. Grant makes free throw 2 of 2,,32,59
221,2,0:26.0,,Offensive foul by Z. Pachulia (drawn by J. Grant),32,59
222,2,0:26.0,,Turnover by Z. Pachulia (offensive foul),32,59
223,2,0:09.0,Turnover by I. Smith (lost ball),,32,59
224,2,0:01.0,,E. İlyasova makes 2-pt layup from 1 ft (assist by Z. Pachulia),32,61
225,3,11:43.0,J. Richardson misses 3-pt jump shot from 25 ft,,32,61
226,3,11:42.0,,Defensive rebound by G. Antetokounmpo,32,61
227,3,11:30.0,,E. İlyasova misses 2-pt jump shot from 19 ft,32,61
228,3,11:29.0,Defensive rebound by N. Noel,,32,61
229,3,11:12.0,Shooting foul by E. İlyasova (drawn by N. Noel),,32,61
230,3,11:12.0,N. Noel makes free throw 1 of 2,,33,61
231,3,11:12.0,N. Noel makes free throw 2 of 2,,34,61
232,3,10:57.0,,Shooting foul by J. Richardson (drawn by E. İlyasova),34,61
233,3,10:57.0,,E. İlyasova makes free throw 1 of 2,34,62
234,3,10:57.0,,E. İlyasova makes free throw 2 of 2,34,63
235,3,10:37.0,J. Richardson makes 2-pt layup from 1 ft (assist by J. Grant),,36,63
236,3,10:23.0,,K. Middleton makes 2-pt jump shot from 17 ft (assist by M. Carter-Williams),36,65
237,3,10:13.0,I. Canaan makes 3-pt jump shot from 26 ft,,39,65
238,3,9:54.0,,Turnover by Z. Pachulia (lost ball),39,65
239,3,9:36.0,I. Canaan misses 3-pt jump shot from 27 ft,,39,65
240,3,9:34.0,,Defensive rebound by E. İlyasova,39,65
241,3,9:29.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,39,65
242,3,9:28.0,Defensive rebound by N. Noel,,39,65
243,3,9:27.0,Personal block foul by M. Carter-Williams (drawn by L. Mbah a Moute),,39,65
244,3,9:03.0,I. Canaan misses 2-pt layup from 1 ft,,39,65
245,3,9:02.0,,Defensive rebound by K. Middleton,39,65
246,3,8:57.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,39,65
247,3,8:53.0,Defensive rebound by N. Noel,,39,65
248,3,8:47.0,J. Richardson makes 3-pt jump shot from 25 ft (assist by J. Grant),,42,65
249,3,8:34.0,,Offensive foul by G. Antetokounmpo (drawn by J. Grant),42,65
250,3,8:34.0,,Turnover by G. Antetokounmpo (offensive foul),42,65
251,3,8:16.0,Shooting block foul by K. Middleton (drawn by N. Noel),,42,65
252,3,8:16.0,N. Noel makes free throw 1 of 2,,43,65
253,3,8:16.0,N. Noel makes free throw 2 of 2,,44,65
254,3,8:00.0,,K. Middleton misses 2-pt jump shot from 15 ft,44,65
255,3,7:59.0,,Offensive rebound by Z. Pachulia,44,65
256,3,7:52.0,,Turnover by K. Middleton (lost ball; steal by L. Mbah a Moute),44,65
257,3,7:40.0,Turnover by L. Mbah a Moute (bad pass),,44,65
258,3,7:27.0,,Turnover by M. Carter-Williams (lost ball; steal by J. Richardson),44,65
259,3,7:16.0,N. Noel misses 2-pt jump shot from 15 ft,,44,65
260,3,7:15.0,,Defensive rebound by E. İlyasova,44,65
261,3,7:08.0,,Personal foul by N. Noel (drawn by Z. Pachulia),44,65
262,3,7:03.0,,Shooting foul by I. Canaan (drawn by M. Carter-Williams),44,65
263,3,7:03.0,,M. Carter-Williams makes free throw 1 of 2,44,66
264,3,7:03.0,,M. Carter-Williams misses free throw 2 of 2,44,66
265,3,7:02.0,,Offensive rebound by E. İlyasova,44,66
266,3,6:40.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),44,69
267,3,6:27.0,N. Noel misses 2-pt jump shot from 14 ft,,44,69
268,3,6:26.0,,Defensive rebound by G. Antetokounmpo,44,69
269,3,6:09.0,,Turnover by Z. Pachulia (lost ball; steal by L. Mbah a Moute),44,69
270,3,6:07.0,Personal take foul by M. Carter-Williams (drawn by I. Canaan),,44,69
271,3,6:07.0,T. Robinson enters the game for N. Noel,,44,69
272,3,6:07.0,,J. Henson enters the game for Z. Pachulia,44,69
273,3,6:07.0,Philadelphia full timeout,,44,69
274,3,5:55.0,J. Richardson makes 2-pt jump shot from 12 ft,,46,69
275,3,5:38.0,,Offensive foul by G. Antetokounmpo (drawn by J. Grant),46,69
276,3,5:38.0,,Turnover by G. Antetokounmpo (offensive foul),46,69
277,3,5:38.0,,J. Bayless enters the game for M. Carter-Williams,46,69
278,3,5:28.0,J. Richardson misses 3-pt jump shot from 23 ft,,46,69
279,3,5:26.0,,Defensive rebound by G. Antetokounmpo,46,69
280,3,5:18.0,,Shooting block foul by J. Grant (drawn by G. Antetokounmpo),46,69
281,3,5:18.0,,G. Antetokounmpo misses free throw 1 of 2,46,69
282,3,5:18.0,,Offensive rebound by Team,46,69
283,3,5:18.0,H. Thompson enters the game for J. Richardson,,46,69
284,3,5:18.0,,G. Antetokounmpo makes free throw 2 of 2,46,70
285,3,5:13.0,Personal block foul by J. Henson (drawn by I. Canaan),,46,70
286,3,5:13.0,I. Canaan makes free throw 1 of 2,,47,70
287,3,5:13.0,I. Canaan makes free throw 2 of 2,,48,70
288,3,4:57.0,,K. Middleton makes 2-pt jump shot from 19 ft (assist by J. Henson),48,72
289,3,4:44.0,J. Grant makes 2-pt dunk at rim (assist by I. Canaan),,50,72
290,3,4:35.0,,J. Bayless misses 3-pt jump shot from 23 ft,50,72
291,3,4:33.0,Defensive rebound by T. Robinson,,50,72
292,3,4:18.0,T. Robinson misses 2-pt jump shot from 3 ft,,50,72
293,3,4:17.0,,Defensive rebound by E. İlyasova,50,72
294,3,4:09.0,,E. İlyasova makes 2-pt layup at rim (assist by G. Antetokounmpo),50,74
295,3,3:53.0,Turnover by L. Mbah a Moute (lost ball; steal by J. Henson),,50,74
296,3,3:45.0,,J. Bayless misses 2-pt jump shot from 21 ft,50,74
297,3,3:44.0,Defensive rebound by T. Robinson,,50,74
298,3,3:37.0,Shooting foul by G. Antetokounmpo (drawn by L. Mbah a Moute),,50,74
299,3,3:37.0,L. Mbah a Moute makes free throw 1 of 3,,51,74
300,3,3:37.0,L. Mbah a Moute makes free throw 2 of 3,,52,74
301,3,3:37.0,I. Smith enters the game for I. Canaan,,52,74
302,3,3:37.0,J. Sampson enters the game for J. Grant,,52,74
303,3,3:37.0,L. Mbah a Moute misses free throw 3 of 3,,52,74
304,3,3:35.0,,Defensive rebound by J. Bayless,52,74
305,3,3:12.0,,Turnover by Team (shot clock),52,74
306,3,3:12.0,H. Sims enters the game for L. Mbah a Moute,,52,74
307,3,3:00.0,J. Sampson misses 3-pt jump shot from 24 ft,,52,74
308,3,2:59.0,Offensive rebound by H. Sims,,52,74
309,3,2:55.0,H. Thompson misses 2-pt jump shot from 5 ft,,52,74
310,3,2:54.0,,Defensive rebound by G. Antetokounmpo,52,74
311,3,2:50.0,,K. Middleton makes 2-pt layup at rim (assist by G. Antetokounmpo),52,76
312,3,2:30.0,I. Smith makes 2-pt jump shot from 15 ft,,54,76
313,3,2:16.0,,K. Middleton makes 2-pt jump shot from 9 ft (assist by J. Bayless),54,78
314,3,2:10.0,T. Robinson makes 2-pt dunk at rim (assist by I. Smith),,56,78
315,3,1:58.0,,Turnover by K. Middleton (bad pass; steal by H. Sims),56,78
316,3,1:54.0,Offensive foul by I. Smith (drawn by J. Bayless),,56,78
317,3,1:54.0,Turnover by I. Smith (offensive foul),,56,78
318,3,1:54.0,,Milwaukee full timeout,56,78
319,3,1:54.0,,J. Dudley enters the game for E. İlyasova,56,78
320,3,1:54.0,,T. Ennis enters the game for G. Antetokounmpo,56,78
321,3,1:32.0,,Turnover by J. Dudley (bad pass; steal by H. Sims),56,78
322,3,1:21.0,J. Sampson makes 2-pt layup at rim,,58,78
323,3,1:06.0,,J. Bayless misses 2-pt jump shot from 12 ft,58,78
324,3,1:05.0,,Offensive rebound by J. Henson,58,78
325,3,1:04.0,,J. Henson makes 2-pt layup at rim,58,80
326,3,0:51.0,I. Smith makes 2-pt jump shot from 15 ft (assist by J. Sampson),,60,80
327,3,0:37.0,,K. Middleton makes 2-pt jump shot from 11 ft (assist by J. Henson),60,82
328,3,0:30.0,I. Smith misses 2-pt layup at rim (block by J. Henson),,60,82
329,3,0:28.0,,Defensive rebound by J. Dudley,60,82
330,3,0:20.0,,J. Dudley misses 3-pt jump shot from 26 ft,60,82
331,3,0:19.0,Defensive rebound by H. Thompson,,60,82
332,4,11:37.0,,J. Henson makes 2-pt dunk at rim (assist by T. Ennis),60,84
333,4,11:20.0,R. Covington makes 3-pt jump shot from 25 ft (assist by I. Smith),,63,84
334,4,11:06.0,,Turnover by J. Henson (bad pass; steal by H. Thompson),63,84
335,4,10:58.0,N. Noel misses 2-pt hook shot from 8 ft,,63,84
336,4,10:57.0,,Defensive rebound by J. Henson,63,84
337,4,10:34.0,,J. Henson misses 2-pt hook shot from 4 ft,63,84
338,4,10:32.0,Defensive rebound by N. Noel,,63,84
339,4,10:30.0,Turnover by N. Noel (bad pass; steal by J. Dudley),,63,84
340,4,10:25.0,,J. Dudley makes 2-pt jump shot from 11 ft,63,86
341,4,10:19.0,Personal foul by T. Ennis (drawn by I. Smith),,63,86
342,4,10:13.0,J. Grant misses 2-pt layup from 1 ft,,63,86
343,4,10:11.0,,Defensive rebound by G. Antetokounmpo,63,86
344,4,9:59.0,,Turnover by T. Ennis (bad pass; steal by R. Covington),63,86
345,4,9:36.0,I. Smith misses 3-pt jump shot from 23 ft,,63,86
346,4,9:35.0,,Defensive rebound by J. Henson,63,86
347,4,9:22.0,,Shooting foul by J. Grant (drawn by G. Antetokounmpo),63,86
348,4,9:22.0,,G. Antetokounmpo makes free throw 1 of 2,63,87
349,4,9:22.0,I. Canaan enters the game for I. Smith,,63,87
350,4,9:22.0,,G. Antetokounmpo misses free throw 2 of 2,63,87
351,4,9:21.0,Defensive rebound by N. Noel,,63,87
352,4,9:08.0,Turnover by R. Covington (bad pass; steal by J. Dudley),,63,87
353,4,8:54.0,,T. Ennis makes 3-pt jump shot from 23 ft (assist by J. Dudley),63,90
354,4,8:51.0,Philadelphia full timeout,,63,90
355,4,8:51.0,J. Richardson enters the game for H. Thompson,,63,90
356,4,8:29.0,I. Canaan makes 2-pt jump shot from 19 ft,,65,90
357,4,8:02.0,,J. Bayless misses 3-pt jump shot from 24 ft (block by J. Grant),65,90
358,4,7:59.0,Defensive rebound by J. Richardson,,65,90
359,4,7:42.0,R. Covington makes 2-pt layup at rim (assist by J. Richardson),,67,90
360,4,7:23.0,,J. Henson makes 2-pt layup at rim (assist by J. Bayless),67,92
361,4,7:23.0,,Shooting foul by J. Grant (drawn by J. Henson),67,92
362,4,7:23.0,,J. Henson makes free throw 1 of 1,67,93
363,4,7:05.0,J. Richardson makes 3-pt jump shot from 23 ft (assist by I. Canaan),,70,93
364,4,6:50.0,,G. Antetokounmpo misses 2-pt layup at rim,70,93
365,4,6:48.0,,Offensive rebound by G. Antetokounmpo,70,93
366,4,6:48.0,,G. Antetokounmpo misses 2-pt tip-in at rim,70,93
367,4,6:46.0,Defensive rebound by R. Covington,,70,93
368,4,6:37.0,R. Covington makes 3-pt jump shot from 23 ft (assist by I. Canaan),,73,93
369,4,6:13.0,,Turnover by J. Bayless (bad pass; steal by N. Noel),73,93
370,4,6:11.0,Turnover by J. Grant (lost ball),,73,93
371,4,5:55.0,,Turnover by J. Bayless (bad pass; steal by I. Canaan),73,93
