,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,HOUSTON_ACTION,MILWAUKEE_SCORE,HOUSTON_SCORE
352,4,7:08.0,,J. Harden makes free throw 2 of 2,91,103
353,4,6:50.0,K. Middleton misses 3-pt jump shot from 25 ft,,91,103
354,4,6:49.0,Offensive rebound by J. Gutiérrez,,91,103
355,4,6:39.0,Shooting foul by T. Ariza (drawn by J. Gutiérrez),,91,103
356,4,6:39.0,J. Gutiérrez makes free throw 1 of 2,,92,103
357,4,6:39.0,G. Antetokounmpo enters the game for J. O'Bryant,,92,103
358,4,6:39.0,Violation by Team (delay of game),,92,103
359,4,6:39.0,J. Gutiérrez makes free throw 2 of 2,,93,103
360,4,6:31.0,,Personal foul by J. Gutiérrez (drawn by C. Brewer),93,103
361,4,6:31.0,B. Knight enters the game for J. Gutiérrez,,93,103
362,4,6:22.0,,J. Harden misses 2-pt jump shot from 17 ft,93,103
363,4,6:21.0,Defensive rebound by G. Antetokounmpo,,93,103
364,4,6:16.0,Shooting block foul by D. Motiejūnas (drawn by G. Antetokounmpo),,93,103
365,4,6:16.0,G. Antetokounmpo makes free throw 1 of 2,,94,103
366,4,6:16.0,G. Antetokounmpo misses free throw 2 of 2,,94,103
367,4,6:15.0,,Defensive rebound by T. Ariza,94,103
368,4,5:57.0,,C. Brewer misses 3-pt jump shot from 23 ft,94,103
369,4,5:57.0,,Offensive rebound by T. Ariza,94,103
370,4,5:53.0,,T. Ariza misses 2-pt layup from 1 ft,94,103
371,4,5:52.0,,Offensive rebound by T. Ariza,94,103
