,QUARTER,TIME_REMAINING,PORTLAND_ACTION,BROOKLYN_ACTION,PORTLAND_SCORE,BROOKLYN_SCORE
33,1,7:39.0,R. Lopez makes 2-pt dunk at rim (assist by D. Lillard),,10,8
34,1,7:38.0,,Brooklyn full timeout,10,8
35,1,7:31.0,,T. Young misses 2-pt jump shot from 8 ft,10,8
36,1,7:30.0,Defensive rebound by M. Leonard,,10,8
37,1,7:19.0,Turnover by M. Leonard (3 sec),,10,8
38,1,7:01.0,,B. Lopez makes 2-pt layup from 3 ft (assist by J. Johnson),10,10
39,1,6:42.0,M. Leonard misses 3-pt jump shot from 26 ft,,10,10
40,1,6:41.0,Offensive rebound by Team,,10,10
41,1,6:41.0,,Loose ball foul by B. Lopez (drawn by R. Lopez),10,10
42,1,6:34.0,D. Lillard makes 3-pt jump shot from 25 ft,,13,10
43,1,6:13.0,,Shooting foul by D. Lillard (drawn by J. Johnson),13,10
44,1,6:13.0,,J. Johnson misses free throw 1 of 2,13,10
45,1,6:13.0,,Offensive rebound by Team,13,10
46,1,6:13.0,,J. Johnson misses free throw 2 of 2,13,10
47,1,6:12.0,Defensive rebound by M. Leonard,,13,10
48,1,5:58.0,D. Lillard misses 2-pt jump shot from 20 ft,,13,10
49,1,5:57.0,,Defensive rebound by J. Johnson,13,10
50,1,5:47.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by J. Johnson),13,13
51,1,5:30.0,A. Afflalo makes 2-pt jump shot from 19 ft,,15,13
52,1,5:19.0,,B. Lopez misses 2-pt hook shot from 6 ft,15,13
53,1,5:18.0,Defensive rebound by M. Leonard,,15,13
54,1,5:08.0,A. Afflalo misses 2-pt jump shot from 13 ft,,15,13
55,1,5:07.0,,Defensive rebound by J. Johnson,15,13
56,1,4:56.0,,D. Williams misses 2-pt jump shot from 11 ft,15,13
57,1,4:55.0,Defensive rebound by R. Lopez,,15,13
58,1,4:41.0,D. Lillard makes 2-pt jump shot from 12 ft,,17,13
59,1,4:30.0,,D. Williams misses 2-pt jump shot from 7 ft,17,13
60,1,4:29.0,Defensive rebound by C. McCollum,,17,13
61,1,4:17.0,Turnover by M. Leonard (lost ball; steal by T. Young),,17,13
62,1,4:12.0,,T. Young misses 2-pt layup from 1 ft,17,13
63,1,4:11.0,Defensive rebound by D. Lillard,,17,13
64,1,3:56.0,A. Afflalo misses 2-pt jump shot from 6 ft (block by M. Brown),,17,13
65,1,3:55.0,Offensive rebound by R. Lopez,,17,13
66,1,3:54.0,M. Leonard makes 2-pt layup from 2 ft (assist by R. Lopez),,19,13
67,1,3:39.0,,J. Johnson misses 2-pt jump shot from 8 ft,19,13
68,1,3:38.0,,Offensive rebound by B. Lopez,19,13
69,1,3:37.0,,B. Lopez makes 2-pt layup from 2 ft,19,15
70,1,3:37.0,Portland full timeout,,19,15
71,1,3:37.0,J. Freeland enters the game for R. Lopez,,19,15
72,1,3:37.0,A. Gee enters the game for M. Leonard,,19,15
73,1,3:37.0,A. Crabbe enters the game for C. McCollum,,19,15
74,1,3:19.0,D. Lillard misses 2-pt layup from 2 ft,,19,15
75,1,3:18.0,Offensive rebound by D. Lillard,,19,15
76,1,3:16.0,D. Lillard makes 2-pt layup from 1 ft,,21,15
77,1,2:58.0,,Personal foul by J. Freeland (drawn by B. Lopez),21,15
78,1,2:58.0,,E. Clark enters the game for T. Young,21,15
79,1,2:51.0,,D. Williams misses 2-pt jump shot from 6 ft,21,15
80,1,2:50.0,Defensive rebound by A. Gee,,21,15
81,1,2:36.0,Shooting foul by M. Brown (drawn by A. Crabbe),,21,15
82,1,2:36.0,A. Crabbe makes free throw 1 of 2,,22,15
83,1,2:36.0,A. Crabbe makes free throw 2 of 2,,23,15
84,1,2:25.0,,D. Williams misses 2-pt jump shot from 4 ft,23,15
85,1,2:23.0,,Offensive rebound by D. Williams,23,15
86,1,2:23.0,,D. Williams misses 2-pt layup from 3 ft,23,15
87,1,2:22.0,,Offensive rebound by B. Lopez,23,15
88,1,2:21.0,,B. Lopez makes 2-pt layup from 3 ft,23,17
89,1,2:04.0,J. Freeland makes 2-pt jump shot from 12 ft (assist by A. Gee),,25,17
90,1,1:44.0,,Shooting foul by J. Freeland (drawn by M. Brown),25,17
91,1,1:44.0,,M. Brown makes free throw 1 of 2,25,18
92,1,1:44.0,,M. Brown makes free throw 2 of 2,25,19
93,1,1:30.0,Turnover by D. Lillard (lost ball),,25,19
94,1,1:30.0,,B. Bogdanović enters the game for M. Brown,25,19
95,1,1:20.0,,Personal foul by J. Freeland (drawn by B. Lopez),25,19
96,1,1:20.0,,B. Lopez makes free throw 1 of 2,25,20
97,1,1:20.0,M. Leonard enters the game for J. Freeland,,25,20
98,1,1:20.0,,B. Lopez misses free throw 2 of 2,25,20
99,1,1:19.0,Defensive rebound by M. Leonard,,25,20
100,1,1:09.0,Turnover by A. Gee (traveling),,25,20
101,1,0:58.0,,J. Johnson misses 3-pt jump shot from 26 ft,25,20
102,1,0:57.0,Defensive rebound by A. Gee,,25,20
103,1,0:49.0,D. Lillard misses 2-pt layup from 1 ft,,25,20
104,1,0:48.0,,Defensive rebound by E. Clark,25,20
105,1,0:42.0,,B. Lopez makes 2-pt layup from 2 ft (assist by J. Johnson),25,22
106,1,0:24.0,D. Lillard misses 3-pt jump shot from 23 ft,,25,22
107,1,0:23.0,,Defensive rebound by B. Bogdanović,25,22
108,1,0:06.0,,J. Johnson misses 2-pt jump shot from 9 ft,25,22
109,1,0:03.0,Defensive rebound by D. Lillard,,25,22
110,2,11:47.0,C. McCollum misses 2-pt jump shot from 24 ft,,25,22
111,2,11:46.0,,Defensive rebound by M. Plumlee,25,22
112,2,11:36.0,,B. Bogdanović misses 2-pt jump shot from 5 ft,25,22
113,2,11:35.0,,Offensive rebound by B. Bogdanović,25,22
114,2,11:21.0,,B. Bogdanović makes 2-pt jump shot from 18 ft,25,24
115,2,10:55.0,S. Blake misses 2-pt hook shot from 6 ft,,25,24
116,2,10:54.0,,Defensive rebound by M. Plumlee,25,24
117,2,10:45.0,,Turnover by B. Bogdanović (lost ball; steal by M. Leonard),25,24
118,2,10:38.0,A. Crabbe misses 2-pt layup from 3 ft,,25,24
119,2,10:37.0,,Defensive rebound by M. Brown,25,24
120,2,10:35.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by M. Brown),25,26
121,2,10:35.0,,Shooting foul by M. Leonard (drawn by B. Bogdanović),25,26
122,2,10:35.0,,B. Bogdanović makes free throw 1 of 1,25,27
123,2,10:13.0,Shooting foul by M. Brown (drawn by C. McCollum),,25,27
124,2,10:13.0,C. McCollum makes free throw 1 of 2,,26,27
125,2,10:13.0,C. McCollum makes free throw 2 of 2,,27,27
126,2,10:01.0,,Turnover by B. Bogdanović (bad pass; steal by M. Leonard),27,27
127,2,9:48.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by M. Leonard),,30,27
128,2,9:36.0,,M. Brown misses 2-pt layup from 2 ft,30,27
129,2,9:35.0,Defensive rebound by A. Crabbe,,30,27
130,2,9:28.0,C. McCollum misses 2-pt layup at rim (block by E. Clark),,30,27
131,2,9:27.0,Offensive rebound by A. Gee,,30,27
132,2,9:23.0,Shooting foul by E. Clark (drawn by A. Crabbe),,30,27
133,2,9:23.0,A. Crabbe misses free throw 1 of 2,,30,27
134,2,9:23.0,Offensive rebound by Team,,30,27
135,2,9:23.0,,D. Morris enters the game for M. Brown,30,27
136,2,9:23.0,A. Crabbe makes free throw 2 of 2,,31,27
137,2,9:13.0,,J. Jack makes 3-pt jump shot from 25 ft (assist by D. Morris),31,30
138,2,8:57.0,A. Gee misses 3-pt jump shot from 23 ft,,31,30
139,2,8:56.0,,Defensive rebound by J. Jack,31,30
140,2,8:51.0,,Turnover by J. Jack (lost ball; steal by C. McCollum),31,30
141,2,8:51.0,Personal foul by E. Clark (drawn by C. McCollum),,31,30
142,2,8:51.0,Official timeout,,31,30
143,2,8:51.0,,T. Young enters the game for E. Clark,31,30
144,2,8:33.0,C. McCollum makes 2-pt layup from 2 ft (assist by M. Leonard),,33,30
145,2,8:17.0,,B. Bogdanović makes 2-pt layup from 3 ft (assist by D. Morris),33,32
146,2,7:59.0,Turnover by C. McCollum (bad pass; steal by M. Plumlee),,33,32
147,2,7:53.0,,T. Young makes 2-pt dunk at rim (assist by M. Plumlee),33,34
148,2,7:53.0,,Shooting foul by M. Leonard (drawn by T. Young),33,34
149,2,7:53.0,,T. Young misses free throw 1 of 1,33,34
150,2,7:52.0,Defensive rebound by M. Leonard,,33,34
151,2,7:28.0,A. Crabbe misses 2-pt jump shot from 13 ft,,33,34
152,2,7:27.0,,Defensive rebound by T. Young,33,34
153,2,7:20.0,,M. Plumlee makes 2-pt dunk at rim (assist by B. Bogdanović),33,36
154,2,7:19.0,Portland full timeout,,33,36
155,2,7:19.0,R. Lopez enters the game for A. Gee,,33,36
156,2,7:19.0,D. Lillard enters the game for A. Crabbe,,33,36
157,2,7:00.0,Turnover by C. McCollum (bad pass; steal by M. Plumlee),,33,36
158,2,6:58.0,,Shooting foul by C. McCollum (drawn by M. Plumlee),33,36
159,2,6:58.0,,M. Plumlee makes free throw 1 of 2,33,37
160,2,6:58.0,,M. Plumlee makes free throw 2 of 2,33,38
161,2,6:41.0,R. Lopez misses 2-pt jump shot from 16 ft,,33,38
162,2,6:40.0,,Defensive rebound by M. Plumlee,33,38
163,2,6:22.0,,M. Plumlee misses 2-pt layup from 2 ft,33,38
164,2,6:21.0,Defensive rebound by M. Leonard,,33,38
165,2,6:11.0,C. McCollum misses 2-pt jump shot from 6 ft,,33,38
166,2,6:10.0,,Defensive rebound by M. Plumlee,33,38
167,2,5:59.0,,Turnover by B. Bogdanović (lost ball; steal by S. Blake),33,38
168,2,5:43.0,R. Lopez misses 2-pt hook shot from 7 ft,,33,38
169,2,5:42.0,,Defensive rebound by D. Morris,33,38
170,2,5:32.0,,Def 3 sec tech foul by R. Lopez,33,38
171,2,5:32.0,,B. Bogdanović makes technical free throw,33,39
172,2,5:32.0,,D. Williams enters the game for D. Morris,33,39
173,2,5:32.0,A. Afflalo enters the game for C. McCollum,,33,39
174,2,5:32.0,,J. Johnson enters the game for J. Jack,33,39
175,2,5:17.0,,J. Johnson misses 3-pt jump shot from 24 ft,33,39
176,2,5:16.0,Defensive rebound by M. Leonard,,33,39
177,2,5:10.0,S. Blake misses 3-pt jump shot from 24 ft,,33,39
178,2,5:09.0,,Defensive rebound by J. Johnson,33,39
179,2,4:58.0,,J. Johnson misses 2-pt jump shot from 4 ft,33,39
180,2,4:57.0,,Offensive rebound by B. Bogdanović,33,39
181,2,4:56.0,,B. Bogdanović misses 2-pt tip-in from 2 ft,33,39
182,2,4:55.0,,Offensive rebound by M. Plumlee,33,39
183,2,4:48.0,,D. Williams makes 3-pt jump shot from 25 ft (assist by J. Johnson),33,42
184,2,4:18.0,Turnover by Team (shot clock),,33,42
185,2,4:02.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by T. Young),33,45
186,2,3:40.0,A. Afflalo makes 3-pt jump shot from 25 ft (assist by M. Leonard),,36,45
187,2,3:17.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,36,45
188,2,3:16.0,,Offensive rebound by T. Young,36,45
189,2,3:15.0,,T. Young makes 2-pt layup from 2 ft,36,47
190,2,2:51.0,Turnover by R. Lopez (offensive foul),,36,47
191,2,2:51.0,Offensive foul by R. Lopez (drawn by M. Plumlee),,36,47
192,2,2:51.0,,Brooklyn full timeout,36,47
193,2,2:51.0,,B. Lopez enters the game for M. Plumlee,36,47
194,2,2:51.0,A. Gee enters the game for M. Leonard,,36,47
195,2,2:51.0,C. McCollum enters the game for S. Blake,,36,47
196,2,2:35.0,,D. Williams makes 2-pt layup from 2 ft (assist by B. Lopez),36,49
197,2,2:13.0,R. Lopez misses 2-pt hook shot from 5 ft,,36,49
198,2,2:12.0,,Defensive rebound by B. Lopez,36,49
199,2,1:51.0,,B. Lopez misses 2-pt hook shot from 8 ft,36,49
200,2,1:50.0,Defensive rebound by R. Lopez,,36,49
201,2,1:35.0,D. Lillard makes 2-pt jump shot from 19 ft,,38,49
202,2,1:17.0,,J. Johnson misses 2-pt jump shot from 9 ft,38,49
203,2,1:15.0,,Offensive rebound by Team,38,49
204,2,1:11.0,,D. Williams misses 2-pt layup from 3 ft,38,49
205,2,1:10.0,,Offensive rebound by D. Williams,38,49
206,2,0:59.0,,B. Lopez misses 2-pt hook shot from 7 ft,38,49
207,2,0:57.0,Defensive rebound by A. Afflalo,,38,49
208,2,0:44.0,A. Gee misses 2-pt jump shot from 20 ft,,38,49
209,2,0:43.0,,Defensive rebound by B. Lopez,38,49
210,2,0:36.0,,D. Williams makes 3-pt jump shot from 25 ft,38,52
211,2,0:30.0,D. Lillard misses 3-pt jump shot from 27 ft,,38,52
212,2,0:29.0,,Defensive rebound by B. Lopez,38,52
213,2,0:14.0,,Shooting foul by R. Lopez (drawn by D. Williams),38,52
214,2,0:14.0,,D. Williams makes free throw 1 of 2,38,53
215,2,0:14.0,M. Leonard enters the game for A. Gee,,38,53
216,2,0:14.0,,M. Plumlee enters the game for B. Lopez,38,53
217,2,0:14.0,,D. Morris enters the game for J. Johnson,38,53
218,2,0:14.0,,D. Williams makes free throw 2 of 2,38,54
219,2,0:14.0,Portland full timeout,,38,54
220,2,0:14.0,A. Crabbe enters the game for R. Lopez,,38,54
221,2,0:07.0,Personal take foul by D. Williams (drawn by D. Lillard),,38,54
222,2,0:01.0,D. Lillard misses 2-pt layup from 2 ft,,38,54
223,2,0:00.0,,Defensive rebound by Team,38,54
224,3,11:34.0,A. Afflalo makes 2-pt jump shot from 17 ft,,40,54
225,3,11:14.0,,B. Lopez makes 2-pt hook shot from 9 ft (assist by D. Williams),40,56
226,3,10:57.0,Turnover by A. Afflalo (bad pass; steal by M. Brown),,40,56
227,3,10:45.0,,B. Lopez makes 2-pt jump shot from 19 ft (assist by D. Williams),40,58
228,3,10:24.0,Turnover by D. Lillard (lost ball; steal by B. Lopez),,40,58
229,3,10:07.0,,J. Johnson misses 2-pt jump shot from 13 ft,40,58
230,3,10:06.0,Defensive rebound by M. Leonard,,40,58
231,3,9:43.0,R. Lopez misses 2-pt jump shot from 17 ft,,40,58
232,3,9:42.0,,Defensive rebound by M. Brown,40,58
233,3,9:29.0,,T. Young makes 2-pt layup from 2 ft (assist by J. Johnson),40,60
234,3,9:05.0,M. Leonard misses 3-pt jump shot from 24 ft,,40,60
235,3,9:04.0,,Defensive rebound by J. Johnson,40,60
236,3,8:54.0,,B. Lopez makes 2-pt jump shot from 12 ft (assist by D. Williams),40,62
237,3,8:54.0,Portland full timeout,,40,62
238,3,8:41.0,D. Lillard makes 3-pt jump shot from 25 ft,,43,62
239,3,8:15.0,,T. Young makes 2-pt layup from 2 ft,43,64
240,3,7:55.0,D. Lillard makes 3-pt jump shot from 24 ft (assist by R. Lopez),,46,64
241,3,7:32.0,,D. Williams misses 3-pt jump shot from 25 ft (block by D. Lillard),46,64
242,3,7:31.0,Defensive rebound by A. Afflalo,,46,64
243,3,7:23.0,A. Afflalo makes 3-pt jump shot from 25 ft (assist by D. Lillard),,49,64
244,3,6:54.0,,J. Johnson misses 2-pt jump shot from 16 ft,49,64
245,3,6:53.0,,Offensive rebound by B. Lopez,49,64
246,3,6:41.0,,B. Lopez misses 2-pt hook shot from 7 ft,49,64
247,3,6:40.0,,Offensive rebound by T. Young,49,64
248,3,6:38.0,,T. Young makes 2-pt layup from 1 ft,49,66
249,3,6:25.0,Personal foul by T. Young (drawn by D. Lillard),,49,66
250,3,6:14.0,R. Lopez makes 2-pt jump shot from 13 ft (assist by M. Leonard),,51,66
251,3,6:00.0,,B. Lopez misses 2-pt jump shot from 19 ft,51,66
252,3,5:59.0,Defensive rebound by D. Lillard,,51,66
253,3,5:52.0,D. Lillard makes 3-pt jump shot from 28 ft,,54,66
254,3,5:50.0,,Brooklyn full timeout,54,66
255,3,5:50.0,,B. Bogdanović enters the game for M. Brown,54,66
256,3,5:42.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,54,66
257,3,5:41.0,,Offensive rebound by B. Lopez,54,66
258,3,5:40.0,,B. Lopez makes 2-pt layup from 2 ft,54,68
259,3,5:40.0,,Shooting foul by M. Leonard (drawn by B. Lopez),54,68
260,3,5:40.0,,B. Lopez makes free throw 1 of 1,54,69
261,3,5:26.0,D. Lillard makes 3-pt jump shot from 23 ft,,57,69
262,3,5:04.0,,B. Lopez makes 2-pt layup from 2 ft,57,71
263,3,4:49.0,Offensive foul by M. Leonard (drawn by D. Williams),,57,71
264,3,4:49.0,Turnover by M. Leonard (offensive foul),,57,71
265,3,4:49.0,J. Freeland enters the game for M. Leonard,,57,71
266,3,4:31.0,,B. Lopez misses 2-pt jump shot from 11 ft,57,71
267,3,4:30.0,Defensive rebound by R. Lopez,,57,71
268,3,4:21.0,A. Afflalo misses 3-pt jump shot from 25 ft,,57,71
269,3,4:20.0,,Defensive rebound by B. Bogdanović,57,71
270,3,4:13.0,,B. Lopez makes 2-pt layup from 2 ft (assist by D. Williams),57,73
271,3,4:13.0,,Shooting foul by C. McCollum (drawn by B. Lopez),57,73
272,3,4:13.0,,B. Lopez misses free throw 1 of 1,57,73
273,3,4:12.0,Defensive rebound by J. Freeland,,57,73
274,3,4:02.0,D. Lillard misses 2-pt jump shot from 19 ft,,57,73
275,3,4:01.0,,Defensive rebound by Team,57,73
276,3,4:01.0,Loose ball foul by J. Freeland (drawn by J. Johnson),,57,73
277,3,3:45.0,,D. Williams misses 2-pt jump shot from 19 ft,57,73
278,3,3:44.0,Defensive rebound by C. McCollum,,57,73
279,3,3:35.0,C. McCollum misses 2-pt layup from 3 ft (block by T. Young),,57,73
280,3,3:34.0,Offensive rebound by J. Freeland,,57,73
281,3,3:26.0,D. Lillard misses 3-pt jump shot from 25 ft,,57,73
282,3,3:25.0,,Defensive rebound by D. Williams,57,73
283,3,3:14.0,,D. Williams makes 2-pt layup from 2 ft,57,75
284,3,2:52.0,J. Freeland misses 2-pt jump shot from 15 ft,,57,75
285,3,2:51.0,,Defensive rebound by D. Williams,57,75
286,3,2:43.0,,B. Lopez misses 2-pt jump shot from 13 ft,57,75
287,3,2:42.0,Defensive rebound by A. Afflalo,,57,75
288,3,2:30.0,Shooting foul by B. Lopez (drawn by D. Lillard),,57,75
289,3,2:30.0,D. Lillard makes free throw 1 of 2,,58,75
290,3,2:30.0,,M. Plumlee enters the game for B. Lopez,58,75
291,3,2:30.0,A. Crabbe enters the game for C. McCollum,,58,75
292,3,2:30.0,M. Leonard enters the game for R. Lopez,,58,75
293,3,2:30.0,D. Lillard makes free throw 2 of 2,,59,75
294,3,2:22.0,,Personal foul by A. Afflalo (drawn by J. Johnson),59,75
295,3,2:22.0,,M. Brown enters the game for J. Johnson,59,75
296,3,2:10.0,,T. Young makes 2-pt jump shot from 22 ft (assist by D. Williams),59,77
297,3,1:46.0,D. Lillard misses 3-pt jump shot from 25 ft,,59,77
298,3,1:45.0,,Defensive rebound by M. Plumlee,59,77
299,3,1:32.0,,M. Brown misses 3-pt jump shot from 25 ft,59,77
300,3,1:31.0,Defensive rebound by A. Afflalo,,59,77
301,3,1:19.0,M. Leonard misses 2-pt jump shot from 17 ft,,59,77
302,3,1:18.0,Offensive rebound by J. Freeland,,59,77
303,3,1:14.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by J. Freeland),,62,77
304,3,0:53.0,,M. Brown misses 2-pt hook shot from 8 ft,62,77
305,3,0:52.0,Defensive rebound by J. Freeland,,62,77
306,3,0:29.0,Turnover by Team (shot clock),,62,77
307,3,0:29.0,,J. Jack enters the game for D. Williams,62,77
308,3,0:29.0,S. Blake enters the game for D. Lillard,,62,77
309,3,0:29.0,C. McCollum enters the game for A. Afflalo,,62,77
310,3,0:17.0,Offensive charge foul by M. Plumlee (drawn by J. Freeland),,62,77
311,3,0:17.0,,Turnover by M. Plumlee (offensive foul),62,77
312,3,0:17.0,D. Lillard enters the game for M. Leonard,,62,77
313,3,0:17.0,,D. Morris enters the game for T. Young,62,77
314,3,0:07.0,C. McCollum makes 2-pt jump shot from 6 ft,,64,77
315,3,0:01.0,,J. Jack misses 2-pt jump shot from 18 ft,64,77
316,3,0:00.0,,Offensive rebound by Team,64,77
317,4,11:46.0,,T. Young misses 2-pt jump shot from 6 ft,64,77
318,4,11:45.0,,Offensive rebound by T. Young,64,77
319,4,11:44.0,,T. Young makes 2-pt tip-in from 1 ft,64,79
320,4,11:32.0,J. Freeland misses 2-pt jump shot from 15 ft,,64,79
321,4,11:31.0,,Defensive rebound by M. Brown,64,79
322,4,11:27.0,,Personal foul by S. Blake (drawn by J. Jack),64,79
323,4,11:16.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by T. Young),64,81
324,4,10:53.0,M. Leonard makes 3-pt jump shot from 24 ft (assist by C. McCollum),,67,81
325,4,10:36.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,67,81
326,4,10:35.0,Defensive rebound by M. Leonard,,67,81
327,4,10:29.0,C. McCollum misses 3-pt jump shot from 25 ft,,67,81
328,4,10:28.0,,Defensive rebound by J. Jack,67,81
329,4,10:20.0,,J. Jack misses 2-pt jump shot from 14 ft,67,81
330,4,10:19.0,Defensive rebound by C. McCollum,,67,81
331,4,10:11.0,M. Leonard makes 2-pt dunk at rim (assist by C. McCollum),,69,81
332,4,9:57.0,,Turnover by M. Plumlee (bad pass),69,81
333,4,9:34.0,M. Leonard misses 2-pt jump shot from 11 ft,,69,81
334,4,9:33.0,Offensive rebound by M. Leonard,,69,81
335,4,9:30.0,M. Leonard misses 2-pt layup from 2 ft,,69,81
336,4,9:29.0,Offensive rebound by A. Crabbe,,69,81
337,4,9:16.0,M. Leonard makes 2-pt layup from 2 ft,,71,81
338,4,8:58.0,,B. Bogdanović makes 2-pt jump shot from 10 ft (assist by J. Jack),71,83
339,4,8:36.0,M. Leonard makes 2-pt jump shot from 5 ft (assist by S. Blake),,73,83
340,4,8:27.0,,T. Young misses 2-pt layup from 2 ft,73,83
341,4,8:26.0,Defensive rebound by J. Freeland,,73,83
342,4,8:19.0,C. McCollum misses 2-pt layup from 1 ft (block by M. Plumlee),,73,83
343,4,8:18.0,,Defensive rebound by Team,73,83
344,4,8:18.0,Official timeout,,73,83
345,4,8:18.0,,B. Lopez enters the game for M. Plumlee,73,83
346,4,8:18.0,,J. Johnson enters the game for M. Brown,73,83
347,4,8:18.0,R. Lopez enters the game for J. Freeland,,73,83
348,4,8:18.0,D. Lillard enters the game for C. McCollum,,73,83
349,4,8:18.0,A. Afflalo enters the game for A. Crabbe,,73,83
350,4,8:06.0,,B. Bogdanović misses 2-pt jump shot from 9 ft,73,83
351,4,8:05.0,Defensive rebound by M. Leonard,,73,83
352,4,8:00.0,M. Leonard makes 2-pt dunk at rim (assist by S. Blake),,75,83
353,4,7:39.0,,Shooting foul by M. Leonard (drawn by T. Young),75,83
354,4,7:39.0,,T. Young makes free throw 1 of 2,75,84
355,4,7:39.0,,D. Williams enters the game for J. Jack,75,84
356,4,7:39.0,J. Freeland enters the game for M. Leonard,,75,84
357,4,7:39.0,,T. Young makes free throw 2 of 2,75,85
358,4,7:17.0,R. Lopez makes 2-pt hook shot from 9 ft (assist by S. Blake),,77,85
359,4,7:01.0,,B. Lopez makes 2-pt jump shot from 19 ft (assist by J. Johnson),77,87
360,4,6:45.0,D. Lillard misses 2-pt jump shot from 20 ft,,77,87
361,4,6:44.0,Offensive rebound by R. Lopez,,77,87
362,4,6:42.0,R. Lopez makes 2-pt layup from 2 ft,,79,87
363,4,6:29.0,,D. Williams makes 2-pt jump shot from 6 ft,79,89
364,4,6:15.0,R. Lopez misses 2-pt layup from 2 ft (block by B. Lopez),,79,89
365,4,6:14.0,,Defensive rebound by J. Johnson,79,89
366,4,6:02.0,,J. Johnson misses 3-pt jump shot from 25 ft,79,89
367,4,6:01.0,Defensive rebound by R. Lopez,,79,89
368,4,5:51.0,D. Lillard makes 2-pt layup from 2 ft,,81,89
369,4,5:32.0,,B. Lopez misses 2-pt hook shot from 8 ft,81,89
370,4,5:31.0,Defensive rebound by S. Blake,,81,89
371,4,5:19.0,J. Freeland misses 2-pt jump shot from 19 ft,,81,89
372,4,5:18.0,,Defensive rebound by B. Bogdanović,81,89
373,4,5:04.0,,T. Young misses 2-pt layup from 3 ft,81,89
374,4,5:03.0,Defensive rebound by J. Freeland,,81,89
375,4,4:53.0,Personal foul by D. Williams (drawn by D. Lillard),,81,89
376,4,4:53.0,,Brooklyn full timeout,81,89
377,4,4:53.0,M. Leonard enters the game for J. Freeland,,81,89
378,4,4:38.0,M. Leonard makes 2-pt hook shot from 9 ft,,83,89
379,4,4:25.0,,B. Lopez makes 2-pt jump shot from 11 ft (assist by D. Williams),83,91
380,4,4:07.0,A. Afflalo misses 3-pt jump shot from 25 ft,,83,91
381,4,4:06.0,Offensive rebound by R. Lopez,,83,91
382,4,4:05.0,R. Lopez misses 2-pt tip-in from 2 ft,,83,91
383,4,4:04.0,Offensive rebound by S. Blake,,83,91
384,4,3:55.0,Turnover by S. Blake (bad pass; steal by B. Bogdanović),,83,91
385,4,3:51.0,,D. Williams makes 3-pt jump shot from 25 ft,83,94
