,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DALLAS_ACTION,CHARLOTTE_SCORE,DALLAS_SCORE
374,4,6:25.0,M. Williams misses 3-pt jump shot from 24 ft,,68,77
375,4,6:24.0,,Defensive rebound by Team,68,77
376,4,6:12.0,,Turnover by M. Ellis (traveling),68,77
377,4,5:51.0,Turnover by C. Zeller (3 sec),,68,77
378,4,5:39.0,,M. Ellis makes 2-pt jump shot from 21 ft,68,79
379,4,5:25.0,M. Williams makes 2-pt jump shot from 15 ft (assist by L. Stephenson),,70,79
380,4,5:15.0,,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),70,81
381,4,5:01.0,M. Williams misses 3-pt jump shot from 26 ft,,70,81
382,4,5:00.0,,Defensive rebound by R. Jefferson,70,81
383,4,4:44.0,,C. Villanueva misses 3-pt jump shot from 24 ft,70,81
384,4,4:43.0,Defensive rebound by L. Stephenson,,70,81
385,4,4:21.0,M. Williams makes 3-pt jump shot from 23 ft (assist by L. Stephenson),,73,81
386,4,4:05.0,,M. Ellis makes 2-pt jump shot from 16 ft,73,83
387,4,3:45.0,G. Henderson misses 2-pt jump shot from 13 ft,,73,83
388,4,3:44.0,,Defensive rebound by R. Jefferson,73,83
389,4,3:32.0,,M. Ellis makes 2-pt jump shot from 16 ft,73,85
390,4,3:31.0,Charlotte full timeout,,73,85
391,4,3:31.0,A. Jefferson enters the game for C. Zeller,,73,85
392,4,3:31.0,M. Kidd-Gilchrist enters the game for G. Henderson,,73,85
393,4,3:12.0,L. Stephenson misses 2-pt layup from 1 ft,,73,85
394,4,3:11.0,,Defensive rebound by C. Villanueva,73,85
395,4,3:01.0,,M. Ellis makes 2-pt jump shot from 16 ft,73,87
396,4,2:45.0,M. Kidd-Gilchrist misses 2-pt jump shot from 2 ft (block by T. Chandler),,73,87
397,4,2:44.0,,Defensive rebound by C. Villanueva,73,87
398,4,2:31.0,,M. Ellis misses 2-pt jump shot from 20 ft,73,87
399,4,2:30.0,Defensive rebound by M. Williams,,73,87
400,4,2:20.0,L. Stephenson makes 2-pt layup from 1 ft,,75,87
401,4,1:59.0,,M. Ellis makes 2-pt jump shot from 10 ft,75,89
402,4,1:48.0,M. Kidd-Gilchrist makes 2-pt jump shot from 20 ft (assist by A. Jefferson),,77,89
403,4,1:28.0,,M. Ellis misses 3-pt jump shot from 25 ft,77,89
404,4,1:27.0,Defensive rebound by A. Jefferson,,77,89
405,4,1:20.0,Turnover by M. Williams (lost ball; steal by M. Ellis),,77,89
406,4,1:06.0,,Dallas full timeout,77,89
407,4,0:59.0,,R. Rondo misses 3-pt jump shot from 23 ft,77,89
408,4,0:57.0,Defensive rebound by M. Kidd-Gilchrist,,77,89
409,4,0:47.0,L. Stephenson misses 3-pt jump shot from 24 ft,,77,89
410,4,0:46.0,Offensive rebound by M. Williams,,77,89
411,4,0:45.0,M. Williams makes 2-pt layup at rim,,79,89
412,4,0:45.0,Shooting foul by T. Chandler (drawn by M. Williams),,79,89
413,4,0:45.0,C. Zeller enters the game for A. Jefferson,,79,89
414,4,0:45.0,,D. Harris enters the game for R. Rondo,79,89
415,4,0:45.0,M. Williams misses free throw 1 of 1,,79,89
416,4,0:45.0,,Defensive rebound by C. Villanueva,79,89
417,4,0:41.0,,Personal take foul by L. Stephenson (drawn by R. Jefferson),79,89
418,4,0:41.0,,A. Aminu enters the game for T. Chandler,79,89
419,4,0:29.0,,Personal foul by M. Kidd-Gilchrist (drawn by M. Ellis),79,89
420,4,0:29.0,,M. Ellis misses free throw 1 of 2,79,89
421,4,0:29.0,,Offensive rebound by Team,79,89
422,4,0:29.0,A. Jefferson enters the game for C. Zeller,,79,89
423,4,0:29.0,,M. Ellis makes free throw 2 of 2,79,90
424,4,0:29.0,Charlotte full timeout,,79,90
425,4,0:18.0,A. Jefferson makes 2-pt dunk at rim (assist by M. Williams),,81,90
426,4,0:16.0,,Personal take foul by M. Kidd-Gilchrist (drawn by M. Ellis),81,90
427,4,0:16.0,T. Daniels enters the game for M. Kidd-Gilchrist,,81,90
428,4,0:16.0,,M. Ellis makes free throw 1 of 2,81,91
429,4,0:16.0,,M. Ellis makes free throw 2 of 2,81,92
430,4,0:12.0,,J. Barea enters the game for M. Ellis,81,92
431,4,0:07.0,A. Jefferson misses 2-pt hook shot from 11 ft,,81,92
432,4,0:06.0,,Defensive rebound by C. Villanueva,81,92
