,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,TORONTO_ACTION,LA CLIPPERS_SCORE,TORONTO_SCORE
167,2,5:51.0,C. Paul makes 2-pt jump shot from 15 ft (assist by B. Griffin),,49,42
168,2,5:31.0,,D. DeRozan makes 2-pt layup from 4 ft,49,44
169,2,5:08.0,,Toronto full timeout,49,44
170,2,5:03.0,D. Jordan misses 2-pt hook shot from 4 ft,,49,44
171,2,5:02.0,,Defensive rebound by J. Valančiūnas,49,44
172,2,4:54.0,,D. DeRozan misses 2-pt jump shot from 14 ft,49,44
173,2,4:53.0,Defensive rebound by D. Jordan,,49,44
174,2,4:41.0,Turnover by C. Paul (bad pass; steal by J. Johnson),,49,44
175,2,4:36.0,,J. Johnson makes 2-pt dunk at rim (assist by L. Williams),49,46
176,2,4:32.0,Shooting foul by K. Lowry (drawn by B. Griffin),,49,46
177,2,4:32.0,B. Griffin makes free throw 1 of 2,,50,46
178,2,4:32.0,B. Griffin makes free throw 2 of 2,,51,46
179,2,4:16.0,,J. Johnson makes 2-pt dunk at rim (assist by D. DeRozan),51,48
180,2,4:02.0,B. Griffin makes 2-pt jump shot from 20 ft (assist by C. Paul),,53,48
181,2,3:39.0,,J. Johnson makes 2-pt layup from 2 ft (assist by L. Williams),53,50
182,2,3:18.0,Shooting foul by J. Valančiūnas (drawn by M. Barnes),,53,50
183,2,3:18.0,M. Barnes misses free throw 1 of 2,,53,50
184,2,3:18.0,Offensive rebound by Team,,53,50
185,2,3:18.0,A. Rivers enters the game for J. Crawford,,53,50
186,2,3:18.0,M. Barnes misses free throw 2 of 2,,53,50
187,2,3:18.0,,Defensive rebound by D. DeRozan,53,50
188,2,2:54.0,,Turnover by Team (shot clock),53,50
189,2,2:54.0,LA Clippers full timeout,,53,50
190,2,2:54.0,,T. Ross enters the game for L. Williams,53,50
191,2,2:31.0,M. Barnes misses 3-pt jump shot from 23 ft,,53,50
192,2,2:30.0,Offensive rebound by B. Griffin,,53,50
193,2,2:28.0,B. Griffin misses 2-pt tip-in from 2 ft,,53,50
194,2,2:27.0,,Defensive rebound by J. Valančiūnas,53,50
195,2,2:19.0,,D. DeRozan misses 2-pt jump shot from 14 ft,53,50
196,2,2:18.0,,Offensive rebound by D. DeRozan,53,50
197,2,2:18.0,,Personal foul by D. Jordan (drawn by D. DeRozan),53,50
198,2,2:18.0,,D. DeRozan misses free throw 1 of 2,53,50
199,2,2:18.0,,Offensive rebound by Team,53,50
200,2,2:18.0,J. Crawford enters the game for M. Barnes,,53,50
201,2,2:18.0,,D. DeRozan makes free throw 2 of 2,53,51
202,2,1:57.0,C. Paul makes 3-pt jump shot from 25 ft,,56,51
203,2,1:42.0,,T. Ross misses 3-pt jump shot from 26 ft,56,51
204,2,1:41.0,,Offensive rebound by J. Valančiūnas,56,51
205,2,1:38.0,,Turnover by J. Valančiūnas (lost ball; steal by C. Paul),56,51
206,2,1:33.0,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),,58,51
207,2,1:12.0,,D. DeRozan makes 2-pt layup from 1 ft,58,53
208,2,0:51.0,Shooting foul by T. Ross (drawn by J. Crawford),,58,53
209,2,0:51.0,J. Crawford misses free throw 1 of 2,,58,53
210,2,0:51.0,Offensive rebound by Team,,58,53
211,2,0:51.0,,A. Johnson enters the game for J. Valančiūnas,58,53
212,2,0:51.0,,L. Williams enters the game for T. Ross,58,53
213,2,0:51.0,J. Crawford makes free throw 2 of 2,,59,53
214,2,0:40.0,,J. Johnson makes 2-pt dunk at rim (assist by D. DeRozan),59,55
215,2,0:32.0,Turnover by J. Crawford (bad pass; steal by D. DeRozan),,59,55
216,2,0:26.0,,Shooting foul by A. Rivers (drawn by J. Johnson),59,55
217,2,0:26.0,,J. Johnson makes free throw 1 of 2,59,56
218,2,0:26.0,M. Barnes enters the game for D. Jordan,,59,56
219,2,0:26.0,,J. Johnson makes free throw 2 of 2,59,57
220,2,0:05.0,J. Crawford misses 3-pt jump shot from 26 ft,,59,57
221,2,0:03.0,Offensive rebound by M. Barnes,,59,57
222,2,0:03.0,M. Barnes misses 2-pt jump shot from 4 ft,,59,57
223,2,0:02.0,,Defensive rebound by D. DeRozan,59,57
224,2,0:00.0,,D. DeRozan misses 3-pt jump shot from 49 ft,59,57
225,2,0:00.0,,Offensive rebound by Team,59,57
226,3,11:37.0,,J. Valančiūnas makes 2-pt hook shot from 7 ft (assist by T. Ross),59,59
227,3,11:13.0,B. Griffin misses 2-pt jump shot from 19 ft,,59,59
228,3,11:12.0,,Defensive rebound by T. Ross,59,59
229,3,10:59.0,,D. DeRozan makes 2-pt jump shot from 7 ft,59,61
230,3,10:42.0,C. Paul makes 2-pt jump shot from 8 ft,,61,61
231,3,10:28.0,,D. DeRozan misses 2-pt jump shot from 10 ft,61,61
232,3,10:27.0,Defensive rebound by M. Barnes,,61,61
233,3,10:07.0,Turnover by D. Jordan (lost ball; steal by D. DeRozan),,61,61
234,3,10:03.0,,Shooting foul by B. Griffin (drawn by K. Lowry),61,61
235,3,10:03.0,,K. Lowry makes free throw 1 of 2,61,62
236,3,10:03.0,,K. Lowry makes free throw 2 of 2,61,63
237,3,9:52.0,Personal foul by T. Ross (drawn by C. Paul),,61,63
238,3,9:43.0,A. Rivers makes 2-pt jump shot from 7 ft (assist by C. Paul),,63,63
239,3,9:16.0,,K. Lowry makes 2-pt layup from 2 ft (assist by D. DeRozan),63,65
240,3,8:53.0,C. Paul misses 3-pt jump shot from 26 ft,,63,65
241,3,8:52.0,,Defensive rebound by D. DeRozan,63,65
242,3,8:33.0,,K. Lowry makes 3-pt jump shot from 27 ft,63,68
243,3,8:16.0,A. Rivers misses 3-pt jump shot from 25 ft,,63,68
244,3,8:15.0,,Defensive rebound by J. Valančiūnas,63,68
245,3,8:03.0,,T. Ross misses 2-pt jump shot from 6 ft,63,68
246,3,8:03.0,Defensive rebound by B. Griffin,,63,68
247,3,7:56.0,M. Barnes misses 3-pt jump shot from 24 ft,,63,68
248,3,7:55.0,,Defensive rebound by D. DeRozan,63,68
249,3,7:52.0,,Personal foul by M. Barnes (drawn by D. DeRozan),63,68
250,3,7:52.0,,L. Williams enters the game for T. Ross,63,68
251,3,7:47.0,,Shooting foul by M. Barnes (drawn by D. DeRozan),63,68
252,3,7:47.0,Technical foul by B. Griffin,,63,68
253,3,7:47.0,,D. DeRozan makes technical free throw,63,69
254,3,7:47.0,,D. DeRozan makes free throw 1 of 2,63,70
255,3,7:47.0,,D. DeRozan makes free throw 2 of 2,63,71
256,3,7:36.0,Turnover by A. Rivers (bad pass; steal by A. Johnson),,63,71
257,3,7:23.0,,L. Williams misses 3-pt jump shot from 22 ft,63,71
258,3,7:22.0,,Offensive rebound by J. Valančiūnas,63,71
259,3,7:20.0,,J. Valančiūnas misses 2-pt hook shot from 3 ft (block by D. Jordan),63,71
260,3,7:18.0,Defensive rebound by C. Paul,,63,71
261,3,7:13.0,A. Rivers makes 2-pt layup from 3 ft (assist by B. Griffin),,65,71
262,3,6:57.0,,J. Valančiūnas makes 2-pt hook shot from 7 ft (assist by D. DeRozan),65,73
263,3,6:39.0,C. Paul misses 2-pt jump shot from 4 ft (block by J. Valančiūnas),,65,73
264,3,6:38.0,,Defensive rebound by D. DeRozan,65,73
265,3,6:33.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),65,76
266,3,6:32.0,LA Clippers full timeout,,65,76
267,3,6:32.0,J. Crawford enters the game for M. Barnes,,65,76
268,3,6:18.0,Personal foul by K. Lowry (drawn by B. Griffin),,65,76
269,3,6:14.0,Personal block foul by A. Johnson (drawn by C. Paul),,65,76
270,3,6:00.0,B. Griffin misses 2-pt jump shot from 20 ft,,65,76
271,3,5:59.0,,Defensive rebound by Team,65,76
272,3,5:47.0,,Shooting foul by A. Rivers (drawn by L. Williams),65,76
273,3,5:47.0,,L. Williams makes free throw 1 of 3,65,77
274,3,5:47.0,,L. Williams makes free throw 2 of 3,65,78
275,3,5:47.0,,L. Williams makes free throw 3 of 3,65,79
276,3,5:30.0,C. Paul makes 2-pt jump shot from 15 ft,,67,79
277,3,5:13.0,,D. DeRozan misses 2-pt jump shot from 14 ft,67,79
278,3,5:12.0,,Offensive rebound by Team,67,79
279,3,5:05.0,,Turnover by L. Williams (lost ball; steal by B. Griffin),67,79
280,3,5:01.0,B. Griffin makes 2-pt dunk at rim (assist by A. Rivers),,69,79
281,3,4:43.0,,L. Williams makes 3-pt jump shot from 23 ft (assist by D. DeRozan),69,82
282,3,4:25.0,C. Paul misses 2-pt jump shot from 17 ft,,69,82
283,3,4:24.0,,Defensive rebound by L. Williams,69,82
284,3,4:11.0,,A. Johnson misses 3-pt jump shot from 23 ft,69,82
285,3,4:10.0,Defensive rebound by C. Paul,,69,82
286,3,4:01.0,Shooting foul by A. Johnson (drawn by J. Crawford),,69,82
287,3,4:01.0,J. Crawford makes free throw 1 of 2,,70,82
288,3,4:01.0,S. Hawes enters the game for D. Jordan,,70,82
289,3,4:01.0,,P. Patterson enters the game for J. Valančiūnas,70,82
290,3,4:01.0,J. Crawford makes free throw 2 of 2,,71,82
291,3,3:48.0,,Shooting foul by S. Hawes (drawn by D. DeRozan),71,82
292,3,3:48.0,,D. DeRozan makes free throw 1 of 2,71,83
293,3,3:48.0,,D. DeRozan makes free throw 2 of 2,71,84
294,3,3:36.0,J. Crawford misses 3-pt jump shot from 27 ft,,71,84
295,3,3:35.0,Offensive rebound by B. Griffin,,71,84
296,3,3:32.0,B. Griffin makes 2-pt layup from 1 ft,,73,84
297,3,3:15.0,,K. Lowry makes 3-pt jump shot from 24 ft,73,87
298,3,2:54.0,A. Rivers misses 3-pt jump shot from 25 ft,,73,87
299,3,2:53.0,,Defensive rebound by L. Williams,73,87
300,3,2:37.0,,Turnover by A. Johnson (lost ball; steal by J. Crawford),73,87
301,3,2:36.0,Personal foul by P. Patterson (drawn by J. Crawford),,73,87
302,3,2:36.0,,Toronto full timeout,73,87
303,3,2:36.0,J. Crawford makes free throw 1 of 2,,74,87
304,3,2:36.0,J. Crawford makes free throw 2 of 2,,75,87
305,3,2:20.0,,P. Patterson misses 2-pt hook shot from 6 ft,75,87
306,3,2:19.0,Defensive rebound by B. Griffin,,75,87
307,3,2:08.0,S. Hawes misses 3-pt jump shot from 26 ft,,75,87
308,3,2:07.0,,Defensive rebound by Team,75,87
309,3,1:48.0,,A. Johnson makes 2-pt layup at rim (assist by D. DeRozan),75,89
310,3,1:26.0,J. Crawford misses 3-pt jump shot from 25 ft,,75,89
311,3,1:25.0,,Defensive rebound by K. Lowry,75,89
312,3,1:17.0,,L. Williams misses 3-pt jump shot from 26 ft,75,89
313,3,1:16.0,Defensive rebound by S. Hawes,,75,89
314,3,1:13.0,Personal foul by D. DeRozan (drawn by C. Paul),,75,89
315,3,1:13.0,C. Paul makes free throw 1 of 2,,76,89
316,3,1:13.0,,G. Vásquez enters the game for K. Lowry,76,89
317,3,1:13.0,,J. Johnson enters the game for A. Johnson,76,89
318,3,1:13.0,D. Jordan enters the game for B. Griffin,,76,89
319,3,1:13.0,M. Barnes enters the game for A. Rivers,,76,89
320,3,1:13.0,C. Paul makes free throw 2 of 2,,77,89
321,3,1:00.0,,J. Johnson makes 2-pt layup from 2 ft (assist by G. Vásquez),77,91
322,3,0:52.0,Personal block foul by G. Vásquez (drawn by C. Paul),,77,91
323,3,0:52.0,C. Paul makes free throw 1 of 2,,78,91
324,3,0:52.0,C. Paul makes free throw 2 of 2,,79,91
325,3,0:36.0,,Shooting foul by S. Hawes (drawn by D. DeRozan),79,91
326,3,0:36.0,,D. DeRozan makes free throw 1 of 2,79,92
327,3,0:36.0,D. Jones enters the game for S. Hawes,,79,92
328,3,0:36.0,,D. DeRozan makes free throw 2 of 2,79,93
329,3,0:30.0,J. Crawford misses 2-pt jump shot from 17 ft,,79,93
330,3,0:29.0,,Defensive rebound by J. Johnson,79,93
331,3,0:07.0,,Shooting foul by D. Jordan (drawn by D. DeRozan),79,93
332,3,0:07.0,,D. DeRozan makes free throw 1 of 2,79,94
333,3,0:07.0,B. Griffin enters the game for D. Jones,,79,94
334,3,0:07.0,A. Rivers enters the game for D. Jordan,,79,94
335,3,0:07.0,,D. DeRozan makes free throw 2 of 2,79,95
336,3,0:00.0,M. Barnes misses 3-pt jump shot from 27 ft,,79,95
337,3,0:00.0,Offensive rebound by Team,,79,95
338,4,11:49.0,A. Rivers makes 2-pt jump shot from 1 ft,,81,95
339,4,11:31.0,,G. Vásquez makes 3-pt jump shot from 25 ft (assist by J. Johnson),81,98
340,4,11:10.0,C. Paul makes 2-pt jump shot from 19 ft,,83,98
341,4,10:49.0,,G. Vásquez misses 3-pt jump shot from 27 ft,83,98
342,4,10:48.0,Defensive rebound by C. Paul,,83,98
343,4,10:35.0,C. Paul makes 2-pt jump shot from 18 ft,,85,98
344,4,10:13.0,,G. Vásquez makes 2-pt layup from 2 ft (assist by K. Lowry),85,100
345,4,10:13.0,,Shooting foul by A. Rivers (drawn by G. Vásquez),85,100
346,4,10:13.0,,T. Ross enters the game for L. Williams,85,100
347,4,10:13.0,,G. Vásquez makes free throw 1 of 1,85,101
348,4,10:06.0,A. Rivers makes 2-pt layup from 4 ft,,87,101
349,4,10:06.0,Shooting foul by G. Vásquez (drawn by A. Rivers),,87,101
350,4,10:06.0,A. Rivers misses free throw 1 of 1,,87,101
351,4,10:05.0,,Defensive rebound by J. Johnson,87,101
352,4,9:45.0,,J. Johnson makes 2-pt layup from 3 ft,87,103
353,4,9:31.0,C. Paul misses 2-pt jump shot from 21 ft,,87,103
354,4,9:30.0,,Defensive rebound by G. Vásquez,87,103
355,4,9:23.0,,K. Lowry misses 3-pt jump shot from 28 ft,87,103
356,4,9:22.0,,Offensive rebound by J. Johnson,87,103
357,4,9:13.0,,Shooting block foul by M. Barnes (drawn by K. Lowry),87,103
358,4,9:13.0,,K. Lowry makes free throw 1 of 2,87,104
359,4,9:13.0,B. Griffin enters the game for M. Barnes,,87,104
360,4,9:13.0,,K. Lowry makes free throw 2 of 2,87,105
361,4,8:59.0,B. Griffin makes 2-pt jump shot from 3 ft (assist by C. Paul),,89,105
362,4,8:59.0,Shooting foul by P. Patterson (drawn by B. Griffin),,89,105
363,4,8:59.0,Official timeout,,89,105
364,4,8:59.0,B. Griffin makes free throw 1 of 1,,90,105
365,4,8:38.0,,G. Vásquez makes 3-pt jump shot from 26 ft (assist by J. Johnson),90,108
366,4,8:10.0,C. Paul makes 3-pt jump shot from 25 ft,,93,108
367,4,7:50.0,Violation by D. Jordan (def goaltending),,93,108
368,4,7:50.0,,P. Patterson makes 2-pt layup from 3 ft (assist by J. Johnson),93,110
369,4,7:31.0,Turnover by C. Paul (lost ball; steal by J. Johnson),,93,110
370,4,7:28.0,,Shooting foul by C. Paul (drawn by T. Ross),93,110
371,4,7:28.0,,T. Ross misses free throw 1 of 2,93,110
372,4,7:28.0,,Offensive rebound by Team,93,110
373,4,7:28.0,,T. Ross makes free throw 2 of 2,93,111
374,4,7:09.0,A. Rivers makes 2-pt layup from 1 ft (assist by B. Griffin),,95,111
375,4,6:53.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by G. Vásquez),95,114
376,4,6:35.0,Turnover by B. Griffin (lost ball; steal by K. Lowry),,95,114
377,4,6:34.0,,Toronto full timeout,95,114
378,4,6:34.0,M. Barnes enters the game for A. Rivers,,95,114
379,4,6:25.0,,K. Lowry makes 2-pt layup from 2 ft (assist by G. Vásquez),95,116
380,4,6:10.0,J. Crawford misses 2-pt jump shot from 20 ft,,95,116
381,4,6:09.0,,Defensive rebound by J. Johnson,95,116
382,4,5:52.0,,G. Vásquez makes 3-pt jump shot from 26 ft,95,119
