,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,SACRAMENTO_ACTION,CLEVELAND_SCORE,SACRAMENTO_SCORE
78,1,0:24.0,,Personal foul by J. Smith (drawn by R. Gay),29,28
79,1,0:24.0,M. Miller enters the game for J. Smith,,29,28
80,1,0:15.0,,Personal foul by J. Harris (drawn by R. Gay),29,28
81,1,0:15.0,,R. Gay makes free throw 1 of 2,29,29
82,1,0:15.0,J. Smith enters the game for T. Mozgov,,29,29
83,1,0:15.0,,D. Williams enters the game for J. Thompson,29,29
84,1,0:15.0,,R. Gay makes free throw 2 of 2,29,30
85,1,0:05.0,K. Irving misses 3-pt jump shot from 25 ft,,29,30
86,1,0:04.0,,Defensive rebound by D. Williams,29,30
87,1,0:00.0,,D. Williams misses 3-pt jump shot from 26 ft,29,30
88,1,0:00.0,,Offensive rebound by Team,29,30
89,2,11:39.0,,D. Williams makes 3-pt jump shot from 25 ft (assist by D. Cousins),29,33
90,2,11:15.0,K. Love misses 2-pt hook shot from 8 ft,,29,33
91,2,11:15.0,,Defensive rebound by D. Cousins,29,33
92,2,10:49.0,,R. McCallum misses 2-pt jump shot from 13 ft,29,33
93,2,10:49.0,Defensive rebound by K. Love,,29,33
94,2,10:36.0,T. Thompson misses 2-pt jump shot from 7 ft,,29,33
95,2,10:35.0,,Defensive rebound by C. Landry,29,33
96,2,10:18.0,,N. Stauskas misses 3-pt jump shot from 24 ft,29,33
97,2,10:16.0,Defensive rebound by K. Love,,29,33
98,2,10:07.0,M. Dellavedova misses 2-pt jump shot from 8 ft,,29,33
99,2,10:06.0,,Defensive rebound by R. McCallum,29,33
100,2,10:06.0,,Personal foul by M. Dellavedova (drawn by R. McCallum),29,33
101,2,9:48.0,,D. Cousins misses 2-pt jump shot from 3 ft,29,33
102,2,9:47.0,Defensive rebound by K. Love,,29,33
103,2,9:37.0,T. Thompson makes 2-pt dunk at rim (assist by K. Love),,31,33
104,2,9:37.0,Shooting foul by N. Stauskas (drawn by T. Thompson),,31,33
105,2,9:37.0,T. Thompson misses free throw 1 of 1,,31,33
106,2,9:35.0,,Defensive rebound by D. Cousins,31,33
107,2,9:19.0,,C. Landry makes 2-pt jump shot from 6 ft,31,35
108,2,8:55.0,K. Love misses 2-pt jump shot from 5 ft,,31,35
109,2,8:54.0,Offensive rebound by T. Thompson,,31,35
110,2,8:52.0,T. Thompson misses 2-pt jump shot from 4 ft (block by D. Cousins),,31,35
111,2,8:51.0,,Defensive rebound by N. Stauskas,31,35
112,2,8:44.0,,D. Cousins misses 2-pt jump shot from 3 ft (block by T. Thompson),31,35
113,2,8:44.0,,Offensive rebound by Team,31,35
114,2,8:44.0,Official timeout,,31,35
115,2,8:28.0,,D. Cousins misses 2-pt jump shot from 15 ft,31,35
116,2,8:27.0,,Offensive rebound by C. Landry,31,35
117,2,8:11.0,,R. McCallum makes 3-pt jump shot from 24 ft (assist by D. Cousins),31,38
118,2,7:54.0,K. Love makes 2-pt jump shot from 15 ft (assist by J. Jones),,33,38
119,2,7:35.0,,D. Cousins misses 2-pt jump shot from 4 ft,33,38
120,2,7:34.0,,Offensive rebound by D. Cousins,33,38
121,2,7:32.0,,D. Cousins makes 2-pt jump shot from 3 ft,33,40
122,2,7:09.0,K. Love misses 2-pt jump shot from 18 ft,,33,40
123,2,7:09.0,,Defensive rebound by D. Williams,33,40
124,2,6:58.0,,C. Landry misses 2-pt jump shot from 8 ft,33,40
125,2,6:57.0,Defensive rebound by T. Thompson,,33,40
126,2,6:46.0,J. Harris makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,36,40
127,2,6:20.0,,R. McCallum makes 2-pt jump shot from 14 ft,36,42
128,2,5:57.0,J. Jones misses 3-pt jump shot from 24 ft,,36,42
129,2,5:56.0,,Defensive rebound by C. Landry,36,42
130,2,5:48.0,,Shooting foul by T. Thompson (drawn by D. Cousins),36,42
131,2,5:48.0,,Sacramento full timeout,36,42
132,2,5:48.0,,R. Gay enters the game for N. Stauskas,36,42
133,2,5:48.0,,B. McLemore enters the game for C. Landry,36,42
134,2,5:48.0,,J. Thompson enters the game for D. Williams,36,42
135,2,5:48.0,K. Irving enters the game for K. Love,,36,42
136,2,5:48.0,J. Smith enters the game for J. Jones,,36,42
137,2,5:48.0,T. Mozgov enters the game for M. Dellavedova,,36,42
138,2,5:48.0,,D. Cousins misses free throw 1 of 2,36,42
139,2,5:48.0,,Offensive rebound by Team,36,42
140,2,5:48.0,,D. Cousins makes free throw 2 of 2,36,43
141,2,5:34.0,Shooting foul by R. McCallum (drawn by K. Irving),,36,43
142,2,5:34.0,K. Irving makes free throw 1 of 2,,37,43
143,2,5:34.0,K. Irving misses free throw 2 of 2,,37,43
144,2,5:33.0,,Defensive rebound by J. Thompson,37,43
145,2,5:16.0,,Shooting foul by T. Thompson (drawn by J. Thompson),37,43
146,2,5:16.0,,J. Thompson makes free throw 1 of 2,37,44
147,2,5:16.0,,D. Collison enters the game for R. McCallum,37,44
148,2,5:16.0,,J. Thompson misses free throw 2 of 2,37,44
149,2,5:15.0,Defensive rebound by T. Mozgov,,37,44
150,2,5:00.0,J. Smith misses 2-pt jump shot from 20 ft,,37,44
151,2,5:00.0,,Defensive rebound by Team,37,44
152,2,5:00.0,Loose ball foul by T. Mozgov (drawn by D. Cousins),,37,44
153,2,4:46.0,,R. Gay makes 2-pt jump shot from 13 ft (assist by B. McLemore),37,46
154,2,4:34.0,K. Irving misses 2-pt layup from 4 ft (block by D. Cousins),,37,46
155,2,4:33.0,Offensive rebound by T. Mozgov,,37,46
156,2,4:30.0,T. Mozgov makes 2-pt layup from 2 ft,,39,46
157,2,4:13.0,,D. Cousins misses 2-pt jump shot from 3 ft (block by T. Mozgov),39,46
158,2,4:13.0,,Offensive rebound by Team,39,46
159,2,4:13.0,K. Love enters the game for J. Harris,,39,46
160,2,4:13.0,M. Miller enters the game for T. Thompson,,39,46
161,2,4:06.0,,D. Cousins makes 2-pt jump shot from 16 ft,39,48
162,2,3:43.0,K. Irving makes 2-pt jump shot from 16 ft,,41,48
163,2,3:25.0,,R. Gay makes 2-pt jump shot from 15 ft,41,50
164,2,3:14.0,K. Irving misses 2-pt jump shot from 7 ft,,41,50
165,2,3:13.0,,Defensive rebound by D. Cousins,41,50
166,2,3:05.0,,B. McLemore makes 2-pt layup from 3 ft (assist by D. Collison),41,52
167,2,2:58.0,Cleveland full timeout,,41,52
168,2,2:49.0,K. Love makes 3-pt jump shot from 24 ft (assist by K. Irving),,44,52
169,2,2:32.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by D. Cousins),44,55
170,2,2:09.0,K. Love misses 3-pt jump shot from 23 ft,,44,55
171,2,2:08.0,,Defensive rebound by D. Cousins,44,55
172,2,1:57.0,,R. Gay makes 2-pt jump shot from 9 ft,44,57
173,2,1:36.0,K. Irving misses 2-pt jump shot from 11 ft (block by R. Gay),,44,57
174,2,1:34.0,,Defensive rebound by J. Thompson,44,57
175,2,1:27.0,,J. Thompson misses 2-pt layup from 2 ft,44,57
176,2,1:26.0,Defensive rebound by K. Love,,44,57
177,2,1:10.0,Turnover by K. Love (bad pass; steal by D. Cousins),,44,57
178,2,0:55.0,,D. Collison misses 3-pt jump shot from 23 ft,44,57
179,2,0:54.0,Defensive rebound by J. Smith,,44,57
180,2,0:49.0,Personal foul by D. Cousins (drawn by T. Mozgov),,44,57
181,2,0:32.0,Turnover by J. Smith (bad pass),,44,57
182,2,0:13.0,,D. Cousins makes 2-pt dunk at rim (assist by D. Collison),44,59
183,2,0:01.0,K. Irving misses 2-pt layup from 2 ft,,44,59
184,2,0:00.0,,Defensive rebound by J. Thompson,44,59
185,2,0:00.0,,R. Gay misses 3-pt jump shot from 40 ft,44,59
186,2,0:00.0,,Offensive rebound by Team,44,59
187,3,11:39.0,,B. McLemore misses 3-pt jump shot from 23 ft,44,59
188,3,11:38.0,Defensive rebound by J. Smith,,44,59
189,3,11:23.0,K. Love misses 3-pt jump shot from 24 ft,,44,59
190,3,11:23.0,,Defensive rebound by R. Gay,44,59
191,3,11:15.0,,D. Cousins misses 2-pt jump shot from 3 ft (block by K. Love),44,59
192,3,11:14.0,Defensive rebound by T. Mozgov,,44,59
193,3,11:06.0,K. Irving misses 2-pt jump shot from 19 ft,,44,59
194,3,11:05.0,,Defensive rebound by J. Thompson,44,59
195,3,10:41.0,,Turnover by Team (shot clock),44,59
196,3,10:32.0,Turnover by K. Irving (bad pass; steal by D. Cousins),,44,59
197,3,10:29.0,,D. Cousins makes 2-pt dunk at rim,44,61
198,3,10:01.0,K. Love misses 3-pt jump shot from 23 ft,,44,61
199,3,10:01.0,,Defensive rebound by B. McLemore,44,61
200,3,9:54.0,,D. Collison makes 2-pt jump shot from 18 ft (assist by B. McLemore),44,63
201,3,9:33.0,Shooting foul by D. Cousins (drawn by T. Mozgov),,44,63
202,3,9:33.0,T. Mozgov misses free throw 1 of 2,,44,63
203,3,9:33.0,Offensive rebound by Team,,44,63
204,3,9:33.0,T. Mozgov misses free throw 2 of 2,,44,63
205,3,9:32.0,,Defensive rebound by D. Cousins,44,63
206,3,9:11.0,,Turnover by D. Cousins (bad pass; steal by K. Love),44,63
207,3,8:52.0,M. Miller misses 3-pt jump shot from 24 ft,,44,63
208,3,8:52.0,Offensive rebound by T. Mozgov,,44,63
209,3,8:44.0,Turnover by K. Irving (bad pass),,44,63
210,3,8:32.0,,B. McLemore misses 3-pt jump shot from 25 ft,44,63
211,3,8:31.0,Defensive rebound by J. Smith,,44,63
212,3,8:20.0,Turnover by K. Love (bad pass; steal by R. Gay),,44,63
213,3,8:17.0,,Shooting foul by J. Smith (drawn by R. Gay),44,63
214,3,8:17.0,,R. Gay makes free throw 1 of 2,44,64
215,3,8:17.0,,R. Gay makes free throw 2 of 2,44,65
216,3,8:01.0,K. Love makes 2-pt hook shot from 6 ft (assist by K. Irving),,46,65
217,3,7:52.0,,D. Collison makes 2-pt layup from 2 ft,46,67
218,3,7:35.0,T. Mozgov makes 2-pt dunk at rim (assist by K. Love),,48,67
219,3,7:23.0,,J. Thompson misses 2-pt jump shot from 15 ft,48,67
220,3,7:22.0,Defensive rebound by K. Love,,48,67
221,3,7:09.0,J. Smith makes 2-pt jump shot from 3 ft,,50,67
222,3,6:45.0,,D. Cousins makes 2-pt hook shot from 5 ft (assist by D. Collison),50,69
223,3,6:16.0,K. Love misses 2-pt jump shot from 5 ft,,50,69
224,3,6:15.0,Offensive rebound by T. Mozgov,,50,69
225,3,6:15.0,T. Mozgov makes 2-pt tip-in from 2 ft,,52,69
226,3,5:59.0,,Sacramento full timeout,52,69
227,3,5:54.0,,D. Collison misses 2-pt jump shot from 14 ft,52,69
228,3,5:53.0,,Offensive rebound by D. Cousins,52,69
229,3,5:53.0,,D. Cousins misses 2-pt layup from 2 ft,52,69
230,3,5:52.0,Defensive rebound by T. Mozgov,,52,69
231,3,5:47.0,J. Smith misses 2-pt jump shot from 8 ft,,52,69
232,3,5:44.0,,Defensive rebound by D. Cousins,52,69
233,3,5:39.0,,Shooting foul by J. Smith (drawn by D. Cousins),52,69
234,3,5:39.0,,D. Cousins makes free throw 1 of 2,52,70
235,3,5:39.0,M. Dellavedova enters the game for J. Smith,,52,70
236,3,5:39.0,,D. Cousins makes free throw 2 of 2,52,71
237,3,5:27.0,Turnover by M. Dellavedova (bad pass; steal by D. Cousins),,52,71
238,3,5:12.0,,R. Gay makes 3-pt jump shot from 24 ft,52,74
239,3,4:57.0,K. Irving misses 3-pt jump shot from 25 ft,,52,74
240,3,4:57.0,,Defensive rebound by Team,52,74
241,3,4:57.0,Loose ball foul by T. Mozgov (drawn by B. McLemore),,52,74
242,3,4:57.0,J. Harris enters the game for M. Miller,,52,74
243,3,4:57.0,,C. Landry enters the game for D. Cousins,52,74
244,3,4:44.0,,C. Landry misses 2-pt jump shot from 20 ft,52,74
245,3,4:43.0,Defensive rebound by T. Mozgov,,52,74
246,3,4:37.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,52,74
247,3,4:36.0,,Defensive rebound by J. Thompson,52,74
248,3,4:19.0,,J. Thompson misses 2-pt layup from 2 ft,52,74
249,3,4:18.0,Defensive rebound by K. Love,,52,74
250,3,4:08.0,Shooting foul by B. McLemore (drawn by K. Irving),,52,74
251,3,4:08.0,K. Irving makes free throw 1 of 2,,53,74
252,3,4:08.0,K. Irving makes free throw 2 of 2,,54,74
253,3,3:52.0,,R. Gay makes 2-pt jump shot from 8 ft (assist by B. McLemore),54,76
254,3,3:29.0,J. Harris misses 3-pt jump shot from 23 ft,,54,76
255,3,3:28.0,,Defensive rebound by D. Collison,54,76
256,3,3:27.0,,Personal foul by K. Irving (drawn by D. Collison),54,76
257,3,3:27.0,,R. McCallum enters the game for B. McLemore,54,76
258,3,3:10.0,,J. Thompson misses 2-pt jump shot from 18 ft,54,76
259,3,3:09.0,Defensive rebound by K. Irving,,54,76
260,3,3:04.0,T. Mozgov makes 2-pt layup from 1 ft (assist by K. Irving),,56,76
261,3,2:46.0,,C. Landry makes 2-pt layup from 2 ft (assist by R. Gay),56,78
262,3,2:46.0,,Shooting foul by T. Mozgov (drawn by C. Landry),56,78
263,3,2:46.0,Cleveland full timeout,,56,78
264,3,2:46.0,,C. Landry makes free throw 1 of 1,56,79
265,3,2:35.0,Turnover by J. Harris (step out of bounds),,56,79
266,3,2:18.0,,R. Gay makes 2-pt jump shot from 18 ft,56,81
267,3,2:01.0,K. Love makes 3-pt jump shot from 25 ft (assist by K. Irving),,59,81
268,3,1:44.0,,C. Landry makes 2-pt jump shot from 17 ft (assist by R. Gay),59,83
269,3,1:30.0,K. Love makes 3-pt jump shot from 24 ft (assist by K. Irving),,62,83
270,3,1:06.0,,J. Thompson misses 2-pt jump shot from 19 ft,62,83
271,3,1:05.0,Defensive rebound by K. Love,,62,83
272,3,0:58.0,K. Irving misses 2-pt layup from 3 ft,,62,83
273,3,0:57.0,,Defensive rebound by J. Thompson,62,83
274,3,0:53.0,,Turnover by R. McCallum (traveling),62,83
275,3,0:53.0,J. Smith enters the game for J. Harris,,62,83
276,3,0:53.0,,D. Williams enters the game for J. Thompson,62,83
277,3,0:34.0,Shooting foul by C. Landry (drawn by T. Mozgov),,62,83
278,3,0:34.0,T. Mozgov makes free throw 1 of 2,,63,83
279,3,0:34.0,T. Mozgov makes free throw 2 of 2,,64,83
280,3,0:16.0,,D. Collison makes 2-pt jump shot from 14 ft,64,85
281,3,0:04.0,T. Mozgov misses 2-pt jump shot from 7 ft,,64,85
282,3,0:03.0,,Defensive rebound by D. Williams,64,85
283,4,11:42.0,K. Irving makes 2-pt jump shot from 6 ft,,66,85
284,4,11:17.0,,D. Cousins makes 2-pt hook shot from 7 ft (assist by R. McCallum),66,87
285,4,10:59.0,J. Smith misses 2-pt jump shot from 11 ft,,66,87
286,4,10:57.0,,Defensive rebound by D. Cousins,66,87
287,4,10:52.0,,R. McCallum misses 2-pt jump shot from 3 ft (block by K. Irving),66,87
288,4,10:50.0,Defensive rebound by M. Dellavedova,,66,87
289,4,10:41.0,T. Thompson misses 2-pt jump shot from 8 ft,,66,87
290,4,10:41.0,,Defensive rebound by D. Cousins,66,87
291,4,10:28.0,,Turnover by R. McCallum (bad pass),66,87
292,4,10:13.0,K. Love misses 2-pt jump shot from 12 ft,,66,87
293,4,10:13.0,,Defensive rebound by D. Cousins,66,87
294,4,9:57.0,,D. Cousins misses 2-pt jump shot from 6 ft,66,87
295,4,9:56.0,Defensive rebound by K. Irving,,66,87
296,4,9:50.0,J. Smith misses 3-pt jump shot from 25 ft,,66,87
297,4,9:49.0,,Defensive rebound by Team,66,87
298,4,9:24.0,,R. McCallum misses 2-pt jump shot from 14 ft,66,87
299,4,9:24.0,Defensive rebound by T. Thompson,,66,87
300,4,9:14.0,K. Irving misses 3-pt jump shot from 25 ft,,66,87
301,4,9:13.0,Offensive rebound by K. Love,,66,87
302,4,9:11.0,K. Love makes 2-pt hook shot from 6 ft,,68,87
303,4,9:11.0,Shooting foul by D. Cousins (drawn by K. Love),,68,87
304,4,9:11.0,,D. Collison enters the game for N. Stauskas,68,87
305,4,9:11.0,K. Love makes free throw 1 of 1,,69,87
306,4,8:51.0,Official timeout,,69,87
307,4,8:51.0,T. Mozgov enters the game for K. Love,,69,87
308,4,8:47.0,,D. Cousins misses 2-pt jump shot from 15 ft,69,87
309,4,8:46.0,Defensive rebound by J. Smith,,69,87
310,4,8:30.0,J. Smith misses 3-pt jump shot from 24 ft,,69,87
311,4,8:30.0,,Defensive rebound by D. Collison,69,87
312,4,8:22.0,,Shooting foul by K. Irving (drawn by D. Cousins),69,87
313,4,8:22.0,,D. Cousins makes free throw 1 of 2,69,88
314,4,8:22.0,,D. Cousins misses free throw 2 of 2,69,88
315,4,8:21.0,Defensive rebound by T. Mozgov,,69,88
316,4,8:07.0,,B. McLemore enters the game for C. Landry,69,88
317,4,8:07.0,,R. Gay enters the game for R. McCallum,69,88
318,4,8:07.0,,J. Thompson enters the game for D. Williams,69,88
319,4,8:05.0,K. Irving misses 2-pt jump shot from 16 ft,,69,88
320,4,8:04.0,,Defensive rebound by D. Cousins,69,88
321,4,7:58.0,,Personal foul by M. Dellavedova (drawn by D. Cousins),69,88
322,4,7:42.0,,B. McLemore misses 3-pt jump shot from 24 ft,69,88
323,4,7:39.0,Defensive rebound by T. Mozgov,,69,88
324,4,7:21.0,J. Smith misses 3-pt jump shot from 25 ft,,69,88
325,4,7:21.0,Offensive rebound by Team,,69,88
326,4,7:17.0,J. Smith misses 2-pt jump shot from 17 ft,,69,88
327,4,7:16.0,,Defensive rebound by B. McLemore,69,88
328,4,7:12.0,,Personal foul by M. Dellavedova (drawn by B. McLemore),69,88
329,4,7:02.0,,D. Cousins misses 2-pt jump shot from 19 ft,69,88
330,4,7:02.0,Defensive rebound by K. Irving,,69,88
331,4,6:39.0,M. Dellavedova misses 3-pt jump shot from 23 ft,,69,88
332,4,6:38.0,,Defensive rebound by R. Gay,69,88
333,4,6:28.0,,R. Gay misses 2-pt jump shot at rim,69,88
334,4,6:27.0,,Offensive rebound by R. Gay,69,88
335,4,6:27.0,,R. Gay makes 2-pt dunk at rim,69,90
336,4,6:12.0,Turnover by J. Smith (bad pass),,69,90
337,4,6:12.0,M. Miller enters the game for J. Smith,,69,90
338,4,5:55.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by D. Cousins),69,93
339,4,5:46.0,Personal foul by D. Collison (drawn by K. Irving),,69,93
340,4,5:46.0,,Sacramento full timeout,69,93
341,4,5:46.0,J. Harris enters the game for T. Mozgov,,69,93
342,4,5:46.0,B. Haywood enters the game for K. Irving,,69,93
343,4,5:36.0,B. Haywood misses 2-pt jump shot from 6 ft (block by D. Cousins),,69,93
344,4,5:35.0,,Defensive rebound by D. Cousins,69,93
345,4,5:25.0,,D. Collison makes 3-pt jump shot from 25 ft (assist by D. Cousins),69,96
346,4,5:09.0,Turnover by M. Miller (bad pass; steal by J. Thompson),,69,96
347,4,5:07.0,,Personal foul by M. Dellavedova (drawn by D. Collison),69,96
348,4,5:07.0,,R. McCallum enters the game for R. Gay,69,96
349,4,5:07.0,,R. Hollins enters the game for J. Thompson,69,96
350,4,5:07.0,,N. Stauskas enters the game for D. Cousins,69,96
351,4,5:07.0,,D. Williams enters the game for B. McLemore,69,96
352,4,5:07.0,,C. Landry enters the game for D. Collison,69,96
353,4,4:54.0,,R. Hollins misses 2-pt jump shot from 14 ft,69,96
354,4,4:54.0,Defensive rebound by B. Haywood,,69,96
355,4,4:44.0,T. Thompson makes 2-pt jump shot from 4 ft (assist by M. Dellavedova),,71,96
356,4,4:25.0,,D. Williams misses 3-pt jump shot from 24 ft,71,96
357,4,4:24.0,Defensive rebound by B. Haywood,,71,96
358,4,4:14.0,M. Miller misses 3-pt jump shot from 24 ft,,71,96
359,4,4:14.0,,Defensive rebound by R. McCallum,71,96
360,4,3:51.0,,R. McCallum misses 2-pt layup from 2 ft,71,96
361,4,3:50.0,Defensive rebound by B. Haywood,,71,96
362,4,3:32.0,M. Miller makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,74,96
363,4,3:06.0,,C. Landry makes 2-pt jump shot from 13 ft (assist by R. McCallum),74,98
364,4,2:49.0,J. Harris misses 3-pt jump shot from 25 ft,,74,98
365,4,2:48.0,,Defensive rebound by R. Hollins,74,98
366,4,2:29.0,,D. Williams misses 2-pt jump shot from 17 ft,74,98
367,4,2:28.0,Defensive rebound by B. Haywood,,74,98
368,4,2:18.0,M. Dellavedova makes 3-pt jump shot from 24 ft,,77,98
369,4,1:58.0,,N. Stauskas misses 2-pt jump shot from 20 ft,77,98
370,4,1:57.0,Defensive rebound by M. Dellavedova,,77,98
371,4,1:51.0,B. Haywood makes 2-pt dunk at rim (assist by M. Dellavedova),,79,98
372,4,1:33.0,,D. Williams misses 2-pt layup from 2 ft (block by B. Haywood),79,98
373,4,1:32.0,,Offensive rebound by R. Hollins,79,98
374,4,1:32.0,,Shooting foul by T. Thompson (drawn by R. Hollins),79,98
375,4,1:32.0,Cleveland full timeout,,79,98
376,4,1:32.0,,R. Hollins misses free throw 1 of 2,79,98
377,4,1:32.0,,Offensive rebound by Team,79,98
378,4,1:32.0,,R. Hollins makes free throw 2 of 2,79,99
379,4,1:18.0,J. Harris misses 3-pt jump shot from 24 ft,,79,99
380,4,1:17.0,,Defensive rebound by C. Landry,79,99
381,4,1:00.0,,R. Hollins makes 2-pt jump shot from 7 ft,79,101
382,4,0:48.0,M. Dellavedova makes 3-pt jump shot from 24 ft,,82,101
383,4,0:34.0,,D. Williams makes 2-pt jump shot from 3 ft (assist by R. McCallum),82,103
384,4,0:23.0,T. Thompson makes 2-pt jump shot from 6 ft (assist by M. Dellavedova),,84,103
