,QUARTER,TIME_REMAINING,INDIANA_ACTION,OKLAHOMA CITY_ACTION,INDIANA_SCORE,OKLAHOMA CITY_SCORE
244,3,7:39.0,S. Hill makes free throw 1 of 2,,50,56
245,3,7:39.0,S. Hill misses free throw 2 of 2,,50,56
246,3,7:38.0,,Defensive rebound by A. Roberson,50,56
247,3,7:22.0,,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),50,58
248,3,7:22.0,,Shooting foul by R. Hibbert (drawn by E. Freedom),50,58
249,3,7:22.0,,E. Freedom makes free throw 1 of 1,50,59
250,3,7:08.0,G. Hill makes 2-pt jump shot from 4 ft (assist by D. West),,52,59
251,3,6:53.0,,Turnover by R. Westbrook (bad pass; steal by G. Hill),52,59
252,3,6:48.0,S. Hill misses 2-pt layup from 1 ft (block by K. Singler),,52,59
253,3,6:46.0,Offensive rebound by C. Miles,,52,59
254,3,6:46.0,C. Miles makes 2-pt layup at rim,,54,59
255,3,6:27.0,,Turnover by R. Westbrook (bad pass; steal by G. Hill),54,59
256,3,6:27.0,Personal foul by E. Freedom (drawn by G. Hill),,54,59
257,3,6:27.0,,D. Waiters enters the game for A. Roberson,54,59
258,3,6:16.0,C. Miles makes 2-pt jump shot from 11 ft (assist by G. Hill),,56,59
259,3,6:04.0,,R. Westbrook misses 2-pt layup from 1 ft (block by R. Hibbert),56,59
260,3,6:03.0,,Offensive rebound by E. Freedom,56,59
261,3,6:03.0,,Shooting foul by C. Miles (drawn by E. Freedom),56,59
262,3,6:03.0,,Technical foul by R. Westbrook,56,59
263,3,6:03.0,C. Miles makes technical free throw,,57,59
264,3,6:03.0,,E. Freedom makes free throw 1 of 2,57,60
265,3,6:03.0,,E. Freedom makes free throw 2 of 2,57,61
266,3,5:51.0,C. Miles misses 2-pt jump shot from 15 ft,,57,61
267,3,5:50.0,Offensive rebound by D. West,,57,61
268,3,5:47.0,D. West makes 2-pt hook shot from 4 ft,,59,61
269,3,5:34.0,,D. Waiters misses 2-pt jump shot from 16 ft,59,61
270,3,5:34.0,,Offensive rebound by S. Ibaka,59,61
271,3,5:30.0,,R. Westbrook misses 2-pt layup from 2 ft,59,61
272,3,5:30.0,,Offensive rebound by Team,59,61
273,3,5:30.0,Loose ball foul by D. West (drawn by S. Ibaka),,59,61
274,3,5:30.0,,Oklahoma City full timeout,59,61
275,3,5:30.0,,S. Ibaka makes free throw 1 of 2,59,62
276,3,5:30.0,,S. Ibaka makes free throw 2 of 2,59,63
277,3,5:09.0,C. Miles makes 2-pt jump shot from 19 ft (assist by D. West),,61,63
278,3,4:52.0,,Shooting foul by R. Hibbert (drawn by E. Freedom),61,63
279,3,4:52.0,,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),61,65
280,3,4:52.0,,A. Roberson enters the game for K. Singler,61,65
281,3,4:52.0,,E. Freedom misses free throw 1 of 1,61,65
282,3,4:51.0,Defensive rebound by R. Hibbert,,61,65
283,3,4:32.0,C. Miles makes 3-pt jump shot from 24 ft (assist by S. Hill),,64,65
284,3,4:09.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by A. Roberson),64,68
285,3,3:55.0,Shooting foul by S. Ibaka (drawn by D. West),,64,68
286,3,3:55.0,D. West makes free throw 1 of 2,,65,68
287,3,3:55.0,R. Stuckey enters the game for S. Hill,,65,68
288,3,3:55.0,I. Mahinmi enters the game for R. Hibbert,,65,68
289,3,3:55.0,,N. Collison enters the game for E. Freedom,65,68
290,3,3:55.0,D. West misses free throw 2 of 2,,65,68
291,3,3:54.0,,Defensive rebound by N. Collison,65,68
292,3,3:44.0,,R. Westbrook misses 2-pt jump shot from 17 ft,65,68
293,3,3:43.0,Defensive rebound by I. Mahinmi,,65,68
294,3,3:26.0,R. Stuckey misses 2-pt jump shot from 17 ft,,65,68
295,3,3:25.0,,Defensive rebound by R. Westbrook,65,68
296,3,3:20.0,,R. Westbrook makes 2-pt layup from 1 ft,65,70
297,3,3:13.0,Indiana full timeout,,65,70
298,3,3:00.0,D. West misses 2-pt jump shot from 13 ft,,65,70
299,3,2:59.0,,Defensive rebound by R. Westbrook,65,70
300,3,2:40.0,,S. Ibaka makes 2-pt hook shot from 4 ft (assist by R. Westbrook),65,72
301,3,2:23.0,Turnover by C. Miles (bad pass; steal by R. Westbrook),,65,72
302,3,2:19.0,Offensive charge foul by S. Ibaka (drawn by I. Mahinmi),,65,72
303,3,2:19.0,,Turnover by S. Ibaka (offensive foul),65,72
304,3,2:19.0,,D. Augustin enters the game for R. Westbrook,65,72
305,3,2:19.0,,M. McGary enters the game for S. Ibaka,65,72
306,3,2:19.0,C. Watson enters the game for G. Hill,,65,72
307,3,2:04.0,Turnover by R. Stuckey (bad pass; steal by N. Collison),,65,72
308,3,2:04.0,,Personal foul by I. Mahinmi (drawn by M. McGary),65,72
309,3,2:04.0,,M. McGary makes free throw 1 of 2,65,73
310,3,2:04.0,L. Scola enters the game for D. West,,65,73
311,3,2:04.0,D. Rudež enters the game for C. Miles,,65,73
312,3,2:04.0,,A. Morrow enters the game for A. Roberson,65,73
313,3,2:04.0,,M. McGary makes free throw 2 of 2,65,74
314,3,1:49.0,C. Watson misses 3-pt jump shot from 23 ft,,65,74
315,3,1:48.0,,Defensive rebound by N. Collison,65,74
316,3,1:37.0,,D. Waiters misses 2-pt jump shot from 7 ft,65,74
317,3,1:35.0,,Offensive rebound by N. Collison,65,74
318,3,1:35.0,,N. Collison misses 2-pt layup from 2 ft,65,74
319,3,1:34.0,Defensive rebound by D. Rudež,,65,74
320,3,1:29.0,L. Scola misses 2-pt layup from 2 ft (block by M. McGary),,65,74
321,3,1:28.0,,Defensive rebound by A. Morrow,65,74
322,3,1:20.0,,D. Waiters makes 3-pt jump shot from 22 ft (assist by D. Augustin),65,77
323,3,1:05.0,D. Rudež makes 3-pt jump shot from 23 ft (assist by C. Watson),,68,77
324,3,0:51.0,,D. Waiters misses 2-pt layup from 2 ft,68,77
325,3,0:50.0,,Offensive rebound by D. Waiters,68,77
326,3,0:45.0,,D. Waiters makes 3-pt jump shot from 24 ft,68,80
327,3,0:29.0,Shooting foul by M. McGary (drawn by L. Scola),,68,80
328,3,0:29.0,L. Scola misses free throw 1 of 2,,68,80
329,3,0:29.0,Offensive rebound by Team,,68,80
330,3,0:29.0,L. Scola makes free throw 2 of 2,,69,80
331,3,0:07.0,,D. Waiters misses 3-pt jump shot from 24 ft,69,80
332,3,0:05.0,Defensive rebound by C. Watson,,69,80
333,3,0:02.0,Turnover by C. Watson (bad pass; steal by N. Collison),,69,80
334,3,0:01.0,,N. Collison misses 2-pt jump shot from 15 ft,69,80
335,3,0:00.0,,Offensive rebound by A. Morrow,69,80
336,4,11:44.0,D. Rudež misses 3-pt jump shot from 24 ft,,69,80
337,4,11:43.0,,Defensive rebound by Team,69,80
338,4,11:32.0,,D. Augustin makes 3-pt jump shot from 24 ft,69,83
339,4,11:17.0,R. Stuckey misses 2-pt jump shot from 9 ft,,69,83
340,4,11:16.0,,Defensive rebound by N. Collison,69,83
341,4,11:11.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by D. Augustin),69,86
342,4,10:51.0,D. Rudež misses 2-pt layup from 1 ft (block by N. Collison),,69,86
343,4,10:49.0,,Defensive rebound by A. Morrow,69,86
344,4,10:43.0,,D. Waiters makes 3-pt jump shot from 24 ft (assist by D. Augustin),69,89
345,4,10:43.0,Indiana full timeout,,69,89
346,4,10:29.0,C. Watson misses 3-pt jump shot from 23 ft,,69,89
347,4,10:28.0,,Defensive rebound by M. McGary,69,89
348,4,10:16.0,,A. Morrow misses 2-pt jump shot from 11 ft,69,89
349,4,10:15.0,,Offensive rebound by Team,69,89
350,4,10:11.0,,D. Waiters misses 2-pt jump shot from 4 ft,69,89
351,4,10:10.0,,Offensive rebound by N. Collison,69,89
352,4,10:10.0,,N. Collison misses 2-pt tip-in from 1 ft,69,89
353,4,10:09.0,Defensive rebound by R. Stuckey,,69,89
354,4,9:58.0,L. Scola makes 2-pt jump shot from 5 ft,,71,89
355,4,9:42.0,,M. McGary makes 2-pt jump shot from 10 ft (assist by D. Augustin),71,91
356,4,9:25.0,L. Scola misses 2-pt jump shot from 19 ft,,71,91
357,4,9:24.0,,Defensive rebound by M. McGary,71,91
358,4,9:15.0,,D. Augustin misses 2-pt jump shot from 5 ft,71,91
359,4,9:14.0,Defensive rebound by L. Scola,,71,91
360,4,9:08.0,C. Watson makes 3-pt jump shot from 24 ft (assist by R. Stuckey),,74,91
361,4,8:46.0,,D. Waiters makes 2-pt jump shot from 17 ft,74,93
362,4,8:34.0,L. Scola makes 2-pt hook shot from 5 ft (assist by R. Stuckey),,76,93
363,4,8:10.0,,A. Morrow makes 2-pt jump shot from 14 ft (assist by N. Collison),76,95
364,4,7:53.0,Personal foul by D. Waiters (drawn by R. Stuckey),,76,95
365,4,7:53.0,G. Hill enters the game for D. Rudež,,76,95
366,4,7:46.0,Turnover by C. Watson (bad pass; steal by M. McGary),,76,95
367,4,7:36.0,,A. Morrow makes 2-pt jump shot from 11 ft,76,97
368,4,7:27.0,Indiana full timeout,,76,97
369,4,7:27.0,D. West enters the game for I. Mahinmi,,76,97
370,4,7:27.0,C. Miles enters the game for C. Watson,,76,97
371,4,7:09.0,L. Scola misses 2-pt hook shot from 5 ft,,76,97
372,4,7:08.0,,Defensive rebound by N. Collison,76,97
373,4,7:01.0,,D. Waiters misses 3-pt jump shot from 22 ft,76,97
374,4,7:00.0,,Offensive rebound by N. Collison,76,97
375,4,7:00.0,,N. Collison makes 2-pt layup from 1 ft,76,99
376,4,6:45.0,D. West makes 2-pt jump shot from 14 ft (assist by G. Hill),,78,99
377,4,6:28.0,,A. Morrow misses 2-pt jump shot from 22 ft,78,99
378,4,6:25.0,,Offensive rebound by M. McGary,78,99
379,4,6:24.0,,Shooting foul by G. Hill (drawn by N. Collison),78,99
380,4,6:24.0,,N. Collison misses free throw 1 of 2,78,99
381,4,6:24.0,,Offensive rebound by Team,78,99
