,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,TORONTO_ACTION,MINNESOTA_SCORE,TORONTO_SCORE
381,4,5:15.0,,D. DeRozan makes free throw 2 of 2,92,97
382,4,4:57.0,K. Martin misses 2-pt jump shot from 15 ft,,92,97
383,4,4:55.0,,Defensive rebound by J. Valančiūnas,92,97
384,4,4:31.0,,L. Williams misses 3-pt jump shot from 23 ft,92,97
385,4,4:30.0,Defensive rebound by Team,,92,97
386,4,4:17.0,Turnover by A. Wiggins (lost ball),,92,97
387,4,4:00.0,,Shooting foul by A. Wiggins (drawn by P. Patterson),92,97
388,4,4:00.0,,P. Patterson makes free throw 1 of 2,92,98
389,4,4:00.0,,P. Patterson misses free throw 2 of 2,92,98
390,4,3:59.0,Defensive rebound by G. Dieng,,92,98
391,4,3:44.0,C. Budinger misses 3-pt jump shot from 24 ft,,92,98
392,4,3:43.0,,Defensive rebound by J. Valančiūnas,92,98
393,4,3:26.0,,P. Patterson misses 3-pt jump shot from 22 ft,92,98
394,4,3:25.0,Defensive rebound by R. Rubio,,92,98
395,4,3:17.0,C. Budinger misses 2-pt layup from 3 ft,,92,98
396,4,3:16.0,Offensive rebound by A. Wiggins,,92,98
397,4,3:14.0,A. Wiggins makes 2-pt tip-in from 1 ft,,94,98
398,4,2:58.0,,L. Williams misses 3-pt jump shot from 26 ft,94,98
399,4,2:58.0,Defensive rebound by Team,,94,98
400,4,2:58.0,Official timeout,,94,98
401,4,2:58.0,,A. Johnson enters the game for J. Valančiūnas,94,98
402,4,2:44.0,C. Budinger makes 2-pt jump shot from 16 ft (assist by R. Rubio),,96,98
403,4,2:16.0,,P. Patterson misses 2-pt hook shot from 12 ft,96,98
404,4,2:15.0,Defensive rebound by G. Dieng,,96,98
405,4,2:03.0,K. Martin misses 2-pt jump shot from 12 ft,,96,98
406,4,2:02.0,,Defensive rebound by G. Vásquez,96,98
407,4,1:40.0,,D. DeRozan makes 2-pt jump shot from 16 ft,96,100
408,4,1:30.0,Turnover by R. Rubio (bad pass; steal by A. Johnson),,96,100
409,4,1:27.0,,L. Williams makes 2-pt layup from 1 ft (assist by A. Johnson),96,102
410,4,1:27.0,Minnesota full timeout,,96,102
411,4,1:19.0,G. Dieng makes 2-pt jump shot from 2 ft (assist by R. Rubio),,98,102
412,4,0:56.0,,G. Vásquez makes 3-pt jump shot from 25 ft (assist by L. Williams),98,105
413,4,0:55.0,Minnesota full timeout,,98,105
414,4,0:49.0,K. Martin makes 2-pt jump shot from 8 ft,,100,105
415,4,0:26.0,,L. Williams misses 3-pt jump shot from 23 ft,100,105
416,4,0:25.0,Defensive rebound by C. Budinger,,100,105
417,4,0:17.0,K. Martin misses 2-pt jump shot from 17 ft,,100,105
418,4,0:16.0,Offensive rebound by R. Rubio,,100,105
419,4,0:13.0,R. Rubio misses 2-pt jump shot from 19 ft,,100,105
420,4,0:12.0,,Defensive rebound by P. Patterson,100,105
421,4,0:10.0,,Turnover by P. Patterson (bad pass),100,105
422,4,0:07.0,K. Martin misses 3-pt jump shot from 26 ft,,100,105
423,4,0:05.0,,Defensive rebound by P. Patterson,100,105
424,4,0:05.0,,Personal foul by R. Rubio (drawn by P. Patterson),100,105
