,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MIAMI_ACTION,MINNESOTA_SCORE,MIAMI_SCORE
99,2,10:06.0,Offensive rebound by Team,,17,34
100,2,9:55.0,G. Dieng makes 2-pt layup from 1 ft (assist by M. Williams),,19,34
101,2,9:34.0,,M. Chalmers misses 2-pt layup at rim,19,34
102,2,9:33.0,Defensive rebound by C. Budinger,,19,34
103,2,9:30.0,,Violation by C. Bosh (def goaltending),19,34
104,2,9:30.0,C. Brewer makes 2-pt layup from 1 ft (assist by M. Williams),,21,34
105,2,9:09.0,,M. Chalmers misses 2-pt jump shot from 16 ft,21,34
106,2,9:07.0,Defensive rebound by G. Dieng,,21,34
107,2,9:04.0,M. Williams misses 3-pt jump shot from 24 ft,,21,34
108,2,9:03.0,,Defensive rebound by J. McRoberts,21,34
109,2,8:50.0,,C. Bosh misses 2-pt jump shot from 14 ft,21,34
110,2,8:49.0,Defensive rebound by C. Budinger,,21,34
111,2,8:43.0,Personal foul by J. McRoberts (drawn by C. Budinger),,21,34
112,2,8:43.0,Official timeout,,21,34
113,2,8:27.0,M. Williams misses 3-pt jump shot from 25 ft,,21,34
114,2,8:26.0,Offensive rebound by R. Hummel,,21,34
115,2,8:08.0,G. Dieng misses 2-pt jump shot from 8 ft,,21,34
116,2,8:07.0,,Defensive rebound by S. Napier,21,34
117,2,7:54.0,,C. Bosh makes 2-pt jump shot from 12 ft,21,36
118,2,7:35.0,C. Budinger misses 3-pt jump shot from 23 ft,,21,36
119,2,7:34.0,,Defensive rebound by S. Napier,21,36
120,2,7:22.0,,S. Napier makes 2-pt layup from 1 ft,21,38
121,2,7:13.0,C. Budinger misses 2-pt jump shot from 9 ft,,21,38
122,2,7:12.0,,Defensive rebound by J. McRoberts,21,38
123,2,7:06.0,,Turnover by M. Chalmers (bad pass; steal by M. Williams),21,38
124,2,6:58.0,R. Hummel makes 2-pt jump shot from 20 ft (assist by M. Williams),,23,38
125,2,6:58.0,,Miami full timeout,23,38
126,2,6:58.0,Z. LaVine enters the game for C. Brewer,,23,38
127,2,6:58.0,A. Wiggins enters the game for M. Williams,,23,38
128,2,6:58.0,K. Martin enters the game for C. Budinger,,23,38
129,2,6:58.0,,D. Wade enters the game for C. Bosh,23,38
130,2,6:58.0,,U. Haslem enters the game for J. McRoberts,23,38
131,2,6:58.0,,S. Williams enters the game for J. Ennis,23,38
132,2,6:40.0,,Shooting foul by A. Wiggins (drawn by D. Wade),23,38
133,2,6:40.0,,D. Wade misses free throw 1 of 2,23,38
134,2,6:40.0,,Offensive rebound by Team,23,38
135,2,6:40.0,,D. Wade makes free throw 2 of 2,23,39
136,2,6:30.0,Personal foul by M. Chalmers (drawn by A. Wiggins),,23,39
137,2,6:30.0,,L. Deng enters the game for M. Chalmers,23,39
138,2,6:15.0,A. Wiggins misses 2-pt layup at rim,,23,39
139,2,6:14.0,,Defensive rebound by U. Haslem,23,39
140,2,6:02.0,,Turnover by S. Napier (bad pass; steal by Z. LaVine),23,39
141,2,5:58.0,Shooting foul by U. Haslem (drawn by A. Wiggins),,23,39
142,2,5:58.0,A. Wiggins makes free throw 1 of 2,,24,39
143,2,5:58.0,,N. Cole enters the game for S. Napier,24,39
144,2,5:58.0,,C. Bosh enters the game for U. Haslem,24,39
145,2,5:58.0,A. Wiggins makes free throw 2 of 2,,25,39
146,2,5:41.0,,D. Wade misses 2-pt jump shot from 15 ft,25,39
147,2,5:40.0,Defensive rebound by Z. LaVine,,25,39
148,2,5:35.0,Z. LaVine misses 3-pt jump shot from 24 ft,,25,39
149,2,5:34.0,,Defensive rebound by Team,25,39
150,2,5:34.0,Loose ball foul by R. Hummel (drawn by L. Deng),,25,39
151,2,5:17.0,,S. Williams makes 3-pt jump shot from 24 ft (assist by L. Deng),25,42
152,2,4:58.0,R. Hummel misses 3-pt jump shot from 23 ft,,25,42
153,2,4:57.0,,Defensive rebound by L. Deng,25,42
154,2,4:49.0,,Shooting foul by K. Martin (drawn by D. Wade),25,42
155,2,4:49.0,,D. Wade makes free throw 1 of 2,25,43
156,2,4:49.0,T. Young enters the game for G. Dieng,,25,43
157,2,4:49.0,N. Peković enters the game for R. Hummel,,25,43
158,2,4:49.0,,D. Wade misses free throw 2 of 2,25,43
159,2,4:48.0,Defensive rebound by Z. LaVine,,25,43
160,2,4:31.0,K. Martin misses 2-pt jump shot from 19 ft,,25,43
161,2,4:30.0,Offensive rebound by N. Peković,,25,43
162,2,4:30.0,Shooting foul by S. Williams (drawn by N. Peković),,25,43
163,2,4:30.0,N. Peković makes free throw 1 of 2,,26,43
164,2,4:30.0,N. Peković makes free throw 2 of 2,,27,43
165,2,4:12.0,,S. Williams misses 3-pt jump shot from 24 ft,27,43
166,2,4:11.0,Defensive rebound by N. Peković,,27,43
167,2,4:02.0,Turnover by A. Wiggins (bad pass),,27,43
168,2,3:51.0,,D. Wade makes 2-pt jump shot from 7 ft (assist by N. Cole),27,45
169,2,3:28.0,A. Wiggins misses 2-pt jump shot from 19 ft,,27,45
170,2,3:27.0,,Defensive rebound by N. Cole,27,45
171,2,3:19.0,,S. Williams misses 3-pt jump shot from 25 ft,27,45
172,2,3:18.0,Defensive rebound by K. Martin,,27,45
173,2,3:08.0,Turnover by K. Martin (lost ball; steal by L. Deng),,27,45
174,2,3:04.0,,N. Cole makes 2-pt layup at rim (assist by L. Deng),27,47
175,2,3:03.0,Minnesota full timeout,,27,47
176,2,2:51.0,A. Wiggins makes 2-pt layup from 2 ft,,29,47
177,2,2:51.0,Shooting foul by L. Deng (drawn by A. Wiggins),,29,47
178,2,2:51.0,A. Wiggins makes free throw 1 of 1,,30,47
179,2,2:37.0,,L. Deng makes 2-pt layup from 1 ft (assist by D. Wade),30,49
180,2,2:12.0,N. Peković makes 2-pt hook shot from 7 ft,,32,49
181,2,1:56.0,,C. Bosh misses 2-pt jump shot from 19 ft,32,49
182,2,1:55.0,Defensive rebound by Z. LaVine,,32,49
183,2,1:51.0,T. Young makes 2-pt dunk at rim (assist by Z. LaVine),,34,49
184,2,1:51.0,Shooting foul by S. Williams (drawn by T. Young),,34,49
185,2,1:51.0,T. Young misses free throw 1 of 1,,34,49
186,2,1:49.0,Offensive rebound by T. Young,,34,49
187,2,1:48.0,T. Young makes 2-pt layup at rim,,36,49
188,2,1:24.0,,L. Deng misses 2-pt layup from 4 ft,36,49
189,2,1:23.0,Defensive rebound by N. Peković,,36,49
190,2,1:16.0,Turnover by Z. LaVine (bad pass; steal by N. Cole),,36,49
191,2,1:11.0,,D. Wade makes 2-pt layup at rim (assist by N. Cole),36,51
192,2,0:53.0,N. Peković makes 2-pt hook shot from 5 ft (assist by A. Wiggins),,38,51
193,2,0:36.0,,N. Cole makes 2-pt jump shot from 11 ft (assist by D. Wade),38,53
194,2,0:29.0,Z. LaVine makes 3-pt jump shot from 25 ft,,41,53
195,2,0:10.0,,C. Bosh misses 2-pt jump shot from 18 ft,41,53
196,2,0:09.0,Defensive rebound by T. Young,,41,53
197,2,0:01.0,T. Young misses 3-pt jump shot from 24 ft,,41,53
198,2,0:00.0,Offensive rebound by Team,,41,53
199,3,11:48.0,Z. LaVine misses 2-pt jump shot from 8 ft,,41,53
200,3,11:47.0,Offensive rebound by N. Peković,,41,53
201,3,11:45.0,N. Peković makes 2-pt layup from 1 ft,,43,53
202,3,11:26.0,,D. Wade makes 2-pt layup from 2 ft,43,55
203,3,11:09.0,N. Peković makes 2-pt layup at rim (assist by T. Young),,45,55
204,3,10:48.0,,C. Bosh makes 2-pt hook shot from 8 ft,45,57
205,3,10:34.0,A. Wiggins misses 2-pt jump shot from 21 ft,,45,57
206,3,10:33.0,,Defensive rebound by C. Bosh,45,57
207,3,10:29.0,,Shooting foul by Z. LaVine (drawn by N. Cole),45,57
208,3,10:29.0,,N. Cole makes free throw 1 of 2,45,58
209,3,10:29.0,,N. Cole makes free throw 2 of 2,45,59
210,3,10:10.0,A. Wiggins makes 2-pt layup from 2 ft,,47,59
211,3,9:54.0,,S. Williams makes 2-pt jump shot from 16 ft (assist by N. Cole),47,61
212,3,9:40.0,N. Peković makes 2-pt hook shot from 9 ft,,49,61
213,3,9:40.0,Shooting foul by N. Cole (drawn by N. Peković),,49,61
214,3,9:40.0,N. Peković makes free throw 1 of 1,,50,61
215,3,9:25.0,,D. Wade makes 2-pt jump shot from 8 ft (assist by C. Bosh),50,63
216,3,9:09.0,Turnover by Z. LaVine (bad pass; steal by L. Deng),,50,63
217,3,8:57.0,,S. Williams misses 2-pt jump shot from 18 ft,50,63
218,3,8:56.0,Defensive rebound by N. Peković,,50,63
219,3,8:47.0,T. Young misses 2-pt jump shot from 11 ft,,50,63
220,3,8:46.0,,Defensive rebound by S. Williams,50,63
221,3,8:36.0,,Turnover by D. Wade (lost ball; steal by K. Martin),50,63
222,3,8:20.0,T. Young makes 2-pt hook shot from 9 ft,,52,63
223,3,8:00.0,,D. Wade makes 2-pt layup from 1 ft (assist by L. Deng),52,65
224,3,8:00.0,,Shooting foul by T. Young (drawn by D. Wade),52,65
225,3,8:00.0,C. Brewer enters the game for K. Martin,,52,65
226,3,8:00.0,,D. Wade makes free throw 1 of 1,52,66
227,3,7:47.0,T. Young misses 2-pt jump shot from 5 ft,,52,66
228,3,7:46.0,Offensive rebound by N. Peković,,52,66
229,3,7:45.0,N. Peković makes 2-pt layup from 2 ft,,54,66
230,3,7:23.0,,N. Cole misses 3-pt jump shot from 23 ft,54,66
231,3,7:22.0,Defensive rebound by N. Peković,,54,66
232,3,7:18.0,,U. Haslem enters the game for C. Bosh,54,66
233,3,7:05.0,Z. LaVine misses 2-pt jump shot from 20 ft,,54,66
234,3,7:04.0,Offensive rebound by C. Brewer,,54,66
235,3,6:59.0,A. Wiggins misses 2-pt jump shot from 19 ft,,54,66
236,3,6:58.0,Offensive rebound by C. Brewer,,54,66
237,3,6:55.0,C. Brewer misses 2-pt jump shot from 12 ft,,54,66
238,3,6:54.0,,Defensive rebound by U. Haslem,54,66
239,3,6:52.0,,Turnover by D. Wade (bad pass),54,66
240,3,6:39.0,T. Young misses 2-pt jump shot from 10 ft,,54,66
241,3,6:38.0,,Defensive rebound by S. Williams,54,66
242,3,6:22.0,,Personal foul by C. Brewer (drawn by D. Wade),54,66
243,3,6:22.0,G. Dieng enters the game for N. Peković,,54,66
244,3,6:09.0,,N. Cole misses 2-pt jump shot from 5 ft,54,66
245,3,6:08.0,Defensive rebound by G. Dieng,,54,66
246,3,6:02.0,A. Wiggins makes 2-pt dunk at rim (assist by Z. LaVine),,56,66
247,3,6:02.0,,Miami full timeout,56,66
248,3,5:40.0,,D. Wade makes 2-pt jump shot from 11 ft,56,68
249,3,5:26.0,T. Young misses 2-pt layup from 1 ft,,56,68
250,3,5:25.0,Offensive rebound by T. Young,,56,68
251,3,5:24.0,T. Young makes 2-pt layup at rim,,58,68
252,3,5:02.0,,L. Deng misses 2-pt jump shot from 16 ft,58,68
253,3,5:01.0,Defensive rebound by Z. LaVine,,58,68
254,3,4:51.0,A. Wiggins misses 2-pt jump shot from 17 ft,,58,68
255,3,4:50.0,,Defensive rebound by D. Wade,58,68
256,3,4:42.0,,L. Deng makes 2-pt dunk at rim (assist by D. Wade),58,70
257,3,4:29.0,Turnover by C. Brewer (bad pass; steal by D. Wade),,58,70
258,3,4:23.0,Violation by G. Dieng (def goaltending),,58,70
259,3,4:23.0,,L. Deng makes 2-pt layup from 1 ft (assist by D. Wade),58,72
260,3,4:05.0,C. Brewer misses 2-pt jump shot from 18 ft,,58,72
261,3,4:04.0,,Defensive rebound by Team,58,72
262,3,4:04.0,Loose ball foul by G. Dieng (drawn by U. Haslem),,58,72
263,3,4:04.0,S. Muhammad enters the game for A. Wiggins,,58,72
264,3,4:04.0,,M. Chalmers enters the game for D. Wade,58,72
265,3,3:43.0,,U. Haslem misses 2-pt jump shot from 17 ft,58,72
266,3,3:42.0,Defensive rebound by Z. LaVine,,58,72
267,3,3:34.0,S. Muhammad makes 2-pt dunk at rim,,60,72
268,3,3:14.0,,Personal foul by C. Brewer (drawn by M. Chalmers),60,72
269,3,3:14.0,,M. Chalmers makes free throw 1 of 2,60,73
270,3,3:14.0,,J. Ennis enters the game for L. Deng,60,73
271,3,3:14.0,,M. Chalmers makes free throw 2 of 2,60,74
272,3,3:08.0,S. Muhammad misses 2-pt jump shot from 8 ft,,60,74
273,3,3:07.0,,Defensive rebound by U. Haslem,60,74
274,3,3:00.0,,Turnover by M. Chalmers (bad pass; steal by T. Young),60,74
275,3,2:58.0,Turnover by T. Young (bad pass),,60,74
276,3,2:58.0,Minnesota full timeout,,60,74
277,3,2:32.0,,M. Chalmers misses 2-pt jump shot from 14 ft,60,74
278,3,2:31.0,Defensive rebound by G. Dieng,,60,74
279,3,2:18.0,Shooting foul by J. Ennis (drawn by G. Dieng),,60,74
280,3,2:18.0,G. Dieng makes free throw 1 of 2,,61,74
281,3,2:18.0,G. Dieng makes free throw 2 of 2,,62,74
282,3,2:09.0,,U. Haslem makes 2-pt dunk at rim (assist by M. Chalmers),62,76
283,3,1:52.0,S. Muhammad misses 2-pt jump shot from 9 ft,,62,76
284,3,1:51.0,,Defensive rebound by U. Haslem,62,76
285,3,1:40.0,,U. Haslem misses 2-pt layup from 1 ft,62,76
286,3,1:39.0,Defensive rebound by C. Brewer,,62,76
287,3,1:27.0,C. Brewer misses 2-pt jump shot from 8 ft,,62,76
288,3,1:26.0,Offensive rebound by G. Dieng,,62,76
289,3,1:25.0,G. Dieng misses 2-pt tip-in at rim,,62,76
290,3,1:24.0,Offensive rebound by G. Dieng,,62,76
291,3,1:19.0,Shooting foul by M. Chalmers (drawn by G. Dieng),,62,76
292,3,1:19.0,G. Dieng makes free throw 1 of 2,,63,76
293,3,1:19.0,M. Williams enters the game for Z. LaVine,,63,76
294,3,1:19.0,,C. Bosh enters the game for S. Williams,63,76
295,3,1:19.0,,S. Napier enters the game for N. Cole,63,76
296,3,1:19.0,G. Dieng makes free throw 2 of 2,,64,76
297,3,0:59.0,,C. Bosh makes 2-pt jump shot from 15 ft (assist by M. Chalmers),64,78
298,3,0:44.0,G. Dieng makes 2-pt layup from 1 ft (assist by C. Brewer),,66,78
299,3,0:35.0,,C. Bosh makes 2-pt layup from 1 ft,66,80
300,3,0:18.0,C. Brewer misses 2-pt jump shot from 13 ft,,66,80
301,3,0:17.0,,Defensive rebound by U. Haslem,66,80
302,3,0:04.0,,Turnover by M. Chalmers (lost ball),66,80
303,3,0:04.0,Z. LaVine enters the game for G. Dieng,,66,80
304,3,0:01.0,S. Muhammad makes 3-pt jump shot from 22 ft (assist by Z. LaVine),,69,80
305,4,11:40.0,,Turnover by S. Napier (lost ball; steal by C. Brewer),69,80
306,4,11:36.0,Turnover by C. Brewer (bad pass),,69,80
307,4,11:17.0,,C. Bosh makes 2-pt jump shot from 11 ft,69,82
308,4,11:00.0,G. Dieng misses 2-pt jump shot from 16 ft,,69,82
309,4,10:59.0,Offensive rebound by C. Brewer,,69,82
310,4,10:56.0,C. Brewer makes 2-pt layup from 1 ft,,71,82
311,4,10:35.0,,M. Chalmers misses 2-pt layup at rim (block by G. Dieng),71,82
312,4,10:34.0,Defensive rebound by M. Williams,,71,82
313,4,10:30.0,Shooting foul by S. Napier (drawn by C. Brewer),,71,82
314,4,10:30.0,C. Brewer makes free throw 1 of 2,,72,82
315,4,10:30.0,R. Hummel enters the game for T. Young,,72,82
316,4,10:30.0,C. Brewer misses free throw 2 of 2,,72,82
317,4,10:29.0,,Defensive rebound by C. Bosh,72,82
318,4,10:11.0,,Shooting foul by G. Dieng (drawn by C. Bosh),72,82
319,4,10:11.0,,C. Bosh makes free throw 1 of 2,72,83
320,4,10:11.0,N. Peković enters the game for G. Dieng,,72,83
321,4,10:11.0,,C. Bosh makes free throw 2 of 2,72,84
322,4,10:03.0,Turnover by M. Williams (lost ball; steal by S. Napier),,72,84
323,4,9:57.0,,J. Ennis makes 2-pt dunk from 1 ft (assist by S. Napier),72,86
324,4,9:57.0,Minnesota full timeout,,72,86
325,4,9:41.0,S. Muhammad misses 2-pt jump shot from 18 ft,,72,86
326,4,9:40.0,,Defensive rebound by J. McRoberts,72,86
327,4,9:33.0,,J. Ennis misses 2-pt jump shot from 21 ft,72,86
328,4,9:32.0,,Offensive rebound by S. Napier,72,86
329,4,9:25.0,,Turnover by J. McRoberts (lost ball; steal by M. Williams),72,86
330,4,9:20.0,S. Muhammad makes 2-pt layup from 2 ft,,74,86
331,4,8:53.0,,C. Bosh makes 2-pt jump shot from 17 ft,74,88
332,4,8:39.0,Personal foul by M. Chalmers (drawn by N. Peković),,74,88
333,4,8:30.0,M. Williams misses 2-pt jump shot from 19 ft,,74,88
334,4,8:29.0,Offensive rebound by S. Muhammad,,74,88
335,4,8:28.0,Shooting foul by S. Napier (drawn by S. Muhammad),,74,88
336,4,8:28.0,S. Muhammad misses free throw 1 of 2,,74,88
337,4,8:28.0,Offensive rebound by Team,,74,88
338,4,8:28.0,S. Muhammad misses free throw 2 of 2,,74,88
339,4,8:27.0,,Defensive rebound by J. Ennis,74,88
340,4,8:08.0,,C. Bosh misses 2-pt jump shot from 16 ft,74,88
341,4,8:07.0,,Offensive rebound by J. Ennis,74,88
342,4,8:04.0,,Shooting foul by N. Peković (drawn by J. Ennis),74,88
343,4,8:04.0,,J. Ennis makes free throw 1 of 2,74,89
344,4,8:04.0,,J. Ennis makes free throw 2 of 2,74,90
345,4,7:52.0,S. Muhammad makes 2-pt jump shot from 7 ft (assist by M. Williams),,76,90
346,4,7:34.0,,Personal foul by S. Muhammad (drawn by S. Napier),76,90
347,4,7:34.0,K. Martin enters the game for C. Brewer,,76,90
348,4,7:24.0,,J. McRoberts misses 3-pt jump shot from 25 ft,76,90
349,4,7:23.0,Defensive rebound by K. Martin,,76,90
350,4,7:16.0,Personal foul by J. McRoberts (drawn by N. Peković),,76,90
351,4,7:16.0,,D. Wade enters the game for M. Chalmers,76,90
352,4,7:05.0,S. Muhammad makes 2-pt hook shot from 8 ft,,78,90
353,4,6:39.0,,C. Bosh misses 2-pt jump shot from 3 ft,78,90
354,4,6:38.0,,Offensive rebound by C. Bosh,78,90
355,4,6:37.0,,C. Bosh misses 2-pt layup at rim,78,90
356,4,6:36.0,,Offensive rebound by C. Bosh,78,90
357,4,6:35.0,,C. Bosh misses 2-pt layup from 1 ft (block by R. Hummel),78,90
358,4,6:34.0,Defensive rebound by N. Peković,,78,90
359,4,6:25.0,K. Martin misses 3-pt jump shot from 25 ft,,78,90
360,4,6:24.0,Offensive rebound by S. Muhammad,,78,90
361,4,6:21.0,S. Muhammad makes 2-pt jump shot from 8 ft,,80,90
362,4,6:21.0,,Miami full timeout,80,90
363,4,6:21.0,,S. Williams enters the game for C. Bosh,80,90
364,4,6:21.0,,U. Haslem enters the game for J. McRoberts,80,90
365,4,6:21.0,,L. Deng enters the game for J. Ennis,80,90
366,4,6:01.0,,L. Deng misses 2-pt jump shot from 12 ft,80,90
367,4,6:00.0,,Offensive rebound by L. Deng,80,90
368,4,5:55.0,,S. Williams misses 3-pt jump shot from 22 ft,80,90
369,4,5:54.0,Defensive rebound by M. Williams,,80,90
370,4,5:44.0,S. Muhammad misses 2-pt jump shot from 12 ft,,80,90
371,4,5:43.0,,Defensive rebound by S. Napier,80,90
372,4,5:39.0,,Turnover by L. Deng (lost ball),80,90
373,4,5:31.0,,Violation by S. Napier (kicked ball),80,90
374,4,5:20.0,S. Muhammad misses 2-pt jump shot from 11 ft,,80,90
375,4,5:19.0,Offensive rebound by M. Williams,,80,90
376,4,5:14.0,K. Martin makes 3-pt jump shot from 25 ft (assist by M. Williams),,83,90
377,4,4:53.0,,D. Wade misses 2-pt jump shot from 12 ft,83,90
378,4,4:52.0,Defensive rebound by R. Hummel,,83,90
379,4,4:49.0,Turnover by K. Martin (step out of bounds),,83,90
380,4,4:49.0,T. Young enters the game for R. Hummel,,83,90
381,4,4:49.0,,N. Cole enters the game for S. Napier,83,90
382,4,4:49.0,A. Wiggins enters the game for S. Muhammad,,83,90
383,4,4:37.0,,D. Wade misses 2-pt layup from 1 ft,83,90
384,4,4:36.0,Defensive rebound by A. Wiggins,,83,90
385,4,4:28.0,K. Martin makes 3-pt jump shot from 24 ft,,86,90
386,4,4:28.0,,Miami full timeout,86,90
387,4,4:28.0,,C. Bosh enters the game for U. Haslem,86,90
388,4,4:09.0,,Shooting foul by T. Young (drawn by C. Bosh),86,90
