,QUARTER,TIME_REMAINING,DENVER_ACTION,ATLANTA_ACTION,DENVER_SCORE,ATLANTA_SCORE
68,1,3:41.0,,D. Schröder enters the game for J. Teague,15,21
69,1,3:41.0,,P. Millsap misses free throw 2 of 2,15,21
70,1,3:40.0,,Offensive rebound by Team,15,21
71,1,3:38.0,,Personal foul by A. Afflalo (drawn by K. Korver),15,21
72,1,3:31.0,,K. Korver misses 2-pt jump shot from 22 ft,15,21
73,1,3:30.0,Defensive rebound by J. Hickson,,15,21
74,1,3:16.0,J. Hickson makes 2-pt hook shot from 4 ft (assist by D. Arthur),,17,21
75,1,3:00.0,,P. Millsap misses 3-pt jump shot from 25 ft,17,21
76,1,2:59.0,Defensive rebound by A. Afflalo,,17,21
77,1,2:51.0,D. Arthur misses 2-pt jump shot from 19 ft,,17,21
78,1,2:49.0,,Defensive rebound by T. Sefolosha,17,21
79,1,2:45.0,,Atlanta full timeout,17,21
80,1,2:45.0,,M. Scott enters the game for P. Millsap,17,21
81,1,2:45.0,,S. Mack enters the game for K. Korver,17,21
82,1,2:45.0,G. Harris enters the game for A. Afflalo,,17,21
83,1,2:30.0,,P. Antić misses 3-pt jump shot from 23 ft,17,21
84,1,2:29.0,Defensive rebound by J. Hickson,,17,21
85,1,2:26.0,Shooting foul by T. Sefolosha (drawn by T. Lawson),,17,21
86,1,2:26.0,T. Lawson makes free throw 1 of 2,,18,21
87,1,2:26.0,T. Lawson makes free throw 2 of 2,,19,21
88,1,2:01.0,,P. Antić makes 2-pt jump shot from 14 ft (assist by S. Mack),19,23
89,1,1:46.0,J. Hickson misses 2-pt hook shot from 9 ft,,19,23
90,1,1:45.0,,Defensive rebound by P. Antić,19,23
91,1,1:31.0,,M. Scott makes 3-pt jump shot from 24 ft (assist by S. Mack),19,26
92,1,1:08.0,D. Arthur misses 3-pt jump shot from 23 ft,,19,26
93,1,1:07.0,,Defensive rebound by P. Antić,19,26
94,1,0:52.0,,P. Antić makes 2-pt jump shot from 17 ft (assist by S. Mack),19,28
95,1,0:40.0,D. Arthur misses 3-pt jump shot from 24 ft,,19,28
96,1,0:39.0,,Defensive rebound by D. Schröder,19,28
97,1,0:39.0,,Personal foul by J. Hickson (drawn by D. Schröder),19,28
98,1,0:39.0,,D. Schröder makes free throw 1 of 2,19,29
99,1,0:39.0,T. Mozgov enters the game for J. Hickson,,19,29
100,1,0:39.0,,D. Schröder makes free throw 2 of 2,19,30
101,1,0:31.0,D. Arthur makes 2-pt jump shot from 17 ft (assist by T. Lawson),,21,30
102,1,0:11.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,21,30
103,1,0:09.0,,Offensive rebound by D. Schröder,21,30
104,1,0:05.0,,D. Schröder misses 2-pt layup from 2 ft,21,30
105,1,0:05.0,,Offensive rebound by Team,21,30
106,1,0:05.0,,K. Korver enters the game for D. Schröder,21,30
107,1,0:04.0,,K. Korver makes 2-pt layup from 1 ft (assist by S. Mack),21,32
108,1,0:00.0,T. Lawson misses 3-pt jump shot from 36 ft,,21,32
109,1,0:00.0,Offensive rebound by Team,,21,32
110,2,11:42.0,D. Gallinari misses 2-pt jump shot from 22 ft,,21,32
111,2,11:38.0,,Defensive rebound by A. Horford,21,32
112,2,11:26.0,,Personal foul by E. Green (drawn by D. Schröder),21,32
113,2,11:17.0,,M. Scott misses 2-pt jump shot from 20 ft,21,32
114,2,11:15.0,Defensive rebound by T. Mozgov,,21,32
115,2,11:02.0,D. Gallinari misses 2-pt jump shot from 14 ft,,21,32
116,2,10:59.0,Offensive rebound by G. Harris,,21,32
117,2,10:59.0,Shooting foul by M. Scott (drawn by G. Harris),,21,32
118,2,10:59.0,G. Harris misses free throw 1 of 2,,21,32
119,2,10:59.0,Offensive rebound by Team,,21,32
120,2,10:59.0,G. Harris makes free throw 2 of 2,,22,32
121,2,10:36.0,,M. Scott misses 2-pt hook shot from 14 ft,22,32
122,2,10:34.0,Defensive rebound by T. Mozgov,,22,32
123,2,10:16.0,D. Gallinari misses 3-pt jump shot from 24 ft,,22,32
124,2,10:15.0,,Defensive rebound by S. Mack,22,32
125,2,10:10.0,,S. Mack makes 2-pt layup from 1 ft,22,34
126,2,9:55.0,,K. Korver enters the game for T. Sefolosha,22,34
127,2,9:46.0,G. Harris misses 2-pt jump shot from 13 ft,,22,34
128,2,9:43.0,,Defensive rebound by S. Mack,22,34
129,2,9:38.0,,D. Schröder makes 2-pt layup from 2 ft,22,36
130,2,9:14.0,G. Harris misses 3-pt jump shot from 26 ft,,22,36
131,2,9:14.0,,Defensive rebound by Team,22,36
132,2,8:56.0,,A. Horford makes 2-pt jump shot from 17 ft (assist by M. Scott),22,38
133,2,8:49.0,Denver full timeout,,22,38
134,2,8:49.0,,D. Carroll enters the game for S. Mack,22,38
135,2,8:49.0,J. Hickson enters the game for D. Gallinari,,22,38
136,2,8:49.0,W. Chandler enters the game for D. Arthur,,22,38
137,2,8:49.0,A. Afflalo enters the game for G. Harris,,22,38
138,2,8:49.0,T. Lawson enters the game for E. Green,,22,38
139,2,8:40.0,J. Hickson misses 2-pt jump shot from 11 ft,,22,38
140,2,8:40.0,,Defensive rebound by Team,22,38
141,2,8:40.0,Loose ball foul by T. Mozgov (drawn by D. Carroll),,22,38
142,2,8:24.0,,D. Carroll misses 2-pt hook shot from 9 ft,22,38
143,2,8:23.0,Defensive rebound by T. Mozgov,,22,38
144,2,8:14.0,Def 3 sec tech foul by M. Scott,,22,38
145,2,8:14.0,A. Afflalo misses technical free throw,,22,38
146,2,8:14.0,Offensive rebound by Team,,22,38
147,2,8:06.0,T. Lawson misses 3-pt jump shot from 27 ft,,22,38
148,2,8:05.0,Offensive rebound by J. Hickson,,22,38
149,2,7:55.0,T. Lawson makes 2-pt jump shot from 4 ft,,24,38
150,2,7:35.0,,A. Horford misses 3-pt jump shot from 23 ft,24,38
151,2,7:34.0,,Offensive rebound by D. Carroll,24,38
152,2,7:30.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by K. Korver),24,41
153,2,7:14.0,T. Mozgov makes 2-pt layup from 3 ft (assist by T. Lawson),,26,41
154,2,6:50.0,,D. Schröder misses 2-pt jump shot from 19 ft,26,41
155,2,6:48.0,Defensive rebound by J. Hickson,,26,41
156,2,6:38.0,A. Afflalo misses 2-pt jump shot from 15 ft,,26,41
157,2,6:36.0,,Defensive rebound by D. Schröder,26,41
158,2,6:26.0,,K. Korver misses 2-pt layup from 1 ft,26,41
159,2,6:22.0,Defensive rebound by T. Lawson,,26,41
160,2,6:05.0,A. Afflalo misses 3-pt jump shot from 24 ft,,26,41
161,2,6:05.0,Offensive rebound by Team,,26,41
162,2,6:05.0,Personal foul by A. Horford (drawn by T. Mozgov),,26,41
163,2,6:05.0,,J. Teague enters the game for D. Schröder,26,41
164,2,5:58.0,Turnover by T. Lawson (lost ball; steal by M. Scott),,26,41
165,2,5:54.0,,J. Teague makes 2-pt layup from 1 ft (assist by M. Scott),26,43
166,2,5:30.0,W. Chandler misses 3-pt jump shot from 23 ft,,26,43
167,2,5:26.0,,Defensive rebound by K. Korver,26,43
168,2,5:13.0,,Shooting foul by T. Mozgov (drawn by M. Scott),26,43
169,2,5:13.0,Official timeout,,26,43
170,2,5:13.0,A. Gee enters the game for J. Hickson,,26,43
171,2,5:13.0,,M. Scott makes free throw 1 of 2,26,44
172,2,5:13.0,,M. Scott makes free throw 2 of 2,26,45
173,2,4:59.0,A. Gee makes 2-pt layup at rim,,28,45
174,2,4:44.0,,M. Scott makes 2-pt jump shot from 8 ft,28,47
175,2,4:23.0,W. Chandler makes 2-pt jump shot from 9 ft (assist by T. Lawson),,30,47
176,2,4:12.0,,J. Teague misses 3-pt jump shot from 24 ft,30,47
177,2,4:10.0,Defensive rebound by T. Mozgov,,30,47
178,2,3:59.0,Shooting foul by D. Carroll (drawn by T. Mozgov),,30,47
179,2,3:59.0,T. Mozgov makes free throw 1 of 2,,31,47
180,2,3:59.0,,P. Millsap enters the game for A. Horford,31,47
181,2,3:59.0,,P. Antić enters the game for M. Scott,31,47
182,2,3:59.0,T. Mozgov makes free throw 2 of 2,,32,47
183,2,3:45.0,,Shooting foul by A. Afflalo (drawn by D. Carroll),32,47
184,2,3:45.0,,D. Carroll makes free throw 1 of 2,32,48
185,2,3:45.0,,D. Carroll misses free throw 2 of 2,32,48
186,2,3:44.0,Defensive rebound by T. Mozgov,,32,48
187,2,3:29.0,W. Chandler makes 2-pt layup from 1 ft,,34,48
188,2,3:17.0,,J. Teague misses 2-pt jump shot from 9 ft,34,48
189,2,3:15.0,Defensive rebound by T. Mozgov,,34,48
190,2,3:06.0,T. Mozgov makes 2-pt jump shot from 16 ft (assist by A. Gee),,36,48
191,2,2:59.0,,Atlanta full timeout,36,48
192,2,2:44.0,,P. Millsap misses 2-pt jump shot from 10 ft,36,48
193,2,2:43.0,Defensive rebound by W. Chandler,,36,48
194,2,2:37.0,Turnover by W. Chandler (lost ball; steal by P. Millsap),,36,48
195,2,2:37.0,,Atlanta full timeout,36,48
196,2,2:24.0,,K. Korver misses 3-pt jump shot from 25 ft,36,48
197,2,2:24.0,,Offensive rebound by Team,36,48
198,2,2:24.0,Loose ball foul by T. Mozgov (drawn by P. Antić),,36,48
199,2,2:24.0,,P. Antić makes free throw 1 of 2,36,49
200,2,2:24.0,J. Hickson enters the game for T. Mozgov,,36,49
201,2,2:24.0,,K. Bazemore enters the game for K. Korver,36,49
202,2,2:24.0,,P. Antić misses free throw 2 of 2,36,49
203,2,2:23.0,Defensive rebound by J. Hickson,,36,49
204,2,2:10.0,Turnover by A. Gee (bad pass; steal by P. Millsap),,36,49
205,2,2:10.0,,Personal foul by A. Gee (drawn by P. Millsap),36,49
206,2,2:10.0,,P. Millsap makes free throw 1 of 2,36,50
207,2,2:10.0,,P. Millsap makes free throw 2 of 2,36,51
208,2,2:00.0,W. Chandler misses 3-pt jump shot from 25 ft,,36,51
209,2,1:59.0,,Defensive rebound by Team,36,51
210,2,1:46.0,,Turnover by K. Bazemore (step out of bounds),36,51
211,2,1:29.0,A. Afflalo misses 2-pt jump shot from 16 ft,,36,51
212,2,1:28.0,,Defensive rebound by J. Teague,36,51
213,2,1:13.0,,J. Teague makes 2-pt jump shot from 3 ft,36,53
214,2,0:57.0,W. Chandler misses 2-pt jump shot from 7 ft,,36,53
215,2,0:57.0,,Defensive rebound by Team,36,53
216,2,0:57.0,Loose ball foul by J. Hickson (drawn by P. Millsap),,36,53
217,2,0:57.0,,P. Millsap makes free throw 1 of 2,36,54
218,2,0:57.0,D. Arthur enters the game for J. Hickson,,36,54
219,2,0:57.0,,P. Millsap makes free throw 2 of 2,36,55
220,2,0:36.0,T. Lawson misses 3-pt jump shot from 24 ft,,36,55
221,2,0:34.0,,Defensive rebound by K. Bazemore,36,55
222,2,0:28.0,,D. Carroll misses 3-pt jump shot from 25 ft,36,55
223,2,0:26.0,Defensive rebound by A. Gee,,36,55
224,2,0:07.0,W. Chandler misses 3-pt jump shot from 25 ft,,36,55
225,2,0:05.0,,Defensive rebound by P. Antić,36,55
226,2,0:00.0,,D. Carroll makes 2-pt layup from 1 ft,36,57
227,3,11:47.0,A. Afflalo misses 3-pt jump shot from 25 ft,,36,57
228,3,11:46.0,,Defensive rebound by A. Horford,36,57
229,3,11:37.0,,P. Millsap makes 3-pt jump shot from 23 ft (assist by A. Horford),36,60
230,3,11:26.0,Shooting foul by K. Korver (drawn by J. Hickson),,36,60
231,3,11:26.0,J. Hickson makes free throw 1 of 2,,37,60
232,3,11:26.0,J. Hickson makes free throw 2 of 2,,38,60
233,3,11:24.0,,D. Carroll misses 2-pt layup from 1 ft,38,60
234,3,11:23.0,,Offensive rebound by D. Carroll,38,60
235,3,11:14.0,,Shooting foul by J. Hickson (drawn by P. Millsap),38,60
236,3,11:14.0,,P. Millsap makes free throw 1 of 2,38,61
237,3,11:14.0,D. Arthur enters the game for J. Hickson,,38,61
238,3,11:14.0,,P. Millsap makes free throw 2 of 2,38,62
239,3,10:54.0,Turnover by W. Chandler (lost ball; steal by D. Carroll),,38,62
240,3,10:53.0,,Turnover by P. Millsap (bad pass),38,62
241,3,10:35.0,W. Chandler makes 2-pt layup from 2 ft (assist by A. Afflalo),,40,62
242,3,10:19.0,,J. Teague misses 3-pt jump shot from 25 ft,40,62
243,3,10:19.0,Defensive rebound by Team,,40,62
244,3,10:12.0,W. Chandler misses 3-pt jump shot from 23 ft,,40,62
245,3,10:10.0,Offensive rebound by T. Mozgov,,40,62
246,3,10:06.0,A. Afflalo misses 3-pt jump shot from 25 ft,,40,62
247,3,10:05.0,,Defensive rebound by D. Carroll,40,62
248,3,9:40.0,,J. Teague misses 3-pt jump shot from 25 ft,40,62
249,3,9:37.0,Defensive rebound by D. Arthur,,40,62
250,3,9:27.0,W. Chandler makes 2-pt jump shot from 13 ft (assist by A. Afflalo),,42,62
251,3,9:13.0,,P. Millsap misses 2-pt jump shot from 7 ft,42,62
252,3,9:11.0,,Offensive rebound by D. Carroll,42,62
253,3,9:09.0,,D. Carroll misses 2-pt layup from 2 ft (block by T. Mozgov),42,62
254,3,9:08.0,Defensive rebound by A. Afflalo,,42,62
255,3,9:05.0,A. Afflalo misses 2-pt layup at rim,,42,62
256,3,9:04.0,,Defensive rebound by A. Horford,42,62
257,3,8:56.0,,D. Carroll makes 2-pt layup from 1 ft (assist by A. Horford),42,64
258,3,8:42.0,W. Chandler makes 3-pt jump shot from 24 ft (assist by D. Arthur),,45,64
259,3,8:16.0,,D. Carroll misses 2-pt jump shot from 15 ft,45,64
260,3,8:13.0,Defensive rebound by T. Lawson,,45,64
261,3,8:03.0,D. Arthur misses 2-pt jump shot from 20 ft,,45,64
262,3,8:02.0,,Defensive rebound by D. Carroll,45,64
263,3,7:55.0,,A. Horford misses 2-pt jump shot from 19 ft,45,64
264,3,7:53.0,Defensive rebound by W. Chandler,,45,64
265,3,7:45.0,T. Lawson misses 3-pt jump shot from 25 ft,,45,64
266,3,7:44.0,,Defensive rebound by D. Carroll,45,64
267,3,7:28.0,,P. Millsap makes 3-pt jump shot from 23 ft (assist by J. Teague),45,67
268,3,7:28.0,,Shooting foul by D. Arthur (drawn by P. Millsap),45,67
269,3,7:28.0,,P. Millsap misses free throw 1 of 1,45,67
270,3,7:27.0,Defensive rebound by T. Mozgov,,45,67
271,3,7:10.0,Turnover by D. Arthur (lost ball; steal by J. Teague),,45,67
272,3,7:05.0,,Turnover by J. Teague (lost ball; steal by T. Lawson),45,67
273,3,6:59.0,Personal foul by A. Horford (drawn by A. Afflalo),,45,67
274,3,6:46.0,T. Mozgov makes 2-pt layup from 1 ft (assist by D. Arthur),,47,67
275,3,6:32.0,,Turnover by D. Carroll (lost ball; steal by A. Afflalo),47,67
276,3,6:28.0,W. Chandler makes 2-pt layup at rim,,49,67
277,3,6:28.0,Shooting foul by K. Korver (drawn by W. Chandler),,49,67
278,3,6:28.0,W. Chandler makes free throw 1 of 1,,50,67
279,3,6:18.0,,Atlanta full timeout,50,67
280,3,6:10.0,,A. Horford makes 2-pt hook shot from 3 ft (assist by J. Teague),50,69
281,3,5:57.0,Personal foul by A. Horford (drawn by T. Mozgov),,50,69
282,3,5:45.0,T. Lawson misses 2-pt jump shot from 21 ft,,50,69
283,3,5:43.0,,Defensive rebound by K. Korver,50,69
284,3,5:35.0,,K. Korver misses 3-pt jump shot from 25 ft,50,69
285,3,5:34.0,Defensive rebound by A. Afflalo,,50,69
286,3,5:18.0,W. Chandler misses 3-pt jump shot from 26 ft,,50,69
287,3,5:17.0,,Defensive rebound by K. Korver,50,69
288,3,4:52.0,,J. Teague misses 2-pt jump shot from 10 ft,50,69
289,3,4:49.0,Defensive rebound by W. Chandler,,50,69
290,3,4:44.0,A. Afflalo makes 2-pt layup from 1 ft (assist by W. Chandler),,52,69
291,3,4:44.0,Shooting foul by K. Korver (drawn by A. Afflalo),,52,69
292,3,4:44.0,,P. Antić enters the game for A. Horford,52,69
293,3,4:44.0,A. Afflalo misses free throw 1 of 1,,52,69
294,3,4:41.0,,Defensive rebound by K. Korver,52,69
295,3,4:33.0,,Turnover by J. Teague (bad pass; steal by T. Mozgov),52,69
296,3,4:28.0,W. Chandler makes 2-pt layup from 1 ft (assist by T. Lawson),,54,69
297,3,4:12.0,,K. Korver misses 3-pt jump shot from 25 ft,54,69
298,3,4:10.0,,Offensive rebound by P. Antić,54,69
299,3,3:59.0,,Personal foul by T. Lawson (drawn by J. Teague),54,69
300,3,3:59.0,A. Gee enters the game for A. Afflalo,,54,69
301,3,3:47.0,,J. Teague misses 2-pt jump shot from 5 ft,54,69
302,3,3:44.0,Defensive rebound by T. Mozgov,,54,69
303,3,3:39.0,T. Mozgov makes 2-pt jump shot from 12 ft (assist by T. Lawson),,56,69
304,3,3:39.0,,Atlanta full timeout,56,69
305,3,3:39.0,,S. Mack enters the game for K. Korver,56,69
306,3,3:39.0,,D. Schröder enters the game for J. Teague,56,69
307,3,3:30.0,,Turnover by D. Schröder (bad pass; steal by D. Arthur),56,69
308,3,3:23.0,A. Gee makes 2-pt dunk at rim (assist by T. Lawson),,58,69
309,3,3:04.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by D. Schröder),58,72
310,3,2:48.0,D. Arthur makes 2-pt jump shot from 16 ft (assist by T. Lawson),,60,72
311,3,2:37.0,,Personal foul by D. Arthur (drawn by P. Millsap),60,72
312,3,2:37.0,Denver full timeout,,60,72
313,3,2:28.0,,P. Antić misses 3-pt jump shot from 24 ft,60,72
314,3,2:27.0,,Offensive rebound by D. Carroll,60,72
315,3,2:26.0,,D. Carroll makes 2-pt layup from 1 ft,60,74
316,3,1:58.0,D. Arthur misses 3-pt jump shot from 25 ft,,60,74
317,3,1:56.0,,Defensive rebound by P. Millsap,60,74
318,3,1:51.0,,S. Mack misses 2-pt jump shot from 18 ft,60,74
319,3,1:50.0,Defensive rebound by T. Lawson,,60,74
320,3,1:42.0,A. Gee misses 2-pt jump shot from 17 ft,,60,74
321,3,1:40.0,Offensive rebound by W. Chandler,,60,74
322,3,1:36.0,T. Lawson misses 3-pt jump shot from 24 ft,,60,74
323,3,1:35.0,Offensive rebound by A. Gee,,60,74
324,3,1:31.0,A. Gee makes 2-pt layup at rim,,62,74
325,3,1:19.0,,Turnover by D. Schröder (lost ball; steal by A. Gee),62,74
326,3,1:15.0,A. Gee makes 2-pt dunk at rim (assist by D. Arthur),,64,74
327,3,0:55.0,,Turnover by P. Millsap (lost ball; steal by A. Gee),64,74
328,3,0:50.0,Turnover by W. Chandler (lost ball),,64,74
329,3,0:50.0,,T. Sefolosha enters the game for D. Carroll,64,74
330,3,0:33.0,,P. Millsap makes 2-pt layup from 2 ft (assist by D. Schröder),64,76
331,3,0:33.0,,Shooting foul by T. Mozgov (drawn by P. Millsap),64,76
332,3,0:33.0,,P. Millsap makes free throw 1 of 1,64,77
333,3,0:14.0,D. Arthur makes 2-pt layup from 2 ft (assist by W. Chandler),,66,77
334,3,0:00.0,,P. Antić misses 3-pt jump shot from 25 ft,66,77
335,3,0:00.0,,Offensive rebound by Team,66,77
336,4,11:43.0,,T. Sefolosha misses 3-pt jump shot from 22 ft,66,77
337,4,11:42.0,Defensive rebound by W. Chandler,,66,77
338,4,11:28.0,Turnover by T. Lawson (bad pass; steal by D. Schröder),,66,77
339,4,11:21.0,,D. Schröder misses 2-pt jump shot from 6 ft,66,77
340,4,11:18.0,,Offensive rebound by T. Sefolosha,66,77
341,4,11:18.0,,T. Sefolosha misses 2-pt tip-in at rim,66,77
342,4,11:17.0,Defensive rebound by T. Mozgov,,66,77
343,4,11:03.0,T. Mozgov makes 2-pt jump shot from 16 ft (assist by D. Gallinari),,68,77
344,4,10:44.0,,Personal foul by A. Gee (drawn by M. Scott),68,77
345,4,10:31.0,,D. Schröder misses 2-pt layup from 2 ft,68,77
346,4,10:31.0,,Offensive rebound by A. Horford,68,77
347,4,10:31.0,,A. Horford makes 2-pt layup at rim,68,79
348,4,10:31.0,,Shooting foul by T. Mozgov (drawn by A. Horford),68,79
349,4,10:31.0,,A. Horford makes free throw 1 of 1,68,80
350,4,10:16.0,W. Chandler makes 3-pt jump shot from 24 ft (assist by T. Lawson),,71,80
351,4,10:01.0,,S. Mack makes 2-pt jump shot from 8 ft (assist by D. Schröder),71,82
352,4,9:48.0,D. Gallinari misses 3-pt jump shot from 25 ft,,71,82
353,4,9:47.0,,Defensive rebound by M. Scott,71,82
354,4,9:39.0,,Turnover by M. Scott (bad pass),71,82
355,4,9:39.0,J. Hickson enters the game for T. Mozgov,,71,82
356,4,9:27.0,W. Chandler misses 3-pt jump shot from 25 ft,,71,82
357,4,9:26.0,Offensive rebound by T. Lawson,,71,82
358,4,9:26.0,Personal foul by D. Schröder (drawn by T. Lawson),,71,82
359,4,9:14.0,D. Gallinari misses 2-pt jump shot from 5 ft (block by T. Sefolosha),,71,82
360,4,9:12.0,,Defensive rebound by A. Horford,71,82
361,4,8:55.0,,D. Schröder misses 2-pt layup from 1 ft,71,82
362,4,8:53.0,Defensive rebound by J. Hickson,,71,82
363,4,8:47.0,D. Gallinari misses 3-pt jump shot from 23 ft,,71,82
364,4,8:46.0,Offensive rebound by Team,,71,82
365,4,8:46.0,,Loose ball foul by S. Mack (drawn by A. Gee),71,82
366,4,8:46.0,Official timeout,,71,82
367,4,8:46.0,,K. Korver enters the game for S. Mack,71,82
368,4,8:46.0,G. Harris enters the game for W. Chandler,,71,82
369,4,8:33.0,T. Lawson misses 2-pt layup from 1 ft,,71,82
370,4,8:29.0,Offensive rebound by D. Gallinari,,71,82
371,4,8:25.0,G. Harris misses 3-pt jump shot from 25 ft,,71,82
372,4,8:23.0,Offensive rebound by G. Harris,,71,82
373,4,8:17.0,G. Harris misses 3-pt jump shot from 25 ft,,71,82
374,4,8:15.0,,Defensive rebound by A. Horford,71,82
375,4,7:53.0,,T. Sefolosha makes 2-pt jump shot from 4 ft (assist by K. Korver),71,84
376,4,7:37.0,J. Hickson misses 2-pt jump shot from 15 ft,,71,84
377,4,7:35.0,,Defensive rebound by M. Scott,71,84
378,4,7:15.0,,A. Horford misses 2-pt jump shot from 8 ft,71,84
379,4,7:15.0,Defensive rebound by Team,,71,84
380,4,7:15.0,,Loose ball foul by T. Sefolosha (drawn by G. Harris),71,84
381,4,7:15.0,,J. Teague enters the game for D. Schröder,71,84
382,4,7:05.0,G. Harris misses 2-pt jump shot from 4 ft (block by A. Horford),,71,84
383,4,7:05.0,Offensive rebound by Team,,71,84
384,4,6:59.0,G. Harris misses 3-pt jump shot from 23 ft,,71,84
385,4,6:59.0,,Defensive rebound by Team,71,84
