,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,UTAH_ACTION,NEW ORLEANS_SCORE,UTAH_SCORE
392,4,5:33.0,,Turnover by D. Favors (bad pass; steal by R. Anderson),95,82
393,4,5:25.0,R. Anderson misses 3-pt jump shot from 24 ft,,95,82
394,4,5:24.0,Offensive rebound by T. Evans,,95,82
395,4,5:22.0,T. Evans misses 2-pt jump shot from 3 ft (block by A. Burks),,95,82
396,4,5:22.0,,Defensive rebound by Team,95,82
397,4,5:05.0,,Turnover by A. Burks (bad pass; steal by J. Withey),95,82
398,4,4:45.0,A. Rivers misses 3-pt jump shot from 24 ft,,95,82
399,4,4:44.0,,Defensive rebound by A. Burks,95,82
400,4,4:41.0,Violation by J. Withey (def goaltending),,95,82
401,4,4:41.0,,T. Burke makes 2-pt layup at rim (assist by G. Hayward),95,84
402,4,4:24.0,A. Rivers misses 3-pt jump shot from 24 ft,,95,84
403,4,4:23.0,,Defensive rebound by T. Booker,95,84
404,4,4:14.0,,Shooting foul by J. Withey (drawn by T. Booker),95,84
405,4,4:14.0,,T. Booker makes free throw 1 of 2,95,85
406,4,4:14.0,,D. Exum enters the game for A. Burks,95,85
407,4,4:14.0,A. Davis enters the game for J. Withey,,95,85
408,4,4:14.0,,T. Booker makes free throw 2 of 2,95,86
409,4,3:58.0,J. Holiday makes 2-pt layup from 2 ft,,97,86
410,4,3:43.0,,Personal foul by J. Holiday (drawn by G. Hayward),97,86
411,4,3:33.0,,Shooting foul by J. Holiday (drawn by G. Hayward),97,86
412,4,3:33.0,,G. Hayward makes free throw 1 of 2,97,87
413,4,3:33.0,,G. Hayward makes free throw 2 of 2,97,88
414,4,3:21.0,Shooting foul by D. Favors (drawn by J. Holiday),,97,88
415,4,3:21.0,J. Holiday makes free throw 1 of 2,,98,88
416,4,3:21.0,J. Holiday makes free throw 2 of 2,,99,88
417,4,3:11.0,,T. Burke makes 2-pt jump shot from 20 ft (assist by T. Booker),99,90
418,4,2:53.0,A. Rivers makes 2-pt layup from 1 ft (assist by J. Holiday),,101,90
419,4,2:47.0,,D. Exum misses 3-pt jump shot from 24 ft,101,90
420,4,2:43.0,Defensive rebound by J. Holiday,,101,90
421,4,2:27.0,J. Holiday makes 2-pt layup from 2 ft,,103,90
422,4,2:23.0,,Utah full timeout,103,90
423,4,2:23.0,,S. Novak enters the game for T. Booker,103,90
424,4,2:17.0,,G. Hayward makes 2-pt dunk at rim,103,92
425,4,1:53.0,R. Anderson misses 2-pt layup from 2 ft,,103,92
426,4,1:51.0,Offensive rebound by A. Davis,,103,92
427,4,1:51.0,A. Davis misses 2-pt tip-in from 3 ft,,103,92
428,4,1:49.0,,Defensive rebound by S. Novak,103,92
429,4,1:36.0,,T. Burke misses 3-pt jump shot from 25 ft,103,92
430,4,1:33.0,,Offensive rebound by D. Favors,103,92
431,4,1:32.0,,D. Favors misses 2-pt layup at rim (block by R. Anderson),103,92
432,4,1:28.0,,Offensive rebound by D. Favors,103,92
433,4,1:27.0,,D. Favors misses 2-pt layup from 2 ft (block by R. Anderson),103,92
434,4,1:24.0,Defensive rebound by R. Anderson,,103,92
435,4,1:21.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,105,92
436,4,1:21.0,Shooting foul by D. Favors (drawn by A. Davis),,105,92
437,4,1:21.0,A. Davis makes free throw 1 of 1,,106,92
438,4,1:00.0,,G. Hayward makes 2-pt layup from 2 ft,106,94
439,4,0:41.0,A. Davis misses 2-pt jump shot from 15 ft,,106,94
440,4,0:39.0,Offensive rebound by J. Holiday,,106,94
441,4,0:37.0,J. Holiday misses 2-pt layup at rim,,106,94
442,4,0:36.0,,Defensive rebound by D. Favors,106,94
443,4,0:30.0,,S. Novak misses 3-pt jump shot from 24 ft,106,94
444,4,0:28.0,Defensive rebound by T. Evans,,106,94
445,4,0:07.0,T. Evans misses 2-pt jump shot from 22 ft,,106,94
446,4,0:06.0,,Defensive rebound by S. Novak,106,94
