,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PHOENIX_ACTION,MILWAUKEE_SCORE,PHOENIX_SCORE
174,2,4:28.0,Turnover by B. Knight (bad pass; steal by A. Len),,33,41
175,2,4:16.0,,A. Len misses 2-pt jump shot from 15 ft,33,41
176,2,4:14.0,,Offensive rebound by G. Green,33,41
177,2,4:05.0,,E. Bledsoe makes 2-pt layup from 1 ft,33,43
178,2,3:40.0,B. Knight makes 2-pt layup from 1 ft,,35,43
179,2,3:25.0,,Personal foul by O. Mayo (drawn by G. Green),35,43
180,2,3:25.0,,G. Green makes free throw 1 of 2,35,44
181,2,3:25.0,J. Dudley enters the game for K. Middleton,,35,44
182,2,3:25.0,,G. Green makes free throw 2 of 2,35,45
183,2,3:00.0,Z. Pachulia misses 2-pt jump shot from 15 ft,,35,45
184,2,2:58.0,Offensive rebound by O. Mayo,,35,45
185,2,2:54.0,Turnover by O. Mayo (bad pass),,35,45
186,2,2:54.0,Milwaukee full timeout,,35,45
187,2,2:54.0,J. Parker enters the game for Z. Pachulia,,35,45
188,2,2:37.0,,M. Morris makes 2-pt jump shot from 8 ft (assist by P. Tucker),35,47
189,2,2:20.0,J. Parker misses 2-pt layup from 2 ft,,35,47
190,2,2:18.0,,Defensive rebound by A. Len,35,47
191,2,2:12.0,,Personal foul by B. Knight (drawn by M. Morris),35,47
192,2,2:12.0,,M. Morris makes free throw 1 of 2,35,48
193,2,2:12.0,,M. Morris enters the game for A. Len,35,48
194,2,2:12.0,,M. Morris makes free throw 2 of 2,35,49
195,2,2:05.0,Personal foul by E. Bledsoe (drawn by B. Knight),,35,49
196,2,2:05.0,B. Knight makes free throw 1 of 2,,36,49
197,2,2:05.0,B. Knight makes free throw 2 of 2,,37,49
198,2,1:50.0,,Personal foul by G. Antetokounmpo (drawn by M. Morris),37,49
199,2,1:50.0,,M. Morris makes free throw 1 of 2,37,50
200,2,1:50.0,,M. Morris makes free throw 2 of 2,37,51
201,2,1:39.0,,Violation by M. Morris (kicked ball),37,51
202,2,1:36.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,39,51
203,2,1:36.0,Shooting foul by M. Morris (drawn by G. Antetokounmpo),,39,51
204,2,1:36.0,G. Antetokounmpo makes free throw 1 of 1,,40,51
205,2,1:17.0,,G. Green misses 3-pt jump shot from 25 ft,40,51
206,2,1:15.0,Defensive rebound by G. Antetokounmpo,,40,51
207,2,1:12.0,Turnover by G. Antetokounmpo (bad pass),,40,51
208,2,0:52.0,,M. Morris misses 3-pt jump shot from 23 ft,40,51
209,2,0:50.0,,Offensive rebound by M. Morris,40,51
210,2,0:45.0,,G. Green misses 3-pt jump shot from 24 ft,40,51
211,2,0:43.0,Defensive rebound by G. Antetokounmpo,,40,51
212,2,0:33.0,J. Parker makes 2-pt layup from 1 ft,,42,51
213,2,0:16.0,,Personal foul by J. Parker (drawn by E. Bledsoe),42,51
214,2,0:16.0,,E. Bledsoe makes free throw 1 of 2,42,52
215,2,0:16.0,,E. Bledsoe makes free throw 2 of 2,42,53
216,2,0:03.0,B. Knight misses 2-pt jump shot from 3 ft (block by G. Green),,42,53
217,2,0:01.0,Offensive rebound by J. Parker,,42,53
218,2,0:01.0,J. Parker makes 2-pt jump shot from 5 ft,,44,53
219,2,0:00.0,,G. Green misses 3-pt jump shot from 67 ft,44,53
220,2,0:00.0,,Offensive rebound by Team,44,53
221,3,11:47.0,J. Parker misses 2-pt layup from 1 ft (block by A. Len),,44,53
222,3,11:44.0,,Defensive rebound by E. Bledsoe,44,53
223,3,11:42.0,,Personal foul by B. Knight (drawn by E. Bledsoe),44,53
224,3,11:30.0,,A. Len misses 2-pt jump shot from 15 ft,44,53
225,3,11:28.0,Defensive rebound by O. Mayo,,44,53
226,3,11:10.0,B. Knight misses 3-pt jump shot from 22 ft,,44,53
227,3,11:09.0,,Defensive rebound by Team,44,53
228,3,10:58.0,,G. Green misses 3-pt jump shot from 24 ft,44,53
229,3,10:56.0,Defensive rebound by J. Parker,,44,53
230,3,10:52.0,Personal foul by P. Tucker (drawn by J. Parker),,44,53
231,3,10:52.0,,Personal foul by J. Parker,44,53
232,3,10:52.0,Milwaukee full timeout,,44,53
233,3,10:52.0,J. Dudley enters the game for J. Parker,,44,53
234,3,10:40.0,Turnover by O. Mayo (traveling),,44,53
235,3,10:26.0,,Turnover by E. Bledsoe (lost ball),44,53
236,3,10:17.0,L. Sanders misses 2-pt jump shot from 4 ft,,44,53
237,3,10:15.0,,Defensive rebound by P. Tucker,44,53
238,3,10:05.0,,Turnover by M. Morris (lost ball),44,53
239,3,9:54.0,Turnover by B. Knight (bad pass; steal by P. Tucker),,44,53
240,3,9:54.0,,Personal foul by L. Sanders (drawn by P. Tucker),44,53
241,3,9:31.0,,G. Green misses 3-pt jump shot from 25 ft,44,53
242,3,9:29.0,Defensive rebound by G. Antetokounmpo,,44,53
243,3,9:23.0,Turnover by J. Dudley (bad pass; steal by E. Bledsoe),,44,53
244,3,9:19.0,,E. Bledsoe makes 2-pt layup from 1 ft,44,55
245,3,9:08.0,Shooting foul by A. Len (drawn by O. Mayo),,44,55
246,3,9:08.0,O. Mayo makes free throw 1 of 2,,45,55
247,3,9:08.0,O. Mayo makes free throw 2 of 2,,46,55
248,3,8:48.0,,M. Morris misses 2-pt jump shot from 12 ft,46,55
249,3,8:45.0,,Offensive rebound by A. Len,46,55
250,3,8:45.0,,A. Len makes 2-pt layup at rim,46,57
251,3,8:33.0,J. Dudley misses 3-pt jump shot from 24 ft,,46,57
252,3,8:33.0,Offensive rebound by Team,,46,57
253,3,8:33.0,,Loose ball foul by A. Len (drawn by L. Sanders),46,57
254,3,8:33.0,,M. Plumlee enters the game for A. Len,46,57
255,3,8:27.0,G. Antetokounmpo misses 2-pt jump shot from 10 ft,,46,57
256,3,8:27.0,Offensive rebound by Team,,46,57
257,3,8:24.0,O. Mayo makes 3-pt jump shot from 23 ft (assist by J. Dudley),,49,57
258,3,8:03.0,,M. Morris makes 2-pt jump shot from 10 ft (assist by P. Tucker),49,59
259,3,7:50.0,B. Knight makes 2-pt layup from 1 ft,,51,59
260,3,7:44.0,,Personal foul by G. Antetokounmpo (drawn by M. Morris),51,59
261,3,7:23.0,,E. Bledsoe misses 2-pt jump shot from 8 ft,51,59
262,3,7:22.0,,Offensive rebound by Team,51,59
263,3,7:22.0,,Turnover by Team (shot clock),51,59
264,3,7:12.0,J. Dudley misses 2-pt jump shot from 19 ft,,51,59
265,3,7:10.0,,Defensive rebound by G. Green,51,59
266,3,6:58.0,,G. Green makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),51,62
267,3,6:33.0,Turnover by B. Knight (lost ball),,51,62
268,3,6:14.0,,Shooting foul by L. Sanders (drawn by E. Bledsoe),51,62
269,3,6:14.0,,E. Bledsoe makes free throw 1 of 2,51,63
270,3,6:14.0,Z. Pachulia enters the game for L. Sanders,,51,63
271,3,6:14.0,,E. Bledsoe misses free throw 2 of 2,51,63
272,3,6:13.0,,Offensive rebound by M. Plumlee,51,63
273,3,6:05.0,,M. Morris misses 3-pt jump shot from 25 ft,51,63
274,3,6:02.0,,Offensive rebound by P. Tucker,51,63
275,3,5:52.0,,Turnover by M. Morris (bad pass; steal by Z. Pachulia),51,63
276,3,5:45.0,G. Antetokounmpo misses 2-pt jump shot from 6 ft,,51,63
277,3,5:42.0,,Defensive rebound by M. Plumlee,51,63
278,3,5:34.0,,I. Thomas enters the game for E. Bledsoe,51,63
279,3,5:34.0,,M. Plumlee makes flagrant free throw 1 of 2,51,64
280,3,5:34.0,,M. Plumlee misses flagrant free throw 2 of 2,51,64
281,3,5:34.0,,Offensive rebound by Team,51,64
282,3,5:22.0,,Turnover by G. Green (lost ball),51,64
283,3,5:22.0,J. Bayless enters the game for O. Mayo,,51,64
284,3,5:22.0,K. Middleton enters the game for G. Antetokounmpo,,51,64
285,3,5:05.0,Z. Pachulia makes 2-pt layup at rim (assist by J. Dudley),,53,64
286,3,5:05.0,,Violation by M. Plumlee (def goaltending),53,64
287,3,4:48.0,,Personal foul by K. Middleton (drawn by I. Thomas),53,64
288,3,4:48.0,,I. Thomas makes free throw 1 of 2,53,65
289,3,4:48.0,,A. Tolliver enters the game for M. Morris,53,65
290,3,4:48.0,,I. Thomas makes free throw 2 of 2,53,66
291,3,4:29.0,Turnover by B. Knight (lost ball; steal by I. Thomas),,53,66
292,3,4:22.0,,G. Green misses 3-pt jump shot from 25 ft,53,66
293,3,4:20.0,Defensive rebound by J. Bayless,,53,66
294,3,4:12.0,J. Dudley makes 3-pt jump shot from 25 ft (assist by J. Bayless),,56,66
295,3,3:48.0,,Turnover by I. Thomas (lost ball; steal by J. Dudley),56,66
296,3,3:44.0,B. Knight makes 2-pt layup from 1 ft (assist by J. Dudley),,58,66
297,3,3:44.0,,Phoenix full timeout,58,66
298,3,3:44.0,,T. Warren enters the game for P. Tucker,58,66
299,3,3:44.0,,M. Morris enters the game for G. Green,58,66
300,3,3:27.0,,Turnover by M. Morris (bad pass; steal by Z. Pachulia),58,66
301,3,3:22.0,Personal foul by M. Morris (drawn by Z. Pachulia),,58,66
302,3,3:11.0,B. Knight misses 2-pt jump shot from 6 ft,,58,66
303,3,3:10.0,,Defensive rebound by M. Morris,58,66
304,3,2:55.0,,A. Tolliver misses 3-pt jump shot from 24 ft,58,66
305,3,2:53.0,Defensive rebound by J. Bayless,,58,66
306,3,2:47.0,K. Middleton makes 2-pt jump shot from 5 ft,,60,66
307,3,2:30.0,,Shooting foul by J. Bayless (drawn by T. Warren),60,66
308,3,2:30.0,,T. Warren makes free throw 1 of 2,60,67
309,3,2:30.0,,T. Warren makes free throw 2 of 2,60,68
310,3,2:22.0,J. Bayless makes 2-pt layup from 1 ft (assist by B. Knight),,62,68
311,3,2:04.0,,Shooting foul by J. Dudley (drawn by I. Thomas),62,68
312,3,2:04.0,,I. Thomas misses free throw 1 of 3,62,68
313,3,2:04.0,,Offensive rebound by Team,62,68
314,3,2:04.0,,I. Thomas makes free throw 2 of 3,62,69
315,3,2:04.0,,I. Thomas makes free throw 3 of 3,62,70
316,3,1:52.0,B. Knight misses 2-pt jump shot from 18 ft,,62,70
317,3,1:50.0,,Defensive rebound by M. Morris,62,70
318,3,1:43.0,,M. Morris misses 3-pt jump shot from 24 ft,62,70
319,3,1:41.0,Defensive rebound by B. Knight,,62,70
320,3,1:23.0,J. Bayless makes 3-pt jump shot from 24 ft (assist by J. Dudley),,65,70
321,3,1:01.0,,I. Thomas misses 3-pt jump shot from 25 ft,65,70
322,3,0:59.0,Defensive rebound by J. Dudley,,65,70
323,3,0:53.0,J. Bayless misses 2-pt jump shot from 7 ft (block by T. Warren),,65,70
324,3,0:53.0,Offensive rebound by Team,,65,70
325,3,0:44.0,K. Middleton misses 3-pt jump shot from 24 ft,,65,70
326,3,0:42.0,,Defensive rebound by Team,65,70
327,3,0:32.0,,M. Plumlee makes 2-pt hook shot from 8 ft (assist by A. Tolliver),65,72
328,3,0:16.0,Personal foul by T. Warren (drawn by J. Bayless),,65,72
329,3,0:16.0,O. Mayo enters the game for J. Dudley,,65,72
330,3,0:03.0,Shooting foul by T. Warren (drawn by J. Bayless),,65,72
331,3,0:03.0,J. Bayless makes free throw 1 of 2,,66,72
332,3,0:03.0,K. Marshall enters the game for B. Knight,,66,72
333,3,0:03.0,J. Bayless makes free throw 2 of 2,,67,72
334,4,11:44.0,,A. Tolliver misses 3-pt jump shot from 25 ft,67,72
335,4,11:42.0,Defensive rebound by K. Middleton,,67,72
336,4,11:29.0,O. Mayo makes 3-pt jump shot from 24 ft (assist by K. Middleton),,70,72
337,4,11:16.0,,Personal foul by G. Antetokounmpo (drawn by E. Bledsoe),70,72
338,4,11:16.0,,M. Morris enters the game for A. Tolliver,70,72
339,4,11:16.0,,P. Tucker enters the game for M. Morris,70,72
340,4,11:01.0,,Turnover by Team (shot clock),70,72
341,4,10:41.0,,Offensive charge foul by O. Mayo (drawn by E. Bledsoe),70,72
342,4,10:41.0,Turnover by O. Mayo (offensive foul),,70,72
343,4,10:34.0,,Offensive foul by I. Thomas (drawn by K. Marshall),70,72
344,4,10:34.0,,Turnover by I. Thomas (offensive foul),70,72
345,4,10:24.0,G. Antetokounmpo makes flagrant free throw 1 of 2,,71,72
346,4,10:24.0,G. Antetokounmpo misses flagrant free throw 2 of 2,,71,72
347,4,10:24.0,Offensive rebound by Team,,71,72
348,4,10:24.0,,G. Green enters the game for A. Len,71,72
349,4,10:16.0,Turnover by K. Marshall (bad pass; steal by P. Tucker),,71,72
350,4,10:13.0,,Turnover by P. Tucker (bad pass; steal by K. Middleton),71,72
351,4,9:58.0,K. Marshall misses 3-pt jump shot from 25 ft,,71,72
352,4,9:56.0,,Defensive rebound by I. Thomas,71,72
353,4,9:49.0,,Personal foul by G. Antetokounmpo (drawn by M. Morris),71,72
354,4,9:41.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by M. Morris),71,75
355,4,9:21.0,G. Antetokounmpo misses 2-pt jump shot from 7 ft,,71,75
356,4,9:20.0,,Defensive rebound by M. Morris,71,75
357,4,9:09.0,,I. Thomas makes 2-pt layup at rim,71,77
358,4,8:58.0,Turnover by O. Mayo (traveling),,71,77
359,4,8:58.0,Official timeout,,71,77
360,4,8:58.0,J. Dudley enters the game for G. Antetokounmpo,,71,77
361,4,8:58.0,Z. Pachulia enters the game for O. Mayo,,71,77
362,4,8:58.0,B. Knight enters the game for K. Marshall,,71,77
363,4,8:43.0,,I. Thomas makes 3-pt jump shot from 25 ft,71,80
364,4,8:24.0,J. Bayless makes 2-pt jump shot from 22 ft,,73,80
365,4,8:03.0,,I. Thomas makes 3-pt jump shot from 25 ft,73,83
366,4,7:44.0,B. Knight misses 2-pt jump shot from 20 ft,,73,83
367,4,7:42.0,,Defensive rebound by G. Green,73,83
368,4,7:22.0,,I. Thomas misses 3-pt jump shot from 25 ft,73,83
369,4,7:20.0,Defensive rebound by B. Knight,,73,83
370,4,7:14.0,J. Dudley makes 3-pt jump shot from 24 ft (assist by B. Knight),,76,83
371,4,6:46.0,,Turnover by M. Morris (bad pass; steal by B. Knight),76,83
372,4,6:43.0,Personal foul by I. Thomas (drawn by J. Bayless),,76,83
373,4,6:39.0,B. Knight makes 2-pt jump shot from 5 ft (assist by Z. Pachulia),,78,83
374,4,6:12.0,,M. Morris misses 2-pt jump shot from 13 ft,78,83
375,4,6:10.0,Defensive rebound by J. Bayless,,78,83
376,4,5:56.0,K. Middleton makes 2-pt jump shot from 12 ft,,80,83
377,4,5:55.0,,Phoenix full timeout,80,83
378,4,5:43.0,,Offensive foul by M. Morris (drawn by B. Knight),80,83
379,4,5:43.0,,Turnover by M. Morris (offensive foul),80,83
380,4,5:32.0,B. Knight misses 2-pt jump shot from 6 ft,,80,83
381,4,5:31.0,Offensive rebound by J. Dudley,,80,83
382,4,5:23.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by J. Bayless),,82,83
383,4,5:02.0,,Turnover by M. Morris (3 sec),82,83
384,4,5:02.0,,A. Len enters the game for I. Thomas,82,83
385,4,4:48.0,B. Knight misses 2-pt layup from 1 ft,,82,83
