,QUARTER,TIME_REMAINING,DENVER_ACTION,MILWAUKEE_ACTION,DENVER_SCORE,MILWAUKEE_SCORE
115,2,10:23.0,Defensive rebound by J. Hickson,,23,20
116,2,10:19.0,J. Hickson makes 2-pt layup at rim,,25,20
117,2,10:03.0,,Turnover by T. Ennis (bad pass; steal by J. Hickson),25,20
118,2,10:01.0,Turnover by J. Hickson (bad pass; steal by O. Mayo),,25,20
119,2,10:01.0,,Personal foul by E. Green (drawn by O. Mayo),25,20
120,2,9:50.0,,J. O'Bryant makes 2-pt jump shot from 14 ft (assist by K. Middleton),25,22
121,2,9:33.0,Shooting foul by T. Ennis (drawn by E. Green),,25,22
122,2,9:33.0,E. Green makes free throw 1 of 2,,26,22
123,2,9:33.0,E. Green makes free throw 2 of 2,,27,22
124,2,9:13.0,,O. Mayo misses 2-pt jump shot from 11 ft,27,22
125,2,9:11.0,Defensive rebound by J. Hickson,,27,22
126,2,9:05.0,Shooting foul by J. O'Bryant (drawn by D. Arthur),,27,22
127,2,9:05.0,D. Arthur makes free throw 1 of 2,,28,22
128,2,9:05.0,,J. Dudley enters the game for J. O'Bryant,28,22
129,2,9:05.0,D. Arthur makes free throw 2 of 2,,29,22
130,2,8:49.0,Official timeout,,29,22
131,2,8:46.0,,Turnover by O. Mayo (bad pass; steal by E. Green),29,22
132,2,8:43.0,E. Green makes 2-pt layup at rim,,31,22
133,2,8:29.0,,J. Dudley makes 2-pt jump shot from 17 ft (assist by T. Ennis),31,24
134,2,8:03.0,D. Arthur misses 2-pt jump shot from 18 ft,,31,24
135,2,8:02.0,Offensive rebound by J. Hickson,,31,24
136,2,7:58.0,J. Hickson misses 2-pt layup at rim,,31,24
137,2,7:56.0,Offensive rebound by D. Gallinari,,31,24
138,2,7:52.0,D. Gallinari misses 2-pt jump shot from 11 ft,,31,24
139,2,7:51.0,,Defensive rebound by T. Ennis,31,24
140,2,7:41.0,,J. Dudley makes 3-pt jump shot from 23 ft (assist by K. Middleton),31,27
141,2,7:15.0,D. Gallinari misses 2-pt layup from 2 ft,,31,27
142,2,7:14.0,Offensive rebound by J. Hickson,,31,27
143,2,7:14.0,J. Hickson misses 2-pt tip-in at rim,,31,27
144,2,7:13.0,,Defensive rebound by O. Mayo,31,27
145,2,7:08.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by J. Dudley),31,29
146,2,7:08.0,Denver full timeout,,31,29
147,2,7:08.0,,J. Henson enters the game for Z. Pachulia,31,29
148,2,7:08.0,J. Nelson enters the game for D. Arthur,,31,29
149,2,7:08.0,J. Nurkić enters the game for J. Hickson,,31,29
150,2,7:08.0,K. Faried enters the game for E. Green,,31,29
151,2,6:45.0,D. Gallinari misses 2-pt jump shot from 18 ft,,31,29
152,2,6:44.0,Offensive rebound by K. Faried,,31,29
153,2,6:43.0,K. Faried misses 2-pt layup at rim (block by J. Henson),,31,29
154,2,6:43.0,Offensive rebound by J. Nurkić,,31,29
155,2,6:43.0,Shooting foul by K. Middleton (drawn by J. Nurkić),,31,29
156,2,6:43.0,J. Nurkić misses free throw 1 of 2,,31,29
157,2,6:43.0,Offensive rebound by Team,,31,29
158,2,6:43.0,,G. Antetokounmpo enters the game for K. Middleton,31,29
159,2,6:43.0,J. Nurkić misses free throw 2 of 2,,31,29
160,2,6:41.0,,Defensive rebound by G. Antetokounmpo,31,29
161,2,6:41.0,Technical foul by D. Arthur,,31,29
162,2,6:41.0,,O. Mayo misses technical free throw,31,29
163,2,6:41.0,,Offensive rebound by Team,31,29
164,2,6:18.0,,O. Mayo makes 2-pt jump shot from 17 ft,31,31
165,2,5:59.0,R. Foye misses 3-pt jump shot from 26 ft,,31,31
166,2,5:59.0,Offensive rebound by J. Nelson,,31,31
167,2,5:59.0,,Loose ball foul by T. Ennis (drawn by J. Nelson),31,31
168,2,5:59.0,,J. Bayless enters the game for T. Ennis,31,31
169,2,5:43.0,K. Faried misses 2-pt layup at rim (block by J. Henson),,31,31
170,2,5:40.0,Offensive rebound by K. Faried,,31,31
171,2,5:33.0,J. Nelson misses 2-pt jump shot from 11 ft,,31,31
172,2,5:32.0,,Defensive rebound by J. Henson,31,31
173,2,5:32.0,W. Chandler enters the game for R. Foye,,31,31
174,2,5:22.0,,Turnover by O. Mayo (bad pass; steal by D. Gallinari),31,31
175,2,5:22.0,Personal foul by O. Mayo (drawn by D. Gallinari),,31,31
176,2,5:22.0,D. Gallinari makes free throw 1 of 2,,32,31
177,2,5:22.0,D. Gallinari makes free throw 2 of 2,,33,31
178,2,5:07.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,33,31
179,2,5:06.0,Defensive rebound by K. Faried,,33,31
180,2,5:01.0,K. Faried misses 2-pt layup from 1 ft (block by J. Henson),,33,31
181,2,4:59.0,,Defensive rebound by G. Antetokounmpo,33,31
182,2,4:55.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,33,31
183,2,4:53.0,,Offensive rebound by J. Henson,33,31
184,2,4:40.0,,J. Henson makes 2-pt hook shot from 4 ft (assist by O. Mayo),33,33
185,2,4:15.0,K. Faried makes 2-pt jump shot from 3 ft (assist by J. Nelson),,35,33
186,2,3:50.0,,O. Mayo misses 2-pt jump shot from 19 ft,35,33
187,2,3:49.0,Defensive rebound by K. Faried,,35,33
188,2,3:36.0,J. Nurkić makes 2-pt layup at rim (assist by K. Faried),,37,33
189,2,3:36.0,Shooting foul by J. Henson (drawn by J. Nurkić),,37,33
190,2,3:36.0,,Z. Pachulia enters the game for J. Henson,37,33
191,2,3:36.0,,K. Middleton enters the game for O. Mayo,37,33
192,2,3:36.0,J. Nurkić makes free throw 1 of 1,,38,33
193,2,3:21.0,,J. Bayless makes 2-pt jump shot from 17 ft,38,35
194,2,2:59.0,Denver full timeout,,38,35
195,2,2:59.0,,Milwaukee full timeout,38,35
196,2,2:54.0,W. Chandler makes 2-pt jump shot from 18 ft,,40,35
197,2,2:29.0,,G. Antetokounmpo misses 2-pt jump shot from 20 ft,40,35
198,2,2:28.0,,Offensive rebound by Z. Pachulia,40,35
199,2,2:21.0,,J. Bayless misses 3-pt jump shot from 26 ft,40,35
200,2,2:20.0,,Offensive rebound by Z. Pachulia,40,35
201,2,2:18.0,,Z. Pachulia makes 2-pt layup at rim,40,37
202,2,2:00.0,D. Gallinari makes 2-pt jump shot from 17 ft (assist by J. Nelson),,42,37
203,2,1:45.0,,Turnover by G. Antetokounmpo (bad pass; steal by D. Gallinari),42,37
204,2,1:33.0,J. Nelson misses 2-pt layup from 1 ft,,42,37
205,2,1:31.0,Offensive rebound by J. Nurkić,,42,37
206,2,1:28.0,J. Nurkić makes 2-pt hook shot from 2 ft,,44,37
207,2,1:04.0,,Def 3 sec tech foul by J. Nurkić,44,37
208,2,1:04.0,,K. Middleton makes technical free throw,44,38
209,2,0:59.0,,K. Middleton makes 2-pt jump shot from 14 ft (assist by J. Bayless),44,40
210,2,0:52.0,J. Nelson misses 3-pt jump shot from 28 ft,,44,40
211,2,0:51.0,,Defensive rebound by K. Middleton,44,40
212,2,0:46.0,,Shooting block foul by J. Nurkić (drawn by K. Middleton),44,40
213,2,0:46.0,,K. Middleton makes free throw 1 of 2,44,41
214,2,0:46.0,,K. Middleton makes free throw 2 of 2,44,42
215,2,0:31.0,K. Faried misses 2-pt hook shot from 3 ft,,44,42
216,2,0:29.0,Offensive rebound by J. Nurkić,,44,42
217,2,0:29.0,J. Nurkić misses 2-pt tip-in from 1 ft,,44,42
218,2,0:27.0,,Defensive rebound by K. Middleton,44,42
219,2,0:19.0,,G. Antetokounmpo misses 2-pt layup at rim (block by J. Nurkić),44,42
220,2,0:17.0,Defensive rebound by J. Nelson,,44,42
221,2,0:00.0,Turnover by J. Nelson (lost ball; steal by G. Antetokounmpo),,44,42
222,3,11:47.0,,J. Dudley misses 2-pt layup at rim,44,42
223,3,11:46.0,Defensive rebound by J. Nurkić,,44,42
224,3,11:33.0,W. Chandler makes 2-pt layup from 1 ft (assist by J. Nurkić),,46,42
225,3,11:11.0,,Turnover by K. Middleton (lost ball; steal by D. Gallinari),46,42
226,3,11:04.0,Personal foul by G. Antetokounmpo (drawn by D. Gallinari),,46,42
227,3,10:52.0,W. Chandler misses 3-pt jump shot from 27 ft,,46,42
228,3,10:49.0,,Defensive rebound by G. Antetokounmpo,46,42
229,3,10:44.0,,J. Bayless misses 2-pt layup from 1 ft,46,42
230,3,10:42.0,,Offensive rebound by Team,46,42
231,3,10:41.0,,Shooting foul by J. Nurkić (drawn by G. Antetokounmpo),46,42
232,3,10:41.0,,G. Antetokounmpo makes free throw 1 of 2,46,43
233,3,10:41.0,,G. Antetokounmpo makes free throw 2 of 2,46,44
234,3,10:20.0,D. Gallinari makes 3-pt jump shot from 23 ft (assist by J. Nelson),,49,44
235,3,10:06.0,,J. Henson makes 2-pt layup at rim (assist by J. Dudley),49,46
236,3,9:50.0,J. Nelson makes 2-pt jump shot from 18 ft,,51,46
237,3,9:35.0,,J. Henson makes 2-pt layup at rim (assist by J. Bayless),51,48
238,3,9:10.0,K. Faried makes 2-pt hook shot from 2 ft (assist by J. Nelson),,53,48
239,3,8:53.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft (assist by J. Bayless),53,50
240,3,8:43.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by J. Nelson),,56,50
241,3,8:23.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,56,50
242,3,8:22.0,Defensive rebound by J. Nurkić,,56,50
243,3,8:05.0,W. Chandler misses 2-pt jump shot from 17 ft,,56,50
244,3,8:05.0,Offensive rebound by Team,,56,50
245,3,8:05.0,,Loose ball foul by G. Antetokounmpo (drawn by K. Faried),56,50
246,3,7:49.0,J. Nelson misses 2-pt jump shot from 19 ft,,56,50
247,3,7:48.0,Offensive rebound by J. Nurkić,,56,50
248,3,7:48.0,J. Nurkić misses 2-pt tip-in from 1 ft,,56,50
249,3,7:46.0,,Defensive rebound by G. Antetokounmpo,56,50
250,3,7:24.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,56,50
251,3,7:23.0,Defensive rebound by J. Nurkić,,56,50
252,3,7:18.0,W. Chandler makes 2-pt layup at rim,,58,50
253,3,7:18.0,,Milwaukee full timeout,58,50
254,3,7:07.0,,J. Bayless misses 2-pt jump shot from 18 ft,58,50
255,3,7:06.0,Defensive rebound by W. Chandler,,58,50
256,3,6:42.0,W. Chandler misses 3-pt jump shot from 27 ft,,58,50
257,3,6:41.0,,Defensive rebound by G. Antetokounmpo,58,50
258,3,6:38.0,,Turnover by G. Antetokounmpo (offensive foul),58,50
259,3,6:38.0,,Offensive foul by G. Antetokounmpo (drawn by K. Faried),58,50
260,3,6:26.0,Turnover by K. Faried (3 sec),,58,50
261,3,6:26.0,,O. Mayo enters the game for G. Antetokounmpo,58,50
262,3,6:09.0,,J. Henson makes 2-pt layup at rim (assist by J. Bayless),58,52
263,3,5:56.0,Turnover by K. Faried (bad pass; steal by J. Henson),,58,52
264,3,5:49.0,,J. Bayless makes 3-pt jump shot from 22 ft (assist by K. Middleton),58,55
265,3,5:49.0,Denver full timeout,,58,55
266,3,5:49.0,D. Arthur enters the game for K. Faried,,58,55
267,3,5:33.0,D. Gallinari misses 3-pt jump shot from 25 ft,,58,55
268,3,5:30.0,,Defensive rebound by J. Dudley,58,55
269,3,5:26.0,,Personal block foul by D. Gallinari (drawn by K. Middleton),58,55
270,3,5:16.0,,K. Middleton misses 2-pt jump shot from 5 ft,58,55
271,3,5:15.0,Defensive rebound by J. Nurkić,,58,55
272,3,5:05.0,D. Arthur misses 2-pt jump shot from 17 ft,,58,55
273,3,5:03.0,,Defensive rebound by J. Dudley,58,55
274,3,4:55.0,,Shooting foul by D. Arthur (drawn by J. Henson),58,55
275,3,4:55.0,,J. Henson makes free throw 1 of 2,58,56
276,3,4:55.0,R. Foye enters the game for D. Gallinari,,58,56
277,3,4:55.0,,J. Henson makes free throw 2 of 2,58,57
278,3,4:34.0,Shooting foul by J. Bayless (drawn by J. Nelson),,58,57
279,3,4:34.0,J. Nelson makes free throw 1 of 3,,59,57
280,3,4:34.0,J. Nelson misses free throw 2 of 3,,59,57
281,3,4:34.0,Offensive rebound by Team,,59,57
282,3,4:34.0,J. Nelson makes free throw 3 of 3,,60,57
283,3,4:23.0,,J. Henson misses 2-pt hook shot from 3 ft,60,57
284,3,4:23.0,,Offensive rebound by J. Dudley,60,57
285,3,4:23.0,Loose ball foul by W. Chandler (drawn by J. Dudley),,60,57
286,3,4:23.0,E. Green enters the game for J. Nelson,,60,57
287,3,4:14.0,,J. Henson makes 2-pt dunk at rim (assist by O. Mayo),60,59
288,3,3:56.0,W. Chandler misses 3-pt jump shot from 24 ft,,60,59
289,3,3:55.0,,Defensive rebound by O. Mayo,60,59
290,3,3:32.0,,K. Middleton makes 3-pt jump shot from 27 ft,60,62
291,3,3:22.0,Personal foul by K. Middleton (drawn by W. Chandler),,60,62
292,3,3:22.0,,T. Ennis enters the game for J. Bayless,60,62
293,3,3:22.0,J. Hickson enters the game for J. Nurkić,,60,62
294,3,3:12.0,E. Green makes 2-pt jump shot from 20 ft (assist by R. Foye),,62,62
295,3,2:58.0,,J. Henson makes 2-pt dunk at rim (assist by O. Mayo),62,64
296,3,2:37.0,R. Foye misses 3-pt jump shot from 25 ft,,62,64
297,3,2:36.0,,Defensive rebound by K. Middleton,62,64
298,3,2:33.0,,Personal block foul by R. Foye (drawn by K. Middleton),62,64
299,3,2:33.0,,K. Middleton makes free throw 1 of 2,62,65
300,3,2:33.0,,Z. Pachulia enters the game for J. Henson,62,65
301,3,2:33.0,G. Harris enters the game for W. Chandler,,62,65
302,3,2:33.0,,K. Middleton makes free throw 2 of 2,62,66
303,3,2:18.0,J. Hickson misses 2-pt jump shot from 4 ft,,62,66
304,3,2:18.0,Offensive rebound by J. Hickson,,62,66
305,3,2:18.0,Shooting foul by J. Dudley (drawn by J. Hickson),,62,66
306,3,2:18.0,J. Hickson misses free throw 1 of 2,,62,66
307,3,2:18.0,Offensive rebound by Team,,62,66
308,3,2:18.0,J. Hickson makes free throw 2 of 2,,63,66
309,3,1:54.0,,Z. Pachulia misses 2-pt layup from 2 ft (block by D. Arthur),63,66
310,3,1:54.0,,Offensive rebound by Team,63,66
311,3,1:54.0,,Turnover by Team (shot clock),63,66
312,3,1:44.0,E. Green misses 2-pt jump shot from 19 ft,,63,66
313,3,1:42.0,,Defensive rebound by Z. Pachulia,63,66
314,3,1:39.0,,Shooting foul by D. Arthur (drawn by O. Mayo),63,66
315,3,1:39.0,,O. Mayo makes free throw 1 of 2,63,67
316,3,1:39.0,D. Gallinari enters the game for D. Arthur,,63,67
317,3,1:39.0,,O. Mayo makes free throw 2 of 2,63,68
318,3,1:24.0,Denver full timeout,,63,68
319,3,1:20.0,Turnover by G. Harris (traveling),,63,68
320,3,1:01.0,,O. Mayo misses 2-pt jump shot from 11 ft,63,68
321,3,1:00.0,Defensive rebound by J. Hickson,,63,68
322,3,0:51.0,R. Foye misses 2-pt layup at rim,,63,68
323,3,0:50.0,,Defensive rebound by Z. Pachulia,63,68
324,3,0:44.0,,J. Dudley makes 2-pt jump shot from 14 ft (assist by T. Ennis),63,70
325,3,0:28.0,Turnover by J. Hickson (3 sec),,63,70
326,3,0:12.0,,Turnover by T. Ennis (lost ball; steal by E. Green),63,70
327,3,0:09.0,E. Green makes 2-pt layup at rim,,65,70
328,3,0:04.0,,T. Ennis misses 2-pt jump shot from 11 ft,65,70
329,3,0:03.0,Defensive rebound by D. Gallinari,,65,70
330,3,0:00.0,D. Gallinari misses 3-pt jump shot from 36 ft,,65,70
331,3,0:00.0,Offensive rebound by Team,,65,70
332,4,11:47.0,Shooting foul by Z. Pachulia (drawn by J. Hickson),,65,70
333,4,11:47.0,J. Hickson misses free throw 1 of 2,,65,70
334,4,11:47.0,Offensive rebound by Team,,65,70
335,4,11:47.0,J. Hickson makes free throw 2 of 2,,66,70
336,4,11:24.0,,G. Antetokounmpo misses 2-pt jump shot from 15 ft,66,70
337,4,11:24.0,,Offensive rebound by Team,66,70
338,4,11:21.0,,O. Mayo misses 2-pt jump shot from 16 ft (block by R. Foye),66,70
339,4,11:20.0,,Offensive rebound by Team,66,70
340,4,11:15.0,,Z. Pachulia makes 2-pt jump shot from 15 ft,66,72
341,4,10:58.0,Personal block foul by J. Bayless (drawn by G. Harris),,66,72
342,4,10:51.0,Turnover by J. Hickson (bad pass),,66,72
343,4,10:43.0,,Shooting foul by G. Harris (drawn by T. Ennis),66,72
344,4,10:43.0,,T. Ennis makes free throw 1 of 2,66,73
345,4,10:43.0,J. Nelson enters the game for E. Green,,66,73
346,4,10:43.0,,T. Ennis makes free throw 2 of 2,66,74
347,4,10:32.0,Shooting foul by T. Ennis (drawn by J. Hickson),,66,74
348,4,10:32.0,J. Hickson makes free throw 1 of 2,,67,74
349,4,10:32.0,W. Chandler enters the game for G. Harris,,67,74
350,4,10:32.0,J. Hickson makes free throw 2 of 2,,68,74
351,4,10:14.0,,T. Ennis misses 3-pt jump shot from 25 ft,68,74
352,4,10:13.0,Defensive rebound by J. Hickson,,68,74
353,4,10:08.0,Personal block foul by G. Antetokounmpo (drawn by D. Gallinari),,68,74
354,4,10:08.0,,J. Dudley enters the game for G. Antetokounmpo,68,74
355,4,10:02.0,J. Nelson misses 3-pt jump shot from 26 ft,,68,74
356,4,10:01.0,,Defensive rebound by O. Mayo,68,74
357,4,9:50.0,,O. Mayo misses 2-pt jump shot from 18 ft,68,74
358,4,9:49.0,Defensive rebound by R. Foye,,68,74
359,4,9:35.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by R. Foye),,71,74
360,4,9:22.0,,Personal foul by J. Hickson (drawn by Z. Pachulia),71,74
361,4,9:06.0,,Z. Pachulia misses 2-pt hook shot from 3 ft,71,74
362,4,9:05.0,Defensive rebound by D. Gallinari,,71,74
363,4,8:49.0,J. Hickson misses 2-pt layup at rim,,71,74
364,4,8:48.0,,Defensive rebound by Z. Pachulia,71,74
365,4,8:35.0,,J. Dudley makes 2-pt layup at rim (assist by Z. Pachulia),71,76
366,4,8:04.0,D. Gallinari misses 3-pt jump shot from 23 ft,,71,76
367,4,8:02.0,,Defensive rebound by J. Bayless,71,76
368,4,7:54.0,,Shooting block foul by J. Nelson (drawn by J. Dudley),71,76
369,4,7:54.0,Official timeout,,71,76
370,4,7:54.0,J. Nurkić enters the game for R. Foye,,71,76
371,4,7:54.0,K. Faried enters the game for J. Hickson,,71,76
372,4,7:54.0,,J. Dudley misses free throw 1 of 2,71,76
373,4,7:54.0,,Offensive rebound by Team,71,76
374,4,7:54.0,,J. Dudley makes free throw 2 of 2,71,77
375,4,7:29.0,W. Chandler misses 2-pt jump shot from 16 ft,,71,77
376,4,7:28.0,Offensive rebound by J. Nurkić,,71,77
377,4,7:22.0,J. Nelson makes 3-pt jump shot from 23 ft (assist by W. Chandler),,74,77
378,4,7:00.0,,T. Ennis makes 2-pt jump shot from 16 ft (assist by J. Bayless),74,79
379,4,6:37.0,W. Chandler misses 3-pt jump shot from 26 ft,,74,79
380,4,6:35.0,,Defensive rebound by J. Dudley,74,79
381,4,6:29.0,,O. Mayo makes 2-pt layup at rim,74,81
