,QUARTER,TIME_REMAINING,MIAMI_ACTION,PHOENIX_ACTION,MIAMI_SCORE,PHOENIX_SCORE
93,2,10:21.0,S. Napier misses 3-pt jump shot from 25 ft,,28,29
94,2,10:20.0,,Defensive rebound by A. Tolliver,28,29
95,2,10:04.0,,G. Green misses 2-pt jump shot from 11 ft,28,29
96,2,10:02.0,Defensive rebound by J. Ennis,,28,29
97,2,9:57.0,Personal block foul by A. Tolliver (drawn by M. Chalmers),,28,29
98,2,9:57.0,D. Wade enters the game for S. Napier,,28,29
99,2,9:49.0,M. Chalmers misses 2-pt layup from 1 ft (block by A. Len),,28,29
100,2,9:48.0,,Defensive rebound by M. Morris,28,29
101,2,9:42.0,,M. Morris makes 2-pt jump shot from 21 ft,28,31
102,2,9:40.0,Miami full timeout,,28,31
103,2,9:21.0,D. Wade misses 2-pt jump shot from 15 ft,,28,31
104,2,9:19.0,,Defensive rebound by A. Tolliver,28,31
105,2,9:14.0,,Turnover by G. Green (bad pass; steal by J. Ennis),28,31
106,2,9:05.0,J. Ennis makes 2-pt jump shot from 3 ft (assist by D. Wade),,30,31
107,2,8:51.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by T. Ennis),30,34
108,2,8:32.0,Turnover by M. Chalmers (bad pass; steal by M. Morris),,30,34
109,2,8:17.0,,Shooting foul by D. Wade (drawn by G. Green),30,34
110,2,8:17.0,,G. Green misses free throw 1 of 3,30,34
111,2,8:17.0,,Offensive rebound by Team,30,34
112,2,8:17.0,,G. Green makes free throw 2 of 3,30,35
113,2,8:17.0,J. McRoberts enters the game for S. Williams,,30,35
114,2,8:17.0,,G. Green makes free throw 3 of 3,30,36
115,2,8:08.0,M. Chalmers makes 2-pt layup from 2 ft (assist by J. McRoberts),,32,36
116,2,7:46.0,,M. Morris misses 2-pt jump shot from 15 ft,32,36
117,2,7:45.0,Defensive rebound by J. Ennis,,32,36
118,2,7:31.0,D. Wade makes 2-pt jump shot from 6 ft (assist by J. Ennis),,34,36
119,2,7:17.0,,Turnover by G. Green (offensive foul),34,36
120,2,7:17.0,Offensive charge foul by G. Green (drawn by U. Haslem),,34,36
121,2,7:17.0,,G. Dragić enters the game for T. Ennis,34,36
122,2,7:17.0,,M. Plumlee enters the game for A. Len,34,36
123,2,7:17.0,,E. Bledsoe enters the game for G. Green,34,36
124,2,6:59.0,M. Chalmers misses 2-pt jump shot from 18 ft,,34,36
125,2,6:58.0,,Defensive rebound by M. Morris,34,36
126,2,6:53.0,,Personal foul by M. Chalmers (drawn by E. Bledsoe),34,36
127,2,6:47.0,,A. Tolliver misses 3-pt jump shot from 25 ft,34,36
128,2,6:45.0,Defensive rebound by J. Ennis,,34,36
129,2,6:38.0,D. Wade makes 2-pt jump shot from 6 ft (assist by M. Chalmers),,36,36
130,2,6:21.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by M. Morris),36,39
131,2,5:59.0,J. McRoberts makes 2-pt jump shot from 8 ft,,38,39
132,2,5:49.0,,G. Dragić makes 3-pt jump shot from 25 ft,38,42
133,2,5:34.0,M. Chalmers makes 2-pt layup from 1 ft,,40,42
134,2,5:24.0,,Offensive foul by M. Plumlee (drawn by M. Chalmers),40,42
135,2,5:24.0,,Turnover by M. Plumlee (offensive foul),40,42
136,2,5:24.0,Official timeout,,40,42
137,2,5:24.0,,P. Tucker enters the game for M. Morris,40,42
138,2,5:24.0,C. Bosh enters the game for M. Chalmers,,40,42
139,2,5:24.0,N. Cole enters the game for U. Haslem,,40,42
140,2,5:05.0,C. Bosh misses 2-pt jump shot from 16 ft,,40,42
141,2,5:03.0,Offensive rebound by J. McRoberts,,40,42
142,2,4:55.0,D. Wade misses 2-pt jump shot from 2 ft,,40,42
143,2,4:54.0,Offensive rebound by D. Wade,,40,42
144,2,4:54.0,D. Wade misses 2-pt tip-in from 2 ft,,40,42
145,2,4:53.0,,Defensive rebound by G. Dragić,40,42
146,2,4:48.0,,M. Plumlee misses 2-pt layup from 3 ft (block by J. Ennis),40,42
147,2,4:46.0,Defensive rebound by C. Bosh,,40,42
148,2,4:39.0,Personal foul by G. Dragić (drawn by D. Wade),,40,42
149,2,4:39.0,,M. Morris enters the game for A. Tolliver,40,42
150,2,4:39.0,L. Deng enters the game for J. Ennis,,40,42
151,2,4:31.0,D. Wade misses 2-pt layup from 2 ft (block by M. Plumlee),,40,42
152,2,4:30.0,,Defensive rebound by P. Tucker,40,42
153,2,4:12.0,,Shooting foul by D. Wade (drawn by M. Morris),40,42
154,2,4:12.0,Technical foul by Team,,40,42
155,2,4:12.0,,M. Morris makes technical free throw,40,43
156,2,4:12.0,,M. Morris makes free throw 1 of 2,40,44
157,2,4:12.0,,M. Morris makes free throw 2 of 2,40,45
158,2,3:59.0,N. Cole misses 3-pt jump shot from 22 ft,,40,45
159,2,3:57.0,,Defensive rebound by M. Morris,40,45
160,2,3:38.0,,Turnover by M. Plumlee (lost ball),40,45
161,2,3:18.0,C. Bosh misses 2-pt hook shot from 9 ft,,40,45
162,2,3:16.0,,Defensive rebound by P. Tucker,40,45
163,2,3:10.0,,E. Bledsoe misses 2-pt jump shot from 19 ft,40,45
164,2,3:08.0,,Offensive rebound by M. Morris,40,45
165,2,3:08.0,,M. Morris misses 2-pt tip-in from 1 ft,40,45
166,2,3:06.0,Defensive rebound by D. Wade,,40,45
167,2,2:47.0,C. Bosh makes 2-pt jump shot from 16 ft,,42,45
168,2,2:40.0,,Phoenix full timeout,42,45
169,2,2:40.0,M. Chalmers enters the game for D. Wade,,42,45
170,2,2:37.0,,Offensive foul by M. Morris (drawn by M. Chalmers),42,45
171,2,2:37.0,,Turnover by M. Morris (offensive foul),42,45
172,2,2:37.0,,M. Morris enters the game for M. Morris,42,45
173,2,2:31.0,Turnover by L. Deng (offensive foul),,42,45
174,2,2:31.0,Offensive foul by L. Deng (drawn by E. Bledsoe),,42,45
175,2,2:14.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),42,48
176,2,1:57.0,,Violation by M. Plumlee (def goaltending),42,48
177,2,1:57.0,N. Cole makes 2-pt layup from 2 ft (assist by J. McRoberts),,44,48
178,2,1:40.0,,P. Tucker misses 2-pt jump shot from 17 ft,44,48
179,2,1:39.0,Defensive rebound by C. Bosh,,44,48
180,2,1:38.0,Turnover by C. Bosh (bad pass; steal by M. Plumlee),,44,48
181,2,1:38.0,,Personal foul by C. Bosh (drawn by M. Plumlee),44,48
182,2,1:38.0,D. Wade enters the game for M. Chalmers,,44,48
183,2,1:35.0,,E. Bledsoe misses 2-pt jump shot from 17 ft,44,48
184,2,1:34.0,Defensive rebound by C. Bosh,,44,48
185,2,1:14.0,L. Deng makes 2-pt jump shot from 7 ft,,46,48
186,2,1:02.0,,G. Dragić misses 2-pt layup from 1 ft,46,48
187,2,1:01.0,,Offensive rebound by M. Plumlee,46,48
188,2,1:01.0,,M. Plumlee misses 2-pt tip-in from 1 ft,46,48
189,2,1:00.0,,Offensive rebound by G. Dragić,46,48
190,2,0:58.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,46,48
191,2,0:57.0,Defensive rebound by N. Cole,,46,48
192,2,0:50.0,Turnover by L. Deng (bad pass; steal by M. Morris),,46,48
193,2,0:43.0,,M. Morris misses 2-pt layup from 2 ft,46,48
194,2,0:41.0,,Offensive rebound by M. Plumlee,46,48
195,2,0:30.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),46,51
196,2,0:25.0,Miami full timeout,,46,51
197,2,0:25.0,,A. Tolliver enters the game for P. Tucker,46,51
198,2,0:25.0,M. Chalmers enters the game for J. McRoberts,,46,51
199,2,0:11.0,Turnover by D. Wade (bad pass; steal by E. Bledsoe),,46,51
200,2,0:05.0,,E. Bledsoe misses 2-pt jump shot from 3 ft (block by L. Deng),46,51
201,2,0:05.0,,Offensive rebound by Team,46,51
202,2,0:05.0,J. McRoberts enters the game for D. Wade,,46,51
203,2,0:05.0,,Phoenix full timeout,46,51
204,2,0:05.0,U. Haslem enters the game for M. Chalmers,,46,51
205,2,0:01.0,,A. Tolliver misses 3-pt jump shot from 25 ft,46,51
206,2,0:00.0,,Offensive rebound by Team,46,51
207,3,11:42.0,C. Bosh makes 2-pt jump shot from 8 ft,,48,51
208,3,11:20.0,,Personal foul by J. McRoberts (drawn by M. Morris),48,51
209,3,11:12.0,,Turnover by G. Dragić (bad pass; steal by L. Deng),48,51
210,3,11:04.0,C. Bosh makes 3-pt jump shot from 25 ft (assist by L. Deng),,51,51
211,3,11:04.0,,Phoenix full timeout,51,51
212,3,10:44.0,,G. Dragić misses 3-pt jump shot from 24 ft,51,51
213,3,10:43.0,Defensive rebound by L. Deng,,51,51
214,3,10:35.0,N. Cole makes 2-pt layup from 1 ft (assist by J. McRoberts),,53,51
215,3,10:18.0,,M. Morris misses 2-pt jump shot from 18 ft,53,51
216,3,10:17.0,,Offensive rebound by Team,53,51
217,3,10:15.0,,Personal foul by N. Cole (drawn by P. Tucker),53,51
218,3,10:01.0,,G. Dragić misses 3-pt jump shot from 23 ft,53,51
219,3,9:59.0,,Offensive rebound by P. Tucker,53,51
220,3,9:56.0,,G. Dragić makes 2-pt layup from 2 ft (assist by P. Tucker),53,53
221,3,9:39.0,Personal foul by P. Tucker (drawn by L. Deng),,53,53
222,3,9:24.0,D. Wade makes 2-pt jump shot from 17 ft,,55,53
223,3,9:03.0,,P. Tucker misses 3-pt jump shot from 22 ft,55,53
224,3,9:02.0,Defensive rebound by C. Bosh,,55,53
225,3,8:37.0,Shooting foul by M. Plumlee (drawn by C. Bosh),,55,53
226,3,8:37.0,C. Bosh makes free throw 1 of 2,,56,53
227,3,8:37.0,,A. Len enters the game for M. Plumlee,56,53
228,3,8:37.0,C. Bosh makes free throw 2 of 2,,57,53
229,3,8:17.0,,M. Morris misses 3-pt jump shot from 22 ft,57,53
230,3,8:16.0,,Offensive rebound by A. Len,57,53
231,3,8:09.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,57,53
232,3,8:08.0,Defensive rebound by D. Wade,,57,53
233,3,8:02.0,N. Cole makes 2-pt layup from 1 ft (assist by D. Wade),,59,53
234,3,7:42.0,,M. Morris enters the game for P. Tucker,59,53
235,3,7:35.0,,M. Morris makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),59,55
236,3,7:12.0,L. Deng makes 3-pt jump shot from 23 ft (assist by N. Cole),,62,55
237,3,6:56.0,,G. Dragić makes 2-pt layup from 1 ft (assist by M. Morris),62,57
238,3,6:56.0,,Shooting foul by L. Deng (drawn by G. Dragić),62,57
239,3,6:56.0,,G. Dragić misses free throw 1 of 1,62,57
240,3,6:55.0,Defensive rebound by C. Bosh,,62,57
241,3,6:41.0,L. Deng makes 2-pt layup from 2 ft (assist by N. Cole),,64,57
242,3,6:17.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,64,57
243,3,6:16.0,,Offensive rebound by Team,64,57
244,3,6:13.0,,G. Dragić makes 2-pt layup from 1 ft (assist by M. Morris),64,59
245,3,5:57.0,C. Bosh misses 2-pt jump shot from 14 ft,,64,59
246,3,5:56.0,,Defensive rebound by M. Morris,64,59
247,3,5:48.0,,M. Morris makes 2-pt jump shot from 10 ft (assist by E. Bledsoe),64,61
248,3,5:48.0,Miami full timeout,,64,61
249,3,5:41.0,Personal foul by M. Morris (drawn by L. Deng),,64,61
250,3,5:33.0,L. Deng makes 2-pt hook shot from 2 ft (assist by J. McRoberts),,66,61
251,3,5:14.0,,G. Dragić misses 2-pt layup from 3 ft (block by D. Wade),66,61
252,3,5:14.0,,Offensive rebound by Team,66,61
253,3,5:06.0,,E. Bledsoe makes 2-pt layup from 1 ft,66,63
254,3,4:48.0,C. Bosh misses 3-pt jump shot from 23 ft,,66,63
255,3,4:47.0,,Defensive rebound by M. Morris,66,63
256,3,4:41.0,,A. Len misses 2-pt layup from 1 ft (block by L. Deng),66,63
257,3,4:40.0,Defensive rebound by N. Cole,,66,63
258,3,4:28.0,Turnover by D. Wade (lost ball; steal by G. Dragić),,66,63
259,3,4:23.0,,G. Dragić makes 2-pt layup at rim,66,65
260,3,4:05.0,J. McRoberts misses 2-pt jump shot from 5 ft,,66,65
261,3,4:03.0,,Defensive rebound by M. Morris,66,65
262,3,3:58.0,,Personal foul by J. McRoberts (drawn by M. Morris),66,65
263,3,3:58.0,,G. Green enters the game for E. Bledsoe,66,65
264,3,3:58.0,M. Chalmers enters the game for D. Wade,,66,65
265,3,3:58.0,J. Ennis enters the game for L. Deng,,66,65
266,3,3:58.0,U. Haslem enters the game for J. McRoberts,,66,65
267,3,3:40.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by M. Morris),66,68
268,3,3:25.0,C. Bosh makes 2-pt layup from 1 ft,,68,68
269,3,3:14.0,,M. Morris misses 2-pt jump shot from 3 ft,68,68
270,3,3:13.0,,Offensive rebound by A. Len,68,68
271,3,3:13.0,,A. Len misses 2-pt tip-in from 1 ft,68,68
272,3,3:10.0,Defensive rebound by C. Bosh,,68,68
273,3,2:53.0,C. Bosh misses 2-pt jump shot from 19 ft,,68,68
274,3,2:52.0,,Defensive rebound by A. Len,68,68
275,3,2:42.0,,Turnover by G. Dragić (bad pass; steal by J. Ennis),68,68
276,3,2:24.0,U. Haslem misses 2-pt jump shot from 16 ft,,68,68
277,3,2:23.0,,Defensive rebound by G. Green,68,68
278,3,2:01.0,,Shooting foul by U. Haslem (drawn by M. Morris),68,68
279,3,2:01.0,,M. Morris misses free throw 1 of 2,68,68
280,3,2:01.0,,Offensive rebound by Team,68,68
281,3,2:01.0,,M. Morris makes free throw 2 of 2,68,69
282,3,1:45.0,C. Bosh makes 2-pt jump shot from 7 ft,,70,69
283,3,1:28.0,,G. Green makes 3-pt jump shot from 24 ft,70,72
284,3,1:00.0,C. Bosh makes 3-pt jump shot from 24 ft (assist by N. Cole),,73,72
285,3,0:52.0,,Offensive foul by G. Green (drawn by M. Chalmers),73,72
286,3,0:52.0,,Turnover by G. Green (offensive foul),73,72
287,3,0:52.0,,A. Tolliver enters the game for M. Morris,73,72
288,3,0:37.0,C. Bosh misses 3-pt jump shot from 25 ft,,73,72
289,3,0:36.0,,Defensive rebound by Team,73,72
290,3,0:26.0,,Turnover by G. Dragić (bad pass; steal by C. Bosh),73,72
291,3,0:05.0,Personal take foul by G. Green (drawn by M. Chalmers),,73,72
292,3,0:00.0,M. Chalmers misses 3-pt jump shot from 25 ft,,73,72
293,3,0:00.0,Offensive rebound by Team,,73,72
294,4,11:45.0,,Turnover by A. Tolliver (bad pass; steal by C. Bosh),73,72
295,4,11:38.0,N. Cole misses 2-pt layup from 1 ft,,73,72
296,4,11:36.0,Offensive rebound by U. Haslem,,73,72
297,4,11:36.0,U. Haslem makes 2-pt tip-in at rim,,75,72
298,4,11:21.0,,Turnover by M. Morris (bad pass; steal by C. Bosh),75,72
299,4,11:21.0,Personal take foul by G. Dragić (drawn by N. Cole),,75,72
300,4,10:57.0,U. Haslem misses 2-pt layup from 2 ft (block by A. Len),,75,72
301,4,10:56.0,Offensive rebound by Team,,75,72
302,4,10:56.0,Turnover by Team (shot clock),,75,72
303,4,10:44.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by G. Green),75,75
304,4,10:21.0,C. Bosh makes 3-pt jump shot from 25 ft (assist by J. Ennis),,78,75
305,4,10:03.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by G. Green),78,78
306,4,9:35.0,Shooting block foul by A. Len (drawn by J. Ennis),,78,78
307,4,9:35.0,J. Ennis makes free throw 1 of 2,,79,78
308,4,9:35.0,,E. Bledsoe enters the game for G. Dragić,79,78
309,4,9:35.0,J. McRoberts enters the game for C. Bosh,,79,78
310,4,9:35.0,D. Wade enters the game for N. Cole,,79,78
311,4,9:35.0,J. Ennis makes free throw 2 of 2,,80,78
312,4,9:27.0,,G. Green makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),80,81
313,4,8:57.0,J. Ennis misses 3-pt jump shot from 22 ft,,80,81
314,4,8:56.0,,Defensive rebound by G. Green,80,81
315,4,8:50.0,,G. Green makes 3-pt jump shot from 24 ft,80,84
316,4,8:49.0,Miami full timeout,,80,84
317,4,8:49.0,,M. Morris enters the game for A. Len,80,84
318,4,8:49.0,L. Deng enters the game for J. Ennis,,80,84
319,4,8:35.0,D. Wade misses 2-pt jump shot from 12 ft,,80,84
320,4,8:33.0,,Defensive rebound by E. Bledsoe,80,84
321,4,8:09.0,,A. Tolliver misses 2-pt jump shot from 21 ft,80,84
322,4,8:08.0,Defensive rebound by D. Wade,,80,84
323,4,7:58.0,J. McRoberts makes 2-pt layup from 2 ft,,82,84
324,4,7:36.0,,G. Green misses 3-pt jump shot from 24 ft,82,84
325,4,7:35.0,Defensive rebound by U. Haslem,,82,84
326,4,7:13.0,D. Wade makes 2-pt jump shot from 18 ft,,84,84
327,4,7:13.0,Shooting foul by M. Morris (drawn by D. Wade),,84,84
328,4,7:13.0,D. Wade makes free throw 1 of 1,,85,84
329,4,6:56.0,,Personal foul by U. Haslem (drawn by M. Morris),85,84
330,4,6:56.0,,P. Tucker enters the game for A. Tolliver,85,84
331,4,6:51.0,,Turnover by M. Morris (step out of bounds),85,84
332,4,6:31.0,Turnover by D. Wade (bad pass; steal by G. Green),,85,84
333,4,6:23.0,,Turnover by G. Green (lost ball; steal by M. Chalmers),85,84
334,4,6:01.0,J. McRoberts makes 3-pt jump shot from 25 ft (assist by L. Deng),,88,84
335,4,5:42.0,,M. Morris makes 2-pt jump shot from 16 ft,88,86
336,4,5:13.0,U. Haslem misses 2-pt hook shot from 4 ft,,88,86
337,4,5:12.0,,Defensive rebound by P. Tucker,88,86
338,4,5:02.0,,Turnover by E. Bledsoe (lost ball; steal by J. McRoberts),88,86
339,4,4:56.0,L. Deng misses 2-pt layup from 1 ft,,88,86
340,4,4:54.0,Offensive rebound by U. Haslem,,88,86
341,4,4:54.0,U. Haslem misses 2-pt layup from 1 ft,,88,86
342,4,4:53.0,Offensive rebound by U. Haslem,,88,86
343,4,4:53.0,U. Haslem misses 2-pt tip-in from 1 ft,,88,86
344,4,4:53.0,Offensive rebound by U. Haslem,,88,86
345,4,4:53.0,U. Haslem misses 2-pt layup from 1 ft,,88,86
346,4,4:51.0,,Defensive rebound by E. Bledsoe,88,86
347,4,4:51.0,,Phoenix full timeout,88,86
348,4,4:51.0,,G. Dragić enters the game for G. Green,88,86
349,4,4:51.0,C. Bosh enters the game for U. Haslem,,88,86
350,4,4:37.0,,M. Morris makes 2-pt jump shot from 15 ft,88,88
351,4,4:21.0,Shooting foul by M. Morris (drawn by L. Deng),,88,88
352,4,4:21.0,L. Deng makes free throw 1 of 2,,89,88
353,4,4:21.0,L. Deng makes free throw 2 of 2,,90,88
354,4,3:57.0,,Turnover by Team (shot clock),90,88
355,4,3:37.0,Turnover by D. Wade (traveling),,90,88
356,4,3:28.0,,Personal foul by L. Deng (drawn by G. Dragić),90,88
357,4,3:17.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by M. Morris),90,91
358,4,2:54.0,C. Bosh makes 2-pt jump shot from 13 ft (assist by J. McRoberts),,92,91
359,4,2:36.0,,G. Dragić misses 3-pt jump shot from 22 ft,92,91
360,4,2:35.0,Defensive rebound by J. McRoberts,,92,91
361,4,2:21.0,C. Bosh makes 2-pt layup from 1 ft (assist by D. Wade),,94,91
362,4,2:03.0,,Turnover by E. Bledsoe (bad pass; steal by D. Wade),94,91
363,4,1:49.0,C. Bosh makes 3-pt jump shot from 25 ft (assist by D. Wade),,97,91
364,4,1:48.0,Official timeout,,97,91
365,4,1:48.0,,Phoenix full timeout,97,91
366,4,1:29.0,,G. Dragić misses 2-pt jump shot from 10 ft,97,91
367,4,1:28.0,,Offensive rebound by Team,97,91
368,4,1:26.0,U. Haslem enters the game for J. McRoberts,,97,91
369,4,1:26.0,,G. Green enters the game for P. Tucker,97,91
370,4,1:24.0,,G. Green makes 3-pt jump shot from 23 ft (assist by M. Morris),97,94
371,4,1:12.0,L. Deng makes 3-pt jump shot from 24 ft (assist by D. Wade),,100,94
372,4,0:57.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),100,97
373,4,0:38.0,D. Wade misses 2-pt jump shot from 17 ft,,100,97
374,4,0:37.0,Offensive rebound by D. Wade,,100,97
375,4,0:35.0,D. Wade makes 2-pt layup from 2 ft,,102,97
376,4,0:35.0,Shooting foul by E. Bledsoe (drawn by D. Wade),,102,97
377,4,0:35.0,D. Wade misses free throw 1 of 1,,102,97
378,4,0:34.0,,Defensive rebound by G. Dragić,102,97
379,4,0:34.0,,Phoenix full timeout,102,97
380,4,0:18.0,,M. Morris misses 3-pt jump shot from 25 ft,102,97
381,4,0:17.0,,Offensive rebound by G. Dragić,102,97
