,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MINNESOTA_ACTION,CLEVELAND_SCORE,MINNESOTA_SCORE
399,4,2:08.0,,K. Martin makes 2-pt jump shot from 13 ft,99,89
400,4,1:44.0,K. Irving misses 3-pt jump shot from 23 ft,,99,89
401,4,1:43.0,Offensive rebound by K. Love,,99,89
402,4,1:43.0,K. Love makes 2-pt tip-in at rim,,101,89
403,4,1:29.0,,K. Martin misses 2-pt jump shot from 7 ft (block by T. Thompson),101,89
404,4,1:27.0,Defensive rebound by K. Irving,,101,89
405,4,1:09.0,Shooting foul by L. Brown (drawn by L. James),,101,89
406,4,1:09.0,L. James misses free throw 1 of 2,,101,89
407,4,1:09.0,Offensive rebound by Team,,101,89
408,4,1:09.0,L. James makes free throw 2 of 2,,102,89
409,4,1:09.0,,Minnesota full timeout,102,89
410,4,1:09.0,I. Shumpert enters the game for L. James,,102,89
411,4,1:06.0,,Turnover by A. Wiggins (lost ball),102,89
412,4,1:06.0,,G. Robinson enters the game for A. Wiggins,102,89
413,4,1:06.0,,T. Daniels enters the game for K. Martin,102,89
414,4,1:06.0,,G. Dieng enters the game for N. Peković,102,89
415,4,1:06.0,J. Jones enters the game for K. Love,,102,89
416,4,1:06.0,,C. Budinger enters the game for T. Young,102,89
417,4,0:50.0,J. Jones makes 2-pt jump shot from 21 ft (assist by M. Dellavedova),,104,89
418,4,0:46.0,,Personal take foul by K. Irving (drawn by L. Brown),104,89
419,4,0:46.0,M. Miller enters the game for K. Irving,,104,89
420,4,0:35.0,,C. Budinger misses 2-pt jump shot from 4 ft,104,89
421,4,0:34.0,,Offensive rebound by Team,104,89
422,4,0:30.0,,G. Robinson misses 2-pt jump shot from 16 ft,104,89
423,4,0:29.0,Defensive rebound by T. Thompson,,104,89
424,4,0:10.0,Shooting foul by T. Daniels (drawn by M. Dellavedova),,104,89
425,4,0:10.0,M. Dellavedova makes free throw 1 of 2,,105,89
426,4,0:10.0,M. Dellavedova makes free throw 2 of 2,,106,89
427,4,0:04.0,,Shooting foul by M. Dellavedova (drawn by L. Brown),106,89
428,4,0:04.0,,L. Brown misses free throw 1 of 2,106,89
429,4,0:04.0,,Offensive rebound by Team,106,89
430,4,0:04.0,,L. Brown makes free throw 2 of 2,106,90
