,QUARTER,TIME_REMAINING,NEW YORK_ACTION,PHOENIX_ACTION,NEW YORK_SCORE,PHOENIX_SCORE
386,4,5:32.0,Turnover by L. Amundson (lost ball; steal by A. Goodwin),,80,92
387,4,5:26.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by A. Goodwin),80,94
388,4,5:06.0,T. Wear misses 2-pt jump shot from 15 ft,,80,94
389,4,5:05.0,,Defensive rebound by E. Bledsoe,80,94
390,4,4:49.0,,M. Morris misses 2-pt jump shot from 12 ft,80,94
391,4,4:48.0,,Offensive rebound by M. Morris,80,94
392,4,4:45.0,,M. Morris makes 2-pt layup at rim,80,96
393,4,4:27.0,L. Amundson makes 2-pt jump shot from 3 ft (assist by L. Galloway),,82,96
394,4,4:06.0,,P. Tucker misses 3-pt jump shot from 24 ft,82,96
395,4,4:05.0,Defensive rebound by A. Shved,,82,96
396,4,3:53.0,A. Bargnani misses 2-pt jump shot from 3 ft,,82,96
397,4,3:52.0,,Defensive rebound by P. Tucker,82,96
398,4,3:47.0,,A. Goodwin misses 2-pt layup at rim,82,96
399,4,3:46.0,Defensive rebound by T. Wear,,82,96
400,4,3:37.0,A. Shved makes 2-pt jump shot from 9 ft,,84,96
401,4,3:37.0,Shooting foul by A. Goodwin (drawn by A. Shved),,84,96
402,4,3:37.0,A. Shved makes free throw 1 of 1,,85,96
403,4,3:21.0,,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by B. Wright),85,99
404,4,3:03.0,T. Wear misses 2-pt jump shot from 20 ft,,85,99
405,4,3:02.0,,Defensive rebound by E. Bledsoe,85,99
406,4,2:56.0,,Shooting block foul by L. Galloway (drawn by E. Bledsoe),85,99
407,4,2:56.0,,Phoenix full timeout,85,99
408,4,2:56.0,J. Smith enters the game for L. Amundson,,85,99
409,4,2:56.0,,E. Bledsoe makes free throw 1 of 2,85,100
410,4,2:56.0,,E. Bledsoe misses free throw 2 of 2,85,100
411,4,2:55.0,Defensive rebound by J. Smith,,85,100
412,4,2:32.0,T. Wear misses 2-pt jump shot from 11 ft,,85,100
413,4,2:31.0,,Defensive rebound by P. Tucker,85,100
414,4,2:12.0,,P. Tucker misses 3-pt jump shot from 24 ft,85,100
415,4,2:12.0,,Offensive rebound by P. Tucker,85,100
416,4,1:49.0,,P. Tucker misses 3-pt jump shot from 22 ft,85,100
417,4,1:46.0,,Offensive rebound by A. Goodwin,85,100
418,4,1:46.0,,A. Goodwin misses 2-pt layup from 1 ft,85,100
419,4,1:45.0,,Offensive rebound by P. Tucker,85,100
420,4,1:21.0,,P. Tucker misses 2-pt jump shot from 10 ft,85,100
421,4,1:19.0,Defensive rebound by A. Bargnani,,85,100
422,4,1:06.0,Shooting foul by A. Goodwin (drawn by A. Shved),,85,100
423,4,1:06.0,A. Shved misses free throw 1 of 2,,85,100
424,4,1:06.0,Offensive rebound by Team,,85,100
425,4,1:06.0,C. Aldrich enters the game for A. Bargnani,,85,100
426,4,1:06.0,A. Shved makes free throw 2 of 2,,86,100
427,4,0:58.0,,Personal foul by A. Shved (drawn by A. Goodwin),86,100
428,4,0:49.0,,A. Goodwin misses 2-pt layup from 1 ft,86,100
429,4,0:48.0,Defensive rebound by C. Aldrich,,86,100
430,4,0:43.0,J. Smith makes 3-pt jump shot from 23 ft (assist by A. Shved),,89,100
431,4,0:20.0,,B. Wright makes 2-pt jump shot from 11 ft (assist by E. Bledsoe),89,102
432,4,0:10.0,C. Aldrich misses 2-pt hook shot from 7 ft,,89,102
433,4,0:08.0,,Defensive rebound by E. Bledsoe,89,102
