,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MIAMI_ACTION,PHOENIX_SCORE,MIAMI_SCORE
36,1,7:30.0,Defensive rebound by E. Bledsoe,,8,6
37,1,7:20.0,P. Tucker misses 3-pt jump shot from 24 ft,,8,6
38,1,7:19.0,Offensive rebound by P. Tucker,,8,6
39,1,7:13.0,A. Len makes 2-pt hook shot from 4 ft,,10,6
40,1,6:50.0,,D. Wade makes 2-pt layup from 2 ft,10,8
41,1,6:35.0,Personal foul by U. Haslem (drawn by M. Morris),,10,8
42,1,6:21.0,M. Morris makes 2-pt jump shot from 10 ft,,12,8
43,1,6:05.0,,M. Chalmers misses 2-pt jump shot from 7 ft,12,8
44,1,6:04.0,,Offensive rebound by H. Whiteside,12,8
45,1,6:03.0,,H. Whiteside makes 2-pt dunk at rim,12,10
46,1,5:48.0,B. Knight makes 2-pt jump shot from 7 ft (assist by E. Bledsoe),,14,10
47,1,5:33.0,,Miami full timeout,14,10
48,1,5:33.0,,H. Walker enters the game for U. Haslem,14,10
49,1,5:15.0,M. Morris makes 2-pt jump shot from 12 ft,,16,10
50,1,5:04.0,,Personal foul by E. Bledsoe (drawn by D. Wade),16,10
51,1,5:04.0,M. Morris enters the game for P. Tucker,,16,10
52,1,5:04.0,G. Green enters the game for E. Bledsoe,,16,10
53,1,4:52.0,,Turnover by D. Wade (bad pass; steal by A. Len),16,10
54,1,4:36.0,M. Morris misses 2-pt jump shot from 6 ft,,16,10
55,1,4:35.0,Offensive rebound by A. Len,,16,10
56,1,4:34.0,B. Knight misses 3-pt jump shot from 25 ft,,16,10
57,1,4:34.0,,Defensive rebound by Team,16,10
58,1,4:15.0,,Personal foul by G. Green (drawn by L. Deng),16,10
59,1,4:15.0,,T. Johnson enters the game for D. Wade,16,10
60,1,4:02.0,,T. Johnson makes 2-pt jump shot from 9 ft (assist by M. Chalmers),16,12
61,1,3:53.0,Turnover by G. Green (lost ball; steal by M. Chalmers),,16,12
62,1,3:50.0,,Shooting foul by G. Green (drawn by L. Deng),16,12
63,1,3:50.0,,L. Deng misses free throw 1 of 2,16,12
64,1,3:50.0,,Offensive rebound by Team,16,12
65,1,3:50.0,A. Goodwin enters the game for G. Green,,16,12
66,1,3:50.0,,L. Deng makes free throw 2 of 2,16,13
67,1,3:26.0,M. Morris makes 2-pt jump shot from 12 ft (assist by M. Morris),,18,13
68,1,3:14.0,,L. Deng makes 2-pt layup from 2 ft (assist by M. Chalmers),18,15
69,1,3:06.0,Personal foul by H. Walker (drawn by B. Knight),,18,15
70,1,2:59.0,Turnover by M. Morris (bad pass; steal by H. Whiteside),,18,15
71,1,2:59.0,,Personal foul by A. Len (drawn by M. Chalmers),18,15
72,1,2:59.0,Phoenix full timeout,,18,15
73,1,2:59.0,P. Tucker enters the game for M. Morris,,18,15
74,1,2:42.0,,Turnover by M. Chalmers (bad pass; steal by A. Len),18,15
75,1,2:35.0,B. Knight misses 3-pt jump shot from 24 ft,,18,15
76,1,2:34.0,Offensive rebound by M. Morris,,18,15
77,1,2:32.0,Personal foul by M. Chalmers (drawn by A. Goodwin),,18,15
78,1,2:32.0,A. Goodwin makes free throw 1 of 2,,19,15
79,1,2:32.0,A. Goodwin makes free throw 2 of 2,,20,15
80,1,2:22.0,,M. Chalmers makes 2-pt layup from 1 ft,20,17
81,1,2:04.0,A. Len misses 2-pt hook shot from 3 ft,,20,17
82,1,2:03.0,,Defensive rebound by H. Walker,20,17
83,1,1:57.0,,M. Chalmers makes 2-pt layup from 1 ft,20,19
84,1,1:44.0,Personal foul by H. Walker (drawn by M. Morris),,20,19
85,1,1:44.0,M. Morris makes free throw 1 of 2,,21,19
86,1,1:44.0,E. Bledsoe enters the game for B. Knight,,21,19
87,1,1:44.0,E. Barron enters the game for A. Len,,21,19
88,1,1:44.0,,M. Beasley enters the game for H. Walker,21,19
89,1,1:44.0,M. Morris makes free throw 2 of 2,,22,19
90,1,1:29.0,,Personal foul by E. Bledsoe (drawn by H. Whiteside),22,19
91,1,1:29.0,,H. Whiteside makes free throw 1 of 2,22,20
92,1,1:29.0,,H. Whiteside misses free throw 2 of 2,22,20
93,1,1:28.0,Defensive rebound by P. Tucker,,22,20
94,1,1:21.0,Personal foul by M. Chalmers (drawn by E. Bledsoe),,22,20
95,1,1:21.0,E. Bledsoe makes free throw 1 of 2,,23,20
96,1,1:21.0,E. Bledsoe makes free throw 2 of 2,,24,20
97,1,1:07.0,,Shooting foul by A. Goodwin (drawn by T. Johnson),24,20
98,1,1:07.0,,T. Johnson makes free throw 1 of 2,24,21
99,1,1:07.0,,C. Andersen enters the game for H. Whiteside,24,21
100,1,1:07.0,,S. Napier enters the game for M. Chalmers,24,21
101,1,1:07.0,,T. Johnson makes free throw 2 of 2,24,22
102,1,0:56.0,Offensive foul by A. Goodwin (drawn by S. Napier),,24,22
103,1,0:56.0,Turnover by A. Goodwin (offensive foul),,24,22
104,1,0:44.0,,Personal foul by P. Tucker (drawn by C. Andersen),24,22
105,1,0:44.0,,C. Andersen misses free throw 1 of 2,24,22
106,1,0:44.0,,Offensive rebound by Team,24,22
107,1,0:44.0,,C. Andersen makes free throw 2 of 2,24,23
108,1,0:21.0,Turnover by E. Bledsoe (bad pass),,24,23
109,1,0:04.0,,T. Johnson misses 2-pt jump shot from 2 ft,24,23
110,1,0:03.0,Defensive rebound by P. Tucker,,24,23
111,1,0:01.0,P. Tucker misses 3-pt jump shot from 26 ft,,24,23
112,1,0:00.0,Offensive rebound by Team,,24,23
113,2,11:48.0,,Shooting block foul by E. Barron (drawn by G. Dragić),24,23
114,2,11:48.0,,G. Dragić makes free throw 1 of 2,24,24
115,2,11:48.0,B. Wright enters the game for E. Barron,,24,24
116,2,11:48.0,,G. Dragić makes free throw 2 of 2,24,25
117,2,11:31.0,A. Goodwin misses 2-pt dunk at rim,,24,25
118,2,11:30.0,,Defensive rebound by H. Walker,24,25
119,2,11:23.0,,G. Dragić misses 2-pt jump shot from 11 ft,24,25
120,2,11:22.0,,Offensive rebound by G. Dragić,24,25
121,2,11:19.0,,G. Dragić makes 2-pt layup from 2 ft,24,27
122,2,11:08.0,M. Morris misses 3-pt jump shot from 24 ft,,24,27
123,2,11:07.0,Offensive rebound by A. Goodwin,,24,27
124,2,11:01.0,M. Morris makes 2-pt jump shot from 2 ft,,26,27
125,2,10:52.0,,Turnover by M. Beasley (bad pass; steal by B. Wright),26,27
126,2,10:41.0,Shooting foul by M. Beasley (drawn by M. Morris),,26,27
127,2,10:41.0,M. Morris misses free throw 1 of 2,,26,27
128,2,10:41.0,Offensive rebound by Team,,26,27
129,2,10:41.0,M. Thornton enters the game for A. Goodwin,,26,27
130,2,10:41.0,M. Morris misses free throw 2 of 2,,26,27
131,2,10:40.0,,Defensive rebound by C. Andersen,26,27
132,2,10:28.0,,M. Beasley misses 2-pt jump shot from 18 ft,26,27
133,2,10:27.0,Defensive rebound by E. Bledsoe,,26,27
134,2,10:20.0,E. Bledsoe misses 2-pt layup from 2 ft (block by C. Andersen),,26,27
135,2,10:19.0,,Defensive rebound by H. Walker,26,27
136,2,10:17.0,,Shooting foul by M. Morris (drawn by G. Dragić),26,27
137,2,10:17.0,,G. Dragić makes free throw 1 of 2,26,28
138,2,10:17.0,,G. Dragić makes free throw 2 of 2,26,29
139,2,10:00.0,M. Morris misses 2-pt jump shot from 18 ft,,26,29
140,2,9:59.0,,Defensive rebound by G. Dragić,26,29
141,2,9:51.0,,M. Beasley misses 2-pt jump shot from 8 ft (block by B. Wright),26,29
142,2,9:50.0,,Offensive rebound by G. Dragić,26,29
143,2,9:39.0,,T. Johnson makes 3-pt jump shot from 23 ft (assist by G. Dragić),26,32
144,2,9:33.0,Phoenix full timeout,,26,32
145,2,9:21.0,T. Warren misses 2-pt layup from 3 ft,,26,32
146,2,9:20.0,,Defensive rebound by C. Andersen,26,32
147,2,9:17.0,,Shooting foul by E. Bledsoe (drawn by G. Dragić),26,32
148,2,9:17.0,,G. Dragić makes free throw 1 of 2,26,33
149,2,9:17.0,B. Knight enters the game for E. Bledsoe,,26,33
150,2,9:17.0,A. Len enters the game for T. Warren,,26,33
151,2,9:17.0,M. Morris enters the game for B. Wright,,26,33
152,2,9:17.0,,G. Dragić makes free throw 2 of 2,26,34
153,2,9:12.0,Personal foul by T. Johnson (drawn by B. Knight),,26,34
154,2,9:04.0,M. Thornton makes 2-pt jump shot from 12 ft (assist by B. Knight),,28,34
155,2,8:50.0,,Turnover by G. Dragić (bad pass; steal by M. Thornton),28,34
156,2,8:47.0,Shooting block foul by G. Dragić (drawn by M. Thornton),,28,34
157,2,8:47.0,M. Thornton makes free throw 1 of 2,,29,34
158,2,8:47.0,,D. Wade enters the game for G. Dragić,29,34
159,2,8:47.0,,M. Chalmers enters the game for T. Johnson,29,34
160,2,8:47.0,M. Thornton makes free throw 2 of 2,,30,34
161,2,8:36.0,,Turnover by D. Wade (bad pass),30,34
162,2,8:27.0,M. Thornton misses 2-pt jump shot from 20 ft,,30,34
163,2,8:26.0,Offensive rebound by A. Len,,30,34
164,2,8:26.0,Shooting foul by H. Walker (drawn by A. Len),,30,34
165,2,8:26.0,A. Len makes free throw 1 of 2,,31,34
166,2,8:26.0,,L. Deng enters the game for H. Walker,31,34
167,2,8:26.0,A. Len makes free throw 2 of 2,,32,34
168,2,8:18.0,,Shooting foul by M. Thornton (drawn by D. Wade),32,34
169,2,8:18.0,,D. Wade misses free throw 1 of 2,32,34
170,2,8:18.0,,Offensive rebound by Team,32,34
171,2,8:18.0,,D. Wade misses free throw 2 of 2,32,34
172,2,8:17.0,,Offensive rebound by M. Beasley,32,34
173,2,8:15.0,,M. Beasley makes 2-pt jump shot from 12 ft,32,36
174,2,8:02.0,Turnover by B. Knight (bad pass; steal by M. Chalmers),,32,36
175,2,7:53.0,,Turnover by D. Wade (bad pass),32,36
176,2,7:41.0,M. Morris misses 2-pt jump shot from 18 ft (block by M. Beasley),,32,36
177,2,7:40.0,Offensive rebound by M. Morris,,32,36
178,2,7:36.0,Turnover by B. Knight (bad pass; steal by D. Wade),,32,36
179,2,7:32.0,,M. Chalmers makes 2-pt layup at rim (assist by D. Wade),32,38
180,2,7:17.0,Shooting foul by M. Beasley (drawn by M. Morris),,32,38
181,2,7:17.0,M. Morris misses free throw 1 of 2,,32,38
182,2,7:17.0,Offensive rebound by Team,,32,38
183,2,7:17.0,,H. Whiteside enters the game for C. Andersen,32,38
184,2,7:17.0,M. Morris misses free throw 2 of 2,,32,38
185,2,7:16.0,,Defensive rebound by M. Beasley,32,38
186,2,7:11.0,,Shooting block foul by A. Len (drawn by L. Deng),32,38
187,2,7:11.0,Technical foul by M. Morris,,32,38
188,2,7:11.0,,M. Chalmers makes technical free throw,32,39
189,2,7:11.0,,L. Deng misses free throw 1 of 2,32,39
190,2,7:11.0,,Offensive rebound by Team,32,39
191,2,7:11.0,P. Tucker enters the game for M. Morris,,32,39
192,2,7:11.0,,L. Deng makes free throw 2 of 2,32,40
193,2,6:46.0,Turnover by M. Morris (bad pass; steal by D. Wade),,32,40
194,2,6:39.0,,D. Wade misses 2-pt jump shot from 15 ft,32,40
195,2,6:38.0,Defensive rebound by A. Len,,32,40
196,2,6:32.0,Turnover by M. Thornton (lost ball; steal by D. Wade),,32,40
197,2,6:26.0,,M. Beasley makes 2-pt layup from 2 ft (assist by D. Wade),32,42
198,2,6:08.0,A. Len makes 2-pt layup from 1 ft,,34,42
199,2,6:04.0,,Miami full timeout,34,42
200,2,6:04.0,M. Morris enters the game for M. Thornton,,34,42
201,2,5:46.0,,D. Wade makes 2-pt jump shot from 20 ft,34,44
202,2,5:32.0,Offensive foul by M. Morris (drawn by M. Chalmers),,34,44
203,2,5:32.0,Turnover by M. Morris (offensive foul),,34,44
204,2,5:13.0,,H. Whiteside makes 2-pt hook shot from 8 ft (assist by M. Chalmers),34,46
205,2,4:49.0,M. Morris makes 3-pt jump shot from 25 ft (assist by P. Tucker),,37,46
206,2,4:37.0,,L. Deng misses 2-pt jump shot from 21 ft,37,46
207,2,4:36.0,,Offensive rebound by L. Deng,37,46
208,2,4:29.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by D. Wade),37,49
209,2,4:13.0,A. Len misses 2-pt jump shot from 15 ft,,37,49
210,2,4:12.0,,Defensive rebound by L. Deng,37,49
211,2,4:03.0,,D. Wade misses 2-pt jump shot from 19 ft,37,49
212,2,4:02.0,Defensive rebound by A. Len,,37,49
213,2,3:58.0,M. Morris makes 2-pt layup from 1 ft (assist by A. Len),,39,49
214,2,3:58.0,Shooting foul by L. Deng (drawn by M. Morris),,39,49
215,2,3:58.0,M. Morris misses free throw 1 of 1,,39,49
216,2,3:57.0,,Defensive rebound by H. Whiteside,39,49
217,2,3:41.0,,H. Whiteside makes 2-pt jump shot from 18 ft,39,51
218,2,3:24.0,Turnover by M. Morris (bad pass; steal by D. Wade),,39,51
219,2,3:20.0,,D. Wade makes 2-pt dunk at rim,39,53
220,2,3:20.0,Phoenix full timeout,,39,53
221,2,3:00.0,B. Knight misses 2-pt jump shot from 19 ft,,39,53
222,2,2:59.0,,Defensive rebound by M. Beasley,39,53
223,2,2:39.0,,Turnover by D. Wade (lost ball; steal by M. Morris),39,53
224,2,2:33.0,Turnover by B. Knight (bad pass; steal by M. Beasley),,39,53
225,2,2:24.0,,D. Wade makes 2-pt hook shot from 8 ft,39,55
226,2,2:07.0,M. Morris misses 3-pt jump shot from 23 ft,,39,55
227,2,2:06.0,,Defensive rebound by L. Deng,39,55
228,2,1:49.0,,H. Whiteside makes 2-pt dunk at rim (assist by M. Beasley),39,57
229,2,1:36.0,B. Knight makes 3-pt jump shot from 25 ft,,42,57
230,2,1:17.0,,L. Deng misses 3-pt jump shot from 24 ft,42,57
231,2,1:16.0,Defensive rebound by M. Morris,,42,57
232,2,1:09.0,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Knight),,45,57
233,2,1:08.0,,Miami full timeout,45,57
234,2,1:08.0,,T. Johnson enters the game for M. Chalmers,45,57
235,2,1:08.0,,U. Haslem enters the game for M. Beasley,45,57
236,2,1:00.0,,T. Johnson makes 2-pt dunk at rim (assist by D. Wade),45,59
237,2,0:50.0,B. Knight makes 3-pt jump shot from 26 ft,,48,59
238,2,0:39.0,,D. Wade makes 2-pt jump shot from 12 ft,48,61
239,2,0:39.0,,Shooting foul by B. Knight (drawn by D. Wade),48,61
240,2,0:39.0,,D. Wade makes free throw 1 of 1,48,62
241,2,0:33.0,B. Knight misses 2-pt layup from 2 ft (block by H. Whiteside),,48,62
242,2,0:32.0,Offensive rebound by Team,,48,62
243,2,0:32.0,Phoenix full timeout,,48,62
244,2,0:30.0,Turnover by P. Tucker (bad pass; steal by T. Johnson),,48,62
245,2,0:09.0,,D. Wade misses 2-pt jump shot from 11 ft,48,62
246,2,0:07.0,Defensive rebound by M. Morris,,48,62
247,2,0:03.0,Phoenix full timeout,,48,62
248,2,0:00.0,A. Len misses 2-pt jump shot from 19 ft,,48,62
249,2,0:00.0,Offensive rebound by Team,,48,62
250,3,11:37.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by D. Wade),48,65
251,3,11:25.0,Def 3 sec tech foul by H. Whiteside,,48,65
252,3,11:25.0,E. Bledsoe makes technical free throw,,49,65
253,3,11:18.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,49,65
254,3,11:17.0,,Defensive rebound by H. Whiteside,49,65
255,3,11:08.0,,Turnover by H. Whiteside (3 sec),49,65
256,3,10:56.0,A. Len misses 2-pt jump shot from 13 ft,,49,65
257,3,10:55.0,,Defensive rebound by L. Deng,49,65
258,3,10:43.0,,H. Whiteside misses 2-pt layup from 2 ft,49,65
259,3,10:42.0,Defensive rebound by A. Len,,49,65
260,3,10:36.0,P. Tucker makes 2-pt jump shot from 19 ft (assist by B. Knight),,51,65
261,3,10:10.0,,Turnover by Team (shot clock),51,65
262,3,10:01.0,Personal foul by U. Haslem (drawn by B. Knight),,51,65
263,3,9:59.0,Personal foul by D. Wade (drawn by E. Bledsoe),,51,65
264,3,9:54.0,Turnover by P. Tucker (lost ball; steal by H. Whiteside),,51,65
265,3,9:31.0,,D. Wade misses 3-pt jump shot from 24 ft,51,65
266,3,9:30.0,Defensive rebound by P. Tucker,,51,65
267,3,9:30.0,Personal foul by D. Wade (drawn by B. Knight),,51,65
268,3,9:20.0,E. Bledsoe makes 2-pt jump shot from 11 ft,,53,65
269,3,9:07.0,,Personal foul by B. Knight (drawn by G. Dragić),53,65
270,3,8:57.0,,G. Dragić misses 2-pt jump shot from 17 ft,53,65
271,3,8:56.0,,Offensive rebound by H. Whiteside,53,65
272,3,8:55.0,,H. Whiteside misses 2-pt layup from 1 ft,53,65
273,3,8:54.0,Defensive rebound by M. Morris,,53,65
274,3,8:46.0,Turnover by P. Tucker (bad pass; steal by G. Dragić),,53,65
275,3,8:43.0,M. Morris ejected from game,,53,65
276,3,8:43.0,G. Green enters the game for M. Morris,,53,65
277,3,8:43.0,,G. Dragić makes flagrant free throw 1 of 2,53,66
278,3,8:43.0,,G. Dragić makes flagrant free throw 2 of 2,53,67
279,3,8:34.0,,Personal foul by G. Green (drawn by L. Deng),53,67
280,3,8:34.0,Technical foul by G. Green,,53,67
281,3,8:34.0,,G. Dragić makes technical free throw,53,68
282,3,8:30.0,,Offensive foul by H. Whiteside (drawn by A. Len),53,68
283,3,8:30.0,,Turnover by H. Whiteside (offensive foul),53,68
284,3,8:11.0,Personal block foul by G. Dragić (drawn by P. Tucker),,53,68
285,3,8:06.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,56,68
286,3,7:55.0,,D. Wade misses 2-pt layup from 1 ft,56,68
287,3,7:54.0,Defensive rebound by E. Bledsoe,,56,68
288,3,7:52.0,Shooting foul by G. Dragić (drawn by B. Knight),,56,68
289,3,7:52.0,B. Knight makes free throw 1 of 2,,57,68
290,3,7:52.0,,M. Chalmers enters the game for G. Dragić,57,68
291,3,7:52.0,B. Knight makes free throw 2 of 2,,58,68
292,3,7:25.0,,L. Deng misses 3-pt jump shot from 24 ft,58,68
293,3,7:24.0,Defensive rebound by P. Tucker,,58,68
294,3,7:19.0,Personal foul by M. Chalmers (drawn by B. Knight),,58,68
295,3,7:19.0,E. Bledsoe misses free throw 1 of 2,,58,68
296,3,7:19.0,Offensive rebound by Team,,58,68
297,3,7:19.0,E. Bledsoe makes free throw 2 of 2,,59,68
298,3,7:16.0,,Miami full timeout,59,68
299,3,7:16.0,,H. Walker enters the game for U. Haslem,59,68
300,3,7:04.0,,D. Wade misses 2-pt jump shot from 9 ft,59,68
301,3,7:03.0,,Offensive rebound by H. Whiteside,59,68
302,3,7:03.0,,H. Whiteside makes 2-pt dunk at rim,59,70
303,3,7:03.0,,Shooting foul by A. Len (drawn by H. Whiteside),59,70
304,3,7:03.0,,H. Whiteside misses free throw 1 of 1,59,70
305,3,7:02.0,Defensive rebound by A. Len,,59,70
306,3,6:40.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,59,70
307,3,6:39.0,,Defensive rebound by H. Walker,59,70
308,3,6:24.0,,L. Deng misses 3-pt jump shot from 24 ft,59,70
309,3,6:23.0,Defensive rebound by P. Tucker,,59,70
310,3,6:10.0,G. Green misses 3-pt jump shot from 22 ft,,59,70
311,3,6:09.0,,Defensive rebound by H. Whiteside,59,70
312,3,5:56.0,,M. Chalmers misses 3-pt jump shot from 25 ft,59,70
313,3,5:55.0,Defensive rebound by A. Len,,59,70
314,3,5:49.0,G. Green makes 3-pt jump shot from 23 ft (assist by P. Tucker),,62,70
315,3,5:23.0,,D. Wade makes 2-pt jump shot from 18 ft,62,72
316,3,5:23.0,,Shooting foul by G. Green (drawn by D. Wade),62,72
317,3,5:23.0,,D. Wade makes free throw 1 of 1,62,73
318,3,5:14.0,Personal foul by M. Chalmers (drawn by B. Knight),,62,73
319,3,5:14.0,B. Knight makes free throw 1 of 2,,63,73
320,3,5:14.0,,T. Johnson enters the game for M. Chalmers,63,73
321,3,5:14.0,B. Knight misses free throw 2 of 2,,63,73
322,3,5:13.0,,Defensive rebound by H. Whiteside,63,73
323,3,4:57.0,,D. Wade makes 2-pt jump shot from 20 ft,63,75
324,3,4:43.0,P. Tucker makes 2-pt layup from 2 ft (assist by B. Knight),,65,75
325,3,4:28.0,,D. Wade misses 2-pt layup from 2 ft,65,75
326,3,4:27.0,,Offensive rebound by H. Whiteside,65,75
327,3,4:26.0,,H. Whiteside makes 2-pt dunk at rim,65,77
328,3,4:26.0,,C. Andersen enters the game for H. Whiteside,65,77
329,3,4:26.0,Technical foul by A. Len,,65,77
330,3,4:26.0,,Technical foul by H. Whiteside,65,77
331,3,4:26.0,,H. Whiteside ejected from game,65,77
332,3,4:26.0,A. Len ejected from game,,65,77
333,3,4:26.0,M. Morris enters the game for A. Len,,65,77
334,3,4:15.0,G. Green misses 2-pt jump shot from 20 ft,,65,77
335,3,4:13.0,Offensive rebound by P. Tucker,,65,77
336,3,4:11.0,P. Tucker makes 2-pt layup from 1 ft,,67,77
337,3,3:51.0,,L. Deng misses 2-pt layup from 2 ft,67,77
338,3,3:50.0,Defensive rebound by Team,,67,77
339,3,3:44.0,,Technical foul by H. Walker,67,77
340,3,3:44.0,Technical foul by M. Morris,,67,77
341,3,3:44.0,M. Morris misses flagrant free throw 1 of 2,,67,77
342,3,3:44.0,Offensive rebound by Team,,67,77
343,3,3:44.0,M. Morris makes flagrant free throw 2 of 2,,68,77
344,3,3:38.0,B. Knight misses 2-pt jump shot from 20 ft,,68,77
345,3,3:37.0,,Defensive rebound by D. Wade,68,77
346,3,3:27.0,,Turnover by T. Johnson (bad pass; steal by E. Bledsoe),68,77
347,3,3:23.0,E. Bledsoe makes 2-pt layup from 1 ft,,70,77
348,3,3:12.0,,T. Johnson makes 2-pt layup from 1 ft,70,79
349,3,2:58.0,Phoenix full timeout,,70,79
350,3,2:57.0,Turnover by B. Knight (lost ball; steal by T. Johnson),,70,79
351,3,2:38.0,,T. Johnson makes 2-pt jump shot from 19 ft (assist by H. Walker),70,81
352,3,2:25.0,Personal foul by H. Walker (drawn by E. Bledsoe),,70,81
353,3,2:25.0,E. Bledsoe makes free throw 1 of 2,,71,81
354,3,2:25.0,,M. Beasley enters the game for H. Walker,71,81
355,3,2:25.0,E. Bledsoe makes free throw 2 of 2,,72,81
356,3,2:12.0,,D. Wade misses 2-pt jump shot from 16 ft,72,81
357,3,2:11.0,,Offensive rebound by C. Andersen,72,81
358,3,1:53.0,,Turnover by T. Johnson (lost ball; steal by B. Knight),72,81
359,3,1:48.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by B. Knight),,74,81
360,3,1:43.0,,Miami full timeout,74,81
361,3,1:34.0,,M. Beasley misses 2-pt jump shot from 10 ft,74,81
362,3,1:33.0,Defensive rebound by P. Tucker,,74,81
363,3,1:25.0,B. Knight misses 3-pt jump shot from 24 ft,,74,81
364,3,1:24.0,,Defensive rebound by Team,74,81
365,3,1:00.0,,D. Wade misses 2-pt jump shot from 20 ft,74,81
366,3,0:59.0,Defensive rebound by B. Knight,,74,81
367,3,0:50.0,G. Green misses 3-pt jump shot from 24 ft,,74,81
368,3,0:49.0,,Defensive rebound by M. Beasley,74,81
369,3,0:28.0,,M. Beasley makes 2-pt jump shot from 20 ft,74,83
370,3,0:06.0,M. Morris misses 3-pt jump shot from 23 ft,,74,83
371,3,0:05.0,,Defensive rebound by D. Wade,74,83
372,3,0:00.0,,T. Johnson makes 2-pt layup at rim (assist by D. Wade),74,85
373,4,11:39.0,G. Green misses 3-pt jump shot from 23 ft,,74,85
374,4,11:38.0,Offensive rebound by M. Morris,,74,85
375,4,11:34.0,P. Tucker misses 3-pt jump shot from 24 ft,,74,85
376,4,11:33.0,,Defensive rebound by M. Chalmers,74,85
377,4,11:25.0,,M. Chalmers misses 2-pt layup from 1 ft,74,85
378,4,11:24.0,Defensive rebound by P. Tucker,,74,85
379,4,11:15.0,G. Green misses 3-pt jump shot from 23 ft,,74,85
380,4,11:14.0,,Defensive rebound by M. Chalmers,74,85
381,4,10:51.0,,T. Johnson misses 2-pt jump shot from 10 ft,74,85
382,4,10:50.0,Defensive rebound by M. Morris,,74,85
383,4,10:48.0,P. Tucker makes 2-pt layup from 1 ft (assist by M. Morris),,76,85
384,4,10:23.0,,M. Chalmers misses 3-pt jump shot from 22 ft,76,85
385,4,10:22.0,Defensive rebound by T. Warren,,76,85
386,4,10:15.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,76,85
387,4,10:14.0,,Defensive rebound by M. Chalmers,76,85
388,4,10:05.0,,Turnover by M. Chalmers (lost ball),76,85
389,4,9:50.0,M. Morris misses 3-pt jump shot from 25 ft,,76,85
390,4,9:49.0,,Defensive rebound by C. Andersen,76,85
391,4,9:38.0,,L. Deng misses 2-pt layup from 2 ft,76,85
392,4,9:37.0,Defensive rebound by P. Tucker,,76,85
393,4,9:30.0,G. Green misses 3-pt jump shot from 24 ft,,76,85
394,4,9:29.0,Offensive rebound by M. Morris,,76,85
