,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,INDIANA_ACTION,LA CLIPPERS_SCORE,INDIANA_SCORE
388,4,4:44.0,,Personal foul by D. Jordan (drawn by L. Scola),93,85
389,4,4:44.0,,L. Scola makes free throw 1 of 2,93,86
390,4,4:44.0,,R. Stuckey enters the game for D. Rudež,93,86
391,4,4:44.0,,L. Scola makes free throw 2 of 2,93,87
392,4,4:32.0,Turnover by C. Paul (lost ball; steal by C. Watson),,93,87
393,4,4:19.0,,L. Scola misses 2-pt jump shot from 18 ft,93,87
394,4,4:19.0,Defensive rebound by D. Jordan,,93,87
395,4,4:01.0,C. Paul makes 2-pt jump shot from 15 ft,,95,87
396,4,3:42.0,,L. Scola misses 2-pt jump shot from 6 ft (block by B. Griffin),95,87
397,4,3:42.0,,Offensive rebound by Team,95,87
398,4,3:40.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by R. Stuckey),95,90
399,4,3:22.0,J. Redick misses 3-pt jump shot from 25 ft,,95,90
400,4,3:21.0,,Defensive rebound by L. Scola,95,90
401,4,3:09.0,,L. Scola makes 2-pt layup from 1 ft (assist by C. Watson),95,92
402,4,2:46.0,J. Crawford makes 3-pt jump shot from 26 ft (assist by C. Paul),,98,92
403,4,2:31.0,,L. Scola misses 2-pt jump shot from 19 ft,98,92
404,4,2:29.0,,Offensive rebound by L. Allen,98,92
405,4,2:27.0,,L. Allen makes 2-pt tip-in from 1 ft,98,94
406,4,2:12.0,Turnover by J. Crawford (step out of bounds),,98,94
407,4,2:12.0,Official timeout,,98,94
408,4,2:00.0,,L. Allen makes 2-pt jump shot from 19 ft (assist by R. Stuckey),98,96
409,4,1:50.0,J. Crawford makes 2-pt jump shot from 19 ft (assist by C. Paul),,100,96
410,4,1:32.0,,C. Miles misses 3-pt jump shot from 24 ft,100,96
411,4,1:31.0,Defensive rebound by B. Griffin,,100,96
412,4,1:17.0,Shooting block foul by C. Watson (drawn by B. Griffin),,100,96
413,4,1:17.0,B. Griffin misses free throw 1 of 2,,100,96
414,4,1:17.0,Offensive rebound by Team,,100,96
415,4,1:17.0,B. Griffin makes free throw 2 of 2,,101,96
416,4,1:17.0,,Indiana full timeout,101,96
417,4,1:02.0,,Turnover by C. Miles (bad pass; steal by C. Paul),101,96
418,4,0:42.0,C. Paul misses 2-pt jump shot from 19 ft,,101,96
419,4,0:41.0,,Defensive rebound by L. Allen,101,96
420,4,0:27.0,,R. Stuckey misses 2-pt jump shot from 19 ft,101,96
421,4,0:25.0,Defensive rebound by C. Paul,,101,96
422,4,0:23.0,Personal take foul by C. Miles (drawn by C. Paul),,101,96
423,4,0:23.0,C. Paul makes free throw 1 of 2,,102,96
424,4,0:23.0,C. Paul makes free throw 2 of 2,,103,96
425,4,0:23.0,,Indiana full timeout,103,96
426,4,0:23.0,,C. Copeland enters the game for L. Scola,103,96
427,4,0:23.0,M. Barnes enters the game for J. Redick,,103,96
428,4,0:20.0,,C. Watson misses 3-pt jump shot from 25 ft,103,96
429,4,0:18.0,Defensive rebound by B. Griffin,,103,96
