,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,LA CLIPPERS_ACTION,CHARLOTTE_SCORE,LA CLIPPERS_SCORE
388,4,4:30.0,,Defensive rebound by C. Paul,75,84
389,4,4:19.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by C. Paul),75,86
390,4,4:19.0,Charlotte full timeout,,75,86
391,4,4:04.0,J. Lamb makes 2-pt jump shot from 17 ft,,77,86
392,4,3:49.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),77,88
393,4,3:22.0,K. Walker makes 2-pt layup from 1 ft,,79,88
394,4,3:03.0,,J. Crawford makes 3-pt jump shot from 23 ft (assist by D. Jordan),79,91
395,4,2:46.0,J. Lamb misses 2-pt jump shot from 19 ft,,79,91
396,4,2:46.0,Offensive rebound by Team,,79,91
397,4,2:46.0,,Loose ball foul by C. Paul (drawn by C. Zeller),79,91
398,4,2:46.0,C. Zeller misses free throw 1 of 2,,79,91
399,4,2:46.0,Offensive rebound by Team,,79,91
400,4,2:46.0,C. Zeller makes free throw 2 of 2,,80,91
401,4,2:38.0,,Personal foul by K. Walker (drawn by J. Redick),80,91
402,4,2:27.0,,C. Paul makes 2-pt jump shot from 15 ft,80,93
403,4,2:12.0,Turnover by J. Lin (lost ball; steal by C. Paul),,80,93
404,4,1:53.0,,J. Crawford misses 2-pt jump shot from 15 ft,80,93
405,4,1:52.0,Defensive rebound by C. Zeller,,80,93
406,4,1:45.0,Offensive foul by C. Zeller (drawn by J. Redick),,80,93
407,4,1:45.0,Turnover by C. Zeller (offensive foul),,80,93
408,4,1:35.0,,J. Redick misses 2-pt layup from 1 ft (block by J. Lamb),80,93
409,4,1:34.0,Defensive rebound by C. Zeller,,80,93
410,4,1:24.0,K. Walker misses 2-pt layup from 1 ft,,80,93
411,4,1:24.0,,Defensive rebound by Team,80,93
412,4,1:24.0,,A. Rivers enters the game for L. Mbah a Moute,80,93
413,4,1:01.0,,C. Paul makes 2-pt jump shot from 21 ft,80,95
414,4,0:53.0,K. Walker misses 3-pt jump shot from 24 ft,,80,95
415,4,0:53.0,,Defensive rebound by C. Paul,80,95
416,4,0:37.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),80,97
417,4,0:25.0,C. Zeller misses 2-pt jump shot from 19 ft,,80,97
418,4,0:23.0,Offensive rebound by M. Williams,,80,97
419,4,0:20.0,J. Lin makes 3-pt jump shot from 25 ft (assist by M. Williams),,83,97
