,QUARTER,TIME_REMAINING,ORLANDO_ACTION,HOUSTON_ACTION,ORLANDO_SCORE,HOUSTON_SCORE
387,4,4:15.0,A. Gordon makes 2-pt layup at rim (assist by E. Fournier),,104,103
388,4,4:02.0,,J. Harden misses 2-pt layup from 1 ft,104,103
389,4,4:01.0,Defensive rebound by D. Dedmon,,104,103
390,4,3:58.0,A. Gordon makes 2-pt layup from 1 ft (assist by D. Dedmon),,106,103
391,4,3:58.0,Shooting foul by T. Ariza (drawn by A. Gordon),,106,103
392,4,3:58.0,,C. Brewer enters the game for M. Thornton,106,103
393,4,3:58.0,A. Gordon misses free throw 1 of 1,,106,103
394,4,3:58.0,Offensive rebound by E. Payton,,106,103
395,4,3:52.0,V. Oladipo misses 3-pt jump shot from 24 ft,,106,103
396,4,3:51.0,,Defensive rebound by Team,106,103
397,4,3:39.0,,T. Lawson makes 2-pt jump shot from 14 ft,106,105
398,4,3:24.0,Turnover by D. Dedmon (lost ball; steal by T. Lawson),,106,105
399,4,3:14.0,,Shooting foul by D. Dedmon (drawn by T. Lawson),106,105
400,4,3:14.0,,T. Lawson makes free throw 1 of 2,106,106
401,4,3:14.0,,T. Lawson makes free throw 2 of 2,106,107
402,4,2:57.0,E. Fournier misses 2-pt jump shot from 20 ft,,106,107
403,4,2:54.0,Offensive rebound by A. Gordon,,106,107
404,4,2:54.0,A. Gordon makes 2-pt dunk at rim,,108,107
405,4,2:50.0,,Turnover by J. Harden (bad pass; steal by D. Dedmon),108,107
406,4,2:25.0,Turnover by Team (shot clock),,108,107
407,4,2:25.0,Orlando full timeout,,108,107
408,4,2:09.0,,J. Harden misses 3-pt jump shot from 24 ft,108,107
409,4,2:08.0,,Offensive rebound by D. Howard,108,107
410,4,2:01.0,,T. Lawson misses 3-pt jump shot from 31 ft,108,107
411,4,2:01.0,,Offensive rebound by Team,108,107
412,4,2:01.0,,Turnover by Team (shot clock),108,107
413,4,1:42.0,E. Payton misses 2-pt jump shot from 20 ft,,108,107
414,4,1:41.0,,Defensive rebound by C. Brewer,108,107
415,4,1:21.0,,D. Howard makes 2-pt layup from 2 ft (assist by J. Harden),108,109
416,4,1:05.0,V. Oladipo misses 2-pt layup from 1 ft,,108,109
417,4,1:04.0,,Defensive rebound by D. Howard,108,109
418,4,0:48.0,,Shooting foul by V. Oladipo (drawn by J. Harden),108,109
419,4,0:48.0,,J. Harden misses free throw 1 of 2,108,109
420,4,0:48.0,,Offensive rebound by Team,108,109
421,4,0:48.0,,J. Harden makes free throw 2 of 2,108,110
422,4,0:48.0,Orlando full timeout,,108,110
423,4,0:33.0,E. Payton misses 2-pt jump shot from 5 ft,,108,110
424,4,0:32.0,,Defensive rebound by T. Lawson,108,110
425,4,0:12.0,,Shooting foul by D. Dedmon (drawn by C. Brewer),108,110
426,4,0:12.0,,C. Brewer misses free throw 1 of 2,108,110
427,4,0:12.0,,Offensive rebound by Team,108,110
428,4,0:12.0,,C. Brewer misses free throw 2 of 2,108,110
429,4,0:12.0,Defensive rebound by V. Oladipo,,108,110
430,4,0:11.0,Orlando full timeout,,108,110
431,4,0:11.0,T. Harris enters the game for E. Payton,,108,110
432,4,0:11.0,S. Napier enters the game for A. Gordon,,108,110
433,4,0:06.0,Personal foul by T. Lawson (drawn by S. Napier),,108,110
434,4,0:01.0,Shooting foul by J. Harden (drawn by E. Fournier),,108,110
435,4,0:01.0,E. Fournier makes free throw 1 of 2,,109,110
436,4,0:01.0,,C. Capela enters the game for T. Lawson,109,110
437,4,0:01.0,E. Fournier makes free throw 2 of 2,,110,110
438,4,0:01.0,,Houston full timeout,110,110
439,4,0:01.0,,T. Lawson enters the game for C. Capela,110,110
440,4,0:01.0,A. Gordon enters the game for T. Harris,,110,110
441,4,0:01.0,E. Payton enters the game for S. Napier,,110,110
442,1OT,4:45.0,Offensive foul by E. Payton (drawn by C. Brewer),,110,110
443,1OT,4:45.0,Turnover by E. Payton (offensive foul),,110,110
444,1OT,4:28.0,,J. Harden misses 3-pt jump shot from 23 ft,110,110
445,1OT,4:27.0,Defensive rebound by D. Dedmon,,110,110
446,1OT,4:15.0,V. Oladipo misses 3-pt jump shot from 25 ft,,110,110
447,1OT,4:14.0,Offensive rebound by D. Dedmon,,110,110
448,1OT,4:10.0,Personal foul by J. Harden (drawn by T. Harris),,110,110
449,1OT,3:59.0,E. Payton misses 2-pt jump shot from 5 ft,,110,110
450,1OT,3:58.0,Offensive rebound by T. Harris,,110,110
451,1OT,3:57.0,T. Harris misses 2-pt layup from 1 ft,,110,110
452,1OT,3:55.0,,Defensive rebound by J. Harden,110,110
453,1OT,3:42.0,,T. Lawson misses 2-pt jump shot from 16 ft (block by E. Payton),110,110
454,1OT,3:40.0,,Offensive rebound by D. Howard,110,110
455,1OT,3:39.0,,D. Howard makes 2-pt layup at rim,110,112
456,1OT,3:18.0,T. Harris misses 2-pt jump shot from 16 ft,,110,112
457,1OT,3:17.0,,Defensive rebound by D. Howard,110,112
458,1OT,3:11.0,,J. Harden makes 2-pt layup from 1 ft (assist by T. Lawson),110,114
459,1OT,3:10.0,Orlando full timeout,,110,114
460,1OT,3:10.0,A. Gordon enters the game for T. Harris,,110,114
461,1OT,3:10.0,S. Napier enters the game for E. Payton,,110,114
462,1OT,3:00.0,E. Fournier makes 2-pt jump shot from 5 ft (assist by S. Napier),,112,114
463,1OT,2:40.0,,J. Harden makes 2-pt jump shot from 16 ft,112,116
464,1OT,2:40.0,,Shooting foul by E. Fournier (drawn by J. Harden),112,116
465,1OT,2:40.0,,J. Harden makes free throw 1 of 1,112,117
466,1OT,2:31.0,S. Napier makes 2-pt jump shot from 17 ft,,114,117
467,1OT,2:10.0,,J. Harden misses 2-pt jump shot from 16 ft,114,117
468,1OT,2:09.0,,Offensive rebound by C. Brewer,114,117
469,1OT,2:03.0,,T. Ariza misses 3-pt jump shot from 22 ft,114,117
470,1OT,2:02.0,Defensive rebound by A. Gordon,,114,117
471,1OT,2:02.0,,Loose ball foul by C. Brewer (drawn by A. Gordon),114,117
472,1OT,1:47.0,V. Oladipo misses 2-pt jump shot from 12 ft,,114,117
473,1OT,1:45.0,Offensive rebound by Team,,114,117
474,1OT,1:37.0,Personal foul by T. Ariza (drawn by E. Fournier),,114,117
475,1OT,1:28.0,A. Gordon misses 2-pt layup at rim,,114,117
476,1OT,1:27.0,,Defensive rebound by T. Ariza,114,117
477,1OT,1:14.0,,T. Ariza misses 3-pt jump shot from 24 ft,114,117
478,1OT,1:11.0,,Offensive rebound by Team,114,117
479,1OT,1:11.0,,Houston full timeout,114,117
480,1OT,0:51.0,,J. Harden misses 3-pt jump shot from 24 ft,114,117
481,1OT,0:49.0,Defensive rebound by A. Gordon,,114,117
482,1OT,0:38.0,Turnover by S. Napier (lost ball),,114,117
483,1OT,0:23.0,,Personal foul by D. Dedmon (drawn by D. Howard),114,117
484,1OT,0:23.0,J. Smith enters the game for D. Dedmon,,114,117
485,1OT,0:08.0,,T. Lawson misses 2-pt jump shot from 15 ft,114,117
486,1OT,0:07.0,Defensive rebound by A. Gordon,,114,117
487,1OT,0:07.0,Orlando full timeout,,114,117
488,1OT,0:03.0,S. Napier misses 3-pt jump shot from 22 ft,,114,117
489,1OT,0:02.0,,Defensive rebound by J. Harden,114,117
490,1OT,0:01.0,,Personal take foul by V. Oladipo (drawn by J. Harden),114,117
491,1OT,0:01.0,,J. Harden makes free throw 1 of 2,114,118
492,1OT,0:01.0,,J. Harden makes free throw 2 of 2,114,119
