,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,OKLAHOMA CITY_ACTION,WASHINGTON_SCORE,OKLAHOMA CITY_SCORE
388,4,4:05.0,J. Dudley misses 2-pt jump shot from 20 ft,,93,106
389,4,4:05.0,,Defensive rebound by D. Waiters,93,106
390,4,3:45.0,,Turnover by K. Durant (3 sec),93,106
391,4,3:37.0,J. Wall misses 2-pt jump shot from 4 ft,,93,106
392,4,3:37.0,,Defensive rebound by S. Adams,93,106
393,4,3:27.0,,K. Durant misses 3-pt jump shot from 24 ft,93,106
394,4,3:26.0,Defensive rebound by B. Beal,,93,106
395,4,3:16.0,B. Beal makes 3-pt jump shot from 25 ft (assist by D. Blair),,96,106
396,4,3:15.0,,Oklahoma City full timeout,96,106
397,4,2:56.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by K. Durant),96,108
398,4,2:43.0,B. Beal misses 3-pt jump shot from 24 ft,,96,108
399,4,2:43.0,Offensive rebound by Team,,96,108
400,4,2:30.0,D. Blair misses 2-pt layup from 1 ft (block by S. Ibaka),,96,108
401,4,2:29.0,,Defensive rebound by D. Waiters,96,108
402,4,2:25.0,,K. Durant misses 3-pt jump shot from 25 ft,96,108
403,4,2:20.0,,Offensive rebound by K. Durant,96,108
404,4,2:15.0,,Turnover by K. Durant (lost ball; steal by J. Wall),96,108
405,4,2:02.0,G. Temple misses 3-pt jump shot from 22 ft,,96,108
406,4,2:01.0,,Defensive rebound by K. Durant,96,108
407,4,1:46.0,,K. Durant misses 3-pt jump shot from 24 ft,96,108
408,4,1:45.0,Defensive rebound by Team,,96,108
409,4,1:45.0,K. Oubre enters the game for J. Dudley,,96,108
410,4,1:40.0,J. Wall misses 2-pt jump shot from 19 ft,,96,108
411,4,1:39.0,,Defensive rebound by R. Westbrook,96,108
412,4,1:26.0,,Shooting foul by G. Temple (drawn by K. Durant),96,108
413,4,1:26.0,,K. Durant makes free throw 1 of 2,96,109
414,4,1:26.0,R. Sessions enters the game for J. Wall,,96,109
415,4,1:26.0,J. Eddie enters the game for B. Beal,,96,109
416,4,1:26.0,,K. Durant makes free throw 2 of 2,96,110
417,4,1:11.0,Turnover by G. Temple (bad pass),,96,110
418,4,1:11.0,,K. Singler enters the game for K. Durant,96,110
419,4,1:11.0,,M. McGary enters the game for S. Ibaka,96,110
420,4,1:11.0,,C. Payne enters the game for R. Westbrook,96,110
421,4,1:00.0,,C. Payne makes 2-pt jump shot from 10 ft,96,112
422,4,0:51.0,K. Oubre makes 2-pt layup from 1 ft,,98,112
423,4,0:35.0,,Personal foul by K. Oubre (drawn by K. Singler),98,112
424,4,0:35.0,,K. Singler makes free throw 1 of 2,98,113
425,4,0:35.0,,K. Singler makes free throw 2 of 2,98,114
426,4,0:26.0,J. Eddie misses 3-pt jump shot from 24 ft,,98,114
427,4,0:25.0,,Defensive rebound by Team,98,114
428,4,0:00.0,,Turnover by Team (shot clock),98,114
