,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CLEVELAND_ACTION,NEW ORLEANS_SCORE,CLEVELAND_SCORE
190,2,2:19.0,,T. Thompson misses 2-pt layup at rim (block by A. Davis),39,52
191,2,2:18.0,,Offensive rebound by T. Thompson,39,52
192,2,2:10.0,,K. Irving makes 2-pt jump shot from 18 ft (assist by J. Smith),39,54
193,2,2:04.0,Personal foul by K. Irving (drawn by Ö. Aşık),,39,54
194,2,1:55.0,Ö. Aşık makes 2-pt dunk at rim (assist by N. Cole),,41,54
195,2,1:33.0,,L. James misses 2-pt jump shot from 12 ft,41,54
196,2,1:33.0,,Offensive rebound by Team,41,54
197,2,1:13.0,,K. Irving misses 3-pt jump shot from 25 ft,41,54
198,2,1:12.0,Defensive rebound by Ö. Aşık,,41,54
199,2,1:02.0,A. Davis makes 2-pt dunk at rim (assist by N. Cole),,43,54
200,2,0:41.0,,L. James misses 2-pt layup at rim,43,54
201,2,0:39.0,,Offensive rebound by T. Thompson,43,54
202,2,0:39.0,,T. Thompson misses 2-pt layup from 1 ft,43,54
203,2,0:38.0,Defensive rebound by D. Cunningham,,43,54
204,2,0:30.0,N. Cole misses 2-pt jump shot from 16 ft,,43,54
205,2,0:29.0,Offensive rebound by Ö. Aşık,,43,54
206,2,0:21.0,D. Cunningham misses 3-pt jump shot from 23 ft,,43,54
207,2,0:20.0,,Defensive rebound by L. James,43,54
208,2,0:06.0,,Personal foul by Ö. Aşık (drawn by L. James),43,54
209,2,0:00.0,,K. Irving misses 2-pt jump shot from 19 ft,43,54
210,2,0:00.0,,Offensive rebound by Team,43,54
211,3,11:48.0,Personal foul by T. Thompson (drawn by A. Davis),,43,54
212,3,11:32.0,N. Cole makes 3-pt jump shot from 25 ft (assist by B. Dejean-Jones),,46,54
213,3,11:15.0,,K. Irving makes 2-pt layup from 1 ft (assist by L. James),46,56
214,3,11:05.0,N. Cole makes 2-pt jump shot from 19 ft,,48,56
215,3,10:42.0,,K. Irving misses 3-pt jump shot from 23 ft,48,56
216,3,10:41.0,,Offensive rebound by T. Mozgov,48,56
217,3,10:37.0,,L. James makes 3-pt jump shot from 23 ft (assist by T. Mozgov),48,59
218,3,10:24.0,N. Cole makes 2-pt layup at rim,,50,59
219,3,10:09.0,,L. James makes 2-pt jump shot from 7 ft,50,61
220,3,9:55.0,N. Cole makes 2-pt jump shot from 18 ft,,52,61
221,3,9:34.0,,J. Smith misses 3-pt jump shot from 25 ft,52,61
222,3,9:34.0,Defensive rebound by Ö. Aşık,,52,61
223,3,9:12.0,N. Cole makes 3-pt jump shot from 29 ft,,55,61
224,3,8:59.0,,Turnover by K. Irving (bad pass; steal by D. Cunningham),55,61
225,3,8:53.0,A. Davis misses 2-pt layup at rim,,55,61
226,3,8:50.0,,Defensive rebound by T. Thompson,55,61
227,3,8:34.0,,L. James misses 3-pt jump shot from 24 ft,55,61
228,3,8:34.0,,Offensive rebound by T. Thompson,55,61
229,3,8:20.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),55,64
230,3,7:58.0,A. Davis makes 2-pt layup at rim (assist by N. Cole),,57,64
231,3,7:32.0,,J. Smith misses 3-pt jump shot from 43 ft,57,64
232,3,7:32.0,,Offensive rebound by Team,57,64
233,3,7:32.0,,Turnover by Team (shot clock),57,64
234,3,7:19.0,A. Davis makes 2-pt jump shot from 12 ft (assist by N. Cole),,59,64
235,3,6:57.0,,L. James misses 3-pt jump shot from 25 ft,59,64
236,3,6:57.0,,Offensive rebound by Team,59,64
237,3,6:45.0,,K. Irving misses 2-pt jump shot from 6 ft,59,64
238,3,6:45.0,Defensive rebound by A. Davis,,59,64
239,3,6:45.0,Personal foul by T. Thompson (drawn by A. Davis),,59,64
240,3,6:28.0,Turnover by N. Cole (bad pass; steal by J. Smith),,59,64
241,3,6:24.0,,L. James makes 2-pt dunk at rim (assist by J. Smith),59,66
242,3,6:24.0,New Orleans full timeout,,59,66
243,3,6:24.0,J. Holiday enters the game for B. Dejean-Jones,,59,66
244,3,6:15.0,Personal foul by L. James (drawn by J. Holiday),,59,66
245,3,6:05.0,A. Davis misses 2-pt jump shot from 4 ft,,59,66
246,3,6:04.0,,Defensive rebound by T. Mozgov,59,66
247,3,5:44.0,,J. Smith misses 3-pt jump shot from 28 ft,59,66
248,3,5:44.0,Defensive rebound by A. Davis,,59,66
249,3,5:29.0,A. Davis misses 2-pt jump shot from 17 ft,,59,66
250,3,5:29.0,,Defensive rebound by L. James,59,66
251,3,5:10.0,,K. Irving misses 2-pt jump shot from 14 ft,59,66
252,3,5:10.0,,Offensive rebound by Team,59,66
253,3,5:10.0,Loose ball foul by Ö. Aşık (drawn by T. Thompson),,59,66
254,3,5:00.0,,J. Smith misses 3-pt jump shot from 25 ft,59,66
255,3,5:00.0,Defensive rebound by Ö. Aşık,,59,66
256,3,4:44.0,J. Holiday misses 2-pt layup at rim,,59,66
257,3,4:42.0,Offensive rebound by Ö. Aşık,,59,66
258,3,4:42.0,Ö. Aşık makes 2-pt layup from 1 ft,,61,66
259,3,4:21.0,,T. Mozgov makes 2-pt layup from 1 ft (assist by L. James),61,68
260,3,4:09.0,J. Holiday misses 3-pt jump shot from 25 ft,,61,68
261,3,4:09.0,,Defensive rebound by T. Mozgov,61,68
262,3,4:00.0,,L. James makes 3-pt jump shot from 24 ft,61,71
263,3,3:49.0,N. Cole makes 2-pt jump shot from 17 ft (assist by J. Holiday),,63,71
264,3,3:31.0,,L. James misses 3-pt jump shot from 26 ft,63,71
265,3,3:31.0,Defensive rebound by Ö. Aşık,,63,71
266,3,3:24.0,N. Cole misses 2-pt jump shot from 11 ft,,63,71
267,3,3:23.0,,Defensive rebound by T. Thompson,63,71
268,3,3:10.0,,J. Smith misses 3-pt jump shot from 25 ft,63,71
269,3,3:09.0,Defensive rebound by Ö. Aşık,,63,71
270,3,3:02.0,N. Cole misses 3-pt jump shot from 24 ft,,63,71
271,3,3:02.0,,Defensive rebound by J. Smith,63,71
272,3,2:55.0,,Cleveland full timeout,63,71
273,3,2:55.0,,I. Shumpert enters the game for T. Mozgov,63,71
274,3,2:55.0,,M. Williams enters the game for J. Smith,63,71
275,3,2:55.0,,A. Varejão enters the game for K. Irving,63,71
276,3,2:55.0,R. Anderson enters the game for Ö. Aşık,,63,71
277,3,2:42.0,,L. James misses 2-pt jump shot from 12 ft,63,71
278,3,2:38.0,Defensive rebound by R. Anderson,,63,71
279,3,2:26.0,J. Holiday misses 2-pt jump shot from 9 ft,,63,71
280,3,2:24.0,Offensive rebound by A. Davis,,63,71
281,3,2:24.0,A. Davis makes 2-pt dunk at rim,,65,71
282,3,2:11.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by A. Varejão),65,74
283,3,2:01.0,Shooting foul by I. Shumpert (drawn by A. Davis),,65,74
284,3,2:01.0,A. Davis makes free throw 1 of 2,,66,74
285,3,2:01.0,A. Davis misses free throw 2 of 2,,66,74
286,3,2:00.0,,Defensive rebound by A. Varejão,66,74
287,3,1:47.0,,Offensive foul by L. James (drawn by N. Cole),66,74
288,3,1:47.0,,Turnover by L. James (offensive foul),66,74
289,3,1:30.0,D. Cunningham makes 3-pt jump shot from 25 ft (assist by J. Holiday),,69,74
290,3,1:03.0,,M. Williams misses 3-pt jump shot from 25 ft,69,74
291,3,1:03.0,Defensive rebound by A. Davis,,69,74
292,3,0:59.0,Turnover by A. Davis (bad pass; steal by A. Varejão),,69,74
293,3,0:51.0,,I. Shumpert misses 3-pt jump shot from 25 ft,69,74
294,3,0:51.0,Defensive rebound by A. Davis,,69,74
295,3,0:37.0,D. Cunningham misses 3-pt jump shot from 22 ft,,69,74
296,3,0:36.0,,Defensive rebound by M. Williams,69,74
297,3,0:15.0,,I. Shumpert misses 3-pt jump shot from 22 ft,69,74
298,3,0:14.0,Defensive rebound by R. Anderson,,69,74
299,3,0:07.0,Personal foul by A. Varejão (drawn by J. Holiday),,69,74
300,3,0:07.0,J. Holiday misses free throw 1 of 2,,69,74
301,3,0:07.0,Offensive rebound by Team,,69,74
302,3,0:07.0,Ö. Aşık enters the game for A. Davis,,69,74
303,3,0:07.0,J. Holiday makes free throw 2 of 2,,70,74
304,3,0:00.0,,A. Varejão misses 2-pt jump shot from 16 ft,70,74
305,3,0:00.0,,Offensive rebound by Team,70,74
306,4,11:44.0,,Shooting foul by J. Holiday (drawn by K. Irving),70,74
307,4,11:44.0,,K. Irving makes free throw 1 of 2,70,75
308,4,11:44.0,,K. Irving makes free throw 2 of 2,70,76
309,4,11:32.0,Shooting foul by T. Thompson (drawn by R. Anderson),,70,76
310,4,11:32.0,R. Anderson makes free throw 1 of 2,,71,76
311,4,11:32.0,R. Anderson makes free throw 2 of 2,,72,76
312,4,11:20.0,,Turnover by A. Varejão (bad pass; steal by J. Holiday),72,76
313,4,11:14.0,R. Anderson misses 3-pt jump shot from 25 ft,,72,76
314,4,11:12.0,,Defensive rebound by T. Thompson,72,76
315,4,10:59.0,,K. Irving makes 2-pt jump shot from 12 ft,72,78
316,4,10:42.0,J. Holiday misses 3-pt jump shot from 24 ft,,72,78
317,4,10:41.0,,Defensive rebound by A. Varejão,72,78
318,4,10:32.0,,Personal foul by A. Gee (drawn by A. Varejão),72,78
319,4,10:32.0,,R. Jefferson enters the game for T. Thompson,72,78
320,4,10:26.0,,K. Irving misses 3-pt jump shot from 24 ft,72,78
321,4,10:25.0,Defensive rebound by Ö. Aşık,,72,78
322,4,10:15.0,J. Holiday misses 2-pt jump shot from 6 ft,,72,78
323,4,10:12.0,Offensive rebound by J. Holiday,,72,78
324,4,10:10.0,Personal foul by A. Varejão (drawn by R. Anderson),,72,78
325,4,10:04.0,J. Holiday makes 2-pt jump shot from 16 ft,,74,78
326,4,9:48.0,,Turnover by I. Shumpert (bad pass; steal by J. Holiday),74,78
327,4,9:44.0,T. Douglas misses 2-pt layup from 2 ft (block by A. Varejão),,74,78
328,4,9:44.0,Offensive rebound by Team,,74,78
329,4,9:38.0,J. Holiday misses 2-pt jump shot from 3 ft,,74,78
330,4,9:38.0,,Defensive rebound by A. Varejão,74,78
331,4,9:29.0,,Personal foul by T. Douglas (drawn by M. Williams),74,78
332,4,9:22.0,,R. Jefferson misses 3-pt jump shot from 23 ft,74,78
333,4,9:21.0,Defensive rebound by A. Gee,,74,78
334,4,9:10.0,R. Anderson misses 2-pt layup from 2 ft (block by A. Varejão),,74,78
335,4,9:09.0,,Defensive rebound by R. Jefferson,74,78
336,4,9:04.0,,Turnover by K. Irving (lost ball),74,78
337,4,8:53.0,J. Holiday misses 2-pt jump shot from 6 ft,,74,78
338,4,8:52.0,,Defensive rebound by A. Varejão,74,78
339,4,8:52.0,,Personal foul by A. Gee (drawn by A. Varejão),74,78
340,4,8:52.0,Official timeout,,74,78
341,4,8:52.0,,J. Smith enters the game for M. Williams,74,78
342,4,8:52.0,A. Davis enters the game for Ö. Aşık,,74,78
343,4,8:35.0,,R. Jefferson makes 3-pt jump shot from 23 ft (assist by K. Irving),74,81
344,4,8:25.0,Offensive foul by A. Davis (drawn by R. Jefferson),,74,81
345,4,8:25.0,Turnover by A. Davis (offensive foul),,74,81
346,4,8:11.0,,J. Smith misses 3-pt jump shot from 26 ft,74,81
347,4,8:10.0,Defensive rebound by J. Holiday,,74,81
348,4,8:03.0,N. Cole enters the game for T. Douglas,,74,81
349,4,7:47.0,Shooting foul by A. Varejão (drawn by A. Davis),,74,81
350,4,7:47.0,A. Davis misses free throw 1 of 2,,74,81
351,4,7:47.0,Offensive rebound by Team,,74,81
352,4,7:47.0,,L. James enters the game for R. Jefferson,74,81
353,4,7:47.0,D. Cunningham enters the game for A. Gee,,74,81
354,4,7:47.0,A. Davis makes free throw 2 of 2,,75,81
355,4,7:24.0,,L. James makes 2-pt jump shot from 14 ft,75,83
356,4,7:09.0,A. Davis makes 2-pt dunk at rim (assist by R. Anderson),,77,83
357,4,6:55.0,,J. Smith makes 2-pt dunk at rim (assist by L. James),77,85
358,4,6:44.0,Shooting foul by J. Smith (drawn by N. Cole),,77,85
359,4,6:44.0,N. Cole makes free throw 1 of 2,,78,85
360,4,6:44.0,N. Cole makes free throw 2 of 2,,79,85
361,4,6:23.0,,L. James makes 2-pt jump shot from 13 ft,79,87
362,4,6:11.0,N. Cole misses 2-pt jump shot from 19 ft,,79,87
363,4,6:11.0,,Defensive rebound by J. Smith,79,87
364,4,6:02.0,,K. Irving makes 2-pt jump shot from 6 ft,79,89
365,4,5:50.0,J. Holiday misses 2-pt layup from 1 ft,,79,89
366,4,5:48.0,,Defensive rebound by A. Varejão,79,89
367,4,5:32.0,,K. Irving makes 2-pt jump shot from 16 ft,79,91
368,4,5:32.0,New Orleans full timeout,,79,91
369,4,5:11.0,A. Davis makes 2-pt jump shot from 15 ft (assist by D. Cunningham),,81,91
370,4,4:40.0,,K. Irving misses 3-pt jump shot from 23 ft,81,91
371,4,4:40.0,Defensive rebound by D. Cunningham,,81,91
372,4,4:27.0,R. Anderson misses 3-pt jump shot from 25 ft,,81,91
373,4,4:27.0,Offensive rebound by A. Davis,,81,91
374,4,4:19.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by J. Holiday),,84,91
375,4,3:57.0,,K. Irving misses 3-pt jump shot from 25 ft,84,91
376,4,3:56.0,,Offensive rebound by A. Varejão,84,91
377,4,3:34.0,,J. Smith makes 3-pt jump shot from 22 ft,84,94
378,4,3:21.0,N. Cole misses 3-pt jump shot from 25 ft,,84,94
379,4,3:21.0,,Defensive rebound by I. Shumpert,84,94
380,4,3:10.0,,J. Smith misses 3-pt jump shot from 25 ft,84,94
381,4,3:10.0,Defensive rebound by A. Davis,,84,94
382,4,3:02.0,D. Cunningham misses 3-pt jump shot from 23 ft,,84,94
383,4,3:01.0,,Defensive rebound by K. Irving,84,94
384,4,2:38.0,,Personal foul by D. Cunningham (drawn by L. James),84,94
385,4,2:38.0,,Cleveland full timeout,84,94
386,4,2:38.0,,L. James makes free throw 1 of 2,84,95
387,4,2:38.0,,L. James makes free throw 2 of 2,84,96
388,4,2:25.0,J. Holiday misses 2-pt jump shot from 13 ft,,84,96
389,4,2:24.0,,Defensive rebound by Team,84,96
