,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA CLIPPERS_ACTION,CHICAGO_SCORE,LA CLIPPERS_SCORE
139,2,7:07.0,D. Rose enters the game for A. Brooks,,33,35
140,2,7:07.0,,C. Paul enters the game for P. Prigioni,33,35
141,2,6:54.0,T. Snell misses 2-pt layup from 4 ft,,33,35
142,2,6:52.0,,Defensive rebound by L. Stephenson,33,35
143,2,6:45.0,,C. Aldrich misses 2-pt jump shot from 3 ft,33,35
144,2,6:43.0,Defensive rebound by T. Gibson,,33,35
145,2,6:33.0,D. Rose misses 2-pt jump shot from 17 ft,,33,35
146,2,6:33.0,,Defensive rebound by Team,33,35
147,2,6:33.0,J. Butler enters the game for K. Hinrich,,33,35
148,2,6:33.0,,D. Jordan enters the game for C. Aldrich,33,35
149,2,6:19.0,,A. Rivers misses 2-pt layup from 3 ft (block by T. Snell),33,35
150,2,6:16.0,Defensive rebound by T. Gibson,,33,35
151,2,6:10.0,D. McDermott misses 2-pt jump shot from 19 ft,,33,35
152,2,6:07.0,,Defensive rebound by L. Stephenson,33,35
153,2,5:47.0,,J. Crawford makes 3-pt jump shot from 23 ft (assist by C. Paul),33,38
154,2,5:44.0,Personal foul by J. Crawford (drawn by T. Snell),,33,38
155,2,5:44.0,,LA Clippers full timeout,33,38
156,2,5:44.0,,J. Redick enters the game for A. Rivers,33,38
157,2,5:44.0,E. Moore enters the game for D. McDermott,,33,38
158,2,5:44.0,P. Gasol enters the game for T. Snell,,33,38
159,2,5:39.0,J. Butler makes 2-pt dunk at rim (assist by P. Gasol),,35,38
160,2,5:21.0,,L. Stephenson misses 2-pt jump shot from 16 ft,35,38
161,2,5:19.0,,Offensive rebound by L. Stephenson,35,38
162,2,5:15.0,,J. Crawford makes 3-pt jump shot from 27 ft (assist by L. Stephenson),35,41
163,2,4:58.0,J. Butler misses 2-pt jump shot from 15 ft,,35,41
164,2,4:55.0,,Defensive rebound by L. Stephenson,35,41
165,2,4:49.0,,J. Crawford misses 3-pt jump shot from 26 ft,35,41
166,2,4:45.0,Defensive rebound by D. Rose,,35,41
167,2,4:41.0,Personal foul by L. Stephenson (drawn by P. Gasol),,35,41
168,2,4:33.0,E. Moore misses 2-pt jump shot from 6 ft,,35,41
169,2,4:32.0,Offensive rebound by T. Gibson,,35,41
170,2,4:32.0,T. Gibson misses 2-pt layup from 2 ft,,35,41
171,2,4:28.0,Offensive rebound by T. Gibson,,35,41
172,2,4:28.0,T. Gibson misses 2-pt layup from 1 ft (block by D. Jordan),,35,41
173,2,4:26.0,,Defensive rebound by J. Redick,35,41
174,2,4:13.0,,L. Stephenson misses 3-pt jump shot from 24 ft,35,41
175,2,4:12.0,Defensive rebound by P. Gasol,,35,41
176,2,4:07.0,,P. Pierce enters the game for L. Stephenson,35,41
177,2,3:53.0,J. Butler misses 2-pt jump shot from 7 ft,,35,41
178,2,3:53.0,,Defensive rebound by P. Pierce,35,41
179,2,3:53.0,Loose ball foul by T. Gibson (drawn by P. Pierce),,35,41
180,2,3:32.0,,J. Crawford makes 2-pt layup from 2 ft,35,43
181,2,3:30.0,Chicago full timeout,,35,43
182,2,3:09.0,P. Gasol makes 2-pt jump shot from 4 ft,,37,43
183,2,2:51.0,,J. Redick makes 2-pt jump shot from 18 ft (assist by D. Jordan),37,45
184,2,2:26.0,E. Moore misses 2-pt jump shot from 3 ft,,37,45
185,2,2:25.0,,Defensive rebound by D. Jordan,37,45
186,2,2:17.0,,C. Paul misses 2-pt jump shot from 12 ft,37,45
187,2,2:15.0,Defensive rebound by P. Gasol,,37,45
188,2,2:09.0,D. Rose makes 2-pt layup from 2 ft,,39,45
189,2,1:48.0,,Turnover by C. Paul (bad pass; steal by J. Butler),39,45
190,2,1:46.0,Shooting foul by J. Redick (drawn by J. Butler),,39,45
191,2,1:46.0,J. Butler makes free throw 1 of 2,,40,45
192,2,1:46.0,J. Butler makes free throw 2 of 2,,41,45
193,2,1:25.0,,P. Pierce misses 3-pt jump shot from 26 ft,41,45
194,2,1:23.0,Defensive rebound by E. Moore,,41,45
195,2,1:17.0,P. Gasol makes 2-pt dunk at rim (assist by E. Moore),,43,45
196,2,1:01.0,,Shooting foul by E. Moore (drawn by J. Redick),43,45
197,2,1:01.0,,J. Redick makes free throw 1 of 2,43,46
198,2,1:01.0,,L. Mbah a Moute enters the game for J. Crawford,43,46
199,2,1:01.0,,J. Redick makes free throw 2 of 2,43,47
200,2,0:51.0,D. Rose misses 2-pt jump shot from 14 ft,,43,47
201,2,0:49.0,Offensive rebound by P. Gasol,,43,47
202,2,0:46.0,D. Rose misses 2-pt layup from 3 ft,,43,47
203,2,0:46.0,Offensive rebound by P. Gasol,,43,47
204,2,0:46.0,P. Gasol makes 2-pt layup at rim,,45,47
205,2,0:41.0,,Personal take foul by D. Rose (drawn by D. Jordan),45,47
206,2,0:41.0,,D. Jordan misses free throw 1 of 2,45,47
207,2,0:41.0,,Offensive rebound by Team,45,47
208,2,0:41.0,,D. Jordan makes free throw 2 of 2,45,48
209,2,0:33.0,D. Rose makes 2-pt layup from 3 ft,,47,48
210,2,0:29.0,,C. Paul makes 2-pt jump shot from 19 ft,47,50
211,2,0:09.0,D. Rose misses 2-pt jump shot from 13 ft,,47,50
212,2,0:08.0,,Defensive rebound by D. Jordan,47,50
213,2,0:00.0,,Shooting foul by T. Gibson (drawn by D. Jordan),47,50
214,2,0:00.0,,D. Jordan misses free throw 1 of 2,47,50
215,2,0:00.0,,Offensive rebound by Team,47,50
216,2,0:00.0,,D. Jordan makes free throw 2 of 2,47,51
217,3,11:41.0,Shooting foul by P. Pierce (drawn by T. Gibson),,47,51
218,3,11:41.0,T. Gibson misses free throw 1 of 2,,47,51
219,3,11:41.0,Offensive rebound by Team,,47,51
220,3,11:41.0,T. Gibson makes free throw 2 of 2,,48,51
221,3,11:25.0,,Personal foul by T. Gibson (drawn by L. Mbah a Moute),48,51
222,3,11:11.0,,P. Pierce misses 3-pt jump shot from 27 ft,48,51
223,3,11:10.0,Defensive rebound by D. Rose,,48,51
224,3,11:01.0,Turnover by D. Rose (bad pass; steal by C. Paul),,48,51
225,3,10:57.0,,J. Redick misses 2-pt layup from 2 ft,48,51
226,3,10:52.0,Defensive rebound by D. Rose,,48,51
227,3,10:47.0,J. Butler misses 2-pt jump shot from 9 ft,,48,51
228,3,10:45.0,,Defensive rebound by J. Redick,48,51
229,3,10:40.0,,J. Redick makes 3-pt jump shot from 27 ft (assist by C. Paul),48,54
230,3,10:25.0,D. Rose makes 2-pt layup from 3 ft,,50,54
231,3,10:13.0,,C. Paul makes 2-pt jump shot from 15 ft,50,56
232,3,9:54.0,J. Butler misses 3-pt jump shot from 24 ft,,50,56
233,3,9:54.0,,Defensive rebound by Team,50,56
234,3,9:54.0,Loose ball foul by T. Gibson (drawn by P. Pierce),,50,56
235,3,9:34.0,,P. Pierce misses 3-pt jump shot from 27 ft,50,56
236,3,9:33.0,Defensive rebound by T. Gibson,,50,56
237,3,9:17.0,T. Gibson misses 2-pt layup from 3 ft (block by D. Jordan),,50,56
238,3,9:15.0,,Defensive rebound by C. Paul,50,56
239,3,9:04.0,,C. Paul misses 2-pt jump shot from 15 ft,50,56
240,3,9:01.0,Defensive rebound by T. Gibson,,50,56
241,3,8:50.0,J. Butler makes 2-pt dunk at rim (assist by P. Gasol),,52,56
242,3,8:25.0,,J. Redick makes 2-pt jump shot from 4 ft,52,58
243,3,8:12.0,P. Gasol makes 2-pt jump shot from 19 ft (assist by D. Rose),,54,58
244,3,7:48.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by L. Mbah a Moute),54,61
245,3,7:31.0,E. Moore makes 3-pt jump shot from 26 ft,,57,61
246,3,7:13.0,,D. Jordan makes 2-pt layup from 3 ft (assist by C. Paul),57,63
247,3,6:59.0,P. Gasol makes 2-pt jump shot from 5 ft (assist by D. Rose),,59,63
248,3,6:59.0,Shooting foul by D. Jordan (drawn by P. Gasol),,59,63
249,3,6:59.0,B. Portis enters the game for T. Gibson,,59,63
250,3,6:59.0,P. Gasol makes free throw 1 of 1,,60,63
251,3,6:46.0,,L. Mbah a Moute misses 2-pt jump shot from 14 ft,60,63
252,3,6:45.0,,Offensive rebound by D. Jordan,60,63
253,3,6:45.0,,D. Jordan makes 2-pt dunk from 1 ft,60,65
254,3,6:32.0,P. Gasol makes 2-pt jump shot from 5 ft (assist by D. Rose),,62,65
255,3,6:06.0,,L. Mbah a Moute makes 2-pt hook shot from 5 ft (assist by P. Pierce),62,67
256,3,5:52.0,D. Rose misses 2-pt jump shot from 16 ft,,62,67
257,3,5:50.0,Offensive rebound by J. Butler,,62,67
258,3,5:50.0,J. Butler misses 2-pt layup from 1 ft,,62,67
259,3,5:46.0,,Defensive rebound by D. Jordan,62,67
260,3,5:46.0,,Turnover by L. Mbah a Moute (traveling),62,67
261,3,5:46.0,,LA Clippers full timeout,62,67
262,3,5:46.0,,W. Johnson enters the game for P. Pierce,62,67
263,3,5:28.0,J. Butler misses 2-pt jump shot from 4 ft,,62,67
264,3,5:27.0,Offensive rebound by P. Gasol,,62,67
265,3,5:25.0,Turnover by P. Gasol (lost ball; steal by C. Paul),,62,67
266,3,5:19.0,,C. Paul makes 2-pt jump shot from 10 ft,62,69
267,3,5:07.0,D. Rose makes 2-pt layup from 1 ft,,64,69
268,3,4:54.0,,Personal foul by E. Moore (drawn by J. Redick),64,69
269,3,4:52.0,,Personal foul by E. Moore (drawn by J. Redick),64,69
270,3,4:52.0,K. Hinrich enters the game for E. Moore,,64,69
271,3,4:48.0,,Personal foul by D. Rose (drawn by C. Paul),64,69
272,3,4:48.0,,C. Paul makes free throw 1 of 2,64,70
273,3,4:48.0,,C. Paul makes free throw 2 of 2,64,71
274,3,4:33.0,D. Rose makes 2-pt jump shot from 17 ft,,66,71
275,3,4:31.0,,Personal take foul by K. Hinrich (drawn by D. Jordan),66,71
276,3,4:31.0,,D. Jordan makes free throw 1 of 2,66,72
277,3,4:31.0,,D. Jordan misses free throw 2 of 2,66,72
278,3,4:29.0,Defensive rebound by P. Gasol,,66,72
279,3,4:21.0,Turnover by D. Rose (lost ball),,66,72
280,3,4:20.0,,Personal take foul by K. Hinrich (drawn by D. Jordan),66,72
281,3,4:20.0,,D. Jordan makes free throw 1 of 2,66,73
282,3,4:20.0,,D. Jordan makes free throw 2 of 2,66,74
283,3,4:04.0,J. Butler misses 2-pt jump shot from 8 ft,,66,74
284,3,4:02.0,,Defensive rebound by W. Johnson,66,74
285,3,3:43.0,,C. Paul misses 2-pt jump shot from 16 ft,66,74
286,3,3:40.0,Defensive rebound by B. Portis,,66,74
287,3,3:33.0,Turnover by D. Rose (lost ball; steal by D. Jordan),,66,74
288,3,3:29.0,,Shooting foul by K. Hinrich (drawn by J. Redick),66,74
289,3,3:29.0,,J. Redick makes free throw 1 of 2,66,75
290,3,3:29.0,A. Brooks enters the game for D. Rose,,66,75
291,3,3:29.0,,J. Redick misses free throw 2 of 2,66,75
292,3,3:27.0,Defensive rebound by P. Gasol,,66,75
293,3,3:07.0,Turnover by P. Gasol (lost ball; steal by J. Redick),,66,75
294,3,3:01.0,,J. Redick makes 2-pt jump shot from 20 ft,66,77
295,3,2:59.0,Chicago full timeout,,66,77
296,3,2:59.0,,A. Rivers enters the game for J. Redick,66,77
297,3,2:59.0,,J. Crawford enters the game for C. Paul,66,77
298,3,2:41.0,A. Brooks misses 3-pt jump shot from 26 ft,,66,77
299,3,2:40.0,,Defensive rebound by J. Crawford,66,77
300,3,2:23.0,,W. Johnson misses 2-pt jump shot from 20 ft,66,77
301,3,2:22.0,Defensive rebound by B. Portis,,66,77
302,3,2:11.0,A. Brooks makes 2-pt layup from 2 ft,,68,77
303,3,1:53.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),68,79
304,3,1:27.0,Personal foul by W. Johnson (drawn by P. Gasol),,68,79
305,3,1:24.0,Personal foul by A. Rivers (drawn by J. Butler),,68,79
306,3,1:24.0,J. Butler makes free throw 1 of 2,,69,79
307,3,1:24.0,J. Butler makes free throw 2 of 2,,70,79
308,3,1:13.0,,Turnover by A. Rivers (lost ball; steal by A. Brooks),70,79
309,3,1:04.0,A. Brooks misses 3-pt jump shot from 25 ft,,70,79
310,3,1:03.0,,Defensive rebound by D. Jordan,70,79
311,3,0:55.0,,J. Crawford misses 2-pt jump shot from 16 ft,70,79
312,3,0:53.0,Defensive rebound by P. Gasol,,70,79
313,3,0:48.0,J. Butler makes 3-pt jump shot from 26 ft (assist by A. Brooks),,73,79
314,3,0:35.0,,A. Rivers makes 3-pt jump shot from 26 ft (assist by L. Mbah a Moute),73,82
315,3,0:17.0,A. Brooks misses 2-pt layup from 2 ft (block by D. Jordan),,73,82
316,3,0:15.0,,Defensive rebound by A. Rivers,73,82
317,3,0:02.0,,J. Crawford makes 2-pt jump shot from 13 ft,73,84
318,4,11:40.0,,J. Crawford makes 2-pt jump shot from 20 ft,73,86
319,4,11:40.0,,Shooting foul by A. Brooks (drawn by J. Crawford),73,86
320,4,11:40.0,,J. Crawford makes free throw 1 of 1,73,87
321,4,11:22.0,B. Portis makes 2-pt layup from 3 ft (assist by A. Brooks),,75,87
322,4,11:11.0,,J. Crawford makes 2-pt jump shot from 15 ft (assist by C. Aldrich),75,89
323,4,11:11.0,,Shooting foul by E. Moore (drawn by J. Crawford),75,89
324,4,11:11.0,,J. Crawford makes free throw 1 of 1,75,90
325,4,10:56.0,D. Rose misses 2-pt jump shot from 4 ft,,75,90
326,4,10:55.0,,Defensive rebound by C. Aldrich,75,90
327,4,10:39.0,,J. Crawford makes 2-pt layup from 2 ft,75,92
328,4,10:21.0,E. Moore makes 2-pt jump shot from 14 ft,,77,92
329,4,10:03.0,,W. Johnson makes 3-pt jump shot from 23 ft (assist by J. Crawford),77,95
330,4,10:03.0,Chicago full timeout,,77,95
331,4,10:03.0,T. Gibson enters the game for A. Brooks,,77,95
332,4,10:03.0,J. Butler enters the game for B. Portis,,77,95
333,4,9:49.0,J. Butler misses 2-pt layup from 2 ft (block by J. Crawford),,77,95
334,4,9:48.0,,Defensive rebound by W. Johnson,77,95
335,4,9:45.0,,Turnover by A. Rivers (bad pass),77,95
336,4,9:29.0,D. Rose makes 2-pt layup from 2 ft,,79,95
337,4,9:04.0,,Turnover by C. Aldrich (bad pass),79,95
338,4,8:50.0,J. Butler misses 2-pt jump shot from 5 ft,,79,95
339,4,8:49.0,,Defensive rebound by C. Aldrich,79,95
340,4,8:33.0,,A. Rivers makes 3-pt jump shot from 24 ft (assist by W. Johnson),79,98
341,4,8:22.0,D. Rose makes 2-pt jump shot from 4 ft (assist by E. Moore),,81,98
342,4,8:05.0,,W. Johnson misses 3-pt jump shot from 26 ft,81,98
343,4,8:04.0,Defensive rebound by D. Rose,,81,98
344,4,7:53.0,D. McDermott makes 3-pt jump shot from 24 ft (assist by T. Gibson),,84,98
345,4,7:36.0,,Turnover by A. Rivers (step out of bounds),84,98
346,4,7:36.0,,C. Paul enters the game for P. Prigioni,84,98
347,4,7:36.0,,D. Jordan enters the game for C. Aldrich,84,98
348,4,7:19.0,J. Butler misses 3-pt jump shot from 24 ft,,84,98
349,4,7:18.0,Offensive rebound by T. Gibson,,84,98
350,4,7:08.0,E. Moore makes 2-pt jump shot from 17 ft,,86,98
351,4,6:50.0,,J. Crawford makes 2-pt jump shot from 11 ft,86,100
352,4,6:37.0,Turnover by D. McDermott (lost ball; steal by J. Crawford),,86,100
353,4,6:33.0,,J. Crawford makes 2-pt layup from 1 ft (assist by A. Rivers),86,102
354,4,6:33.0,Chicago full timeout,,86,102
355,4,6:15.0,J. Butler makes 2-pt jump shot from 5 ft,,88,102
356,4,5:56.0,,Turnover by J. Crawford (bad pass),88,102
357,4,5:56.0,,J. Redick enters the game for A. Rivers,88,102
358,4,5:45.0,J. Butler makes 2-pt jump shot from 16 ft,,90,102
359,4,5:30.0,,J. Redick misses 2-pt jump shot from 19 ft,90,102
360,4,5:30.0,,Offensive rebound by Team,90,102
361,4,5:30.0,,Personal foul by T. Gibson (drawn by D. Jordan),90,102
362,4,5:30.0,,L. Mbah a Moute enters the game for W. Johnson,90,102
363,4,5:18.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),90,104
364,4,5:02.0,J. Butler misses 2-pt jump shot from 8 ft,,90,104
365,4,5:01.0,,Defensive rebound by J. Redick,90,104
366,4,4:46.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),90,107
367,4,4:35.0,E. Moore makes 2-pt jump shot from 5 ft (assist by D. Rose),,92,107
368,4,4:35.0,Shooting foul by J. Redick (drawn by E. Moore),,92,107
369,4,4:35.0,E. Moore makes free throw 1 of 1,,93,107
370,4,4:16.0,,C. Paul makes 2-pt jump shot from 10 ft (assist by D. Jordan),93,109
371,4,4:00.0,Shooting foul by L. Mbah a Moute (drawn by J. Butler),,93,109
372,4,4:00.0,J. Butler misses free throw 1 of 2,,93,109
373,4,4:00.0,Offensive rebound by Team,,93,109
374,4,4:00.0,B. Portis enters the game for T. Gibson,,93,109
375,4,4:00.0,A. Brooks enters the game for D. Rose,,93,109
376,4,4:00.0,J. Butler misses free throw 2 of 2,,93,109
377,4,3:56.0,,Defensive rebound by D. Jordan,93,109
378,4,3:49.0,,Personal foul by D. McDermott (drawn by D. Jordan),93,109
379,4,3:49.0,T. Snell enters the game for J. Butler,,93,109
380,4,3:49.0,C. Bairstow enters the game for E. Moore,,93,109
381,4,3:37.0,,C. Paul makes 3-pt jump shot from 27 ft,93,112
