,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CLEVELAND_ACTION,WASHINGTON_SCORE,CLEVELAND_SCORE
398,4,5:07.0,,Defensive rebound by T. Thompson,93,78
399,4,4:54.0,,L. James misses 2-pt jump shot from 3 ft,93,78
400,4,4:53.0,Defensive rebound by O. Porter,,93,78
401,4,4:32.0,B. Beal misses 3-pt jump shot from 27 ft,,93,78
402,4,4:32.0,,Defensive rebound by L. James,93,78
403,4,4:22.0,,L. James makes 2-pt layup from 1 ft,93,80
404,4,3:55.0,J. Dudley makes 2-pt layup at rim (assist by J. Wall),,95,80
405,4,3:42.0,,J. Jones misses 3-pt jump shot from 22 ft,95,80
406,4,3:41.0,Defensive rebound by B. Beal,,95,80
407,4,3:24.0,G. Temple misses 2-pt jump shot from 6 ft (block by J. Smith),,95,80
408,4,3:24.0,,Defensive rebound by Team,95,80
409,4,3:11.0,,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by J. Smith),95,83
410,4,2:51.0,Turnover by J. Dudley (lost ball; steal by M. Dellavedova),,95,83
411,4,2:47.0,,Shooting foul by J. Wall (drawn by T. Thompson),95,83
412,4,2:47.0,Washington full timeout,,95,83
413,4,2:47.0,M. Gortat enters the game for G. Temple,,95,83
414,4,2:47.0,,T. Thompson makes free throw 1 of 2,95,84
415,4,2:47.0,,T. Thompson makes free throw 2 of 2,95,85
416,4,2:28.0,J. Wall misses 2-pt jump shot from 17 ft,,95,85
417,4,2:27.0,,Defensive rebound by J. Smith,95,85
418,4,2:19.0,,L. James misses 2-pt layup from 2 ft,95,85
419,4,2:17.0,Defensive rebound by O. Porter,,95,85
420,4,1:51.0,B. Beal misses 3-pt jump shot from 24 ft,,95,85
421,4,1:51.0,,Defensive rebound by T. Thompson,95,85
422,4,1:43.0,,L. James misses 2-pt layup from 1 ft,95,85
423,4,1:41.0,Defensive rebound by B. Beal,,95,85
424,4,1:21.0,Turnover by J. Wall (bad pass; steal by J. Jones),,95,85
425,4,1:10.0,,M. Dellavedova misses 2-pt jump shot from 21 ft,95,85
426,4,1:09.0,Defensive rebound by B. Beal,,95,85
427,4,0:49.0,Turnover by J. Dudley (step out of bounds),,95,85
428,4,0:49.0,,Cleveland full timeout,95,85
429,4,0:49.0,,R. Jefferson enters the game for M. Dellavedova,95,85
430,4,0:49.0,G. Temple enters the game for J. Dudley,,95,85
431,4,0:45.0,,J. Jones misses 3-pt jump shot from 24 ft,95,85
432,4,0:45.0,Defensive rebound by G. Temple,,95,85
433,4,0:37.0,Personal foul by J. Smith (drawn by J. Wall),,95,85
434,4,0:37.0,J. Wall makes free throw 1 of 2,,96,85
435,4,0:37.0,,J. Cunningham enters the game for L. James,96,85
436,4,0:37.0,J. Wall makes free throw 2 of 2,,97,85
437,4,0:37.0,,Cleveland full timeout,97,85
438,4,0:31.0,,J. Smith misses 3-pt jump shot from 24 ft,97,85
439,4,0:31.0,Defensive rebound by B. Beal,,97,85
440,4,0:07.0,Turnover by Team (shot clock),,97,85
441,4,0:00.0,,R. Jefferson misses 3-pt jump shot from 25 ft,97,85
442,4,0:00.0,,Offensive rebound by Team,97,85
