,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ORLANDO_ACTION,PHILADELPHIA_SCORE,ORLANDO_SCORE
72,1,3:30.0,,N. Vučević misses 2-pt jump shot from 15 ft,12,20
73,1,3:29.0,Defensive rebound by J. Grant,,12,20
74,1,3:15.0,J. Grant misses 2-pt layup at rim (block by N. Vučević),,12,20
75,1,3:12.0,,Defensive rebound by T. Harris,12,20
76,1,3:07.0,,E. Fournier misses 2-pt jump shot from 23 ft,12,20
77,1,3:06.0,Defensive rebound by J. Grant,,12,20
78,1,2:54.0,Turnover by J. Okafor (lost ball; steal by E. Fournier),,12,20
79,1,2:49.0,,Shooting foul by H. Thompson (drawn by E. Fournier),12,20
80,1,2:49.0,,Orlando full timeout,12,20
81,1,2:49.0,T. McConnell enters the game for J. Okafor,,12,20
82,1,2:49.0,N. Noel enters the game for I. Smith,,12,20
83,1,2:49.0,,J. Smith enters the game for N. Vučević,12,20
84,1,2:49.0,,T. Harris misses free throw 1 of 2,12,20
85,1,2:49.0,,Offensive rebound by Team,12,20
86,1,2:49.0,,T. Harris makes free throw 2 of 2,12,21
87,1,2:36.0,H. Thompson makes 3-pt jump shot from 23 ft (assist by I. Canaan),,15,21
88,1,2:21.0,,Turnover by A. Gordon (lost ball; steal by I. Canaan),15,21
89,1,2:16.0,I. Canaan makes 3-pt jump shot from 25 ft,,18,21
90,1,1:53.0,,S. Napier misses 2-pt layup from 1 ft (block by N. Noel),18,21
91,1,1:51.0,Defensive rebound by T. McConnell,,18,21
92,1,1:46.0,H. Thompson makes 3-pt jump shot from 26 ft (assist by T. McConnell),,21,21
93,1,1:24.0,,M. Hezonja enters the game for E. Fournier,21,21
94,1,1:19.0,,J. Smith misses 2-pt jump shot from 19 ft,21,21
95,1,1:17.0,Defensive rebound by N. Noel,,21,21
96,1,0:59.0,J. Grant misses 2-pt jump shot from 10 ft,,21,21
97,1,0:58.0,,Defensive rebound by A. Gordon,21,21
98,1,0:47.0,,S. Napier misses 3-pt jump shot from 22 ft,21,21
99,1,0:46.0,Defensive rebound by H. Thompson,,21,21
100,1,0:39.0,N. Noel makes 2-pt dunk at rim (assist by T. McConnell),,23,21
101,1,0:18.0,,S. Napier misses 2-pt jump shot from 20 ft,23,21
102,1,0:16.0,Defensive rebound by H. Thompson,,23,21
103,1,0:02.0,T. McConnell misses 2-pt jump shot from 16 ft,,23,21
104,1,0:01.0,,Defensive rebound by A. Gordon,23,21
105,2,11:44.0,,Shooting foul by J. Grant (drawn by K. Appling),23,21
106,2,11:44.0,,K. Appling makes free throw 1 of 2,23,22
107,2,11:44.0,,E. Payton enters the game for T. Harris,23,22
108,2,11:44.0,,K. Appling makes free throw 2 of 2,23,23
109,2,11:22.0,I. Canaan misses 2-pt jump shot from 11 ft,,23,23
110,2,11:20.0,Offensive rebound by T. McConnell,,23,23
111,2,11:18.0,T. McConnell misses 2-pt jump shot from 16 ft,,23,23
112,2,11:16.0,,Defensive rebound by K. Appling,23,23
113,2,11:16.0,,Personal foul by T. McConnell (drawn by A. Gordon),23,23
114,2,10:59.0,,J. Smith misses 2-pt layup at rim,23,23
115,2,10:58.0,,Offensive rebound by J. Smith,23,23
116,2,10:57.0,,J. Smith makes 2-pt layup from 1 ft,23,25
117,2,10:46.0,Personal foul by K. Appling (drawn by T. McConnell),,23,25
118,2,10:46.0,J. Okafor enters the game for N. Noel,,23,25
119,2,10:40.0,Shooting foul by K. Appling (drawn by T. McConnell),,23,25
120,2,10:40.0,T. McConnell misses free throw 1 of 2,,23,25
121,2,10:40.0,Offensive rebound by Team,,23,25
122,2,10:40.0,T. McConnell makes free throw 2 of 2,,24,25
123,2,10:24.0,,A. Gordon misses 3-pt jump shot from 22 ft,24,25
124,2,10:24.0,Defensive rebound by Team,,24,25
125,2,10:05.0,I. Canaan misses 3-pt jump shot from 26 ft,,24,25
126,2,10:02.0,,Defensive rebound by M. Hezonja,24,25
127,2,9:56.0,,Personal block foul by J. Grant (drawn by A. Gordon),24,25
128,2,9:56.0,R. Covington enters the game for H. Thompson,,24,25
129,2,9:50.0,,K. Appling misses 2-pt jump shot from 17 ft,24,25
130,2,9:49.0,Defensive rebound by Team,,24,25
131,2,9:36.0,T. McConnell misses 2-pt jump shot from 17 ft,,24,25
132,2,9:35.0,,Defensive rebound by A. Gordon,24,25
133,2,9:24.0,,Shooting foul by R. Covington (drawn by M. Hezonja),24,25
134,2,9:24.0,,M. Hezonja makes free throw 1 of 2,24,26
135,2,9:24.0,,M. Hezonja makes free throw 2 of 2,24,27
136,2,9:11.0,J. Grant misses 2-pt jump shot from 4 ft (block by J. Smith),,24,27
137,2,9:11.0,Offensive rebound by J. Grant,,24,27
138,2,9:11.0,Philadelphia full timeout,,24,27
139,2,8:59.0,Shooting foul by A. Gordon (drawn by J. Grant),,24,27
140,2,8:59.0,J. Grant misses free throw 1 of 2,,24,27
141,2,8:59.0,Offensive rebound by Team,,24,27
142,2,8:59.0,J. Grant makes free throw 2 of 2,,25,27
143,2,8:39.0,,K. Appling makes 2-pt layup at rim,25,29
144,2,8:23.0,T. McConnell misses 2-pt jump shot from 15 ft,,25,29
145,2,8:22.0,,Defensive rebound by A. Gordon,25,29
146,2,8:18.0,,M. Hezonja makes 2-pt dunk at rim (assist by A. Gordon),25,31
147,2,8:17.0,Philadelphia full timeout,,25,31
148,2,8:17.0,,N. Vučević enters the game for J. Smith,25,31
149,2,8:17.0,,E. Fournier enters the game for K. Appling,25,31
150,2,7:58.0,J. Okafor misses 2-pt hook shot from 6 ft,,25,31
151,2,7:56.0,,Defensive rebound by E. Fournier,25,31
152,2,7:36.0,,E. Payton misses 2-pt jump shot from 6 ft,25,31
153,2,7:35.0,Defensive rebound by J. Okafor,,25,31
154,2,7:24.0,J. Okafor makes 2-pt jump shot from 5 ft,,27,31
155,2,7:20.0,,M. Hezonja makes 2-pt dunk at rim (assist by E. Payton),27,33
156,2,7:20.0,,Shooting foul by R. Covington (drawn by M. Hezonja),27,33
157,2,7:20.0,N. Noel enters the game for J. Grant,,27,33
158,2,7:20.0,I. Smith enters the game for I. Canaan,,27,33
159,2,7:20.0,H. Thompson enters the game for T. McConnell,,27,33
160,2,7:20.0,,M. Hezonja makes free throw 1 of 1,27,34
161,2,6:59.0,I. Smith makes 2-pt jump shot from 12 ft,,29,34
162,2,6:43.0,,E. Fournier misses 2-pt jump shot from 18 ft,29,34
163,2,6:42.0,Defensive rebound by I. Smith,,29,34
164,2,6:36.0,J. Okafor makes 2-pt dunk at rim (assist by I. Smith),,31,34
165,2,6:18.0,,N. Vučević makes 2-pt hook shot from 5 ft (assist by E. Payton),31,36
166,2,6:09.0,I. Smith misses 2-pt jump shot from 8 ft,,31,36
167,2,6:08.0,,Defensive rebound by N. Vučević,31,36
168,2,5:56.0,,E. Fournier misses 2-pt jump shot from 2 ft,31,36
169,2,5:55.0,,Offensive rebound by E. Fournier,31,36
170,2,5:55.0,,E. Fournier misses 2-pt layup from 2 ft,31,36
171,2,5:52.0,Defensive rebound by R. Covington,,31,36
172,2,5:39.0,Turnover by J. Okafor (lost ball; steal by N. Vučević),,31,36
173,2,5:26.0,,E. Payton misses 2-pt jump shot from 7 ft,31,36
174,2,5:24.0,Defensive rebound by R. Covington,,31,36
175,2,5:18.0,I. Smith makes 2-pt layup from 1 ft,,33,36
176,2,5:12.0,,M. Hezonja makes 2-pt dunk at rim (assist by E. Payton),33,38
177,2,4:52.0,J. Okafor makes 2-pt hook shot from 8 ft,,35,38
178,2,4:33.0,,N. Vučević makes 2-pt jump shot from 14 ft (assist by E. Payton),35,40
179,2,4:12.0,J. Okafor makes 2-pt hook shot from 6 ft,,37,40
180,2,4:01.0,,Personal foul by I. Smith (drawn by E. Payton),37,40
181,2,4:01.0,Official timeout,,37,40
182,2,4:01.0,,T. Harris enters the game for A. Gordon,37,40
183,2,4:01.0,I. Canaan enters the game for R. Covington,,37,40
184,2,4:01.0,,E. Payton makes free throw 1 of 2,37,41
185,2,4:01.0,,E. Payton makes free throw 2 of 2,37,42
186,2,3:50.0,H. Thompson makes 2-pt layup at rim (assist by N. Noel),,39,42
187,2,3:35.0,,N. Vučević misses 2-pt hook shot from 2 ft,39,42
188,2,3:33.0,Defensive rebound by N. Noel,,39,42
189,2,3:23.0,J. Okafor misses 2-pt jump shot from 15 ft,,39,42
190,2,3:22.0,Offensive rebound by N. Noel,,39,42
191,2,3:21.0,Shooting foul by T. Harris (drawn by N. Noel),,39,42
192,2,3:21.0,N. Noel misses free throw 1 of 2,,39,42
193,2,3:21.0,Offensive rebound by Team,,39,42
194,2,3:21.0,N. Noel misses free throw 2 of 2,,39,42
195,2,3:21.0,,Defensive rebound by N. Vučević,39,42
196,2,3:08.0,,T. Harris misses 2-pt layup from 2 ft,39,42
197,2,3:07.0,,Offensive rebound by N. Vučević,39,42
198,2,3:07.0,,N. Vučević misses 2-pt layup at rim,39,42
199,2,3:05.0,,Offensive rebound by T. Harris,39,42
200,2,2:51.0,,Turnover by E. Fournier (step out of bounds),39,42
201,2,2:51.0,,Orlando full timeout,39,42
202,2,2:37.0,J. Okafor misses 2-pt jump shot from 19 ft,,39,42
203,2,2:36.0,,Defensive rebound by T. Harris,39,42
204,2,2:21.0,,M. Hezonja misses 3-pt jump shot from 24 ft,39,42
205,2,2:20.0,Defensive rebound by J. Okafor,,39,42
206,2,2:14.0,Turnover by I. Smith (bad pass; steal by N. Vučević),,39,42
207,2,2:07.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by T. Harris),39,45
208,2,1:51.0,I. Smith makes 2-pt jump shot from 5 ft,,41,45
209,2,1:51.0,Shooting foul by E. Payton (drawn by I. Smith),,41,45
210,2,1:51.0,J. Grant enters the game for J. Okafor,,41,45
211,2,1:51.0,I. Smith makes free throw 1 of 1,,42,45
212,2,1:32.0,,Shooting foul by J. Grant (drawn by T. Harris),42,45
213,2,1:32.0,,T. Harris misses free throw 1 of 2,42,45
214,2,1:32.0,,Offensive rebound by Team,42,45
215,2,1:32.0,J. Okafor enters the game for J. Grant,,42,45
216,2,1:32.0,,T. Harris makes free throw 2 of 2,42,46
217,2,1:08.0,I. Canaan makes 3-pt jump shot from 24 ft (assist by I. Smith),,45,46
218,2,0:48.0,,E. Fournier misses 3-pt jump shot from 24 ft,45,46
219,2,0:47.0,Defensive rebound by N. Noel,,45,46
220,2,0:33.0,J. Okafor makes 2-pt jump shot from 5 ft,,47,46
221,2,0:12.0,,T. Harris misses 2-pt jump shot from 5 ft,47,46
222,2,0:11.0,Defensive rebound by N. Noel,,47,46
223,2,0:00.0,H. Thompson misses 3-pt jump shot from 25 ft,,47,46
224,2,0:00.0,Offensive rebound by Team,,47,46
225,3,11:48.0,,Turnover by N. Vučević (traveling),47,46
226,3,11:33.0,Shooting foul by E. Fournier (drawn by I. Canaan),,47,46
227,3,11:33.0,I. Canaan makes free throw 1 of 2,,48,46
228,3,11:33.0,I. Canaan makes free throw 2 of 2,,49,46
229,3,11:13.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by E. Payton),49,49
230,3,10:49.0,Turnover by I. Canaan (lost ball; steal by E. Fournier),,49,49
231,3,10:34.0,,Turnover by C. Frye (bad pass; steal by I. Canaan),49,49
232,3,10:30.0,I. Canaan makes 2-pt layup from 1 ft,,51,49
233,3,10:18.0,,E. Payton misses 2-pt layup from 2 ft (block by J. Grant),51,49
234,3,10:15.0,,Offensive rebound by E. Payton,51,49
235,3,10:15.0,,E. Payton makes 2-pt layup from 1 ft,51,51
236,3,10:09.0,J. Grant makes 2-pt jump shot from 7 ft (assist by I. Smith),,53,51
237,3,9:56.0,,T. Harris makes 2-pt dunk at rim (assist by E. Payton),53,53
238,3,9:35.0,R. Covington makes 3-pt jump shot from 26 ft (assist by I. Smith),,56,53
239,3,9:19.0,,E. Fournier misses 2-pt jump shot from 15 ft,56,53
240,3,9:17.0,Defensive rebound by J. Grant,,56,53
241,3,9:01.0,R. Covington makes 3-pt jump shot from 26 ft (assist by I. Smith),,59,53
242,3,8:42.0,,C. Frye misses 3-pt jump shot from 27 ft,59,53
243,3,8:41.0,Defensive rebound by R. Covington,,59,53
244,3,8:27.0,Shooting foul by N. Vučević (drawn by J. Grant),,59,53
245,3,8:27.0,J. Grant makes free throw 1 of 2,,60,53
246,3,8:27.0,J. Grant misses free throw 2 of 2,,60,53
247,3,8:25.0,,Defensive rebound by C. Frye,60,53
248,3,8:10.0,,N. Vučević misses 2-pt jump shot from 3 ft (block by J. Okafor),60,53
249,3,8:07.0,Defensive rebound by R. Covington,,60,53
250,3,7:58.0,J. Grant makes 2-pt layup at rim (assist by I. Smith),,62,53
251,3,7:58.0,,Orlando full timeout,62,53
252,3,7:58.0,,K. Appling enters the game for T. Harris,62,53
253,3,7:58.0,,A. Gordon enters the game for C. Frye,62,53
254,3,7:58.0,,D. Marble enters the game for N. Vučević,62,53
255,3,7:58.0,,J. Smith enters the game for E. Fournier,62,53
256,3,7:58.0,,D. Dedmon enters the game for E. Payton,62,53
257,3,7:46.0,,A. Gordon makes 2-pt jump shot from 19 ft (assist by J. Smith),62,55
258,3,7:39.0,J. Grant makes 3-pt jump shot from 23 ft (assist by I. Smith),,65,55
259,3,7:18.0,,K. Appling misses 2-pt jump shot from 11 ft,65,55
260,3,7:17.0,Defensive rebound by J. Okafor,,65,55
261,3,6:55.0,Turnover by I. Smith (step out of bounds),,65,55
262,3,6:50.0,,Personal foul by I. Smith (drawn by K. Appling),65,55
263,3,6:42.0,,Turnover by K. Appling (bad pass; steal by J. Grant),65,55
264,3,6:30.0,Shooting foul by K. Appling (drawn by J. Grant),,65,55
265,3,6:30.0,J. Grant misses free throw 1 of 2,,65,55
266,3,6:30.0,Offensive rebound by Team,,65,55
267,3,6:30.0,H. Thompson enters the game for R. Covington,,65,55
268,3,6:30.0,J. Grant makes free throw 2 of 2,,66,55
269,3,6:15.0,,J. Smith makes 2-pt jump shot from 15 ft,66,57
270,3,5:49.0,I. Smith misses 2-pt jump shot from 18 ft,,66,57
271,3,5:48.0,,Defensive rebound by D. Dedmon,66,57
272,3,5:40.0,,A. Gordon misses 3-pt jump shot from 25 ft,66,57
273,3,5:38.0,Defensive rebound by J. Okafor,,66,57
274,3,5:31.0,Philadelphia full timeout,,66,57
275,3,5:31.0,,E. Payton enters the game for K. Appling,66,57
276,3,5:31.0,,M. Hezonja enters the game for D. Marble,66,57
277,3,5:30.0,Turnover by I. Canaan (bad pass; steal by J. Smith),,66,57
278,3,5:25.0,R. Holmes enters the game for J. Okafor,,66,57
279,3,5:17.0,,E. Payton makes 2-pt jump shot from 3 ft,66,59
280,3,5:05.0,Turnover by H. Thompson (traveling),,66,59
281,3,4:57.0,,D. Dedmon misses 2-pt dunk at rim (block by J. Grant),66,59
282,3,4:56.0,Defensive rebound by Team,,66,59
283,3,4:56.0,,Loose ball foul by D. Dedmon (drawn by R. Holmes),66,59
284,3,4:56.0,R. Covington enters the game for I. Canaan,,66,59
285,3,4:44.0,R. Holmes makes 2-pt layup at rim (assist by I. Smith),,68,59
286,3,4:31.0,,Shooting foul by I. Smith (drawn by E. Payton),68,59
287,3,4:31.0,,E. Payton makes free throw 1 of 2,68,60
288,3,4:31.0,T. McConnell enters the game for I. Smith,,68,60
289,3,4:31.0,,E. Payton makes free throw 2 of 2,68,61
290,3,4:09.0,R. Covington misses 3-pt jump shot from 28 ft,,68,61
291,3,4:08.0,,Defensive rebound by D. Dedmon,68,61
292,3,3:58.0,,E. Payton misses 2-pt layup from 2 ft,68,61
293,3,3:56.0,Defensive rebound by R. Covington,,68,61
294,3,3:50.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by R. Covington),,71,61
295,3,3:36.0,,M. Hezonja misses 2-pt jump shot from 6 ft,71,61
296,3,3:36.0,Defensive rebound by Team,,71,61
297,3,3:20.0,H. Thompson makes 2-pt jump shot from 22 ft (assist by T. McConnell),,73,61
298,3,3:16.0,,Turnover by D. Dedmon (inbound),73,61
299,3,3:16.0,,N. Vučević enters the game for J. Smith,73,61
300,3,3:16.0,,T. Harris enters the game for D. Dedmon,73,61
301,3,3:13.0,H. Thompson misses 3-pt jump shot from 22 ft,,73,61
302,3,3:12.0,,Defensive rebound by E. Payton,73,61
303,3,3:00.0,,Turnover by N. Vučević (bad pass; steal by J. Grant),73,61
304,3,2:57.0,Shooting foul by N. Vučević (drawn by J. Grant),,73,61
305,3,2:57.0,J. Grant makes free throw 1 of 2,,74,61
306,3,2:57.0,J. Grant makes free throw 2 of 2,,75,61
307,3,2:47.0,,Turnover by M. Hezonja (lost ball),75,61
308,3,2:39.0,T. McConnell misses 2-pt layup from 1 ft,,75,61
309,3,2:37.0,,Defensive rebound by T. Harris,75,61
310,3,2:29.0,,T. Harris makes 2-pt layup from 1 ft,75,63
311,3,2:29.0,,Shooting foul by R. Holmes (drawn by T. Harris),75,63
312,3,2:29.0,,E. Fournier enters the game for M. Hezonja,75,63
313,3,2:29.0,,T. Harris makes free throw 1 of 1,75,64
314,3,2:07.0,H. Thompson makes 2-pt jump shot from 9 ft,,77,64
315,3,1:44.0,,E. Fournier misses 2-pt jump shot from 5 ft (block by J. Grant),77,64
316,3,1:42.0,Defensive rebound by J. Grant,,77,64
317,3,1:39.0,J. Grant misses 2-pt layup at rim (block by T. Harris),,77,64
318,3,1:36.0,,Defensive rebound by A. Gordon,77,64
319,3,1:34.0,,Shooting foul by H. Thompson (drawn by T. Harris),77,64
320,3,1:34.0,,T. Harris makes free throw 1 of 2,77,65
321,3,1:34.0,J. Okafor enters the game for J. Grant,,77,65
322,3,1:34.0,,T. Harris misses free throw 2 of 2,77,65
323,3,1:33.0,Defensive rebound by R. Covington,,77,65
324,3,1:22.0,R. Covington misses 2-pt jump shot from 7 ft,,77,65
325,3,1:21.0,,Defensive rebound by T. Harris,77,65
326,3,1:19.0,,Turnover by E. Payton (lost ball),77,65
327,3,1:00.0,R. Holmes misses 3-pt jump shot from 27 ft,,77,65
328,3,0:59.0,,Defensive rebound by T. Harris,77,65
329,3,0:41.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by T. Harris),77,68
330,3,0:32.0,Personal foul by T. Harris (drawn by T. McConnell),,77,68
331,3,0:32.0,T. McConnell makes free throw 1 of 2,,78,68
332,3,0:32.0,T. McConnell makes free throw 2 of 2,,79,68
333,3,0:19.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by E. Payton),79,71
334,3,0:01.0,Shooting foul by E. Fournier (drawn by J. Okafor),,79,71
335,3,0:01.0,J. Okafor makes free throw 1 of 2,,80,71
336,3,0:01.0,J. Okafor makes free throw 2 of 2,,81,71
337,3,0:01.0,J. Grant enters the game for T. McConnell,,81,71
338,3,0:00.0,,A. Gordon misses 2-pt layup from 1 ft,81,71
339,3,0:00.0,Defensive rebound by J. Grant,,81,71
340,4,11:35.0,J. Okafor misses 2-pt jump shot from 16 ft,,81,71
341,4,11:33.0,,Defensive rebound by T. Harris,81,71
342,4,11:17.0,,N. Vučević misses 2-pt hook shot from 5 ft,81,71
343,4,11:15.0,Defensive rebound by R. Holmes,,81,71
344,4,11:03.0,J. Okafor misses 2-pt layup from 1 ft,,81,71
345,4,11:01.0,,Defensive rebound by N. Vučević,81,71
346,4,10:57.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),81,73
347,4,10:41.0,J. Okafor misses 2-pt jump shot from 4 ft,,81,73
348,4,10:39.0,,Defensive rebound by E. Payton,81,73
349,4,10:30.0,,N. Vučević misses 2-pt jump shot from 17 ft,81,73
350,4,10:29.0,,Offensive rebound by A. Gordon,81,73
351,4,10:23.0,,Turnover by T. Harris (lost ball; steal by R. Covington),81,73
352,4,10:09.0,R. Holmes makes 2-pt layup from 2 ft (assist by T. McConnell),,83,73
353,4,9:43.0,,A. Gordon misses 2-pt jump shot from 4 ft,83,73
354,4,9:42.0,Defensive rebound by T. McConnell,,83,73
355,4,9:26.0,J. Okafor misses 2-pt layup from 2 ft,,83,73
356,4,9:25.0,,Defensive rebound by T. Harris,83,73
357,4,9:09.0,,Shooting foul by T. McConnell (drawn by E. Payton),83,73
358,4,9:09.0,,E. Payton misses free throw 1 of 2,83,73
359,4,9:09.0,,Offensive rebound by Team,83,73
360,4,9:09.0,,E. Payton misses free throw 2 of 2,83,73
361,4,9:09.0,Defensive rebound by R. Covington,,83,73
362,4,9:09.0,Philadelphia full timeout,,83,73
363,4,8:53.0,H. Thompson misses 2-pt jump shot from 16 ft,,83,73
364,4,8:52.0,Offensive rebound by J. Okafor,,83,73
365,4,8:37.0,J. Okafor misses 2-pt hook shot at rim,,83,73
366,4,8:36.0,,Defensive rebound by N. Vučević,83,73
367,4,8:13.0,,N. Vučević makes 2-pt jump shot from 15 ft (assist by E. Fournier),83,75
368,4,7:47.0,Turnover by Team (shot clock),,83,75
369,4,7:47.0,J. Grant enters the game for J. Okafor,,83,75
370,4,7:47.0,I. Canaan enters the game for H. Thompson,,83,75
371,4,7:30.0,,E. Fournier misses 2-pt jump shot from 20 ft,83,75
372,4,7:27.0,Defensive rebound by T. McConnell,,83,75
373,4,7:13.0,R. Covington misses 3-pt jump shot from 29 ft,,83,75
374,4,7:12.0,,Defensive rebound by Team,83,75
375,4,6:48.0,,E. Fournier misses 3-pt jump shot from 22 ft,83,75
376,4,6:47.0,Defensive rebound by R. Covington,,83,75
377,4,6:31.0,Turnover by R. Covington (lost ball; steal by E. Payton),,83,75
378,4,6:26.0,,Shooting foul by T. McConnell (drawn by N. Vučević),83,75
379,4,6:26.0,,N. Vučević misses free throw 1 of 2,83,75
380,4,6:26.0,,Offensive rebound by Team,83,75
381,4,6:26.0,I. Smith enters the game for T. McConnell,,83,75
382,4,6:26.0,,N. Vučević makes free throw 2 of 2,83,76
383,4,6:08.0,Turnover by R. Covington (lost ball; steal by E. Fournier),,83,76
384,4,6:01.0,,Turnover by E. Payton (lost ball; steal by R. Covington),83,76
385,4,5:46.0,Personal foul by E. Payton (drawn by I. Smith),,83,76
386,4,5:46.0,Official timeout,,83,76
387,4,5:46.0,J. Okafor enters the game for R. Covington,,83,76
388,4,5:46.0,H. Thompson enters the game for R. Holmes,,83,76
389,4,5:42.0,H. Thompson makes 2-pt dunk at rim (assist by J. Okafor),,85,76
390,4,5:14.0,,T. Harris misses 3-pt jump shot from 27 ft,85,76
391,4,5:12.0,,Offensive rebound by E. Payton,85,76
392,4,5:12.0,,E. Payton makes 2-pt layup at rim,85,78
393,4,4:48.0,I. Smith misses 2-pt jump shot from 10 ft,,85,78
394,4,4:47.0,,Defensive rebound by A. Gordon,85,78
