,QUARTER,TIME_REMAINING,PORTLAND_ACTION,BROOKLYN_ACTION,PORTLAND_SCORE,BROOKLYN_SCORE
78,1,1:39.0,,A. Bargnani makes 3-pt jump shot from 24 ft (assist by J. Johnson),17,23
79,1,1:24.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by D. Lillard),,20,23
80,1,0:59.0,,B. Bogdanović enters the game for J. Johnson,20,23
81,1,0:57.0,,W. Ellington misses 2-pt jump shot from 22 ft,20,23
82,1,0:55.0,Defensive rebound by D. Lillard,,20,23
83,1,0:34.0,M. Harkless makes 2-pt layup from 2 ft (assist by D. Lillard),,22,23
84,1,0:11.0,,T. Robinson misses 2-pt hook shot from 5 ft,22,23
85,1,0:09.0,Defensive rebound by E. Davis,,22,23
86,1,0:02.0,Personal foul by S. Larkin (drawn by D. Lillard),,22,23
87,1,0:02.0,,S. Karasev enters the game for A. Bargnani,22,23
88,1,0:01.0,D. Lillard misses 3-pt jump shot from 24 ft,,22,23
89,1,0:00.0,Offensive rebound by Team,,22,23
90,2,11:44.0,C. McCollum makes 2-pt jump shot from 5 ft,,24,23
91,2,11:31.0,,A. Bargnani misses 2-pt jump shot from 19 ft,24,23
92,2,11:29.0,Defensive rebound by A. Crabbe,,24,23
93,2,11:15.0,M. Leonard misses 3-pt jump shot from 25 ft,,24,23
94,2,11:14.0,,Defensive rebound by B. Bogdanović,24,23
95,2,11:01.0,,B. Bogdanović makes 2-pt layup from 2 ft,24,25
96,2,10:51.0,Personal foul by S. Larkin (drawn by C. McCollum),,24,25
97,2,10:43.0,A. Crabbe misses 3-pt jump shot from 24 ft,,24,25
98,2,10:42.0,,Defensive rebound by A. Bargnani,24,25
99,2,10:34.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,24,25
100,2,10:33.0,Defensive rebound by M. Leonard,,24,25
101,2,10:23.0,C. McCollum makes 3-pt jump shot from 24 ft,,27,25
102,2,10:03.0,,S. Larkin misses 2-pt jump shot from 15 ft,27,25
103,2,10:01.0,Defensive rebound by M. Harkless,,27,25
104,2,9:52.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by M. Harkless),,30,25
105,2,9:37.0,,S. Larkin makes 2-pt layup from 3 ft (assist by T. Robinson),30,27
106,2,9:22.0,M. Leonard makes 3-pt jump shot from 26 ft (assist by C. McCollum),,33,27
107,2,9:15.0,,Brooklyn full timeout,33,27
108,2,9:09.0,,Shooting foul by A. Crabbe (drawn by T. Robinson),33,27
109,2,9:09.0,,T. Robinson misses free throw 1 of 2,33,27
110,2,9:09.0,,Offensive rebound by Team,33,27
111,2,9:09.0,,T. Robinson makes free throw 2 of 2,33,28
112,2,8:58.0,E. Davis makes 2-pt layup from 2 ft (assist by M. Leonard),,35,28
113,2,8:40.0,,Turnover by A. Bargnani (lost ball; steal by A. Crabbe),35,28
114,2,8:36.0,M. Harkless makes 2-pt layup from 1 ft (assist by A. Crabbe),,37,28
115,2,8:20.0,,T. Robinson misses 2-pt jump shot from 17 ft,37,28
116,2,8:19.0,Defensive rebound by E. Davis,,37,28
117,2,8:05.0,C. McCollum misses 3-pt jump shot from 23 ft,,37,28
118,2,8:04.0,,Defensive rebound by T. Robinson,37,28
119,2,7:49.0,,Shooting foul by E. Davis (drawn by B. Bogdanović),37,28
120,2,7:49.0,,B. Bogdanović misses free throw 1 of 2,37,28
121,2,7:49.0,,Offensive rebound by Team,37,28
122,2,7:49.0,,B. Lopez enters the game for T. Robinson,37,28
123,2,7:49.0,,T. Young enters the game for A. Bargnani,37,28
124,2,7:49.0,G. Henderson enters the game for M. Harkless,,37,28
125,2,7:49.0,,B. Bogdanović makes free throw 2 of 2,37,29
126,2,7:40.0,C. McCollum makes 2-pt dunk at rim,,39,29
127,2,7:29.0,,T. Young misses 2-pt jump shot from 17 ft,39,29
128,2,7:28.0,Defensive rebound by A. Crabbe,,39,29
129,2,7:19.0,E. Davis makes 2-pt layup from 2 ft (assist by C. McCollum),,41,29
130,2,7:16.0,,Brooklyn full timeout,41,29
131,2,7:16.0,,J. Johnson enters the game for S. Karasev,41,29
132,2,7:16.0,,D. Sloan enters the game for S. Larkin,41,29
133,2,6:59.0,,B. Lopez makes 2-pt jump shot from 11 ft (assist by T. Young),41,31
134,2,6:59.0,,Shooting foul by M. Leonard (drawn by B. Lopez),41,31
135,2,6:59.0,,B. Lopez makes free throw 1 of 1,41,32
136,2,6:47.0,C. McCollum misses 3-pt jump shot from 29 ft,,41,32
137,2,6:45.0,,Defensive rebound by T. Young,41,32
138,2,6:38.0,,Shooting foul by E. Davis (drawn by B. Lopez),41,32
139,2,6:38.0,,B. Lopez makes free throw 1 of 2,41,33
140,2,6:38.0,A. Aminu enters the game for A. Crabbe,,41,33
141,2,6:38.0,,B. Lopez misses free throw 2 of 2,41,33
142,2,6:37.0,Defensive rebound by C. McCollum,,41,33
143,2,6:27.0,Turnover by C. McCollum (bad pass; steal by T. Young),,41,33
144,2,6:14.0,,B. Bogdanović misses 2-pt jump shot from 6 ft,41,33
145,2,6:13.0,Defensive rebound by M. Leonard,,41,33
146,2,6:03.0,M. Leonard makes 2-pt hook shot from 9 ft (assist by C. McCollum),,43,33
147,2,5:51.0,,Personal foul by C. McCollum (drawn by D. Sloan),43,33
148,2,5:51.0,Official timeout,,43,33
149,2,5:51.0,,W. Ellington enters the game for B. Bogdanović,43,33
150,2,5:51.0,M. Plumlee enters the game for E. Davis,,43,33
151,2,5:51.0,D. Lillard enters the game for C. McCollum,,43,33
152,2,5:51.0,,D. Sloan misses free throw 1 of 2,43,33
153,2,5:51.0,,Offensive rebound by Team,43,33
154,2,5:51.0,,D. Sloan makes free throw 2 of 2,43,34
155,2,5:33.0,G. Henderson misses 2-pt jump shot from 19 ft,,43,34
156,2,5:31.0,,Defensive rebound by T. Young,43,34
157,2,5:16.0,,T. Young makes 2-pt layup from 2 ft (assist by D. Sloan),43,36
158,2,4:54.0,M. Leonard misses 3-pt jump shot from 23 ft,,43,36
159,2,4:53.0,,Defensive rebound by D. Sloan,43,36
160,2,4:42.0,,W. Ellington misses 3-pt jump shot from 22 ft,43,36
161,2,4:41.0,Defensive rebound by A. Aminu,,43,36
162,2,4:33.0,D. Lillard makes 3-pt jump shot from 24 ft,,46,36
163,2,4:15.0,,B. Lopez makes 2-pt hook shot from 4 ft,46,38
164,2,4:15.0,,Shooting foul by M. Leonard (drawn by B. Lopez),46,38
165,2,4:15.0,,B. Lopez misses free throw 1 of 1,46,38
166,2,4:14.0,Defensive rebound by M. Leonard,,46,38
167,2,3:49.0,D. Lillard misses 3-pt jump shot from 27 ft,,46,38
168,2,3:48.0,,Defensive rebound by Team,46,38
169,2,3:34.0,,Offensive foul by B. Lopez (drawn by M. Leonard),46,38
170,2,3:34.0,,Turnover by B. Lopez (offensive foul),46,38
171,2,3:34.0,C. McCollum enters the game for M. Leonard,,46,38
172,2,3:21.0,D. Lillard misses 2-pt layup from 1 ft,,46,38
173,2,3:20.0,,Defensive rebound by J. Johnson,46,38
174,2,3:13.0,,Shooting foul by M. Plumlee (drawn by B. Lopez),46,38
175,2,3:13.0,,B. Lopez makes free throw 1 of 2,46,39
176,2,3:13.0,,B. Lopez makes free throw 2 of 2,46,40
177,2,3:00.0,C. McCollum misses 2-pt jump shot from 3 ft,,46,40
178,2,2:59.0,,Defensive rebound by B. Lopez,46,40
179,2,2:57.0,,Turnover by B. Lopez (bad pass),46,40
180,2,2:57.0,Portland full timeout,,46,40
181,2,2:48.0,A. Aminu misses 3-pt jump shot from 24 ft,,46,40
182,2,2:47.0,,Defensive rebound by D. Sloan,46,40
183,2,2:29.0,,B. Lopez makes 2-pt hook shot from 5 ft (assist by T. Young),46,42
184,2,2:10.0,G. Henderson misses 3-pt jump shot from 24 ft,,46,42
185,2,2:09.0,Offensive rebound by A. Aminu,,46,42
186,2,2:00.0,A. Aminu makes 2-pt layup from 1 ft (assist by M. Plumlee),,48,42
187,2,1:44.0,,J. Johnson misses 3-pt jump shot from 24 ft,48,42
188,2,1:43.0,,Offensive rebound by T. Young,48,42
189,2,1:39.0,,D. Sloan makes 3-pt jump shot from 24 ft (assist by T. Young),48,45
190,2,1:25.0,Personal foul by W. Ellington (drawn by M. Plumlee),,48,45
191,2,1:25.0,M. Plumlee misses free throw 1 of 2,,48,45
192,2,1:25.0,Offensive rebound by Team,,48,45
193,2,1:25.0,M. Plumlee makes free throw 2 of 2,,49,45
194,2,1:11.0,,D. Sloan makes 2-pt jump shot from 20 ft,49,47
195,2,0:59.0,G. Henderson makes 2-pt dunk at rim (assist by M. Plumlee),,51,47
196,2,0:53.0,Offensive charge foul by D. Sloan (drawn by D. Lillard),,51,47
197,2,0:53.0,,Turnover by D. Sloan (offensive foul),51,47
198,2,0:53.0,M. Leonard enters the game for M. Plumlee,,51,47
199,2,0:39.0,D. Lillard makes 3-pt jump shot from 24 ft,,54,47
200,2,0:28.0,,D. Sloan makes 2-pt jump shot from 19 ft (assist by J. Johnson),54,49
201,2,0:16.0,D. Lillard makes 2-pt jump shot from 6 ft,,56,49
202,2,0:01.0,,W. Ellington misses 2-pt jump shot from 21 ft,56,49
203,2,0:00.0,,Offensive rebound by Team,56,49
204,3,11:38.0,C. McCollum makes 2-pt jump shot from 18 ft (assist by M. Plumlee),,58,49
205,3,11:22.0,,B. Lopez makes 2-pt dunk at rim (assist by J. Johnson),58,51
206,3,11:01.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),,61,51
207,3,10:43.0,,J. Johnson misses 2-pt jump shot from 12 ft (block by A. Aminu),61,51
208,3,10:41.0,,Offensive rebound by J. Johnson,61,51
209,3,10:36.0,,B. Lopez misses 2-pt layup from 1 ft,61,51
210,3,10:35.0,Defensive rebound by M. Plumlee,,61,51
211,3,10:29.0,Turnover by M. Plumlee (traveling),,61,51
212,3,10:10.0,,B. Lopez makes 2-pt hook shot from 7 ft,61,53
213,3,9:55.0,D. Lillard misses 2-pt jump shot from 19 ft,,61,53
214,3,9:53.0,Offensive rebound by C. McCollum,,61,53
215,3,9:48.0,C. McCollum misses 2-pt jump shot from 21 ft,,61,53
216,3,9:47.0,,Defensive rebound by D. Sloan,61,53
217,3,9:41.0,,Turnover by T. Young (lost ball; steal by A. Aminu),61,53
218,3,9:33.0,Turnover by C. McCollum (bad pass; steal by T. Young),,61,53
219,3,9:30.0,Offensive charge foul by T. Young (drawn by D. Lillard),,61,53
220,3,9:30.0,,Turnover by T. Young (offensive foul),61,53
221,3,9:09.0,N. Vonleh misses 3-pt jump shot from 22 ft,,61,53
222,3,9:08.0,,Defensive rebound by D. Sloan,61,53
223,3,8:54.0,,J. Johnson misses 3-pt jump shot from 24 ft,61,53
224,3,8:53.0,,Offensive rebound by B. Lopez,61,53
225,3,8:51.0,,J. Johnson makes 2-pt hook shot from 8 ft,61,55
226,3,8:36.0,N. Vonleh makes 2-pt jump shot from 20 ft,,63,55
227,3,8:13.0,,T. Young makes 2-pt layup from 1 ft,63,57
228,3,8:03.0,D. Lillard misses 2-pt layup from 2 ft,,63,57
229,3,8:02.0,Offensive rebound by D. Lillard,,63,57
230,3,8:01.0,D. Lillard misses 2-pt layup from 2 ft,,63,57
231,3,8:00.0,,Defensive rebound by B. Lopez,63,57
232,3,7:53.0,,T. Young misses 2-pt jump shot from 5 ft,63,57
233,3,7:50.0,Defensive rebound by C. McCollum,,63,57
234,3,7:46.0,Shooting foul by W. Ellington (drawn by A. Aminu),,63,57
235,3,7:46.0,A. Aminu makes free throw 1 of 2,,64,57
236,3,7:46.0,A. Aminu makes free throw 2 of 2,,65,57
237,3,7:31.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by D. Sloan),65,60
238,3,7:12.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by C. McCollum),,68,60
239,3,6:59.0,,W. Ellington makes 3-pt jump shot from 24 ft,68,63
240,3,6:47.0,M. Plumlee misses 2-pt jump shot from 4 ft,,68,63
241,3,6:45.0,Offensive rebound by N. Vonleh,,68,63
242,3,6:44.0,N. Vonleh misses 2-pt layup from 1 ft,,68,63
243,3,6:43.0,,Defensive rebound by W. Ellington,68,63
244,3,6:31.0,,B. Lopez makes 2-pt jump shot from 12 ft (assist by D. Sloan),68,65
245,3,6:14.0,C. McCollum makes 2-pt layup from 1 ft (assist by D. Lillard),,70,65
246,3,5:58.0,,Personal foul by A. Aminu (drawn by D. Sloan),70,65
247,3,5:58.0,,Brooklyn full timeout,70,65
248,3,5:50.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by D. Sloan),70,68
249,3,5:27.0,N. Vonleh makes 2-pt layup from 1 ft,,72,68
250,3,5:13.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by D. Sloan),72,71
251,3,4:56.0,D. Lillard makes 2-pt layup from 1 ft (assist by C. McCollum),,74,71
252,3,4:41.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by D. Sloan),74,74
253,3,4:26.0,D. Lillard misses 3-pt jump shot from 25 ft,,74,74
254,3,4:24.0,,Defensive rebound by W. Ellington,74,74
255,3,4:12.0,,W. Ellington misses 3-pt jump shot from 24 ft,74,74
256,3,4:11.0,Defensive rebound by Team,,74,74
257,3,4:11.0,M. Leonard enters the game for N. Vonleh,,74,74
258,3,4:11.0,A. Crabbe enters the game for C. McCollum,,74,74
259,3,3:57.0,D. Lillard misses 2-pt dunk at rim (block by B. Lopez),,74,74
260,3,3:55.0,,Defensive rebound by D. Sloan,74,74
261,3,3:44.0,,J. Johnson misses 3-pt jump shot from 23 ft,74,74
262,3,3:43.0,,Offensive rebound by B. Lopez,74,74
263,3,3:42.0,,B. Lopez misses 2-pt layup from 1 ft,74,74
264,3,3:41.0,Defensive rebound by M. Leonard,,74,74
265,3,3:35.0,M. Plumlee makes 2-pt layup from 1 ft (assist by D. Lillard),,76,74
266,3,3:18.0,,Personal foul by M. Leonard (drawn by D. Sloan),76,74
267,3,3:18.0,,D. Sloan makes free throw 1 of 2,76,75
268,3,3:18.0,,T. Robinson enters the game for B. Lopez,76,75
269,3,3:18.0,M. Harkless enters the game for A. Aminu,,76,75
270,3,3:18.0,,D. Sloan makes free throw 2 of 2,76,76
271,3,3:00.0,A. Crabbe misses 2-pt jump shot from 20 ft,,76,76
272,3,2:59.0,Offensive rebound by M. Leonard,,76,76
273,3,2:54.0,D. Lillard makes 2-pt layup from 1 ft,,78,76
274,3,2:38.0,,T. Young misses 2-pt layup from 2 ft,78,76
275,3,2:37.0,,Offensive rebound by T. Robinson,78,76
276,3,2:36.0,,T. Robinson makes 2-pt layup from 2 ft,78,78
277,3,2:36.0,,Shooting foul by M. Leonard (drawn by T. Robinson),78,78
278,3,2:36.0,Portland full timeout,,78,78
279,3,2:36.0,,S. Larkin enters the game for D. Sloan,78,78
280,3,2:36.0,E. Davis enters the game for M. Plumlee,,78,78
281,3,2:36.0,,T. Robinson makes free throw 1 of 1,78,79
282,3,2:22.0,Turnover by M. Leonard (traveling),,78,79
283,3,2:08.0,,Turnover by J. Johnson (bad pass; steal by A. Crabbe),78,79
284,3,2:05.0,A. Crabbe makes 2-pt dunk at rim (assist by D. Lillard),,80,79
285,3,1:48.0,,Turnover by S. Larkin (bad pass),80,79
286,3,1:48.0,,B. Bogdanović enters the game for J. Johnson,80,79
287,3,1:35.0,Turnover by E. Davis (traveling),,80,79
288,3,1:12.0,,W. Ellington misses 3-pt jump shot from 26 ft,80,79
289,3,1:11.0,Defensive rebound by E. Davis,,80,79
290,3,1:01.0,D. Lillard makes 2-pt layup from 1 ft,,82,79
291,3,0:45.0,,S. Larkin misses 2-pt jump shot from 12 ft,82,79
292,3,0:44.0,Defensive rebound by E. Davis,,82,79
293,3,0:31.0,M. Leonard misses 3-pt jump shot from 24 ft,,82,79
294,3,0:30.0,,Defensive rebound by T. Robinson,82,79
295,3,0:08.0,,Turnover by S. Larkin (bad pass; steal by E. Davis),82,79
296,3,0:02.0,Shooting foul by T. Robinson (drawn by E. Davis),,82,79
297,3,0:02.0,E. Davis makes free throw 1 of 2,,83,79
298,3,0:02.0,E. Davis misses free throw 2 of 2,,83,79
299,3,0:00.0,Offensive rebound by Team,,83,79
300,4,11:47.0,,A. Bargnani makes 2-pt jump shot from 18 ft (assist by M. Brown),83,81
301,4,11:32.0,Turnover by C. McCollum (bad pass; steal by A. Bargnani),,83,81
302,4,11:18.0,,Shooting foul by M. Leonard (drawn by A. Bargnani),83,81
303,4,11:18.0,,A. Bargnani makes free throw 1 of 2,83,82
304,4,11:18.0,,A. Bargnani makes free throw 2 of 2,83,83
305,4,11:03.0,A. Crabbe misses 2-pt jump shot from 17 ft,,83,83
306,4,11:02.0,,Defensive rebound by S. Larkin,83,83
307,4,10:54.0,,B. Bogdanović misses 3-pt jump shot from 22 ft,83,83
308,4,10:53.0,Defensive rebound by M. Harkless,,83,83
309,4,10:41.0,M. Leonard makes 3-pt jump shot from 22 ft (assist by M. Harkless),,86,83
310,4,10:19.0,,A. Bargnani makes 2-pt jump shot from 23 ft (assist by M. Brown),86,85
311,4,10:12.0,Turnover by C. McCollum (lost ball; steal by S. Larkin),,86,85
312,4,9:59.0,,A. Bargnani misses 2-pt jump shot from 20 ft,86,85
313,4,9:57.0,,Offensive rebound by T. Robinson,86,85
314,4,9:56.0,,T. Robinson makes 2-pt layup from 2 ft,86,87
315,4,9:56.0,,Shooting foul by M. Harkless (drawn by T. Robinson),86,87
316,4,9:56.0,,T. Robinson makes free throw 1 of 1,86,88
317,4,9:33.0,A. Crabbe misses 2-pt jump shot from 18 ft (block by M. Brown),,86,88
318,4,9:30.0,,Defensive rebound by T. Robinson,86,88
319,4,9:23.0,,S. Larkin misses 2-pt jump shot from 13 ft,86,88
320,4,9:21.0,,Offensive rebound by T. Robinson,86,88
321,4,9:19.0,,T. Robinson makes 2-pt hook shot from 7 ft,86,90
322,4,9:19.0,Portland full timeout,,86,90
323,4,9:06.0,C. McCollum misses 2-pt layup from 2 ft (block by S. Larkin),,86,90
324,4,9:05.0,Offensive rebound by Team,,86,90
325,4,8:58.0,C. McCollum misses 3-pt jump shot from 24 ft,,86,90
326,4,8:57.0,,Defensive rebound by T. Robinson,86,90
327,4,8:41.0,,A. Bargnani makes 2-pt jump shot from 13 ft (assist by S. Larkin),86,92
328,4,8:24.0,M. Harkless misses 2-pt layup from 2 ft,,86,92
329,4,8:23.0,Offensive rebound by E. Davis,,86,92
330,4,8:21.0,E. Davis makes 2-pt layup from 2 ft,,88,92
331,4,8:09.0,,S. Larkin misses 2-pt jump shot from 19 ft,88,92
332,4,8:08.0,Defensive rebound by Team,,88,92
333,4,8:08.0,D. Lillard enters the game for M. Harkless,,88,92
334,4,8:08.0,A. Aminu enters the game for M. Leonard,,88,92
335,4,7:52.0,D. Lillard makes 2-pt jump shot from 21 ft (assist by E. Davis),,90,92
336,4,7:39.0,,Turnover by S. Larkin (bad pass; steal by D. Lillard),90,92
337,4,7:35.0,A. Crabbe misses 2-pt layup from 2 ft,,90,92
338,4,7:34.0,,Defensive rebound by B. Bogdanović,90,92
339,4,7:30.0,,Brooklyn full timeout,90,92
340,4,7:27.0,,S. Larkin misses 2-pt jump shot from 15 ft,90,92
341,4,7:26.0,Defensive rebound by Team,,90,92
342,4,7:15.0,D. Lillard makes 3-pt jump shot from 28 ft (assist by A. Crabbe),,93,92
343,4,7:02.0,,Shooting foul by A. Aminu (drawn by A. Bargnani),93,92
344,4,7:02.0,,A. Bargnani misses free throw 1 of 2,93,92
345,4,7:02.0,,Offensive rebound by Team,93,92
346,4,7:02.0,,D. Sloan enters the game for S. Larkin,93,92
347,4,7:02.0,,A. Bargnani makes free throw 2 of 2,93,93
348,4,6:42.0,A. Crabbe makes 3-pt jump shot from 26 ft (assist by D. Lillard),,96,93
349,4,6:26.0,,B. Bogdanović misses 2-pt layup at rim (block by E. Davis),96,93
350,4,6:25.0,Defensive rebound by A. Crabbe,,96,93
351,4,6:12.0,Turnover by A. Aminu (lost ball; steal by T. Robinson),,96,93
352,4,6:06.0,,Turnover by D. Sloan (lost ball; steal by C. McCollum),96,93
353,4,5:56.0,C. McCollum misses 2-pt layup from 2 ft,,96,93
354,4,5:55.0,Offensive rebound by E. Davis,,96,93
355,4,5:54.0,E. Davis makes 2-pt layup from 1 ft,,98,93
356,4,5:38.0,,A. Bargnani misses 2-pt jump shot from 18 ft,98,93
357,4,5:37.0,Defensive rebound by A. Crabbe,,98,93
358,4,5:31.0,Shooting foul by D. Sloan (drawn by D. Lillard),,98,93
359,4,5:31.0,D. Lillard makes free throw 1 of 3,,99,93
360,4,5:31.0,D. Lillard makes free throw 2 of 3,,100,93
361,4,5:31.0,,J. Johnson enters the game for T. Robinson,100,93
362,4,5:31.0,,B. Lopez enters the game for A. Bargnani,100,93
363,4,5:31.0,,W. Ellington enters the game for B. Bogdanović,100,93
364,4,5:31.0,,T. Young enters the game for M. Brown,100,93
365,4,5:31.0,D. Lillard misses free throw 3 of 3,,100,93
366,4,5:30.0,,Defensive rebound by T. Young,100,93
367,4,5:12.0,,Shooting foul by A. Aminu (drawn by T. Young),100,93
368,4,5:12.0,,T. Young misses free throw 1 of 2,100,93
369,4,5:12.0,,Offensive rebound by Team,100,93
370,4,5:12.0,,T. Young makes free throw 2 of 2,100,94
371,4,4:55.0,D. Lillard makes 3-pt jump shot from 29 ft,,103,94
372,4,4:36.0,,B. Lopez misses 2-pt hook shot from 7 ft,103,94
373,4,4:35.0,Defensive rebound by E. Davis,,103,94
374,4,4:26.0,D. Lillard misses 3-pt jump shot from 26 ft,,103,94
375,4,4:26.0,Offensive rebound by E. Davis,,103,94
376,4,4:26.0,E. Davis makes 2-pt dunk at rim,,105,94
377,4,4:26.0,,Brooklyn full timeout,105,94
378,4,4:18.0,,Personal foul by A. Crabbe (drawn by J. Johnson),105,94
379,4,4:18.0,,J. Johnson makes free throw 1 of 2,105,95
380,4,4:18.0,,J. Johnson makes free throw 2 of 2,105,96
381,4,3:59.0,A. Aminu misses 3-pt jump shot from 25 ft,,105,96
382,4,3:58.0,,Defensive rebound by B. Lopez,105,96
