,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHOENIX_ACTION,ORLANDO_SCORE,PHOENIX_SCORE
71,1,4:01.0,T. Harris makes 2-pt dunk at rim (assist by C. Frye),,17,13
72,1,3:38.0,,Offensive foul by M. Teletović (drawn by C. Frye),17,13
73,1,3:38.0,,Turnover by M. Teletović (offensive foul),17,13
74,1,3:38.0,A. Nicholson enters the game for C. Frye,,17,13
75,1,3:38.0,Orlando full timeout,,17,13
76,1,3:26.0,E. Fournier makes 2-pt layup at rim (assist by E. Payton),,19,13
77,1,3:06.0,,B. Knight misses 3-pt jump shot from 25 ft,19,13
78,1,3:05.0,,Offensive rebound by Team,19,13
79,1,3:05.0,V. Oladipo enters the game for T. Harris,,19,13
80,1,3:01.0,,M. Teletović makes 3-pt jump shot from 26 ft (assist by B. Knight),19,16
81,1,2:45.0,E. Payton makes 2-pt jump shot from 4 ft,,21,16
82,1,2:30.0,,Personal foul by N. Vučević (drawn by A. Len),21,16
83,1,2:30.0,J. Smith enters the game for N. Vučević,,21,16
84,1,2:30.0,,R. Price enters the game for B. Knight,21,16
85,1,2:30.0,,J. Leuer enters the game for A. Len,21,16
86,1,2:25.0,,D. Booker makes 2-pt jump shot from 18 ft (assist by R. Price),21,18
87,1,2:10.0,Personal foul by R. Price (drawn by A. Nicholson),,21,18
88,1,2:06.0,,Violation by R. Price (kicked ball),21,18
89,1,1:58.0,Personal foul by D. Booker (drawn by V. Oladipo),,21,18
90,1,1:52.0,E. Payton misses 2-pt jump shot from 16 ft,,21,18
91,1,1:50.0,,Defensive rebound by M. Teletović,21,18
92,1,1:28.0,,T. Warren misses 2-pt jump shot from 16 ft,21,18
93,1,1:27.0,Defensive rebound by A. Nicholson,,21,18
94,1,1:16.0,V. Oladipo misses 2-pt jump shot from 19 ft,,21,18
95,1,1:15.0,Offensive rebound by Team,,21,18
96,1,1:15.0,S. Napier enters the game for E. Payton,,21,18
97,1,1:09.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by S. Napier),,24,18
98,1,0:58.0,,T. Warren makes 2-pt layup from 1 ft (assist by M. Teletović),24,20
99,1,0:41.0,A. Nicholson misses 2-pt hook shot from 6 ft,,24,20
100,1,0:41.0,,Defensive rebound by Team,24,20
101,1,0:29.0,,Personal foul by J. Smith (drawn by J. Leuer),24,20
102,1,0:29.0,T. Harris enters the game for E. Fournier,,24,20
103,1,0:26.0,,Shooting foul by A. Nicholson (drawn by M. Teletović),24,20
104,1,0:26.0,,M. Teletović misses free throw 1 of 2,24,20
105,1,0:26.0,,Offensive rebound by Team,24,20
106,1,0:26.0,,M. Teletović makes free throw 2 of 2,24,21
107,1,0:07.0,V. Oladipo misses 2-pt layup from 2 ft (block by J. Leuer),,24,21
108,1,0:04.0,,Defensive rebound by T. Warren,24,21
109,1,0:01.0,,R. Price misses 3-pt jump shot from 25 ft,24,21
110,1,0:00.0,,Offensive rebound by Team,24,21
111,2,11:43.0,,J. Leuer makes 2-pt dunk at rim (assist by D. Booker),24,23
112,2,11:27.0,A. Nicholson makes 2-pt hook shot from 8 ft (assist by S. Napier),,26,23
113,2,11:22.0,,Personal foul by S. Napier (drawn by R. Price),26,23
114,2,11:09.0,,T. Warren misses 2-pt jump shot from 6 ft,26,23
115,2,11:07.0,,Offensive rebound by J. Leuer,26,23
116,2,11:01.0,,M. Teletović misses 3-pt jump shot from 26 ft,26,23
117,2,10:59.0,Defensive rebound by V. Oladipo,,26,23
118,2,10:52.0,,Offensive charge foul by V. Oladipo (drawn by R. Price),26,23
119,2,10:52.0,Turnover by V. Oladipo (offensive foul),,26,23
120,2,10:37.0,,T. Warren misses 3-pt jump shot from 24 ft,26,23
121,2,10:35.0,Defensive rebound by V. Oladipo,,26,23
122,2,10:24.0,A. Nicholson misses 2-pt hook shot from 6 ft,,26,23
123,2,10:21.0,,Defensive rebound by M. Teletović,26,23
124,2,10:18.0,,Turnover by R. Price (lost ball),26,23
125,2,10:07.0,V. Oladipo misses 2-pt jump shot from 16 ft,,26,23
126,2,10:07.0,,Defensive rebound by Team,26,23
127,2,10:07.0,Loose ball foul by J. Smith (drawn by D. Booker),,26,23
128,2,10:07.0,,E. Bledsoe enters the game for R. Price,26,23
129,2,9:55.0,,D. Booker misses 2-pt jump shot from 7 ft (block by J. Smith),26,23
130,2,9:52.0,Defensive rebound by A. Nicholson,,26,23
131,2,9:48.0,V. Oladipo makes 3-pt jump shot from 24 ft (assist by S. Napier),,29,23
132,2,9:48.0,,Personal foul by A. Nicholson (drawn by D. Booker),29,23
133,2,9:35.0,,Turnover by J. Leuer (bad pass; steal by V. Oladipo),29,23
134,2,9:24.0,Shooting foul by D. Booker (drawn by A. Nicholson),,29,23
135,2,9:24.0,A. Nicholson makes free throw 1 of 2,,30,23
136,2,9:24.0,,P. Tucker enters the game for T. Warren,30,23
137,2,9:24.0,A. Nicholson makes free throw 2 of 2,,31,23
138,2,9:12.0,,J. Leuer makes 2-pt layup from 1 ft (assist by E. Bledsoe),31,25
139,2,9:00.0,S. Napier makes 3-pt jump shot from 25 ft (assist by T. Harris),,34,25
140,2,8:41.0,,M. Teletović makes 2-pt jump shot from 2 ft,34,27
141,2,8:28.0,Turnover by T. Harris (bad pass; steal by E. Bledsoe),,34,27
142,2,8:24.0,,E. Bledsoe misses 2-pt layup from 1 ft,34,27
143,2,8:22.0,Defensive rebound by T. Harris,,34,27
144,2,8:20.0,Shooting foul by D. Booker (drawn by S. Napier),,34,27
145,2,8:20.0,,B. Knight enters the game for D. Booker,34,27
146,2,8:20.0,S. Napier makes free throw 1 of 2,,35,27
147,2,8:20.0,S. Napier misses free throw 2 of 2,,35,27
148,2,8:19.0,,Defensive rebound by E. Bledsoe,35,27
149,2,8:09.0,,J. Leuer makes 2-pt dunk at rim,35,29
150,2,7:50.0,Turnover by T. Harris (traveling),,35,29
151,2,7:42.0,N. Vučević enters the game for J. Smith,,35,29
152,2,7:42.0,E. Fournier enters the game for A. Nicholson,,35,29
153,2,7:40.0,,M. Teletović misses 2-pt jump shot from 16 ft,35,29
154,2,7:39.0,Defensive rebound by Team,,35,29
155,2,7:21.0,N. Vučević makes 2-pt jump shot from 12 ft,,37,29
156,2,7:09.0,,B. Knight misses 3-pt jump shot from 25 ft,37,29
157,2,7:07.0,Defensive rebound by N. Vučević,,37,29
158,2,6:53.0,Turnover by E. Fournier (lost ball; steal by B. Knight),,37,29
159,2,6:47.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by J. Leuer),37,32
160,2,6:28.0,N. Vučević makes 2-pt jump shot from 5 ft (assist by V. Oladipo),,39,32
161,2,6:13.0,,J. Leuer misses 2-pt layup from 2 ft,39,32
162,2,6:11.0,Defensive rebound by N. Vučević,,39,32
163,2,6:04.0,V. Oladipo misses 2-pt layup from 2 ft,,39,32
164,2,6:02.0,,Defensive rebound by J. Leuer,39,32
165,2,5:48.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by M. Teletović),39,34
166,2,5:30.0,Turnover by V. Oladipo (bad pass; steal by P. Tucker),,39,34
167,2,5:26.0,,B. Knight makes 2-pt dunk at rim (assist by E. Bledsoe),39,36
168,2,5:09.0,,Phoenix full timeout,39,36
169,2,5:09.0,A. Nicholson enters the game for V. Oladipo,,39,36
170,2,5:09.0,E. Payton enters the game for S. Napier,,39,36
171,2,5:09.0,,A. Len enters the game for J. Leuer,39,36
172,2,5:05.0,N. Vučević misses 2-pt jump shot from 5 ft,,39,36
173,2,5:03.0,,Defensive rebound by M. Teletović,39,36
174,2,4:54.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),39,39
175,2,4:36.0,E. Fournier misses 3-pt jump shot from 22 ft,,39,39
176,2,4:33.0,Offensive rebound by E. Fournier,,39,39
177,2,4:30.0,T. Harris makes 2-pt jump shot from 17 ft (assist by E. Fournier),,41,39
178,2,4:20.0,,M. Teletović misses 3-pt jump shot from 23 ft,41,39
179,2,4:18.0,Defensive rebound by T. Harris,,41,39
180,2,4:12.0,E. Payton misses 2-pt jump shot from 5 ft,,41,39
181,2,4:08.0,,Defensive rebound by B. Knight,41,39
182,2,4:06.0,,Turnover by E. Bledsoe (bad pass),41,39
183,2,3:47.0,T. Harris misses 3-pt jump shot from 23 ft,,41,39
184,2,3:46.0,,Defensive rebound by A. Len,41,39
185,2,3:39.0,,E. Bledsoe misses 2-pt jump shot from 16 ft,41,39
186,2,3:38.0,,Offensive rebound by Team,41,39
187,2,3:13.0,,Turnover by E. Bledsoe (lost ball; steal by E. Fournier),41,39
188,2,3:13.0,Personal take foul by E. Bledsoe (drawn by E. Fournier),,41,39
189,2,2:59.0,A. Nicholson makes 2-pt hook shot from 13 ft,,43,39
190,2,2:46.0,,Personal block foul by A. Nicholson (drawn by B. Knight),43,39
191,2,2:46.0,Orlando full timeout,,43,39
192,2,2:46.0,C. Frye enters the game for A. Nicholson,,43,39
193,2,2:32.0,,E. Bledsoe misses 2-pt jump shot from 17 ft,43,39
194,2,2:31.0,,Offensive rebound by A. Len,43,39
195,2,2:22.0,,B. Knight misses 2-pt layup from 2 ft,43,39
196,2,2:18.0,Defensive rebound by C. Frye,,43,39
197,2,2:14.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),,45,39
198,2,1:57.0,,M. Teletović makes 3-pt jump shot from 26 ft (assist by B. Knight),45,42
199,2,1:39.0,E. Payton misses 2-pt jump shot from 3 ft,,45,42
200,2,1:39.0,Offensive rebound by Team,,45,42
201,2,1:39.0,Personal foul by M. Teletović (drawn by C. Frye),,45,42
202,2,1:25.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),,47,42
203,2,1:13.0,,A. Len makes 2-pt dunk at rim (assist by M. Teletović),47,44
204,2,0:59.0,T. Harris misses 2-pt jump shot from 16 ft,,47,44
205,2,0:57.0,,Defensive rebound by A. Len,47,44
206,2,0:39.0,,E. Bledsoe makes 3-pt jump shot from 25 ft,47,47
207,2,0:31.0,Personal foul by E. Bledsoe (drawn by E. Payton),,47,47
208,2,0:31.0,E. Payton misses free throw 1 of 2,,47,47
209,2,0:31.0,Offensive rebound by Team,,47,47
210,2,0:31.0,E. Payton misses free throw 2 of 2,,47,47
211,2,0:31.0,,Defensive rebound by M. Teletović,47,47
212,2,0:08.0,,A. Len misses 2-pt jump shot from 15 ft,47,47
213,2,0:06.0,,Offensive rebound by P. Tucker,47,47
214,2,0:03.0,,Phoenix full timeout,47,47
215,2,0:03.0,V. Oladipo enters the game for C. Frye,,47,47
216,2,0:00.0,,A. Len misses 2-pt layup from 1 ft,47,47
217,2,0:00.0,,Offensive rebound by P. Tucker,47,47
218,2,0:00.0,,P. Tucker makes 2-pt layup from 2 ft,47,49
219,3,11:33.0,,P. Tucker misses 2-pt jump shot from 18 ft,47,49
220,3,11:31.0,Defensive rebound by C. Frye,,47,49
221,3,11:17.0,N. Vučević misses 2-pt jump shot from 15 ft,,47,49
222,3,11:15.0,,Defensive rebound by A. Len,47,49
223,3,11:08.0,,Turnover by E. Bledsoe (bad pass; steal by T. Harris),47,49
224,3,11:07.0,Personal foul by P. Tucker (drawn by T. Harris),,47,49
225,3,10:59.0,E. Fournier misses 2-pt jump shot from 19 ft,,47,49
226,3,10:57.0,,Defensive rebound by A. Len,47,49
227,3,10:46.0,,B. Knight makes 2-pt jump shot from 18 ft,47,51
228,3,10:31.0,E. Payton misses 2-pt jump shot from 7 ft,,47,51
229,3,10:30.0,,Defensive rebound by B. Knight,47,51
230,3,10:30.0,,Personal foul by E. Payton (drawn by B. Knight),47,51
231,3,10:21.0,,Turnover by A. Len (bad pass),47,51
232,3,10:10.0,E. Payton misses 2-pt layup from 1 ft,,47,51
233,3,10:09.0,Offensive rebound by N. Vučević,,47,51
234,3,10:09.0,Shooting foul by P. Tucker (drawn by N. Vučević),,47,51
235,3,10:09.0,N. Vučević makes free throw 1 of 2,,48,51
236,3,10:09.0,N. Vučević makes free throw 2 of 2,,49,51
237,3,9:59.0,,B. Knight makes 2-pt jump shot from 19 ft,49,53
238,3,9:41.0,Turnover by E. Fournier (lost ball; steal by B. Knight),,49,53
239,3,9:38.0,,E. Bledsoe makes 2-pt layup at rim (assist by B. Knight),49,55
240,3,9:26.0,E. Fournier misses 2-pt layup from 2 ft (block by A. Len),,49,55
241,3,9:23.0,,Defensive rebound by P. Tucker,49,55
242,3,9:13.0,,B. Knight makes 2-pt layup from 1 ft (assist by A. Len),49,57
243,3,8:56.0,Turnover by E. Payton (bad pass; steal by B. Knight),,49,57
244,3,8:53.0,,Turnover by B. Knight (lost ball; steal by T. Harris),49,57
245,3,8:49.0,E. Payton makes 2-pt layup from 1 ft (assist by T. Harris),,51,57
246,3,8:35.0,,Turnover by J. Leuer (lost ball),51,57
247,3,8:22.0,T. Harris misses 3-pt jump shot from 23 ft,,51,57
248,3,8:20.0,,Defensive rebound by P. Tucker,51,57
249,3,8:12.0,,A. Len makes 2-pt layup at rim (assist by E. Bledsoe),51,59
250,3,7:50.0,C. Frye makes 3-pt jump shot from 22 ft (assist by T. Harris),,54,59
251,3,7:34.0,,Turnover by A. Len (3 sec),54,59
252,3,7:34.0,,R. Price enters the game for B. Knight,54,59
253,3,7:21.0,Turnover by E. Payton (bad pass; steal by E. Bledsoe),,54,59
254,3,7:20.0,,Personal take foul by C. Frye (drawn by E. Bledsoe),54,59
255,3,7:20.0,,M. Teletović enters the game for J. Leuer,54,59
256,3,7:04.0,,P. Tucker makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),54,61
257,3,6:50.0,Turnover by C. Frye (3 sec),,54,61
258,3,6:33.0,,E. Bledsoe makes 2-pt layup at rim,54,63
259,3,6:32.0,Orlando full timeout,,54,63
260,3,6:32.0,S. Napier enters the game for T. Harris,,54,63
261,3,6:32.0,V. Oladipo enters the game for C. Frye,,54,63
262,3,6:32.0,A. Gordon enters the game for E. Payton,,54,63
263,3,6:09.0,V. Oladipo makes 3-pt jump shot from 24 ft (assist by N. Vučević),,57,63
264,3,5:45.0,,E. Bledsoe makes 2-pt jump shot from 7 ft,57,65
265,3,5:45.0,,Shooting foul by S. Napier (drawn by E. Bledsoe),57,65
266,3,5:45.0,,D. Booker enters the game for P. Tucker,57,65
267,3,5:45.0,,E. Bledsoe makes free throw 1 of 1,57,66
268,3,5:36.0,V. Oladipo makes 2-pt jump shot from 14 ft,,59,66
269,3,5:18.0,,A. Len makes 2-pt jump shot from 15 ft (assist by E. Bledsoe),59,68
270,3,4:52.0,S. Napier misses 3-pt jump shot from 24 ft,,59,68
271,3,4:50.0,Offensive rebound by N. Vučević,,59,68
272,3,4:48.0,N. Vučević makes 2-pt hook shot from 6 ft,,61,68
273,3,4:34.0,,Shooting foul by N. Vučević (drawn by A. Len),61,68
274,3,4:34.0,,A. Len makes free throw 1 of 2,61,69
275,3,4:34.0,,A. Len misses free throw 2 of 2,61,69
276,3,4:33.0,Defensive rebound by N. Vučević,,61,69
277,3,4:15.0,V. Oladipo misses 3-pt jump shot from 23 ft,,61,69
278,3,4:14.0,,Defensive rebound by A. Len,61,69
279,3,4:14.0,Loose ball foul by A. Gordon (drawn by A. Len),,61,69
280,3,4:14.0,,A. Len makes free throw 1 of 2,61,70
281,3,4:14.0,,B. Knight enters the game for E. Bledsoe,61,70
282,3,4:14.0,,A. Len makes free throw 2 of 2,61,71
283,3,4:03.0,Personal foul by A. Len (drawn by N. Vučević),,61,71
284,3,3:59.0,Turnover by N. Vučević (traveling),,61,71
285,3,3:49.0,,B. Knight misses 3-pt jump shot from 25 ft,61,71
286,3,3:47.0,,Offensive rebound by A. Len,61,71
287,3,3:47.0,,A. Len misses 2-pt layup from 1 ft,61,71
288,3,3:45.0,,Offensive rebound by A. Len,61,71
289,3,3:45.0,,A. Len makes 2-pt hook shot from 5 ft,61,73
290,3,3:45.0,,Shooting foul by N. Vučević (drawn by A. Len),61,73
291,3,3:45.0,M. Hezonja enters the game for N. Vučević,,61,73
292,3,3:45.0,A. Nicholson enters the game for E. Fournier,,61,73
293,3,3:45.0,,A. Len misses free throw 1 of 1,61,73
294,3,3:45.0,Defensive rebound by A. Nicholson,,61,73
295,3,3:28.0,V. Oladipo makes 2-pt jump shot from 18 ft,,63,73
296,3,3:08.0,,R. Price misses 3-pt jump shot from 24 ft,63,73
297,3,3:06.0,Defensive rebound by M. Hezonja,,63,73
298,3,3:01.0,A. Gordon makes 2-pt layup from 2 ft (assist by V. Oladipo),,65,73
299,3,2:49.0,,Turnover by M. Teletović (lost ball; steal by A. Gordon),65,73
300,3,2:44.0,Turnover by M. Hezonja (traveling),,65,73
301,3,2:44.0,,Phoenix full timeout,65,73
302,3,2:44.0,,T. Warren enters the game for A. Len,65,73
303,3,2:26.0,,M. Teletović misses 3-pt jump shot from 24 ft,65,73
304,3,2:24.0,,Offensive rebound by T. Warren,65,73
305,3,2:13.0,,B. Knight makes 2-pt jump shot from 21 ft,65,75
306,3,1:49.0,A. Nicholson makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,68,75
307,3,1:38.0,,B. Knight makes 2-pt layup from 2 ft,68,77
308,3,1:38.0,,Shooting foul by V. Oladipo (drawn by B. Knight),68,77
309,3,1:38.0,,B. Knight makes free throw 1 of 1,68,78
310,3,1:21.0,S. Napier makes 3-pt jump shot from 25 ft,,71,78
311,3,1:12.0,,Turnover by B. Knight (lost ball),71,78
312,3,1:00.0,Turnover by A. Nicholson (lost ball; steal by B. Knight),,71,78
313,3,0:51.0,,Personal block foul by A. Nicholson (drawn by B. Knight),71,78
314,3,0:51.0,,B. Knight makes free throw 1 of 2,71,79
315,3,0:51.0,,J. Leuer enters the game for R. Price,71,79
316,3,0:51.0,,B. Knight makes free throw 2 of 2,71,80
317,3,0:39.0,V. Oladipo makes 2-pt jump shot from 19 ft (assist by S. Napier),,73,80
318,3,0:34.0,,Shooting foul by A. Nicholson (drawn by B. Knight),73,80
319,3,0:34.0,,B. Knight makes free throw 1 of 2,73,81
320,3,0:34.0,N. Vučević enters the game for A. Nicholson,,73,81
321,3,0:34.0,,A. Len enters the game for M. Teletović,73,81
322,3,0:34.0,,B. Knight makes free throw 2 of 2,73,82
323,3,0:23.0,V. Oladipo misses 2-pt jump shot from 18 ft,,73,82
324,3,0:21.0,,Defensive rebound by J. Leuer,73,82
325,3,0:00.0,,B. Knight misses 2-pt layup from 1 ft,73,82
326,3,0:00.0,,Offensive rebound by A. Len,73,82
327,3,0:00.0,,A. Len makes 2-pt dunk at rim,73,84
328,4,11:46.0,E. Payton misses 2-pt layup from 1 ft,,73,84
329,4,11:45.0,Offensive rebound by Team,,73,84
330,4,11:36.0,V. Oladipo makes 2-pt layup from 1 ft (assist by M. Hezonja),,75,84
331,4,11:17.0,,A. Len makes 2-pt layup at rim (assist by T. Warren),75,86
332,4,10:55.0,A. Gordon makes 3-pt jump shot from 22 ft (assist by V. Oladipo),,78,86
333,4,10:37.0,,J. Leuer misses 3-pt jump shot from 22 ft,78,86
334,4,10:35.0,Defensive rebound by V. Oladipo,,78,86
335,4,10:30.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,81,86
336,4,10:18.0,,Personal foul by E. Payton (drawn by B. Knight),81,86
337,4,10:18.0,E. Fournier enters the game for M. Hezonja,,81,86
338,4,10:18.0,,E. Bledsoe enters the game for D. Booker,81,86
339,4,10:10.0,,E. Bledsoe misses 3-pt jump shot from 22 ft,81,86
340,4,10:08.0,Defensive rebound by A. Gordon,,81,86
341,4,9:58.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by E. Payton),,84,86
342,4,9:58.0,,Phoenix full timeout,84,86
343,4,9:37.0,,E. Bledsoe misses 2-pt jump shot from 7 ft,84,86
344,4,9:35.0,Defensive rebound by A. Gordon,,84,86
345,4,9:19.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),,86,86
346,4,9:09.0,,B. Knight makes 2-pt jump shot from 8 ft,86,88
347,4,8:47.0,V. Oladipo misses 3-pt jump shot from 22 ft,,86,88
348,4,8:45.0,,Defensive rebound by J. Leuer,86,88
349,4,8:37.0,,Shooting foul by V. Oladipo (drawn by J. Leuer),86,88
350,4,8:37.0,,J. Leuer misses free throw 1 of 2,86,88
351,4,8:37.0,,Offensive rebound by Team,86,88
352,4,8:37.0,,P. Tucker enters the game for T. Warren,86,88
353,4,8:37.0,,J. Leuer makes free throw 2 of 2,86,89
354,4,8:22.0,E. Fournier misses 3-pt jump shot from 25 ft,,86,89
355,4,8:20.0,,Defensive rebound by A. Len,86,89
356,4,8:11.0,,J. Leuer makes 2-pt layup from 1 ft (assist by E. Bledsoe),86,91
357,4,7:54.0,E. Payton makes 2-pt layup from 1 ft (assist by A. Gordon),,88,91
358,4,7:39.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Leuer),88,94
359,4,7:22.0,E. Payton makes 2-pt jump shot from 17 ft,,90,94
360,4,7:11.0,,B. Knight misses 3-pt jump shot from 24 ft,90,94
361,4,7:08.0,Defensive rebound by E. Payton,,90,94
362,4,7:02.0,E. Fournier misses 2-pt jump shot from 12 ft,,90,94
363,4,6:58.0,,Defensive rebound by A. Len,90,94
364,4,6:49.0,,J. Leuer makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),90,96
365,4,6:31.0,E. Payton misses 2-pt jump shot from 5 ft,,90,96
366,4,6:29.0,,Defensive rebound by A. Len,90,96
367,4,6:22.0,,Shooting foul by N. Vučević (drawn by A. Len),90,96
368,4,6:22.0,,A. Len misses free throw 1 of 2,90,96
369,4,6:22.0,,Offensive rebound by Team,90,96
370,4,6:22.0,T. Harris enters the game for A. Gordon,,90,96
371,4,6:22.0,M. Hezonja enters the game for E. Fournier,,90,96
372,4,6:22.0,,M. Teletović enters the game for J. Leuer,90,96
373,4,6:22.0,,A. Len misses free throw 2 of 2,90,96
374,4,6:21.0,Defensive rebound by M. Hezonja,,90,96
375,4,6:02.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),,92,96
376,4,5:47.0,Official timeout,,92,96
377,4,5:39.0,,P. Tucker makes 2-pt jump shot from 20 ft (assist by B. Knight),92,98
378,4,5:14.0,N. Vučević misses 2-pt jump shot from 20 ft,,92,98
379,4,5:12.0,,Defensive rebound by P. Tucker,92,98
380,4,5:06.0,,E. Bledsoe makes 2-pt jump shot from 15 ft,92,100
381,4,4:46.0,E. Payton misses 2-pt jump shot from 16 ft,,92,100
382,4,4:44.0,,Defensive rebound by B. Knight,92,100
383,4,4:31.0,,Shooting foul by V. Oladipo (drawn by A. Len),92,100
