,QUARTER,TIME_REMAINING,INDIANA_ACTION,GOLDEN STATE_ACTION,INDIANA_SCORE,GOLDEN STATE_SCORE
69,1,3:44.0,Defensive rebound by Team,,13,27
70,1,3:44.0,,Loose ball foul by F. Ezeli (drawn by J. Hill),13,27
71,1,3:28.0,P. George makes 2-pt jump shot from 10 ft,,15,27
72,1,3:12.0,,Shooting foul by J. Hill (drawn by F. Ezeli),15,27
73,1,3:12.0,,F. Ezeli makes free throw 1 of 2,15,28
74,1,3:12.0,M. Turner enters the game for J. Hill,,15,28
75,1,3:12.0,,F. Ezeli misses free throw 2 of 2,15,28
76,1,3:12.0,Defensive rebound by M. Turner,,15,28
77,1,2:51.0,J. Young misses 2-pt jump shot from 13 ft,,15,28
78,1,2:51.0,,Defensive rebound by A. Iguodala,15,28
79,1,2:45.0,,Turnover by D. Green (lost ball; steal by J. Young),15,28
80,1,2:39.0,J. Young makes 2-pt layup from 2 ft,,17,28
81,1,2:26.0,,D. Green makes 2-pt dunk at rim (assist by S. Curry),17,30
82,1,2:04.0,P. George misses 2-pt jump shot from 19 ft,,17,30
83,1,2:03.0,,Defensive rebound by S. Curry,17,30
84,1,1:57.0,,S. Curry misses 3-pt jump shot from 25 ft,17,30
85,1,1:57.0,Defensive rebound by Team,,17,30
86,1,1:57.0,,Golden State full timeout,17,30
87,1,1:57.0,L. Allen enters the game for G. Robinson,,17,30
88,1,1:43.0,J. Young misses 3-pt jump shot from 25 ft,,17,30
89,1,1:43.0,Offensive rebound by Team,,17,30
90,1,1:43.0,Personal foul by F. Ezeli (drawn by M. Turner),,17,30
91,1,1:37.0,P. George misses 3-pt jump shot from 26 ft,,17,30
92,1,1:37.0,,Defensive rebound by L. Barbosa,17,30
93,1,1:20.0,,Turnover by A. Iguodala (bad pass; steal by M. Turner),17,30
94,1,1:15.0,Shooting foul by F. Ezeli (drawn by L. Allen),,17,30
95,1,1:15.0,L. Allen makes free throw 1 of 2,,18,30
96,1,1:15.0,,M. Speights enters the game for F. Ezeli,18,30
97,1,1:15.0,,H. Barnes enters the game for D. Green,18,30
98,1,1:15.0,C. Budinger enters the game for P. George,,18,30
99,1,1:15.0,L. Allen misses free throw 2 of 2,,18,30
100,1,1:14.0,,Defensive rebound by H. Barnes,18,30
101,1,0:59.0,,A. Iguodala misses 3-pt jump shot from 26 ft,18,30
102,1,0:58.0,,Offensive rebound by Team,18,30
103,1,0:54.0,,L. Barbosa makes 2-pt layup from 2 ft (assist by M. Speights),18,32
104,1,0:43.0,M. Turner misses 2-pt jump shot from 6 ft,,18,32
105,1,0:42.0,,Defensive rebound by S. Curry,18,32
106,1,0:26.0,,H. Barnes misses 2-pt jump shot from 14 ft,18,32
107,1,0:26.0,Defensive rebound by M. Turner,,18,32
108,1,0:03.0,M. Turner misses 3-pt jump shot from 24 ft,,18,32
109,1,0:01.0,,Defensive rebound by M. Speights,18,32
110,2,11:49.0,,Shooting foul by M. Ellis (drawn by L. Barbosa),18,32
111,2,11:49.0,,L. Barbosa makes free throw 1 of 2,18,33
112,2,11:49.0,J. Young enters the game for M. Ellis,,18,33
113,2,11:49.0,,L. Barbosa makes free throw 2 of 2,18,34
114,2,11:39.0,Personal foul by M. Speights (drawn by L. Allen),,18,34
115,2,11:31.0,M. Turner makes 2-pt layup from 2 ft (assist by C. Budinger),,20,34
116,2,11:15.0,,M. Speights misses 2-pt jump shot from 20 ft,20,34
117,2,11:15.0,Defensive rebound by J. Young,,20,34
118,2,11:06.0,J. Young makes 2-pt jump shot from 18 ft,,22,34
119,2,10:49.0,,H. Barnes misses 2-pt layup from 1 ft (block by M. Turner),22,34
120,2,10:48.0,Defensive rebound by C. Miles,,22,34
121,2,10:39.0,Turnover by J. Young (bad pass; steal by S. Livingston),,22,34
122,2,10:38.0,,Personal foul by C. Budinger (drawn by S. Livingston),22,34
123,2,10:26.0,,S. Livingston misses 2-pt jump shot from 12 ft,22,34
124,2,10:25.0,Defensive rebound by C. Miles,,22,34
125,2,10:09.0,M. Turner makes 2-pt jump shot from 13 ft (assist by C. Budinger),,24,34
126,2,9:54.0,,Turnover by L. Barbosa (lost ball; steal by L. Allen),24,34
127,2,9:48.0,Flagrant foul type 1 by M. Speights (drawn by C. Budinger),,24,34
128,2,9:48.0,C. Budinger misses flagrant free throw 1 of 2,,24,34
129,2,9:48.0,Offensive rebound by Team,,24,34
130,2,9:48.0,C. Budinger makes flagrant free throw 2 of 2,,25,34
131,2,9:48.0,,K. Thompson enters the game for L. Barbosa,25,34
132,2,9:36.0,Shooting foul by A. Iguodala (drawn by C. Miles),,25,34
133,2,9:36.0,C. Miles misses free throw 1 of 2,,25,34
134,2,9:36.0,Offensive rebound by Team,,25,34
135,2,9:36.0,C. Miles makes free throw 2 of 2,,26,34
136,2,9:23.0,,M. Speights misses 2-pt jump shot from 16 ft,26,34
137,2,9:23.0,Defensive rebound by C. Budinger,,26,34
138,2,9:11.0,M. Turner misses 2-pt jump shot from 13 ft,,26,34
139,2,9:10.0,,Defensive rebound by H. Barnes,26,34
140,2,8:58.0,,Turnover by A. Iguodala (bad pass),26,34
141,2,8:58.0,Official timeout,,26,34
142,2,8:58.0,,A. Bogut enters the game for M. Speights,26,34
143,2,8:39.0,Def 3 sec tech foul by S. Livingston,,26,34
144,2,8:39.0,J. Young misses technical free throw,,26,34
145,2,8:39.0,Offensive rebound by Team,,26,34
146,2,8:35.0,C. Miles misses 2-pt jump shot from 11 ft,,26,34
147,2,8:34.0,Offensive rebound by C. Miles,,26,34
148,2,8:32.0,C. Miles misses 2-pt layup at rim,,26,34
149,2,8:31.0,,Defensive rebound by A. Iguodala,26,34
150,2,8:19.0,,S. Livingston makes 2-pt jump shot from 12 ft,26,36
151,2,7:57.0,Shooting foul by H. Barnes (drawn by M. Turner),,26,36
152,2,7:57.0,M. Turner makes free throw 1 of 2,,27,36
153,2,7:57.0,,D. Green enters the game for A. Iguodala,27,36
154,2,7:57.0,M. Turner misses free throw 2 of 2,,27,36
155,2,7:57.0,,Defensive rebound by D. Green,27,36
156,2,7:44.0,,K. Thompson misses 2-pt jump shot from 18 ft,27,36
157,2,7:44.0,,Offensive rebound by A. Bogut,27,36
158,2,7:44.0,,A. Bogut misses 2-pt layup from 2 ft,27,36
159,2,7:41.0,,Offensive rebound by A. Bogut,27,36
160,2,7:41.0,,A. Bogut makes 2-pt layup at rim,27,38
161,2,7:25.0,M. Turner makes 2-pt hook shot from 4 ft (assist by L. Allen),,29,38
162,2,7:17.0,,S. Livingston misses 2-pt layup from 1 ft (block by M. Turner),29,38
163,2,7:17.0,,Offensive rebound by Team,29,38
164,2,7:07.0,,H. Barnes makes 2-pt jump shot from 7 ft (assist by D. Green),29,40
165,2,7:07.0,,Shooting foul by J. Young (drawn by H. Barnes),29,40
166,2,7:07.0,,H. Barnes makes free throw 1 of 1,29,41
167,2,6:52.0,J. Young makes 2-pt jump shot from 16 ft,,31,41
168,2,6:42.0,,K. Thompson misses 3-pt jump shot from 25 ft,31,41
169,2,6:41.0,Defensive rebound by L. Allen,,31,41
170,2,6:28.0,J. Young makes 2-pt layup at rim,,33,41
171,2,6:28.0,,Golden State full timeout,33,41
172,2,6:28.0,,S. Curry enters the game for H. Barnes,33,41
173,2,6:15.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),33,44
174,2,5:53.0,M. Turner makes 2-pt jump shot from 12 ft (assist by J. Young),,35,44
175,2,5:43.0,,Shooting foul by L. Allen (drawn by K. Thompson),35,44
176,2,5:43.0,,K. Thompson makes free throw 1 of 2,35,45
177,2,5:43.0,,K. Thompson makes free throw 2 of 2,35,46
178,2,5:32.0,L. Allen makes 2-pt jump shot from 19 ft (assist by J. Young),,37,46
179,2,5:15.0,,Personal foul by J. Young,37,46
180,2,5:15.0,,S. Curry makes free throw 1 of 2,37,47
181,2,5:15.0,P. George enters the game for C. Miles,,37,47
182,2,5:15.0,,S. Curry makes free throw 2 of 2,37,48
183,2,5:03.0,J. Young misses 2-pt jump shot from 20 ft,,37,48
184,2,5:02.0,Offensive rebound by M. Turner,,37,48
185,2,5:02.0,M. Turner makes 2-pt layup from 1 ft,,39,48
186,2,4:55.0,Violation by C. Budinger (kicked ball),,39,48
187,2,4:48.0,,S. Curry misses 3-pt jump shot from 24 ft,39,48
188,2,4:47.0,,Offensive rebound by K. Thompson,39,48
189,2,4:31.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by A. Bogut),39,51
190,2,4:29.0,Indiana full timeout,,39,51
191,2,4:29.0,,H. Barnes enters the game for A. Bogut,39,51
192,2,4:29.0,,A. Iguodala enters the game for S. Livingston,39,51
193,2,4:29.0,G. Robinson enters the game for L. Allen,,39,51
194,2,4:29.0,S. Hill enters the game for C. Budinger,,39,51
195,2,4:07.0,S. Hill makes 2-pt layup from 1 ft,,41,51
196,2,3:44.0,,Turnover by K. Thompson (bad pass; steal by G. Robinson),41,51
197,2,3:38.0,M. Turner makes 2-pt dunk at rim (assist by J. Young),,43,51
198,2,3:20.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by S. Curry),43,54
199,2,3:03.0,G. Robinson misses 3-pt jump shot from 26 ft,,43,54
200,2,3:02.0,Offensive rebound by M. Turner,,43,54
201,2,2:45.0,P. George makes 2-pt layup from 2 ft,,45,54
202,2,2:36.0,,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),45,56
203,2,2:24.0,J. Young misses 2-pt jump shot from 22 ft,,45,56
204,2,2:24.0,,Defensive rebound by A. Iguodala,45,56
205,2,2:17.0,,K. Thompson misses 3-pt jump shot from 24 ft,45,56
206,2,2:16.0,Defensive rebound by J. Young,,45,56
207,2,2:06.0,Turnover by J. Young (bad pass; steal by S. Curry),,45,56
208,2,2:01.0,C. Miles enters the game for M. Turner,,45,56
209,2,2:01.0,C. Budinger enters the game for J. Young,,45,56
210,2,1:59.0,,K. Thompson makes 2-pt layup at rim (assist by S. Curry),45,58
211,2,1:39.0,P. George misses 2-pt jump shot from 13 ft,,45,58
212,2,1:37.0,Offensive rebound by C. Miles,,45,58
213,2,1:33.0,C. Miles misses 3-pt jump shot from 25 ft,,45,58
214,2,1:33.0,,Defensive rebound by D. Green,45,58
215,2,1:24.0,,K. Thompson misses 2-pt jump shot from 19 ft,45,58
216,2,1:24.0,Defensive rebound by S. Hill,,45,58
217,2,1:18.0,Shooting foul by H. Barnes (drawn by S. Hill),,45,58
218,2,1:18.0,S. Hill makes free throw 1 of 2,,46,58
219,2,1:18.0,S. Hill makes free throw 2 of 2,,47,58
220,2,1:04.0,,Turnover by D. Green (bad pass; steal by P. George),47,58
221,2,0:59.0,G. Robinson misses 2-pt layup from 2 ft,,47,58
222,2,0:58.0,Offensive rebound by C. Budinger,,47,58
223,2,0:58.0,C. Budinger makes 2-pt layup from 1 ft,,49,58
224,2,0:42.0,,A. Iguodala misses 3-pt jump shot from 24 ft,49,58
225,2,0:41.0,Defensive rebound by S. Hill,,49,58
226,2,0:34.0,C. Budinger makes 2-pt layup from 1 ft (assist by S. Hill),,51,58
227,2,0:28.0,,S. Curry makes 3-pt jump shot from 28 ft,51,61
228,2,0:07.0,G. Robinson misses 2-pt layup from 1 ft,,51,61
229,2,0:04.0,,Defensive rebound by H. Barnes,51,61
230,2,0:01.0,,S. Curry makes 3-pt jump shot from 48 ft,51,64
231,3,11:46.0,,A. Bogut misses 2-pt layup from 1 ft,51,64
232,3,11:46.0,Defensive rebound by J. Hill,,51,64
233,3,11:33.0,M. Ellis makes 2-pt jump shot from 17 ft,,53,64
234,3,11:22.0,,Shooting foul by P. George (drawn by S. Curry),53,64
235,3,11:22.0,,S. Curry makes free throw 1 of 2,53,65
236,3,11:22.0,,S. Curry makes free throw 2 of 2,53,66
237,3,11:08.0,J. Hill misses 2-pt jump shot from 9 ft,,53,66
238,3,11:07.0,,Defensive rebound by H. Barnes,53,66
239,3,10:54.0,,D. Green misses 3-pt jump shot from 28 ft,53,66
240,3,10:52.0,Defensive rebound by P. George,,53,66
241,3,10:35.0,J. Hill makes 2-pt jump shot from 4 ft (assist by M. Ellis),,55,66
242,3,10:27.0,,Turnover by S. Curry (bad pass; steal by S. Hill),55,66
243,3,10:18.0,P. George misses 3-pt jump shot from 25 ft,,55,66
244,3,10:18.0,,Defensive rebound by A. Bogut,55,66
245,3,10:05.0,,H. Barnes misses 2-pt jump shot from 17 ft (block by M. Ellis),55,66
246,3,10:05.0,Defensive rebound by M. Ellis,,55,66
247,3,10:00.0,M. Ellis makes 2-pt layup from 2 ft,,57,66
248,3,10:00.0,Shooting foul by S. Curry (drawn by M. Ellis),,57,66
249,3,10:00.0,,Golden State full timeout,57,66
250,3,10:00.0,M. Ellis misses free throw 1 of 1,,57,66
251,3,10:00.0,,Defensive rebound by D. Green,57,66
252,3,9:37.0,,Turnover by K. Thompson (bad pass; steal by G. Robinson),57,66
253,3,9:27.0,M. Ellis makes 2-pt jump shot from 18 ft (assist by S. Hill),,59,66
254,3,9:14.0,,D. Green misses 2-pt layup from 1 ft,59,66
255,3,9:13.0,Defensive rebound by Team,,59,66
256,3,8:58.0,P. George misses 2-pt jump shot from 18 ft,,59,66
257,3,8:57.0,,Defensive rebound by A. Bogut,59,66
258,3,8:43.0,,A. Bogut misses 2-pt jump shot from 4 ft,59,66
259,3,8:41.0,,Offensive rebound by H. Barnes,59,66
260,3,8:27.0,,Shooting foul by J. Hill (drawn by H. Barnes),59,66
261,3,8:27.0,,H. Barnes makes free throw 1 of 2,59,67
262,3,8:27.0,,H. Barnes misses free throw 2 of 2,59,67
263,3,8:27.0,,Offensive rebound by H. Barnes,59,67
264,3,8:13.0,,S. Curry misses 3-pt jump shot from 24 ft,59,67
265,3,8:13.0,Defensive rebound by J. Hill,,59,67
266,3,8:10.0,Turnover by J. Hill (traveling),,59,67
267,3,8:03.0,,K. Thompson misses 2-pt jump shot from 20 ft,59,67
268,3,8:03.0,,Offensive rebound by S. Curry,59,67
269,3,7:58.0,,S. Curry makes 3-pt jump shot from 25 ft,59,70
270,3,7:50.0,Personal foul by A. Bogut (drawn by S. Hill),,59,70
271,3,7:39.0,G. Robinson misses 2-pt jump shot from 21 ft,,59,70
272,3,7:38.0,,Defensive rebound by D. Green,59,70
273,3,7:32.0,,K. Thompson misses 3-pt jump shot from 26 ft,59,70
274,3,7:31.0,Defensive rebound by J. Hill,,59,70
275,3,7:21.0,M. Ellis misses 2-pt jump shot from 16 ft,,59,70
276,3,7:21.0,Offensive rebound by Team,,59,70
277,3,7:13.0,P. George misses 2-pt jump shot from 15 ft (block by A. Bogut),,59,70
278,3,7:12.0,,Defensive rebound by K. Thompson,59,70
279,3,6:59.0,,S. Curry misses 3-pt jump shot from 23 ft,59,70
280,3,6:58.0,Defensive rebound by M. Ellis,,59,70
281,3,6:50.0,M. Ellis makes 2-pt jump shot from 17 ft,,61,70
282,3,6:37.0,,A. Bogut misses 2-pt layup from 1 ft (block by J. Hill),61,70
283,3,6:34.0,,Offensive rebound by A. Bogut,61,70
284,3,6:31.0,,K. Thompson misses 3-pt jump shot from 25 ft,61,70
285,3,6:30.0,,Offensive rebound by H. Barnes,61,70
286,3,6:26.0,,S. Curry makes 3-pt jump shot from 22 ft (assist by H. Barnes),61,73
287,3,6:26.0,Indiana full timeout,,61,73
288,3,6:26.0,,A. Iguodala enters the game for H. Barnes,61,73
289,3,6:14.0,J. Hill misses 2-pt hook shot from 4 ft,,61,73
290,3,6:12.0,,Defensive rebound by S. Curry,61,73
291,3,5:49.0,,S. Curry misses 3-pt jump shot from 26 ft,61,73
292,3,5:49.0,Defensive rebound by J. Hill,,61,73
293,3,5:40.0,M. Ellis makes 2-pt jump shot from 17 ft,,63,73
294,3,5:40.0,Shooting foul by A. Iguodala (drawn by M. Ellis),,63,73
295,3,5:40.0,M. Ellis makes free throw 1 of 1,,64,73
296,3,5:22.0,,K. Thompson makes 3-pt jump shot from 22 ft (assist by S. Curry),64,76
297,3,5:12.0,M. Ellis makes 2-pt jump shot from 18 ft,,66,76
298,3,4:58.0,,Shooting foul by P. George (drawn by S. Curry),66,76
299,3,4:58.0,,S. Curry makes free throw 1 of 2,66,77
300,3,4:58.0,,F. Ezeli enters the game for A. Bogut,66,77
301,3,4:58.0,M. Turner enters the game for J. Hill,,66,77
302,3,4:58.0,L. Allen enters the game for S. Hill,,66,77
303,3,4:58.0,,S. Curry makes free throw 2 of 2,66,78
304,3,4:39.0,P. George makes 3-pt jump shot from 24 ft,,69,78
305,3,4:26.0,,F. Ezeli misses 2-pt hook shot from 7 ft,69,78
306,3,4:26.0,Defensive rebound by M. Turner,,69,78
307,3,4:12.0,M. Ellis misses 2-pt jump shot from 18 ft,,69,78
308,3,4:12.0,,Defensive rebound by Team,69,78
309,3,4:12.0,Loose ball foul by M. Turner (drawn by S. Curry),,69,78
310,3,4:02.0,,D. Green makes 2-pt layup at rim (assist by S. Curry),69,80
311,3,3:43.0,M. Ellis misses 3-pt jump shot from 23 ft,,69,80
312,3,3:43.0,,Defensive rebound by F. Ezeli,69,80
313,3,3:33.0,,Turnover by A. Iguodala (bad pass; steal by M. Ellis),69,80
314,3,3:33.0,Personal foul by D. Green (drawn by M. Ellis),,69,80
315,3,3:33.0,,L. Barbosa enters the game for K. Thompson,69,80
316,3,3:20.0,P. George misses 3-pt jump shot from 25 ft,,69,80
317,3,3:20.0,Offensive rebound by Team,,69,80
318,3,3:07.0,G. Robinson misses 2-pt layup from 2 ft,,69,80
319,3,3:05.0,Offensive rebound by L. Allen,,69,80
320,3,3:05.0,L. Allen misses 2-pt layup at rim,,69,80
321,3,3:03.0,,Defensive rebound by D. Green,69,80
322,3,3:00.0,,L. Barbosa makes 2-pt layup at rim (assist by A. Iguodala),69,82
323,3,2:41.0,L. Allen misses 2-pt jump shot from 15 ft,,69,82
324,3,2:41.0,,Defensive rebound by D. Green,69,82
325,3,2:31.0,,Offensive foul by L. Barbosa (drawn by P. George),69,82
326,3,2:31.0,,Turnover by L. Barbosa (offensive foul),69,82
327,3,2:31.0,,H. Barnes enters the game for D. Green,69,82
328,3,2:31.0,J. Young enters the game for G. Robinson,,69,82
329,3,2:16.0,M. Ellis misses 2-pt jump shot from 18 ft,,69,82
330,3,2:15.0,,Defensive rebound by Team,69,82
331,3,1:59.0,,Personal foul by P. George (drawn by S. Curry),69,82
332,3,1:59.0,,S. Curry makes free throw 1 of 2,69,83
333,3,1:59.0,C. Miles enters the game for P. George,,69,83
334,3,1:59.0,,S. Curry makes free throw 2 of 2,69,84
335,3,1:44.0,Turnover by L. Allen (lost ball; steal by F. Ezeli),,69,84
336,3,1:38.0,,L. Barbosa misses 2-pt layup at rim,69,84
337,3,1:38.0,,Offensive rebound by Team,69,84
338,3,1:34.0,,Turnover by S. Curry (bad pass; steal by C. Miles),69,84
339,3,1:29.0,M. Turner makes 2-pt layup at rim (assist by J. Young),,71,84
340,3,1:29.0,Shooting foul by H. Barnes (drawn by M. Turner),,71,84
341,3,1:29.0,M. Turner misses free throw 1 of 1,,71,84
342,3,1:28.0,,Defensive rebound by F. Ezeli,71,84
343,3,1:14.0,,Turnover by H. Barnes (lost ball),71,84
344,3,0:54.0,J. Young misses 3-pt jump shot from 26 ft,,71,84
345,3,0:54.0,Offensive rebound by M. Ellis,,71,84
346,3,0:49.0,M. Ellis makes 2-pt jump shot from 17 ft,,73,84
347,3,0:43.0,,S. Curry misses 3-pt jump shot from 27 ft,73,84
348,3,0:41.0,Defensive rebound by M. Turner,,73,84
349,3,0:33.0,Turnover by C. Miles (bad pass; steal by L. Barbosa),,73,84
350,3,0:30.0,,L. Barbosa makes 2-pt layup at rim,73,86
351,3,0:07.0,M. Turner misses 2-pt layup from 1 ft (block by F. Ezeli),,73,86
352,3,0:07.0,Offensive rebound by C. Miles,,73,86
353,3,0:06.0,C. Miles makes 2-pt layup from 1 ft,,75,86
354,3,0:02.0,,L. Barbosa misses 2-pt jump shot from 3 ft,75,86
355,3,0:01.0,,Offensive rebound by A. Iguodala,75,86
356,3,0:00.0,,A. Iguodala makes 2-pt layup at rim,75,88
357,4,11:47.0,M. Turner makes 2-pt jump shot from 14 ft (assist by C. Budinger),,77,88
358,4,11:36.0,,Offensive foul by S. Livingston (drawn by C. Miles),77,88
359,4,11:36.0,,Turnover by S. Livingston (offensive foul),77,88
360,4,11:12.0,C. Miles misses 3-pt jump shot from 28 ft,,77,88
361,4,11:11.0,Offensive rebound by L. Allen,,77,88
362,4,11:09.0,L. Allen makes 2-pt dunk at rim,,79,88
363,4,10:49.0,,A. Iguodala misses 3-pt jump shot from 24 ft,79,88
364,4,10:48.0,Defensive rebound by L. Allen,,79,88
365,4,10:42.0,J. Young makes 2-pt layup at rim,,81,88
366,4,10:42.0,Shooting foul by H. Barnes (drawn by J. Young),,81,88
367,4,10:42.0,J. Young makes free throw 1 of 1,,82,88
368,4,10:27.0,,Shooting foul by C. Budinger (drawn by A. Iguodala),82,88
369,4,10:27.0,,A. Iguodala misses free throw 1 of 2,82,88
370,4,10:27.0,,Offensive rebound by Team,82,88
371,4,10:27.0,,A. Iguodala makes free throw 2 of 2,82,89
372,4,10:14.0,Offensive foul by M. Turner (drawn by H. Barnes),,82,89
373,4,10:14.0,Turnover by M. Turner (offensive foul),,82,89
374,4,10:01.0,,L. Barbosa makes 2-pt jump shot from 16 ft (assist by F. Ezeli),82,91
375,4,9:37.0,Turnover by J. Young (step out of bounds),,82,91
376,4,9:21.0,,H. Barnes misses 2-pt jump shot from 19 ft,82,91
377,4,9:21.0,Defensive rebound by C. Budinger,,82,91
378,4,9:12.0,C. Miles misses 3-pt jump shot from 26 ft,,82,91
379,4,9:11.0,Offensive rebound by M. Turner,,82,91
380,4,9:07.0,M. Turner misses 2-pt jump shot from 3 ft,,82,91
381,4,9:05.0,Offensive rebound by L. Allen,,82,91
382,4,9:05.0,L. Allen misses 2-pt layup from 1 ft,,82,91
383,4,9:04.0,Offensive rebound by L. Allen,,82,91
384,4,9:03.0,M. Turner makes 2-pt layup from 1 ft (assist by L. Allen),,84,91
385,4,8:55.0,,L. Barbosa makes 2-pt layup at rim (assist by S. Livingston),84,93
386,4,8:55.0,,Shooting foul by J. Young (drawn by L. Barbosa),84,93
387,4,8:55.0,Official timeout,,84,93
388,4,8:55.0,,D. Green enters the game for H. Barnes,84,93
389,4,8:55.0,,K. Thompson enters the game for F. Ezeli,84,93
390,4,8:55.0,P. George enters the game for C. Miles,,84,93
391,4,8:55.0,M. Ellis enters the game for C. Budinger,,84,93
392,4,8:55.0,,L. Barbosa makes free throw 1 of 1,84,94
393,4,8:44.0,Personal foul by D. Green (drawn by P. George),,84,94
394,4,8:31.0,M. Ellis misses 2-pt layup from 1 ft,,84,94
395,4,8:30.0,,Defensive rebound by D. Green,84,94
