,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DALLAS_ACTION,BROOKLYN_SCORE,DALLAS_SCORE
384,4,1:40.0,,R. Felton enters the game for D. Williams,77,89
385,4,1:40.0,J. Johnson makes free throw 2 of 2,,78,89
386,4,1:20.0,,Shooting foul by B. Lopez (drawn by S. Mejri),78,89
387,4,1:20.0,,S. Mejri makes free throw 1 of 2,78,90
388,4,1:20.0,,Violation by Team (jump ball),78,90
389,4,1:20.0,,J. Anderson enters the game for C. Parsons,78,90
390,4,1:20.0,,S. Mejri makes free throw 2 of 2,78,91
391,4,1:10.0,Shooting foul by S. Mejri (drawn by B. Lopez),,78,91
392,4,1:10.0,B. Lopez misses free throw 1 of 2,,78,91
393,4,1:10.0,Offensive rebound by Team,,78,91
394,4,1:10.0,,D. Powell enters the game for W. Matthews,78,91
395,4,1:10.0,T. Robinson enters the game for J. Johnson,,78,91
396,4,1:10.0,B. Bogdanović enters the game for T. Young,,78,91
397,4,1:10.0,S. Karasev enters the game for W. Ellington,,78,91
398,4,1:10.0,S. Larkin enters the game for D. Sloan,,78,91
399,4,1:10.0,B. Lopez makes free throw 2 of 2,,79,91
400,4,1:00.0,,Personal take foul by S. Larkin,79,91
401,4,1:00.0,,J. Barea misses free throw 1 of 2,79,91
402,4,1:00.0,,Offensive rebound by Team,79,91
403,4,1:00.0,M. Brown enters the game for B. Lopez,,79,91
404,4,1:00.0,,C. Villanueva enters the game for R. Felton,79,91
405,4,1:00.0,,J. Barea misses free throw 2 of 2,79,91
406,4,0:59.0,,Offensive rebound by S. Mejri,79,91
407,4,0:58.0,,S. Mejri misses 2-pt layup at rim,79,91
408,4,0:56.0,,Offensive rebound by S. Mejri,79,91
409,4,0:40.0,,J. Barea misses 2-pt jump shot from 13 ft,79,91
410,4,0:40.0,Defensive rebound by B. Bogdanović,,79,91
411,4,0:32.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,79,91
412,4,0:31.0,,Defensive rebound by J. Anderson,79,91
413,4,0:07.0,,Turnover by Team (shot clock),79,91
