,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,TORONTO_ACTION,NEW ORLEANS_SCORE,TORONTO_SCORE
380,4,5:49.0,Turnover by R. Anderson (bad pass; steal by K. Lowry),,67,91
381,4,5:38.0,,Turnover by B. Biyombo (bad pass; steal by J. Holiday),67,91
382,4,5:30.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by J. Holiday),,70,91
383,4,5:03.0,,B. Biyombo makes 2-pt dunk at rim (assist by C. Joseph),70,93
384,4,4:52.0,D. Cunningham makes 3-pt jump shot from 23 ft (assist by J. Holiday),,73,93
385,4,4:32.0,,K. Lowry misses 3-pt jump shot from 26 ft,73,93
386,4,4:32.0,Defensive rebound by E. Gordon,,73,93
387,4,4:19.0,J. Holiday makes 2-pt layup from 2 ft,,75,93
388,4,4:01.0,,D. DeRozan makes 2-pt jump shot from 8 ft,75,95
389,4,3:49.0,R. Anderson misses 3-pt jump shot from 28 ft,,75,95
390,4,3:49.0,Offensive rebound by Team,,75,95
391,4,3:46.0,I. Smith enters the game for J. Holiday,,75,95
392,4,3:46.0,,J. Valančiūnas enters the game for B. Biyombo,75,95
393,4,3:46.0,Turnover by D. Cunningham (bad pass; steal by K. Lowry),,75,95
394,4,3:44.0,,Shooting foul by E. Gordon (drawn by K. Lowry),75,95
395,4,3:44.0,,K. Lowry makes free throw 1 of 2,75,96
396,4,3:44.0,,K. Lowry makes free throw 2 of 2,75,97
397,4,3:31.0,E. Gordon misses 3-pt jump shot from 23 ft,,75,97
398,4,3:30.0,,Defensive rebound by C. Joseph,75,97
399,4,3:21.0,,Shooting foul by A. Ajinça (drawn by D. DeRozan),75,97
400,4,3:21.0,,D. DeRozan makes free throw 1 of 2,75,98
401,4,3:21.0,L. Babbitt enters the game for R. Anderson,,75,98
402,4,3:21.0,T. Douglas enters the game for E. Gordon,,75,98
403,4,3:21.0,,D. DeRozan makes free throw 2 of 2,75,99
404,4,3:04.0,Personal foul by P. Patterson (drawn by I. Smith),,75,99
405,4,3:04.0,I. Smith makes free throw 1 of 2,,76,99
406,4,3:04.0,I. Smith makes free throw 2 of 2,,77,99
407,4,2:50.0,,Turnover by D. DeRozan (bad pass; steal by T. Douglas),77,99
408,4,2:44.0,T. Douglas makes 2-pt jump shot from 2 ft,,79,99
409,4,2:29.0,,Personal foul by L. Babbitt (drawn by J. Valančiūnas),79,99
410,4,2:29.0,New Orleans full timeout,,79,99
411,4,2:29.0,,D. Wright enters the game for D. DeRozan,79,99
412,4,2:29.0,,A. Bennett enters the game for K. Lowry,79,99
413,4,2:29.0,,N. Powell enters the game for P. Patterson,79,99
414,4,2:29.0,,J. Valančiūnas misses free throw 1 of 2,79,99
415,4,2:29.0,,Offensive rebound by Team,79,99
416,4,2:29.0,J. Fredette enters the game for D. Cunningham,,79,99
417,4,2:29.0,,J. Valančiūnas makes free throw 2 of 2,79,100
418,4,2:21.0,Personal foul by D. Wright (drawn by I. Smith),,79,100
419,4,2:21.0,I. Smith makes free throw 1 of 2,,80,100
420,4,2:21.0,,B. Biyombo enters the game for J. Valančiūnas,80,100
421,4,2:21.0,I. Smith makes free throw 2 of 2,,81,100
422,4,2:01.0,,A. Bennett misses 2-pt jump shot from 14 ft,81,100
423,4,2:01.0,Defensive rebound by Team,,81,100
424,4,1:37.0,A. Ajinça misses 2-pt jump shot from 13 ft,,81,100
425,4,1:37.0,,Defensive rebound by A. Bennett,81,100
426,4,1:20.0,,C. Joseph misses 2-pt jump shot from 10 ft,81,100
427,4,1:19.0,Defensive rebound by A. Ajinça,,81,100
428,4,1:05.0,I. Smith misses 3-pt jump shot from 27 ft,,81,100
429,4,1:05.0,,Defensive rebound by N. Powell,81,100
430,4,0:57.0,,N. Powell misses 2-pt jump shot from 14 ft,81,100
431,4,0:56.0,Defensive rebound by L. Babbitt,,81,100
432,4,0:44.0,T. Douglas misses 2-pt jump shot from 18 ft,,81,100
433,4,0:44.0,,Defensive rebound by D. Wright,81,100
434,4,0:25.0,,Turnover by A. Bennett (bad pass),81,100
435,4,0:11.0,J. Fredette misses 2-pt jump shot from 8 ft,,81,100
436,4,0:10.0,,Defensive rebound by B. Biyombo,81,100
