,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CLEVELAND_ACTION,BROOKLYN_SCORE,CLEVELAND_SCORE
91,1,0:36.0,S. Larkin enters the game for J. Jack,,24,17
92,1,0:36.0,,J. Smith misses free throw 2 of 2,24,17
93,1,0:33.0,Defensive rebound by T. Young,,24,17
94,1,0:27.0,B. Bogdanović misses 2-pt layup at rim (block by R. Jefferson),,24,17
95,1,0:26.0,,Defensive rebound by T. Thompson,24,17
96,1,0:02.0,,J. Smith misses 2-pt layup from 2 ft,24,17
97,1,0:01.0,,Offensive rebound by T. Thompson,24,17
98,1,0:01.0,,T. Thompson misses 2-pt layup from 1 ft,24,17
99,1,0:01.0,Defensive rebound by R. Hollis-Jefferson,,24,17
100,2,11:46.0,,Shooting foul by R. Hollis-Jefferson (drawn by T. Thompson),24,17
101,2,11:46.0,,T. Thompson misses free throw 1 of 2,24,17
102,2,11:46.0,,Offensive rebound by Team,24,17
103,2,11:46.0,,T. Thompson misses free throw 2 of 2,24,17
104,2,11:45.0,,Offensive rebound by M. Dellavedova,24,17
105,2,11:40.0,,M. Dellavedova misses 3-pt jump shot from 23 ft,24,17
106,2,11:39.0,Defensive rebound by T. Young,,24,17
107,2,11:22.0,Turnover by B. Bogdanović (5 sec),,24,17
108,2,11:22.0,S. Karasev enters the game for R. Hollis-Jefferson,,24,17
109,2,11:10.0,,M. Williams makes 2-pt layup from 1 ft,24,19
110,2,10:47.0,Turnover by A. Bargnani (step out of bounds),,24,19
111,2,10:47.0,,K. Love enters the game for J. Jones,24,19
112,2,10:25.0,,R. Jefferson misses 2-pt jump shot from 14 ft,24,19
113,2,10:22.0,Defensive rebound by A. Bargnani,,24,19
114,2,10:19.0,Personal foul by K. Love (drawn by S. Larkin),,24,19
115,2,10:19.0,B. Lopez enters the game for T. Young,,24,19
116,2,10:11.0,B. Lopez makes 2-pt jump shot from 4 ft,,26,19
117,2,9:45.0,,T. Thompson makes 2-pt hook shot from 6 ft,26,21
118,2,9:27.0,S. Larkin misses 2-pt jump shot from 19 ft,,26,21
119,2,9:27.0,,Defensive rebound by T. Thompson,26,21
120,2,9:18.0,,M. Williams misses 2-pt jump shot from 14 ft,26,21
121,2,9:17.0,,Offensive rebound by T. Thompson,26,21
122,2,9:17.0,,T. Thompson misses 2-pt layup from 1 ft,26,21
123,2,9:16.0,,Offensive rebound by T. Thompson,26,21
124,2,9:16.0,,T. Thompson misses 2-pt layup from 1 ft,26,21
125,2,9:14.0,Defensive rebound by B. Lopez,,26,21
126,2,9:02.0,A. Bargnani makes 2-pt jump shot from 16 ft (assist by S. Larkin),,28,21
127,2,8:50.0,,Shooting foul by A. Bargnani (drawn by K. Love),28,21
128,2,8:50.0,Official timeout,,28,21
129,2,8:50.0,J. Johnson enters the game for S. Karasev,,28,21
130,2,8:50.0,,L. James enters the game for R. Jefferson,28,21
131,2,8:50.0,,K. Love makes free throw 1 of 2,28,22
132,2,8:50.0,,K. Love makes free throw 2 of 2,28,23
133,2,8:35.0,S. Larkin makes 2-pt layup from 1 ft (assist by B. Lopez),,30,23
134,2,8:10.0,,M. Williams misses 3-pt jump shot from 27 ft,30,23
135,2,8:10.0,Defensive rebound by B. Bogdanović,,30,23
136,2,8:01.0,B. Bogdanović makes 2-pt layup from 1 ft,,32,23
137,2,7:41.0,,L. James misses 2-pt jump shot from 17 ft,32,23
138,2,7:38.0,Defensive rebound by B. Lopez,,32,23
139,2,7:29.0,A. Bargnani makes 2-pt jump shot from 18 ft (assist by S. Larkin),,34,23
140,2,7:11.0,,M. Williams makes 2-pt jump shot from 15 ft (assist by T. Thompson),34,25
141,2,6:54.0,S. Larkin makes 2-pt layup from 1 ft (assist by B. Lopez),,36,25
142,2,6:26.0,,M. Williams makes 2-pt jump shot from 17 ft,36,27
143,2,6:11.0,Shooting foul by M. Williams (drawn by S. Larkin),,36,27
144,2,6:11.0,S. Larkin makes free throw 1 of 2,,37,27
145,2,6:11.0,,T. Mozgov enters the game for T. Thompson,37,27
146,2,6:11.0,,J. Smith enters the game for M. Williams,37,27
147,2,6:11.0,S. Larkin misses free throw 2 of 2,,37,27
148,2,6:08.0,,Defensive rebound by J. Smith,37,27
149,2,5:55.0,,Turnover by L. James (bad pass),37,27
150,2,5:55.0,,Cleveland full timeout,37,27
151,2,5:43.0,B. Bogdanović misses 2-pt jump shot from 10 ft (block by J. Smith),,37,27
152,2,5:43.0,,Defensive rebound by Team,37,27
153,2,5:30.0,,T. Mozgov misses 2-pt layup from 2 ft (block by B. Lopez),37,27
154,2,5:28.0,Defensive rebound by S. Larkin,,37,27
155,2,5:23.0,Shooting foul by M. Dellavedova (drawn by S. Larkin),,37,27
156,2,5:23.0,S. Larkin makes free throw 1 of 2,,38,27
157,2,5:23.0,,M. Williams enters the game for M. Dellavedova,38,27
158,2,5:23.0,S. Larkin makes free throw 2 of 2,,39,27
159,2,5:09.0,,L. James makes 2-pt layup from 2 ft,39,29
160,2,5:06.0,Turnover by S. Larkin (inbound),,39,29
161,2,5:03.0,,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),39,32
162,2,4:50.0,Turnover by A. Bargnani (bad pass; steal by T. Mozgov),,39,32
163,2,4:45.0,,K. Love makes 2-pt dunk from 1 ft (assist by T. Mozgov),39,34
164,2,4:43.0,Brooklyn full timeout,,39,34
165,2,4:43.0,T. Young enters the game for A. Bargnani,,39,34
166,2,4:43.0,J. Jack enters the game for S. Larkin,,39,34
167,2,4:31.0,Personal foul by T. Mozgov (drawn by B. Lopez),,39,34
168,2,4:31.0,B. Lopez misses free throw 1 of 2,,39,34
169,2,4:31.0,Offensive rebound by Team,,39,34
170,2,4:31.0,B. Lopez makes free throw 2 of 2,,40,34
171,2,4:19.0,,L. James misses 2-pt layup from 2 ft,40,34
172,2,4:19.0,,Offensive rebound by L. James,40,34
173,2,4:19.0,,L. James misses 2-pt layup from 2 ft,40,34
174,2,4:19.0,,Offensive rebound by Team,40,34
175,2,4:19.0,,Personal block foul by J. Johnson (drawn by T. Mozgov),40,34
176,2,4:07.0,,L. James makes 2-pt jump shot from 19 ft (assist by T. Mozgov),40,36
177,2,3:44.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,40,36
178,2,3:43.0,,Defensive rebound by K. Love,40,36
179,2,3:35.0,,J. Smith misses 3-pt jump shot from 25 ft,40,36
180,2,3:34.0,Defensive rebound by J. Jack,,40,36
181,2,3:33.0,B. Lopez makes 2-pt layup from 1 ft (assist by J. Jack),,42,36
182,2,3:33.0,Shooting foul by K. Love (drawn by B. Lopez),,42,36
183,2,3:33.0,R. Hollis-Jefferson enters the game for B. Bogdanović,,42,36
184,2,3:33.0,B. Lopez makes free throw 1 of 1,,43,36
185,2,3:13.0,,Personal foul by B. Lopez (drawn by T. Mozgov),43,36
186,2,3:03.0,,Turnover by T. Mozgov (3 sec),43,36
187,2,2:57.0,Personal foul by K. Love (drawn by J. Jack),,43,36
188,2,2:57.0,J. Jack makes free throw 1 of 2,,44,36
189,2,2:57.0,,T. Thompson enters the game for K. Love,44,36
190,2,2:57.0,J. Jack makes free throw 2 of 2,,45,36
191,2,2:40.0,,Turnover by T. Mozgov (lost ball; steal by R. Hollis-Jefferson),45,36
192,2,2:31.0,Turnover by J. Jack (bad pass; steal by J. Smith),,45,36
193,2,2:26.0,,J. Smith makes 2-pt layup at rim,45,38
194,2,2:15.0,J. Jack misses 2-pt jump shot from 16 ft,,45,38
195,2,2:13.0,,Defensive rebound by J. Smith,45,38
196,2,2:04.0,,T. Mozgov misses 3-pt jump shot from 24 ft,45,38
197,2,2:04.0,,Offensive rebound by Team,45,38
198,2,2:04.0,Loose ball foul by T. Young (drawn by T. Thompson),,45,38
199,2,2:04.0,,T. Thompson makes free throw 1 of 2,45,39
200,2,2:04.0,,A. Varejão enters the game for T. Mozgov,45,39
201,2,2:04.0,,T. Thompson makes free throw 2 of 2,45,40
202,2,1:52.0,J. Johnson makes 2-pt jump shot from 17 ft (assist by J. Jack),,47,40
203,2,1:45.0,,L. James makes 2-pt layup at rim,47,42
204,2,1:35.0,Turnover by J. Johnson (lost ball; steal by J. Smith),,47,42
205,2,1:33.0,,Turnover by M. Williams (step out of bounds),47,42
206,2,1:24.0,T. Young misses 3-pt jump shot from 25 ft,,47,42
207,2,1:21.0,,Defensive rebound by M. Williams,47,42
208,2,1:11.0,,L. James makes 2-pt jump shot from 6 ft,47,44
209,2,1:11.0,,Shooting foul by T. Young (drawn by L. James),47,44
210,2,1:11.0,,L. James misses free throw 1 of 1,47,44
211,2,1:09.0,Defensive rebound by B. Lopez,,47,44
212,2,1:03.0,J. Johnson misses 3-pt jump shot from 26 ft,,47,44
213,2,1:02.0,,Defensive rebound by A. Varejão,47,44
214,2,1:01.0,,Offensive foul by M. Williams (drawn by J. Johnson),47,44
215,2,1:01.0,,Turnover by M. Williams (offensive foul),47,44
216,2,1:01.0,,M. Dellavedova enters the game for M. Williams,47,44
217,2,1:01.0,A. Bargnani enters the game for T. Young,,47,44
218,2,0:50.0,A. Bargnani misses 2-pt jump shot from 16 ft,,47,44
219,2,0:49.0,,Defensive rebound by M. Dellavedova,47,44
220,2,0:33.0,,Turnover by J. Smith (lost ball; steal by R. Hollis-Jefferson),47,44
221,2,0:16.0,J. Jack makes 3-pt jump shot from 24 ft,,50,44
222,2,0:00.0,,M. Dellavedova misses 2-pt jump shot from 21 ft,50,44
223,2,0:00.0,,Offensive rebound by Team,50,44
224,3,11:43.0,,J. Smith makes 2-pt jump shot from 16 ft (assist by L. James),50,46
225,3,11:33.0,Shooting foul by T. Mozgov (drawn by B. Lopez),,50,46
226,3,11:33.0,B. Lopez misses free throw 1 of 2,,50,46
227,3,11:33.0,Offensive rebound by Team,,50,46
228,3,11:33.0,B. Lopez misses free throw 2 of 2,,50,46
229,3,11:32.0,,Defensive rebound by J. Smith,50,46
230,3,11:12.0,,T. Mozgov makes 2-pt layup at rim (assist by K. Love),50,48
231,3,10:59.0,B. Lopez misses 2-pt jump shot from 10 ft (block by M. Williams),,50,48
232,3,10:56.0,Offensive rebound by R. Hollis-Jefferson,,50,48
233,3,10:53.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft (block by T. Mozgov),,50,48
234,3,10:51.0,,Defensive rebound by T. Mozgov,50,48
235,3,10:39.0,,K. Love misses 3-pt jump shot from 22 ft,50,48
236,3,10:39.0,,Offensive rebound by Team,50,48
237,3,10:39.0,Loose ball foul by B. Lopez (drawn by T. Mozgov),,50,48
238,3,10:32.0,,L. James misses 3-pt jump shot from 22 ft,50,48
239,3,10:30.0,Defensive rebound by R. Hollis-Jefferson,,50,48
240,3,10:18.0,J. Jack misses 2-pt jump shot from 17 ft,,50,48
241,3,10:16.0,,Defensive rebound by M. Williams,50,48
242,3,10:09.0,,Turnover by M. Williams (bad pass; steal by T. Young),50,48
243,3,10:01.0,T. Young misses 2-pt layup from 2 ft,,50,48
244,3,9:59.0,Offensive rebound by R. Hollis-Jefferson,,50,48
245,3,9:56.0,J. Johnson misses 3-pt jump shot from 24 ft,,50,48
246,3,9:54.0,,Defensive rebound by K. Love,50,48
247,3,9:46.0,,Cleveland full timeout,50,48
248,3,9:34.0,,M. Williams misses 2-pt jump shot from 20 ft,50,48
249,3,9:33.0,Defensive rebound by T. Young,,50,48
250,3,9:16.0,Turnover by J. Johnson (bad pass; steal by M. Williams),,50,48
251,3,9:11.0,,M. Williams misses 2-pt layup at rim,50,48
252,3,9:07.0,Defensive rebound by R. Hollis-Jefferson,,50,48
253,3,9:04.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft,,52,48
254,3,8:48.0,,K. Love misses 3-pt jump shot from 27 ft,52,48
255,3,8:47.0,,Offensive rebound by T. Mozgov,52,48
256,3,8:37.0,,L. James misses 3-pt jump shot from 24 ft,52,48
257,3,8:36.0,Defensive rebound by J. Jack,,52,48
258,3,8:33.0,Personal foul by T. Mozgov (drawn by R. Hollis-Jefferson),,52,48
259,3,8:33.0,Turnover by J. Johnson (bad pass),,52,48
260,3,8:07.0,,K. Love makes 3-pt jump shot from 25 ft (assist by J. Smith),52,51
261,3,7:57.0,Personal foul by M. Williams (drawn by J. Jack),,52,51
262,3,7:57.0,Technical foul by J. Jack,,52,51
263,3,7:57.0,,Technical foul by M. Williams,52,51
264,3,7:54.0,,M. Dellavedova enters the game for M. Williams,52,51
265,3,7:45.0,T. Young makes 2-pt jump shot from 6 ft (assist by J. Jack),,54,51
266,3,7:31.0,,Turnover by K. Love (bad pass; steal by J. Johnson),54,51
267,3,7:25.0,Turnover by J. Johnson (lost ball; steal by T. Mozgov),,54,51
268,3,7:15.0,,K. Love misses 3-pt jump shot from 22 ft,54,51
269,3,7:15.0,,Offensive rebound by T. Mozgov,54,51
270,3,7:15.0,,T. Mozgov misses 2-pt layup from 2 ft,54,51
271,3,7:14.0,Defensive rebound by Team,,54,51
272,3,7:00.0,J. Jack misses 2-pt jump shot from 17 ft,,54,51
273,3,6:59.0,,Defensive rebound by T. Mozgov,54,51
274,3,6:49.0,,Turnover by K. Love (bad pass; steal by B. Lopez),54,51
275,3,6:45.0,Shooting foul by J. Smith (drawn by T. Young),,54,51
276,3,6:45.0,T. Young makes free throw 1 of 2,,55,51
277,3,6:45.0,T. Young makes free throw 2 of 2,,56,51
278,3,6:28.0,,L. James makes 2-pt jump shot from 10 ft (assist by M. Dellavedova),56,53
279,3,6:07.0,B. Lopez misses 2-pt hook shot from 2 ft,,56,53
280,3,6:04.0,,Defensive rebound by L. James,56,53
281,3,6:02.0,,Shooting foul by R. Hollis-Jefferson (drawn by L. James),56,53
282,3,6:02.0,,L. James makes free throw 1 of 2,56,54
283,3,6:02.0,,R. Jefferson enters the game for J. Smith,56,54
284,3,6:02.0,T. Robinson enters the game for B. Lopez,,56,54
285,3,6:02.0,,T. Thompson enters the game for T. Mozgov,56,54
286,3,6:02.0,,L. James makes free throw 2 of 2,56,55
287,3,5:40.0,J. Jack makes 2-pt jump shot from 11 ft (assist by R. Hollis-Jefferson),,58,55
288,3,5:23.0,,K. Love makes 3-pt jump shot from 25 ft (assist by L. James),58,58
289,3,5:04.0,T. Young makes 2-pt layup at rim,,60,58
290,3,4:50.0,,K. Love makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),60,61
291,3,4:29.0,J. Johnson makes 2-pt jump shot from 6 ft,,62,61
292,3,4:17.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by M. Dellavedova),62,63
293,3,3:59.0,J. Jack misses 3-pt jump shot from 27 ft,,62,63
294,3,3:58.0,Offensive rebound by T. Young,,62,63
295,3,3:50.0,T. Young misses 2-pt jump shot from 11 ft,,62,63
296,3,3:50.0,Offensive rebound by T. Robinson,,62,63
297,3,3:40.0,Turnover by J. Jack (lost ball; steal by R. Jefferson),,62,63
298,3,3:38.0,,Personal foul by J. Jack (drawn by R. Jefferson),62,63
299,3,3:38.0,,J. Smith enters the game for L. James,62,63
300,3,3:38.0,B. Lopez enters the game for T. Robinson,,62,63
301,3,3:23.0,,J. Smith misses 2-pt jump shot from 20 ft (block by R. Hollis-Jefferson),62,63
302,3,3:17.0,Defensive rebound by T. Young,,62,63
303,3,3:04.0,B. Lopez makes 2-pt jump shot from 18 ft,,64,63
304,3,2:48.0,,K. Love makes 3-pt jump shot from 26 ft (assist by T. Thompson),64,66
305,3,2:32.0,T. Young makes 2-pt layup from 2 ft (assist by J. Jack),,66,66
306,3,2:19.0,,M. Dellavedova misses 2-pt jump shot from 9 ft,66,66
307,3,2:16.0,Defensive rebound by B. Lopez,,66,66
308,3,2:12.0,Shooting foul by J. Smith (drawn by T. Young),,66,66
309,3,2:12.0,Brooklyn full timeout,,66,66
310,3,2:12.0,,A. Varejão enters the game for K. Love,66,66
311,3,2:12.0,T. Young misses free throw 1 of 2,,66,66
312,3,2:12.0,Offensive rebound by Team,,66,66
313,3,2:12.0,T. Young misses free throw 2 of 2,,66,66
314,3,2:12.0,,Defensive rebound by T. Thompson,66,66
315,3,1:57.0,,Turnover by J. Smith (bad pass; steal by R. Hollis-Jefferson),66,66
316,3,1:52.0,J. Jack misses 2-pt layup from 1 ft (block by J. Smith),,66,66
317,3,1:49.0,,Defensive rebound by A. Varejão,66,66
318,3,1:46.0,,Personal foul by B. Lopez (drawn by R. Jefferson),66,66
319,3,1:46.0,B. Bogdanović enters the game for J. Johnson,,66,66
320,3,1:46.0,A. Bargnani enters the game for T. Young,,66,66
321,3,1:39.0,,J. Smith misses 2-pt jump shot from 22 ft,66,66
322,3,1:36.0,Defensive rebound by B. Lopez,,66,66
323,3,1:19.0,A. Bargnani misses 2-pt jump shot from 19 ft,,66,66
324,3,1:18.0,,Defensive rebound by A. Varejão,66,66
325,3,1:02.0,,Turnover by A. Varejão (bad pass; steal by R. Hollis-Jefferson),66,66
326,3,0:59.0,Shooting foul by J. Smith (drawn by R. Hollis-Jefferson),,66,66
327,3,0:59.0,R. Hollis-Jefferson makes free throw 1 of 2,,67,66
328,3,0:59.0,S. Larkin enters the game for J. Jack,,67,66
329,3,0:59.0,,J. Cunningham enters the game for J. Smith,67,66
330,3,0:59.0,R. Hollis-Jefferson makes free throw 2 of 2,,68,66
331,3,0:38.0,,M. Dellavedova misses 2-pt jump shot from 12 ft,68,66
332,3,0:36.0,,Offensive rebound by T. Thompson,68,66
333,3,0:35.0,,Turnover by Team (shot clock),68,66
334,3,0:35.0,W. Ellington enters the game for R. Hollis-Jefferson,,68,66
335,3,0:28.0,S. Larkin misses 2-pt jump shot from 16 ft,,68,66
336,3,0:27.0,,Defensive rebound by R. Jefferson,68,66
337,3,0:09.0,,M. Dellavedova makes 3-pt jump shot from 23 ft,68,69
338,4,11:45.0,W. Ellington misses 3-pt jump shot from 24 ft,,68,69
339,4,11:43.0,Offensive rebound by B. Bogdanović,,68,69
340,4,11:36.0,A. Bargnani makes 2-pt jump shot from 17 ft (assist by S. Larkin),,70,69
341,4,11:16.0,,Loose ball foul by K. Love (drawn by A. Bargnani),70,69
342,4,11:16.0,,Turnover by K. Love (lost ball),70,69
343,4,11:06.0,Turnover by S. Larkin (traveling),,70,69
344,4,10:58.0,,Turnover by M. Dellavedova (bad pass),70,69
345,4,10:43.0,W. Ellington misses 3-pt jump shot from 24 ft,,70,69
346,4,10:43.0,,Defensive rebound by T. Thompson,70,69
347,4,10:24.0,,T. Thompson misses 2-pt jump shot from 3 ft (block by T. Robinson),70,69
348,4,10:18.0,,Offensive rebound by T. Thompson,70,69
349,4,10:18.0,,T. Thompson misses 2-pt layup from 1 ft,70,69
350,4,10:16.0,Defensive rebound by B. Bogdanović,,70,69
351,4,10:09.0,A. Bargnani misses 2-pt jump shot from 18 ft,,70,69
352,4,10:08.0,,Defensive rebound by M. Dellavedova,70,69
353,4,10:00.0,,K. Love makes 3-pt jump shot from 27 ft (assist by R. Jefferson),70,72
354,4,9:40.0,A. Bargnani misses 2-pt layup from 1 ft (block by K. Love),,70,72
355,4,9:37.0,,Defensive rebound by K. Love,70,72
356,4,9:31.0,,K. Love misses 3-pt jump shot from 26 ft,70,72
357,4,9:30.0,Defensive rebound by B. Bogdanović,,70,72
358,4,9:20.0,S. Larkin misses 2-pt jump shot from 18 ft,,70,72
359,4,9:18.0,,Defensive rebound by M. Dellavedova,70,72
360,4,9:12.0,,Turnover by M. Dellavedova (discontinued dribble),70,72
361,4,9:12.0,J. Johnson enters the game for B. Bogdanović,,70,72
362,4,9:12.0,,L. James enters the game for R. Jefferson,70,72
363,4,9:01.0,A. Bargnani misses 3-pt jump shot from 24 ft,,70,72
364,4,9:00.0,,Defensive rebound by J. Smith,70,72
365,4,8:46.0,,J. Smith misses 3-pt jump shot from 25 ft,70,72
366,4,8:46.0,Defensive rebound by J. Johnson,,70,72
367,4,8:35.0,J. Johnson misses 2-pt jump shot from 19 ft,,70,72
368,4,8:34.0,,Defensive rebound by T. Thompson,70,72
369,4,8:16.0,,L. James makes 2-pt layup at rim (assist by M. Dellavedova),70,74
370,4,8:16.0,Brooklyn full timeout,,70,74
371,4,8:16.0,J. Jack enters the game for A. Bargnani,,70,74
372,4,8:16.0,B. Lopez enters the game for S. Larkin,,70,74
373,4,8:16.0,T. Young enters the game for T. Robinson,,70,74
374,4,8:16.0,,M. Williams enters the game for K. Love,70,74
375,4,8:16.0,,R. Jefferson enters the game for M. Dellavedova,70,74
376,4,8:03.0,B. Lopez makes 2-pt jump shot from 12 ft (assist by J. Jack),,72,74
377,4,7:46.0,,M. Williams makes 2-pt jump shot from 19 ft,72,76
378,4,7:20.0,W. Ellington misses 3-pt jump shot from 24 ft,,72,76
379,4,7:19.0,,Defensive rebound by L. James,72,76
380,4,7:07.0,,M. Williams misses 2-pt jump shot from 18 ft,72,76
381,4,7:07.0,Defensive rebound by J. Johnson,,72,76
382,4,6:59.0,Shooting foul by T. Thompson (drawn by J. Jack),,72,76
383,4,6:59.0,J. Jack makes free throw 1 of 2,,73,76
384,4,6:59.0,J. Jack makes free throw 2 of 2,,74,76
385,4,6:42.0,,Offensive foul by T. Thompson (drawn by J. Johnson),74,76
386,4,6:42.0,,Turnover by T. Thompson (offensive foul),74,76
