,QUARTER,TIME_REMAINING,INDIANA_ACTION,DALLAS_ACTION,INDIANA_SCORE,DALLAS_SCORE
100,2,10:59.0,,D. Lee makes 2-pt hook shot from 9 ft (assist by D. Nowitzki),29,28
101,2,10:54.0,Personal foul by R. Felton,,29,28
102,2,10:38.0,C. Miles misses 3-pt jump shot from 23 ft,,29,28
103,2,10:37.0,,Defensive rebound by D. Lee,29,28
104,2,10:28.0,,Shooting foul by L. Allen (drawn by D. Nowitzki),29,28
105,2,10:28.0,,D. Nowitzki makes free throw 1 of 2,29,29
106,2,10:28.0,,D. Nowitzki makes free throw 2 of 2,29,30
107,2,10:17.0,J. Hill makes 2-pt dunk at rim (assist by L. Allen),,31,30
108,2,10:17.0,Shooting foul by D. Lee (drawn by J. Hill),,31,30
109,2,10:17.0,J. Hill makes free throw 1 of 1,,32,30
110,2,10:09.0,,J. Barea makes 2-pt jump shot from 4 ft,32,32
111,2,9:50.0,R. Stuckey misses 2-pt jump shot from 7 ft,,32,32
112,2,9:48.0,,Defensive rebound by D. Lee,32,32
113,2,9:45.0,,D. Harris misses 2-pt layup at rim,32,32
114,2,9:43.0,,Offensive rebound by D. Lee,32,32
115,2,9:43.0,,D. Lee makes 2-pt dunk at rim,32,34
116,2,9:38.0,Indiana full timeout,,32,34
117,2,9:29.0,C. Miles misses 3-pt jump shot from 24 ft,,32,34
118,2,9:27.0,,Defensive rebound by J. Barea,32,34
119,2,9:16.0,,R. Felton misses 2-pt jump shot from 10 ft,32,34
120,2,9:15.0,Defensive rebound by L. Allen,,32,34
121,2,9:01.0,C. Miles makes 3-pt jump shot from 23 ft (assist by G. Hill),,35,34
122,2,8:48.0,,Personal foul by L. Allen,35,34
123,2,8:48.0,,C. Parsons enters the game for D. Nowitzki,35,34
124,2,8:48.0,M. Turner enters the game for L. Allen,,35,34
125,2,8:34.0,,R. Felton misses 2-pt jump shot from 15 ft (block by R. Stuckey),35,34
126,2,8:34.0,,Offensive rebound by Team,35,34
127,2,8:34.0,,Turnover by Team (shot clock),35,34
128,2,8:22.0,Shooting foul by D. Harris (drawn by J. Hill),,35,34
129,2,8:22.0,J. Hill makes free throw 1 of 2,,36,34
130,2,8:22.0,,D. Williams enters the game for D. Lee,36,34
131,2,8:22.0,,Z. Pachulia enters the game for R. Felton,36,34
132,2,8:22.0,,W. Matthews enters the game for D. Harris,36,34
133,2,8:22.0,J. Hill makes free throw 2 of 2,,37,34
134,2,8:04.0,,Turnover by J. Barea (bad pass; steal by J. Hill),37,34
135,2,7:55.0,Turnover by G. Hill (bad pass),,37,34
136,2,7:43.0,,Personal foul by M. Turner,37,34
137,2,7:43.0,S. Hill enters the game for M. Turner,,37,34
138,2,7:32.0,,Z. Pachulia misses 2-pt layup at rim,37,34
139,2,7:32.0,,Offensive rebound by Z. Pachulia,37,34
140,2,7:32.0,,Z. Pachulia misses 2-pt layup at rim (block by C. Miles),37,34
141,2,7:32.0,,Offensive rebound by Team,37,34
142,2,7:29.0,,C. Parsons makes 2-pt layup at rim (assist by D. Williams),37,36
143,2,7:10.0,J. Hill makes 2-pt hook shot from 2 ft (assist by S. Hill),,39,36
144,2,7:00.0,,Def 3 sec tech foul by S. Hill,39,36
145,2,7:00.0,,D. Williams makes technical free throw,39,37
146,2,6:54.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by C. Parsons),39,40
147,2,6:40.0,Turnover by C. Miles (bad pass; steal by D. Williams),,39,40
148,2,6:34.0,,D. Williams misses 2-pt layup at rim,39,40
149,2,6:33.0,,Offensive rebound by Z. Pachulia,39,40
150,2,6:32.0,,Z. Pachulia makes 2-pt layup from 1 ft,39,42
151,2,6:16.0,C. Miles misses 2-pt jump shot from 6 ft,,39,42
152,2,6:15.0,,Defensive rebound by C. Parsons,39,42
153,2,6:09.0,,C. Parsons misses 3-pt jump shot from 24 ft,39,42
154,2,6:07.0,,Offensive rebound by Z. Pachulia,39,42
155,2,6:06.0,,Z. Pachulia misses 2-pt layup at rim,39,42
156,2,6:05.0,,Offensive rebound by J. Barea,39,42
157,2,5:49.0,,J. Barea misses 2-pt jump shot from 18 ft,39,42
158,2,5:48.0,Defensive rebound by S. Hill,,39,42
159,2,5:31.0,J. Hill makes 2-pt jump shot from 14 ft,,41,42
160,2,5:30.0,,Dallas full timeout,41,42
161,2,5:30.0,,D. Harris enters the game for J. Barea,41,42
162,2,5:30.0,M. Ellis enters the game for G. Hill,,41,42
163,2,5:30.0,I. Mahinmi enters the game for J. Hill,,41,42
164,2,5:30.0,P. George enters the game for C. Miles,,41,42
165,2,5:23.0,,Turnover by D. Williams (bad pass; steal by P. George),41,42
166,2,5:18.0,S. Hill makes 2-pt layup from 1 ft (assist by M. Ellis),,43,42
167,2,4:58.0,,Z. Pachulia misses 2-pt jump shot from 14 ft,43,42
168,2,4:57.0,Defensive rebound by S. Hill,,43,42
169,2,4:39.0,I. Mahinmi misses 2-pt hook shot from 4 ft,,43,42
170,2,4:38.0,,Defensive rebound by Z. Pachulia,43,42
171,2,4:18.0,,D. Harris misses 3-pt jump shot from 24 ft,43,42
172,2,4:17.0,Defensive rebound by S. Hill,,43,42
173,2,3:59.0,I. Mahinmi makes 2-pt hook shot from 6 ft (assist by M. Ellis),,45,42
174,2,3:52.0,,Dallas full timeout,45,42
175,2,3:52.0,,D. Nowitzki enters the game for D. Harris,45,42
176,2,3:52.0,M. Turner enters the game for S. Hill,,45,42
177,2,3:41.0,,C. Parsons misses 2-pt layup from 2 ft (block by M. Turner),45,42
178,2,3:40.0,Defensive rebound by M. Turner,,45,42
179,2,3:33.0,I. Mahinmi makes 2-pt dunk at rim (assist by R. Stuckey),,47,42
180,2,3:16.0,,Turnover by D. Williams (bad pass; steal by M. Ellis),47,42
181,2,3:10.0,P. George misses 3-pt jump shot from 24 ft,,47,42
182,2,3:10.0,,Defensive rebound by Z. Pachulia,47,42
183,2,2:56.0,Official timeout,,47,42
184,2,2:56.0,,D. Lee enters the game for Z. Pachulia,47,42
185,2,2:52.0,,D. Williams makes 3-pt jump shot from 22 ft (assist by C. Parsons),47,45
186,2,2:32.0,Turnover by M. Ellis (bad pass; steal by D. Williams),,47,45
187,2,2:16.0,,D. Nowitzki makes 2-pt jump shot from 12 ft (assist by C. Parsons),47,47
188,2,2:09.0,Personal foul by D. Williams,,47,47
189,2,2:09.0,G. Hill enters the game for R. Stuckey,,47,47
190,2,2:04.0,M. Ellis makes 2-pt jump shot from 6 ft,,49,47
191,2,2:04.0,Shooting foul by D. Lee (drawn by M. Ellis),,49,47
192,2,2:04.0,M. Ellis makes free throw 1 of 1,,50,47
193,2,1:42.0,,C. Parsons misses 2-pt jump shot from 17 ft,50,47
194,2,1:41.0,Defensive rebound by Team,,50,47
195,2,1:19.0,M. Ellis misses 3-pt jump shot from 23 ft,,50,47
196,2,1:18.0,,Defensive rebound by W. Matthews,50,47
197,2,1:06.0,,D. Williams misses 3-pt jump shot from 24 ft,50,47
198,2,1:05.0,Defensive rebound by I. Mahinmi,,50,47
199,2,0:56.0,M. Turner makes 3-pt jump shot from 25 ft (assist by P. George),,53,47
200,2,0:38.0,,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by W. Matthews),53,49
201,2,0:23.0,G. Hill misses 3-pt jump shot from 22 ft,,53,49
202,2,0:22.0,,Defensive rebound by W. Matthews,53,49
203,2,0:06.0,,Personal take foul by G. Hill,53,49
204,2,0:06.0,,Inbound foul by I. Mahinmi,53,49
205,2,0:06.0,,D. Nowitzki makes free throw 1 of 2,53,50
206,2,0:06.0,Indiana full timeout,,53,50
207,2,0:06.0,,D. Harris enters the game for D. Lee,53,50
208,2,0:06.0,J. Hill enters the game for I. Mahinmi,,53,50
209,2,0:06.0,,D. Nowitzki makes free throw 2 of 2,53,51
210,2,0:01.0,M. Ellis makes 2-pt layup at rim,,55,51
211,2,0:00.0,,D. Harris misses 3-pt jump shot from 73 ft,55,51
212,2,0:00.0,,Offensive rebound by Team,55,51
213,3,11:43.0,,W. Matthews makes 2-pt jump shot from 16 ft (assist by D. Williams),55,53
214,3,11:31.0,Offensive foul by M. Turner (drawn by C. Parsons),,55,53
215,3,11:31.0,Turnover by M. Turner (offensive foul),,55,53
216,3,11:15.0,,W. Matthews makes 2-pt jump shot from 12 ft,55,55
217,3,10:56.0,P. George misses 2-pt jump shot from 9 ft,,55,55
218,3,10:55.0,Offensive rebound by M. Turner,,55,55
219,3,10:55.0,M. Turner makes 2-pt layup at rim,,57,55
220,3,10:32.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by D. Williams),57,57
221,3,10:21.0,Turnover by G. Hill (bad pass; steal by D. Nowitzki),,57,57
222,3,10:13.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,57,57
223,3,10:12.0,Defensive rebound by P. George,,57,57
224,3,10:04.0,M. Turner misses 2-pt jump shot from 12 ft,,57,57
225,3,10:03.0,,Defensive rebound by Z. Pachulia,57,57
226,3,9:48.0,,Turnover by D. Williams (bad pass; steal by G. Hill),57,57
227,3,9:43.0,P. George makes 2-pt layup from 1 ft (assist by M. Ellis),,59,57
228,3,9:25.0,,C. Parsons misses 2-pt layup from 2 ft,59,57
229,3,9:24.0,Defensive rebound by I. Mahinmi,,59,57
230,3,9:19.0,Shooting foul by D. Nowitzki (drawn by G. Hill),,59,57
231,3,9:19.0,G. Hill makes free throw 1 of 2,,60,57
232,3,9:19.0,G. Hill makes free throw 2 of 2,,61,57
233,3,9:05.0,,W. Matthews misses 3-pt jump shot from 23 ft,61,57
234,3,9:03.0,Defensive rebound by M. Turner,,61,57
235,3,8:56.0,G. Hill misses 3-pt jump shot from 23 ft,,61,57
236,3,8:54.0,,Defensive rebound by D. Williams,61,57
237,3,8:44.0,,C. Parsons makes 2-pt layup at rim (assist by Z. Pachulia),61,59
238,3,8:24.0,M. Turner misses 2-pt jump shot from 18 ft,,61,59
239,3,8:23.0,Offensive rebound by P. George,,61,59
240,3,8:17.0,P. George makes 3-pt jump shot from 22 ft (assist by G. Hill),,64,59
241,3,8:06.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by D. Williams),64,61
242,3,7:52.0,P. George makes 3-pt jump shot from 24 ft (assist by G. Hill),,67,61
243,3,7:52.0,,Dallas full timeout,67,61
244,3,7:34.0,,Turnover by D. Williams (back court),67,61
245,3,7:15.0,M. Turner makes 2-pt jump shot from 21 ft (assist by P. George),,69,61
246,3,6:50.0,,Shooting foul by G. Hill (drawn by D. Williams),69,61
247,3,6:50.0,,D. Williams makes free throw 1 of 3,69,62
248,3,6:50.0,,D. Williams misses free throw 2 of 3,69,62
249,3,6:50.0,,Offensive rebound by Team,69,62
250,3,6:50.0,,D. Lee enters the game for Z. Pachulia,69,62
251,3,6:50.0,,D. Williams makes free throw 3 of 3,69,63
252,3,6:44.0,Turnover by M. Ellis (lost ball; steal by W. Matthews),,69,63
253,3,6:39.0,,D. Lee makes 2-pt dunk at rim (assist by W. Matthews),69,65
254,3,6:38.0,Indiana full timeout,,69,65
255,3,6:24.0,M. Turner misses 2-pt jump shot from 20 ft,,69,65
256,3,6:23.0,,Defensive rebound by W. Matthews,69,65
257,3,6:05.0,,W. Matthews misses 2-pt jump shot from 4 ft (block by I. Mahinmi),69,65
258,3,6:05.0,,Offensive rebound by Team,69,65
259,3,6:02.0,,D. Williams misses 2-pt jump shot from 12 ft,69,65
260,3,6:01.0,Defensive rebound by M. Turner,,69,65
261,3,5:54.0,,Violation by D. Nowitzki (kicked ball),69,65
262,3,5:54.0,,R. Felton enters the game for D. Nowitzki,69,65
263,3,5:47.0,G. Hill misses 3-pt jump shot from 24 ft,,69,65
264,3,5:46.0,,Defensive rebound by R. Felton,69,65
265,3,5:23.0,,Turnover by D. Williams (bad pass; steal by M. Ellis),69,65
266,3,5:21.0,M. Ellis makes 2-pt layup from 2 ft,,71,65
267,3,5:21.0,Shooting foul by C. Parsons (drawn by M. Ellis),,71,65
268,3,5:21.0,S. Hill enters the game for M. Turner,,71,65
269,3,5:21.0,M. Ellis makes free throw 1 of 1,,72,65
270,3,5:12.0,,Personal foul by S. Hill,72,65
271,3,5:03.0,,Personal foul by M. Ellis,72,65
272,3,4:57.0,,R. Felton makes 2-pt layup at rim,72,67
273,3,4:43.0,Shooting foul by C. Parsons (drawn by I. Mahinmi),,72,67
274,3,4:43.0,I. Mahinmi makes free throw 1 of 2,,73,67
275,3,4:43.0,I. Mahinmi makes free throw 2 of 2,,74,67
276,3,4:19.0,,W. Matthews makes 2-pt jump shot from 15 ft (assist by D. Williams),74,69
277,3,4:08.0,Personal foul by D. Lee,,74,69
278,3,4:08.0,R. Stuckey enters the game for G. Hill,,74,69
279,3,3:59.0,P. George misses 3-pt jump shot from 23 ft,,74,69
280,3,3:58.0,,Defensive rebound by D. Lee,74,69
281,3,3:58.0,Loose ball foul by S. Hill,,74,69
282,3,3:46.0,,D. Williams misses 3-pt jump shot from 24 ft,74,69
283,3,3:45.0,Defensive rebound by S. Hill,,74,69
284,3,3:37.0,Turnover by P. George (bad pass; steal by C. Parsons),,74,69
285,3,3:30.0,,Turnover by W. Matthews (lost ball),74,69
286,3,3:27.0,,Offensive charge foul by R. Stuckey (drawn by C. Parsons),74,69
287,3,3:27.0,Turnover by R. Stuckey (offensive foul),,74,69
288,3,3:09.0,,Turnover by D. Lee (bad pass; steal by P. George),74,69
289,3,2:56.0,Shooting block foul by D. Williams (drawn by R. Stuckey),,74,69
290,3,2:56.0,R. Stuckey makes free throw 1 of 2,,75,69
291,3,2:56.0,,D. Harris enters the game for C. Parsons,75,69
292,3,2:56.0,,D. Nowitzki enters the game for W. Matthews,75,69
293,3,2:56.0,,J. Barea enters the game for D. Williams,75,69
294,3,2:56.0,L. Allen enters the game for S. Hill,,75,69
295,3,2:56.0,R. Stuckey makes free throw 2 of 2,,76,69
296,3,2:49.0,,Shooting foul by I. Mahinmi (drawn by D. Harris),76,69
297,3,2:49.0,,D. Harris misses free throw 1 of 2,76,69
298,3,2:49.0,,Offensive rebound by Team,76,69
299,3,2:49.0,,D. Harris makes free throw 2 of 2,76,70
300,3,2:32.0,M. Ellis makes 2-pt jump shot from 15 ft (assist by P. George),,78,70
301,3,2:20.0,,J. Barea misses 3-pt jump shot from 22 ft,78,70
302,3,2:19.0,Defensive rebound by P. George,,78,70
303,3,2:12.0,Shooting foul by R. Felton (drawn by P. George),,78,70
304,3,2:12.0,P. George makes free throw 1 of 2,,79,70
305,3,2:12.0,J. Hill enters the game for I. Mahinmi,,79,70
306,3,2:12.0,P. George makes free throw 2 of 2,,80,70
307,3,2:01.0,,D. Harris misses 3-pt jump shot from 23 ft,80,70
308,3,2:00.0,Defensive rebound by L. Allen,,80,70
309,3,1:41.0,M. Ellis misses 3-pt jump shot from 24 ft,,80,70
310,3,1:41.0,,Defensive rebound by D. Harris,80,70
311,3,1:29.0,,D. Nowitzki misses 2-pt jump shot from 11 ft,80,70
312,3,1:28.0,Defensive rebound by J. Hill,,80,70
313,3,1:15.0,L. Allen misses 2-pt jump shot from 6 ft,,80,70
314,3,1:14.0,,Defensive rebound by D. Nowitzki,80,70
315,3,1:13.0,,Personal foul by P. George,80,70
316,3,1:13.0,,D. Harris makes free throw 1 of 2,80,71
317,3,1:13.0,,C. Parsons enters the game for D. Lee,80,71
318,3,1:13.0,,D. Harris makes free throw 2 of 2,80,72
319,3,0:50.0,P. George misses 2-pt jump shot from 13 ft,,80,72
320,3,0:49.0,Offensive rebound by L. Allen,,80,72
321,3,0:46.0,P. George makes 3-pt jump shot from 25 ft (assist by L. Allen),,83,72
322,3,0:32.0,,C. Parsons makes 3-pt jump shot from 25 ft (assist by J. Barea),83,75
323,3,0:11.0,R. Stuckey misses 2-pt jump shot from 15 ft,,83,75
324,3,0:10.0,,Defensive rebound by D. Nowitzki,83,75
325,3,0:03.0,,Turnover by J. Barea (lost ball; steal by R. Stuckey),83,75
326,3,0:01.0,P. George misses 2-pt layup from 3 ft,,83,75
327,3,0:00.0,Offensive rebound by Team,,83,75
328,4,11:37.0,S. Hill misses 2-pt jump shot from 9 ft,,83,75
329,4,11:36.0,,Defensive rebound by C. Parsons,83,75
330,4,11:22.0,,Personal foul by C. Miles,83,75
331,4,11:11.0,,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by J. Barea),83,77
332,4,10:53.0,Personal foul by R. Felton,,83,77
333,4,10:43.0,G. Hill misses 2-pt jump shot from 17 ft,,83,77
334,4,10:42.0,Offensive rebound by J. Hill,,83,77
335,4,10:39.0,J. Hill misses 2-pt jump shot from 8 ft,,83,77
336,4,10:37.0,,Defensive rebound by D. Nowitzki,83,77
337,4,10:17.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by J. Barea),83,80
338,4,9:51.0,Shooting foul by R. Felton (drawn by R. Stuckey),,83,80
339,4,9:51.0,R. Stuckey makes free throw 1 of 3,,84,80
340,4,9:51.0,R. Stuckey makes free throw 2 of 3,,85,80
341,4,9:51.0,R. Stuckey makes free throw 3 of 3,,86,80
342,4,9:42.0,,Personal foul by G. Hill,86,80
343,4,9:34.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,86,80
344,4,9:34.0,Defensive rebound by R. Stuckey,,86,80
345,4,9:22.0,Turnover by J. Hill (lost ball; steal by D. Nowitzki),,86,80
346,4,9:18.0,,Turnover by C. Parsons (lost ball),86,80
347,4,9:01.0,C. Miles misses 3-pt jump shot from 26 ft,,86,80
348,4,9:00.0,Offensive rebound by J. Hill,,86,80
349,4,8:42.0,Offensive foul by J. Hill (drawn by C. Parsons),,86,80
350,4,8:42.0,Turnover by J. Hill (offensive foul),,86,80
351,4,8:42.0,Official timeout,,86,80
352,4,8:42.0,,W. Matthews enters the game for R. Felton,86,80
353,4,8:36.0,,Personal foul by J. Hill,86,80
354,4,8:25.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by W. Matthews),86,82
355,4,8:01.0,Offensive foul by R. Stuckey (drawn by W. Matthews),,86,82
356,4,8:01.0,Turnover by R. Stuckey (offensive foul),,86,82
357,4,7:42.0,,D. Harris makes 2-pt jump shot from 13 ft (assist by J. Barea),86,84
358,4,7:21.0,R. Stuckey makes 2-pt jump shot from 2 ft (assist by J. Hill),,88,84
359,4,7:10.0,,J. Barea makes 2-pt layup from 1 ft,88,86
360,4,7:01.0,Indiana full timeout,,88,86
361,4,7:01.0,,D. Lee enters the game for D. Nowitzki,88,86
362,4,7:01.0,M. Ellis enters the game for G. Hill,,88,86
363,4,7:01.0,P. George enters the game for J. Hill,,88,86
364,4,7:01.0,I. Mahinmi enters the game for C. Miles,,88,86
365,4,6:48.0,M. Ellis misses 3-pt jump shot from 22 ft,,88,86
366,4,6:47.0,,Defensive rebound by J. Barea,88,86
367,4,6:38.0,,D. Lee misses 2-pt layup from 1 ft,88,86
368,4,6:37.0,Defensive rebound by S. Hill,,88,86
369,4,6:37.0,,Loose ball foul by D. Lee,88,86
370,4,6:21.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by R. Stuckey),,90,86
371,4,6:06.0,,Turnover by D. Harris (bad pass; steal by I. Mahinmi),90,86
372,4,6:02.0,Turnover by R. Stuckey (lost ball; steal by W. Matthews),,90,86
373,4,5:56.0,,W. Matthews makes 3-pt jump shot from 24 ft,90,89
374,4,5:46.0,Shooting foul by D. Harris (drawn by P. George),,90,89
375,4,5:46.0,P. George makes free throw 1 of 2,,91,89
376,4,5:46.0,G. Hill enters the game for R. Stuckey,,91,89
377,4,5:46.0,P. George makes free throw 2 of 2,,92,89
378,4,5:31.0,,J. Barea makes 2-pt jump shot from 6 ft,92,91
379,4,5:14.0,G. Hill makes 3-pt jump shot from 23 ft (assist by S. Hill),,95,91
380,4,5:13.0,,Dallas full timeout,95,91
381,4,5:13.0,,D. Williams enters the game for D. Lee,95,91
382,4,5:13.0,,D. Nowitzki enters the game for D. Harris,95,91
383,4,5:02.0,,W. Matthews makes 2-pt hook shot from 2 ft,95,93
384,4,4:45.0,G. Hill makes 3-pt jump shot from 24 ft (assist by P. George),,98,93
385,4,4:27.0,,W. Matthews misses 3-pt jump shot from 23 ft,98,93
386,4,4:25.0,Defensive rebound by G. Hill,,98,93
387,4,4:09.0,P. George makes 2-pt layup from 1 ft (assist by M. Ellis),,100,93
388,4,3:46.0,,Shooting foul by I. Mahinmi (drawn by D. Nowitzki),100,93
389,4,3:46.0,,D. Nowitzki makes free throw 1 of 2,100,94
390,4,3:46.0,,D. Nowitzki makes free throw 2 of 2,100,95
