,QUARTER,TIME_REMAINING,DALLAS_ACTION,MIAMI_ACTION,DALLAS_SCORE,MIAMI_SCORE
268,3,3:23.0,,Turnover by D. Wade (bad pass; steal by J. McGee),56,74
269,3,3:21.0,Personal foul by G. Dragić (drawn by J. Jenkins),,56,74
270,3,3:11.0,Turnover by J. Jenkins (bad pass; steal by G. Dragić),,56,74
271,3,3:06.0,,G. Green misses 2-pt layup at rim,56,74
272,3,3:05.0,Defensive rebound by R. Felton,,56,74
273,3,3:00.0,J. Jenkins misses 3-pt jump shot from 23 ft,,56,74
274,3,2:59.0,Offensive rebound by J. McGee,,56,74
275,3,2:55.0,J. McGee misses 2-pt hook shot from 11 ft,,56,74
276,3,2:54.0,,Defensive rebound by L. Deng,56,74
277,3,2:50.0,,G. Dragić makes 2-pt layup from 1 ft,56,76
278,3,2:32.0,J. McGee makes 2-pt jump shot from 16 ft (assist by D. Williams),,58,76
279,3,2:10.0,,D. Wade makes 2-pt jump shot from 16 ft,58,78
280,3,2:03.0,Shooting foul by H. Whiteside (drawn by D. Williams),,58,78
281,3,2:03.0,D. Williams makes free throw 1 of 2,,59,78
282,3,2:03.0,,C. Bosh enters the game for H. Whiteside,59,78
283,3,2:03.0,D. Williams misses free throw 2 of 2,,59,78
284,3,2:02.0,,Defensive rebound by C. Bosh,59,78
285,3,1:42.0,,D. Wade makes 2-pt jump shot from 20 ft,59,80
286,3,1:26.0,J. Jenkins makes 2-pt layup from 2 ft (assist by D. Williams),,61,80
287,3,1:02.0,,Turnover by D. Wade (bad pass; steal by J. Jenkins),61,80
288,3,0:59.0,Personal foul by G. Dragić (drawn by J. Jenkins),,61,80
289,3,0:59.0,,T. Johnson enters the game for G. Dragić,61,80
290,3,0:59.0,,B. Udrih enters the game for D. Wade,61,80
291,3,0:49.0,J. McGee misses 2-pt hook shot from 6 ft,,61,80
292,3,0:48.0,,Defensive rebound by L. Deng,61,80
293,3,0:37.0,,C. Bosh misses 2-pt jump shot from 11 ft,61,80
294,3,0:36.0,,Offensive rebound by Team,61,80
295,3,0:36.0,D. Powell enters the game for J. McGee,,61,80
296,3,0:20.0,,T. Johnson misses 2-pt jump shot from 16 ft,61,80
297,3,0:19.0,Defensive rebound by J. Jenkins,,61,80
298,3,0:03.0,D. Williams misses 3-pt jump shot from 25 ft,,61,80
299,3,0:02.0,Offensive rebound by D. Powell,,61,80
300,3,0:01.0,D. Powell misses 2-pt jump shot from 16 ft,,61,80
301,3,0:00.0,Offensive rebound by Team,,61,80
302,4,11:40.0,,C. Bosh misses 2-pt jump shot from 19 ft,61,80
303,4,11:39.0,Defensive rebound by C. Parsons,,61,80
304,4,11:32.0,Personal foul by G. Green (drawn by C. Parsons),,61,80
305,4,11:32.0,,A. Stoudemire enters the game for L. Deng,61,80
306,4,11:15.0,W. Matthews misses 3-pt jump shot from 23 ft,,61,80
307,4,11:14.0,,Defensive rebound by B. Udrih,61,80
308,4,11:03.0,,C. Bosh makes 3-pt jump shot from 25 ft (assist by B. Udrih),61,83
309,4,10:48.0,J. Barea makes 2-pt layup from 1 ft,,63,83
310,4,10:43.0,,Turnover by B. Udrih (bad pass),63,83
311,4,10:33.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by C. Parsons),,66,83
312,4,10:12.0,,G. Green misses 2-pt jump shot from 12 ft (block by C. Parsons),66,83
313,4,10:11.0,,Offensive rebound by Team,66,83
314,4,10:08.0,,T. Johnson makes 2-pt jump shot from 19 ft (assist by G. Green),66,85
315,4,9:56.0,Personal foul by A. Stoudemire (drawn by Z. Pachulia),,66,85
316,4,9:56.0,,Technical foul by A. Stoudemire,66,85
317,4,9:56.0,D. Nowitzki makes technical free throw,,67,85
318,4,9:42.0,Z. Pachulia misses 2-pt hook shot from 8 ft,,67,85
319,4,9:41.0,,Defensive rebound by G. Green,67,85
320,4,9:36.0,,G. Green makes 2-pt jump shot from 10 ft,67,87
321,4,9:36.0,,Shooting foul by C. Parsons (drawn by G. Green),67,87
322,4,9:36.0,,G. Green makes free throw 1 of 1,67,88
323,4,9:23.0,C. Parsons misses 3-pt jump shot from 26 ft,,67,88
324,4,9:22.0,Offensive rebound by Z. Pachulia,,67,88
325,4,9:08.0,C. Parsons makes 2-pt hook shot from 3 ft,,69,88
326,4,8:52.0,,T. Johnson makes 2-pt jump shot from 17 ft (assist by A. Stoudemire),69,90
327,4,8:39.0,J. Barea misses 3-pt jump shot from 24 ft,,69,90
328,4,8:38.0,Offensive rebound by D. Nowitzki,,69,90
329,4,8:34.0,D. Nowitzki makes 2-pt jump shot from 12 ft,,71,90
330,4,8:21.0,,T. Johnson misses 2-pt layup from 2 ft,71,90
331,4,8:20.0,Defensive rebound by Team,,71,90
332,4,8:20.0,Official timeout,,71,90
333,4,8:05.0,W. Matthews misses 3-pt jump shot from 25 ft,,71,90
334,4,8:04.0,,Defensive rebound by A. Stoudemire,71,90
335,4,7:50.0,,Personal foul by W. Matthews (drawn by T. Johnson),71,90
336,4,7:38.0,,C. Bosh makes 2-pt jump shot from 19 ft,71,92
337,4,7:20.0,Shooting foul by G. Green (drawn by D. Nowitzki),,71,92
338,4,7:20.0,D. Nowitzki makes free throw 1 of 2,,72,92
339,4,7:20.0,D. Nowitzki makes free throw 2 of 2,,73,92
340,4,7:02.0,,G. Green makes 2-pt jump shot from 13 ft,73,94
341,4,6:49.0,C. Parsons misses 3-pt jump shot from 24 ft,,73,94
342,4,6:48.0,,Defensive rebound by C. Bosh,73,94
343,4,6:37.0,,C. Bosh misses 3-pt jump shot from 24 ft,73,94
344,4,6:36.0,Defensive rebound by C. Parsons,,73,94
345,4,6:30.0,Shooting foul by G. Green (drawn by Z. Pachulia),,73,94
346,4,6:30.0,Z. Pachulia makes free throw 1 of 2,,74,94
347,4,6:30.0,,H. Whiteside enters the game for A. Stoudemire,74,94
348,4,6:30.0,R. Felton enters the game for C. Parsons,,74,94
349,4,6:30.0,C. Villanueva enters the game for D. Nowitzki,,74,94
350,4,6:30.0,D. Williams enters the game for J. Barea,,74,94
351,4,6:30.0,Z. Pachulia makes free throw 2 of 2,,75,94
352,4,6:20.0,,Personal foul by C. Villanueva (drawn by T. Johnson),75,94
353,4,6:20.0,J. Evans enters the game for W. Matthews,,75,94
354,4,6:20.0,D. Powell enters the game for Z. Pachulia,,75,94
355,4,6:05.0,,C. Bosh misses 2-pt jump shot from 16 ft,75,94
356,4,6:04.0,Defensive rebound by C. Villanueva,,75,94
357,4,5:55.0,C. Villanueva misses 3-pt jump shot from 23 ft,,75,94
358,4,5:54.0,,Defensive rebound by C. Bosh,75,94
359,4,5:36.0,,G. Green makes 2-pt jump shot from 19 ft,75,96
360,4,5:20.0,R. Felton makes 2-pt jump shot from 13 ft,,77,96
361,4,5:07.0,,Shooting foul by D. Powell (drawn by H. Whiteside),77,96
362,4,5:07.0,,Miami full timeout,77,96
363,4,5:07.0,,G. Dragić enters the game for B. Udrih,77,96
364,4,5:07.0,,H. Whiteside misses free throw 1 of 2,77,96
365,4,5:07.0,,Offensive rebound by Team,77,96
366,4,5:07.0,,H. Whiteside makes free throw 2 of 2,77,97
367,4,4:54.0,C. Villanueva misses 3-pt jump shot from 24 ft,,77,97
368,4,4:53.0,,Defensive rebound by H. Whiteside,77,97
369,4,4:37.0,,C. Bosh misses 2-pt jump shot from 6 ft,77,97
370,4,4:36.0,,Offensive rebound by H. Whiteside,77,97
371,4,4:35.0,,Turnover by H. Whiteside (lost ball; steal by D. Powell),77,97
372,4,4:29.0,D. Williams misses 2-pt jump shot from 12 ft,,77,97
373,4,4:28.0,Offensive rebound by D. Powell,,77,97
374,4,4:28.0,Shooting foul by T. Johnson (drawn by D. Powell),,77,97
375,4,4:28.0,D. Powell makes free throw 1 of 2,,78,97
376,4,4:28.0,J. Jenkins enters the game for D. Williams,,78,97
377,4,4:28.0,D. Powell misses free throw 2 of 2,,78,97
378,4,4:27.0,,Defensive rebound by H. Whiteside,78,97
379,4,4:12.0,,Turnover by H. Whiteside (3 sec),78,97
380,4,4:01.0,C. Villanueva misses 2-pt hook shot from 12 ft,,78,97
381,4,4:00.0,,Defensive rebound by G. Dragić,78,97
382,4,3:48.0,,G. Green makes 2-pt dunk at rim,78,99
383,4,3:36.0,D. Powell misses 2-pt layup from 1 ft (block by H. Whiteside),,78,99
384,4,3:35.0,Offensive rebound by D. Powell,,78,99
