,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DETROIT_ACTION,ORLANDO_SCORE,DETROIT_SCORE
215,3,9:29.0,,Turnover by A. Drummond (bad pass; steal by V. Oladipo),54,59
216,3,9:17.0,C. Frye makes 2-pt jump shot from 15 ft (assist by V. Oladipo),,56,59
217,3,8:59.0,,R. Jackson makes 2-pt jump shot from 14 ft,56,61
218,3,8:45.0,N. Vučević makes 2-pt jump shot from 17 ft (assist by V. Oladipo),,58,61
219,3,8:18.0,,E. İlyasova misses 3-pt jump shot from 25 ft,58,61
220,3,8:17.0,,Offensive rebound by A. Drummond,58,61
221,3,8:06.0,,Shooting foul by V. Oladipo (drawn by R. Jackson),58,61
222,3,8:06.0,,R. Jackson makes free throw 1 of 2,58,62
223,3,8:06.0,,R. Jackson makes free throw 2 of 2,58,63
224,3,7:44.0,T. Harris makes 2-pt dunk at rim,,60,63
225,3,7:22.0,,K. Caldwell-Pope misses 2-pt jump shot from 7 ft,60,63
226,3,7:21.0,,Offensive rebound by E. İlyasova,60,63
227,3,7:20.0,,E. İlyasova misses 2-pt jump shot from 4 ft (block by C. Frye),60,63
228,3,7:18.0,,Offensive rebound by M. Morris,60,63
229,3,7:17.0,,M. Morris makes 2-pt jump shot from 13 ft,60,65
230,3,7:06.0,Personal foul by R. Jackson (drawn by V. Oladipo),,60,65
231,3,6:53.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by T. Harris),,63,65
232,3,6:30.0,,M. Morris makes 2-pt jump shot from 17 ft,63,67
233,3,6:06.0,N. Vučević misses 2-pt dunk at rim,,63,67
234,3,6:05.0,,Defensive rebound by K. Caldwell-Pope,63,67
235,3,6:04.0,,Offensive foul by K. Caldwell-Pope (drawn by E. Fournier),63,67
236,3,6:04.0,,Turnover by K. Caldwell-Pope (offensive foul),63,67
237,3,5:40.0,E. Fournier misses 2-pt jump shot from 7 ft,,63,67
238,3,5:39.0,,Defensive rebound by K. Caldwell-Pope,63,67
239,3,5:32.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by R. Jackson),63,70
240,3,5:16.0,Flagrant foul type 1 by M. Morris (drawn by T. Harris),,63,70
241,3,5:16.0,T. Harris makes flagrant free throw 1 of 2,,64,70
242,3,5:16.0,T. Harris makes flagrant free throw 2 of 2,,65,70
243,3,5:04.0,V. Oladipo misses 2-pt jump shot from 18 ft,,65,70
244,3,5:04.0,,Defensive rebound by R. Jackson,65,70
245,3,4:45.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by R. Jackson),65,72
246,3,4:19.0,C. Frye misses 3-pt jump shot from 23 ft,,65,72
247,3,4:18.0,Offensive rebound by E. Fournier,,65,72
248,3,4:14.0,E. Fournier misses 3-pt jump shot from 26 ft,,65,72
249,3,4:13.0,,Defensive rebound by M. Morris,65,72
250,3,4:10.0,,Personal foul by E. Fournier (drawn by A. Drummond),65,72
251,3,4:10.0,,S. Johnson enters the game for K. Caldwell-Pope,65,72
252,3,4:10.0,A. Gordon enters the game for C. Frye,,65,72
253,3,4:10.0,S. Napier enters the game for E. Fournier,,65,72
254,3,4:06.0,,Personal foul by S. Napier (drawn by R. Jackson),65,72
255,3,3:57.0,,R. Jackson makes 2-pt jump shot from 10 ft,65,74
256,3,3:41.0,Personal foul by R. Jackson (drawn by S. Napier),,65,74
257,3,3:31.0,N. Vučević makes 2-pt hook shot from 4 ft,,67,74
258,3,3:31.0,,Violation by A. Drummond (def goaltending),67,74
259,3,3:19.0,,R. Jackson makes 2-pt layup at rim,67,76
260,3,3:06.0,S. Napier misses 2-pt jump shot from 4 ft (block by A. Drummond),,67,76
261,3,3:06.0,Offensive rebound by Team,,67,76
262,3,2:54.0,Turnover by Team (shot clock),,67,76
263,3,2:54.0,Orlando full timeout,,67,76
264,3,2:54.0,,B. Jennings enters the game for R. Jackson,67,76
265,3,2:54.0,J. Smith enters the game for N. Vučević,,67,76
266,3,2:40.0,,E. İlyasova makes 3-pt jump shot from 27 ft (assist by B. Jennings),67,79
267,3,2:27.0,Turnover by V. Oladipo (lost ball; steal by S. Johnson),,67,79
268,3,2:09.0,,S. Johnson misses 3-pt jump shot from 23 ft,67,79
269,3,2:08.0,,Offensive rebound by E. İlyasova,67,79
270,3,2:04.0,,E. İlyasova makes 2-pt jump shot from 13 ft,67,81
271,3,1:49.0,V. Oladipo makes 2-pt jump shot from 14 ft,,69,81
272,3,1:29.0,,M. Morris makes 2-pt jump shot from 16 ft,69,83
273,3,1:16.0,Personal foul by S. Johnson (drawn by V. Oladipo),,69,83
274,3,1:16.0,A. Nicholson enters the game for A. Gordon,,69,83
275,3,1:08.0,S. Napier misses 3-pt jump shot from 23 ft,,69,83
276,3,1:08.0,,Defensive rebound by A. Drummond,69,83
277,3,1:01.0,,Personal foul by J. Smith (drawn by A. Drummond),69,83
278,3,1:01.0,,A. Baynes enters the game for A. Drummond,69,83
279,3,0:56.0,,A. Baynes makes 2-pt layup at rim (assist by S. Johnson),69,85
280,3,0:41.0,A. Nicholson makes 3-pt jump shot from 24 ft (assist by S. Napier),,72,85
281,3,0:27.0,,E. İlyasova misses 2-pt jump shot from 6 ft,72,85
282,3,0:26.0,Defensive rebound by V. Oladipo,,72,85
283,3,0:06.0,V. Oladipo makes 2-pt layup at rim,,74,85
284,3,0:01.0,,B. Jennings makes 3-pt jump shot from 26 ft,74,88
285,4,11:42.0,,Turnover by A. Tolliver (bad pass; steal by S. Napier),74,88
286,4,11:35.0,Personal foul by S. Johnson (drawn by T. Harris),,74,88
287,4,11:29.0,Turnover by A. Nicholson (3 sec),,74,88
288,4,11:11.0,,S. Johnson misses 2-pt layup at rim (block by J. Smith),74,88
289,4,11:10.0,Defensive rebound by E. Fournier,,74,88
290,4,11:07.0,Personal foul by A. Tolliver (drawn by A. Nicholson),,74,88
291,4,10:54.0,A. Nicholson makes 2-pt hook shot from 5 ft,,76,88
292,4,10:45.0,,Shooting foul by J. Smith (drawn by B. Jennings),76,88
293,4,10:45.0,,B. Jennings makes free throw 1 of 2,76,89
294,4,10:45.0,,B. Jennings misses free throw 2 of 2,76,89
295,4,10:44.0,Defensive rebound by A. Nicholson,,76,89
296,4,10:27.0,J. Smith misses 2-pt jump shot from 18 ft,,76,89
297,4,10:26.0,,Defensive rebound by S. Johnson,76,89
298,4,10:17.0,,S. Johnson misses 3-pt jump shot from 24 ft,76,89
299,4,10:16.0,Defensive rebound by A. Nicholson,,76,89
300,4,10:05.0,J. Smith misses 2-pt jump shot from 20 ft,,76,89
301,4,10:04.0,,Defensive rebound by S. Johnson,76,89
302,4,9:57.0,,B. Jennings misses 2-pt layup at rim,76,89
303,4,9:57.0,,Offensive rebound by A. Baynes,76,89
304,4,9:53.0,,A. Baynes makes 2-pt layup at rim,76,91
305,4,9:38.0,J. Smith misses 2-pt layup at rim,,76,91
306,4,9:38.0,,Defensive rebound by A. Tolliver,76,91
307,4,9:20.0,,Personal foul by S. Napier (drawn by B. Jennings),76,91
308,4,9:20.0,V. Oladipo enters the game for T. Harris,,76,91
309,4,9:08.0,,A. Tolliver misses 3-pt jump shot from 26 ft,76,91
310,4,9:08.0,,Offensive rebound by A. Baynes,76,91
311,4,9:02.0,,A. Tolliver makes 2-pt layup at rim (assist by A. Baynes),76,93
312,4,9:02.0,Orlando full timeout,,76,93
313,4,9:02.0,A. Gordon enters the game for A. Nicholson,,76,93
314,4,9:02.0,D. Dedmon enters the game for J. Smith,,76,93
315,4,8:50.0,S. Napier misses 2-pt jump shot from 10 ft,,76,93
316,4,8:50.0,Offensive rebound by Team,,76,93
317,4,8:38.0,V. Oladipo misses 2-pt jump shot from 6 ft (block by A. Baynes),,76,93
318,4,8:36.0,,Defensive rebound by A. Baynes,76,93
319,4,8:30.0,,B. Jennings misses 2-pt layup from 1 ft,76,93
320,4,8:29.0,,Offensive rebound by A. Tolliver,76,93
321,4,8:12.0,,Shooting foul by V. Oladipo (drawn by B. Jennings),76,93
322,4,8:12.0,,B. Jennings makes free throw 1 of 2,76,94
323,4,8:12.0,,B. Jennings makes free throw 2 of 2,76,95
324,4,8:04.0,Turnover by S. Napier (bad pass; steal by B. Jennings),,76,95
325,4,7:58.0,,K. Caldwell-Pope makes 2-pt layup at rim (assist by B. Jennings),76,97
326,4,7:42.0,V. Oladipo misses 2-pt jump shot from 4 ft,,76,97
327,4,7:42.0,,Defensive rebound by A. Baynes,76,97
328,4,7:36.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by B. Jennings),76,100
329,4,7:23.0,Personal foul by K. Caldwell-Pope (drawn by V. Oladipo),,76,100
330,4,7:23.0,M. Hezonja enters the game for V. Oladipo,,76,100
331,4,7:18.0,E. Fournier misses 3-pt jump shot from 24 ft,,76,100
332,4,7:18.0,,Defensive rebound by A. Baynes,76,100
333,4,7:06.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft,76,103
334,4,7:06.0,Orlando full timeout,,76,103
335,4,7:06.0,A. Nicholson enters the game for E. Fournier,,76,103
336,4,6:46.0,A. Nicholson misses 2-pt hook shot from 7 ft,,76,103
337,4,6:45.0,,Defensive rebound by S. Johnson,76,103
338,4,6:38.0,,B. Jennings makes 3-pt jump shot from 25 ft,76,106
339,4,6:23.0,S. Napier misses 2-pt layup from 1 ft,,76,106
340,4,6:21.0,,Defensive rebound by A. Baynes,76,106
341,4,6:13.0,,B. Jennings misses 2-pt jump shot from 5 ft,76,106
342,4,6:13.0,Defensive rebound by D. Dedmon,,76,106
343,4,6:06.0,S. Napier misses 2-pt jump shot from 14 ft,,76,106
344,4,6:06.0,,Defensive rebound by A. Tolliver,76,106
345,4,5:52.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,76,106
346,4,5:52.0,,Offensive rebound by S. Johnson,76,106
347,4,5:51.0,,S. Johnson misses 2-pt layup at rim,76,106
348,4,5:51.0,,Offensive rebound by A. Baynes,76,106
349,4,5:51.0,,Shooting foul by D. Dedmon (drawn by A. Baynes),76,106
350,4,5:51.0,Official timeout,,76,106
351,4,5:51.0,,A. Baynes misses free throw 1 of 2,76,106
352,4,5:51.0,,Offensive rebound by Team,76,106
353,4,5:51.0,,A. Baynes makes free throw 2 of 2,76,107
354,4,5:27.0,S. Napier makes 2-pt jump shot from 17 ft,,78,107
355,4,5:09.0,,B. Jennings makes 3-pt jump shot from 22 ft (assist by A. Baynes),78,110
356,4,4:43.0,M. Hezonja makes 2-pt hook shot from 5 ft,,80,110
357,4,4:24.0,,B. Jennings misses 3-pt jump shot from 26 ft,80,110
358,4,4:24.0,,Offensive rebound by A. Baynes,80,110
359,4,4:16.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,80,110
360,4,4:16.0,Defensive rebound by A. Gordon,,80,110
361,4,4:02.0,A. Gordon misses 3-pt jump shot from 25 ft,,80,110
362,4,4:02.0,,Defensive rebound by B. Jennings,80,110
363,4,3:44.0,,Turnover by A. Baynes (lost ball),80,110
364,4,3:44.0,,D. Hilliard enters the game for K. Caldwell-Pope,80,110
365,4,3:44.0,,S. Blake enters the game for S. Johnson,80,110
366,4,3:44.0,,R. Bullock enters the game for B. Jennings,80,110
367,4,3:44.0,,J. Anthony enters the game for A. Baynes,80,110
368,4,3:32.0,S. Napier misses 3-pt jump shot from 26 ft,,80,110
369,4,3:32.0,Offensive rebound by Team,,80,110
370,4,3:32.0,,Loose ball foul by J. Anthony (drawn by D. Dedmon),80,110
371,4,3:25.0,M. Hezonja misses 2-pt jump shot from 15 ft,,80,110
372,4,3:25.0,,Defensive rebound by A. Tolliver,80,110
373,4,3:11.0,,R. Bullock misses 2-pt jump shot from 18 ft,80,110
374,4,3:11.0,Defensive rebound by A. Nicholson,,80,110
375,4,3:01.0,Shooting foul by D. Hilliard (drawn by M. Hezonja),,80,110
376,4,3:01.0,M. Hezonja makes free throw 1 of 2,,81,110
377,4,3:01.0,M. Hezonja makes free throw 2 of 2,,82,110
378,4,2:43.0,,Turnover by S. Blake (lost ball),82,110
379,4,2:43.0,,Detroit full timeout,82,110
380,4,2:19.0,Turnover by Team (shot clock),,82,110
