,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,CLEVELAND_ACTION,CHARLOTTE_SCORE,CLEVELAND_SCORE
39,1,6:06.0,M. Williams makes 3-pt jump shot from 23 ft (assist by C. Zeller),,14,12
40,1,5:47.0,,K. Love makes 3-pt jump shot from 23 ft (assist by T. Mozgov),14,15
41,1,5:42.0,Charlotte full timeout,,14,15
42,1,5:27.0,M. Williams misses 3-pt jump shot from 26 ft,,14,15
43,1,5:26.0,,Defensive rebound by J. Smith,14,15
44,1,5:15.0,,Turnover by K. Love (bad pass; steal by K. Walker),14,15
45,1,5:09.0,Offensive foul by M. Williams (drawn by K. Love),,14,15
46,1,5:09.0,Turnover by M. Williams (offensive foul),,14,15
47,1,5:09.0,,T. Thompson enters the game for T. Mozgov,14,15
48,1,4:50.0,,L. James makes 2-pt layup at rim (assist by M. Dellavedova),14,17
49,1,4:41.0,M. Williams misses 2-pt dunk at rim,,14,17
50,1,4:39.0,,Defensive rebound by K. Love,14,17
51,1,4:20.0,,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by L. James),14,20
52,1,4:00.0,K. Walker misses 2-pt layup from 2 ft,,14,20
53,1,3:56.0,Offensive rebound by M. Williams,,14,20
54,1,3:56.0,M. Williams makes 2-pt layup from 1 ft,,16,20
55,1,3:36.0,,Shooting foul by N. Batum (drawn by T. Thompson),16,20
56,1,3:36.0,,T. Thompson misses free throw 1 of 2,16,20
57,1,3:36.0,,Offensive rebound by Team,16,20
58,1,3:36.0,S. Hawes enters the game for C. Zeller,,16,20
59,1,3:36.0,J. Lin enters the game for C. Lee,,16,20
60,1,3:36.0,,M. Williams enters the game for M. Dellavedova,16,20
61,1,3:36.0,,I. Shumpert enters the game for L. James,16,20
62,1,3:36.0,,T. Thompson misses free throw 2 of 2,16,20
63,1,3:34.0,Defensive rebound by S. Hawes,,16,20
64,1,3:23.0,Shooting foul by T. Thompson (drawn by S. Hawes),,16,20
65,1,3:23.0,S. Hawes makes free throw 1 of 2,,17,20
66,1,3:23.0,J. Lamb enters the game for N. Batum,,17,20
67,1,3:23.0,S. Hawes makes free throw 2 of 2,,18,20
68,1,3:06.0,,I. Shumpert makes 2-pt jump shot from 14 ft (assist by J. Smith),18,22
69,1,2:45.0,Turnover by S. Hawes (lost ball),,18,22
70,1,2:45.0,,Cleveland full timeout,18,22
71,1,2:27.0,,J. Smith misses 2-pt jump shot from 14 ft,18,22
72,1,2:27.0,,Offensive rebound by J. Smith,18,22
73,1,2:27.0,,Cleveland full timeout,18,22
74,1,2:20.0,,K. Love makes 3-pt jump shot from 24 ft (assist by J. Smith),18,25
75,1,1:56.0,Turnover by J. Lin (bad pass; steal by T. Thompson),,18,25
76,1,1:37.0,,M. Williams misses 3-pt jump shot from 22 ft,18,25
77,1,1:36.0,Defensive rebound by J. Lin,,18,25
78,1,1:27.0,Personal foul by K. Love,,18,25
79,1,1:27.0,F. Kaminsky enters the game for M. Williams,,18,25
80,1,1:27.0,,C. Frye enters the game for K. Love,18,25
81,1,1:27.0,,L. James enters the game for J. Smith,18,25
82,1,1:27.0,N. Batum enters the game for J. Lamb,,18,25
83,1,1:15.0,Turnover by J. Lin (lost ball; steal by M. Williams),,18,25
84,1,1:09.0,,L. James makes 2-pt layup at rim (assist by M. Williams),18,27
85,1,0:52.0,N. Batum misses 3-pt jump shot from 23 ft,,18,27
86,1,0:52.0,,Defensive rebound by C. Frye,18,27
87,1,0:39.0,,I. Shumpert makes 2-pt jump shot from 18 ft (assist by L. James),18,29
88,1,0:28.0,Def 3 sec tech foul by T. Thompson,,18,29
89,1,0:28.0,N. Batum makes technical free throw,,19,29
90,1,0:15.0,J. Lin misses 3-pt jump shot from 30 ft,,19,29
91,1,0:15.0,,Defensive rebound by M. Williams,19,29
92,1,0:01.0,,C. Frye misses 3-pt jump shot from 23 ft,19,29
93,1,0:00.0,,Offensive rebound by T. Thompson,19,29
94,2,11:45.0,,I. Shumpert makes 2-pt dunk at rim (assist by L. James),19,31
95,2,11:19.0,Shooting foul by C. Frye (drawn by J. Lin),,19,31
96,2,11:19.0,J. Lin makes free throw 1 of 2,,20,31
97,2,11:19.0,J. Lin makes free throw 2 of 2,,21,31
98,2,11:10.0,,Turnover by C. Frye (bad pass; steal by C. Lee),21,31
99,2,11:02.0,N. Batum makes 2-pt jump shot from 15 ft (assist by C. Lee),,23,31
100,2,10:36.0,,L. James makes 2-pt jump shot from 6 ft (assist by I. Shumpert),23,33
101,2,10:29.0,Turnover by J. Lin (bad pass),,23,33
102,2,10:19.0,,Cleveland full timeout,23,33
103,2,10:12.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by C. Frye),23,36
104,2,9:46.0,S. Hawes misses 2-pt jump shot from 8 ft,,23,36
105,2,9:45.0,,Defensive rebound by I. Shumpert,23,36
106,2,9:40.0,,Turnover by T. Thompson (lost ball),23,36
107,2,9:31.0,Turnover by F. Kaminsky (bad pass; steal by L. James),,23,36
108,2,9:28.0,,L. James makes 2-pt layup from 1 ft,23,38
109,2,9:10.0,F. Kaminsky makes 2-pt dunk at rim (assist by J. Lin),,25,38
110,2,8:59.0,,C. Frye misses 3-pt jump shot from 26 ft,25,38
111,2,8:58.0,Defensive rebound by S. Hawes,,25,38
112,2,8:49.0,C. Lee makes 2-pt layup from 1 ft (assist by N. Batum),,27,38
113,2,8:36.0,,Offensive foul by C. Frye (drawn by J. Lin),27,38
114,2,8:36.0,,Turnover by C. Frye (offensive foul),27,38
115,2,8:36.0,,M. Dellavedova enters the game for M. Williams,27,38
116,2,8:17.0,C. Lee misses 2-pt layup from 1 ft,,27,38
117,2,8:16.0,Offensive rebound by S. Hawes,,27,38
118,2,8:16.0,S. Hawes misses 2-pt layup from 1 ft,,27,38
119,2,8:15.0,Offensive rebound by S. Hawes,,27,38
120,2,8:12.0,N. Batum misses 3-pt jump shot from 25 ft,,27,38
121,2,8:10.0,,Defensive rebound by C. Frye,27,38
122,2,7:48.0,,C. Frye makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),27,41
123,2,7:39.0,Charlotte full timeout,,27,41
124,2,7:28.0,C. Lee misses 2-pt jump shot from 6 ft,,27,41
125,2,7:27.0,Offensive rebound by S. Hawes,,27,41
126,2,7:27.0,S. Hawes misses 2-pt layup from 1 ft,,27,41
127,2,7:26.0,,Defensive rebound by M. Dellavedova,27,41
128,2,7:13.0,,Turnover by I. Shumpert (bad pass; steal by C. Lee),27,41
129,2,7:12.0,Personal foul by L. James,,27,41
130,2,7:12.0,C. Zeller enters the game for S. Hawes,,27,41
131,2,6:56.0,C. Lee misses 3-pt jump shot from 24 ft,,27,41
132,2,6:55.0,,Defensive rebound by L. James,27,41
133,2,6:48.0,,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by L. James),27,44
134,2,6:36.0,J. Lin misses 2-pt jump shot from 11 ft,,27,44
135,2,6:34.0,,Defensive rebound by T. Thompson,27,44
136,2,6:19.0,,C. Frye misses 3-pt jump shot from 22 ft,27,44
137,2,6:18.0,,Offensive rebound by L. James,27,44
138,2,6:18.0,,L. James misses 2-pt layup at rim,27,44
139,2,6:16.0,,Offensive rebound by L. James,27,44
140,2,6:16.0,,L. James makes 2-pt layup at rim,27,46
141,2,5:56.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,27,46
142,2,5:55.0,,Defensive rebound by C. Frye,27,46
143,2,5:46.0,,M. Dellavedova misses 2-pt layup at rim,27,46
144,2,5:44.0,,Offensive rebound by M. Dellavedova,27,46
145,2,5:36.0,,Turnover by M. Dellavedova (bad pass; steal by F. Kaminsky),27,46
146,2,5:31.0,C. Lee misses 2-pt layup from 1 ft,,27,46
147,2,5:30.0,Offensive rebound by F. Kaminsky,,27,46
148,2,5:30.0,F. Kaminsky misses 2-pt layup from 1 ft,,27,46
149,2,5:29.0,,Defensive rebound by C. Frye,27,46
150,2,5:22.0,,I. Shumpert misses 2-pt jump shot from 16 ft,27,46
151,2,5:20.0,,Offensive rebound by I. Shumpert,27,46
152,2,5:17.0,,T. Thompson makes 2-pt layup at rim (assist by I. Shumpert),27,48
153,2,5:09.0,Charlotte full timeout,,27,48
154,2,5:09.0,K. Walker enters the game for J. Lin,,27,48
155,2,5:09.0,M. Williams enters the game for F. Kaminsky,,27,48
156,2,5:09.0,,K. Love enters the game for C. Frye,27,48
157,2,4:56.0,M. Williams makes 2-pt jump shot from 5 ft (assist by N. Batum),,29,48
158,2,4:36.0,,Turnover by M. Dellavedova (bad pass; steal by C. Zeller),29,48
159,2,4:31.0,N. Batum makes 2-pt layup from 1 ft (assist by K. Walker),,31,48
160,2,4:18.0,,I. Shumpert misses 3-pt jump shot from 24 ft,31,48
161,2,4:18.0,,Offensive rebound by T. Thompson,31,48
162,2,4:14.0,,T. Thompson misses 2-pt layup from 1 ft,31,48
163,2,4:11.0,Defensive rebound by K. Walker,,31,48
164,2,4:05.0,K. Walker makes 2-pt jump shot from 18 ft,,33,48
165,2,3:42.0,,M. Dellavedova misses 3-pt jump shot from 29 ft,33,48
166,2,3:41.0,,Offensive rebound by T. Thompson,33,48
167,2,3:26.0,,K. Love misses 2-pt jump shot from 12 ft (block by M. Williams),33,48
168,2,3:25.0,Defensive rebound by M. Williams,,33,48
169,2,3:21.0,Turnover by N. Batum (bad pass; steal by T. Thompson),,33,48
170,2,3:03.0,,Shooting foul by C. Zeller (drawn by T. Thompson),33,48
171,2,3:03.0,,T. Thompson makes free throw 1 of 2,33,49
172,2,3:03.0,,J. Smith enters the game for L. James,33,49
173,2,3:03.0,J. Lamb enters the game for N. Batum,,33,49
174,2,3:03.0,,T. Thompson misses free throw 2 of 2,33,49
175,2,3:02.0,Defensive rebound by C. Zeller,,33,49
176,2,2:47.0,Turnover by K. Walker (traveling),,33,49
177,2,2:47.0,Official timeout,,33,49
178,2,2:31.0,,K. Love makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),33,52
179,2,2:11.0,M. Williams makes 3-pt jump shot from 27 ft (assist by K. Walker),,36,52
180,2,1:44.0,,K. Love misses 2-pt jump shot from 17 ft,36,52
181,2,1:41.0,,Offensive rebound by T. Thompson,36,52
182,2,1:34.0,,Turnover by M. Dellavedova (bad pass; steal by K. Walker),36,52
183,2,1:28.0,C. Lee makes 2-pt layup at rim (assist by M. Williams),,38,52
184,2,1:06.0,,Shooting foul by J. Lamb (drawn by T. Thompson),38,52
185,2,1:06.0,,T. Thompson makes free throw 1 of 2,38,53
186,2,1:06.0,,L. James enters the game for M. Dellavedova,38,53
187,2,1:06.0,N. Batum enters the game for J. Lamb,,38,53
188,2,1:06.0,,T. Thompson misses free throw 2 of 2,38,53
189,2,1:05.0,Defensive rebound by C. Zeller,,38,53
190,2,0:53.0,K. Walker misses 3-pt jump shot from 24 ft,,38,53
191,2,0:52.0,Offensive rebound by K. Walker,,38,53
192,2,0:47.0,K. Walker makes 2-pt jump shot from 3 ft,,40,53
193,2,0:36.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by L. James),40,56
194,2,0:28.0,Shooting foul by K. Love (drawn by K. Walker),,40,56
195,2,0:28.0,K. Walker makes free throw 1 of 2,,41,56
196,2,0:28.0,,M. Dellavedova enters the game for K. Love,41,56
197,2,0:28.0,K. Walker makes free throw 2 of 2,,42,56
198,2,0:05.0,,L. James makes 2-pt jump shot from 15 ft,42,58
199,2,0:00.0,Turnover by K. Walker (lost ball; steal by J. Smith),,42,58
200,3,11:47.0,,K. Love makes 2-pt layup from 1 ft (assist by L. James),42,60
201,3,11:34.0,Turnover by M. Williams (step out of bounds),,42,60
202,3,11:21.0,,Shooting foul by C. Lee (drawn by T. Mozgov),42,60
203,3,11:21.0,,T. Mozgov misses free throw 1 of 2,42,60
204,3,11:21.0,,Offensive rebound by Team,42,60
205,3,11:21.0,,T. Mozgov misses free throw 2 of 2,42,60
206,3,11:21.0,Defensive rebound by M. Williams,,42,60
207,3,11:02.0,K. Walker misses 2-pt jump shot from 18 ft,,42,60
208,3,11:01.0,,Defensive rebound by M. Dellavedova,42,60
209,3,10:54.0,,T. Mozgov makes 2-pt dunk at rim (assist by M. Dellavedova),42,62
210,3,10:54.0,Charlotte full timeout,,42,62
211,3,10:41.0,C. Lee misses 2-pt jump shot from 21 ft,,42,62
212,3,10:41.0,,Defensive rebound by L. James,42,62
213,3,10:32.0,,Turnover by K. Love (bad pass; steal by C. Zeller),42,62
214,3,10:29.0,Shooting foul by M. Dellavedova (drawn by K. Walker),,42,62
215,3,10:29.0,K. Walker makes free throw 1 of 3,,43,62
216,3,10:29.0,K. Walker makes free throw 2 of 3,,44,62
217,3,10:29.0,K. Walker misses free throw 3 of 3,,44,62
218,3,10:29.0,,Defensive rebound by K. Love,44,62
219,3,10:11.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by K. Love),44,65
220,3,9:58.0,Offensive foul by M. Williams (drawn by M. Dellavedova),,44,65
221,3,9:58.0,Turnover by M. Williams (offensive foul),,44,65
222,3,9:40.0,,K. Love misses 3-pt jump shot from 27 ft,44,65
223,3,9:40.0,Defensive rebound by K. Walker,,44,65
224,3,9:23.0,F. Kaminsky makes 3-pt jump shot from 27 ft (assist by C. Lee),,47,65
225,3,8:57.0,,L. James makes 2-pt jump shot from 22 ft,47,67
226,3,8:44.0,C. Lee misses 3-pt jump shot from 25 ft,,47,67
227,3,8:44.0,,Defensive rebound by M. Dellavedova,47,67
228,3,8:27.0,,Turnover by K. Love (bad pass; steal by K. Walker),47,67
229,3,8:21.0,Shooting foul by T. Mozgov (drawn by C. Zeller),,47,67
230,3,8:21.0,C. Zeller makes free throw 1 of 2,,48,67
231,3,8:21.0,C. Zeller makes free throw 2 of 2,,49,67
232,3,8:12.0,,K. Love misses 3-pt jump shot from 25 ft,49,67
233,3,8:11.0,,Offensive rebound by T. Mozgov,49,67
234,3,8:05.0,,K. Love misses 2-pt layup from 2 ft (block by F. Kaminsky),49,67
235,3,8:04.0,,Offensive rebound by K. Love,49,67
236,3,8:03.0,,K. Love makes 2-pt layup at rim,49,69
237,3,7:53.0,Turnover by K. Walker (bad pass; steal by L. James),,49,69
238,3,7:47.0,,L. James misses 2-pt layup at rim (block by C. Lee),49,69
239,3,7:44.0,Defensive rebound by K. Walker,,49,69
240,3,7:41.0,K. Walker makes 2-pt layup from 2 ft,,51,69
241,3,7:41.0,Shooting foul by T. Mozgov (drawn by K. Walker),,51,69
242,3,7:41.0,K. Walker makes free throw 1 of 1,,52,69
243,3,7:26.0,,J. Smith misses 3-pt jump shot from 25 ft,52,69
244,3,7:25.0,Defensive rebound by F. Kaminsky,,52,69
245,3,7:06.0,K. Walker makes 3-pt jump shot from 26 ft,,55,69
246,3,7:06.0,,Cleveland full timeout,55,69
247,3,6:56.0,,Personal foul by M. Williams,55,69
248,3,6:45.0,,K. Love misses 2-pt jump shot from 16 ft,55,69
249,3,6:44.0,Defensive rebound by K. Walker,,55,69
250,3,6:37.0,K. Walker misses 3-pt jump shot from 27 ft,,55,69
251,3,6:36.0,,Defensive rebound by L. James,55,69
252,3,6:17.0,,K. Love misses 2-pt hook shot from 6 ft,55,69
253,3,6:16.0,Defensive rebound by C. Zeller,,55,69
254,3,6:00.0,C. Zeller misses 2-pt jump shot from 15 ft,,55,69
255,3,5:59.0,,Defensive rebound by K. Love,55,69
256,3,5:35.0,,L. James misses 2-pt jump shot from 14 ft,55,69
257,3,5:33.0,Defensive rebound by M. Williams,,55,69
258,3,5:20.0,C. Lee makes 3-pt jump shot from 23 ft (assist by M. Williams),,58,69
259,3,4:52.0,,K. Love makes 2-pt jump shot from 7 ft (assist by J. Smith),58,71
260,3,4:29.0,Shooting foul by M. Dellavedova (drawn by K. Walker),,58,71
261,3,4:29.0,J. Lin enters the game for C. Lee,,58,71
262,3,4:29.0,K. Walker makes free throw 1 of 2,,59,71
263,3,4:29.0,S. Hawes enters the game for C. Zeller,,59,71
264,3,4:29.0,,T. Thompson enters the game for T. Mozgov,59,71
265,3,4:29.0,K. Walker makes free throw 2 of 2,,60,71
266,3,4:18.0,,Turnover by L. James (bad pass; steal by K. Walker),60,71
267,3,4:14.0,K. Walker makes 2-pt jump shot from 5 ft,,62,71
268,3,4:14.0,Shooting foul by M. Dellavedova (drawn by K. Walker),,62,71
269,3,4:14.0,,I. Shumpert enters the game for M. Dellavedova,62,71
270,3,4:14.0,K. Walker makes free throw 1 of 1,,63,71
271,3,4:03.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),63,74
272,3,3:43.0,J. Lin misses 2-pt jump shot from 14 ft,,63,74
273,3,3:42.0,,Defensive rebound by K. Love,63,74
274,3,3:31.0,,L. James misses 2-pt jump shot from 11 ft,63,74
275,3,3:30.0,Defensive rebound by K. Walker,,63,74
276,3,3:20.0,K. Walker makes 2-pt jump shot from 18 ft,,65,74
277,3,2:59.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),65,77
278,3,2:36.0,S. Hawes misses 2-pt jump shot from 19 ft,,65,77
279,3,2:35.0,,Defensive rebound by K. Love,65,77
280,3,2:23.0,,Turnover by L. James (lost ball; steal by S. Hawes),65,77
281,3,2:09.0,S. Hawes makes 2-pt hook shot from 6 ft (assist by K. Walker),,67,77
282,3,1:53.0,,Shooting foul by S. Hawes (drawn by L. James),67,77
283,3,1:53.0,Charlotte full timeout,,67,77
284,3,1:53.0,,C. Frye enters the game for K. Love,67,77
285,3,1:53.0,C. Lee enters the game for M. Williams,,67,77
286,3,1:53.0,,L. James makes free throw 1 of 2,67,78
287,3,1:53.0,,L. James makes free throw 2 of 2,67,79
288,3,1:45.0,Personal foul by J. Smith,,67,79
289,3,1:45.0,J. Lin makes free throw 1 of 2,,68,79
290,3,1:45.0,J. Lin makes free throw 2 of 2,,69,79
291,3,1:32.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by L. James),69,82
292,3,1:13.0,Turnover by J. Lin (bad pass),,69,82
293,3,1:04.0,,Personal foul by J. Lin,69,82
294,3,1:04.0,,J. Smith makes free throw 1 of 2,69,83
295,3,1:04.0,,M. Williams enters the game for L. James,69,83
296,3,1:04.0,,J. Smith misses free throw 2 of 2,69,83
297,3,1:03.0,Defensive rebound by F. Kaminsky,,69,83
298,3,0:48.0,S. Hawes misses 2-pt hook shot from 10 ft,,69,83
299,3,0:45.0,,Defensive rebound by C. Frye,69,83
300,3,0:35.0,,M. Williams makes 3-pt jump shot from 24 ft,69,86
301,3,0:18.0,C. Lee makes 2-pt layup from 1 ft (assist by K. Walker),,71,86
302,3,0:00.0,,J. Smith misses 3-pt jump shot from 25 ft,71,86
303,3,0:00.0,,Offensive rebound by Team,71,86
304,4,11:50.0,,Violation by J. Smith (kicked ball),71,86
305,4,11:38.0,C. Lee misses 2-pt jump shot from 5 ft,,71,86
306,4,11:36.0,,Defensive rebound by C. Frye,71,86
307,4,11:22.0,,C. Frye misses 2-pt jump shot from 19 ft,71,86
308,4,11:21.0,,Offensive rebound by Team,71,86
309,4,11:16.0,,J. Smith misses 3-pt jump shot from 22 ft,71,86
310,4,11:15.0,,Offensive rebound by T. Thompson,71,86
311,4,10:58.0,,C. Frye misses 2-pt hook shot from 9 ft,71,86
312,4,10:56.0,Defensive rebound by J. Lin,,71,86
313,4,10:42.0,K. Walker misses 3-pt jump shot from 25 ft,,71,86
314,4,10:41.0,Offensive rebound by S. Hawes,,71,86
315,4,10:37.0,K. Walker makes 2-pt jump shot from 17 ft (assist by S. Hawes),,73,86
316,4,10:18.0,,M. Williams misses 2-pt jump shot from 17 ft,73,86
317,4,10:17.0,Defensive rebound by J. Lin,,73,86
318,4,10:04.0,J. Lin misses 3-pt jump shot from 24 ft,,73,86
319,4,10:02.0,Offensive rebound by S. Hawes,,73,86
320,4,10:00.0,S. Hawes makes 2-pt layup from 1 ft,,75,86
321,4,10:00.0,,Cleveland full timeout,75,86
322,4,10:00.0,,L. James enters the game for J. Smith,75,86
323,4,9:48.0,,L. James makes 2-pt layup from 2 ft,75,88
324,4,9:48.0,,Shooting foul by C. Lee (drawn by L. James),75,88
325,4,9:48.0,,L. James makes free throw 1 of 1,75,89
326,4,9:30.0,Personal foul by L. James,,75,89
327,4,9:23.0,Shooting foul by I. Shumpert (drawn by K. Walker),,75,89
328,4,9:23.0,K. Walker makes free throw 1 of 2,,76,89
329,4,9:23.0,F. Kaminsky enters the game for C. Lee,,76,89
330,4,9:23.0,K. Walker makes free throw 2 of 2,,77,89
331,4,9:10.0,,Turnover by L. James (lost ball; steal by M. Williams),77,89
332,4,9:06.0,Shooting foul by L. James (drawn by J. Lin),,77,89
333,4,9:06.0,J. Lin makes free throw 1 of 2,,78,89
334,4,9:06.0,J. Lin makes free throw 2 of 2,,79,89
335,4,8:46.0,,L. James misses 2-pt jump shot from 21 ft,79,89
336,4,8:44.0,Defensive rebound by M. Williams,,79,89
337,4,8:38.0,Turnover by K. Walker (bad pass; steal by I. Shumpert),,79,89
338,4,8:38.0,,Personal foul by F. Kaminsky,79,89
339,4,8:18.0,,L. James misses 2-pt jump shot from 13 ft,79,89
340,4,8:16.0,Defensive rebound by F. Kaminsky,,79,89
341,4,8:03.0,J. Lin makes 2-pt layup from 1 ft (assist by F. Kaminsky),,81,89
342,4,7:44.0,,C. Frye misses 3-pt jump shot from 24 ft,81,89
343,4,7:43.0,Defensive rebound by S. Hawes,,81,89
344,4,7:33.0,J. Lin misses 2-pt layup at rim,,81,89
345,4,7:32.0,,Defensive rebound by C. Frye,81,89
346,4,7:20.0,,I. Shumpert makes 2-pt jump shot from 16 ft (assist by L. James),81,91
347,4,6:56.0,K. Walker misses 3-pt jump shot from 24 ft,,81,91
348,4,6:56.0,,Defensive rebound by L. James,81,91
349,4,6:51.0,,K. Love enters the game for C. Frye,81,91
350,4,6:51.0,,M. Dellavedova enters the game for M. Williams,81,91
351,4,6:43.0,,M. Dellavedova misses 2-pt jump shot from 6 ft,81,91
352,4,6:42.0,Defensive rebound by S. Hawes,,81,91
353,4,6:32.0,S. Hawes makes 3-pt jump shot from 23 ft (assist by K. Walker),,84,91
354,4,6:07.0,,K. Love makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),84,94
355,4,5:41.0,M. Williams makes 2-pt layup from 3 ft (assist by S. Hawes),,86,94
356,4,5:31.0,,Personal foul by M. Williams,86,94
357,4,5:31.0,Official timeout,,86,94
358,4,5:31.0,,J. Smith enters the game for T. Thompson,86,94
359,4,5:31.0,C. Lee enters the game for F. Kaminsky,,86,94
360,4,5:31.0,C. Zeller enters the game for S. Hawes,,86,94
361,4,5:16.0,,L. James misses 2-pt jump shot from 7 ft,86,94
362,4,5:16.0,,Offensive rebound by K. Love,86,94
363,4,5:11.0,,L. James misses 2-pt layup from 2 ft,86,94
364,4,5:08.0,,Offensive rebound by L. James,86,94
365,4,5:08.0,,L. James makes 2-pt layup at rim,86,96
366,4,4:49.0,J. Lin makes 3-pt jump shot from 27 ft (assist by M. Williams),,89,96
367,4,4:30.0,,Turnover by J. Smith (lost ball; steal by C. Lee),89,96
368,4,4:25.0,C. Lee makes 2-pt jump shot from 22 ft (assist by K. Walker),,91,96
369,4,4:25.0,,Loose ball foul by K. Love,91,96
370,4,4:25.0,J. Lin makes free throw 1 of 1,,92,96
371,4,4:06.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by K. Love),92,99
372,4,3:47.0,J. Lin makes 2-pt jump shot from 16 ft,,94,99
373,4,3:27.0,,L. James makes 2-pt layup at rim (assist by M. Dellavedova),94,101
374,4,3:05.0,Turnover by J. Lin (bad pass),,94,101
375,4,2:46.0,,K. Love makes 3-pt jump shot from 24 ft (assist by I. Shumpert),94,104
376,4,2:46.0,Charlotte full timeout,,94,104
377,4,2:32.0,M. Williams makes 3-pt jump shot from 26 ft (assist by K. Walker),,97,104
378,4,2:09.0,,L. James makes 2-pt dunk at rim (assist by M. Dellavedova),97,106
379,4,1:44.0,J. Lin misses 3-pt jump shot from 26 ft,,97,106
380,4,1:43.0,Offensive rebound by C. Lee,,97,106
381,4,1:39.0,K. Walker misses 3-pt jump shot from 24 ft,,97,106
382,4,1:38.0,,Defensive rebound by M. Dellavedova,97,106
383,4,1:22.0,,L. James makes 2-pt layup from 2 ft (assist by M. Dellavedova),97,108
384,4,1:05.0,Shooting block foul by K. Love (drawn by C. Zeller),,97,108
385,4,1:05.0,C. Zeller makes free throw 1 of 2,,98,108
386,4,1:05.0,C. Zeller makes free throw 2 of 2,,99,108
387,4,0:49.0,,M. Dellavedova misses 2-pt layup from 1 ft (block by K. Walker),99,108
388,4,0:48.0,,Offensive rebound by Team,99,108
389,4,0:46.0,,K. Love misses 3-pt jump shot from 23 ft,99,108
390,4,0:45.0,Defensive rebound by Team,,99,108
391,4,0:45.0,,Loose ball foul by L. James,99,108
392,4,0:45.0,M. Williams makes free throw 1 of 2,,100,108
