,QUARTER,TIME_REMAINING,DENVER_ACTION,BOSTON_ACTION,DENVER_SCORE,BOSTON_SCORE
385,4,9:55.0,,Defensive rebound by A. Bradley,71,93
386,4,9:40.0,,Turnover by A. Bradley (bad pass; steal by N. Jokić),71,93
387,4,9:34.0,Shooting foul by M. Smart (drawn by W. Barton),,71,93
388,4,9:34.0,W. Barton makes 2-pt layup at rim,,73,93
389,4,9:34.0,W. Barton makes free throw 1 of 1,,74,93
390,4,9:22.0,,Turnover by E. Turner (bad pass),74,93
391,4,9:12.0,Personal block foul by K. Olynyk (drawn by R. Foye),,74,93
392,4,9:00.0,R. Foye misses 3-pt jump shot from 23 ft,,74,93
393,4,8:59.0,,Defensive rebound by K. Olynyk,74,93
394,4,8:47.0,,E. Turner makes 2-pt jump shot from 13 ft,74,95
395,4,8:37.0,Shooting foul by M. Smart (drawn by N. Jokić),,74,95
396,4,8:37.0,N. Jokić misses free throw 1 of 2,,74,95
397,4,8:37.0,Offensive rebound by Team,,74,95
398,4,8:37.0,N. Jokić makes free throw 2 of 2,,75,95
399,4,8:35.0,,Personal take foul by M. Miller (drawn by E. Turner),75,95
400,4,8:35.0,K. Faried enters the game for N. Jokić,,75,95
401,4,8:14.0,,K. Olynyk misses 2-pt jump shot from 10 ft,75,95
402,4,8:13.0,Defensive rebound by K. Faried,,75,95
403,4,8:02.0,R. Foye misses 3-pt jump shot from 23 ft,,75,95
404,4,8:00.0,Offensive rebound by K. Faried,,75,95
405,4,8:00.0,K. Faried makes 2-pt layup at rim,,77,95
406,4,7:48.0,,A. Bradley makes 2-pt jump shot from 20 ft (assist by K. Olynyk),77,97
407,4,7:36.0,W. Barton makes 3-pt jump shot from 25 ft (assist by K. Faried),,80,97
408,4,7:15.0,,J. Jerebko makes 2-pt layup from 1 ft (assist by K. Olynyk),80,99
409,4,6:59.0,W. Barton makes 3-pt jump shot from 26 ft (assist by R. Foye),,83,99
410,4,6:40.0,,K. Olynyk misses 2-pt layup at rim,83,99
411,4,6:39.0,Defensive rebound by K. Faried,,83,99
412,4,6:28.0,R. Foye makes 2-pt layup from 1 ft (assist by W. Barton),,85,99
413,4,6:28.0,,Boston full timeout,85,99
414,4,6:28.0,,A. Johnson enters the game for K. Olynyk,85,99
415,4,6:20.0,,Turnover by E. Turner (bad pass; steal by K. Faried),85,99
416,4,6:17.0,K. Faried makes 2-pt dunk at rim,,87,99
417,4,6:10.0,,Personal foul by W. Barton (drawn by E. Turner),87,99
418,4,5:53.0,,Turnover by A. Johnson (lost ball),87,99
419,4,5:35.0,W. Barton misses 2-pt layup from 2 ft,,87,99
420,4,5:34.0,Offensive rebound by K. Faried,,87,99
421,4,5:34.0,K. Faried makes 2-pt dunk at rim,,89,99
422,4,5:20.0,,E. Turner makes 2-pt jump shot from 16 ft (assist by J. Jerebko),89,101
423,4,5:05.0,Turnover by M. Miller (bad pass; steal by A. Bradley),,89,101
424,4,4:55.0,,Shooting foul by S. Kilpatrick (drawn by J. Jerebko),89,101
425,4,4:55.0,,J. Jerebko makes free throw 1 of 3,89,102
426,4,4:55.0,,J. Jerebko misses free throw 2 of 3,89,102
427,4,4:55.0,,Offensive rebound by Team,89,102
428,4,4:55.0,,I. Thomas enters the game for M. Smart,89,102
429,4,4:55.0,G. Harris enters the game for S. Kilpatrick,,89,102
430,4,4:55.0,D. Gallinari enters the game for M. Miller,,89,102
431,4,4:55.0,,J. Jerebko misses free throw 3 of 3,89,102
432,4,4:55.0,Defensive rebound by W. Barton,,89,102
433,4,4:42.0,R. Foye misses 2-pt layup from 2 ft (block by A. Johnson),,89,102
434,4,4:41.0,Offensive rebound by K. Faried,,89,102
435,4,4:40.0,K. Faried misses 2-pt layup from 1 ft,,89,102
436,4,4:39.0,Offensive rebound by Team,,89,102
437,4,4:39.0,,J. Crowder enters the game for J. Jerebko,89,102
438,4,4:37.0,D. Gallinari makes 2-pt layup at rim (assist by W. Barton),,91,102
439,4,4:37.0,Shooting foul by E. Turner (drawn by D. Gallinari),,91,102
440,4,4:37.0,D. Gallinari makes free throw 1 of 1,,92,102
441,4,4:18.0,,E. Turner makes 2-pt jump shot from 9 ft (assist by A. Johnson),92,104
442,4,4:01.0,W. Barton misses 3-pt jump shot from 24 ft,,92,104
443,4,4:00.0,,Defensive rebound by A. Johnson,92,104
444,4,3:44.0,,I. Thomas misses 2-pt jump shot from 5 ft,92,104
445,4,3:42.0,Defensive rebound by K. Faried,,92,104
446,4,3:36.0,Turnover by W. Barton (lost ball; steal by E. Turner),,92,104
447,4,3:29.0,,J. Crowder misses 3-pt jump shot from 24 ft,92,104
448,4,3:28.0,Defensive rebound by D. Gallinari,,92,104
449,4,3:14.0,D. Gallinari misses 2-pt jump shot from 3 ft,,92,104
450,4,3:14.0,,Defensive rebound by A. Johnson,92,104
451,4,3:08.0,,J. Crowder makes 2-pt layup from 1 ft (assist by E. Turner),92,106
452,4,3:08.0,Denver full timeout,,92,106
453,4,3:03.0,Personal foul by A. Bradley (drawn by W. Barton),,92,106
454,4,3:03.0,W. Barton misses free throw 1 of 2,,92,106
455,4,3:03.0,Offensive rebound by Team,,92,106
456,4,3:03.0,W. Barton makes free throw 2 of 2,,93,106
457,4,2:50.0,,A. Bradley makes 2-pt jump shot from 4 ft (assist by A. Johnson),93,108
458,4,2:35.0,R. Foye misses 2-pt jump shot from 19 ft,,93,108
459,4,2:34.0,Offensive rebound by D. Gallinari,,93,108
460,4,2:15.0,K. Faried misses 2-pt jump shot from 6 ft,,93,108
461,4,2:14.0,Offensive rebound by D. Gallinari,,93,108
462,4,2:11.0,R. Foye makes 3-pt jump shot from 25 ft (assist by D. Gallinari),,96,108
463,4,2:03.0,,Personal take foul by R. Foye (drawn by A. Johnson),96,108
464,4,2:03.0,,A. Johnson makes free throw 1 of 2,96,109
465,4,2:03.0,,M. Smart enters the game for I. Thomas,96,109
466,4,2:03.0,,A. Johnson misses free throw 2 of 2,96,109
467,4,2:02.0,Defensive rebound by Team,,96,109
468,4,2:02.0,,Loose ball foul by A. Johnson (drawn by R. Foye),96,109
469,4,2:02.0,R. Foye makes free throw 1 of 2,,97,109
470,4,2:02.0,,K. Olynyk enters the game for A. Johnson,97,109
471,4,2:02.0,R. Foye makes free throw 2 of 2,,98,109
472,4,1:39.0,,K. Olynyk makes 2-pt layup at rim (assist by E. Turner),98,111
473,4,1:29.0,,Violation by K. Olynyk (kicked ball),98,111
474,4,1:29.0,S. Kilpatrick enters the game for D. Gallinari,,98,111
475,4,1:17.0,R. Foye misses 3-pt jump shot from 25 ft,,98,111
476,4,1:16.0,,Defensive rebound by J. Crowder,98,111
477,4,0:59.0,,E. Turner misses 2-pt jump shot from 3 ft,98,111
478,4,0:57.0,,Offensive rebound by E. Turner,98,111
479,4,0:57.0,,E. Turner misses 2-pt layup from 1 ft,98,111
480,4,0:56.0,Defensive rebound by K. Faried,,98,111
481,4,0:50.0,W. Barton makes 2-pt layup from 2 ft (assist by K. Faried),,100,111
482,4,0:50.0,Shooting foul by J. Crowder (drawn by W. Barton),,100,111
483,4,0:50.0,J. Hickson enters the game for K. Faried,,100,111
484,4,0:50.0,W. Barton makes free throw 1 of 1,,101,111
485,4,0:36.0,,A. Bradley misses 3-pt jump shot from 23 ft,101,111
486,4,0:35.0,Defensive rebound by R. Foye,,101,111
487,4,0:28.0,Shooting foul by K. Olynyk (drawn by G. Harris),,101,111
488,4,0:28.0,G. Harris makes free throw 1 of 2,,102,111
489,4,0:28.0,G. Harris makes free throw 2 of 2,,103,111
490,4,0:04.0,,Turnover by Team (shot clock),103,111
