,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DALLAS_ACTION,NEW YORK_SCORE,DALLAS_SCORE
390,4,4:15.0,L. Galloway misses 2-pt jump shot from 19 ft,,82,81
391,4,4:14.0,,Defensive rebound by R. Felton,82,81
392,4,3:58.0,,Turnover by W. Matthews (bad pass; steal by A. Afflalo),82,81
393,4,3:53.0,Shooting block foul by D. Nowitzki (drawn by D. Williams),,82,81
394,4,3:53.0,D. Williams makes free throw 1 of 2,,83,81
395,4,3:53.0,D. Williams makes free throw 2 of 2,,84,81
396,4,3:38.0,,W. Matthews makes 2-pt layup from 1 ft,84,83
397,4,3:15.0,Turnover by A. Afflalo (traveling),,84,83
398,4,2:57.0,,D. Nowitzki misses 2-pt jump shot from 12 ft,84,83
399,4,2:56.0,Defensive rebound by C. Anthony,,84,83
400,4,2:42.0,C. Anthony misses 2-pt jump shot from 14 ft,,84,83
401,4,2:40.0,Offensive rebound by R. Lopez,,84,83
402,4,2:40.0,R. Lopez makes 2-pt layup at rim,,86,83
403,4,2:26.0,,J. Barea makes 3-pt jump shot from 24 ft,86,86
404,4,2:06.0,A. Afflalo misses 3-pt jump shot from 24 ft,,86,86
405,4,2:05.0,,Defensive rebound by W. Matthews,86,86
406,4,1:57.0,,Personal foul by L. Galloway,86,86
407,4,1:57.0,S. Vujačić enters the game for L. Galloway,,86,86
408,4,1:42.0,,J. Anderson makes 2-pt layup from 2 ft (assist by W. Matthews),86,88
409,4,1:24.0,Turnover by C. Anthony (lost ball; steal by J. Anderson),,86,88
410,4,1:12.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,86,88
411,4,1:11.0,Defensive rebound by C. Anthony,,86,88
412,4,1:01.0,C. Anthony makes 2-pt jump shot from 14 ft,,88,88
413,4,1:01.0,Shooting foul by W. Matthews (drawn by C. Anthony),,88,88
414,4,1:01.0,C. Anthony makes free throw 1 of 1,,89,88
415,4,0:50.0,,J. Barea makes 2-pt layup from 1 ft (assist by D. Nowitzki),89,90
416,4,0:50.0,New York full timeout,,89,90
417,4,0:50.0,,Z. Pachulia enters the game for D. Nowitzki,89,90
418,4,0:27.0,C. Anthony misses 2-pt jump shot from 20 ft,,89,90
419,4,0:26.0,Offensive rebound by D. Williams,,89,90
420,4,0:19.0,C. Anthony misses 3-pt jump shot from 24 ft,,89,90
421,4,0:18.0,Offensive rebound by D. Williams,,89,90
422,4,0:17.0,New York full timeout,,89,90
423,4,0:17.0,,D. Harris enters the game for J. Barea,89,90
424,4,0:10.0,Turnover by C. Anthony (lost ball),,89,90
425,4,0:10.0,,D. Nowitzki enters the game for J. Anderson,89,90
426,4,0:10.0,,J. Barea enters the game for Z. Pachulia,89,90
427,4,0:10.0,J. Grant enters the game for R. Lopez,,89,90
428,4,0:10.0,Violation by Team (jump ball),,89,90
429,4,0:10.0,L. Galloway enters the game for C. Anthony,,89,90
430,4,0:10.0,,Dallas full timeout,89,90
431,4,0:10.0,C. Anthony enters the game for D. Williams,,89,90
432,4,0:09.0,,Personal foul by J. Grant,89,90
433,4,0:09.0,,R. Felton misses free throw 1 of 2,89,90
434,4,0:09.0,,Offensive rebound by Team,89,90
435,4,0:09.0,,J. Anderson enters the game for D. Nowitzki,89,90
436,4,0:09.0,,R. Felton makes free throw 2 of 2,89,91
437,4,0:01.0,L. Galloway misses 3-pt jump shot from 29 ft,,89,91
438,4,0:00.0,Offensive rebound by Team,,89,91
