,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,NEW YORK_ACTION,NEW ORLEANS_SCORE,NEW YORK_SCORE
383,4,2:22.0,R. Anderson makes free throw 1 of 2,,82,89
384,4,2:22.0,R. Anderson makes free throw 2 of 2,,83,89
385,4,2:04.0,,L. Thomas misses 2-pt jump shot from 17 ft,83,89
386,4,2:03.0,Defensive rebound by R. Anderson,,83,89
387,4,1:53.0,J. Holiday makes 2-pt layup from 2 ft,,85,89
388,4,1:31.0,,C. Anthony misses 2-pt jump shot from 20 ft,85,89
389,4,1:30.0,Defensive rebound by Team,,85,89
390,4,1:20.0,J. Holiday misses 2-pt jump shot from 6 ft,,85,89
391,4,1:19.0,,Defensive rebound by Team,85,89
392,4,1:19.0,,New York full timeout,85,89
393,4,1:19.0,,K. Séraphin enters the game for K. Porziņģis,85,89
394,4,0:55.0,,C. Anthony misses 2-pt jump shot from 15 ft,85,89
395,4,0:54.0,Defensive rebound by A. Davis,,85,89
396,4,0:34.0,E. Gordon misses 3-pt jump shot from 25 ft,,85,89
397,4,0:32.0,,Defensive rebound by C. Anthony,85,89
398,4,0:30.0,,Personal foul by E. Gordon (drawn by C. Anthony),85,89
399,4,0:30.0,,C. Anthony makes free throw 1 of 2,85,90
400,4,0:30.0,,C. Anthony makes free throw 2 of 2,85,91
401,4,0:30.0,New Orleans full timeout,,85,91
402,4,0:30.0,L. Babbitt enters the game for D. Cunningham,,85,91
403,4,0:30.0,,L. Amundson enters the game for K. Séraphin,85,91
404,4,0:29.0,A. Davis makes 2-pt dunk at rim (assist by L. Babbitt),,87,91
405,4,0:28.0,,Personal take foul by A. Davis (drawn by C. Anthony),87,91
406,4,0:28.0,,C. Anthony makes free throw 1 of 2,87,92
407,4,0:28.0,,C. Anthony makes free throw 2 of 2,87,93
408,4,0:25.0,Turnover by J. Holiday (lost ball; steal by L. Galloway),,87,93
409,4,0:17.0,,Personal take foul by J. Holiday (drawn by L. Galloway),87,93
410,4,0:17.0,,L. Galloway makes free throw 1 of 2,87,94
411,4,0:17.0,,L. Galloway makes free throw 2 of 2,87,95
412,4,0:17.0,New Orleans full timeout,,87,95
413,4,0:11.0,E. Gordon misses 3-pt jump shot from 25 ft,,87,95
414,4,0:10.0,,Defensive rebound by C. Anthony,87,95
