,QUARTER,TIME_REMAINING,PHOENIX_ACTION,WASHINGTON_ACTION,PHOENIX_SCORE,WASHINGTON_SCORE
93,1,0:52.0,Personal foul by D. Blair (drawn by P. Tucker),,25,20
94,1,0:52.0,,J. Dudley enters the game for J. Wall,25,20
95,1,0:52.0,,R. Sessions enters the game for D. Blair,25,20
96,1,0:46.0,J. Leuer makes 2-pt dunk at rim (assist by E. Bledsoe),,27,20
97,1,0:33.0,,Turnover by R. Sessions (bad pass; steal by P. Tucker),27,20
98,1,0:33.0,P. Tucker makes 2-pt layup from 2 ft,,29,20
99,1,0:33.0,Violation by Team (delay of game),,29,20
100,1,0:18.0,,Shooting foul by D. Booker (drawn by G. Neal),29,20
101,1,0:18.0,,G. Neal makes free throw 1 of 2,29,21
102,1,0:18.0,,K. Oubre enters the game for O. Porter,29,21
103,1,0:18.0,,G. Neal makes free throw 2 of 2,29,22
104,1,0:03.0,E. Bledsoe makes 2-pt layup from 2 ft,,31,22
105,2,11:40.0,,G. Neal makes 3-pt jump shot from 23 ft,31,25
106,2,11:14.0,R. Price misses 3-pt jump shot from 22 ft,,31,25
107,2,11:13.0,,Defensive rebound by G. Neal,31,25
108,2,11:08.0,,Turnover by G. Neal (lost ball; steal by R. Price),31,25
109,2,11:08.0,,Loose ball foul by G. Neal (drawn by R. Price),31,25
110,2,10:47.0,Turnover by M. Teletović (bad pass),,31,25
111,2,10:28.0,,R. Sessions makes 2-pt layup from 2 ft (assist by G. Neal),31,27
112,2,10:13.0,D. Booker misses 2-pt jump shot from 11 ft,,31,27
113,2,10:11.0,,Defensive rebound by R. Sessions,31,27
114,2,10:07.0,Offensive charge foul by R. Sessions (drawn by R. Price),,31,27
115,2,10:07.0,,Turnover by R. Sessions (offensive foul),31,27
116,2,9:55.0,R. Price misses 2-pt jump shot from 19 ft,,31,27
117,2,9:53.0,,Defensive rebound by G. Neal,31,27
118,2,9:48.0,,R. Sessions makes 2-pt layup from 2 ft,31,29
119,2,9:29.0,D. Booker makes 2-pt layup from 1 ft (assist by M. Teletović),,33,29
120,2,9:22.0,,G. Temple makes 2-pt layup from 1 ft,33,31
121,2,9:13.0,Shooting foul by K. Oubre (drawn by M. Teletović),,33,31
122,2,9:13.0,M. Teletović misses free throw 1 of 3,,33,31
123,2,9:13.0,Offensive rebound by Team,,33,31
124,2,9:13.0,M. Teletović makes free throw 2 of 3,,34,31
125,2,9:13.0,B. Knight enters the game for D. Booker,,34,31
126,2,9:13.0,,O. Porter enters the game for K. Oubre,34,31
127,2,9:13.0,M. Teletović makes free throw 3 of 3,,35,31
128,2,9:02.0,,G. Neal makes 3-pt jump shot from 24 ft (assist by G. Temple),35,34
129,2,8:41.0,M. Teletović misses 3-pt jump shot from 24 ft,,35,34
130,2,8:40.0,,Defensive rebound by G. Neal,35,34
131,2,8:31.0,,R. Sessions misses 3-pt jump shot from 25 ft,35,34
132,2,8:30.0,Defensive rebound by M. Teletović,,35,34
133,2,8:09.0,R. Price makes 3-pt jump shot from 24 ft (assist by B. Knight),,38,34
134,2,7:58.0,,G. Neal makes 2-pt jump shot from 12 ft,38,36
135,2,7:45.0,M. Morris makes 2-pt jump shot from 16 ft (assist by R. Price),,40,36
136,2,7:36.0,,J. Dudley misses 3-pt jump shot from 24 ft,40,36
137,2,7:35.0,Defensive rebound by B. Knight,,40,36
138,2,7:26.0,Turnover by B. Knight (lost ball; steal by R. Sessions),,40,36
139,2,7:20.0,,R. Sessions makes 2-pt dunk at rim,40,38
140,2,6:57.0,Personal foul by J. Dudley (drawn by B. Knight),,40,38
141,2,6:57.0,Official timeout,,40,38
142,2,6:57.0,,J. Wall enters the game for G. Temple,40,38
143,2,6:57.0,,B. Beal enters the game for R. Sessions,40,38
144,2,6:57.0,P. Tucker enters the game for M. Teletović,,40,38
145,2,6:43.0,R. Price makes 3-pt jump shot from 26 ft (assist by B. Knight),,43,38
146,2,6:27.0,,Turnover by J. Wall (bad pass; steal by R. Price),43,38
147,2,6:10.0,R. Price misses 3-pt jump shot from 24 ft,,43,38
148,2,6:08.0,,Defensive rebound by B. Beal,43,38
149,2,6:00.0,,B. Beal misses 2-pt layup from 1 ft,43,38
150,2,5:59.0,Defensive rebound by P. Tucker,,43,38
151,2,5:53.0,T. Warren misses 2-pt jump shot from 4 ft (block by O. Porter),,43,38
152,2,5:53.0,,Defensive rebound by Team,43,38
153,2,5:53.0,Loose ball foul by T. Warren (drawn by J. Dudley),,43,38
154,2,5:53.0,,Washington full timeout,43,38
155,2,5:53.0,,G. Temple enters the game for J. Dudley,43,38
156,2,5:52.0,E. Bledsoe enters the game for R. Price,,43,38
157,2,5:42.0,,Turnover by O. Porter (lost ball; steal by E. Bledsoe),43,38
158,2,5:39.0,Turnover by B. Knight (bad pass),,43,38
159,2,5:31.0,Offensive charge foul by B. Beal (drawn by B. Knight),,43,38
160,2,5:31.0,,Turnover by B. Beal (offensive foul),43,38
161,2,5:07.0,B. Knight makes 3-pt jump shot from 25 ft (assist by T. Warren),,46,38
162,2,5:00.0,,Personal foul by E. Bledsoe (drawn by J. Wall),46,38
163,2,4:50.0,,O. Porter makes 2-pt jump shot from 12 ft (assist by J. Wall),46,40
164,2,4:34.0,B. Knight makes 2-pt jump shot from 18 ft,,48,40
165,2,4:16.0,,G. Neal makes 2-pt jump shot from 9 ft (assist by J. Wall),48,42
166,2,4:07.0,E. Bledsoe makes 2-pt jump shot from 3 ft,,50,42
167,2,3:55.0,,B. Beal makes 2-pt layup from 2 ft (assist by J. Wall),50,44
168,2,3:40.0,B. Knight makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,53,44
169,2,3:13.0,,G. Neal misses 2-pt jump shot from 21 ft,53,44
170,2,3:12.0,Defensive rebound by P. Tucker,,53,44
171,2,3:02.0,Turnover by M. Morris (lost ball; steal by G. Temple),,53,44
172,2,2:56.0,,O. Porter makes 2-pt layup from 1 ft,53,46
173,2,2:54.0,Phoenix full timeout,,53,46
174,2,2:54.0,,J. Dudley enters the game for O. Porter,53,46
175,2,2:54.0,J. Leuer enters the game for M. Morris,,53,46
176,2,2:46.0,,Offensive charge foul by P. Tucker (drawn by G. Temple),53,46
177,2,2:46.0,Turnover by P. Tucker (offensive foul),,53,46
178,2,2:27.0,,Shooting foul by P. Tucker (drawn by J. Dudley),53,46
179,2,2:27.0,,J. Dudley makes free throw 1 of 2,53,47
180,2,2:27.0,,J. Dudley makes free throw 2 of 2,53,48
181,2,2:13.0,B. Knight misses 3-pt jump shot from 24 ft,,53,48
182,2,2:12.0,Offensive rebound by P. Tucker,,53,48
183,2,2:04.0,J. Leuer makes 2-pt layup from 2 ft (assist by B. Knight),,55,48
184,2,1:54.0,,G. Temple misses 2-pt jump shot from 8 ft,55,48
185,2,1:53.0,Defensive rebound by P. Tucker,,55,48
186,2,1:48.0,Turnover by B. Knight (bad pass),,55,48
187,2,1:42.0,,Personal foul by T. Warren (drawn by J. Wall),55,48
188,2,1:34.0,,J. Wall makes 2-pt layup from 2 ft,55,50
189,2,1:19.0,E. Bledsoe makes 3-pt jump shot from 24 ft,,58,50
190,2,1:01.0,,Shooting foul by T. Warren (drawn by J. Dudley),58,50
191,2,1:01.0,,J. Dudley misses free throw 1 of 2,58,50
192,2,1:01.0,,Offensive rebound by Team,58,50
193,2,1:01.0,R. Price enters the game for T. Warren,,58,50
194,2,1:01.0,,J. Dudley makes free throw 2 of 2,58,51
195,2,0:49.0,J. Leuer makes 2-pt layup from 1 ft,,60,51
196,2,0:30.0,,B. Beal misses 3-pt jump shot from 24 ft,60,51
197,2,0:28.0,Defensive rebound by P. Tucker,,60,51
198,2,0:03.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,60,51
199,2,0:02.0,Offensive rebound by Team,,60,51
200,2,0:02.0,,Loose ball foul by G. Neal (drawn by P. Tucker),60,51
201,2,0:02.0,Phoenix full timeout,,60,51
202,2,0:02.0,,R. Hollins enters the game for J. Dudley,60,51
203,3,11:43.0,,B. Beal misses 2-pt layup from 2 ft,60,51
204,3,11:42.0,,Offensive rebound by B. Beal,60,51
205,3,11:31.0,,J. Wall misses 3-pt jump shot from 24 ft,60,51
206,3,11:29.0,,Offensive rebound by O. Porter,60,51
207,3,11:26.0,,O. Porter makes 2-pt layup from 2 ft,60,53
208,3,11:01.0,B. Knight misses 2-pt jump shot from 11 ft,,60,53
209,3,11:00.0,Offensive rebound by B. Knight,,60,53
210,3,10:59.0,B. Knight misses 2-pt jump shot from 11 ft,,60,53
211,3,10:57.0,Offensive rebound by A. Len,,60,53
212,3,10:55.0,A. Len makes 2-pt dunk at rim,,62,53
213,3,10:45.0,,Turnover by O. Porter (lost ball),62,53
214,3,10:23.0,E. Bledsoe misses 2-pt jump shot from 14 ft,,62,53
215,3,10:22.0,,Defensive rebound by R. Hollins,62,53
216,3,10:11.0,,Turnover by R. Hollins (lost ball),62,53
217,3,10:03.0,E. Bledsoe misses 2-pt jump shot from 15 ft,,62,53
218,3,10:02.0,Offensive rebound by A. Len,,62,53
219,3,10:01.0,A. Len misses 2-pt layup from 2 ft,,62,53
220,3,10:01.0,,Defensive rebound by Team,62,53
221,3,9:52.0,,B. Beal misses 3-pt jump shot from 25 ft,62,53
222,3,9:50.0,,Offensive rebound by R. Hollins,62,53
223,3,9:28.0,,G. Temple misses 3-pt jump shot from 24 ft,62,53
224,3,9:27.0,,Offensive rebound by B. Beal,62,53
225,3,9:17.0,,Turnover by O. Porter (traveling),62,53
226,3,9:04.0,Offensive foul by P. Tucker (drawn by G. Temple),,62,53
227,3,9:04.0,Turnover by P. Tucker (offensive foul),,62,53
228,3,8:52.0,,J. Wall misses 2-pt jump shot from 16 ft,62,53
229,3,8:50.0,,Offensive rebound by O. Porter,62,53
230,3,8:44.0,,B. Beal makes 2-pt jump shot from 17 ft,62,55
231,3,8:44.0,Phoenix full timeout,,62,55
232,3,8:31.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,62,55
233,3,8:29.0,,Defensive rebound by B. Beal,62,55
234,3,8:14.0,,B. Beal makes 3-pt jump shot from 24 ft,62,58
235,3,8:02.0,Turnover by J. Leuer (bad pass; steal by B. Beal),,62,58
236,3,7:55.0,,B. Beal makes 2-pt dunk at rim,62,60
237,3,7:45.0,Personal foul by R. Hollins (drawn by B. Knight),,62,60
238,3,7:38.0,B. Knight makes 2-pt layup from 2 ft (assist by J. Leuer),,64,60
239,3,7:24.0,,Turnover by R. Hollins (3 sec),64,60
240,3,7:14.0,B. Knight misses 3-pt jump shot from 27 ft,,64,60
241,3,7:08.0,Offensive rebound by E. Bledsoe,,64,60
242,3,6:59.0,P. Tucker misses 2-pt layup from 2 ft,,64,60
243,3,6:58.0,,Defensive rebound by J. Wall,64,60
244,3,6:52.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by J. Wall),64,63
245,3,6:35.0,Shooting foul by B. Beal (drawn by P. Tucker),,64,63
246,3,6:35.0,P. Tucker makes free throw 1 of 3,,65,63
247,3,6:35.0,P. Tucker misses free throw 2 of 3,,65,63
248,3,6:35.0,Offensive rebound by Team,,65,63
249,3,6:35.0,,D. Blair enters the game for R. Hollins,65,63
250,3,6:35.0,P. Tucker makes free throw 3 of 3,,66,63
251,3,6:24.0,,B. Beal misses 3-pt jump shot from 26 ft (block by B. Knight),66,63
252,3,6:24.0,,Offensive rebound by Team,66,63
253,3,6:13.0,,G. Temple misses 3-pt jump shot from 24 ft,66,63
254,3,6:12.0,,Offensive rebound by O. Porter,66,63
255,3,6:07.0,,Turnover by Team (shot clock),66,63
256,3,5:54.0,Personal foul by O. Porter (drawn by J. Leuer),,66,63
257,3,5:54.0,,R. Sessions enters the game for G. Temple,66,63
258,3,5:50.0,E. Bledsoe makes 2-pt jump shot from 16 ft,,68,63
259,3,5:34.0,,B. Beal makes 2-pt jump shot from 16 ft,68,65
260,3,5:19.0,B. Knight makes 3-pt jump shot from 28 ft (assist by E. Bledsoe),,71,65
261,3,5:00.0,,J. Wall misses 2-pt jump shot from 7 ft,71,65
262,3,4:58.0,,Offensive rebound by D. Blair,71,65
263,3,4:51.0,,R. Sessions misses 3-pt jump shot from 25 ft,71,65
264,3,4:50.0,Defensive rebound by Team,,71,65
265,3,4:44.0,E. Bledsoe makes 2-pt jump shot from 17 ft,,73,65
266,3,4:34.0,,B. Beal misses 2-pt layup at rim,73,65
267,3,4:30.0,Defensive rebound by E. Bledsoe,,73,65
268,3,4:20.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,73,65
269,3,4:19.0,Offensive rebound by A. Len,,73,65
270,3,4:13.0,Turnover by A. Len (bad pass),,73,65
271,3,4:13.0,,Washington full timeout,73,65
272,3,4:13.0,M. Teletović enters the game for J. Leuer,,73,65
273,3,4:13.0,T. Warren enters the game for A. Len,,73,65
274,3,3:53.0,,D. Blair makes 2-pt jump shot from 7 ft (assist by J. Wall),73,67
275,3,3:33.0,T. Warren makes 2-pt jump shot from 14 ft (assist by B. Knight),,75,67
276,3,3:20.0,,J. Wall misses 2-pt layup from 1 ft,75,67
277,3,3:18.0,,Offensive rebound by D. Blair,75,67
278,3,3:15.0,,D. Blair makes 2-pt layup at rim,75,69
279,3,3:05.0,M. Teletović misses 2-pt jump shot from 21 ft,,75,69
280,3,3:03.0,,Defensive rebound by B. Beal,75,69
281,3,2:57.0,,R. Sessions makes 2-pt layup from 1 ft (assist by B. Beal),75,71
282,3,2:44.0,E. Bledsoe makes 2-pt layup from 1 ft,,77,71
283,3,2:34.0,,R. Sessions misses 3-pt jump shot from 25 ft,77,71
284,3,2:32.0,Defensive rebound by P. Tucker,,77,71
285,3,2:27.0,B. Knight misses 3-pt jump shot from 25 ft,,77,71
286,3,2:26.0,Offensive rebound by P. Tucker,,77,71
287,3,2:22.0,P. Tucker makes 2-pt layup from 1 ft,,79,71
288,3,2:15.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),79,74
289,3,1:57.0,,Offensive charge foul by T. Warren (drawn by D. Blair),79,74
290,3,1:57.0,Turnover by T. Warren (offensive foul),,79,74
291,3,1:57.0,,G. Neal enters the game for O. Porter,79,74
292,3,1:57.0,D. Booker enters the game for B. Knight,,79,74
293,3,1:57.0,M. Morris enters the game for M. Teletović,,79,74
294,3,1:37.0,,J. Wall makes 2-pt jump shot from 16 ft,79,76
295,3,1:28.0,Personal foul by R. Sessions (drawn by E. Bledsoe),,79,76
296,3,1:19.0,E. Bledsoe makes 2-pt jump shot from 7 ft,,81,76
297,3,1:12.0,,Turnover by J. Wall (lost ball),81,76
298,3,1:12.0,,G. Temple enters the game for J. Wall,81,76
299,3,1:00.0,D. Booker makes 2-pt layup from 2 ft (assist by M. Morris),,83,76
300,3,0:50.0,,B. Beal misses 2-pt jump shot from 10 ft,83,76
301,3,0:46.0,,Offensive rebound by D. Blair,83,76
302,3,0:45.0,,Personal foul by P. Tucker (drawn by D. Blair),83,76
303,3,0:45.0,,D. Blair misses free throw 1 of 2,83,76
304,3,0:45.0,,Offensive rebound by Team,83,76
305,3,0:45.0,R. Price enters the game for E. Bledsoe,,83,76
306,3,0:45.0,,D. Blair misses free throw 2 of 2,83,76
307,3,0:44.0,Defensive rebound by P. Tucker,,83,76
308,3,0:27.0,T. Warren makes 2-pt jump shot from 16 ft,,85,76
309,3,0:05.0,,B. Beal makes 2-pt jump shot from 15 ft,85,78
310,3,0:02.0,P. Tucker misses 2-pt jump shot from 4 ft,,85,78
311,3,0:00.0,,Defensive rebound by G. Temple,85,78
312,4,11:43.0,M. Morris misses 2-pt layup from 1 ft,,85,78
313,4,11:41.0,,Defensive rebound by J. Dudley,85,78
314,4,11:30.0,,G. Neal misses 2-pt jump shot from 19 ft,85,78
315,4,11:29.0,Defensive rebound by D. Booker,,85,78
316,4,11:13.0,T. Warren makes 3-pt jump shot from 23 ft,,88,78
317,4,10:56.0,,B. Beal makes 2-pt layup from 1 ft,88,80
318,4,10:56.0,,Shooting foul by R. Price (drawn by B. Beal),88,80
319,4,10:56.0,B. Knight enters the game for P. Tucker,,88,80
320,4,10:56.0,,B. Beal makes free throw 1 of 1,88,81
321,4,10:33.0,M. Morris makes 2-pt jump shot from 13 ft,,90,81
322,4,10:19.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Dudley),90,84
323,4,10:00.0,D. Booker misses 2-pt jump shot from 6 ft,,90,84
324,4,9:59.0,,Defensive rebound by G. Neal,90,84
325,4,9:57.0,,Personal foul by M. Morris (drawn by J. Dudley),90,84
326,4,9:46.0,,R. Sessions makes 2-pt layup from 1 ft (assist by B. Beal),90,86
327,4,9:37.0,T. Warren misses 2-pt jump shot from 14 ft,,90,86
328,4,9:36.0,,Defensive rebound by G. Neal,90,86
329,4,9:31.0,,Turnover by B. Beal (lost ball; steal by R. Price),90,86
330,4,9:26.0,T. Warren makes 2-pt layup from 2 ft (assist by R. Price),,92,86
331,4,9:11.0,,R. Sessions makes 2-pt layup at rim,92,88
332,4,9:03.0,T. Warren makes 2-pt layup from 1 ft (assist by B. Knight),,94,88
333,4,8:51.0,,J. Dudley misses 3-pt jump shot from 24 ft,94,88
334,4,8:50.0,Defensive rebound by B. Knight,,94,88
335,4,8:34.0,T. Warren misses 2-pt jump shot from 10 ft,,94,88
336,4,8:32.0,,Defensive rebound by G. Temple,94,88
337,4,8:20.0,,G. Temple misses 3-pt jump shot from 25 ft,94,88
338,4,8:18.0,,Offensive rebound by G. Neal,94,88
339,4,8:09.0,,Shooting foul by M. Morris (drawn by R. Sessions),94,88
340,4,8:09.0,Official timeout,,94,88
341,4,8:09.0,,J. Wall enters the game for B. Beal,94,88
342,4,8:09.0,,O. Porter enters the game for G. Neal,94,88
343,4,8:09.0,,R. Sessions makes free throw 1 of 2,94,89
344,4,8:09.0,,R. Sessions makes free throw 2 of 2,94,90
345,4,7:52.0,B. Knight misses 2-pt jump shot from 16 ft,,94,90
346,4,7:52.0,Offensive rebound by Team,,94,90
347,4,7:52.0,,Loose ball foul by J. Dudley (drawn by R. Price),94,90
348,4,7:44.0,Turnover by M. Morris (bad pass; steal by J. Dudley),,94,90
349,4,7:40.0,,Turnover by J. Dudley (bad pass; steal by D. Booker),94,90
350,4,7:34.0,D. Booker makes 2-pt layup at rim,,96,90
351,4,7:26.0,,Personal foul by B. Knight (drawn by R. Sessions),96,90
352,4,7:16.0,,J. Wall makes 2-pt layup from 2 ft,96,92
353,4,7:04.0,M. Morris makes 2-pt jump shot from 13 ft (assist by T. Warren),,98,92
354,4,6:44.0,,R. Sessions makes 2-pt layup from 2 ft (assist by J. Wall),98,94
355,4,6:23.0,T. Warren misses 2-pt jump shot from 5 ft,,98,94
356,4,6:22.0,,Defensive rebound by R. Sessions,98,94
357,4,6:10.0,,Turnover by J. Wall (lost ball; steal by B. Knight),98,94
358,4,6:07.0,Turnover by B. Knight (bad pass; steal by J. Dudley),,98,94
359,4,6:07.0,,Shooting foul by R. Price (drawn by J. Wall),98,94
360,4,6:07.0,,J. Wall makes free throw 1 of 2,98,95
361,4,6:07.0,,B. Beal enters the game for J. Dudley,98,95
362,4,6:07.0,E. Bledsoe enters the game for R. Price,,98,95
363,4,6:07.0,,J. Wall makes free throw 2 of 2,98,96
364,4,5:59.0,Personal foul by J. Wall (drawn by B. Knight),,98,96
365,4,5:59.0,,Washington full timeout,98,96
366,4,5:51.0,Turnover by D. Booker (bad pass; steal by O. Porter),,98,96
367,4,5:43.0,,R. Sessions makes 2-pt layup from 1 ft (assist by J. Wall),98,98
368,4,5:26.0,Shooting foul by G. Temple (drawn by M. Morris),,98,98
369,4,5:26.0,M. Morris makes free throw 1 of 2,,99,98
370,4,5:26.0,R. Price enters the game for D. Booker,,99,98
371,4,5:26.0,P. Tucker enters the game for T. Warren,,99,98
372,4,5:26.0,M. Morris makes free throw 2 of 2,,100,98
373,4,5:06.0,,B. Beal misses 2-pt layup from 1 ft,100,98
374,4,5:04.0,Defensive rebound by M. Morris,,100,98
375,4,5:01.0,B. Knight misses 2-pt jump shot from 3 ft,,100,98
376,4,4:59.0,,Defensive rebound by O. Porter,100,98
377,4,4:40.0,,Turnover by J. Wall (bad pass),100,98
378,4,4:25.0,Shooting foul by G. Temple (drawn by E. Bledsoe),,100,98
379,4,4:25.0,E. Bledsoe makes free throw 1 of 2,,101,98
380,4,4:25.0,E. Bledsoe makes free throw 2 of 2,,102,98
381,4,4:01.0,,J. Wall misses 3-pt jump shot from 49 ft (block by M. Morris),102,98
382,4,4:01.0,,Offensive rebound by Team,102,98
383,4,4:01.0,,Turnover by Team (shot clock),102,98
384,4,3:42.0,M. Morris misses 3-pt jump shot from 26 ft,,102,98
385,4,3:40.0,Offensive rebound by P. Tucker,,102,98
386,4,3:37.0,P. Tucker misses 2-pt jump shot from 3 ft (block by O. Porter),,102,98
387,4,3:35.0,,Defensive rebound by J. Wall,102,98
388,4,3:34.0,,Turnover by J. Wall (bad pass),102,98
389,4,3:09.0,Turnover by Team (shot clock),,102,98
