,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DETROIT_ACTION,MILWAUKEE_SCORE,DETROIT_SCORE
39,1,5:56.0,Turnover by G. Antetokounmpo (offensive foul),,5,10
40,1,5:56.0,,Detroit full timeout,5,10
41,1,5:56.0,,Technical foul by M. Morris,5,10
42,1,5:56.0,J. Parker enters the game for G. Antetokounmpo,,5,10
43,1,5:56.0,O. Mayo makes technical free throw,,6,10
44,1,5:39.0,,R. Jackson makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),6,13
45,1,5:21.0,J. Bayless misses 3-pt jump shot from 25 ft,,6,13
46,1,5:21.0,,Defensive rebound by A. Drummond,6,13
47,1,5:12.0,,E. İlyasova misses 3-pt jump shot from 26 ft,6,13
48,1,5:12.0,Defensive rebound by K. Middleton,,6,13
49,1,4:58.0,O. Mayo misses 3-pt jump shot from 28 ft,,6,13
50,1,4:58.0,,Defensive rebound by A. Drummond,6,13
51,1,4:51.0,,Turnover by R. Jackson (bad pass),6,13
52,1,4:51.0,M. Carter-Williams enters the game for J. Bayless,,6,13
53,1,4:51.0,,S. Johnson enters the game for M. Morris,6,13
54,1,4:26.0,O. Mayo makes 2-pt jump shot from 17 ft,,8,13
55,1,4:08.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,8,13
56,1,4:07.0,Defensive rebound by M. Carter-Williams,,8,13
57,1,3:56.0,G. Monroe makes 2-pt hook shot from 6 ft (assist by M. Carter-Williams),,10,13
58,1,3:42.0,,Turnover by R. Jackson (bad pass; steal by G. Monroe),10,13
59,1,3:28.0,J. Parker makes 2-pt jump shot from 5 ft (assist by K. Middleton),,12,13
60,1,3:17.0,,R. Jackson misses 3-pt jump shot from 27 ft,12,13
61,1,3:17.0,Defensive rebound by G. Monroe,,12,13
62,1,3:00.0,G. Monroe misses 2-pt hook shot from 9 ft,,12,13
63,1,2:59.0,,Defensive rebound by E. İlyasova,12,13
64,1,2:46.0,,E. İlyasova makes 2-pt hook shot from 8 ft (assist by S. Johnson),12,15
65,1,2:35.0,O. Mayo misses 3-pt jump shot from 26 ft,,12,15
66,1,2:34.0,,Defensive rebound by A. Drummond,12,15
67,1,2:29.0,,R. Jackson makes 2-pt layup at rim,12,17
68,1,2:29.0,,Shooting foul by M. Carter-Williams (drawn by R. Jackson),12,17
69,1,2:29.0,Milwaukee full timeout,,12,17
70,1,2:29.0,,A. Tolliver enters the game for E. İlyasova,12,17
71,1,2:29.0,R. Vaughn enters the game for O. Mayo,,12,17
72,1,2:29.0,,R. Jackson misses free throw 1 of 1,12,17
73,1,2:28.0,Defensive rebound by G. Monroe,,12,17
74,1,2:12.0,K. Middleton makes 2-pt jump shot from 12 ft,,14,17
75,1,1:57.0,,A. Drummond misses 2-pt hook shot from 7 ft,14,17
76,1,1:56.0,Defensive rebound by J. Parker,,14,17
77,1,1:47.0,Turnover by K. Middleton (bad pass; steal by S. Johnson),,14,17
78,1,1:41.0,,S. Johnson misses 2-pt jump shot from 5 ft,14,17
79,1,1:39.0,Defensive rebound by G. Monroe,,14,17
80,1,1:31.0,M. Carter-Williams misses 2-pt jump shot from 5 ft,,14,17
81,1,1:30.0,,Defensive rebound by A. Tolliver,14,17
82,1,1:20.0,,Personal foul by R. Vaughn (drawn by K. Caldwell-Pope),14,17
83,1,1:20.0,,S. Blake enters the game for R. Jackson,14,17
84,1,1:04.0,,S. Blake misses 3-pt jump shot from 25 ft,14,17
85,1,1:04.0,Defensive rebound by G. Monroe,,14,17
86,1,0:45.0,G. Monroe misses 2-pt jump shot from 17 ft,,14,17
87,1,0:44.0,,Defensive rebound by A. Tolliver,14,17
88,1,0:35.0,,Turnover by K. Caldwell-Pope (bad pass; steal by G. Monroe),14,17
89,1,0:29.0,G. Monroe makes 2-pt dunk at rim (assist by K. Middleton),,16,17
90,1,0:14.0,,A. Drummond misses 2-pt layup at rim,16,17
91,1,0:14.0,,Offensive rebound by A. Tolliver,16,17
92,1,0:14.0,,Shooting foul by J. Parker (drawn by A. Tolliver),16,17
93,1,0:14.0,,A. Tolliver misses free throw 1 of 2,16,17
94,1,0:14.0,,Offensive rebound by Team,16,17
95,1,0:14.0,,A. Baynes enters the game for A. Drummond,16,17
96,1,0:14.0,,A. Tolliver misses free throw 2 of 2,16,17
97,1,0:13.0,Defensive rebound by M. Carter-Williams,,16,17
98,1,0:11.0,Personal foul by S. Johnson (drawn by M. Carter-Williams),,16,17
99,1,0:03.0,J. Parker misses 2-pt jump shot from 12 ft,,16,17
100,1,0:02.0,,Defensive rebound by A. Tolliver,16,17
101,1,0:01.0,,S. Blake misses 3-pt jump shot from 69 ft,16,17
102,1,0:00.0,,Offensive rebound by Team,16,17
103,2,11:44.0,Turnover by M. Carter-Williams (bad pass; steal by A. Tolliver),,16,17
104,2,11:34.0,,Turnover by S. Blake (bad pass; steal by J. Henson),16,17
105,2,11:32.0,Personal foul by S. Blake (drawn by M. Carter-Williams),,16,17
106,2,11:08.0,Turnover by Team (shot clock),,16,17
107,2,10:51.0,,Shooting foul by J. Parker (drawn by M. Morris),16,17
108,2,10:51.0,,M. Morris makes free throw 1 of 2,16,18
109,2,10:51.0,J. O'Bryant enters the game for J. Parker,,16,18
110,2,10:51.0,,M. Morris makes free throw 2 of 2,16,19
111,2,10:37.0,J. O'Bryant makes 2-pt jump shot from 17 ft (assist by J. Bayless),,18,19
112,2,10:24.0,,Turnover by M. Morris (bad pass; steal by J. O'Bryant),18,19
113,2,10:21.0,Turnover by J. O'Bryant (bad pass; steal by M. Morris),,18,19
114,2,10:17.0,,M. Morris makes 2-pt layup at rim,18,21
115,2,10:06.0,M. Carter-Williams misses 2-pt layup at rim,,18,21
116,2,10:05.0,Offensive rebound by J. Henson,,18,21
117,2,10:05.0,Turnover by J. Henson (offensive foul),,18,21
118,2,10:05.0,Offensive foul by J. Henson (drawn by A. Baynes),,18,21
119,2,9:43.0,,S. Johnson makes 3-pt jump shot from 24 ft (assist by A. Tolliver),18,24
120,2,9:24.0,Turnover by J. Henson (bad pass),,18,24
121,2,9:05.0,,A. Baynes misses 2-pt layup at rim,18,24
122,2,9:05.0,Defensive rebound by J. Bayless,,18,24
123,2,8:59.0,J. Bayless makes 2-pt layup at rim,,20,24
124,2,8:46.0,,M. Morris makes 2-pt jump shot from 6 ft (assist by S. Blake),20,26
125,2,8:46.0,,Shooting foul by J. O'Bryant (drawn by M. Morris),20,26
126,2,8:46.0,Official timeout,,20,26
127,2,8:46.0,G. Antetokounmpo enters the game for R. Vaughn,,20,26
128,2,8:46.0,,M. Morris misses free throw 1 of 1,20,26
129,2,8:45.0,Defensive rebound by G. Antetokounmpo,,20,26
130,2,8:36.0,Personal foul by S. Johnson (drawn by M. Carter-Williams),,20,26
131,2,8:30.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,20,26
132,2,8:29.0,Offensive rebound by G. Antetokounmpo,,20,26
133,2,8:19.0,G. Antetokounmpo makes 2-pt layup at rim,,22,26
134,2,7:59.0,,M. Morris misses 2-pt jump shot from 7 ft,22,26
135,2,7:59.0,Defensive rebound by G. Antetokounmpo,,22,26
136,2,7:41.0,J. Henson makes 2-pt hook shot from 5 ft (assist by G. Antetokounmpo),,24,26
137,2,7:22.0,,S. Johnson makes 3-pt jump shot from 22 ft (assist by S. Blake),24,29
138,2,7:01.0,J. Henson makes 2-pt hook shot from 7 ft (assist by J. Bayless),,26,29
139,2,7:01.0,Violation by Team (delay of game),,26,29
140,2,6:51.0,,Personal foul by M. Carter-Williams (drawn by S. Blake),26,29
141,2,6:37.0,,A. Baynes misses 2-pt jump shot from 10 ft,26,29
142,2,6:36.0,Defensive rebound by J. O'Bryant,,26,29
143,2,6:17.0,M. Carter-Williams misses 3-pt jump shot from 23 ft,,26,29
144,2,6:17.0,,Defensive rebound by M. Morris,26,29
145,2,6:09.0,,M. Morris makes 2-pt jump shot from 18 ft,26,31
146,2,5:55.0,J. Henson makes 2-pt hook shot from 5 ft (assist by M. Carter-Williams),,28,31
147,2,5:32.0,,S. Johnson makes 2-pt jump shot from 17 ft,28,33
148,2,5:23.0,Milwaukee full timeout,,28,33
149,2,5:23.0,G. Monroe enters the game for M. Carter-Williams,,28,33
150,2,5:23.0,O. Mayo enters the game for J. Henson,,28,33
151,2,5:23.0,,A. Drummond enters the game for S. Blake,28,33
152,2,5:23.0,,R. Jackson enters the game for A. Baynes,28,33
153,2,5:09.0,Turnover by G. Monroe (lost ball; steal by R. Jackson),,28,33
154,2,4:58.0,,R. Jackson makes 2-pt layup at rim,28,35
155,2,4:37.0,O. Mayo makes 2-pt jump shot from 17 ft,,30,35
156,2,4:21.0,,R. Jackson misses 3-pt jump shot from 26 ft,30,35
157,2,4:21.0,Defensive rebound by G. Antetokounmpo,,30,35
158,2,4:09.0,G. Antetokounmpo makes 2-pt layup at rim,,32,35
159,2,3:44.0,,A. Drummond makes 2-pt hook shot from 6 ft,32,37
160,2,3:26.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft,,34,37
161,2,3:10.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by R. Jackson),34,40
162,2,2:49.0,O. Mayo makes 2-pt jump shot from 18 ft (assist by J. O'Bryant),,36,40
163,2,2:31.0,,A. Drummond misses 2-pt layup from 3 ft (block by G. Monroe),36,40
164,2,2:31.0,Defensive rebound by G. Antetokounmpo,,36,40
165,2,2:17.0,G. Monroe makes 2-pt hook shot from 4 ft (assist by O. Mayo),,38,40
166,2,2:13.0,,Detroit full timeout,38,40
167,2,2:13.0,,K. Caldwell-Pope enters the game for S. Johnson,38,40
168,2,2:13.0,,E. İlyasova enters the game for A. Tolliver,38,40
169,2,2:13.0,K. Middleton enters the game for J. O'Bryant,,38,40
170,2,1:59.0,,R. Jackson makes 2-pt jump shot from 8 ft,38,42
171,2,1:44.0,G. Monroe misses 2-pt jump shot from 3 ft (block by A. Drummond),,38,42
172,2,1:44.0,Offensive rebound by Team,,38,42
173,2,1:38.0,Turnover by O. Mayo (lost ball; steal by A. Drummond),,38,42
174,2,1:30.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft,38,44
175,2,1:12.0,G. Antetokounmpo makes 2-pt jump shot from 14 ft (assist by J. Bayless),,40,44
176,2,0:58.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by A. Drummond),40,47
177,2,0:50.0,O. Mayo misses 2-pt jump shot from 14 ft,,40,47
178,2,0:49.0,,Defensive rebound by A. Drummond,40,47
179,2,0:42.0,,A. Drummond makes 2-pt jump shot from 9 ft (assist by R. Jackson),40,49
180,2,0:31.0,Turnover by G. Antetokounmpo (bad pass),,40,49
181,2,0:21.0,,R. Jackson makes 2-pt dunk at rim,40,51
182,2,0:03.0,J. Bayless misses 2-pt jump shot from 21 ft,,40,51
183,2,0:02.0,,Defensive rebound by K. Caldwell-Pope,40,51
184,2,0:01.0,,K. Caldwell-Pope misses 3-pt jump shot from 28 ft,40,51
185,2,0:00.0,,Offensive rebound by Team,40,51
186,3,11:38.0,K. Middleton makes 2-pt jump shot from 6 ft,,42,51
187,3,11:28.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),42,53
188,3,11:28.0,,Shooting foul by K. Middleton (drawn by A. Drummond),42,53
189,3,11:28.0,,A. Drummond misses free throw 1 of 1,42,53
190,3,11:27.0,Defensive rebound by G. Monroe,,42,53
191,3,11:14.0,Def 3 sec tech foul by E. İlyasova,,42,53
192,3,11:14.0,K. Middleton makes technical free throw,,43,53
193,3,11:05.0,J. Bayless makes 2-pt layup at rim (assist by G. Monroe),,45,53
194,3,10:34.0,,A. Drummond makes 2-pt hook shot from 3 ft (assist by M. Morris),45,55
195,3,10:22.0,K. Middleton misses 2-pt jump shot from 4 ft,,45,55
196,3,10:21.0,,Defensive rebound by A. Drummond,45,55
197,3,10:12.0,,R. Jackson misses 2-pt jump shot from 4 ft,45,55
198,3,10:12.0,Defensive rebound by Team,,45,55
199,3,9:58.0,G. Monroe misses 2-pt layup from 2 ft,,45,55
200,3,9:58.0,,Defensive rebound by A. Drummond,45,55
201,3,9:47.0,,R. Jackson misses 2-pt hook shot from 6 ft,45,55
202,3,9:46.0,,Offensive rebound by A. Drummond,45,55
203,3,9:42.0,,A. Drummond makes 2-pt layup from 1 ft,45,57
204,3,9:27.0,G. Monroe misses 2-pt layup from 1 ft,,45,57
205,3,9:27.0,,Defensive rebound by A. Drummond,45,57
206,3,9:27.0,,Personal foul by G. Monroe (drawn by A. Drummond),45,57
207,3,9:20.0,,Personal foul by R. Vaughn (drawn by K. Caldwell-Pope),45,57
208,3,9:11.0,,Turnover by K. Caldwell-Pope (lost ball; steal by R. Vaughn),45,57
209,3,9:02.0,J. Bayless misses 3-pt jump shot from 25 ft,,45,57
210,3,9:02.0,,Defensive rebound by Team,45,57
211,3,8:57.0,,Personal foul by R. Vaughn (drawn by M. Morris),45,57
212,3,8:47.0,,Shooting foul by G. Antetokounmpo (drawn by E. İlyasova),45,57
213,3,8:47.0,,E. İlyasova makes free throw 1 of 3,45,58
214,3,8:47.0,,E. İlyasova makes free throw 2 of 3,45,59
215,3,8:47.0,,E. İlyasova misses free throw 3 of 3,45,59
216,3,8:46.0,Defensive rebound by G. Antetokounmpo,,45,59
217,3,8:32.0,R. Vaughn misses 2-pt jump shot from 16 ft,,45,59
218,3,8:31.0,,Defensive rebound by E. İlyasova,45,59
219,3,8:22.0,,E. İlyasova misses 3-pt jump shot from 26 ft,45,59
220,3,8:21.0,Defensive rebound by K. Middleton,,45,59
221,3,8:08.0,R. Vaughn misses 2-pt jump shot from 3 ft (block by A. Drummond),,45,59
222,3,8:06.0,Offensive rebound by G. Monroe,,45,59
223,3,8:04.0,G. Monroe makes 2-pt layup at rim,,47,59
224,3,7:49.0,,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,47,59
225,3,7:48.0,Defensive rebound by G. Monroe,,47,59
226,3,7:34.0,K. Middleton makes 2-pt layup at rim (assist by J. Bayless),,49,59
227,3,7:21.0,,A. Drummond misses 2-pt hook shot from 6 ft,49,59
228,3,7:18.0,Defensive rebound by G. Monroe,,49,59
229,3,7:09.0,J. Bayless makes 2-pt jump shot from 7 ft (assist by K. Middleton),,51,59
230,3,7:09.0,Shooting foul by A. Drummond (drawn by J. Bayless),,51,59
231,3,7:09.0,O. Mayo enters the game for R. Vaughn,,51,59
232,3,7:09.0,J. Bayless misses free throw 1 of 1,,51,59
233,3,7:08.0,,Defensive rebound by A. Drummond,51,59
234,3,6:50.0,,M. Morris misses 2-pt jump shot from 11 ft,51,59
235,3,6:49.0,,Offensive rebound by A. Drummond,51,59
236,3,6:46.0,,A. Drummond misses 2-pt layup at rim,51,59
237,3,6:44.0,,Offensive rebound by E. İlyasova,51,59
238,3,6:44.0,,Turnover by A. Drummond (offensive goaltending),51,59
239,3,6:32.0,K. Middleton misses 2-pt hook shot from 5 ft,,51,59
240,3,6:31.0,,Defensive rebound by E. İlyasova,51,59
241,3,6:16.0,,E. İlyasova misses 3-pt jump shot from 26 ft,51,59
242,3,6:15.0,Defensive rebound by K. Middleton,,51,59
243,3,6:10.0,Turnover by O. Mayo (bad pass; steal by A. Drummond),,51,59
244,3,6:06.0,,Personal foul by O. Mayo (drawn by K. Caldwell-Pope),51,59
245,3,6:06.0,,K. Caldwell-Pope makes free throw 1 of 2,51,60
246,3,6:06.0,,K. Caldwell-Pope makes free throw 2 of 2,51,61
247,3,5:53.0,G. Antetokounmpo makes 2-pt hook shot from 6 ft,,53,61
248,3,5:47.0,,Offensive foul by A. Drummond (drawn by J. Bayless),53,61
249,3,5:47.0,,Turnover by A. Drummond (offensive foul),53,61
250,3,5:47.0,,Detroit full timeout,53,61
251,3,5:31.0,O. Mayo makes 2-pt jump shot from 14 ft (assist by G. Antetokounmpo),,55,61
252,3,5:11.0,,E. İlyasova misses 3-pt jump shot from 26 ft,55,61
253,3,5:11.0,Defensive rebound by K. Middleton,,55,61
254,3,5:06.0,Milwaukee full timeout,,55,61
255,3,5:06.0,M. Carter-Williams enters the game for J. Bayless,,55,61
256,3,4:51.0,K. Middleton misses 2-pt jump shot from 6 ft,,55,61
257,3,4:51.0,,Defensive rebound by E. İlyasova,55,61
258,3,4:43.0,,A. Drummond misses 2-pt layup at rim,55,61
259,3,4:41.0,Defensive rebound by O. Mayo,,55,61
260,3,4:34.0,O. Mayo misses 3-pt jump shot from 26 ft,,55,61
261,3,4:33.0,,Defensive rebound by A. Drummond,55,61
262,3,4:20.0,,R. Jackson makes 2-pt jump shot from 15 ft,55,63
263,3,3:56.0,M. Carter-Williams misses 3-pt jump shot from 26 ft,,55,63
264,3,3:55.0,,Defensive rebound by A. Drummond,55,63
265,3,3:48.0,,S. Johnson enters the game for E. İlyasova,55,63
266,3,3:48.0,,A. Tolliver enters the game for M. Morris,55,63
267,3,3:34.0,,A. Drummond misses 2-pt layup from 1 ft,55,63
268,3,3:33.0,Defensive rebound by G. Antetokounmpo,,55,63
269,3,3:30.0,Shooting foul by R. Jackson (drawn by O. Mayo),,55,63
270,3,3:30.0,O. Mayo makes free throw 1 of 2,,56,63
271,3,3:30.0,O. Mayo makes free throw 2 of 2,,57,63
272,3,3:14.0,,Shooting foul by G. Monroe (drawn by A. Drummond),57,63
273,3,3:14.0,,A. Drummond misses free throw 1 of 2,57,63
274,3,3:14.0,,Offensive rebound by Team,57,63
275,3,3:14.0,,A. Drummond misses free throw 2 of 2,57,63
276,3,3:13.0,Defensive rebound by K. Middleton,,57,63
277,3,2:52.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,57,63
278,3,2:51.0,,Defensive rebound by A. Drummond,57,63
279,3,2:36.0,Violation by K. Middleton (def goaltending),,57,63
280,3,2:36.0,,A. Drummond makes 2-pt layup at rim (assist by K. Caldwell-Pope),57,65
281,3,2:36.0,,Shooting foul by K. Middleton (drawn by A. Drummond),57,65
282,3,2:36.0,,S. Blake enters the game for R. Jackson,57,65
283,3,2:36.0,,A. Drummond misses free throw 1 of 1,57,65
284,3,2:27.0,Defensive rebound by M. Carter-Williams,,57,65
285,3,2:20.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,57,65
286,3,2:20.0,,Defensive rebound by S. Blake,57,65
287,3,2:10.0,,A. Tolliver misses 3-pt jump shot from 26 ft,57,65
288,3,2:09.0,,Offensive rebound by A. Drummond,57,65
289,3,2:03.0,,A. Drummond misses 2-pt layup at rim,57,65
290,3,2:03.0,Defensive rebound by G. Monroe,,57,65
291,3,1:48.0,G. Monroe misses 2-pt hook shot from 3 ft,,57,65
292,3,1:47.0,,Defensive rebound by A. Drummond,57,65
293,3,1:25.0,,S. Johnson misses 3-pt jump shot from 27 ft,57,65
294,3,1:25.0,Defensive rebound by G. Monroe,,57,65
295,3,1:15.0,O. Mayo misses 3-pt jump shot from 25 ft,,57,65
296,3,1:14.0,,Defensive rebound by A. Drummond,57,65
297,3,1:00.0,,S. Johnson misses 2-pt jump shot from 15 ft,57,65
298,3,0:59.0,Defensive rebound by M. Carter-Williams,,57,65
299,3,0:47.0,Turnover by M. Carter-Williams (lost ball; steal by A. Drummond),,57,65
300,3,0:47.0,,Shooting foul by O. Mayo (drawn by K. Caldwell-Pope),57,65
301,3,0:47.0,,K. Caldwell-Pope makes free throw 1 of 2,57,66
302,3,0:47.0,,A. Baynes enters the game for A. Drummond,57,66
303,3,0:47.0,,K. Caldwell-Pope makes free throw 2 of 2,57,67
304,3,0:27.0,G. Monroe makes 2-pt hook shot from 5 ft,,59,67
305,3,0:12.0,,S. Johnson misses 2-pt jump shot from 19 ft,59,67
306,3,0:11.0,Defensive rebound by O. Mayo,,59,67
307,4,11:45.0,,M. Morris makes 2-pt jump shot from 9 ft,59,69
308,4,11:28.0,O. Mayo misses 2-pt jump shot from 13 ft,,59,69
309,4,11:28.0,,Defensive rebound by S. Johnson,59,69
310,4,11:08.0,,A. Tolliver makes 2-pt jump shot from 15 ft (assist by A. Baynes),59,71
311,4,10:45.0,G. Antetokounmpo misses 2-pt layup at rim,,59,71
312,4,10:45.0,Offensive rebound by J. Henson,,59,71
313,4,10:41.0,J. Henson misses 2-pt layup from 2 ft,,59,71
314,4,10:41.0,,Defensive rebound by A. Baynes,59,71
315,4,10:30.0,,M. Morris misses 2-pt jump shot from 17 ft,59,71
316,4,10:30.0,Defensive rebound by M. Carter-Williams,,59,71
317,4,10:22.0,M. Carter-Williams makes 2-pt layup at rim,,61,71
318,4,10:05.0,,A. Tolliver misses 2-pt layup at rim (block by G. Antetokounmpo),61,71
319,4,10:05.0,,Offensive rebound by Team,61,71
320,4,10:02.0,,S. Blake misses 2-pt jump shot from 16 ft,61,71
321,4,10:02.0,Defensive rebound by O. Mayo,,61,71
322,4,9:47.0,Personal foul by A. Baynes (drawn by G. Antetokounmpo),,61,71
323,4,9:31.0,M. Carter-Williams misses 2-pt jump shot from 21 ft,,61,71
324,4,9:31.0,Offensive rebound by J. Parker,,61,71
325,4,9:27.0,J. Parker makes 2-pt layup at rim,,63,71
326,4,9:08.0,,M. Morris misses 2-pt jump shot from 4 ft (block by J. Henson),63,71
327,4,9:07.0,Defensive rebound by M. Carter-Williams,,63,71
328,4,9:04.0,,Offensive charge foul by G. Antetokounmpo (drawn by A. Tolliver),63,71
329,4,9:04.0,Turnover by G. Antetokounmpo (offensive foul),,63,71
330,4,8:54.0,,Personal foul by M. Carter-Williams (drawn by S. Blake),63,71
331,4,8:54.0,Official timeout,,63,71
332,4,8:42.0,,S. Johnson misses 3-pt jump shot from 24 ft,63,71
333,4,8:41.0,Defensive rebound by J. Parker,,63,71
334,4,8:27.0,G. Antetokounmpo misses 2-pt jump shot from 17 ft,,63,71
335,4,8:26.0,,Defensive rebound by M. Morris,63,71
336,4,8:20.0,,Turnover by M. Morris (lost ball; steal by O. Mayo),63,71
337,4,8:17.0,Turnover by M. Carter-Williams (lost ball),,63,71
338,4,8:02.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by M. Morris),63,74
339,4,7:43.0,Turnover by G. Antetokounmpo (bad pass; steal by S. Blake),,63,74
340,4,7:38.0,,S. Johnson makes 2-pt layup at rim (assist by S. Blake),63,76
341,4,7:38.0,Milwaukee full timeout,,63,76
342,4,7:38.0,K. Middleton enters the game for G. Antetokounmpo,,63,76
343,4,7:38.0,,A. Drummond enters the game for S. Blake,63,76
344,4,7:38.0,,R. Jackson enters the game for A. Baynes,63,76
345,4,7:23.0,J. Parker makes 2-pt jump shot from 10 ft (assist by O. Mayo),,65,76
346,4,7:06.0,,S. Johnson misses 2-pt jump shot from 9 ft,65,76
347,4,7:06.0,,Offensive rebound by M. Morris,65,76
348,4,7:06.0,,M. Morris misses 2-pt jump shot from 4 ft (block by J. Henson),65,76
349,4,7:06.0,,Offensive rebound by Team,65,76
350,4,7:06.0,,K. Caldwell-Pope enters the game for S. Johnson,65,76
351,4,6:51.0,,R. Jackson misses 3-pt jump shot from 24 ft,65,76
352,4,6:50.0,Defensive rebound by O. Mayo,,65,76
353,4,6:40.0,M. Carter-Williams makes 2-pt jump shot from 13 ft,,67,76
354,4,6:26.0,,Personal foul by J. Henson (drawn by A. Drummond),67,76
355,4,6:12.0,,K. Caldwell-Pope misses 2-pt layup from 1 ft,67,76
356,4,6:12.0,,Offensive rebound by A. Drummond,67,76
357,4,6:08.0,,A. Drummond misses 2-pt layup at rim (block by J. Henson),67,76
358,4,6:07.0,Defensive rebound by M. Carter-Williams,,67,76
359,4,5:49.0,K. Middleton misses 3-pt jump shot from 27 ft,,67,76
360,4,5:46.0,,Defensive rebound by A. Tolliver,67,76
361,4,5:42.0,,Detroit full timeout,67,76
362,4,5:33.0,,Turnover by Team (shot clock),67,76
363,4,5:23.0,K. Middleton misses 2-pt jump shot from 3 ft (block by A. Tolliver),,67,76
364,4,5:22.0,Offensive rebound by J. Parker,,67,76
365,4,5:21.0,J. Parker misses 2-pt layup from 1 ft (block by A. Tolliver),,67,76
366,4,5:20.0,Offensive rebound by J. Parker,,67,76
367,4,5:20.0,J. Parker misses 2-pt layup from 1 ft,,67,76
368,4,5:19.0,Offensive rebound by J. Henson,,67,76
369,4,5:18.0,J. Henson makes 2-pt layup at rim,,69,76
370,4,4:57.0,,Shooting foul by J. Henson (drawn by A. Drummond),69,76
371,4,4:57.0,,A. Drummond misses free throw 1 of 2,69,76
372,4,4:57.0,,Offensive rebound by Team,69,76
373,4,4:57.0,,E. İlyasova enters the game for A. Tolliver,69,76
374,4,4:57.0,,A. Drummond makes free throw 2 of 2,69,77
375,4,4:49.0,K. Middleton misses 3-pt jump shot from 25 ft,,69,77
376,4,4:49.0,,Defensive rebound by E. İlyasova,69,77
377,4,4:30.0,,E. İlyasova misses 2-pt layup from 1 ft,69,77
