,QUARTER,TIME_REMAINING,BOSTON_ACTION,PORTLAND_ACTION,BOSTON_SCORE,PORTLAND_SCORE
385,4,8:10.0,,G. Henderson makes 2-pt jump shot from 15 ft,89,98
386,4,8:05.0,Turnover by I. Thomas (lost ball; steal by E. Davis),,89,98
387,4,8:02.0,,Shooting foul by J. Sullinger (drawn by G. Henderson),89,98
388,4,8:02.0,,G. Henderson makes free throw 1 of 2,89,99
389,4,8:02.0,,G. Henderson makes free throw 2 of 2,89,100
390,4,7:44.0,Turnover by I. Thomas (lost ball; steal by G. Henderson),,89,100
391,4,7:35.0,,C. McCollum makes 2-pt layup from 2 ft,89,102
392,4,7:17.0,E. Turner misses 2-pt jump shot from 9 ft,,89,102
393,4,7:17.0,,Defensive rebound by E. Davis,89,102
394,4,7:06.0,,A. Aminu misses 2-pt layup from 2 ft,89,102
395,4,7:05.0,Defensive rebound by J. Sullinger,,89,102
396,4,6:54.0,Shooting block foul by E. Davis (drawn by M. Smart),,89,102
397,4,6:54.0,M. Smart makes free throw 1 of 2,,90,102
398,4,6:54.0,A. Johnson enters the game for J. Sullinger,,90,102
399,4,6:54.0,A. Bradley enters the game for J. Crowder,,90,102
400,4,6:54.0,M. Smart makes free throw 2 of 2,,91,102
401,4,6:50.0,,Turnover by C. McCollum (lost ball; steal by A. Bradley),91,102
402,4,6:46.0,A. Bradley makes 2-pt jump shot from 22 ft,,93,102
403,4,6:35.0,,Portland full timeout,93,102
404,4,6:35.0,,D. Lillard enters the game for A. Crabbe,93,102
405,4,6:34.0,,Turnover by G. Henderson (bad pass; steal by E. Turner),93,102
406,4,6:29.0,E. Turner makes 2-pt layup from 2 ft,,95,102
407,4,6:11.0,,G. Henderson misses 2-pt layup from 2 ft (block by A. Johnson),95,102
408,4,6:10.0,Defensive rebound by M. Smart,,95,102
409,4,6:04.0,Shooting foul by E. Davis (drawn by A. Johnson),,95,102
410,4,6:04.0,A. Johnson makes free throw 1 of 2,,96,102
411,4,6:04.0,A. Johnson makes free throw 2 of 2,,97,102
412,4,5:50.0,,C. McCollum makes 2-pt jump shot from 9 ft,97,104
413,4,5:32.0,I. Thomas misses 2-pt jump shot from 13 ft,,97,104
414,4,5:32.0,,Defensive rebound by Team,97,104
415,4,5:32.0,Loose ball foul by A. Johnson,,97,104
416,4,5:12.0,,D. Lillard misses 3-pt jump shot from 26 ft,97,104
417,4,5:11.0,Defensive rebound by M. Smart,,97,104
418,4,5:10.0,Turnover by M. Smart (bad pass),,97,104
419,4,4:59.0,,Offensive foul by E. Davis (drawn by I. Thomas),97,104
420,4,4:59.0,,Turnover by E. Davis (offensive foul),97,104
421,4,4:45.0,A. Bradley misses 2-pt jump shot from 11 ft,,97,104
422,4,4:43.0,Offensive rebound by A. Johnson,,97,104
423,4,4:42.0,Shooting foul by E. Davis (drawn by A. Johnson),,97,104
424,4,4:42.0,A. Johnson makes free throw 1 of 2,,98,104
425,4,4:42.0,,A. Crabbe enters the game for G. Henderson,98,104
426,4,4:42.0,A. Johnson misses free throw 2 of 2,,98,104
427,4,4:41.0,,Defensive rebound by A. Crabbe,98,104
428,4,4:22.0,,C. McCollum misses 2-pt layup from 2 ft (block by E. Turner),98,104
429,4,4:22.0,,Offensive rebound by Team,98,104
430,4,4:22.0,J. Crowder enters the game for M. Smart,,98,104
431,4,4:17.0,,A. Aminu misses 3-pt jump shot from 23 ft,98,104
432,4,4:16.0,Defensive rebound by I. Thomas,,98,104
433,4,4:13.0,Turnover by A. Johnson (bad pass),,98,104
434,4,3:52.0,,C. McCollum misses 3-pt jump shot from 25 ft,98,104
435,4,3:51.0,Defensive rebound by A. Johnson,,98,104
436,4,3:44.0,Shooting block foul by E. Davis (drawn by I. Thomas),,98,104
437,4,3:44.0,,M. Plumlee enters the game for E. Davis,98,104
438,4,3:44.0,I. Thomas makes free throw 1 of 2,,99,104
439,4,3:44.0,I. Thomas misses free throw 2 of 2,,99,104
440,4,3:43.0,Offensive rebound by J. Crowder,,99,104
441,4,3:39.0,I. Thomas makes 3-pt jump shot from 22 ft (assist by J. Crowder),,102,104
442,4,3:20.0,,Shooting foul by E. Turner (drawn by M. Plumlee),102,104
443,4,3:20.0,,M. Plumlee makes free throw 1 of 2,102,105
444,4,3:20.0,,M. Plumlee misses free throw 2 of 2,102,105
445,4,3:17.0,Defensive rebound by J. Crowder,,102,105
446,4,3:06.0,I. Thomas misses 3-pt jump shot from 24 ft (block by A. Crabbe),,102,105
447,4,3:05.0,,Defensive rebound by C. McCollum,102,105
448,4,2:59.0,,Personal block foul by J. Crowder,102,105
449,4,2:59.0,Official timeout,,102,105
450,4,2:50.0,,C. McCollum makes 2-pt layup from 2 ft (assist by A. Crabbe),102,107
451,4,2:27.0,J. Crowder misses 3-pt jump shot from 24 ft,,102,107
452,4,2:25.0,Offensive rebound by A. Johnson,,102,107
453,4,2:18.0,Shooting foul by A. Aminu (drawn by I. Thomas),,102,107
454,4,2:18.0,I. Thomas makes free throw 1 of 2,,103,107
455,4,2:18.0,I. Thomas makes free throw 2 of 2,,104,107
456,4,2:15.0,,Personal take foul by J. Crowder,104,107
457,4,2:15.0,,M. Plumlee makes free throw 1 of 2,104,108
458,4,2:15.0,,M. Plumlee misses free throw 2 of 2,104,108
459,4,2:14.0,Defensive rebound by J. Crowder,,104,108
460,4,1:55.0,A. Johnson misses 2-pt hook shot from 3 ft,,104,108
461,4,1:55.0,Offensive rebound by A. Johnson,,104,108
462,4,1:55.0,A. Johnson makes 2-pt layup from 3 ft,,106,108
463,4,1:29.0,,C. McCollum misses 2-pt jump shot from 17 ft,106,108
464,4,1:28.0,,Offensive rebound by A. Aminu,106,108
465,4,1:25.0,,A. Aminu misses 2-pt layup at rim,106,108
466,4,1:25.0,Defensive rebound by A. Johnson,,106,108
467,4,1:10.0,I. Thomas misses 2-pt jump shot from 4 ft (block by A. Aminu),,106,108
468,4,1:09.0,Offensive rebound by J. Crowder,,106,108
469,4,1:08.0,J. Crowder makes 3-pt jump shot from 23 ft,,109,108
470,4,1:08.0,,Portland full timeout,109,108
471,4,1:04.0,,C. McCollum makes 2-pt jump shot from 12 ft,109,110
472,4,0:53.0,Turnover by I. Thomas (lost ball; steal by A. Crabbe),,109,110
473,4,0:49.0,,A. Aminu makes 2-pt dunk at rim (assist by C. McCollum),109,112
474,4,0:49.0,Boston full timeout,,109,112
475,4,0:45.0,A. Bradley misses 3-pt jump shot from 25 ft,,109,112
476,4,0:44.0,,Defensive rebound by A. Aminu,109,112
477,4,0:29.0,,Personal foul by A. Bradley,109,112
478,4,0:29.0,,D. Lillard makes free throw 1 of 2,109,113
479,4,0:29.0,K. Olynyk enters the game for A. Johnson,,109,113
480,4,0:29.0,,M. Harkless enters the game for M. Plumlee,109,113
481,4,0:29.0,M. Smart enters the game for E. Turner,,109,113
482,4,0:29.0,,D. Lillard makes free throw 2 of 2,109,114
483,4,0:20.0,A. Bradley misses 3-pt jump shot from 23 ft,,109,114
484,4,0:20.0,,Defensive rebound by A. Crabbe,109,114
485,4,0:16.0,,Personal take foul by M. Smart,109,114
486,4,0:16.0,,D. Lillard makes free throw 1 of 2,109,115
487,4,0:16.0,,D. Lillard makes free throw 2 of 2,109,116
488,4,0:16.0,Boston full timeout,,109,116
489,4,0:12.0,K. Olynyk misses 2-pt layup from 3 ft (block by M. Harkless),,109,116
490,4,0:10.0,,Defensive rebound by A. Crabbe,109,116
