,QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW YORK_ACTION,PORTLAND_SCORE,NEW YORK_SCORE
383,4,5:19.0,M. Leonard misses 3-pt jump shot from 24 ft (block by C. Anthony),,94,79
384,4,5:17.0,,Defensive rebound by K. O'Quinn,94,79
385,4,5:06.0,,J. Calderón misses 3-pt jump shot from 24 ft,94,79
386,4,5:05.0,Defensive rebound by M. Plumlee,,94,79
387,4,4:49.0,D. Lillard misses 3-pt jump shot from 25 ft,,94,79
388,4,4:47.0,,Defensive rebound by K. O'Quinn,94,79
389,4,4:39.0,,J. Calderón misses 3-pt jump shot from 23 ft,94,79
390,4,4:37.0,Defensive rebound by M. Leonard,,94,79
391,4,4:14.0,C. McCollum makes 3-pt jump shot from 23 ft (assist by M. Leonard),,97,79
392,4,4:13.0,,New York full timeout,97,79
393,4,4:13.0,,D. Williams enters the game for C. Anthony,97,79
394,4,4:13.0,,L. Galloway enters the game for A. Afflalo,97,79
395,4,4:13.0,,J. Grant enters the game for J. Calderón,97,79
396,4,4:03.0,,L. Galloway misses 2-pt jump shot from 16 ft,97,79
397,4,4:01.0,Defensive rebound by M. Leonard,,97,79
398,4,3:38.0,C. McCollum misses 2-pt jump shot from 19 ft,,97,79
399,4,3:37.0,Offensive rebound by M. Leonard,,97,79
400,4,3:35.0,M. Leonard misses 2-pt layup from 1 ft,,97,79
401,4,3:34.0,,Defensive rebound by K. O'Quinn,97,79
402,4,3:13.0,,Shooting foul by M. Plumlee (drawn by K. O'Quinn),97,79
403,4,3:13.0,,K. O'Quinn makes free throw 1 of 2,97,80
404,4,3:13.0,,J. Fredette enters the game for L. Galloway,97,80
405,4,3:13.0,,K. O'Quinn makes free throw 2 of 2,97,81
406,4,2:56.0,D. Lillard makes 3-pt jump shot from 24 ft,,100,81
407,4,2:36.0,,L. Thomas misses 2-pt jump shot from 17 ft,100,81
408,4,2:34.0,,Offensive rebound by K. O'Quinn,100,81
409,4,2:33.0,,K. O'Quinn misses 2-pt jump shot from 3 ft (block by A. Aminu),100,81
410,4,2:31.0,Defensive rebound by D. Lillard,,100,81
411,4,2:31.0,Portland full timeout,,100,81
412,4,2:31.0,B. Roberts enters the game for A. Aminu,,100,81
413,4,2:31.0,N. Vonleh enters the game for M. Plumlee,,100,81
414,4,2:31.0,P. Connaughton enters the game for C. McCollum,,100,81
415,4,2:31.0,M. Harkless enters the game for D. Lillard,,100,81
416,4,2:09.0,N. Vonleh misses 3-pt jump shot from 24 ft,,100,81
417,4,2:07.0,Offensive rebound by Team,,100,81
418,4,2:07.0,Turnover by Team (shot clock),,100,81
419,4,1:56.0,,Shooting foul by B. Roberts (drawn by J. Fredette),100,81
420,4,1:56.0,,J. Fredette makes free throw 1 of 2,100,82
421,4,1:56.0,,J. Fredette makes free throw 2 of 2,100,83
422,4,1:43.0,B. Roberts makes 2-pt jump shot from 20 ft,,102,83
423,4,1:33.0,,J. Grant misses 2-pt layup from 2 ft,102,83
424,4,1:32.0,Defensive rebound by M. Leonard,,102,83
425,4,1:21.0,M. Leonard misses 2-pt jump shot from 17 ft,,102,83
426,4,1:20.0,,Defensive rebound by J. Grant,102,83
427,4,1:10.0,,K. O'Quinn misses 2-pt jump shot from 18 ft,102,83
428,4,1:09.0,Defensive rebound by M. Leonard,,102,83
429,4,0:58.0,M. Leonard misses 3-pt jump shot from 26 ft,,102,83
430,4,0:57.0,,Defensive rebound by D. Williams,102,83
431,4,0:47.0,,L. Thomas misses 3-pt jump shot from 24 ft,102,83
432,4,0:45.0,Defensive rebound by P. Connaughton,,102,83
433,4,0:37.0,P. Connaughton misses 2-pt jump shot from 4 ft,,102,83
434,4,0:36.0,Offensive rebound by M. Leonard,,102,83
435,4,0:36.0,M. Leonard makes 2-pt layup from 2 ft,,104,83
436,4,0:28.0,,K. O'Quinn misses 3-pt jump shot from 26 ft,104,83
437,4,0:27.0,Defensive rebound by P. Connaughton,,104,83
438,4,0:03.0,Turnover by Team (shot clock),,104,83
439,4,0:01.0,,Shooting foul by M. Leonard (drawn by J. Fredette),104,83
440,4,0:01.0,,J. Fredette misses free throw 1 of 3,104,83
441,4,0:01.0,,Offensive rebound by Team,104,83
442,4,0:01.0,,J. Fredette makes free throw 2 of 3,104,84
443,4,0:01.0,,J. Fredette makes free throw 3 of 3,104,85
