,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MEMPHIS_ACTION,BROOKLYN_SCORE,MEMPHIS_SCORE
390,4,4:46.0,,Offensive rebound by C. Lee,78,92
391,4,4:46.0,,C. Lee misses 2-pt layup at rim,78,92
392,4,4:43.0,Defensive rebound by B. Lopez,,78,92
393,4,4:38.0,J. Jack misses 3-pt jump shot from 25 ft,,78,92
394,4,4:36.0,Offensive rebound by J. Jack,,78,92
395,4,4:32.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by J. Jack),,80,92
396,4,4:12.0,,M. Gasol misses 2-pt jump shot from 11 ft,80,92
397,4,4:11.0,Defensive rebound by T. Young,,80,92
398,4,3:59.0,J. Jack makes 2-pt layup at rim,,82,92
399,4,3:33.0,,C. Lee misses 2-pt jump shot from 19 ft,82,92
400,4,3:32.0,Defensive rebound by Team,,82,92
401,4,3:21.0,Turnover by J. Jack (bad pass; steal by C. Lee),,82,92
402,4,3:10.0,,T. Allen misses 2-pt layup from 2 ft,82,92
403,4,3:08.0,Defensive rebound by B. Lopez,,82,92
404,4,2:57.0,J. Johnson makes 2-pt hook shot from 8 ft,,84,92
405,4,2:57.0,,Memphis full timeout,84,92
406,4,2:57.0,,Memphis full timeout,84,92
407,4,2:40.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by M. Gasol),84,95
408,4,2:25.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by T. Young),,87,95
409,4,2:04.0,,M. Conley makes 2-pt jump shot from 11 ft,87,97
410,4,1:50.0,T. Young makes 2-pt jump shot from 9 ft (assist by J. Jack),,89,97
411,4,1:28.0,,Z. Randolph misses 2-pt layup at rim,89,97
412,4,1:27.0,Defensive rebound by B. Lopez,,89,97
413,4,1:24.0,,Offensive charge foul by J. Jack (drawn by M. Conley),89,97
414,4,1:24.0,Turnover by J. Jack (offensive foul),,89,97
415,4,1:24.0,,J. Green enters the game for T. Allen,89,97
416,4,1:04.0,,J. Green misses 3-pt jump shot from 23 ft,89,97
417,4,1:03.0,Defensive rebound by T. Young,,89,97
418,4,0:55.0,J. Jack makes 2-pt jump shot from 13 ft,,91,97
419,4,0:40.0,,Z. Randolph makes 2-pt jump shot from 5 ft (assist by M. Gasol),91,99
420,4,0:40.0,Brooklyn full timeout,,91,99
421,4,0:40.0,W. Ellington enters the game for T. Young,,91,99
422,4,0:40.0,,T. Allen enters the game for Z. Randolph,91,99
423,4,0:40.0,Turnover by B. Bogdanović (bad pass; steal by T. Allen),,91,99
424,4,0:35.0,,Personal take foul by J. Jack (drawn by M. Conley),91,99
425,4,0:35.0,,M. Conley makes free throw 1 of 2,91,100
426,4,0:35.0,,M. Conley makes free throw 2 of 2,91,101
427,4,0:35.0,Brooklyn full timeout,,91,101
428,4,0:31.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,91,101
429,4,0:31.0,,Defensive rebound by M. Conley,91,101
430,4,0:11.0,,M. Conley misses 3-pt jump shot from 25 ft,91,101
431,4,0:09.0,Defensive rebound by B. Lopez,,91,101
432,4,0:03.0,W. Ellington misses 3-pt jump shot from 25 ft,,91,101
433,4,0:02.0,,Defensive rebound by J. Green,91,101
