,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ORLANDO_ACTION,LA LAKERS_SCORE,ORLANDO_SCORE
387,4,2:28.0,J. Randle misses free throw 1 of 2,,94,97
388,4,2:28.0,Offensive rebound by Team,,94,97
389,4,2:28.0,J. Randle misses free throw 2 of 2,,94,97
390,4,2:26.0,,Defensive rebound by N. Vučević,94,97
391,4,2:12.0,,N. Vučević misses 2-pt hook shot from 2 ft,94,97
392,4,2:10.0,,Offensive rebound by T. Harris,94,97
393,4,2:10.0,,T. Harris makes 2-pt layup from 1 ft,94,99
394,4,1:53.0,Personal foul by E. Payton,,94,99
395,4,1:53.0,L. Williams makes free throw 1 of 3,,95,99
396,4,1:53.0,L. Williams makes free throw 2 of 3,,96,99
397,4,1:53.0,L. Williams makes free throw 3 of 3,,97,99
398,4,1:39.0,,E. Payton misses 2-pt jump shot from 12 ft,97,99
399,4,1:38.0,Defensive rebound by D. Russell,,97,99
400,4,1:18.0,J. Randle makes 2-pt jump shot from 8 ft,,99,99
401,4,1:00.0,,S. Napier misses 3-pt jump shot from 24 ft,99,99
402,4,0:59.0,Defensive rebound by R. Hibbert,,99,99
403,4,0:36.0,J. Randle misses 2-pt jump shot from 7 ft (block by T. Harris),,99,99
404,4,0:35.0,,Defensive rebound by E. Payton,99,99
405,4,0:26.0,,S. Napier misses 2-pt layup at rim,99,99
406,4,0:26.0,,Offensive rebound by N. Vučević,99,99
407,4,0:26.0,,N. Vučević misses 2-pt layup from 2 ft,99,99
408,4,0:26.0,Defensive rebound by Team,,99,99
409,4,0:26.0,LA Lakers full timeout,,99,99
410,4,0:26.0,,A. Gordon enters the game for S. Napier,99,99
411,4,0:26.0,N. Young enters the game for J. Randle,,99,99
412,4,0:02.0,L. Williams misses 2-pt jump shot from 20 ft,,99,99
413,4,0:02.0,Offensive rebound by Team,,99,99
414,4,0:02.0,Turnover by Team (shot clock),,99,99
415,4,0:02.0,,Orlando full timeout,99,99
416,4,0:02.0,,S. Napier enters the game for A. Gordon,99,99
417,4,0:02.0,L. Nance enters the game for D. Russell,,99,99
418,4,0:02.0,J. Clarkson enters the game for N. Young,,99,99
419,4,0:00.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by T. Harris),99,101
