,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MILWAUKEE_ACTION,MINNESOTA_SCORE,MILWAUKEE_SCORE
372,4,5:34.0,Z. LaVine misses 3-pt jump shot from 25 ft,,92,102
373,4,5:31.0,Offensive rebound by T. Jones,,92,102
374,4,5:17.0,S. Muhammad misses 2-pt layup from 2 ft (block by G. Monroe),,92,102
375,4,5:17.0,Offensive rebound by Team,,92,102
376,4,5:17.0,,Loose ball foul by J. O'Bryant (drawn by G. Dieng),92,102
377,4,5:17.0,,Milwaukee full timeout,92,102
378,4,5:17.0,,G. Antetokounmpo enters the game for J. Bayless,92,102
379,4,5:17.0,,K. Middleton enters the game for R. Vaughn,92,102
380,4,5:17.0,,J. Parker enters the game for J. O'Bryant,92,102
381,4,5:10.0,D. Rudež makes 3-pt jump shot from 26 ft (assist by S. Muhammad),,95,102
382,4,4:48.0,,Turnover by G. Antetokounmpo (step out of bounds),95,102
383,4,4:36.0,Turnover by G. Dieng (traveling),,95,102
384,4,4:29.0,Violation by G. Dieng (def goaltending),,95,102
385,4,4:29.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,95,104
386,4,4:20.0,D. Rudež misses 3-pt jump shot from 25 ft,,95,104
387,4,4:18.0,,Defensive rebound by G. Antetokounmpo,95,104
388,4,4:10.0,,Offensive foul by O. Mayo (drawn by S. Muhammad),95,104
389,4,4:10.0,,Turnover by O. Mayo (offensive foul),95,104
390,4,3:59.0,S. Muhammad misses 3-pt jump shot from 24 ft,,95,104
391,4,3:58.0,,Defensive rebound by J. Parker,95,104
392,4,3:47.0,,Personal foul by Z. LaVine (drawn by K. Middleton),95,104
393,4,3:40.0,,Turnover by G. Monroe (dbl dribble),95,104
394,4,3:26.0,Z. LaVine misses 2-pt layup from 2 ft (block by J. Parker),,95,104
395,4,3:24.0,,Defensive rebound by O. Mayo,95,104
396,4,3:19.0,,O. Mayo makes 3-pt jump shot from 24 ft,95,107
397,4,3:17.0,Minnesota full timeout,,95,107
398,4,3:06.0,Personal foul by J. Parker (drawn by D. Rudež),,95,107
399,4,2:52.0,Turnover by Team (shot clock),,95,107
400,4,2:49.0,,Offensive foul by K. Middleton (drawn by Z. LaVine),95,107
401,4,2:49.0,,Turnover by K. Middleton (offensive foul),95,107
402,4,2:40.0,G. Dieng makes 2-pt jump shot from 19 ft (assist by Z. LaVine),,97,107
403,4,2:25.0,,Personal foul by D. Rudež (drawn by J. Parker),97,107
404,4,2:13.0,,G. Antetokounmpo misses 2-pt jump shot from 20 ft,97,107
405,4,2:08.0,,Offensive rebound by G. Monroe,97,107
406,4,2:08.0,,G. Monroe makes 2-pt layup from 1 ft,97,109
407,4,1:55.0,T. Jones misses 3-pt jump shot from 25 ft,,97,109
408,4,1:54.0,,Defensive rebound by K. Middleton,97,109
409,4,1:30.0,,Turnover by Team (shot clock),97,109
410,4,1:21.0,Z. LaVine misses 2-pt layup from 1 ft,,97,109
411,4,1:20.0,,Defensive rebound by G. Antetokounmpo,97,109
412,4,1:20.0,,Flagrant foul type 1 by G. Dieng (drawn by G. Antetokounmpo),97,109
413,4,1:20.0,,G. Antetokounmpo makes flagrant free throw 1 of 2,97,110
414,4,1:20.0,,G. Antetokounmpo makes flagrant free throw 2 of 2,97,111
415,4,1:00.0,,J. Parker misses 2-pt jump shot from 16 ft,97,111
416,4,1:00.0,Defensive rebound by T. Jones,,97,111
417,4,0:45.0,G. Dieng makes 2-pt dunk at rim (assist by Z. LaVine),,99,111
418,4,0:36.0,,Personal foul by Z. LaVine (drawn by K. Middleton),99,111
419,4,0:36.0,,K. Middleton makes free throw 1 of 2,99,112
420,4,0:36.0,,K. Middleton makes free throw 2 of 2,99,113
421,4,0:36.0,Turnover by D. Rudež (bad pass),,99,113
422,4,0:21.0,,J. Parker makes 2-pt layup at rim (assist by G. Antetokounmpo),99,115
423,4,0:21.0,,Shooting foul by G. Dieng (drawn by J. Parker),99,115
424,4,0:21.0,,J. Parker makes free throw 1 of 1,99,116
425,4,0:13.0,D. Rudež misses 3-pt jump shot from 25 ft,,99,116
426,4,0:08.0,Offensive rebound by G. Dieng,,99,116
427,4,0:08.0,G. Dieng makes 2-pt layup at rim,,101,116
