,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,TORONTO_ACTION,SACRAMENTO_SCORE,TORONTO_SCORE
388,4,5:22.0,,J. Johnson misses 2-pt layup from 3 ft,92,85
389,4,5:21.0,Defensive rebound by D. Cousins,,92,85
390,4,5:15.0,D. Collison misses 2-pt jump shot from 3 ft (block by C. Joseph),,92,85
391,4,5:15.0,Offensive rebound by R. Gay,,92,85
392,4,5:11.0,Turnover by R. Gay (bad pass; steal by P. Patterson),,92,85
393,4,5:05.0,,J. Johnson makes 2-pt layup from 1 ft (assist by T. Ross),92,87
394,4,5:05.0,Sacramento full timeout,,92,87
395,4,5:05.0,Official timeout,,92,87
396,4,5:05.0,R. Rondo enters the game for M. Belinelli,,92,87
397,4,4:48.0,D. Cousins makes 2-pt hook shot from 3 ft (assist by R. Rondo),,94,87
398,4,4:29.0,,P. Patterson makes 3-pt jump shot from 26 ft (assist by J. Johnson),94,90
399,4,4:08.0,R. Gay makes 3-pt jump shot from 27 ft (assist by D. Collison),,97,90
400,4,3:50.0,,P. Patterson misses 3-pt jump shot from 24 ft,97,90
401,4,3:49.0,Defensive rebound by O. Casspi,,97,90
402,4,3:29.0,O. Casspi makes 2-pt layup from 3 ft,,99,90
403,4,3:15.0,,Shooting foul by D. Collison (drawn by D. DeRozan),99,90
404,4,3:15.0,,D. DeRozan makes free throw 1 of 2,99,91
405,4,3:15.0,,D. DeRozan makes free throw 2 of 2,99,92
406,4,2:53.0,O. Casspi misses 3-pt jump shot from 23 ft,,99,92
407,4,2:53.0,,Defensive rebound by J. Johnson,99,92
408,4,2:51.0,,Turnover by J. Johnson (lost ball; steal by D. Collison),99,92
409,4,2:39.0,Shooting foul by T. Ross (drawn by D. Cousins),,99,92
410,4,2:39.0,,Toronto full timeout,99,92
411,4,2:39.0,,B. Biyombo enters the game for C. Joseph,99,92
412,4,2:39.0,D. Cousins misses free throw 1 of 2,,99,92
413,4,2:39.0,Offensive rebound by Team,,99,92
414,4,2:39.0,D. Cousins misses free throw 2 of 2,,99,92
415,4,2:39.0,,Defensive rebound by B. Biyombo,99,92
416,4,2:15.0,,D. DeRozan misses 2-pt jump shot from 19 ft,99,92
417,4,2:14.0,Defensive rebound by O. Casspi,,99,92
418,4,2:02.0,D. Collison makes 3-pt jump shot from 23 ft (assist by R. Rondo),,102,92
419,4,1:48.0,,T. Ross misses 3-pt jump shot from 25 ft,102,92
420,4,1:48.0,Defensive rebound by R. Gay,,102,92
421,4,1:24.0,R. Rondo misses 3-pt jump shot from 24 ft,,102,92
422,4,1:24.0,,Defensive rebound by J. Johnson,102,92
423,4,1:15.0,,D. DeRozan misses 2-pt jump shot from 5 ft (block by D. Cousins),102,92
424,4,1:13.0,Defensive rebound by O. Casspi,,102,92
425,4,1:10.0,D. Collison makes 2-pt layup from 1 ft (assist by O. Casspi),,104,92
426,4,1:10.0,,Toronto full timeout,104,92
427,4,1:01.0,,D. DeRozan misses 2-pt jump shot from 15 ft,104,92
428,4,1:00.0,Defensive rebound by O. Casspi,,104,92
429,4,0:42.0,R. Gay misses 3-pt jump shot from 25 ft,,104,92
430,4,0:42.0,,Defensive rebound by P. Patterson,104,92
431,4,0:36.0,,Turnover by T. Ross (bad pass),104,92
432,4,0:12.0,D. Collison misses 3-pt jump shot from 23 ft (block by J. Johnson),,104,92
433,4,0:12.0,Offensive rebound by Team,,104,92
434,4,0:12.0,Turnover by Team (shot clock),,104,92
435,4,0:05.0,,D. DeRozan misses 2-pt jump shot at rim,104,92
436,4,0:05.0,,Offensive rebound by D. DeRozan,104,92
437,4,0:05.0,,D. DeRozan makes 2-pt layup at rim,104,94
