,QUARTER,TIME_REMAINING,DETROIT_ACTION,GOLDEN STATE_ACTION,DETROIT_SCORE,GOLDEN STATE_SCORE
42,1,5:15.0,Turnover by R. Jackson (lost ball; steal by D. Green),,10,14
43,1,5:06.0,,K. Thompson misses 3-pt jump shot from 25 ft,10,14
44,1,5:06.0,Defensive rebound by K. Caldwell-Pope,,10,14
45,1,5:00.0,Turnover by R. Jackson (bad pass; steal by D. Green),,10,14
46,1,4:54.0,,D. Green makes 2-pt layup at rim,10,16
47,1,4:37.0,R. Jackson makes 2-pt jump shot from 17 ft,,12,16
48,1,4:31.0,,Golden State full timeout,12,16
49,1,4:31.0,,A. Bogut enters the game for F. Ezeli,12,16
50,1,4:31.0,S. Johnson enters the game for M. Morris,,12,16
51,1,4:18.0,,S. Curry misses 2-pt jump shot from 4 ft,12,16
52,1,4:16.0,,Offensive rebound by A. Bogut,12,16
53,1,4:16.0,,A. Bogut misses 2-pt layup from 2 ft,12,16
54,1,4:14.0,,Offensive rebound by A. Bogut,12,16
55,1,4:14.0,,A. Bogut makes 2-pt layup at rim,12,18
56,1,4:00.0,E. İlyasova misses 3-pt jump shot from 26 ft,,12,18
57,1,3:59.0,,Defensive rebound by A. Bogut,12,18
58,1,3:44.0,,S. Curry misses 2-pt jump shot from 15 ft,12,18
59,1,3:44.0,,Offensive rebound by Team,12,18
60,1,3:44.0,,Turnover by A. Bogut (offensive goaltending),12,18
61,1,3:29.0,R. Jackson misses 3-pt jump shot from 28 ft,,12,18
62,1,3:28.0,Offensive rebound by E. İlyasova,,12,18
63,1,3:26.0,Turnover by E. İlyasova (lost ball; steal by A. Iguodala),,12,18
64,1,3:22.0,,Turnover by K. Thompson (bad pass),12,18
65,1,3:22.0,,S. Livingston enters the game for K. Thompson,12,18
66,1,3:14.0,Shooting foul by A. Bogut (drawn by R. Jackson),,12,18
67,1,3:14.0,R. Jackson misses free throw 1 of 2,,12,18
68,1,3:14.0,Offensive rebound by Team,,12,18
69,1,3:14.0,A. Tolliver enters the game for E. İlyasova,,12,18
70,1,3:14.0,R. Jackson makes free throw 2 of 2,,13,18
71,1,3:01.0,Violation by A. Drummond (def goaltending),,13,18
72,1,3:01.0,,A. Bogut makes 2-pt hook shot from 6 ft (assist by D. Green),13,20
73,1,2:51.0,Offensive foul by A. Drummond (drawn by S. Curry),,13,20
74,1,2:51.0,Turnover by A. Drummond (offensive foul),,13,20
75,1,2:51.0,,H. Barnes enters the game for D. Green,13,20
76,1,2:42.0,,Turnover by S. Curry (bad pass; steal by A. Drummond),13,20
77,1,2:24.0,R. Jackson makes 2-pt layup from 2 ft (assist by A. Drummond),,15,20
78,1,2:08.0,,S. Curry misses 2-pt jump shot from 12 ft,15,20
79,1,2:08.0,Defensive rebound by Team,,15,20
80,1,2:08.0,S. Blake enters the game for K. Caldwell-Pope,,15,20
81,1,2:08.0,M. Morris enters the game for R. Jackson,,15,20
82,1,1:53.0,A. Drummond misses 2-pt layup from 1 ft,,15,20
83,1,1:53.0,,Defensive rebound by Team,15,20
84,1,1:53.0,Loose ball foul by M. Morris (drawn by H. Barnes),,15,20
85,1,1:34.0,,S. Curry misses 3-pt jump shot from 23 ft,15,20
86,1,1:34.0,Defensive rebound by A. Drummond,,15,20
87,1,1:27.0,Turnover by S. Blake (lost ball; steal by S. Curry),,15,20
88,1,1:24.0,,Shooting foul by S. Johnson (drawn by S. Curry),15,20
89,1,1:24.0,,S. Curry makes free throw 1 of 2,15,21
90,1,1:24.0,,S. Curry misses free throw 2 of 2,15,21
91,1,1:23.0,Defensive rebound by A. Drummond,,15,21
92,1,1:08.0,Personal foul by A. Iguodala (drawn by M. Morris),,15,21
93,1,0:56.0,M. Morris misses 2-pt jump shot from 20 ft,,15,21
94,1,0:55.0,,Defensive rebound by S. Livingston,15,21
95,1,0:48.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by S. Livingston),15,24
96,1,0:33.0,A. Drummond misses 2-pt hook shot from 8 ft,,15,24
97,1,0:32.0,,Defensive rebound by A. Bogut,15,24
98,1,0:10.0,,A. Iguodala makes 3-pt jump shot from 25 ft (assist by A. Bogut),15,27
99,1,0:01.0,S. Johnson misses 2-pt hook shot from 6 ft,,15,27
100,1,0:00.0,,Defensive rebound by A. Iguodala,15,27
101,2,11:46.0,Turnover by A. Baynes (lost ball),,15,27
102,2,11:30.0,,A. Iguodala misses 2-pt jump shot from 21 ft,15,27
103,2,11:29.0,Defensive rebound by S. Johnson,,15,27
104,2,11:22.0,S. Johnson makes 2-pt layup from 2 ft,,17,27
105,2,11:07.0,,H. Barnes misses 2-pt jump shot from 18 ft,17,27
106,2,11:07.0,Defensive rebound by S. Blake,,17,27
107,2,10:56.0,M. Morris makes 2-pt jump shot from 13 ft,,19,27
108,2,10:36.0,,Personal foul by M. Morris (drawn by A. Bogut),19,27
109,2,10:24.0,,S. Livingston makes 2-pt jump shot from 16 ft,19,29
110,2,10:06.0,M. Morris makes 2-pt jump shot from 17 ft,,21,29
111,2,9:52.0,,S. Livingston misses 2-pt jump shot from 14 ft,21,29
112,2,9:51.0,Defensive rebound by A. Baynes,,21,29
113,2,9:43.0,Turnover by S. Blake (bad pass; steal by L. Barbosa),,21,29
114,2,9:38.0,,A. Iguodala makes 2-pt dunk at rim (assist by L. Barbosa),21,31
115,2,9:18.0,Turnover by A. Baynes (traveling),,21,31
116,2,9:05.0,,Turnover by H. Barnes (lost ball),21,31
117,2,9:05.0,,M. Speights enters the game for A. Bogut,21,31
118,2,8:51.0,M. Morris makes 2-pt jump shot from 9 ft,,23,31
119,2,8:37.0,,M. Speights misses 2-pt layup from 1 ft,23,31
120,2,8:35.0,,Offensive rebound by S. Livingston,23,31
121,2,8:35.0,,S. Livingston misses 2-pt layup at rim,23,31
122,2,8:33.0,Defensive rebound by M. Morris,,23,31
123,2,8:30.0,Personal foul by L. Barbosa (drawn by M. Morris),,23,31
124,2,8:30.0,Official timeout,,23,31
125,2,8:30.0,K. Caldwell-Pope enters the game for S. Johnson,,23,31
126,2,8:30.0,,K. Thompson enters the game for A. Iguodala,23,31
127,2,8:23.0,Shooting foul by M. Speights (drawn by M. Morris),,23,31
128,2,8:23.0,M. Morris misses free throw 1 of 3,,23,31
129,2,8:23.0,Offensive rebound by Team,,23,31
130,2,8:23.0,M. Morris makes free throw 2 of 3,,24,31
131,2,8:23.0,M. Morris misses free throw 3 of 3,,24,31
132,2,8:21.0,Offensive rebound by M. Morris,,24,31
133,2,8:14.0,A. Baynes makes 2-pt hook shot from 8 ft,,26,31
134,2,7:56.0,,M. Speights misses 2-pt hook shot from 6 ft,26,31
135,2,7:56.0,Defensive rebound by A. Baynes,,26,31
136,2,7:47.0,S. Blake makes 3-pt jump shot from 25 ft,,29,31
137,2,7:35.0,,K. Thompson misses 2-pt jump shot from 18 ft,29,31
138,2,7:34.0,,Offensive rebound by M. Speights,29,31
139,2,7:33.0,,S. Curry enters the game for S. Livingston,29,31
140,2,7:33.0,,D. Green enters the game for H. Barnes,29,31
141,2,7:25.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),29,34
142,2,7:10.0,S. Blake makes 2-pt jump shot from 19 ft (assist by A. Baynes),,31,34
143,2,6:55.0,,L. Barbosa makes 3-pt jump shot from 26 ft (assist by K. Thompson),31,37
144,2,6:44.0,Detroit full timeout,,31,37
145,2,6:44.0,S. Johnson enters the game for A. Tolliver,,31,37
146,2,6:34.0,M. Morris misses 2-pt jump shot from 15 ft,,31,37
147,2,6:34.0,,Defensive rebound by S. Curry,31,37
148,2,6:25.0,,S. Curry misses 2-pt jump shot from 16 ft,31,37
149,2,6:23.0,,Offensive rebound by M. Speights,31,37
150,2,6:23.0,,M. Speights misses 2-pt layup from 1 ft,31,37
151,2,6:21.0,Defensive rebound by A. Baynes,,31,37
152,2,6:11.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,31,37
153,2,6:10.0,Offensive rebound by A. Baynes,,31,37
154,2,6:10.0,A. Baynes misses 2-pt layup at rim,,31,37
155,2,6:10.0,Offensive rebound by Team,,31,37
156,2,6:10.0,,Loose ball foul by M. Speights (drawn by A. Baynes),31,37
157,2,5:56.0,S. Johnson makes 2-pt jump shot from 14 ft,,33,37
158,2,5:54.0,Violation by Team (delay of game),,33,37
159,2,5:41.0,,K. Thompson misses 3-pt jump shot from 24 ft,33,37
160,2,5:40.0,Defensive rebound by M. Morris,,33,37
161,2,5:27.0,M. Morris misses 2-pt jump shot from 13 ft,,33,37
162,2,5:27.0,,Defensive rebound by M. Speights,33,37
163,2,5:14.0,,M. Speights makes 2-pt jump shot from 18 ft (assist by D. Green),33,39
164,2,5:06.0,Detroit full timeout,,33,39
165,2,5:06.0,,F. Ezeli enters the game for M. Speights,33,39
166,2,5:06.0,,A. Iguodala enters the game for L. Barbosa,33,39
167,2,5:06.0,R. Jackson enters the game for S. Blake,,33,39
168,2,5:06.0,A. Drummond enters the game for A. Baynes,,33,39
169,2,4:58.0,R. Jackson makes 2-pt hook shot from 6 ft,,35,39
170,2,4:44.0,,S. Curry makes 2-pt layup from 2 ft,35,41
171,2,4:18.0,A. Drummond misses 2-pt jump shot from 6 ft,,35,41
172,2,4:16.0,,Defensive rebound by Team,35,41
173,2,4:08.0,,S. Curry misses 3-pt jump shot from 24 ft,35,41
174,2,4:08.0,,Offensive rebound by Team,35,41
175,2,4:02.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by F. Ezeli),35,43
176,2,3:46.0,S. Johnson misses 3-pt jump shot from 24 ft,,35,43
177,2,3:46.0,Offensive rebound by K. Caldwell-Pope,,35,43
178,2,3:39.0,K. Caldwell-Pope makes 2-pt jump shot from 6 ft,,37,43
179,2,3:25.0,,A. Iguodala misses 2-pt layup from 2 ft,37,43
180,2,3:23.0,Defensive rebound by K. Caldwell-Pope,,37,43
181,2,3:16.0,S. Johnson makes 2-pt layup at rim (assist by M. Morris),,39,43
182,2,2:56.0,,A. Iguodala makes 2-pt jump shot from 14 ft (assist by F. Ezeli),39,45
183,2,2:42.0,R. Jackson misses 2-pt jump shot from 12 ft,,39,45
184,2,2:42.0,,Defensive rebound by K. Thompson,39,45
185,2,2:34.0,,D. Green misses 2-pt jump shot from 8 ft,39,45
186,2,2:33.0,Defensive rebound by R. Jackson,,39,45
187,2,2:28.0,S. Johnson makes 2-pt dunk at rim (assist by R. Jackson),,41,45
188,2,2:24.0,,Golden State full timeout,41,45
189,2,2:24.0,,Golden State full timeout,41,45
190,2,2:15.0,,F. Ezeli misses 2-pt hook shot from 7 ft,41,45
191,2,2:15.0,,Offensive rebound by F. Ezeli,41,45
192,2,2:15.0,,Shooting foul by A. Drummond (drawn by F. Ezeli),41,45
193,2,2:15.0,,F. Ezeli makes free throw 1 of 2,41,46
194,2,2:15.0,,F. Ezeli makes free throw 2 of 2,41,47
195,2,1:51.0,A. Drummond makes 2-pt jump shot from 6 ft,,43,47
196,2,1:39.0,,K. Thompson misses 2-pt jump shot from 12 ft,43,47
197,2,1:39.0,Defensive rebound by A. Drummond,,43,47
198,2,1:28.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,43,47
199,2,1:28.0,,Defensive rebound by Team,43,47
200,2,1:28.0,E. İlyasova enters the game for M. Morris,,43,47
201,2,1:28.0,A. Baynes enters the game for A. Drummond,,43,47
202,2,1:11.0,,A. Iguodala makes 2-pt layup at rim (assist by D. Green),43,49
203,2,1:11.0,,Shooting foul by E. İlyasova (drawn by A. Iguodala),43,49
204,2,1:11.0,,A. Iguodala makes free throw 1 of 1,43,50
205,2,1:00.0,R. Jackson makes 3-pt jump shot from 24 ft,,46,50
206,2,0:54.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Iguodala),46,53
207,2,0:40.0,,H. Barnes enters the game for F. Ezeli,46,53
208,2,0:40.0,R. Bullock enters the game for A. Baynes,,46,53
209,2,0:40.0,Turnover by R. Jackson (lost ball; steal by K. Thompson),,46,53
210,2,0:28.0,,Turnover by A. Iguodala (bad pass; steal by K. Caldwell-Pope),46,53
211,2,0:24.0,Offensive foul by R. Bullock (drawn by S. Curry),,46,53
212,2,0:24.0,Turnover by R. Bullock (offensive foul),,46,53
213,2,0:07.0,,S. Curry makes 2-pt layup from 2 ft,46,55
214,2,0:01.0,R. Jackson misses 3-pt jump shot from 24 ft,,46,55
215,2,0:00.0,Offensive rebound by Team,,46,55
216,3,11:46.0,R. Jackson misses 2-pt jump shot from 6 ft,,46,55
217,3,11:46.0,,Defensive rebound by D. Green,46,55
218,3,11:40.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),46,58
219,3,11:19.0,Turnover by R. Jackson (bad pass; steal by S. Curry),,46,58
220,3,11:15.0,,D. Green makes 2-pt dunk at rim (assist by S. Curry),46,60
221,3,11:14.0,Detroit full timeout,,46,60
222,3,10:48.0,M. Morris makes 3-pt jump shot from 26 ft (assist by A. Drummond),,49,60
223,3,10:46.0,,Turnover by S. Curry (traveling),49,60
224,3,10:37.0,Personal foul by K. Thompson (drawn by M. Morris),,49,60
225,3,10:21.0,M. Morris misses 2-pt jump shot from 16 ft,,49,60
226,3,10:20.0,,Defensive rebound by S. Curry,49,60
227,3,10:13.0,,S. Curry misses 2-pt jump shot from 3 ft (block by K. Caldwell-Pope),49,60
228,3,10:13.0,,Offensive rebound by Team,49,60
229,3,10:09.0,,S. Curry misses 3-pt jump shot from 22 ft,49,60
230,3,10:09.0,Defensive rebound by Team,,49,60
231,3,10:09.0,,Loose ball foul by F. Ezeli (drawn by A. Drummond),49,60
232,3,9:55.0,K. Caldwell-Pope makes 2-pt jump shot from 19 ft (assist by E. İlyasova),,51,60
233,3,9:39.0,,Turnover by S. Curry (lost ball; steal by K. Caldwell-Pope),51,60
234,3,9:30.0,R. Jackson misses 3-pt jump shot from 25 ft,,51,60
235,3,9:29.0,,Defensive rebound by H. Barnes,51,60
236,3,9:17.0,,H. Barnes misses 2-pt jump shot from 11 ft,51,60
237,3,9:17.0,,Offensive rebound by S. Curry,51,60
238,3,9:04.0,,K. Thompson misses 2-pt jump shot from 19 ft,51,60
239,3,9:03.0,Defensive rebound by Team,,51,60
240,3,8:47.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,51,60
241,3,8:46.0,,Defensive rebound by D. Green,51,60
242,3,8:40.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),51,63
243,3,8:16.0,R. Jackson misses 2-pt jump shot from 10 ft,,51,63
244,3,8:15.0,,Defensive rebound by D. Green,51,63
245,3,8:08.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by H. Barnes),51,66
246,3,7:52.0,E. İlyasova misses 3-pt jump shot from 25 ft,,51,66
247,3,7:50.0,,Defensive rebound by K. Thompson,51,66
248,3,7:34.0,,Personal foul by K. Caldwell-Pope (drawn by H. Barnes),51,66
249,3,7:29.0,,Shooting foul by E. İlyasova (drawn by F. Ezeli),51,66
250,3,7:29.0,,F. Ezeli makes free throw 1 of 2,51,67
251,3,7:29.0,,F. Ezeli makes free throw 2 of 2,51,68
252,3,7:18.0,Shooting foul by F. Ezeli (drawn by A. Drummond),,51,68
253,3,7:18.0,A. Drummond misses free throw 1 of 2,,51,68
254,3,7:18.0,Offensive rebound by Team,,51,68
255,3,7:18.0,A. Drummond misses free throw 2 of 2,,51,68
256,3,7:17.0,Offensive rebound by A. Drummond,,51,68
257,3,7:15.0,Turnover by A. Drummond (lost ball; steal by K. Thompson),,51,68
258,3,7:13.0,,Turnover by K. Thompson (lost ball; steal by A. Drummond),51,68
259,3,7:10.0,Detroit full timeout,,51,68
260,3,6:54.0,R. Jackson misses 2-pt jump shot from 4 ft (block by D. Green),,51,68
261,3,6:53.0,Offensive rebound by A. Drummond,,51,68
262,3,6:53.0,A. Drummond makes 2-pt layup from 1 ft,,53,68
263,3,6:42.0,,Turnover by H. Barnes (bad pass; steal by R. Jackson),53,68
264,3,6:27.0,M. Morris misses 2-pt jump shot from 15 ft,,53,68
265,3,6:26.0,,Defensive rebound by S. Curry,53,68
266,3,6:23.0,,H. Barnes makes 2-pt dunk at rim (assist by S. Curry),53,70
267,3,5:59.0,A. Drummond misses 2-pt layup from 2 ft,,53,70
268,3,5:56.0,Offensive rebound by E. İlyasova,,53,70
269,3,5:56.0,E. İlyasova makes 2-pt layup at rim,,55,70
270,3,5:40.0,,H. Barnes misses 3-pt jump shot from 26 ft,55,70
271,3,5:40.0,Defensive rebound by A. Drummond,,55,70
272,3,5:20.0,M. Morris makes 2-pt jump shot from 5 ft,,57,70
273,3,5:20.0,Shooting foul by F. Ezeli (drawn by M. Morris),,57,70
274,3,5:20.0,,A. Iguodala enters the game for F. Ezeli,57,70
275,3,5:20.0,S. Johnson enters the game for E. İlyasova,,57,70
276,3,5:20.0,M. Morris makes free throw 1 of 1,,58,70
277,3,5:07.0,,D. Green misses 2-pt layup from 1 ft,58,70
278,3,5:07.0,Defensive rebound by A. Drummond,,58,70
279,3,4:58.0,R. Jackson misses 3-pt jump shot from 25 ft,,58,70
280,3,4:58.0,,Defensive rebound by A. Iguodala,58,70
281,3,4:37.0,,S. Curry misses 3-pt jump shot from 24 ft,58,70
282,3,4:37.0,Defensive rebound by A. Drummond,,58,70
283,3,4:31.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by R. Jackson),,60,70
284,3,4:26.0,,Golden State full timeout,60,70
285,3,4:21.0,,Turnover by D. Green (lost ball; steal by M. Morris),60,70
286,3,4:11.0,Turnover by A. Drummond (lost ball; steal by D. Green),,60,70
287,3,4:05.0,,Shooting foul by S. Johnson (drawn by A. Iguodala),60,70
288,3,4:05.0,,A. Iguodala misses free throw 1 of 2,60,70
289,3,4:05.0,,Offensive rebound by Team,60,70
290,3,4:05.0,,A. Bogut enters the game for H. Barnes,60,70
291,3,4:05.0,,S. Livingston enters the game for K. Thompson,60,70
292,3,4:05.0,,A. Iguodala makes free throw 2 of 2,60,71
293,3,3:43.0,A. Drummond misses 2-pt hook shot from 13 ft,,60,71
294,3,3:40.0,,Defensive rebound by D. Green,60,71
295,3,3:33.0,,Shooting foul by K. Caldwell-Pope (drawn by S. Curry),60,71
296,3,3:33.0,,S. Curry makes free throw 1 of 3,60,72
297,3,3:33.0,,S. Curry makes free throw 2 of 3,60,73
298,3,3:33.0,,S. Curry makes free throw 3 of 3,60,74
299,3,3:12.0,S. Johnson makes 3-pt jump shot from 23 ft (assist by M. Morris),,63,74
300,3,2:53.0,,A. Iguodala misses 2-pt layup from 1 ft (block by A. Drummond),63,74
301,3,2:52.0,,Offensive rebound by A. Iguodala,63,74
302,3,2:51.0,,A. Iguodala misses 2-pt layup from 1 ft,63,74
303,3,2:49.0,Defensive rebound by A. Drummond,,63,74
304,3,2:38.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by R. Jackson),,66,74
305,3,2:21.0,,D. Green misses 2-pt jump shot from 19 ft,66,74
306,3,2:21.0,Defensive rebound by S. Johnson,,66,74
307,3,2:14.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,66,74
308,3,2:13.0,Offensive rebound by A. Drummond,,66,74
309,3,2:11.0,A. Drummond makes 2-pt hook shot from 4 ft,,68,74
310,3,1:52.0,,S. Curry misses 2-pt layup from 2 ft,68,74
311,3,1:50.0,,Offensive rebound by A. Bogut,68,74
312,3,1:50.0,,A. Bogut misses 2-pt layup at rim,68,74
313,3,1:49.0,,Offensive rebound by A. Bogut,68,74
314,3,1:49.0,,A. Bogut makes 2-pt layup at rim,68,76
315,3,1:31.0,R. Jackson makes 2-pt layup from 1 ft,,70,76
316,3,1:04.0,,S. Curry misses 2-pt jump shot from 18 ft,70,76
317,3,1:03.0,,Offensive rebound by A. Bogut,70,76
318,3,1:03.0,,A. Bogut misses 2-pt layup at rim,70,76
319,3,1:01.0,Defensive rebound by S. Johnson,,70,76
320,3,1:01.0,Personal take foul by A. Bogut (drawn by S. Johnson),,70,76
321,3,1:01.0,R. Jackson makes free throw 1 of 2,,71,76
322,3,1:01.0,,J. McAdoo enters the game for D. Green,71,76
323,3,1:01.0,A. Tolliver enters the game for M. Morris,,71,76
324,3,1:01.0,R. Jackson makes free throw 2 of 2,,72,76
325,3,0:49.0,,A. Bogut makes 2-pt layup from 1 ft (assist by J. McAdoo),72,78
326,3,0:35.0,Personal foul by S. Livingston (drawn by R. Jackson),,72,78
327,3,0:35.0,R. Jackson makes free throw 1 of 2,,73,78
328,3,0:35.0,R. Jackson makes free throw 2 of 2,,74,78
329,3,0:16.0,,S. Curry makes 2-pt layup from 1 ft,74,80
330,3,0:00.0,R. Jackson makes 2-pt layup from 2 ft,,76,80
331,4,11:43.0,,L. Barbosa misses 2-pt jump shot from 6 ft,76,80
332,4,11:40.0,Defensive rebound by A. Tolliver,,76,80
333,4,11:31.0,Personal foul by A. Bogut (drawn by A. Baynes),,76,80
334,4,11:14.0,A. Tolliver misses 3-pt jump shot from 25 ft,,76,80
335,4,11:13.0,Offensive rebound by S. Johnson,,76,80
336,4,11:03.0,Turnover by M. Morris (step out of bounds),,76,80
337,4,10:43.0,,Turnover by S. Livingston (lost ball),76,80
338,4,10:22.0,S. Johnson misses 2-pt jump shot from 14 ft,,76,80
339,4,10:21.0,,Defensive rebound by A. Bogut,76,80
340,4,10:09.0,,L. Barbosa misses 2-pt layup from 2 ft,76,80
341,4,10:09.0,Defensive rebound by S. Johnson,,76,80
342,4,9:55.0,Turnover by S. Blake (bad pass; steal by S. Livingston),,76,80
343,4,9:50.0,,A. Iguodala makes 2-pt dunk at rim (assist by S. Livingston),76,82
344,4,9:33.0,M. Morris makes 2-pt jump shot from 18 ft,,78,82
345,4,9:08.0,,H. Barnes makes 3-pt jump shot from 24 ft (assist by A. Iguodala),78,85
346,4,8:50.0,Personal foul by L. Barbosa (drawn by M. Morris),,78,85
347,4,8:50.0,Official timeout,,78,85
348,4,8:43.0,Personal foul by H. Barnes (drawn by M. Morris),,78,85
349,4,8:28.0,S. Johnson misses 3-pt jump shot from 31 ft,,78,85
350,4,8:28.0,,Defensive rebound by Team,78,85
351,4,8:13.0,,L. Barbosa makes 2-pt jump shot from 5 ft,78,87
352,4,7:52.0,A. Tolliver misses 2-pt jump shot from 16 ft,,78,87
353,4,7:51.0,,Defensive rebound by A. Iguodala,78,87
354,4,7:36.0,,L. Barbosa makes 3-pt jump shot from 26 ft (assist by H. Barnes),78,90
355,4,7:24.0,Turnover by S. Blake (lost ball; steal by L. Barbosa),,78,90
356,4,7:19.0,,S. Livingston makes 2-pt layup from 1 ft (assist by L. Barbosa),78,92
357,4,7:15.0,Detroit full timeout,,78,92
358,4,7:15.0,,K. Thompson enters the game for A. Iguodala,78,92
359,4,7:15.0,A. Drummond enters the game for A. Tolliver,,78,92
360,4,7:15.0,K. Caldwell-Pope enters the game for S. Blake,,78,92
361,4,7:15.0,R. Jackson enters the game for A. Baynes,,78,92
362,4,7:03.0,R. Jackson misses 2-pt jump shot from 7 ft,,78,92
363,4,7:02.0,Offensive rebound by A. Drummond,,78,92
364,4,7:02.0,A. Drummond makes 2-pt dunk at rim,,80,92
365,4,6:50.0,,L. Barbosa makes 2-pt jump shot from 16 ft,80,94
366,4,6:31.0,S. Johnson makes 2-pt layup from 2 ft (assist by R. Jackson),,82,94
367,4,6:09.0,,K. Thompson makes 2-pt jump shot from 12 ft (assist by A. Bogut),82,96
368,4,5:54.0,R. Jackson misses 3-pt jump shot from 25 ft,,82,96
369,4,5:54.0,,Defensive rebound by A. Bogut,82,96
370,4,5:47.0,,H. Barnes makes 2-pt layup from 1 ft (assist by L. Barbosa),82,98
371,4,5:20.0,A. Drummond misses 2-pt jump shot from 11 ft,,82,98
372,4,5:19.0,Offensive rebound by S. Johnson,,82,98
373,4,5:17.0,S. Johnson misses 2-pt jump shot from 5 ft,,82,98
374,4,5:17.0,,Defensive rebound by Team,82,98
375,4,5:17.0,Loose ball foul by A. Drummond (drawn by A. Bogut),,82,98
376,4,5:17.0,,D. Green enters the game for H. Barnes,82,98
377,4,5:17.0,,S. Curry enters the game for L. Barbosa,82,98
378,4,5:07.0,,K. Thompson misses 2-pt jump shot from 22 ft,82,98
379,4,5:07.0,Defensive rebound by R. Jackson,,82,98
380,4,4:59.0,Personal foul by S. Livingston (drawn by R. Jackson),,82,98
381,4,4:51.0,Turnover by R. Jackson (lost ball; steal by D. Green),,82,98
382,4,4:33.0,,Personal foul by K. Caldwell-Pope (drawn by S. Curry),82,98
383,4,4:33.0,,F. Ezeli enters the game for A. Bogut,82,98
