,QUARTER,TIME_REMAINING,TORONTO_ACTION,MILWAUKEE_ACTION,TORONTO_SCORE,MILWAUKEE_SCORE
109,2,10:34.0,,T. Ennis makes 2-pt layup from 1 ft,27,30
110,2,10:19.0,Turnover by P. Patterson (lost ball; steal by J. O'Bryant),,27,30
111,2,10:08.0,,Personal foul by P. Patterson,27,30
112,2,10:01.0,,J. O'Bryant misses 2-pt hook shot from 8 ft,27,30
113,2,9:59.0,Defensive rebound by K. Lowry,,27,30
114,2,9:46.0,T. Ross makes 3-pt jump shot from 24 ft (assist by P. Patterson),,30,30
115,2,9:27.0,,J. Parker makes 2-pt layup from 1 ft,30,32
116,2,9:09.0,J. Thompson misses 2-pt jump shot from 17 ft,,30,32
117,2,9:08.0,Offensive rebound by K. Lowry,,30,32
118,2,8:55.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by K. Lowry),,33,32
119,2,8:36.0,,J. Bayless makes 2-pt layup from 2 ft,33,34
120,2,8:28.0,C. Joseph makes 2-pt layup from 2 ft (assist by K. Lowry),,35,34
121,2,8:23.0,,Personal foul by P. Patterson,35,34
122,2,8:23.0,Official timeout,,35,34
123,2,8:23.0,,G. Monroe enters the game for M. Plumlee,35,34
124,2,8:23.0,L. Scola enters the game for P. Patterson,,35,34
125,2,8:14.0,,Shooting foul by C. Joseph (drawn by T. Ennis),35,34
126,2,8:14.0,,T. Ennis makes free throw 1 of 2,35,35
127,2,8:14.0,,T. Ennis makes free throw 2 of 2,35,36
128,2,8:01.0,T. Ross misses 3-pt jump shot from 24 ft,,35,36
129,2,8:00.0,,Defensive rebound by G. Monroe,35,36
130,2,7:50.0,,G. Monroe misses 2-pt jump shot from 18 ft,35,36
131,2,7:49.0,Defensive rebound by C. Joseph,,35,36
132,2,7:39.0,L. Scola makes 3-pt jump shot from 22 ft (assist by T. Ross),,38,36
133,2,7:22.0,,J. O'Bryant misses 2-pt jump shot from 16 ft,38,36
134,2,7:21.0,Defensive rebound by K. Lowry,,38,36
135,2,7:15.0,T. Ross misses 2-pt layup at rim,,38,36
136,2,7:09.0,Offensive rebound by L. Scola,,38,36
137,2,7:09.0,L. Scola misses 3-pt jump shot from 23 ft,,38,36
138,2,7:08.0,Offensive rebound by T. Ross,,38,36
139,2,7:04.0,L. Scola misses 2-pt hook shot from 8 ft,,38,36
140,2,7:02.0,,Defensive rebound by J. Parker,38,36
141,2,6:53.0,,Personal foul by J. Thompson,38,36
142,2,6:53.0,B. Biyombo enters the game for J. Thompson,,38,36
143,2,6:41.0,,T. Ennis misses 2-pt jump shot from 14 ft,38,36
144,2,6:40.0,Defensive rebound by L. Scola,,38,36
145,2,6:33.0,K. Lowry makes 3-pt jump shot from 26 ft,,41,36
146,2,6:33.0,,Milwaukee full timeout,41,36
147,2,6:33.0,,G. Antetokounmpo enters the game for T. Ennis,41,36
148,2,6:33.0,,K. Middleton enters the game for J. O'Bryant,41,36
149,2,6:33.0,N. Powell enters the game for T. Ross,,41,36
150,2,6:18.0,,J. Parker misses 2-pt jump shot from 20 ft,41,36
151,2,6:16.0,Defensive rebound by B. Biyombo,,41,36
152,2,6:09.0,C. Joseph misses 2-pt layup at rim,,41,36
153,2,6:08.0,,Defensive rebound by G. Antetokounmpo,41,36
154,2,6:00.0,,G. Monroe makes 2-pt layup at rim (assist by G. Antetokounmpo),41,38
155,2,5:47.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by L. Scola),,44,38
156,2,5:24.0,,G. Antetokounmpo misses 2-pt jump shot from 9 ft,44,38
157,2,5:23.0,Defensive rebound by Team,,44,38
158,2,5:23.0,,Loose ball foul by G. Antetokounmpo,44,38
159,2,4:58.0,N. Powell makes 3-pt jump shot from 23 ft (assist by K. Lowry),,47,38
160,2,4:34.0,,K. Middleton misses 3-pt jump shot from 25 ft,47,38
161,2,4:32.0,Defensive rebound by L. Scola,,47,38
162,2,4:19.0,L. Scola misses 2-pt jump shot from 15 ft,,47,38
163,2,4:17.0,,Defensive rebound by G. Monroe,47,38
164,2,4:12.0,,Personal foul by L. Scola,47,38
165,2,4:12.0,,G. Antetokounmpo makes free throw 1 of 2,47,39
166,2,4:12.0,J. Johnson enters the game for C. Joseph,,47,39
167,2,4:12.0,,G. Antetokounmpo misses free throw 2 of 2,47,39
168,2,4:11.0,,Offensive rebound by G. Antetokounmpo,47,39
169,2,4:07.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,47,41
170,2,3:50.0,Shooting foul by J. Parker (drawn by K. Lowry),,47,41
171,2,3:50.0,K. Lowry makes free throw 1 of 2,,48,41
172,2,3:50.0,K. Lowry makes free throw 2 of 2,,49,41
173,2,3:42.0,,K. Middleton makes 2-pt jump shot from 22 ft (assist by G. Antetokounmpo),49,43
174,2,3:23.0,N. Powell misses 3-pt jump shot from 23 ft,,49,43
175,2,3:21.0,,Defensive rebound by J. Parker,49,43
176,2,3:08.0,,K. Middleton misses 2-pt jump shot from 13 ft,49,43
177,2,3:07.0,,Offensive rebound by G. Monroe,49,43
178,2,3:05.0,,Technical foul by K. Middleton,49,43
179,2,3:05.0,K. Lowry makes technical free throw,,50,43
180,2,2:54.0,,J. Parker makes 2-pt jump shot from 10 ft,50,45
181,2,2:31.0,K. Lowry misses 3-pt jump shot from 25 ft,,50,45
182,2,2:30.0,,Defensive rebound by G. Monroe,50,45
183,2,2:13.0,,J. Bayless misses 3-pt jump shot from 25 ft,50,45
184,2,2:12.0,Defensive rebound by B. Biyombo,,50,45
185,2,2:09.0,Toronto full timeout,,50,45
186,2,2:09.0,T. Ross enters the game for N. Powell,,50,45
187,2,1:47.0,K. Lowry misses 2-pt jump shot from 12 ft,,50,45
188,2,1:46.0,Offensive rebound by B. Biyombo,,50,45
189,2,1:44.0,B. Biyombo makes 2-pt dunk at rim,,52,45
190,2,1:31.0,,G. Monroe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),52,47
191,2,1:16.0,Turnover by K. Lowry (lost ball; steal by J. Bayless),,52,47
192,2,1:13.0,,Personal foul by J. Johnson,52,47
193,2,1:13.0,,J. Bayless makes free throw 1 of 2,52,48
194,2,1:13.0,C. Joseph enters the game for K. Lowry,,52,48
195,2,1:13.0,,J. Bayless makes free throw 2 of 2,52,49
196,2,0:55.0,J. Johnson misses 2-pt jump shot from 15 ft,,52,49
197,2,0:54.0,Offensive rebound by Team,,52,49
198,2,0:54.0,,Loose ball foul by J. Bayless,52,49
199,2,0:41.0,T. Ross misses 2-pt jump shot from 12 ft,,52,49
200,2,0:40.0,,Defensive rebound by G. Antetokounmpo,52,49
201,2,0:26.0,,G. Monroe misses 2-pt hook shot from 7 ft,52,49
202,2,0:25.0,Defensive rebound by L. Scola,,52,49
203,2,0:03.0,J. Johnson misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,52,49
204,2,0:01.0,,Defensive rebound by G. Monroe,52,49
205,3,11:43.0,,J. Parker misses 2-pt jump shot from 15 ft,52,49
206,3,11:41.0,Defensive rebound by N. Powell,,52,49
207,3,11:29.0,Personal foul by J. Bayless,,52,49
208,3,11:25.0,K. Lowry misses 2-pt jump shot from 22 ft,,52,49
209,3,11:23.0,,Defensive rebound by J. Parker,52,49
210,3,11:15.0,,Personal block foul by J. Johnson,52,49
211,3,11:06.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,52,49
212,3,11:04.0,Defensive rebound by N. Powell,,52,49
213,3,11:00.0,N. Powell makes 2-pt dunk at rim,,54,49
214,3,10:49.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,54,49
215,3,10:47.0,Defensive rebound by B. Biyombo,,54,49
216,3,10:36.0,N. Powell makes 3-pt jump shot from 23 ft (assist by L. Scola),,57,49
217,3,10:21.0,,J. Bayless misses 2-pt layup at rim,57,49
218,3,10:20.0,Defensive rebound by B. Biyombo,,57,49
219,3,10:13.0,J. Johnson makes 3-pt jump shot from 24 ft (assist by K. Lowry),,60,49
220,3,10:13.0,,Milwaukee full timeout,60,49
221,3,9:57.0,,J. Parker misses 2-pt dunk at rim (block by N. Powell),60,49
222,3,9:54.0,,Offensive rebound by K. Middleton,60,49
223,3,9:42.0,,J. Parker misses 2-pt layup from 1 ft (block by B. Biyombo),60,49
224,3,9:41.0,Defensive rebound by N. Powell,,60,49
225,3,9:36.0,L. Scola makes 2-pt layup at rim (assist by K. Lowry),,62,49
226,3,9:19.0,,Shooting foul by L. Scola (drawn by G. Antetokounmpo),62,49
227,3,9:19.0,,G. Antetokounmpo makes free throw 1 of 2,62,50
228,3,9:19.0,,G. Antetokounmpo misses free throw 2 of 2,62,50
229,3,9:18.0,Defensive rebound by B. Biyombo,,62,50
230,3,9:04.0,Turnover by K. Lowry (bad pass; steal by K. Middleton),,62,50
231,3,8:59.0,,K. Middleton makes 2-pt dunk at rim,62,52
232,3,8:32.0,Turnover by Team (shot clock),,62,52
233,3,8:23.0,,J. Parker misses 2-pt layup from 2 ft,62,52
234,3,8:22.0,Defensive rebound by K. Lowry,,62,52
235,3,8:18.0,Shooting foul by J. Bayless (drawn by K. Lowry),,62,52
236,3,8:18.0,K. Lowry makes free throw 1 of 2,,63,52
237,3,8:18.0,,T. Ennis enters the game for J. Bayless,63,52
238,3,8:18.0,K. Lowry makes free throw 2 of 2,,64,52
239,3,8:03.0,,J. Parker makes 2-pt layup from 1 ft,64,54
240,3,8:03.0,,Shooting foul by L. Scola (drawn by J. Parker),64,54
241,3,8:03.0,,J. Parker makes free throw 1 of 1,64,55
242,3,7:48.0,,Violation by G. Monroe (kicked ball),64,55
243,3,7:37.0,J. Johnson makes 2-pt jump shot from 12 ft,,66,55
244,3,7:11.0,,Turnover by K. Middleton (lost ball; steal by N. Powell),66,55
245,3,7:08.0,N. Powell misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,66,55
246,3,7:07.0,Offensive rebound by J. Johnson,,66,55
247,3,7:06.0,J. Johnson makes 2-pt dunk at rim,,68,55
248,3,6:48.0,,T. Ennis misses 3-pt jump shot from 24 ft,68,55
249,3,6:47.0,Defensive rebound by B. Biyombo,,68,55
250,3,6:44.0,L. Scola misses 2-pt layup from 2 ft,,68,55
251,3,6:43.0,,Defensive rebound by G. Antetokounmpo,68,55
252,3,6:40.0,,Offensive foul by G. Antetokounmpo (drawn by K. Lowry),68,55
253,3,6:40.0,,Turnover by G. Antetokounmpo (offensive foul),68,55
254,3,6:23.0,N. Powell misses 3-pt jump shot from 24 ft,,68,55
255,3,6:21.0,Offensive rebound by B. Biyombo,,68,55
256,3,6:21.0,,Loose ball foul by K. Middleton,68,55
257,3,6:08.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by N. Powell),,71,55
258,3,5:48.0,,G. Antetokounmpo makes 2-pt layup from 3 ft,71,57
259,3,5:48.0,,Shooting foul by B. Biyombo (drawn by G. Antetokounmpo),71,57
260,3,5:48.0,,G. Antetokounmpo makes free throw 1 of 1,71,58
261,3,5:35.0,B. Biyombo makes 2-pt dunk at rim (assist by K. Lowry),,73,58
262,3,5:16.0,,J. Parker misses 2-pt jump shot from 3 ft,73,58
263,3,5:14.0,Defensive rebound by B. Biyombo,,73,58
264,3,5:09.0,J. Johnson misses 2-pt layup at rim,,73,58
265,3,5:08.0,,Defensive rebound by T. Ennis,73,58
266,3,4:54.0,,G. Monroe misses 2-pt jump shot from 6 ft (block by B. Biyombo),73,58
267,3,4:52.0,,Offensive rebound by T. Ennis,73,58
268,3,4:47.0,,K. Middleton misses 3-pt jump shot from 25 ft,73,58
269,3,4:46.0,Defensive rebound by B. Biyombo,,73,58
270,3,4:38.0,Toronto full timeout,,73,58
271,3,4:38.0,P. Patterson enters the game for L. Scola,,73,58
272,3,4:38.0,T. Ross enters the game for N. Powell,,73,58
273,3,4:38.0,,J. O'Bryant enters the game for G. Antetokounmpo,73,58
274,3,4:38.0,,J. Bayless enters the game for J. Parker,73,58
275,3,4:23.0,B. Biyombo makes 2-pt layup at rim (assist by J. Johnson),,75,58
276,3,4:01.0,,J. Bayless misses 2-pt jump shot from 5 ft (block by T. Ross),75,58
277,3,3:58.0,,Offensive rebound by G. Monroe,75,58
278,3,3:56.0,,G. Monroe misses 2-pt layup from 2 ft (block by P. Patterson),75,58
279,3,3:56.0,Defensive rebound by P. Patterson,,75,58
280,3,3:56.0,Personal foul by K. Middleton,,75,58
281,3,3:41.0,B. Biyombo misses 2-pt jump shot from 7 ft,,75,58
282,3,3:40.0,,Defensive rebound by Team,75,58
283,3,3:23.0,J. Thompson enters the game for B. Biyombo,,75,58
284,3,3:23.0,C. Joseph enters the game for K. Lowry,,75,58
285,3,3:19.0,,K. Middleton makes 2-pt jump shot from 12 ft (assist by T. Ennis),75,60
286,3,2:48.0,C. Joseph misses 2-pt jump shot from 14 ft,,75,60
287,3,2:47.0,,Defensive rebound by G. Monroe,75,60
288,3,2:35.0,,J. O'Bryant makes 2-pt jump shot from 16 ft (assist by T. Ennis),75,62
289,3,2:17.0,J. Johnson misses 3-pt jump shot from 23 ft,,75,62
290,3,2:15.0,,Defensive rebound by G. Monroe,75,62
291,3,1:56.0,,K. Middleton makes 2-pt hook shot from 7 ft,75,64
292,3,1:37.0,N. Powell enters the game for J. Johnson,,75,64
293,3,1:28.0,P. Patterson makes 2-pt hook shot from 9 ft (assist by C. Joseph),,77,64
294,3,1:04.0,,J. Bayless misses 2-pt jump shot from 20 ft,77,64
295,3,1:02.0,,Offensive rebound by J. O'Bryant,77,64
296,3,0:58.0,,T. Ennis misses 3-pt jump shot from 25 ft,77,64
297,3,0:56.0,Defensive rebound by J. Thompson,,77,64
298,3,0:45.0,C. Joseph makes 2-pt layup at rim,,79,64
299,3,0:35.0,,Shooting foul by T. Ross (drawn by K. Middleton),79,64
300,3,0:35.0,,K. Middleton makes free throw 1 of 2,79,65
301,3,0:35.0,,M. Plumlee enters the game for G. Monroe,79,65
302,3,0:35.0,,K. Middleton makes free throw 2 of 2,79,66
303,3,0:13.0,C. Joseph makes 2-pt layup from 2 ft,,81,66
304,3,0:02.0,,J. Bayless misses 2-pt jump shot from 10 ft,81,66
305,3,0:00.0,,Offensive rebound by Team,81,66
306,4,11:44.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by C. Joseph),,84,66
307,4,11:24.0,,J. Parker makes 2-pt jump shot from 15 ft (assist by G. Antetokounmpo),84,68
308,4,11:02.0,C. Joseph misses 2-pt layup from 1 ft,,84,68
309,4,11:01.0,,Defensive rebound by G. Antetokounmpo,84,68
310,4,10:55.0,,Turnover by R. Vaughn (bad pass; steal by C. Joseph),84,68
311,4,10:50.0,N. Powell misses 2-pt layup at rim (block by G. Antetokounmpo),,84,68
312,4,10:45.0,Offensive rebound by C. Joseph,,84,68
313,4,10:39.0,P. Patterson misses 2-pt jump shot from 13 ft,,84,68
314,4,10:39.0,,Defensive rebound by Team,84,68
315,4,10:39.0,Loose ball foul by J. Thompson,,84,68
316,4,10:30.0,,M. Plumlee misses 2-pt hook shot from 6 ft,84,68
317,4,10:28.0,Defensive rebound by J. Thompson,,84,68
318,4,10:13.0,T. Ross makes 3-pt jump shot from 25 ft (assist by C. Joseph),,87,68
319,4,9:59.0,,G. Antetokounmpo misses 2-pt jump shot from 19 ft,87,68
320,4,9:58.0,Defensive rebound by P. Patterson,,87,68
321,4,9:47.0,T. Ross misses 2-pt jump shot from 12 ft,,87,68
322,4,9:45.0,Offensive rebound by P. Patterson,,87,68
323,4,9:45.0,P. Patterson makes 2-pt dunk at rim,,89,68
324,4,9:31.0,,Turnover by T. Ennis (bad pass; steal by J. Thompson),89,68
325,4,9:24.0,T. Ross makes 3-pt jump shot from 24 ft (assist by C. Joseph),,92,68
326,4,9:23.0,,Milwaukee full timeout,92,68
327,4,9:11.0,,T. Ennis makes 2-pt jump shot from 13 ft,92,70
328,4,8:56.0,T. Ross misses 3-pt jump shot from 25 ft,,92,70
329,4,8:54.0,Offensive rebound by P. Patterson,,92,70
330,4,8:33.0,P. Patterson makes 2-pt jump shot from 20 ft (assist by N. Powell),,94,70
331,4,8:29.0,Technical foul by Team,,94,70
332,4,8:29.0,,T. Ennis misses technical free throw,94,70
333,4,8:29.0,,Offensive rebound by Team,94,70
334,4,8:17.0,,R. Vaughn misses 3-pt jump shot from 24 ft,94,70
335,4,8:15.0,Defensive rebound by P. Patterson,,94,70
336,4,8:03.0,N. Powell misses 3-pt jump shot from 24 ft,,94,70
337,4,8:01.0,,Defensive rebound by T. Ennis,94,70
338,4,7:55.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by T. Ennis),94,72
339,4,7:38.0,N. Powell makes 3-pt jump shot from 22 ft (assist by C. Joseph),,97,72
340,4,7:20.0,,J. Parker misses 3-pt jump shot from 22 ft,97,72
341,4,7:18.0,Defensive rebound by T. Ross,,97,72
342,4,7:06.0,N. Powell makes 2-pt layup at rim (assist by C. Joseph),,99,72
343,4,6:42.0,,T. Ennis makes 2-pt jump shot from 13 ft,99,74
344,4,6:23.0,P. Patterson misses 3-pt jump shot from 23 ft,,99,74
345,4,6:22.0,,Defensive rebound by T. Ennis,99,74
346,4,6:20.0,,Personal foul by N. Powell,99,74
347,4,6:12.0,,Shooting foul by J. Thompson (drawn by J. Parker),99,74
348,4,6:12.0,,J. Parker makes free throw 1 of 2,99,75
349,4,6:12.0,,J. Parker makes free throw 2 of 2,99,76
350,4,5:53.0,Turnover by C. Joseph (lost ball; steal by R. Vaughn),,99,76
351,4,5:45.0,,J. Parker makes 2-pt layup at rim (assist by R. Vaughn),99,78
352,4,5:45.0,Toronto full timeout,,99,78
353,4,5:45.0,,J. Henson enters the game for M. Plumlee,99,78
354,4,5:20.0,P. Patterson misses 2-pt jump shot from 16 ft,,99,78
355,4,5:19.0,Offensive rebound by J. Thompson,,99,78
356,4,5:19.0,J. Thompson misses 2-pt layup at rim,,99,78
357,4,5:18.0,,Defensive rebound by R. Vaughn,99,78
358,4,5:04.0,,T. Ennis misses 2-pt layup at rim,99,78
359,4,5:00.0,,Offensive rebound by J. Henson,99,78
360,4,5:00.0,,J. Henson makes 2-pt layup from 1 ft,99,80
361,4,4:42.0,Shooting foul by G. Antetokounmpo (drawn by N. Powell),,99,80
362,4,4:42.0,N. Powell makes free throw 1 of 2,,100,80
363,4,4:42.0,N. Powell makes free throw 2 of 2,,101,80
364,4,4:32.0,,J. Parker makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),101,83
365,4,4:16.0,Personal foul by J. Parker,,101,83
366,4,4:07.0,T. Ross misses 3-pt jump shot from 24 ft,,101,83
367,4,4:05.0,,Defensive rebound by G. Antetokounmpo,101,83
368,4,4:02.0,,Personal foul by P. Patterson,101,83
369,4,3:58.0,,Turnover by J. Henson (bad pass),101,83
370,4,3:41.0,N. Powell makes 2-pt layup from 1 ft (assist by P. Patterson),,103,83
371,4,3:31.0,,Shooting foul by N. Powell (drawn by G. Antetokounmpo),103,83
372,4,3:31.0,,G. Antetokounmpo makes free throw 1 of 2,103,84
373,4,3:31.0,,D. Inglis enters the game for J. Parker,103,84
374,4,3:31.0,L. Nogueira enters the game for P. Patterson,,103,84
375,4,3:31.0,,G. Antetokounmpo makes free throw 2 of 2,103,85
376,4,3:07.0,N. Powell misses 2-pt jump shot from 17 ft,,103,85
377,4,3:05.0,,Defensive rebound by G. Antetokounmpo,103,85
378,4,2:56.0,,J. Henson makes 2-pt hook shot from 5 ft (assist by G. Antetokounmpo),103,87
379,4,2:48.0,Personal take foul by T. Ennis,,103,87
380,4,2:48.0,Official timeout,,103,87
381,4,2:48.0,,J. O'Bryant enters the game for G. Antetokounmpo,103,87
382,4,2:48.0,D. Wright enters the game for C. Joseph,,103,87
383,4,2:34.0,Turnover by L. Nogueira (bad pass; steal by D. Inglis),,103,87
