,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DALLAS_ACTION,WASHINGTON_SCORE,DALLAS_SCORE
388,4,4:21.0,G. Temple misses 2-pt layup from 1 ft,,103,90
389,4,4:19.0,,Defensive rebound by R. Felton,103,90
390,4,4:11.0,,D. Harris misses 3-pt jump shot from 23 ft,103,90
391,4,4:10.0,Defensive rebound by J. Wall,,103,90
392,4,4:03.0,Turnover by G. Temple (lost ball; steal by W. Matthews),,103,90
393,4,3:52.0,,J. Barea makes 2-pt layup from 1 ft,103,92
394,4,3:30.0,J. Wall makes 3-pt jump shot from 27 ft (assist by R. Sessions),,106,92
395,4,3:14.0,,D. Powell misses 2-pt jump shot from 18 ft,106,92
396,4,3:13.0,,Offensive rebound by D. Powell,106,92
397,4,3:06.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by R. Felton),106,95
398,4,2:52.0,J. Wall makes 2-pt jump shot from 18 ft,,108,95
399,4,2:38.0,,J. Barea makes 3-pt jump shot from 22 ft (assist by D. Harris),108,98
400,4,2:33.0,Personal take foul by D. Harris (drawn by G. Temple),,108,98
401,4,2:33.0,Washington full timeout,,108,98
402,4,2:33.0,,D. Nowitzki enters the game for D. Powell,108,98
403,4,2:33.0,G. Neal enters the game for M. Gortat,,108,98
404,4,2:33.0,J. Dudley enters the game for G. Temple,,108,98
405,4,2:32.0,Personal take foul by J. Barea,,108,98
406,4,2:31.0,Personal take foul by J. Barea,,108,98
407,4,2:31.0,R. Sessions makes free throw 1 of 2,,109,98
408,4,2:31.0,R. Sessions makes free throw 2 of 2,,110,98
409,4,2:24.0,,R. Felton misses 2-pt layup from 2 ft,110,98
410,4,2:23.0,Defensive rebound by J. Dudley,,110,98
411,4,2:21.0,Personal take foul by D. Harris (drawn by R. Sessions),,110,98
412,4,2:21.0,R. Sessions makes free throw 1 of 2,,111,98
413,4,2:21.0,R. Sessions makes free throw 2 of 2,,112,98
414,4,2:09.0,,D. Nowitzki makes 2-pt jump shot from 2 ft,112,100
415,4,1:48.0,R. Sessions misses 3-pt jump shot from 23 ft,,112,100
416,4,1:47.0,,Defensive rebound by J. Barea,112,100
417,4,1:40.0,,W. Matthews makes 2-pt layup at rim,112,102
418,4,1:26.0,J. Wall misses 2-pt jump shot from 17 ft,,112,102
419,4,1:25.0,,Defensive rebound by D. Harris,112,102
420,4,1:17.0,,J. Barea makes 3-pt jump shot from 25 ft,112,105
421,4,0:56.0,J. Dudley misses 3-pt jump shot from 24 ft,,112,105
422,4,0:55.0,,Defensive rebound by R. Felton,112,105
423,4,0:45.0,,W. Matthews misses 3-pt jump shot from 24 ft,112,105
424,4,0:44.0,,Offensive rebound by D. Nowitzki,112,105
425,4,0:44.0,Loose ball foul by R. Sessions (drawn by D. Nowitzki),,112,105
426,4,0:44.0,,D. Nowitzki makes free throw 1 of 2,112,106
427,4,0:44.0,,D. Nowitzki makes free throw 2 of 2,112,107
428,4,0:36.0,Turnover by J. Dudley (lost ball; steal by J. Barea),,112,107
429,4,0:32.0,,D. Harris makes 2-pt layup from 1 ft (assist by R. Felton),112,109
430,4,0:32.0,Washington full timeout,,112,109
431,4,0:08.0,G. Neal misses 3-pt jump shot from 24 ft,,112,109
432,4,0:07.0,,Defensive rebound by J. Barea,112,109
433,4,0:04.0,,Personal take foul by J. Dudley,112,109
434,4,0:04.0,,J. Barea makes free throw 1 of 2,112,110
435,4,0:04.0,M. Gortat enters the game for R. Sessions,,112,110
436,4,0:04.0,D. Blair enters the game for G. Neal,,112,110
437,4,0:04.0,,D. Powell enters the game for D. Nowitzki,112,110
438,4,0:04.0,,J. Barea makes free throw 2 of 2,112,111
439,4,0:04.0,Washington full timeout,,112,111
440,4,0:04.0,G. Neal enters the game for M. Gortat,,112,111
441,4,0:04.0,R. Sessions enters the game for D. Blair,,112,111
442,4,0:04.0,Personal take foul by D. Harris (drawn by J. Wall),,112,111
443,4,0:04.0,J. Wall makes free throw 1 of 2,,113,111
444,4,0:04.0,,Z. Pachulia enters the game for J. Barea,113,111
445,4,0:04.0,J. Wall makes free throw 2 of 2,,114,111
446,4,0:04.0,,Dallas full timeout,114,111
447,4,0:04.0,,D. Nowitzki enters the game for Z. Pachulia,114,111
448,4,0:04.0,,J. Barea enters the game for D. Powell,114,111
449,4,0:04.0,G. Temple enters the game for G. Neal,,114,111
450,4,0:01.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,114,111
451,4,0:00.0,Defensive rebound by G. Temple,,114,111
