,QUARTER,TIME_REMAINING,CHICAGO_ACTION,PHILADELPHIA_ACTION,CHICAGO_SCORE,PHILADELPHIA_SCORE
175,2,8:02.0,,N. Stauskas misses 2-pt jump shot from 9 ft,35,29
176,2,8:01.0,Defensive rebound by P. Gasol,,35,29
177,2,7:53.0,E. Moore misses 2-pt jump shot from 3 ft (block by J. Grant),,35,29
178,2,7:51.0,,Defensive rebound by T. McConnell,35,29
179,2,7:42.0,,J. Okafor misses 2-pt layup from 2 ft,35,29
180,2,7:40.0,,Offensive rebound by C. Wood,35,29
181,2,7:40.0,,C. Wood makes 2-pt layup at rim,35,31
182,2,7:22.0,T. Gibson misses 2-pt jump shot from 6 ft (block by J. Okafor),,35,31
183,2,7:20.0,,Defensive rebound by J. Okafor,35,31
184,2,6:58.0,,J. Grant makes 2-pt layup from 1 ft,35,33
185,2,6:44.0,P. Gasol misses 2-pt layup from 2 ft,,35,33
186,2,6:43.0,,Defensive rebound by C. Wood,35,33
187,2,6:32.0,,N. Stauskas makes 3-pt jump shot from 25 ft (assist by T. McConnell),35,36
188,2,6:31.0,Chicago full timeout,,35,36
189,2,6:31.0,N. Mirotić enters the game for T. Gibson,,35,36
190,2,6:31.0,J. Butler enters the game for E. Moore,,35,36
191,2,6:31.0,,R. Holmes enters the game for J. Okafor,35,36
192,2,6:08.0,J. Butler misses 2-pt layup from 1 ft,,35,36
193,2,6:06.0,,Defensive rebound by T. McConnell,35,36
194,2,5:59.0,,C. Wood makes 2-pt layup at rim (assist by T. McConnell),35,38
195,2,5:44.0,N. Mirotić misses 3-pt jump shot from 25 ft,,35,38
196,2,5:43.0,,Defensive rebound by J. Grant,35,38
197,2,5:32.0,,R. Holmes misses 2-pt jump shot from 4 ft,35,38
198,2,5:31.0,Defensive rebound by D. Rose,,35,38
199,2,5:25.0,D. Rose makes 2-pt jump shot from 14 ft,,37,38
200,2,5:12.0,,C. Wood makes 2-pt jump shot from 14 ft (assist by T. McConnell),37,40
201,2,4:58.0,P. Gasol makes 2-pt jump shot from 20 ft (assist by D. Rose),,39,40
202,2,4:38.0,,N. Stauskas misses 2-pt jump shot from 18 ft,39,40
203,2,4:38.0,,Offensive rebound by J. Grant,39,40
204,2,4:38.0,,Personal foul by P. Gasol (drawn by J. Grant),39,40
205,2,4:38.0,,J. Okafor enters the game for R. Holmes,39,40
206,2,4:21.0,,T. McConnell misses 2-pt layup from 2 ft,39,40
207,2,4:20.0,Defensive rebound by P. Gasol,,39,40
208,2,4:16.0,Turnover by D. Rose (bad pass; steal by N. Stauskas),,39,40
209,2,4:10.0,,N. Stauskas misses 3-pt jump shot from 26 ft,39,40
210,2,4:08.0,Defensive rebound by N. Mirotić,,39,40
211,2,4:02.0,D. McDermott makes 3-pt jump shot from 24 ft (assist by N. Mirotić),,42,40
212,2,3:47.0,,Personal block foul by J. Butler (drawn by C. Wood),42,40
213,2,3:37.0,,J. Grant misses 2-pt jump shot from 4 ft (block by D. Rose),42,40
214,2,3:37.0,,Offensive rebound by Team,42,40
215,2,3:35.0,,N. Stauskas misses 3-pt jump shot from 25 ft,42,40
216,2,3:34.0,,Offensive rebound by Team,42,40
217,2,3:34.0,,Turnover by Team (shot clock),42,40
218,2,3:25.0,P. Gasol misses 2-pt jump shot from 7 ft (block by J. Grant),,42,40
219,2,3:22.0,,Defensive rebound by T. McConnell,42,40
220,2,3:17.0,,T. McConnell misses 3-pt jump shot from 24 ft,42,40
221,2,3:16.0,Defensive rebound by J. Butler,,42,40
222,2,3:11.0,D. McDermott makes 2-pt dunk at rim (assist by D. Rose),,44,40
223,2,2:50.0,,Turnover by T. McConnell (bad pass),44,40
224,2,2:50.0,Official timeout,,44,40
225,2,2:39.0,Turnover by J. Butler (lost ball),,44,40
226,2,2:15.0,,J. Grant makes 2-pt jump shot from 4 ft,44,42
227,2,2:01.0,P. Gasol makes 2-pt jump shot from 16 ft (assist by D. Rose),,46,42
228,2,1:42.0,,N. Stauskas misses 3-pt jump shot from 23 ft,46,42
229,2,1:41.0,Defensive rebound by D. McDermott,,46,42
230,2,1:34.0,D. Rose makes 2-pt jump shot from 16 ft,,48,42
231,2,1:21.0,,J. Okafor misses 2-pt layup from 1 ft,48,42
232,2,1:19.0,Defensive rebound by P. Gasol,,48,42
233,2,1:13.0,Turnover by J. Butler (lost ball; steal by N. Stauskas),,48,42
234,2,1:02.0,,J. Okafor misses 2-pt layup from 1 ft (block by P. Gasol),48,42
235,2,1:00.0,Defensive rebound by N. Mirotić,,48,42
236,2,0:56.0,Shooting foul by J. Grant (drawn by N. Mirotić),,48,42
237,2,0:56.0,N. Mirotić makes free throw 1 of 2,,49,42
238,2,0:56.0,,R. Holmes enters the game for J. Okafor,49,42
239,2,0:56.0,T. Snell enters the game for D. McDermott,,49,42
240,2,0:56.0,N. Mirotić makes free throw 2 of 2,,50,42
241,2,0:40.0,,Personal foul by T. Snell (drawn by J. Grant),50,42
242,2,0:40.0,,J. Grant misses free throw 1 of 2,50,42
243,2,0:40.0,,Offensive rebound by Team,50,42
244,2,0:40.0,T. Gibson enters the game for N. Mirotić,,50,42
245,2,0:40.0,,J. Grant makes free throw 2 of 2,50,43
246,2,0:25.0,P. Gasol makes 2-pt layup from 1 ft (assist by D. Rose),,52,43
247,2,0:25.0,,Philadelphia full timeout,52,43
248,2,0:25.0,E. Moore enters the game for P. Gasol,,52,43
249,2,0:01.0,,T. McConnell misses 3-pt jump shot from 26 ft (block by T. Snell),52,43
250,2,0:01.0,,Offensive rebound by Team,52,43
251,2,0:01.0,,Turnover by Team (shot clock),52,43
252,2,0:00.0,D. Rose misses 3-pt jump shot from 67 ft,,52,43
253,2,0:00.0,Offensive rebound by Team,,52,43
254,3,11:49.0,,Shooting foul by P. Gasol (drawn by J. Okafor),52,43
255,3,11:49.0,,J. Okafor misses free throw 1 of 2,52,43
256,3,11:49.0,,Offensive rebound by Team,52,43
257,3,11:49.0,,J. Okafor makes free throw 2 of 2,52,44
258,3,11:26.0,J. Butler misses 3-pt jump shot from 25 ft,,52,44
259,3,11:24.0,,Defensive rebound by T. McConnell,52,44
260,3,11:16.0,,R. Holmes makes 2-pt hook shot from 12 ft (assist by T. McConnell),52,46
261,3,11:02.0,N. Mirotić misses 3-pt jump shot from 27 ft,,52,46
262,3,11:00.0,,Defensive rebound by J. Okafor,52,46
263,3,10:54.0,,R. Holmes misses 2-pt jump shot from 3 ft (block by P. Gasol),52,46
264,3,10:51.0,Defensive rebound by N. Mirotić,,52,46
265,3,10:46.0,D. McDermott misses 3-pt jump shot from 26 ft,,52,46
266,3,10:45.0,,Defensive rebound by Team,52,46
267,3,10:26.0,,Turnover by T. McConnell (bad pass; steal by N. Mirotić),52,46
268,3,10:18.0,N. Mirotić makes 3-pt jump shot from 23 ft (assist by J. Butler),,55,46
269,3,10:06.0,,J. Okafor misses 2-pt jump shot from 16 ft,55,46
270,3,10:04.0,Defensive rebound by N. Mirotić,,55,46
271,3,10:00.0,Turnover by N. Mirotić (bad pass),,55,46
272,3,9:45.0,,J. Okafor makes 2-pt jump shot from 4 ft,55,48
273,3,9:34.0,Shooting foul by R. Holmes (drawn by N. Mirotić),,55,48
274,3,9:34.0,N. Mirotić misses free throw 1 of 2,,55,48
275,3,9:34.0,Offensive rebound by Team,,55,48
276,3,9:34.0,N. Mirotić misses free throw 2 of 2,,55,48
277,3,9:32.0,,Defensive rebound by J. Okafor,55,48
278,3,9:23.0,,J. Okafor makes 2-pt layup from 2 ft (assist by R. Holmes),55,50
279,3,9:09.0,P. Gasol misses 2-pt jump shot from 20 ft,,55,50
280,3,9:07.0,,Defensive rebound by N. Stauskas,55,50
281,3,8:59.0,,Turnover by J. Grant (lost ball; steal by N. Mirotić),55,50
282,3,8:49.0,D. Rose misses 2-pt jump shot from 5 ft (block by T. McConnell),,55,50
283,3,8:46.0,Offensive rebound by D. Rose,,55,50
284,3,8:45.0,P. Gasol makes 2-pt layup from 2 ft (assist by D. Rose),,57,50
285,3,8:27.0,,J. Okafor makes 2-pt jump shot from 13 ft,57,52
286,3,8:06.0,N. Mirotić misses 2-pt jump shot from 15 ft,,57,52
287,3,8:04.0,,Defensive rebound by N. Stauskas,57,52
288,3,7:55.0,,J. Okafor misses 2-pt jump shot from 13 ft,57,52
289,3,7:53.0,Defensive rebound by N. Mirotić,,57,52
290,3,7:45.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by D. Rose),,60,52
291,3,7:45.0,Shooting foul by R. Holmes (drawn by D. McDermott),,60,52
292,3,7:45.0,,C. Wood enters the game for R. Holmes,60,52
293,3,7:45.0,D. McDermott makes free throw 1 of 1,,61,52
294,3,7:27.0,,N. Stauskas misses 3-pt jump shot from 26 ft,61,52
295,3,7:25.0,Defensive rebound by N. Mirotić,,61,52
296,3,7:16.0,D. Rose makes 2-pt layup from 2 ft,,63,52
297,3,7:14.0,,Philadelphia full timeout,63,52
298,3,7:14.0,,J. Sampson enters the game for J. Okafor,63,52
299,3,6:51.0,,T. McConnell misses 2-pt jump shot from 9 ft,63,52
300,3,6:49.0,Defensive rebound by J. Butler,,63,52
301,3,6:35.0,D. Rose misses 2-pt jump shot from 17 ft,,63,52
302,3,6:33.0,,Defensive rebound by J. Sampson,63,52
303,3,6:24.0,,J. Grant misses 3-pt jump shot from 27 ft,63,52
304,3,6:21.0,Defensive rebound by D. Rose,,63,52
305,3,6:15.0,D. McDermott misses 2-pt jump shot from 12 ft,,63,52
306,3,6:14.0,,Defensive rebound by C. Wood,63,52
307,3,6:02.0,,C. Wood misses 2-pt jump shot from 3 ft (block by P. Gasol),63,52
308,3,5:59.0,Defensive rebound by J. Butler,,63,52
309,3,5:51.0,,Offensive charge foul by N. Mirotić (drawn by J. Grant),63,52
310,3,5:51.0,Turnover by N. Mirotić (offensive foul),,63,52
311,3,5:51.0,,H. Thompson enters the game for T. McConnell,63,52
312,3,5:51.0,,I. Canaan enters the game for N. Stauskas,63,52
313,3,5:29.0,,C. Wood misses 2-pt jump shot from 13 ft,63,52
314,3,5:28.0,,Offensive rebound by J. Sampson,63,52
315,3,5:14.0,,J. Sampson misses 3-pt jump shot from 27 ft,63,52
316,3,5:12.0,Defensive rebound by J. Butler,,63,52
317,3,4:56.0,P. Gasol misses 2-pt jump shot from 4 ft,,63,52
318,3,4:55.0,,Defensive rebound by Team,63,52
319,3,4:55.0,T. Snell enters the game for D. McDermott,,63,52
320,3,4:43.0,,C. Wood misses 2-pt layup from 2 ft,63,52
321,3,4:41.0,Defensive rebound by P. Gasol,,63,52
322,3,4:37.0,Turnover by D. Rose (traveling),,63,52
323,3,4:37.0,T. Gibson enters the game for P. Gasol,,63,52
324,3,4:37.0,Violation by Team (delay of game),,63,52
325,3,4:26.0,,J. Grant misses 2-pt jump shot from 8 ft,63,52
326,3,4:24.0,Defensive rebound by N. Mirotić,,63,52
327,3,4:10.0,D. Rose misses 3-pt jump shot from 22 ft,,63,52
328,3,4:08.0,,Defensive rebound by I. Canaan,63,52
329,3,4:01.0,,Turnover by J. Sampson (lost ball),63,52
330,3,4:01.0,,J. Okafor enters the game for J. Grant,63,52
331,3,4:01.0,A. Brooks enters the game for D. Rose,,63,52
332,3,3:46.0,N. Mirotić makes 3-pt jump shot from 26 ft (assist by J. Butler),,66,52
333,3,3:31.0,,I. Canaan misses 2-pt jump shot from 17 ft,66,52
334,3,3:29.0,Defensive rebound by A. Brooks,,66,52
335,3,3:23.0,N. Mirotić misses 3-pt jump shot from 27 ft,,66,52
336,3,3:21.0,,Defensive rebound by J. Sampson,66,52
337,3,3:08.0,,J. Okafor misses 2-pt jump shot from 15 ft,66,52
338,3,3:06.0,Defensive rebound by T. Gibson,,66,52
339,3,2:57.0,Turnover by T. Snell (step out of bounds),,66,52
340,3,2:57.0,Chicago full timeout,,66,52
341,3,2:57.0,E. Moore enters the game for J. Butler,,66,52
342,3,2:57.0,,P. Pressey enters the game for J. Sampson,66,52
343,3,2:57.0,,R. Holmes enters the game for C. Wood,66,52
344,3,2:36.0,,J. Okafor makes 2-pt jump shot from 15 ft,66,54
345,3,2:36.0,,Shooting foul by T. Gibson (drawn by J. Okafor),66,54
346,3,2:36.0,,J. Okafor makes free throw 1 of 1,66,55
347,3,2:23.0,A. Brooks misses 2-pt jump shot from 8 ft,,66,55
348,3,2:23.0,,Defensive rebound by Team,66,55
349,3,2:23.0,Loose ball foul by T. Gibson (drawn by R. Holmes),,66,55
350,3,2:12.0,,Turnover by P. Pressey (bad pass; steal by T. Gibson),66,55
351,3,1:58.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by A. Brooks),,69,55
352,3,1:47.0,,J. Okafor makes 2-pt jump shot from 6 ft (assist by P. Pressey),69,57
353,3,1:33.0,Shooting foul by R. Holmes (drawn by N. Mirotić),,69,57
354,3,1:33.0,N. Mirotić makes free throw 1 of 3,,70,57
355,3,1:33.0,N. Mirotić makes free throw 2 of 3,,71,57
356,3,1:33.0,N. Mirotić makes free throw 3 of 3,,72,57
357,3,1:22.0,,P. Pressey makes 3-pt jump shot from 25 ft,72,60
358,3,1:02.0,T. Gibson makes 2-pt jump shot from 16 ft (assist by T. Snell),,74,60
359,3,0:53.0,,R. Holmes misses 3-pt jump shot from 26 ft,74,60
360,3,0:51.0,,Offensive rebound by J. Okafor,74,60
361,3,0:50.0,,J. Okafor makes 2-pt layup from 2 ft,74,62
362,3,0:42.0,Personal foul by P. Pressey (drawn by A. Brooks),,74,62
363,3,0:42.0,A. Brooks makes free throw 1 of 2,,75,62
364,3,0:42.0,,N. Stauskas enters the game for R. Holmes,75,62
365,3,0:42.0,A. Brooks makes free throw 2 of 2,,76,62
366,3,0:33.0,,I. Canaan misses 3-pt jump shot from 26 ft,76,62
367,3,0:31.0,Defensive rebound by T. Snell,,76,62
368,3,0:12.0,T. Gibson misses 2-pt jump shot from 10 ft,,76,62
369,3,0:10.0,,Defensive rebound by N. Stauskas,76,62
370,3,0:01.0,,H. Thompson misses 3-pt jump shot from 22 ft,76,62
371,3,0:00.0,,Offensive rebound by Team,76,62
372,4,11:44.0,N. Mirotić makes 2-pt jump shot from 23 ft (assist by E. Moore),,78,62
373,4,11:26.0,,P. Pressey makes 2-pt layup from 1 ft (assist by J. Okafor),78,64
374,4,11:04.0,Turnover by N. Mirotić (bad pass),,78,64
375,4,10:56.0,,P. Pressey makes 2-pt jump shot from 18 ft,78,66
376,4,10:34.0,N. Mirotić makes 2-pt jump shot from 4 ft (assist by T. Gibson),,80,66
377,4,10:27.0,,H. Thompson misses 2-pt jump shot from 6 ft,80,66
378,4,10:25.0,,Offensive rebound by J. Okafor,80,66
379,4,10:25.0,,J. Okafor misses 2-pt layup from 2 ft,80,66
380,4,10:25.0,,Offensive rebound by J. Okafor,80,66
381,4,10:25.0,,Shooting foul by N. Mirotić (drawn by J. Okafor),80,66
382,4,10:25.0,,J. Okafor makes free throw 1 of 2,80,67
383,4,10:25.0,P. Gasol enters the game for N. Mirotić,,80,67
384,4,10:25.0,,J. Grant enters the game for H. Thompson,80,67
385,4,10:25.0,,J. Okafor misses free throw 2 of 2,80,67
386,4,10:22.0,Defensive rebound by T. Snell,,80,67
387,4,10:15.0,A. Brooks makes 2-pt jump shot from 5 ft,,82,67
388,4,10:04.0,,N. Stauskas misses 2-pt jump shot from 3 ft,82,67
