,QUARTER,TIME_REMAINING,DALLAS_ACTION,ORLANDO_ACTION,DALLAS_SCORE,ORLANDO_SCORE
60,1,4:51.0,R. Felton misses 2-pt layup from 2 ft,,7,24
61,1,4:49.0,Offensive rebound by S. Mejri,,7,24
62,1,4:42.0,J. Anderson misses 3-pt jump shot from 25 ft,,7,24
63,1,4:40.0,,Defensive rebound by V. Oladipo,7,24
64,1,4:32.0,,A. Gordon makes 2-pt jump shot from 16 ft (assist by N. Vučević),7,26
65,1,4:31.0,Dallas full timeout,,7,26
66,1,4:10.0,J. Barea makes 2-pt hook shot from 11 ft,,9,26
67,1,3:53.0,,E. Fournier misses 2-pt layup from 2 ft (block by J. Anderson),9,26
68,1,3:53.0,Defensive rebound by Team,,9,26
69,1,3:44.0,Personal foul by A. Gordon (drawn by D. Nowitzki),,9,26
70,1,3:44.0,,E. İlyasova enters the game for E. Fournier,9,26
71,1,3:44.0,,M. Hezonja enters the game for A. Gordon,9,26
72,1,3:31.0,J. Anderson misses 2-pt jump shot from 17 ft,,9,26
73,1,3:29.0,,Defensive rebound by N. Vučević,9,26
74,1,3:20.0,,N. Vučević misses 2-pt jump shot from 19 ft,9,26
75,1,3:19.0,Defensive rebound by R. Felton,,9,26
76,1,3:12.0,Turnover by R. Felton (step out of bounds),,9,26
77,1,2:52.0,,E. İlyasova misses 2-pt layup from 2 ft,9,26
78,1,2:51.0,Defensive rebound by S. Mejri,,9,26
79,1,2:45.0,Personal foul by E. Payton,,9,26
80,1,2:45.0,,B. Jennings enters the game for E. Payton,9,26
81,1,2:45.0,W. Matthews enters the game for J. Anderson,,9,26
82,1,2:45.0,,J. Smith enters the game for N. Vučević,9,26
83,1,2:38.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,9,26
84,1,2:37.0,,Defensive rebound by V. Oladipo,9,26
85,1,2:26.0,,Personal foul by R. Felton (drawn by V. Oladipo),9,26
86,1,2:11.0,,B. Jennings makes 2-pt jump shot from 20 ft,9,28
87,1,1:53.0,J. Barea misses 3-pt jump shot from 25 ft,,9,28
88,1,1:52.0,,Defensive rebound by M. Hezonja,9,28
89,1,1:38.0,,J. Smith misses 2-pt jump shot from 17 ft,9,28
90,1,1:36.0,Defensive rebound by D. Nowitzki,,9,28
91,1,1:30.0,Personal block foul by E. İlyasova,,9,28
92,1,1:30.0,J. Barea misses free throw 1 of 2,,9,28
93,1,1:30.0,Offensive rebound by Team,,9,28
94,1,1:30.0,D. Powell enters the game for S. Mejri,,9,28
95,1,1:30.0,J. Barea makes free throw 2 of 2,,10,28
96,1,1:18.0,,M. Hezonja misses 3-pt jump shot from 24 ft,10,28
97,1,1:16.0,Defensive rebound by R. Felton,,10,28
98,1,1:00.0,W. Matthews misses 3-pt jump shot from 25 ft,,10,28
99,1,0:59.0,,Defensive rebound by V. Oladipo,10,28
100,1,0:45.0,,B. Jennings makes 3-pt jump shot from 23 ft (assist by E. İlyasova),10,31
101,1,0:34.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by J. Barea),,13,31
102,1,0:15.0,,Turnover by B. Jennings (bad pass; steal by D. Powell),13,31
103,1,0:05.0,Turnover by R. Felton (bad pass; steal by V. Oladipo),,13,31
104,1,0:00.0,,V. Oladipo misses 2-pt layup from 2 ft,13,31
105,1,0:00.0,,Offensive rebound by Team,13,31
106,2,11:40.0,,J. Smith misses 2-pt jump shot from 19 ft,13,31
107,2,11:38.0,Defensive rebound by C. Villanueva,,13,31
108,2,11:29.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,13,31
109,2,11:27.0,,Defensive rebound by E. İlyasova,13,31
110,2,11:18.0,,M. Hezonja misses 3-pt jump shot from 25 ft,13,31
111,2,11:16.0,Defensive rebound by R. Felton,,13,31
112,2,11:06.0,J. Barea misses 2-pt layup from 2 ft (block by J. Smith),,13,31
113,2,11:03.0,,Defensive rebound by J. Smith,13,31
114,2,10:59.0,,Turnover by B. Jennings (bad pass; steal by D. Nowitzki),13,31
115,2,10:52.0,R. Felton makes 2-pt layup from 2 ft,,15,31
116,2,10:33.0,,E. İlyasova misses 3-pt jump shot from 24 ft,15,31
117,2,10:31.0,Defensive rebound by C. Villanueva,,15,31
118,2,10:18.0,C. Villanueva makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),,18,31
119,2,10:03.0,,Shooting foul by W. Matthews (drawn by E. İlyasova),18,31
120,2,10:03.0,,E. İlyasova makes free throw 1 of 2,18,32
121,2,10:03.0,D. Williams enters the game for D. Nowitzki,,18,32
122,2,10:03.0,C. Parsons enters the game for W. Matthews,,18,32
123,2,10:03.0,Z. Pachulia enters the game for R. Felton,,18,32
124,2,10:03.0,,E. Fournier enters the game for M. Hezonja,18,32
125,2,10:03.0,R. Felton enters the game for J. Barea,,18,32
126,2,10:03.0,,E. İlyasova makes free throw 2 of 2,18,33
127,2,9:48.0,C. Parsons makes 2-pt layup from 2 ft (assist by R. Felton),,20,33
128,2,9:30.0,,B. Jennings makes 3-pt jump shot from 25 ft (assist by E. Fournier),20,36
129,2,9:11.0,C. Villanueva makes 3-pt jump shot from 23 ft (assist by C. Parsons),,23,36
130,2,8:53.0,,E. İlyasova misses 2-pt jump shot from 3 ft (block by C. Parsons),23,36
131,2,8:51.0,Defensive rebound by Z. Pachulia,,23,36
132,2,8:45.0,C. Villanueva makes 2-pt layup from 2 ft (assist by D. Williams),,25,36
133,2,8:41.0,,Orlando full timeout,25,36
134,2,8:33.0,,B. Jennings misses 3-pt jump shot from 25 ft,25,36
135,2,8:32.0,,Offensive rebound by J. Smith,25,36
136,2,8:31.0,,J. Smith misses 2-pt hook shot from 6 ft,25,36
137,2,8:29.0,,Offensive rebound by E. Fournier,25,36
138,2,8:28.0,,E. Fournier makes 2-pt layup from 1 ft,25,38
139,2,8:07.0,D. Williams misses 3-pt jump shot from 25 ft,,25,38
140,2,8:06.0,,Defensive rebound by E. İlyasova,25,38
141,2,7:57.0,,E. İlyasova makes 3-pt jump shot from 25 ft,25,41
142,2,7:38.0,C. Villanueva misses 3-pt jump shot from 25 ft,,25,41
143,2,7:37.0,,Defensive rebound by C. Watson,25,41
144,2,7:32.0,,E. İlyasova misses 2-pt layup from 1 ft (block by C. Parsons),25,41
145,2,7:30.0,Defensive rebound by C. Parsons,,25,41
146,2,7:16.0,D. Williams makes 3-pt jump shot from 25 ft (assist by R. Felton),,28,41
147,2,6:57.0,,J. Smith misses 2-pt jump shot from 18 ft,28,41
148,2,6:56.0,Defensive rebound by Z. Pachulia,,28,41
149,2,6:49.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by D. Williams),,31,41
150,2,6:29.0,,E. İlyasova misses 3-pt jump shot from 25 ft,31,41
151,2,6:28.0,,Offensive rebound by B. Jennings,31,41
152,2,6:22.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by B. Jennings),31,44
153,2,6:21.0,Dallas full timeout,,31,44
154,2,6:21.0,D. Nowitzki enters the game for C. Villanueva,,31,44
155,2,6:21.0,,E. Payton enters the game for E. İlyasova,31,44
156,2,6:21.0,,N. Vučević enters the game for B. Jennings,31,44
157,2,6:21.0,,A. Gordon enters the game for J. Smith,31,44
158,2,6:21.0,J. Barea enters the game for R. Felton,,31,44
159,2,6:02.0,J. Barea makes 3-pt jump shot from 24 ft (assist by D. Williams),,34,44
160,2,5:41.0,,N. Vučević misses 2-pt jump shot from 20 ft,34,44
161,2,5:39.0,Defensive rebound by J. Barea,,34,44
162,2,5:34.0,D. Williams misses 2-pt jump shot from 15 ft,,34,44
163,2,5:32.0,,Defensive rebound by A. Gordon,34,44
164,2,5:23.0,,Turnover by N. Vučević (lost ball; steal by D. Williams),34,44
165,2,5:12.0,Turnover by Z. Pachulia (bad pass; steal by A. Gordon),,34,44
166,2,5:05.0,,N. Vučević misses 2-pt jump shot from 3 ft,34,44
167,2,5:03.0,,Offensive rebound by N. Vučević,34,44
168,2,5:03.0,,N. Vučević makes 2-pt layup from 2 ft,34,46
169,2,4:49.0,D. Williams makes 3-pt jump shot from 25 ft (assist by C. Parsons),,37,46
170,2,4:28.0,,N. Vučević misses 2-pt jump shot from 10 ft,37,46
171,2,4:27.0,Defensive rebound by D. Nowitzki,,37,46
172,2,4:20.0,Shooting foul by E. Fournier (drawn by D. Williams),,37,46
173,2,4:20.0,D. Williams makes 3-pt jump shot from 25 ft,,40,46
174,2,4:20.0,,V. Oladipo enters the game for C. Watson,40,46
175,2,4:20.0,W. Matthews enters the game for C. Parsons,,40,46
176,2,4:20.0,D. Williams makes free throw 1 of 1,,41,46
177,2,3:58.0,,E. Payton misses 3-pt jump shot from 23 ft,41,46
178,2,3:57.0,Defensive rebound by Z. Pachulia,,41,46
179,2,3:44.0,J. Barea makes 3-pt jump shot from 26 ft,,44,46
180,2,3:28.0,,A. Gordon misses 2-pt jump shot from 16 ft,44,46
181,2,3:26.0,Defensive rebound by W. Matthews,,44,46
182,2,3:21.0,Turnover by D. Williams (lost ball; steal by A. Gordon),,44,46
183,2,3:18.0,Offensive charge foul by A. Gordon (drawn by D. Williams),,44,46
184,2,3:18.0,,Turnover by A. Gordon (offensive foul),44,46
185,2,3:18.0,,E. İlyasova enters the game for A. Gordon,44,46
186,2,3:08.0,D. Williams misses 3-pt jump shot from 25 ft,,44,46
187,2,3:07.0,,Defensive rebound by E. Fournier,44,46
188,2,2:56.0,,Turnover by E. İlyasova (bad pass; steal by Z. Pachulia),44,46
189,2,2:40.0,D. Nowitzki makes 2-pt jump shot from 16 ft,,46,46
190,2,2:28.0,,E. Payton makes 3-pt jump shot from 24 ft (assist by N. Vučević),46,49
191,2,2:12.0,,Violation by N. Vučević (kicked ball),46,49
192,2,2:12.0,Official timeout,,46,49
193,2,2:07.0,W. Matthews misses 2-pt layup from 2 ft,,46,49
194,2,2:05.0,,Defensive rebound by V. Oladipo,46,49
195,2,1:55.0,,E. İlyasova makes 3-pt jump shot from 23 ft (assist by E. Payton),46,52
196,2,1:42.0,Def 3 sec tech foul by N. Vučević,,46,52
197,2,1:42.0,D. Nowitzki misses technical free throw,,46,52
198,2,1:42.0,Offensive rebound by Team,,46,52
199,2,1:38.0,Personal foul by E. İlyasova,,46,52
200,2,1:23.0,J. Barea makes 2-pt jump shot from 8 ft,,48,52
201,2,1:09.0,,V. Oladipo misses 3-pt jump shot from 25 ft,48,52
202,2,1:08.0,Defensive rebound by Z. Pachulia,,48,52
203,2,0:58.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,48,52
204,2,0:57.0,,Defensive rebound by V. Oladipo,48,52
205,2,0:51.0,,Personal foul by J. Barea,48,52
206,2,0:51.0,C. Parsons enters the game for J. Barea,,48,52
207,2,0:38.0,,E. İlyasova makes 2-pt jump shot from 14 ft (assist by E. Fournier),48,54
208,2,0:26.0,C. Parsons makes 3-pt jump shot from 23 ft (assist by D. Williams),,51,54
209,2,0:08.0,,E. İlyasova makes 2-pt hook shot from 7 ft (assist by E. Fournier),51,56
210,2,0:02.0,D. Williams misses 3-pt jump shot from 26 ft,,51,56
211,2,0:00.0,,Defensive rebound by V. Oladipo,51,56
212,3,11:44.0,,Turnover by N. Vučević (lost ball; steal by Z. Pachulia),51,56
213,3,11:21.0,Turnover by D. Williams (lost ball),,51,56
214,3,11:03.0,,E. Payton makes 2-pt jump shot from 9 ft,51,58
215,3,10:46.0,D. Williams makes 3-pt jump shot from 24 ft (assist by C. Parsons),,54,58
216,3,10:31.0,,E. Payton misses 3-pt jump shot from 25 ft,54,58
217,3,10:30.0,Defensive rebound by Z. Pachulia,,54,58
218,3,10:21.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,54,58
219,3,10:20.0,,Defensive rebound by V. Oladipo,54,58
220,3,10:14.0,,V. Oladipo misses 2-pt jump shot from 20 ft,54,58
221,3,10:13.0,,Offensive rebound by V. Oladipo,54,58
222,3,10:00.0,,E. Payton misses 2-pt jump shot from 17 ft,54,58
223,3,9:59.0,Defensive rebound by Z. Pachulia,,54,58
224,3,9:49.0,D. Williams makes 2-pt layup from 1 ft,,56,58
225,3,9:33.0,,V. Oladipo misses 2-pt layup from 2 ft,56,58
226,3,9:32.0,Defensive rebound by Z. Pachulia,,56,58
227,3,9:28.0,C. Parsons makes 3-pt jump shot from 24 ft (assist by D. Williams),,59,58
228,3,9:28.0,,Orlando full timeout,59,58
229,3,9:10.0,,N. Vučević makes 2-pt jump shot from 17 ft (assist by E. Fournier),59,60
230,3,8:54.0,C. Parsons makes 3-pt jump shot from 25 ft,,62,60
231,3,8:43.0,,V. Oladipo misses 3-pt jump shot from 25 ft,62,60
232,3,8:42.0,,Offensive rebound by N. Vučević,62,60
233,3,8:39.0,,N. Vučević misses 2-pt hook shot from 7 ft,62,60
234,3,8:39.0,Defensive rebound by Team,,62,60
235,3,8:39.0,,Loose ball foul by V. Oladipo (drawn by D. Nowitzki),62,60
236,3,8:28.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by D. Williams),,65,60
237,3,8:00.0,,N. Vučević makes 2-pt hook shot from 5 ft (assist by E. Fournier),65,62
238,3,7:43.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,65,62
239,3,7:41.0,,Defensive rebound by A. Gordon,65,62
240,3,7:36.0,,Turnover by A. Gordon (bad pass; steal by C. Parsons),65,62
241,3,7:30.0,W. Matthews misses 3-pt jump shot from 25 ft,,65,62
242,3,7:29.0,,Defensive rebound by A. Gordon,65,62
243,3,7:12.0,,A. Gordon misses 2-pt jump shot from 10 ft,65,62
244,3,7:11.0,Defensive rebound by D. Williams,,65,62
245,3,6:48.0,D. Williams misses 3-pt jump shot from 26 ft,,65,62
246,3,6:47.0,,Defensive rebound by N. Vučević,65,62
247,3,6:40.0,R. Felton enters the game for D. Nowitzki,,65,62
248,3,6:40.0,,B. Jennings enters the game for E. Payton,65,62
249,3,6:32.0,,Turnover by N. Vučević (lost ball; steal by Z. Pachulia),65,62
250,3,6:24.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by D. Williams),,67,62
251,3,6:05.0,,V. Oladipo misses 2-pt jump shot from 18 ft,67,62
252,3,6:04.0,Defensive rebound by D. Williams,,67,62
253,3,5:49.0,W. Matthews makes 2-pt jump shot from 9 ft,,69,62
254,3,5:22.0,,A. Gordon misses 3-pt jump shot from 25 ft,69,62
255,3,5:21.0,Defensive rebound by C. Parsons,,69,62
256,3,5:07.0,D. Williams misses 2-pt layup from 2 ft,,69,62
257,3,5:06.0,,Defensive rebound by N. Vučević,69,62
258,3,5:06.0,,E. İlyasova enters the game for A. Gordon,69,62
259,3,5:06.0,,J. Smith enters the game for N. Vučević,69,62
260,3,4:51.0,,B. Jennings misses 3-pt jump shot from 23 ft,69,62
261,3,4:50.0,,Offensive rebound by E. İlyasova,69,62
262,3,4:48.0,,Shooting foul by D. Williams (drawn by E. İlyasova),69,62
263,3,4:48.0,,E. İlyasova misses free throw 1 of 2,69,62
264,3,4:48.0,,Offensive rebound by Team,69,62
265,3,4:48.0,,E. İlyasova makes free throw 2 of 2,69,63
266,3,4:36.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by R. Felton),,71,63
267,3,4:22.0,,V. Oladipo misses 3-pt jump shot from 23 ft,71,63
268,3,4:21.0,Defensive rebound by R. Felton,,71,63
269,3,4:15.0,C. Parsons makes 3-pt jump shot from 24 ft (assist by R. Felton),,74,63
270,3,3:58.0,,Turnover by V. Oladipo (lost ball),74,63
271,3,3:46.0,D. Williams makes 2-pt layup from 1 ft (assist by Z. Pachulia),,76,63
272,3,3:31.0,,J. Smith makes 2-pt jump shot from 15 ft (assist by B. Jennings),76,65
273,3,3:30.0,Dallas full timeout,,76,65
274,3,3:15.0,W. Matthews misses 3-pt jump shot from 25 ft,,76,65
275,3,3:13.0,,Defensive rebound by V. Oladipo,76,65
276,3,3:02.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by E. Fournier),76,67
277,3,2:42.0,D. Williams makes 2-pt jump shot from 13 ft,,78,67
278,3,2:29.0,,V. Oladipo misses 3-pt jump shot from 25 ft,78,67
279,3,2:28.0,Defensive rebound by Z. Pachulia,,78,67
280,3,2:18.0,J. Barea enters the game for Z. Pachulia,,78,67
281,3,2:18.0,D. Powell enters the game for W. Matthews,,78,67
282,3,2:18.0,D. Nowitzki enters the game for D. Williams,,78,67
283,3,2:11.0,Personal block foul by E. İlyasova (drawn by R. Felton),,78,67
284,3,2:11.0,,M. Hezonja enters the game for V. Oladipo,78,67
285,3,2:02.0,D. Nowitzki makes 3-pt jump shot from 25 ft,,81,67
286,3,1:44.0,,Shooting foul by D. Powell (drawn by E. İlyasova),81,67
287,3,1:44.0,,E. İlyasova makes free throw 1 of 2,81,68
288,3,1:44.0,,E. İlyasova misses free throw 2 of 2,81,68
289,3,1:43.0,Defensive rebound by J. Barea,,81,68
290,3,1:25.0,J. Barea misses 2-pt jump shot from 20 ft,,81,68
291,3,1:23.0,Offensive rebound by D. Powell,,81,68
292,3,1:14.0,R. Felton misses 3-pt jump shot from 24 ft,,81,68
293,3,1:13.0,,Defensive rebound by E. Fournier,81,68
294,3,1:08.0,,Personal foul by D. Powell (drawn by B. Jennings),81,68
295,3,1:08.0,,B. Jennings makes free throw 1 of 2,81,69
296,3,1:08.0,,B. Jennings makes free throw 2 of 2,81,70
297,3,0:55.0,Turnover by J. Barea (lost ball),,81,70
298,3,0:50.0,,B. Jennings misses 2-pt layup from 2 ft,81,70
299,3,0:50.0,Defensive rebound by Team,,81,70
300,3,0:50.0,,Loose ball foul by E. İlyasova (drawn by D. Nowitzki),81,70
301,3,0:36.0,C. Parsons misses 3-pt jump shot from 25 ft,,81,70
302,3,0:35.0,,Defensive rebound by M. Hezonja,81,70
303,3,0:17.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by M. Hezonja),81,72
304,3,0:02.0,Turnover by D. Nowitzki (lost ball; steal by E. İlyasova),,81,72
305,3,0:00.0,,E. Fournier misses 3-pt jump shot from 49 ft,81,72
306,3,0:00.0,,Offensive rebound by Team,81,72
307,4,11:45.0,C. Villanueva misses 2-pt layup from 2 ft,,81,72
308,4,11:43.0,,Defensive rebound by J. Smith,81,72
309,4,11:33.0,,J. Smith makes 2-pt jump shot from 14 ft (assist by E. İlyasova),81,74
310,4,11:17.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,81,74
311,4,11:15.0,,Defensive rebound by B. Jennings,81,74
312,4,11:08.0,,B. Jennings makes 3-pt jump shot from 24 ft,81,77
313,4,10:47.0,D. Nowitzki makes 2-pt jump shot from 17 ft,,83,77
314,4,10:29.0,,E. İlyasova misses 2-pt jump shot from 18 ft,83,77
315,4,10:28.0,Defensive rebound by W. Matthews,,83,77
316,4,10:07.0,J. Barea misses 2-pt layup from 2 ft,,83,77
317,4,10:06.0,,Defensive rebound by M. Hezonja,83,77
318,4,9:58.0,,B. Jennings makes 3-pt jump shot from 25 ft (assist by V. Oladipo),83,80
319,4,9:58.0,Dallas full timeout,,83,80
320,4,9:58.0,Z. Pachulia enters the game for D. Nowitzki,,83,80
321,4,9:58.0,D. Williams enters the game for R. Felton,,83,80
322,4,9:41.0,Turnover by C. Villanueva (lost ball),,83,80
323,4,9:32.0,,B. Jennings misses 2-pt layup from 2 ft,83,80
324,4,9:31.0,Defensive rebound by Z. Pachulia,,83,80
325,4,9:25.0,C. Villanueva makes 3-pt jump shot from 24 ft (assist by J. Barea),,86,80
326,4,9:15.0,,Shooting foul by Z. Pachulia (drawn by V. Oladipo),86,80
327,4,9:15.0,,V. Oladipo makes free throw 1 of 2,86,81
328,4,9:15.0,,V. Oladipo makes free throw 2 of 2,86,82
329,4,8:54.0,Z. Pachulia makes 2-pt jump shot from 16 ft (assist by W. Matthews),,88,82
330,4,8:36.0,,V. Oladipo misses 2-pt jump shot from 20 ft,88,82
331,4,8:34.0,Defensive rebound by D. Williams,,88,82
332,4,8:19.0,J. Barea makes 2-pt jump shot from 9 ft,,90,82
333,4,8:05.0,,B. Jennings misses 3-pt jump shot from 25 ft,90,82
334,4,8:04.0,Defensive rebound by C. Villanueva,,90,82
335,4,7:56.0,Personal foul by B. Jennings (drawn by Z. Pachulia),,90,82
336,4,7:42.0,J. Barea misses 2-pt jump shot from 15 ft,,90,82
337,4,7:40.0,,Defensive rebound by M. Hezonja,90,82
338,4,7:33.0,,J. Smith misses 2-pt jump shot from 18 ft,90,82
339,4,7:32.0,,Offensive rebound by E. İlyasova,90,82
340,4,7:31.0,,E. İlyasova makes 2-pt layup from 2 ft,90,84
341,4,7:22.0,Shooting foul by J. Smith (drawn by Z. Pachulia),,90,84
342,4,7:22.0,Z. Pachulia makes free throw 1 of 2,,91,84
343,4,7:22.0,,E. Payton enters the game for B. Jennings,91,84
344,4,7:22.0,,N. Vučević enters the game for J. Smith,91,84
345,4,7:22.0,Z. Pachulia misses free throw 2 of 2,,91,84
346,4,7:21.0,,Defensive rebound by E. İlyasova,91,84
347,4,7:11.0,,N. Vučević misses 2-pt jump shot from 12 ft,91,84
348,4,7:09.0,Defensive rebound by Z. Pachulia,,91,84
349,4,6:53.0,Shooting foul by E. İlyasova (drawn by J. Barea),,91,84
350,4,6:53.0,J. Barea makes free throw 1 of 2,,92,84
351,4,6:53.0,,E. Fournier enters the game for E. İlyasova,92,84
352,4,6:53.0,J. Barea makes free throw 2 of 2,,93,84
353,4,6:36.0,,N. Vučević makes 2-pt jump shot from 11 ft (assist by E. Payton),93,86
354,4,6:17.0,C. Villanueva misses 3-pt jump shot from 25 ft,,93,86
355,4,6:16.0,,Defensive rebound by Team,93,86
356,4,6:05.0,,E. Fournier makes 2-pt jump shot from 15 ft,93,88
357,4,6:04.0,Dallas full timeout,,93,88
358,4,6:04.0,C. Parsons enters the game for W. Matthews,,93,88
359,4,6:04.0,D. Nowitzki enters the game for C. Villanueva,,93,88
360,4,5:48.0,D. Williams misses 2-pt layup from 2 ft,,93,88
361,4,5:47.0,,Defensive rebound by V. Oladipo,93,88
362,4,5:39.0,,V. Oladipo makes 2-pt jump shot from 18 ft,93,90
363,4,5:24.0,Turnover by C. Parsons (lost ball; steal by N. Vučević),,93,90
364,4,5:19.0,,M. Hezonja makes 2-pt layup from 2 ft,93,92
365,4,5:00.0,Shooting foul by N. Vučević (drawn by D. Nowitzki),,93,92
366,4,5:00.0,Official timeout,,93,92
367,4,5:00.0,,E. İlyasova enters the game for M. Hezonja,93,92
368,4,5:00.0,D. Nowitzki makes free throw 1 of 2,,94,92
369,4,5:00.0,D. Nowitzki misses free throw 2 of 2,,94,92
370,4,4:59.0,,Defensive rebound by N. Vučević,94,92
371,4,4:46.0,,E. Fournier misses 3-pt jump shot from 26 ft,94,92
372,4,4:45.0,Defensive rebound by Team,,94,92
373,4,4:45.0,,Loose ball foul by E. İlyasova (drawn by Z. Pachulia),94,92
374,4,4:45.0,,A. Gordon enters the game for E. İlyasova,94,92
375,4,4:45.0,R. Felton enters the game for J. Barea,,94,92
376,4,4:45.0,Z. Pachulia makes free throw 1 of 2,,95,92
377,4,4:45.0,Z. Pachulia misses free throw 2 of 2,,95,92
378,4,4:44.0,,Defensive rebound by A. Gordon,95,92
379,4,4:27.0,,Shooting foul by D. Nowitzki (drawn by N. Vučević),95,92
