,QUARTER,TIME_REMAINING,PORTLAND_ACTION,DETROIT_ACTION,PORTLAND_SCORE,DETROIT_SCORE
384,4,5:33.0,D. Lillard makes 2-pt jump shot from 5 ft,,93,106
385,4,5:20.0,,R. Jackson misses 2-pt jump shot from 9 ft,93,106
386,4,5:18.0,Defensive rebound by G. Henderson,,93,106
387,4,5:12.0,D. Lillard misses 3-pt jump shot from 29 ft,,93,106
388,4,5:11.0,,Defensive rebound by A. Drummond,93,106
389,4,4:58.0,,R. Bullock makes 3-pt jump shot from 23 ft (assist by T. Harris),93,109
390,4,4:43.0,M. Harkless misses 2-pt jump shot from 5 ft (block by A. Drummond),,93,109
391,4,4:43.0,Offensive rebound by Team,,93,109
392,4,4:43.0,,Violation by R. Bullock (kicked ball),93,109
393,4,4:39.0,Turnover by D. Lillard (step out of bounds),,93,109
394,4,4:39.0,,Personal take foul by A. Aminu (drawn by A. Drummond),93,109
395,4,4:39.0,,A. Baynes enters the game for A. Drummond,93,109
396,4,4:39.0,M. Leonard enters the game for G. Henderson,,93,109
397,4,4:30.0,,Turnover by A. Baynes (lost ball; steal by C. McCollum),93,109
398,4,4:20.0,A. Aminu misses 3-pt jump shot from 26 ft,,93,109
399,4,4:20.0,,Defensive rebound by K. Caldwell-Pope,93,109
400,4,4:09.0,,R. Jackson makes 2-pt jump shot from 6 ft,93,111
401,4,3:57.0,D. Lillard makes 2-pt layup at rim,,95,111
402,4,3:35.0,,T. Harris makes 2-pt layup at rim,95,113
403,4,3:15.0,M. Harkless misses 3-pt jump shot from 23 ft,,95,113
404,4,3:14.0,,Defensive rebound by R. Jackson,95,113
405,4,2:54.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by R. Jackson),95,116
406,4,2:54.0,Portland full timeout,,95,116
407,4,2:54.0,,Detroit full timeout,95,116
408,4,2:54.0,A. Crabbe enters the game for A. Aminu,,95,116
409,4,2:54.0,C. Kaman enters the game for C. McCollum,,95,116
410,4,2:54.0,P. Connaughton enters the game for D. Lillard,,95,116
411,4,2:54.0,B. Roberts enters the game for M. Leonard,,95,116
412,4,2:54.0,N. Vonleh enters the game for M. Harkless,,95,116
413,4,2:38.0,A. Crabbe makes 2-pt layup at rim (assist by C. Kaman),,97,116
414,4,2:20.0,,R. Jackson makes 2-pt jump shot from 6 ft,97,118
415,4,2:00.0,N. Vonleh makes 2-pt layup at rim,,99,118
416,4,1:45.0,,T. Harris misses 3-pt jump shot from 26 ft,99,118
417,4,1:45.0,Defensive rebound by Team,,99,118
418,4,1:29.0,P. Connaughton misses 2-pt layup at rim,,99,118
419,4,1:28.0,,Defensive rebound by R. Bullock,99,118
420,4,1:17.0,,A. Baynes makes 2-pt jump shot from 9 ft (assist by R. Jackson),99,120
421,4,1:15.0,Personal foul by R. Jackson (drawn by B. Roberts),,99,120
422,4,1:15.0,B. Roberts misses free throw 1 of 2,,99,120
423,4,1:15.0,Offensive rebound by Team,,99,120
424,4,1:15.0,,D. Hilliard enters the game for K. Caldwell-Pope,99,120
425,4,1:15.0,,J. Anthony enters the game for A. Baynes,99,120
426,4,1:15.0,,J. Harper enters the game for T. Harris,99,120
427,4,1:15.0,,S. Blake enters the game for R. Jackson,99,120
428,4,1:15.0,B. Roberts makes free throw 2 of 2,,100,120
429,4,1:01.0,,J. Harper makes 3-pt jump shot from 26 ft (assist by R. Bullock),100,123
430,4,0:49.0,B. Roberts misses 3-pt jump shot from 26 ft,,100,123
431,4,0:48.0,,Defensive rebound by R. Bullock,100,123
432,4,0:25.0,,S. Blake misses 2-pt jump shot from 4 ft,100,123
433,4,0:23.0,Defensive rebound by C. Kaman,,100,123
434,4,0:11.0,C. Kaman makes 3-pt jump shot from 26 ft (assist by A. Crabbe),,103,123
