,QUARTER,TIME_REMAINING,DALLAS_ACTION,PHILADELPHIA_ACTION,DALLAS_SCORE,PHILADELPHIA_SCORE
389,4,8:27.0,,Defensive rebound by H. Thompson,75,74
390,4,8:07.0,,N. Noel misses 2-pt jump shot from 4 ft,75,74
391,4,8:07.0,,Offensive rebound by R. Covington,75,74
392,4,8:07.0,,R. Covington misses 2-pt jump shot from 1 ft,75,74
393,4,8:07.0,,Offensive rebound by Team,75,74
394,4,7:50.0,,J. Grant makes 2-pt layup from 2 ft (assist by N. Noel),75,76
395,4,7:43.0,Shooting block foul by N. Noel (drawn by D. Williams),,75,76
396,4,7:43.0,D. Williams makes free throw 1 of 2,,76,76
397,4,7:43.0,R. Felton enters the game for D. Harris,,76,76
398,4,7:43.0,W. Matthews enters the game for J. Barea,,76,76
399,4,7:43.0,D. Williams makes free throw 2 of 2,,77,76
400,4,7:30.0,,Turnover by N. Noel (bad pass; steal by D. Powell),77,76
401,4,7:25.0,Turnover by D. Powell (lost ball),,77,76
402,4,7:07.0,,J. Grant makes 2-pt layup from 2 ft,77,78
403,4,7:07.0,,Shooting foul by D. Powell (drawn by J. Grant),77,78
404,4,7:07.0,Dallas full timeout,,77,78
405,4,7:07.0,,T. McConnell enters the game for R. Covington,77,78
406,4,7:07.0,D. Nowitzki enters the game for Z. Pachulia,,77,78
407,4,7:07.0,J. Evans enters the game for D. Powell,,77,78
408,4,7:07.0,,J. Grant misses free throw 1 of 1,77,78
409,4,7:06.0,Defensive rebound by D. Williams,,77,78
410,4,6:45.0,D. Nowitzki makes 2-pt jump shot from 21 ft,,79,78
411,4,6:27.0,,Turnover by N. Noel (traveling),79,78
412,4,6:13.0,Turnover by J. Evans (lost ball; steal by J. Grant),,79,78
413,4,6:05.0,,Shooting foul by D. Nowitzki (drawn by N. Noel),79,78
414,4,6:05.0,,N. Noel misses free throw 1 of 2,79,78
415,4,6:05.0,,Offensive rebound by Team,79,78
416,4,6:05.0,D. Powell enters the game for J. Evans,,79,78
417,4,6:05.0,,N. Noel makes free throw 2 of 2,79,79
418,4,5:50.0,R. Felton misses 2-pt jump shot from 4 ft,,79,79
419,4,5:48.0,Offensive rebound by D. Powell,,79,79
420,4,5:46.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,79,79
421,4,5:44.0,,Defensive rebound by T. McConnell,79,79
422,4,5:37.0,,T. McConnell misses 3-pt jump shot from 25 ft,79,79
423,4,5:35.0,Defensive rebound by W. Matthews,,79,79
424,4,5:22.0,W. Matthews misses 3-pt jump shot from 22 ft,,79,79
425,4,5:19.0,,Defensive rebound by T. McConnell,79,79
426,4,5:12.0,,N. Noel makes 2-pt jump shot at rim (assist by H. Thompson),79,81
427,4,5:00.0,Turnover by W. Matthews (offensive foul),,79,81
428,4,5:00.0,Offensive foul by W. Matthews (drawn by J. Grant),,79,81
429,4,5:00.0,Official timeout,,79,81
430,4,4:43.0,,Turnover by T. McConnell (bad pass; steal by W. Matthews),79,81
431,4,4:39.0,W. Matthews makes 2-pt layup at rim,,81,81
432,4,4:23.0,,Shooting foul by D. Nowitzki (drawn by N. Noel),81,81
433,4,4:23.0,,N. Noel misses free throw 1 of 2,81,81
434,4,4:23.0,,Offensive rebound by Team,81,81
435,4,4:23.0,,N. Noel makes free throw 2 of 2,81,82
436,4,4:15.0,Personal foul by J. Grant (drawn by D. Nowitzki),,81,82
437,4,4:15.0,,J. Okafor enters the game for I. Canaan,81,82
438,4,3:59.0,R. Felton misses 3-pt jump shot from 26 ft,,81,82
439,4,3:56.0,,Defensive rebound by N. Noel,81,82
440,4,3:45.0,Offensive charge foul by J. Grant (drawn by D. Nowitzki),,81,82
441,4,3:45.0,,Turnover by J. Grant (offensive foul),81,82
442,4,3:23.0,Shooting foul by T. McConnell (drawn by D. Nowitzki),,81,82
443,4,3:23.0,D. Nowitzki makes free throw 1 of 2,,82,82
444,4,3:23.0,Z. Pachulia enters the game for D. Powell,,82,82
445,4,3:23.0,D. Nowitzki makes free throw 2 of 2,,83,82
446,4,3:23.0,,Philadelphia full timeout,83,82
447,4,3:23.0,,I. Canaan enters the game for J. Grant,83,82
448,4,2:59.0,,J. Okafor misses 2-pt jump shot from 6 ft,83,82
449,4,2:56.0,Defensive rebound by Z. Pachulia,,83,82
450,4,2:41.0,D. Williams makes 2-pt jump shot from 15 ft,,85,82
451,4,2:29.0,,Turnover by H. Thompson (bad pass; steal by D. Williams),85,82
452,4,2:20.0,Personal foul by H. Thompson (drawn by D. Nowitzki),,85,82
453,4,2:20.0,D. Nowitzki makes free throw 1 of 2,,86,82
454,4,2:20.0,D. Nowitzki makes free throw 2 of 2,,87,82
455,4,2:00.0,,J. Okafor makes 2-pt dunk at rim (assist by T. McConnell),87,84
456,4,1:47.0,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),,90,84
457,4,1:47.0,,Philadelphia full timeout,90,84
458,4,1:47.0,D. Powell enters the game for D. Nowitzki,,90,84
459,4,1:27.0,,I. Canaan misses 2-pt jump shot from 14 ft,90,84
460,4,1:25.0,Defensive rebound by R. Felton,,90,84
461,4,1:10.0,R. Felton misses 2-pt jump shot from 17 ft,,90,84
462,4,1:08.0,,Defensive rebound by N. Noel,90,84
463,4,0:54.0,,J. Okafor makes 2-pt hook shot from 3 ft,90,86
464,4,0:54.0,Dallas full timeout,,90,86
465,4,0:54.0,,J. Sampson enters the game for I. Canaan,90,86
466,4,0:54.0,D. Nowitzki enters the game for D. Powell,,90,86
467,4,0:54.0,,J. Grant enters the game for J. Okafor,90,86
468,4,0:54.0,J. Barea enters the game for Z. Pachulia,,90,86
469,4,0:32.0,W. Matthews misses 3-pt jump shot from 25 ft,,90,86
470,4,0:30.0,,Defensive rebound by N. Noel,90,86
471,4,0:23.0,,J. Grant misses 2-pt layup from 1 ft,90,86
472,4,0:22.0,Defensive rebound by D. Williams,,90,86
473,4,0:22.0,Personal foul by J. Sampson (drawn by D. Williams),,90,86
474,4,0:22.0,D. Williams makes free throw 1 of 2,,91,86
475,4,0:22.0,,I. Canaan enters the game for J. Sampson,91,86
476,4,0:22.0,D. Williams makes free throw 2 of 2,,92,86
477,4,0:22.0,,Philadelphia full timeout,92,86
478,4,0:22.0,J. Evans enters the game for D. Nowitzki,,92,86
479,4,0:22.0,Z. Pachulia enters the game for J. Barea,,92,86
480,4,0:13.0,,H. Thompson misses 3-pt jump shot from 27 ft,92,86
481,4,0:11.0,Defensive rebound by R. Felton,,92,86
