,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MINNESOTA_ACTION,CHICAGO_SCORE,MINNESOTA_SCORE
108,2,8:19.0,,S. Muhammad misses 2-pt jump shot from 18 ft,30,29
109,2,8:14.0,,Offensive rebound by K. Towns,30,29
110,2,8:10.0,,K. Towns makes 2-pt jump shot from 20 ft,30,31
111,2,7:51.0,D. McDermott misses 3-pt jump shot from 24 ft,,30,31
112,2,7:50.0,,Defensive rebound by K. Towns,30,31
113,2,7:39.0,,A. Miller makes 2-pt layup from 2 ft,30,33
114,2,7:19.0,D. Rose enters the game for A. Brooks,,30,33
115,2,7:13.0,D. Rose misses 2-pt jump shot from 9 ft,,30,33
116,2,7:12.0,Offensive rebound by D. Rose,,30,33
117,2,7:11.0,Shooting foul by S. Muhammad (drawn by D. McDermott),,30,33
118,2,7:11.0,D. McDermott makes free throw 1 of 2,,31,33
119,2,7:11.0,D. McDermott makes free throw 2 of 2,,32,33
120,2,6:50.0,,Z. LaVine makes 2-pt layup at rim,32,35
121,2,6:28.0,K. Hinrich makes 3-pt jump shot from 24 ft,,35,35
122,2,6:22.0,,R. Rubio enters the game for A. Miller,35,35
123,2,6:22.0,,A. Wiggins enters the game for S. Muhammad,35,35
124,2,6:22.0,P. Gasol enters the game for B. Portis,,35,35
125,2,6:15.0,,Z. LaVine misses 3-pt jump shot from 24 ft,35,35
126,2,6:14.0,,Offensive rebound by K. Towns,35,35
127,2,6:12.0,,K. Towns misses 2-pt layup from 1 ft (block by P. Gasol),35,35
128,2,6:11.0,,Offensive rebound by K. Towns,35,35
129,2,6:06.0,,K. Towns misses 2-pt jump shot from 10 ft,35,35
130,2,6:05.0,Defensive rebound by T. Gibson,,35,35
131,2,5:50.0,K. Hinrich misses 3-pt jump shot from 24 ft,,35,35
132,2,5:48.0,,Defensive rebound by Z. LaVine,35,35
133,2,5:43.0,,R. Rubio makes 2-pt jump shot from 17 ft (assist by Z. LaVine),35,37
134,2,5:29.0,Personal foul by D. Rudež (drawn by T. Gibson),,35,37
135,2,5:29.0,,Minnesota full timeout,35,37
136,2,5:29.0,E. Moore enters the game for K. Hinrich,,35,37
137,2,5:29.0,,G. Dieng enters the game for D. Rudež,35,37
138,2,5:17.0,T. Gibson makes 2-pt dunk at rim,,37,37
139,2,5:00.0,,A. Wiggins misses 3-pt jump shot from 24 ft,37,37
140,2,4:59.0,Defensive rebound by P. Gasol,,37,37
141,2,4:52.0,D. Rose misses 2-pt layup from 2 ft,,37,37
142,2,4:51.0,Offensive rebound by T. Gibson,,37,37
143,2,4:51.0,T. Gibson makes 2-pt layup at rim,,39,37
144,2,4:37.0,,A. Wiggins misses 2-pt jump shot from 19 ft,39,37
145,2,4:36.0,,Offensive rebound by K. Towns,39,37
146,2,4:34.0,,K. Towns misses 2-pt jump shot from 9 ft,39,37
147,2,4:34.0,Defensive rebound by Team,,39,37
148,2,4:19.0,T. Gibson makes 2-pt dunk at rim (assist by D. Rose),,41,37
149,2,3:57.0,,Z. LaVine misses 2-pt jump shot from 17 ft,41,37
150,2,3:56.0,Defensive rebound by P. Gasol,,41,37
151,2,3:50.0,D. Rose makes 2-pt layup at rim,,43,37
152,2,3:48.0,,Minnesota full timeout,43,37
153,2,3:33.0,,Z. LaVine makes 2-pt layup at rim (assist by K. Towns),43,39
154,2,3:08.0,Shooting foul by K. Towns (drawn by P. Gasol),,43,39
155,2,3:08.0,P. Gasol makes free throw 1 of 2,,44,39
156,2,3:08.0,P. Gasol makes free throw 2 of 2,,45,39
157,2,2:58.0,,K. Towns makes 2-pt layup at rim (assist by Z. LaVine),45,41
158,2,2:44.0,T. Gibson misses 2-pt jump shot from 14 ft,,45,41
159,2,2:42.0,Offensive rebound by P. Gasol,,45,41
160,2,2:41.0,P. Gasol misses 2-pt layup from 1 ft,,45,41
161,2,2:39.0,,Defensive rebound by K. Towns,45,41
162,2,2:28.0,,A. Wiggins makes 2-pt jump shot from 6 ft (assist by Z. LaVine),45,43
163,2,2:27.0,Chicago full timeout,,45,43
164,2,2:09.0,D. Rose misses 2-pt jump shot from 20 ft,,45,43
165,2,2:08.0,,Defensive rebound by K. Towns,45,43
166,2,1:47.0,,G. Dieng misses 2-pt jump shot from 9 ft,45,43
167,2,1:46.0,Defensive rebound by T. Gibson,,45,43
168,2,1:34.0,P. Gasol makes 2-pt jump shot from 19 ft (assist by D. Rose),,47,43
169,2,1:17.0,,Z. LaVine makes 2-pt jump shot from 21 ft (assist by G. Dieng),47,45
170,2,0:57.0,P. Gasol makes 3-pt jump shot from 23 ft (assist by E. Moore),,50,45
171,2,0:44.0,,G. Dieng makes 2-pt jump shot from 13 ft,50,47
172,2,0:44.0,Chicago full timeout,,50,47
173,2,0:35.0,,Violation by K. Towns (def goaltending),50,47
174,2,0:35.0,D. Rose makes 2-pt jump shot from 7 ft,,52,47
175,2,0:35.0,Shooting foul by R. Rubio (drawn by D. Rose),,52,47
176,2,0:35.0,T. Snell enters the game for D. McDermott,,52,47
177,2,0:35.0,D. Rose makes free throw 1 of 1,,53,47
178,2,0:22.0,,A. Wiggins makes 2-pt layup at rim,53,49
179,2,0:04.0,E. Moore makes 2-pt jump shot from 10 ft,,55,49
180,2,0:00.0,,G. Dieng misses 3-pt jump shot from 27 ft,55,49
181,2,0:00.0,,Offensive rebound by Team,55,49
182,3,11:49.0,,Shooting foul by T. Gibson (drawn by A. Wiggins),55,49
183,3,11:49.0,,A. Wiggins makes free throw 1 of 2,55,50
184,3,11:49.0,,A. Wiggins makes free throw 2 of 2,55,51
185,3,11:35.0,E. Moore misses 2-pt jump shot from 18 ft,,55,51
186,3,11:33.0,,Defensive rebound by K. Towns,55,51
187,3,11:28.0,,Shooting foul by D. Rose (drawn by R. Rubio),55,51
188,3,11:28.0,,R. Rubio makes free throw 1 of 2,55,52
189,3,11:28.0,,R. Rubio makes free throw 2 of 2,55,53
190,3,11:14.0,P. Gasol misses 2-pt jump shot from 20 ft,,55,53
191,3,11:13.0,,Defensive rebound by R. Rubio,55,53
192,3,11:02.0,,K. Towns makes 2-pt jump shot from 18 ft (assist by R. Rubio),55,55
193,3,10:45.0,D. Rose misses 2-pt layup at rim,,55,55
194,3,10:44.0,Offensive rebound by D. Rose,,55,55
195,3,10:41.0,D. Rose misses 2-pt layup at rim,,55,55
196,3,10:40.0,,Defensive rebound by K. Towns,55,55
197,3,10:34.0,,Turnover by R. Rubio (bad pass; steal by P. Gasol),55,55
198,3,10:30.0,T. Snell makes 2-pt dunk at rim,,57,55
199,3,10:10.0,,A. Wiggins makes 2-pt jump shot from 20 ft,57,57
200,3,9:58.0,Turnover by T. Snell (offensive foul),,57,57
201,3,9:58.0,,Offensive charge foul by T. Snell (drawn by G. Dieng),57,57
202,3,9:47.0,,A. Wiggins makes 2-pt jump shot from 15 ft,57,59
203,3,9:30.0,E. Moore makes 3-pt jump shot from 24 ft (assist by D. Rose),,60,59
204,3,9:05.0,,Personal foul by E. Moore (drawn by A. Wiggins),60,59
205,3,9:00.0,,Personal foul by T. Gibson (drawn by K. Towns),60,59
206,3,8:49.0,,R. Rubio makes 2-pt layup from 1 ft,60,61
207,3,8:34.0,Turnover by P. Gasol (bad pass; steal by R. Rubio),,60,61
208,3,8:30.0,,R. Rubio makes 2-pt layup at rim,60,63
209,3,8:28.0,Chicago full timeout,,60,63
210,3,8:28.0,M. Dunleavy enters the game for T. Snell,,60,63
211,3,8:19.0,D. Rose misses 2-pt jump shot from 9 ft,,60,63
212,3,8:17.0,,Defensive rebound by K. Towns,60,63
213,3,8:02.0,,T. Prince misses 2-pt jump shot from 20 ft,60,63
214,3,8:01.0,,Offensive rebound by A. Wiggins,60,63
215,3,8:00.0,,Shooting foul by M. Dunleavy (drawn by A. Wiggins),60,63
216,3,8:00.0,,A. Wiggins makes free throw 1 of 2,60,64
217,3,8:00.0,,A. Wiggins misses free throw 2 of 2,60,64
218,3,8:00.0,Defensive rebound by E. Moore,,60,64
219,3,7:49.0,Shooting foul by G. Dieng (drawn by D. Rose),,60,64
220,3,7:49.0,D. Rose misses free throw 1 of 2,,60,64
221,3,7:49.0,Offensive rebound by Team,,60,64
222,3,7:49.0,D. Rose makes free throw 2 of 2,,61,64
223,3,7:27.0,,G. Dieng makes 2-pt jump shot from 11 ft,61,66
224,3,7:04.0,D. Rose misses 2-pt layup from 2 ft,,61,66
225,3,7:03.0,Offensive rebound by D. Rose,,61,66
226,3,7:03.0,Personal foul by K. Towns (drawn by D. Rose),,61,66
227,3,6:55.0,P. Gasol makes 2-pt layup from 1 ft (assist by D. Rose),,63,66
228,3,6:55.0,Shooting foul by T. Prince (drawn by P. Gasol),,63,66
229,3,6:55.0,P. Gasol makes free throw 1 of 1,,64,66
230,3,6:35.0,,A. Wiggins misses 2-pt jump shot from 17 ft,64,66
231,3,6:33.0,Defensive rebound by Team,,64,66
232,3,6:33.0,B. Portis enters the game for T. Gibson,,64,66
233,3,6:23.0,Shooting foul by R. Rubio (drawn by D. Rose),,64,66
234,3,6:23.0,D. Rose makes free throw 1 of 2,,65,66
235,3,6:23.0,D. Rose makes free throw 2 of 2,,66,66
236,3,6:07.0,,Shooting foul by D. Rose (drawn by R. Rubio),66,66
237,3,6:07.0,,R. Rubio makes free throw 1 of 2,66,67
238,3,6:07.0,,R. Rubio makes free throw 2 of 2,66,68
239,3,5:54.0,M. Dunleavy makes 2-pt dunk at rim (assist by E. Moore),,68,68
240,3,5:40.0,,Z. LaVine enters the game for T. Prince,68,68
241,3,5:37.0,,K. Towns makes 2-pt jump shot from 17 ft (assist by G. Dieng),68,70
242,3,5:27.0,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by E. Moore),,71,70
243,3,5:13.0,,A. Wiggins misses 2-pt jump shot from 17 ft,71,70
244,3,5:12.0,,Offensive rebound by K. Towns,71,70
245,3,5:10.0,,K. Towns misses 2-pt layup from 2 ft (block by B. Portis),71,70
246,3,5:09.0,,Offensive rebound by G. Dieng,71,70
247,3,5:08.0,,Shooting foul by P. Gasol (drawn by G. Dieng),71,70
248,3,5:08.0,,G. Dieng makes free throw 1 of 2,71,71
249,3,5:08.0,,G. Dieng makes free throw 2 of 2,71,72
250,3,4:56.0,D. Rose misses 3-pt jump shot from 23 ft,,71,72
251,3,4:55.0,,Defensive rebound by A. Wiggins,71,72
252,3,4:39.0,,G. Dieng makes 2-pt layup from 1 ft (assist by R. Rubio),71,74
253,3,4:30.0,B. Portis makes 2-pt jump shot from 16 ft (assist by D. Rose),,73,74
254,3,4:10.0,,A. Wiggins misses 2-pt jump shot from 6 ft,73,74
255,3,4:09.0,,Offensive rebound by K. Towns,73,74
256,3,4:09.0,,Personal foul by B. Portis (drawn by K. Towns),73,74
257,3,4:09.0,,K. Towns makes free throw 1 of 2,73,75
258,3,4:09.0,K. Hinrich enters the game for D. Rose,,73,75
259,3,4:09.0,,K. Towns makes free throw 2 of 2,73,76
260,3,4:01.0,Personal foul by G. Dieng (drawn by P. Gasol),,73,76
261,3,4:01.0,P. Gasol makes free throw 1 of 2,,74,76
262,3,4:01.0,,A. Miller enters the game for R. Rubio,74,76
263,3,4:01.0,P. Gasol makes free throw 2 of 2,,75,76
264,3,3:47.0,,G. Dieng makes 2-pt jump shot from 14 ft (assist by A. Miller),75,78
265,3,3:22.0,B. Portis makes 2-pt hook shot from 8 ft (assist by K. Hinrich),,77,78
266,3,3:07.0,,G. Dieng makes 2-pt jump shot from 16 ft,77,80
267,3,2:50.0,E. Moore makes 2-pt jump shot from 10 ft,,79,80
268,3,2:43.0,,Minnesota full timeout,79,80
269,3,2:43.0,,D. Rudež enters the game for K. Towns,79,80
270,3,2:43.0,,S. Muhammad enters the game for A. Wiggins,79,80
271,3,2:40.0,,Personal foul by M. Dunleavy (drawn by A. Miller),79,80
272,3,2:40.0,,S. Muhammad makes free throw 1 of 2,79,81
273,3,2:40.0,,S. Muhammad makes free throw 2 of 2,79,82
274,3,2:28.0,P. Gasol makes 3-pt jump shot from 23 ft (assist by E. Moore),,82,82
275,3,2:07.0,,G. Dieng misses 2-pt jump shot from 10 ft,82,82
276,3,2:06.0,Defensive rebound by B. Portis,,82,82
277,3,1:51.0,B. Portis misses 2-pt jump shot from 6 ft,,82,82
278,3,1:50.0,,Defensive rebound by G. Dieng,82,82
279,3,1:40.0,,A. Miller makes 2-pt layup from 1 ft,82,84
280,3,1:17.0,E. Moore misses 3-pt jump shot from 24 ft,,82,84
281,3,1:16.0,,Defensive rebound by S. Muhammad,82,84
282,3,1:00.0,,Z. LaVine misses 3-pt jump shot from 25 ft,82,84
283,3,1:00.0,,Offensive rebound by G. Dieng,82,84
284,3,0:48.0,,S. Muhammad misses 3-pt jump shot from 25 ft,82,84
285,3,0:47.0,Defensive rebound by B. Portis,,82,84
286,3,0:27.0,Shooting foul by G. Dieng (drawn by P. Gasol),,82,84
287,3,0:27.0,P. Gasol makes free throw 1 of 2,,83,84
288,3,0:27.0,D. McDermott enters the game for M. Dunleavy,,83,84
289,3,0:27.0,P. Gasol makes free throw 2 of 2,,84,84
290,3,0:09.0,,Z. LaVine misses 2-pt layup from 1 ft,84,84
291,3,0:07.0,,Offensive rebound by S. Muhammad,84,84
292,3,0:05.0,,S. Muhammad misses 2-pt layup at rim (block by P. Gasol),84,84
293,3,0:03.0,Defensive rebound by K. Hinrich,,84,84
294,3,0:00.0,K. Hinrich misses 2-pt jump shot from 17 ft,,84,84
295,3,0:00.0,Offensive rebound by Team,,84,84
296,4,11:38.0,D. Rose misses 2-pt jump shot from 6 ft,,84,84
297,4,11:37.0,,Defensive rebound by D. Rudež,84,84
298,4,11:32.0,,Z. LaVine makes 2-pt dunk at rim (assist by S. Muhammad),84,86
299,4,11:14.0,B. Portis makes 2-pt jump shot from 6 ft (assist by K. Hinrich),,86,86
300,4,11:14.0,Shooting foul by D. Rudež (drawn by B. Portis),,86,86
301,4,11:14.0,B. Portis makes free throw 1 of 1,,87,86
302,4,11:02.0,,S. Muhammad misses 2-pt jump shot from 10 ft,87,86
303,4,11:00.0,,Offensive rebound by G. Dieng,87,86
304,4,10:54.0,,Personal foul by B. Portis (drawn by A. Miller),87,86
305,4,10:47.0,,Z. LaVine misses 2-pt jump shot from 21 ft,87,86
306,4,10:45.0,Defensive rebound by Team,,87,86
307,4,10:26.0,Turnover by T. Gibson (lost ball; steal by Z. LaVine),,87,86
308,4,10:22.0,,S. Muhammad makes 2-pt dunk at rim (assist by A. Miller),87,88
309,4,10:11.0,,Violation by G. Dieng (def goaltending),87,88
310,4,10:11.0,D. Rose makes 2-pt layup at rim,,89,88
311,4,9:54.0,,Turnover by Z. LaVine (bad pass),89,88
312,4,9:54.0,,K. Towns enters the game for D. Rudež,89,88
313,4,9:48.0,Turnover by D. Rose (lost ball; steal by Z. LaVine),,89,88
314,4,9:47.0,Loose ball foul by D. Rose (drawn by Z. LaVine),,89,88
315,4,9:34.0,,Z. LaVine misses 2-pt jump shot from 12 ft,89,88
316,4,9:32.0,,Offensive rebound by S. Muhammad,89,88
317,4,9:31.0,,S. Muhammad makes 2-pt jump shot from 4 ft,89,90
318,4,9:17.0,D. McDermott misses 3-pt jump shot from 24 ft,,89,90
319,4,9:15.0,,Defensive rebound by G. Dieng,89,90
320,4,9:01.0,,S. Muhammad misses 2-pt jump shot from 12 ft,89,90
321,4,9:00.0,Defensive rebound by D. Rose,,89,90
322,4,9:00.0,Personal foul by G. Dieng (drawn by D. Rose),,89,90
323,4,8:40.0,K. Hinrich misses 2-pt jump shot from 11 ft (block by G. Dieng),,89,90
324,4,8:38.0,Offensive rebound by T. Gibson,,89,90
325,4,8:38.0,,Loose ball foul by A. Miller (drawn by T. Gibson),89,90
326,4,8:38.0,Chicago full timeout,,89,90
327,4,8:31.0,B. Portis misses 2-pt jump shot from 11 ft,,89,90
328,4,8:29.0,Offensive rebound by T. Gibson,,89,90
329,4,8:26.0,D. McDermott makes 2-pt jump shot from 8 ft (assist by T. Gibson),,91,90
330,4,8:04.0,,Z. LaVine misses 2-pt dunk at rim (block by T. Gibson),91,90
331,4,8:03.0,,Offensive rebound by Team,91,90
332,4,8:03.0,E. Moore enters the game for D. Rose,,91,90
333,4,8:00.0,,K. Towns makes 2-pt jump shot from 17 ft (assist by S. Muhammad),91,92
334,4,7:37.0,Shooting foul by K. Towns (drawn by T. Gibson),,91,92
335,4,7:37.0,T. Gibson misses free throw 1 of 2,,91,92
336,4,7:37.0,Offensive rebound by Team,,91,92
337,4,7:37.0,,R. Rubio enters the game for A. Miller,91,92
338,4,7:37.0,,A. Wiggins enters the game for S. Muhammad,91,92
339,4,7:37.0,T. Gibson makes free throw 2 of 2,,92,92
340,4,7:14.0,,R. Rubio misses 2-pt jump shot from 18 ft,92,92
341,4,7:13.0,Defensive rebound by K. Hinrich,,92,92
342,4,7:01.0,B. Portis makes 2-pt jump shot from 5 ft (assist by T. Gibson),,94,92
343,4,6:55.0,,Minnesota full timeout,94,92
344,4,6:47.0,,K. Towns misses 2-pt layup from 1 ft,94,92
345,4,6:45.0,Defensive rebound by K. Hinrich,,94,92
346,4,6:39.0,D. McDermott misses 2-pt layup from 2 ft (block by K. Towns),,94,92
347,4,6:38.0,Offensive rebound by Team,,94,92
348,4,6:31.0,K. Hinrich makes 2-pt jump shot from 5 ft,,96,92
349,4,6:15.0,,A. Wiggins makes 2-pt jump shot from 6 ft,96,94
350,4,5:51.0,E. Moore misses 2-pt jump shot from 15 ft,,96,94
351,4,5:49.0,,Defensive rebound by K. Towns,96,94
352,4,5:44.0,,Shooting foul by B. Portis (drawn by A. Wiggins),96,94
353,4,5:44.0,,A. Wiggins makes free throw 1 of 2,96,95
354,4,5:44.0,P. Gasol enters the game for T. Gibson,,96,95
355,4,5:44.0,D. Rose enters the game for K. Hinrich,,96,95
356,4,5:44.0,,A. Wiggins makes free throw 2 of 2,96,96
357,4,5:31.0,E. Moore makes 3-pt jump shot from 23 ft (assist by D. Rose),,99,96
358,4,5:11.0,,Z. LaVine misses 3-pt jump shot from 24 ft,99,96
359,4,5:10.0,Defensive rebound by Team,,99,96
360,4,4:57.0,Turnover by D. Rose (bad pass),,99,96
361,4,4:43.0,,Z. LaVine misses 2-pt jump shot from 15 ft,99,96
362,4,4:42.0,Defensive rebound by P. Gasol,,99,96
363,4,4:32.0,P. Gasol makes 2-pt jump shot from 20 ft (assist by D. Rose),,101,96
364,4,4:13.0,,A. Wiggins misses 2-pt jump shot from 16 ft,101,96
365,4,4:10.0,,Offensive rebound by G. Dieng,101,96
366,4,3:46.0,,K. Towns makes 2-pt layup from 1 ft (assist by G. Dieng),101,98
367,4,3:24.0,B. Portis makes 2-pt layup at rim (assist by D. Rose),,103,98
368,4,3:17.0,,Minnesota full timeout,103,98
369,4,3:12.0,,G. Dieng makes 2-pt jump shot from 4 ft (assist by A. Wiggins),103,100
370,4,2:55.0,Shooting foul by R. Rubio (drawn by D. Rose),,103,100
371,4,2:55.0,Chicago full timeout,,103,100
372,4,2:55.0,D. Rose makes free throw 1 of 2,,104,100
373,4,2:55.0,D. Rose makes free throw 2 of 2,,105,100
374,4,2:46.0,,A. Wiggins misses 2-pt jump shot from 8 ft,105,100
375,4,2:45.0,Defensive rebound by P. Gasol,,105,100
376,4,2:29.0,D. Rose misses 2-pt jump shot from 11 ft,,105,100
377,4,2:28.0,,Defensive rebound by G. Dieng,105,100
378,4,2:24.0,,Shooting foul by D. McDermott (drawn by Z. LaVine),105,100
379,4,2:24.0,,Z. LaVine makes free throw 1 of 2,105,101
380,4,2:24.0,,Z. LaVine makes free throw 2 of 2,105,102
381,4,2:04.0,D. Rose misses 2-pt jump shot from 6 ft,,105,102
382,4,2:03.0,,Defensive rebound by K. Towns,105,102
