,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MEMPHIS_ACTION,MILWAUKEE_SCORE,MEMPHIS_SCORE
381,4,4:51.0,Personal foul by M. Chalmers (drawn by T. Ennis),,75,98
382,4,4:51.0,T. Ennis makes free throw 1 of 2,,76,98
383,4,4:51.0,T. Ennis makes free throw 2 of 2,,77,98
384,4,4:36.0,,J. Green misses 3-pt jump shot from 25 ft,77,98
385,4,4:35.0,Defensive rebound by T. Ennis,,77,98
386,4,4:26.0,C. Copeland misses 3-pt jump shot from 24 ft,,77,98
387,4,4:24.0,,Defensive rebound by R. Hollins,77,98
388,4,4:15.0,,J. Green misses 2-pt jump shot from 22 ft,77,98
389,4,4:15.0,Defensive rebound by M. Plumlee,,77,98
390,4,3:57.0,R. Vaughn makes 2-pt jump shot from 20 ft (assist by M. Plumlee),,79,98
391,4,3:35.0,,R. Hollins makes 2-pt hook shot from 5 ft (assist by M. Barnes),79,100
392,4,3:17.0,R. Vaughn misses 3-pt jump shot from 25 ft,,79,100
393,4,3:17.0,,Defensive rebound by M. Barnes,79,100
394,4,3:12.0,,Turnover by M. Barnes (bad pass),79,100
395,4,3:04.0,Shooting foul by R. Hollins (drawn by C. Copeland),,79,100
396,4,3:04.0,C. Copeland makes free throw 1 of 2,,80,100
397,4,3:04.0,C. Copeland makes free throw 2 of 2,,81,100
398,4,2:54.0,,Personal foul by T. Ennis (drawn by M. Chalmers),81,100
399,4,2:54.0,,Memphis full timeout,81,100
400,4,2:49.0,,Turnover by J. Green (traveling),81,100
401,4,2:38.0,C. Copeland misses 3-pt jump shot from 24 ft,,81,100
402,4,2:37.0,,Defensive rebound by J. Green,81,100
403,4,2:35.0,,Shooting foul by R. Vaughn (drawn by M. Barnes),81,100
404,4,2:35.0,,M. Barnes makes free throw 1 of 2,81,101
405,4,2:35.0,,M. Barnes misses free throw 2 of 2,81,101
406,4,2:34.0,Defensive rebound by M. Plumlee,,81,101
407,4,2:15.0,T. Ennis misses 3-pt jump shot from 27 ft,,81,101
408,4,2:14.0,Offensive rebound by J. O'Bryant,,81,101
409,4,2:10.0,T. Ennis misses 2-pt jump shot from 6 ft,,81,101
410,4,2:09.0,,Defensive rebound by M. Barnes,81,101
411,4,1:58.0,,M. Barnes misses 3-pt jump shot from 26 ft,81,101
412,4,1:58.0,,Offensive rebound by R. Hollins,81,101
413,4,1:44.0,,Personal foul by C. Copeland (drawn by M. Chalmers),81,101
414,4,1:39.0,,Turnover by M. Barnes (bad pass; steal by M. Plumlee),81,101
415,4,1:26.0,C. Copeland misses 3-pt jump shot from 23 ft,,81,101
416,4,1:26.0,,Defensive rebound by R. Hollins,81,101
417,4,1:14.0,,M. Barnes misses 3-pt jump shot from 24 ft,81,101
418,4,1:14.0,Defensive rebound by J. O'Bryant,,81,101
419,4,0:58.0,M. Plumlee makes 2-pt hook shot from 4 ft (assist by C. Copeland),,83,101
420,4,0:36.0,,M. Chalmers misses 2-pt jump shot from 14 ft,83,101
421,4,0:34.0,,Offensive rebound by R. Hollins,83,101
422,4,0:33.0,,R. Hollins makes 2-pt dunk at rim,83,103
423,4,0:14.0,Turnover by C. Copeland (lost ball; steal by M. Barnes),,83,103
