,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,UTAH_ACTION,WASHINGTON_SCORE,UTAH_SCORE
43,1,6:02.0,,R. Gobert misses free throw 1 of 2,14,14
44,1,6:02.0,,Offensive rebound by Team,14,14
45,1,6:02.0,N. Hilário enters the game for M. Gortat,,14,14
46,1,6:02.0,,R. Gobert makes free throw 2 of 2,14,15
47,1,5:47.0,J. Wall misses 2-pt jump shot from 16 ft,,14,15
48,1,5:47.0,,Defensive rebound by D. Favors,14,15
49,1,5:36.0,,S. Mack makes 3-pt jump shot from 24 ft,14,18
50,1,5:24.0,Turnover by M. Morris (bad pass; steal by R. Hood),,14,18
51,1,5:13.0,,D. Favors makes 2-pt jump shot from 17 ft (assist by G. Hayward),14,20
52,1,4:53.0,G. Temple makes 3-pt jump shot from 23 ft (assist by J. Wall),,17,20
53,1,4:36.0,,S. Mack makes 2-pt layup from 2 ft,17,22
54,1,4:27.0,Shooting foul by R. Gobert (drawn by M. Morris),,17,22
55,1,4:27.0,M. Morris makes free throw 1 of 2,,18,22
56,1,4:27.0,,T. Booker enters the game for R. Gobert,18,22
57,1,4:27.0,,R. Neto enters the game for S. Mack,18,22
58,1,4:27.0,A. Anderson enters the game for O. Porter,,18,22
59,1,4:27.0,M. Morris makes free throw 2 of 2,,19,22
60,1,4:10.0,,T. Booker misses 2-pt layup at rim,19,22
61,1,4:09.0,,Offensive rebound by Team,19,22
62,1,3:52.0,,R. Hood misses 2-pt jump shot from 6 ft,19,22
63,1,3:50.0,,Offensive rebound by T. Booker,19,22
64,1,3:50.0,,T. Booker misses 2-pt jump shot from 10 ft,19,22
65,1,3:50.0,Defensive rebound by J. Wall,,19,22
66,1,3:50.0,,Technical foul by T. Booker,19,22
67,1,3:50.0,M. Morris makes technical free throw,,20,22
68,1,3:50.0,,T. Burke enters the game for R. Hood,20,22
69,1,3:37.0,N. Hilário makes 2-pt hook shot from 6 ft (assist by G. Temple),,22,22
70,1,3:21.0,,T. Booker makes 2-pt dunk at rim (assist by R. Neto),22,24
71,1,3:05.0,J. Wall makes 2-pt layup from 2 ft,,24,24
72,1,2:53.0,,Shooting foul by A. Anderson (drawn by D. Favors),24,24
73,1,2:53.0,Washington full timeout,,24,24
74,1,2:53.0,J. Dudley enters the game for M. Morris,,24,24
75,1,2:53.0,R. Sessions enters the game for G. Temple,,24,24
76,1,2:53.0,,D. Favors makes free throw 1 of 2,24,25
77,1,2:53.0,,D. Favors makes free throw 2 of 2,24,26
78,1,2:40.0,Personal foul by D. Favors,,24,26
79,1,2:34.0,J. Wall misses 2-pt layup from 2 ft,,24,26
80,1,2:33.0,,Defensive rebound by T. Burke,24,26
81,1,2:13.0,,R. Neto makes 3-pt jump shot from 24 ft (assist by G. Hayward),24,29
82,1,1:55.0,A. Anderson makes 3-pt jump shot from 24 ft (assist by J. Wall),,27,29
83,1,1:37.0,,T. Burke misses 3-pt jump shot from 24 ft,27,29
84,1,1:37.0,Defensive rebound by Team,,27,29
85,1,1:37.0,M. Thornton enters the game for J. Wall,,27,29
86,1,1:25.0,Turnover by J. Dudley (bad pass),,27,29
87,1,1:25.0,,J. Ingles enters the game for G. Hayward,27,29
88,1,1:08.0,,Turnover by R. Neto (lost ball; steal by J. Dudley),27,29
89,1,1:02.0,A. Anderson misses 2-pt layup from 1 ft,,27,29
90,1,1:01.0,Offensive rebound by R. Sessions,,27,29
91,1,0:59.0,M. Thornton misses 3-pt jump shot from 24 ft,,27,29
92,1,0:57.0,Offensive rebound by N. Hilário,,27,29
93,1,0:51.0,J. Dudley makes 2-pt layup from 1 ft (assist by N. Hilário),,29,29
94,1,0:28.0,,Turnover by R. Neto (step out of bounds),29,29
95,1,0:28.0,J. Wall enters the game for R. Sessions,,29,29
96,1,0:09.0,A. Anderson misses 2-pt layup from 1 ft,,29,29
97,1,0:09.0,,Defensive rebound by R. Neto,29,29
98,1,0:02.0,,R. Neto makes 3-pt jump shot from 24 ft (assist by T. Booker),29,32
99,1,0:00.0,A. Anderson misses 3-pt jump shot from 32 ft,,29,32
100,1,0:00.0,Offensive rebound by Team,,29,32
101,2,11:51.0,Personal foul by T. Booker,,29,32
102,2,11:43.0,M. Thornton misses 2-pt jump shot from 17 ft,,29,32
103,2,11:42.0,,Defensive rebound by T. Burke,29,32
104,2,11:25.0,,T. Burke makes 2-pt jump shot from 11 ft,29,34
105,2,11:19.0,R. Sessions misses 2-pt layup from 2 ft,,29,34
106,2,11:18.0,,Defensive rebound by R. Gobert,29,34
107,2,11:01.0,,T. Burke misses 2-pt jump shot from 4 ft,29,34
108,2,11:00.0,Defensive rebound by N. Hilário,,29,34
109,2,10:59.0,Turnover by N. Hilário (bad pass; steal by J. Ingles),,29,34
110,2,10:57.0,Offensive charge foul by T. Booker (drawn by N. Hilário),,29,34
111,2,10:57.0,,Turnover by T. Booker (offensive foul),29,34
112,2,10:57.0,,T. Lyles enters the game for T. Booker,29,34
113,2,10:40.0,,R. Hood enters the game for J. Ingles,29,34
114,2,10:35.0,R. Sessions makes 2-pt dunk at rim,,31,34
115,2,10:09.0,,S. Mack makes 2-pt layup from 1 ft,31,36
116,2,9:57.0,R. Sessions misses 2-pt jump shot from 9 ft,,31,36
117,2,9:56.0,Offensive rebound by R. Sessions,,31,36
118,2,9:49.0,A. Anderson misses 3-pt jump shot from 24 ft,,31,36
119,2,9:49.0,,Defensive rebound by R. Gobert,31,36
120,2,9:40.0,,T. Lyles makes 2-pt jump shot from 20 ft (assist by S. Mack),31,38
121,2,9:28.0,Personal foul by T. Burke,,31,38
122,2,9:28.0,,C. Johnson enters the game for T. Burke,31,38
123,2,9:15.0,N. Hilário makes 2-pt jump shot from 14 ft,,33,38
124,2,9:02.0,,Turnover by S. Mack (bad pass; steal by J. Dudley),33,38
125,2,8:56.0,M. Thornton misses 2-pt layup from 2 ft,,33,38
126,2,8:55.0,,Defensive rebound by T. Lyles,33,38
127,2,8:49.0,,S. Mack misses 2-pt layup at rim,33,38
128,2,8:49.0,Defensive rebound by Team,,33,38
129,2,8:49.0,Washington full timeout,,33,38
130,2,8:30.0,N. Hilário makes 2-pt jump shot from 5 ft (assist by M. Thornton),,35,38
131,2,8:06.0,,S. Mack makes 3-pt jump shot from 23 ft,35,41
132,2,7:51.0,N. Hilário makes 2-pt jump shot from 18 ft (assist by R. Sessions),,37,41
133,2,7:31.0,,S. Mack misses 3-pt jump shot from 24 ft,37,41
134,2,7:31.0,Defensive rebound by A. Anderson,,37,41
135,2,7:12.0,R. Sessions makes 3-pt jump shot from 24 ft (assist by A. Anderson),,40,41
136,2,6:52.0,,Turnover by R. Hood (bad pass; steal by N. Hilário),40,41
137,2,6:37.0,M. Thornton misses 2-pt hook shot from 3 ft,,40,41
138,2,6:36.0,,Defensive rebound by C. Johnson,40,41
139,2,6:21.0,,C. Johnson misses 2-pt jump shot from 5 ft,40,41
140,2,6:20.0,Defensive rebound by J. Dudley,,40,41
141,2,6:13.0,A. Anderson misses 3-pt jump shot from 24 ft,,40,41
142,2,6:13.0,,Defensive rebound by T. Lyles,40,41
143,2,6:07.0,,Utah full timeout,40,41
144,2,6:07.0,M. Gortat enters the game for N. Hilário,,40,41
145,2,6:07.0,,R. Neto enters the game for S. Mack,40,41
146,2,6:07.0,,G. Hayward enters the game for C. Johnson,40,41
147,2,6:07.0,J. Wall enters the game for A. Anderson,,40,41
148,2,6:07.0,,D. Favors enters the game for R. Gobert,40,41
149,2,6:07.0,O. Porter enters the game for R. Sessions,,40,41
150,2,6:00.0,,Turnover by R. Neto (bad pass),40,41
151,2,5:44.0,M. Thornton misses 2-pt jump shot from 16 ft,,40,41
152,2,5:44.0,,Defensive rebound by D. Favors,40,41
153,2,5:22.0,,D. Favors misses 2-pt jump shot from 12 ft,40,41
154,2,5:22.0,Defensive rebound by J. Wall,,40,41
155,2,5:14.0,J. Dudley misses 3-pt jump shot from 24 ft,,40,41
156,2,5:13.0,,Defensive rebound by D. Favors,40,41
157,2,5:01.0,,T. Lyles misses 3-pt jump shot from 22 ft,40,41
158,2,5:00.0,,Offensive rebound by D. Favors,40,41
159,2,4:58.0,,D. Favors makes 2-pt layup from 2 ft,40,43
160,2,4:43.0,Turnover by J. Wall (bad pass; steal by R. Hood),,40,43
161,2,4:28.0,,R. Neto makes 2-pt layup from 1 ft,40,45
162,2,4:25.0,Washington full timeout,,40,45
163,2,4:25.0,,C. Johnson enters the game for R. Hood,40,45
164,2,4:25.0,M. Morris enters the game for J. Dudley,,40,45
165,2,4:25.0,G. Temple enters the game for M. Thornton,,40,45
166,2,4:13.0,O. Porter misses 2-pt jump shot from 14 ft,,40,45
167,2,4:13.0,,Defensive rebound by D. Favors,40,45
168,2,3:54.0,,C. Johnson misses 2-pt jump shot from 11 ft (block by M. Gortat),40,45
169,2,3:53.0,Defensive rebound by M. Gortat,,40,45
170,2,3:35.0,O. Porter makes 2-pt layup from 2 ft (assist by M. Morris),,42,45
171,2,3:17.0,,T. Lyles makes 2-pt jump shot from 11 ft,42,47
172,2,3:00.0,M. Morris makes 2-pt jump shot from 18 ft (assist by J. Wall),,44,47
173,2,2:30.0,,T. Lyles misses 2-pt jump shot from 16 ft,44,47
174,2,2:30.0,Defensive rebound by M. Morris,,44,47
175,2,2:24.0,Turnover by J. Wall (lost ball),,44,47
176,2,2:24.0,,R. Hood enters the game for C. Johnson,44,47
177,2,2:24.0,,S. Mack enters the game for R. Neto,44,47
178,2,2:04.0,,Shooting foul by O. Porter (drawn by G. Hayward),44,47
179,2,2:04.0,,G. Hayward makes free throw 1 of 2,44,48
180,2,2:04.0,,G. Hayward makes free throw 2 of 2,44,49
181,2,1:49.0,Turnover by M. Morris (bad pass; steal by T. Lyles),,44,49
182,2,1:40.0,,S. Mack makes 2-pt jump shot from 10 ft,44,51
183,2,1:24.0,M. Morris makes 2-pt jump shot from 17 ft,,46,51
184,2,1:08.0,,S. Mack makes 3-pt jump shot from 24 ft,46,54
185,2,0:47.0,O. Porter misses 3-pt jump shot from 22 ft,,46,54
186,2,0:47.0,,Defensive rebound by R. Hood,46,54
187,2,0:33.0,,Personal foul by G. Temple,46,54
188,2,0:33.0,N. Hilário enters the game for M. Gortat,,46,54
189,2,0:32.0,,Shooting foul by M. Morris (drawn by G. Hayward),46,54
190,2,0:32.0,,G. Hayward makes free throw 1 of 2,46,55
191,2,0:32.0,,G. Hayward makes free throw 2 of 2,46,56
192,2,0:17.0,Shooting foul by G. Hayward (drawn by N. Hilário),,46,56
193,2,0:17.0,N. Hilário makes free throw 1 of 2,,47,56
194,2,0:17.0,N. Hilário makes free throw 2 of 2,,48,56
195,2,0:00.0,,R. Hood misses 3-pt jump shot from 25 ft,48,56
196,2,0:00.0,,Offensive rebound by Team,48,56
197,3,11:39.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,50,56
198,3,11:12.0,,Turnover by D. Favors (lost ball; steal by M. Morris),50,56
199,3,11:03.0,J. Wall makes 2-pt jump shot from 17 ft,,52,56
200,3,10:51.0,,S. Mack makes 2-pt layup from 2 ft,52,58
201,3,10:51.0,,Shooting foul by J. Wall (drawn by S. Mack),52,58
202,3,10:51.0,,S. Mack misses free throw 1 of 1,52,58
203,3,10:51.0,,Offensive rebound by Team,52,58
204,3,10:42.0,Loose ball foul by M. Gortat,,52,58
205,3,10:42.0,,Personal foul by O. Porter,52,58
206,3,10:34.0,,R. Hood makes 3-pt jump shot from 22 ft (assist by G. Hayward),52,61
207,3,10:17.0,O. Porter makes 2-pt jump shot from 18 ft,,54,61
208,3,10:10.0,,Personal foul by M. Morris,54,61
209,3,10:03.0,,D. Favors makes 2-pt jump shot from 3 ft (assist by S. Mack),54,63
210,3,10:03.0,,Shooting foul by M. Gortat (drawn by D. Favors),54,63
211,3,10:03.0,N. Hilário enters the game for M. Gortat,,54,63
212,3,10:03.0,,D. Favors makes free throw 1 of 1,54,64
213,3,9:50.0,M. Morris makes 2-pt jump shot from 5 ft,,56,64
214,3,9:37.0,,S. Mack makes 2-pt jump shot from 11 ft,56,66
215,3,9:25.0,M. Morris makes 2-pt jump shot from 18 ft (assist by J. Wall),,58,66
216,3,9:06.0,,D. Favors misses 2-pt layup from 1 ft,58,66
217,3,9:06.0,Defensive rebound by O. Porter,,58,66
218,3,8:51.0,Turnover by M. Morris (bad pass; steal by G. Hayward),,58,66
219,3,8:47.0,,G. Hayward makes 2-pt layup from 2 ft,58,68
220,3,8:31.0,G. Temple makes 3-pt jump shot from 22 ft (assist by J. Wall),,61,68
221,3,8:11.0,,Shooting foul by N. Hilário (drawn by R. Gobert),61,68
222,3,8:11.0,,R. Gobert makes free throw 1 of 2,61,69
223,3,8:11.0,,R. Gobert makes free throw 2 of 2,61,70
224,3,7:55.0,Turnover by G. Temple (lost ball),,61,70
225,3,7:36.0,,Shooting foul by N. Hilário (drawn by R. Gobert),61,70
226,3,7:36.0,,R. Gobert misses free throw 1 of 2,61,70
227,3,7:36.0,,Offensive rebound by Team,61,70
228,3,7:36.0,,R. Gobert makes free throw 2 of 2,61,71
229,3,7:22.0,M. Morris misses 2-pt jump shot from 14 ft,,61,71
230,3,7:22.0,,Defensive rebound by R. Gobert,61,71
231,3,7:03.0,,S. Mack makes 2-pt jump shot from 9 ft (assist by R. Gobert),61,73
232,3,6:43.0,O. Porter makes 2-pt jump shot from 16 ft (assist by M. Morris),,63,73
233,3,6:23.0,,Shooting foul by M. Morris (drawn by D. Favors),63,73
234,3,6:23.0,,D. Favors misses free throw 1 of 2,63,73
235,3,6:23.0,,Offensive rebound by Team,63,73
236,3,6:23.0,A. Anderson enters the game for O. Porter,,63,73
237,3,6:23.0,,D. Favors makes free throw 2 of 2,63,74
238,3,6:12.0,N. Hilário misses 2-pt layup from 1 ft (block by R. Gobert),,63,74
239,3,6:12.0,,Defensive rebound by S. Mack,63,74
240,3,6:00.0,,Shooting foul by N. Hilário (drawn by G. Hayward),63,74
241,3,6:00.0,,G. Hayward makes free throw 1 of 2,63,75
242,3,6:00.0,,T. Booker enters the game for D. Favors,63,75
243,3,6:00.0,,G. Hayward makes free throw 2 of 2,63,76
244,3,5:44.0,Shooting foul by R. Hood (drawn by N. Hilário),,63,76
245,3,5:44.0,,Utah full timeout,63,76
246,3,5:44.0,N. Hilário makes free throw 1 of 2,,64,76
247,3,5:44.0,N. Hilário makes free throw 2 of 2,,65,76
248,3,5:21.0,,Turnover by G. Hayward (lost ball),65,76
249,3,5:09.0,J. Wall misses 3-pt jump shot from 24 ft,,65,76
250,3,5:08.0,,Defensive rebound by R. Gobert,65,76
251,3,5:02.0,Violation by M. Morris (kicked ball),,65,76
252,3,5:02.0,,C. Johnson enters the game for R. Hood,65,76
253,3,4:53.0,,Personal foul by A. Anderson,65,76
254,3,4:53.0,,R. Gobert misses free throw 1 of 2,65,76
255,3,4:53.0,,Offensive rebound by Team,65,76
256,3,4:53.0,M. Thornton enters the game for G. Temple,,65,76
257,3,4:53.0,,R. Gobert misses free throw 2 of 2,65,76
258,3,4:53.0,Defensive rebound by N. Hilário,,65,76
259,3,4:35.0,A. Anderson misses 2-pt layup from 3 ft,,65,76
260,3,4:35.0,,Defensive rebound by R. Gobert,65,76
261,3,4:27.0,,Turnover by S. Mack (bad pass; steal by N. Hilário),65,76
262,3,4:23.0,,Offensive charge foul by J. Wall (drawn by T. Booker),65,76
263,3,4:23.0,Turnover by J. Wall (offensive foul),,65,76
264,3,4:23.0,J. Dudley enters the game for M. Morris,,65,76
265,3,4:07.0,,R. Gobert makes 2-pt layup from 1 ft (assist by S. Mack),65,78
266,3,3:58.0,Personal foul by C. Johnson,,65,78
267,3,3:44.0,J. Wall misses 2-pt jump shot from 9 ft,,65,78
268,3,3:44.0,,Defensive rebound by R. Gobert,65,78
269,3,3:32.0,,Personal foul by N. Hilário,65,78
270,3,3:32.0,,G. Hayward makes free throw 1 of 2,65,79
271,3,3:32.0,J. Hickson enters the game for N. Hilário,,65,79
272,3,3:32.0,,G. Hayward misses free throw 2 of 2,65,79
273,3,3:32.0,Defensive rebound by J. Hickson,,65,79
274,3,3:14.0,J. Wall misses 2-pt jump shot from 17 ft,,65,79
275,3,3:14.0,,Defensive rebound by G. Hayward,65,79
276,3,3:04.0,,Turnover by G. Hayward (bad pass; steal by J. Hickson),65,79
277,3,2:59.0,M. Thornton misses 3-pt jump shot from 24 ft (block by R. Gobert),,65,79
278,3,2:58.0,Offensive rebound by J. Hickson,,65,79
279,3,2:58.0,,Loose ball foul by C. Johnson,65,79
280,3,2:58.0,Washington full timeout,,65,79
281,3,2:58.0,R. Sessions enters the game for J. Wall,,65,79
282,3,2:58.0,,D. Favors enters the game for R. Gobert,65,79
283,3,2:58.0,,R. Neto enters the game for S. Mack,65,79
284,3,2:58.0,,R. Hood enters the game for G. Hayward,65,79
285,3,2:58.0,J. Hickson misses free throw 1 of 2,,65,79
286,3,2:58.0,Offensive rebound by Team,,65,79
287,3,2:58.0,J. Hickson makes free throw 2 of 2,,66,79
288,3,2:45.0,,R. Hood makes 2-pt jump shot from 19 ft,66,81
289,3,2:25.0,M. Thornton misses 3-pt jump shot from 24 ft (block by T. Booker),,66,81
290,3,2:23.0,,Defensive rebound by D. Favors,66,81
291,3,2:11.0,,D. Favors misses 2-pt jump shot from 18 ft,66,81
292,3,2:10.0,,Offensive rebound by T. Booker,66,81
293,3,1:56.0,,Shooting foul by A. Anderson (drawn by R. Hood),66,81
294,3,1:56.0,,R. Hood makes free throw 1 of 2,66,82
295,3,1:56.0,,R. Hood makes free throw 2 of 2,66,83
296,3,1:37.0,R. Sessions misses 2-pt layup from 1 ft (block by T. Booker),,66,83
297,3,1:36.0,,Defensive rebound by R. Neto,66,83
298,3,1:21.0,,Turnover by R. Neto (lost ball; steal by M. Thornton),66,83
299,3,1:17.0,Personal foul by C. Johnson,,66,83
300,3,1:13.0,Shooting foul by D. Favors (drawn by J. Hickson),,66,83
301,3,1:13.0,J. Hickson misses free throw 1 of 2,,66,83
302,3,1:13.0,Offensive rebound by Team,,66,83
303,3,1:13.0,J. Hickson misses free throw 2 of 2,,66,83
304,3,1:12.0,Offensive rebound by Team,,66,83
305,3,1:12.0,,Loose ball foul by R. Neto,66,83
306,3,1:12.0,J. Dudley misses free throw 1 of 2,,66,83
307,3,1:12.0,Offensive rebound by Team,,66,83
308,3,1:12.0,O. Porter enters the game for A. Anderson,,66,83
309,3,1:12.0,J. Dudley misses free throw 2 of 2,,66,83
310,3,1:11.0,,Defensive rebound by T. Booker,66,83
311,3,0:50.0,,Turnover by C. Johnson (bad pass; steal by J. Dudley),66,83
312,3,0:43.0,Turnover by J. Dudley (lost ball; steal by R. Hood),,66,83
313,3,0:38.0,,C. Johnson makes 2-pt layup from 2 ft (assist by R. Hood),66,85
314,3,0:28.0,R. Sessions misses 2-pt layup from 2 ft,,66,85
315,3,0:28.0,Offensive rebound by J. Hickson,,66,85
316,3,0:26.0,J. Hickson misses 2-pt layup from 1 ft,,66,85
317,3,0:24.0,,Defensive rebound by C. Johnson,66,85
318,3,0:21.0,,C. Johnson makes 2-pt layup from 1 ft,66,87
319,3,0:21.0,,Shooting block foul by J. Dudley (drawn by C. Johnson),66,87
320,3,0:21.0,,C. Johnson makes free throw 1 of 1,66,88
321,3,0:05.0,R. Sessions makes 2-pt jump shot from 4 ft,,68,88
322,4,11:40.0,,Turnover by R. Neto (bad pass),68,88
323,4,11:23.0,Personal foul by R. Neto,,68,88
324,4,11:18.0,R. Sessions misses 3-pt jump shot from 24 ft,,68,88
325,4,11:17.0,,Defensive rebound by D. Favors,68,88
326,4,10:58.0,,T. Booker misses 2-pt layup from 2 ft,68,88
327,4,10:57.0,Defensive rebound by J. Dudley,,68,88
328,4,10:46.0,M. Thornton makes 2-pt jump shot from 9 ft,,70,88
329,4,10:32.0,,Shooting foul by M. Thornton (drawn by R. Neto),70,88
330,4,10:32.0,,R. Neto makes free throw 1 of 2,70,89
331,4,10:32.0,J. Wall enters the game for M. Thornton,,70,89
332,4,10:32.0,M. Morris enters the game for J. Hickson,,70,89
333,4,10:32.0,,J. Ingles enters the game for C. Johnson,70,89
334,4,10:32.0,,R. Neto makes free throw 2 of 2,70,90
335,4,10:20.0,J. Wall makes 2-pt layup from 2 ft,,72,90
336,4,10:09.0,,T. Booker makes 2-pt dunk at rim (assist by R. Neto),72,92
337,4,10:09.0,,Shooting foul by M. Morris (drawn by T. Booker),72,92
338,4,10:09.0,,S. Mack enters the game for R. Neto,72,92
339,4,10:09.0,,T. Booker makes free throw 1 of 1,72,93
340,4,9:55.0,J. Wall misses 3-pt jump shot from 24 ft,,72,93
341,4,9:54.0,,Defensive rebound by T. Booker,72,93
342,4,9:34.0,,R. Hood misses 2-pt jump shot from 16 ft,72,93
343,4,9:33.0,Defensive rebound by R. Sessions,,72,93
344,4,9:23.0,R. Sessions misses 2-pt layup from 2 ft,,72,93
345,4,9:22.0,,Defensive rebound by J. Ingles,72,93
346,4,9:15.0,,Turnover by J. Ingles (bad pass; steal by J. Wall),72,93
347,4,9:13.0,R. Sessions makes 2-pt layup from 1 ft (assist by J. Wall),,74,93
348,4,9:13.0,Shooting foul by S. Mack (drawn by R. Sessions),,74,93
349,4,9:13.0,,G. Hayward enters the game for R. Hood,74,93
350,4,9:13.0,M. Gortat enters the game for J. Dudley,,74,93
351,4,9:13.0,,R. Gobert enters the game for D. Favors,74,93
352,4,9:13.0,R. Sessions makes free throw 1 of 1,,75,93
353,4,8:57.0,,S. Mack misses 2-pt jump shot from 12 ft,75,93
354,4,8:56.0,Defensive rebound by M. Morris,,75,93
355,4,8:55.0,Shooting foul by J. Ingles (drawn by J. Wall),,75,93
356,4,8:55.0,Washington full timeout,,75,93
357,4,8:55.0,J. Wall makes free throw 1 of 2,,76,93
358,4,8:55.0,J. Wall misses free throw 2 of 2,,76,93
359,4,8:54.0,,Defensive rebound by R. Gobert,76,93
360,4,8:40.0,,Offensive foul by G. Hayward (drawn by O. Porter),76,93
361,4,8:40.0,,Turnover by G. Hayward (offensive foul),76,93
362,4,8:22.0,Turnover by R. Sessions (bad pass; steal by J. Ingles),,76,93
363,4,8:14.0,,Shooting foul by R. Sessions (drawn by S. Mack),76,93
364,4,8:14.0,,S. Mack makes free throw 1 of 2,76,94
365,4,8:14.0,,S. Mack makes free throw 2 of 2,76,95
366,4,8:06.0,J. Wall makes 2-pt jump shot from 13 ft,,78,95
367,4,7:51.0,,S. Mack misses 2-pt jump shot from 8 ft,78,95
368,4,7:50.0,Defensive rebound by M. Gortat,,78,95
369,4,7:37.0,M. Gortat makes 2-pt layup from 1 ft (assist by R. Sessions),,80,95
370,4,7:17.0,,G. Hayward misses 3-pt jump shot from 24 ft,80,95
371,4,7:17.0,Defensive rebound by M. Gortat,,80,95
372,4,7:06.0,J. Wall makes 2-pt jump shot from 14 ft,,82,95
373,4,7:06.0,,Utah full timeout,82,95
374,4,7:06.0,,R. Hood enters the game for J. Ingles,82,95
375,4,7:06.0,,T. Lyles enters the game for T. Booker,82,95
376,4,6:52.0,,Turnover by G. Hayward (bad pass),82,95
377,4,6:47.0,J. Wall misses 2-pt jump shot from 18 ft,,82,95
378,4,6:46.0,,Defensive rebound by R. Gobert,82,95
379,4,6:27.0,,Turnover by S. Mack (lost ball),82,95
380,4,6:15.0,O. Porter misses 3-pt jump shot from 23 ft,,82,95
381,4,6:15.0,,Defensive rebound by Team,82,95
382,4,6:15.0,Loose ball foul by M. Gortat,,82,95
383,4,5:55.0,,R. Hood misses 3-pt jump shot from 24 ft,82,95
384,4,5:54.0,Defensive rebound by R. Sessions,,82,95
385,4,5:51.0,Shooting foul by R. Hood (drawn by J. Wall),,82,95
386,4,5:51.0,J. Wall makes free throw 1 of 2,,83,95
387,4,5:51.0,J. Wall makes free throw 2 of 2,,84,95
388,4,5:28.0,,T. Lyles makes 2-pt jump shot from 5 ft,84,97
389,4,5:19.0,M. Morris misses 2-pt jump shot from 5 ft,,84,97
390,4,5:19.0,Offensive rebound by Team,,84,97
391,4,5:10.0,Turnover by J. Wall (bad pass; steal by R. Hood),,84,97
392,4,5:06.0,,Shooting foul by R. Sessions (drawn by R. Hood),84,97
393,4,5:06.0,,R. Hood misses free throw 1 of 2,84,97
394,4,5:06.0,,Offensive rebound by Team,84,97
395,4,5:06.0,,R. Hood makes free throw 2 of 2,84,98
396,4,4:53.0,R. Sessions misses 3-pt jump shot from 24 ft,,84,98
397,4,4:52.0,,Defensive rebound by T. Lyles,84,98
