,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,BOSTON_ACTION,NEW ORLEANS_SCORE,BOSTON_SCORE
385,4,5:30.0,,Personal block foul by T. Frazier,86,86
386,4,5:30.0,,I. Thomas misses free throw 1 of 2,86,86
387,4,5:30.0,,Offensive rebound by Team,86,86
388,4,5:30.0,,I. Thomas makes free throw 2 of 2,86,87
389,4,5:19.0,Turnover by A. Ajinça (lost ball; steal by M. Smart),,86,87
390,4,5:00.0,,Turnover by J. Jerebko (offensive goaltending),86,87
391,4,4:52.0,Offensive foul by A. Ajinça (drawn by M. Smart),,86,87
392,4,4:52.0,Turnover by A. Ajinça (offensive foul),,86,87
393,4,4:30.0,,A. Bradley misses 2-pt layup from 2 ft (block by T. Frazier),86,87
394,4,4:29.0,,Offensive rebound by Team,86,87
395,4,4:29.0,L. Babbitt enters the game for A. Ajinça,,86,87
396,4,4:27.0,,Turnover by Team (shot clock),86,87
397,4,4:19.0,Turnover by T. Frazier (lost ball; steal by A. Bradley),,86,87
398,4,4:13.0,,Shooting foul by D. Cunningham (drawn by I. Thomas),86,87
399,4,4:13.0,,I. Thomas makes free throw 1 of 2,86,88
400,4,4:13.0,,J. Crowder enters the game for J. Jerebko,86,88
401,4,4:13.0,,I. Thomas makes free throw 2 of 2,86,89
402,4,4:07.0,T. Douglas makes 2-pt layup from 2 ft,,88,89
403,4,4:07.0,Shooting block foul by I. Thomas (drawn by T. Douglas),,88,89
404,4,4:07.0,T. Douglas makes free throw 1 of 1,,89,89
405,4,3:52.0,,J. Crowder misses 3-pt jump shot from 25 ft,89,89
406,4,3:51.0,Defensive rebound by T. Douglas,,89,89
407,4,3:37.0,L. Babbitt misses 2-pt jump shot from 4 ft (block by J. Crowder),,89,89
408,4,3:35.0,,Defensive rebound by A. Bradley,89,89
409,4,3:32.0,,Shooting foul by D. Cunningham (drawn by I. Thomas),89,89
410,4,3:32.0,,I. Thomas makes 2-pt layup from 1 ft,89,91
411,4,3:32.0,,I. Thomas misses free throw 1 of 1,89,91
412,4,3:32.0,Defensive rebound by L. Babbitt,,89,91
413,4,3:24.0,Personal block foul by J. Crowder,,89,91
414,4,3:17.0,T. Douglas misses 3-pt jump shot from 24 ft,,89,91
415,4,3:16.0,Offensive rebound by Team,,89,91
416,4,3:16.0,,Loose ball foul by M. Smart,89,91
417,4,3:16.0,J. Hamilton makes free throw 1 of 2,,90,91
418,4,3:16.0,J. Hamilton makes free throw 2 of 2,,91,91
419,4,2:59.0,Official timeout,,91,91
420,4,2:59.0,,J. Sullinger enters the game for A. Johnson,91,91
421,4,2:59.0,,Boston full timeout,91,91
422,4,2:55.0,,Shooting foul by D. Cunningham (drawn by J. Sullinger),91,91
423,4,2:55.0,,J. Sullinger makes free throw 1 of 2,91,92
424,4,2:55.0,,J. Sullinger makes free throw 2 of 2,91,93
425,4,2:44.0,D. Cunningham misses 2-pt layup from 2 ft (block by M. Smart),,91,93
426,4,2:43.0,Offensive rebound by J. Hamilton,,91,93
427,4,2:42.0,J. Hamilton misses 2-pt layup from 2 ft,,91,93
428,4,2:41.0,Offensive rebound by Team,,91,93
429,4,2:39.0,L. Babbitt makes 2-pt jump shot from 17 ft (assist by J. Hamilton),,93,93
430,4,2:19.0,,A. Bradley makes 2-pt jump shot from 14 ft (assist by I. Thomas),93,95
431,4,1:59.0,Turnover by T. Frazier (lost ball; steal by I. Thomas),,93,95
432,4,1:40.0,,M. Smart misses 3-pt jump shot from 25 ft,93,95
433,4,1:39.0,,Offensive rebound by J. Crowder,93,95
434,4,1:38.0,,J. Crowder makes 2-pt layup from 1 ft,93,97
435,4,1:38.0,New Orleans full timeout,,93,97
436,4,1:38.0,,T. Rozier enters the game for M. Smart,93,97
437,4,1:38.0,,A. Johnson enters the game for J. Sullinger,93,97
438,4,1:24.0,T. Douglas misses 3-pt jump shot from 24 ft,,93,97
439,4,1:23.0,,Defensive rebound by I. Thomas,93,97
440,4,1:23.0,,Personal foul by J. Hamilton,93,97
441,4,1:23.0,,I. Thomas makes free throw 1 of 2,93,98
442,4,1:23.0,,I. Thomas makes free throw 2 of 2,93,99
443,4,1:23.0,New Orleans full timeout,,93,99
444,4,1:15.0,T. Frazier makes 2-pt layup from 1 ft (assist by D. Cunningham),,95,99
445,4,1:00.0,,Turnover by A. Johnson (bad pass; steal by T. Frazier),95,99
446,4,0:54.0,L. Babbitt misses 2-pt layup from 2 ft (block by A. Johnson),,95,99
447,4,0:52.0,,Defensive rebound by T. Rozier,95,99
448,4,0:33.0,,A. Bradley makes 3-pt jump shot from 24 ft (assist by I. Thomas),95,102
449,4,0:33.0,New Orleans full timeout,,95,102
450,4,0:33.0,A. Ajinça enters the game for T. Frazier,,95,102
451,4,0:30.0,J. Hamilton misses 3-pt jump shot from 26 ft,,95,102
452,4,0:29.0,,Defensive rebound by J. Crowder,95,102
453,4,0:29.0,,Personal foul by T. Douglas,95,102
454,4,0:29.0,,J. Crowder makes free throw 1 of 2,95,103
455,4,0:29.0,,J. Crowder makes free throw 2 of 2,95,104
456,4,0:24.0,T. Douglas makes 2-pt layup from 2 ft,,97,104
