,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MEMPHIS_ACTION,PHILADELPHIA_SCORE,MEMPHIS_SCORE
29,1,8:03.0,J. Grant misses 3-pt jump shot from 25 ft,,0,6
30,1,8:02.0,,Defensive rebound by M. Gasol,0,6
31,1,7:47.0,,Z. Randolph misses 2-pt layup from 1 ft,0,6
32,1,7:46.0,Defensive rebound by J. Okafor,,0,6
33,1,7:37.0,J. Sampson makes 2-pt layup from 2 ft (assist by I. Canaan),,2,6
34,1,7:16.0,,M. Gasol misses 2-pt hook shot from 9 ft,2,6
35,1,7:16.0,,Offensive rebound by Z. Randolph,2,6
36,1,7:16.0,,Shooting foul by J. Okafor (drawn by Z. Randolph),2,6
37,1,7:16.0,,Z. Randolph makes free throw 1 of 2,2,7
38,1,7:16.0,H. Thompson enters the game for J. Sampson,,2,7
39,1,7:16.0,,J. Green enters the game for M. Gasol,2,7
40,1,7:16.0,T. McConnell enters the game for I. Canaan,,2,7
41,1,7:16.0,,Z. Randolph misses free throw 2 of 2,2,7
42,1,7:16.0,Defensive rebound by J. Grant,,2,7
43,1,7:00.0,R. Covington makes 2-pt jump shot from 6 ft,,4,7
44,1,6:39.0,,T. Allen misses 2-pt jump shot from 9 ft,4,7
45,1,6:39.0,,Offensive rebound by Team,4,7
46,1,6:27.0,,J. Green makes 2-pt jump shot from 15 ft (assist by M. Conley),4,9
47,1,6:05.0,J. Okafor misses 2-pt jump shot from 10 ft,,4,9
48,1,6:05.0,,Defensive rebound by Team,4,9
49,1,5:53.0,,J. Green misses 3-pt jump shot from 25 ft,4,9
50,1,5:52.0,Defensive rebound by J. Okafor,,4,9
51,1,5:39.0,J. Okafor makes 2-pt layup at rim (assist by R. Covington),,6,9
52,1,5:21.0,,Turnover by M. Conley (bad pass),6,9
53,1,5:21.0,,Memphis full timeout,6,9
54,1,5:21.0,N. Stauskas enters the game for J. Grant,,6,9
55,1,4:56.0,R. Covington misses 2-pt jump shot from 21 ft,,6,9
56,1,4:56.0,Offensive rebound by Team,,6,9
57,1,4:56.0,Turnover by Team (shot clock),,6,9
58,1,4:47.0,,J. Green makes 2-pt layup from 1 ft (assist by J. Green),6,11
59,1,4:47.0,,Shooting foul by N. Stauskas (drawn by J. Green),6,11
60,1,4:47.0,,C. Lee enters the game for T. Allen,6,11
61,1,4:47.0,,Violation by Team (delay of game),6,11
62,1,4:47.0,,J. Green makes free throw 1 of 1,6,12
63,1,4:36.0,Shooting foul by M. Conley (drawn by T. McConnell),,6,12
64,1,4:36.0,T. McConnell makes 2-pt jump shot from 6 ft,,8,12
65,1,4:36.0,T. McConnell misses free throw 1 of 1,,8,12
66,1,4:34.0,,Defensive rebound by J. Green,8,12
67,1,4:19.0,,Turnover by M. Conley (lost ball; steal by R. Covington),8,12
68,1,4:14.0,N. Stauskas misses 2-pt layup from 1 ft,,8,12
69,1,4:12.0,,Defensive rebound by J. Green,8,12
70,1,4:11.0,,Turnover by J. Green (bad pass; steal by H. Thompson),8,12
71,1,4:04.0,H. Thompson misses 3-pt jump shot from 26 ft,,8,12
72,1,4:01.0,,Defensive rebound by C. Lee,8,12
73,1,3:53.0,,Shooting foul by J. Okafor (drawn by Z. Randolph),8,12
74,1,3:53.0,,Z. Randolph makes free throw 1 of 2,8,13
75,1,3:53.0,,M. Barnes enters the game for J. Green,8,13
76,1,3:53.0,R. Holmes enters the game for J. Okafor,,8,13
77,1,3:53.0,I. Canaan enters the game for H. Thompson,,8,13
78,1,3:53.0,,Z. Randolph makes free throw 2 of 2,8,14
79,1,3:45.0,N. Stauskas misses 3-pt jump shot from 23 ft,,8,14
80,1,3:44.0,,Defensive rebound by Z. Randolph,8,14
81,1,3:34.0,,Z. Randolph misses 2-pt jump shot from 19 ft,8,14
82,1,3:34.0,Defensive rebound by T. McConnell,,8,14
83,1,3:09.0,Turnover by Team (shot clock),,8,14
84,1,3:09.0,,M. Gasol enters the game for Z. Randolph,8,14
85,1,3:09.0,,M. Chalmers enters the game for M. Conley,8,14
86,1,2:53.0,,M. Barnes misses 3-pt jump shot from 23 ft,8,14
87,1,2:52.0,Defensive rebound by I. Canaan,,8,14
88,1,2:45.0,Philadelphia full timeout,,8,14
89,1,2:45.0,P. Pressey enters the game for T. McConnell,,8,14
90,1,2:34.0,I. Canaan makes 3-pt jump shot from 27 ft (assist by P. Pressey),,11,14
91,1,2:16.0,,J. Green misses 2-pt hook shot from 6 ft,11,14
92,1,2:15.0,,Offensive rebound by M. Gasol,11,14
93,1,2:04.0,,M. Barnes makes 2-pt jump shot from 5 ft (assist by M. Chalmers),11,16
94,1,1:42.0,N. Stauskas misses 3-pt jump shot from 28 ft,,11,16
95,1,1:41.0,,Defensive rebound by M. Gasol,11,16
96,1,1:38.0,,M. Barnes makes 2-pt layup from 1 ft (assist by M. Gasol),11,18
97,1,1:38.0,,Shooting foul by N. Stauskas (drawn by M. Barnes),11,18
98,1,1:38.0,J. Grant enters the game for R. Covington,,11,18
99,1,1:38.0,H. Thompson enters the game for N. Stauskas,,11,18
100,1,1:38.0,,M. Barnes makes free throw 1 of 1,11,19
101,1,1:21.0,Shooting foul by J. Green (drawn by J. Grant),,11,19
102,1,1:21.0,J. Grant makes free throw 1 of 2,,12,19
103,1,1:21.0,J. Grant makes free throw 2 of 2,,13,19
104,1,1:11.0,,Turnover by J. Green (bad pass; steal by J. Grant),13,19
105,1,0:57.0,Turnover by R. Holmes (bad pass; steal by J. Green),,13,19
106,1,0:54.0,,M. Barnes makes 2-pt layup at rim (assist by C. Lee),13,21
107,1,0:54.0,,Shooting foul by I. Canaan (drawn by M. Barnes),13,21
108,1,0:54.0,,M. Barnes misses free throw 1 of 1,13,21
109,1,0:53.0,Defensive rebound by H. Thompson,,13,21
110,1,0:37.0,H. Thompson misses 3-pt jump shot from 26 ft,,13,21
111,1,0:37.0,,Defensive rebound by Team,13,21
112,1,0:37.0,,V. Carter enters the game for J. Green,13,21
113,1,0:27.0,,Turnover by C. Lee (lost ball),13,21
114,1,0:02.0,J. Grant misses 2-pt jump shot from 10 ft,,13,21
115,1,0:01.0,,Defensive rebound by M. Barnes,13,21
116,1,0:00.0,,M. Barnes misses 3-pt jump shot from 59 ft,13,21
117,1,0:00.0,,Offensive rebound by Team,13,21
118,2,11:43.0,,M. Gasol makes 2-pt jump shot from 13 ft (assist by M. Barnes),13,23
119,2,11:28.0,H. Thompson makes 2-pt jump shot from 20 ft (assist by J. Okafor),,15,23
120,2,11:11.0,,Turnover by M. Chalmers (bad pass; steal by J. Okafor),15,23
121,2,11:01.0,I. Canaan makes 3-pt jump shot from 26 ft,,18,23
122,2,10:50.0,,M. Gasol misses 2-pt hook shot from 6 ft,18,23
123,2,10:48.0,,Offensive rebound by V. Carter,18,23
124,2,10:48.0,,V. Carter misses 2-pt layup at rim (block by J. Grant),18,23
125,2,10:48.0,Defensive rebound by P. Pressey,,18,23
126,2,10:32.0,Turnover by J. Okafor (lost ball; steal by M. Gasol),,18,23
127,2,10:26.0,,C. Lee misses 2-pt jump shot from 17 ft,18,23
128,2,10:24.0,Defensive rebound by J. Okafor,,18,23
129,2,10:18.0,I. Canaan misses 3-pt jump shot from 25 ft,,18,23
130,2,10:14.0,,Defensive rebound by M. Gasol,18,23
131,2,10:09.0,,M. Chalmers misses 2-pt layup from 2 ft,18,23
132,2,10:06.0,,Offensive rebound by M. Chalmers,18,23
133,2,10:06.0,,M. Chalmers makes 2-pt layup at rim,18,25
134,2,9:47.0,T. McConnell enters the game for P. Pressey,,18,25
135,2,9:47.0,R. Covington enters the game for H. Thompson,,18,25
136,2,9:43.0,Turnover by R. Covington (traveling),,18,25
137,2,9:34.0,,V. Carter misses 2-pt jump shot from 19 ft,18,25
138,2,9:33.0,Defensive rebound by T. McConnell,,18,25
139,2,9:20.0,Turnover by J. Okafor (bad pass; steal by M. Barnes),,18,25
140,2,9:11.0,,Offensive foul by M. Gasol (drawn by R. Covington),18,25
141,2,9:11.0,,Turnover by M. Gasol (offensive foul),18,25
142,2,9:11.0,Philadelphia full timeout,,18,25
143,2,9:00.0,Offensive foul by I. Canaan (drawn by C. Lee),,18,25
144,2,9:00.0,Turnover by I. Canaan (offensive foul),,18,25
145,2,8:45.0,,M. Chalmers misses 2-pt jump shot from 17 ft,18,25
146,2,8:44.0,Defensive rebound by J. Okafor,,18,25
147,2,8:28.0,Turnover by T. McConnell (lost ball; steal by M. Chalmers),,18,25
148,2,8:28.0,,Personal foul by T. McConnell (drawn by M. Chalmers),18,25
149,2,8:09.0,,V. Carter misses 3-pt jump shot from 24 ft,18,25
150,2,8:07.0,Defensive rebound by J. Grant,,18,25
151,2,7:53.0,Personal foul by V. Carter (drawn by J. Okafor),,18,25
152,2,7:53.0,N. Stauskas enters the game for I. Canaan,,18,25
153,2,7:53.0,,Z. Randolph enters the game for V. Carter,18,25
154,2,7:53.0,,T. Allen enters the game for C. Lee,18,25
155,2,7:45.0,Turnover by R. Covington (bad pass; steal by T. Allen),,18,25
156,2,7:27.0,,Z. Randolph misses 2-pt layup at rim (block by J. Grant),18,25
157,2,7:26.0,,Offensive rebound by M. Chalmers,18,25
158,2,7:23.0,,Z. Randolph makes 2-pt layup at rim (assist by M. Chalmers),18,27
159,2,7:07.0,J. Okafor misses 2-pt jump shot from 9 ft (block by M. Gasol),,18,27
160,2,7:05.0,,Defensive rebound by M. Barnes,18,27
161,2,6:57.0,,T. Allen makes 2-pt layup from 1 ft,18,29
162,2,6:57.0,Philadelphia full timeout,,18,29
163,2,6:38.0,R. Covington misses 2-pt layup from 2 ft (block by M. Barnes),,18,29
164,2,6:35.0,,Defensive rebound by M. Chalmers,18,29
165,2,6:29.0,,M. Chalmers misses 2-pt layup from 2 ft,18,29
166,2,6:27.0,Defensive rebound by J. Okafor,,18,29
167,2,6:19.0,J. Okafor makes 2-pt layup at rim (assist by J. Grant),,20,29
168,2,6:02.0,,M. Gasol misses 2-pt hook shot from 6 ft,20,29
169,2,6:01.0,,Offensive rebound by Z. Randolph,20,29
170,2,5:56.0,,Personal foul by J. Okafor (drawn by M. Gasol),20,29
171,2,5:56.0,,M. Conley enters the game for M. Chalmers,20,29
172,2,5:56.0,,J. Green enters the game for M. Barnes,20,29
173,2,5:56.0,,Memphis full timeout,20,29
174,2,5:56.0,H. Thompson enters the game for R. Covington,,20,29
175,2,5:56.0,R. Holmes enters the game for J. Okafor,,20,29
176,2,5:56.0,,J. Green enters the game for M. Gasol,20,29
177,2,5:42.0,,Z. Randolph makes 2-pt jump shot from 19 ft (assist by M. Conley),20,31
178,2,5:27.0,R. Holmes misses 2-pt jump shot from 18 ft,,20,31
179,2,5:27.0,,Defensive rebound by M. Conley,20,31
180,2,5:13.0,,M. Conley misses 2-pt layup from 1 ft (block by R. Holmes),20,31
181,2,5:13.0,,Offensive rebound by Team,20,31
182,2,5:06.0,,T. Allen misses 2-pt jump shot from 8 ft (block by R. Holmes),20,31
183,2,5:06.0,Defensive rebound by J. Grant,,20,31
184,2,4:54.0,T. McConnell makes 3-pt jump shot from 25 ft (assist by N. Stauskas),,23,31
185,2,4:33.0,,Z. Randolph misses 2-pt layup at rim (block by H. Thompson),23,31
186,2,4:29.0,Defensive rebound by T. McConnell,,23,31
187,2,4:23.0,Turnover by T. McConnell (bad pass; steal by J. Green),,23,31
188,2,4:19.0,,T. Allen misses 2-pt layup from 1 ft (block by N. Stauskas),23,31
189,2,4:15.0,Defensive rebound by H. Thompson,,23,31
190,2,4:09.0,H. Thompson misses 3-pt jump shot from 23 ft,,23,31
191,2,4:09.0,,Defensive rebound by J. Green,23,31
192,2,4:09.0,,Memphis full timeout,23,31
193,2,4:09.0,P. Pressey enters the game for J. Grant,,23,31
194,2,4:09.0,R. Covington enters the game for T. McConnell,,23,31
195,2,3:47.0,,M. Conley makes 2-pt jump shot from 21 ft,23,33
196,2,3:36.0,N. Stauskas misses 2-pt jump shot from 20 ft,,23,33
197,2,3:35.0,Offensive rebound by R. Holmes,,23,33
198,2,3:22.0,Turnover by R. Holmes (lost ball; steal by Z. Randolph),,23,33
199,2,3:13.0,,Turnover by J. Green (lost ball; steal by R. Covington),23,33
200,2,3:07.0,N. Stauskas makes 2-pt layup from 1 ft (assist by H. Thompson),,25,33
201,2,2:47.0,,Z. Randolph misses 2-pt hook shot from 5 ft,25,33
202,2,2:46.0,Defensive rebound by R. Covington,,25,33
203,2,2:43.0,Turnover by P. Pressey (step out of bounds),,25,33
204,2,2:43.0,I. Canaan enters the game for N. Stauskas,,25,33
205,2,2:29.0,,M. Conley misses 2-pt jump shot from 13 ft,25,33
206,2,2:29.0,,Offensive rebound by Team,25,33
207,2,2:29.0,,C. Lee enters the game for T. Allen,25,33
208,2,2:15.0,,Turnover by C. Lee (lost ball; steal by P. Pressey),25,33
209,2,2:14.0,Turnover by P. Pressey (bad pass; steal by C. Lee),,25,33
210,2,2:13.0,,C. Lee makes 2-pt jump shot from 11 ft,25,35
211,2,2:01.0,I. Canaan misses 3-pt jump shot from 25 ft,,25,35
212,2,2:00.0,,Defensive rebound by M. Conley,25,35
213,2,1:50.0,,Turnover by J. Green (lost ball; steal by I. Canaan),25,35
214,2,1:44.0,R. Covington makes 2-pt dunk at rim (assist by P. Pressey),,27,35
215,2,1:29.0,,Def 3 sec tech foul by H. Thompson,27,35
216,2,1:29.0,,C. Lee makes technical free throw,27,36
217,2,1:18.0,,Turnover by Z. Randolph (bad pass; steal by R. Covington),27,36
218,2,1:10.0,R. Covington makes 2-pt layup at rim,,29,36
219,2,1:04.0,,Memphis full timeout,29,36
220,2,1:04.0,,M. Gasol enters the game for J. Green,29,36
221,2,0:53.0,,Personal foul by H. Thompson (drawn by M. Conley),29,36
222,2,0:42.0,,J. Green misses 2-pt jump shot from 12 ft,29,36
223,2,0:41.0,,Offensive rebound by J. Green,29,36
224,2,0:32.0,,Personal foul by R. Covington (drawn by M. Conley),29,36
225,2,0:32.0,,M. Conley makes free throw 1 of 2,29,37
226,2,0:32.0,,M. Conley misses free throw 2 of 2,29,37
227,2,0:32.0,Defensive rebound by R. Covington,,29,37
228,2,0:20.0,P. Pressey misses 3-pt jump shot from 26 ft,,29,37
229,2,0:19.0,Offensive rebound by H. Thompson,,29,37
230,2,0:07.0,Personal foul by M. Conley (drawn by P. Pressey),,29,37
231,2,0:02.0,P. Pressey misses 2-pt layup from 1 ft (block by M. Conley),,29,37
232,2,0:02.0,Offensive rebound by Team,,29,37
233,2,0:01.0,H. Thompson makes 2-pt layup from 1 ft (assist by P. Pressey),,31,37
234,3,11:43.0,,J. Green makes 2-pt dunk at rim,31,39
235,3,11:43.0,,Shooting foul by J. Grant (drawn by J. Green),31,39
236,3,11:43.0,,J. Green makes free throw 1 of 1,31,40
237,3,11:34.0,J. Sampson makes 2-pt jump shot from 6 ft (assist by I. Canaan),,33,40
238,3,11:21.0,,Z. Randolph makes 2-pt jump shot from 12 ft (assist by J. Green),33,42
239,3,11:13.0,Turnover by I. Canaan (bad pass; steal by T. Allen),,33,42
240,3,11:04.0,,Turnover by J. Green (lost ball; steal by R. Covington),33,42
241,3,10:58.0,I. Canaan makes 2-pt layup at rim,,35,42
242,3,10:44.0,,M. Conley makes 3-pt jump shot from 26 ft (assist by J. Green),35,45
243,3,10:25.0,J. Okafor misses 2-pt jump shot from 7 ft,,35,45
244,3,10:24.0,,Defensive rebound by T. Allen,35,45
245,3,10:12.0,,T. Allen misses 2-pt jump shot from 19 ft,35,45
246,3,10:12.0,Defensive rebound by R. Covington,,35,45
247,3,10:11.0,,Loose ball foul by T. Allen (drawn by R. Covington),35,45
248,3,9:53.0,Personal foul by T. Allen (drawn by J. Sampson),,35,45
249,3,9:43.0,I. Canaan misses 3-pt jump shot from 25 ft,,35,45
250,3,9:43.0,,Defensive rebound by Team,35,45
251,3,9:32.0,,J. Green misses 3-pt jump shot from 25 ft,35,45
252,3,9:31.0,Defensive rebound by J. Okafor,,35,45
253,3,9:18.0,J. Grant makes 3-pt jump shot from 22 ft (assist by R. Covington),,38,45
254,3,9:06.0,,M. Conley makes 2-pt layup at rim,38,47
255,3,9:00.0,Offensive foul by J. Grant (drawn by M. Gasol),,38,47
256,3,9:00.0,Turnover by J. Grant (offensive foul),,38,47
257,3,8:49.0,,Z. Randolph misses 2-pt layup at rim (block by J. Sampson),38,47
258,3,8:47.0,Defensive rebound by J. Okafor,,38,47
259,3,8:39.0,I. Canaan makes 3-pt jump shot from 23 ft (assist by J. Sampson),,41,47
260,3,8:20.0,,J. Green misses 3-pt jump shot from 24 ft,41,47
261,3,8:20.0,,Offensive rebound by Z. Randolph,41,47
262,3,8:19.0,,Personal foul by J. Sampson (drawn by Z. Randolph),41,47
263,3,8:11.0,,T. Allen makes 2-pt layup from 1 ft,41,49
264,3,7:52.0,Personal foul by M. Gasol (drawn by I. Canaan),,41,49
265,3,7:52.0,T. McConnell enters the game for J. Grant,,41,49
266,3,7:39.0,I. Canaan misses 3-pt jump shot from 26 ft,,41,49
267,3,7:38.0,Offensive rebound by J. Okafor,,41,49
268,3,7:29.0,Turnover by I. Canaan (lost ball),,41,49
269,3,7:18.0,,Turnover by Z. Randolph (bad pass; steal by J. Sampson),41,49
270,3,7:09.0,J. Sampson makes 3-pt jump shot from 25 ft (assist by T. McConnell),,44,49
271,3,7:09.0,,Memphis full timeout,44,49
272,3,6:46.0,,T. Allen makes 2-pt layup at rim (assist by M. Gasol),44,51
273,3,6:36.0,Offensive foul by R. Covington (drawn by M. Conley),,44,51
274,3,6:36.0,Turnover by R. Covington (offensive foul),,44,51
275,3,6:18.0,,Turnover by M. Gasol (traveling),44,51
276,3,6:06.0,T. McConnell makes 2-pt layup from 1 ft,,46,51
277,3,5:50.0,,Z. Randolph misses 2-pt layup at rim,46,51
278,3,5:45.0,,Offensive rebound by J. Green,46,51
279,3,5:43.0,,Turnover by J. Green (bad pass; steal by J. Sampson),46,51
280,3,5:40.0,J. Sampson makes 2-pt dunk at rim,,48,51
281,3,5:20.0,,J. Green misses 2-pt jump shot from 6 ft,48,51
282,3,5:18.0,,Offensive rebound by Z. Randolph,48,51
283,3,5:18.0,,Z. Randolph misses 2-pt layup at rim,48,51
284,3,5:16.0,Defensive rebound by J. Okafor,,48,51
285,3,5:10.0,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),,51,51
286,3,5:10.0,,Memphis full timeout,51,51
287,3,5:10.0,,M. Barnes enters the game for Z. Randolph,51,51
288,3,5:10.0,,C. Lee enters the game for T. Allen,51,51
289,3,5:10.0,R. Holmes enters the game for J. Okafor,,51,51
290,3,5:10.0,H. Thompson enters the game for J. Sampson,,51,51
291,3,4:57.0,,Turnover by C. Lee (step out of bounds),51,51
292,3,4:41.0,H. Thompson makes 2-pt layup at rim (assist by R. Covington),,53,51
293,3,4:23.0,,Turnover by C. Lee (bad pass; steal by I. Canaan),53,51
294,3,4:14.0,R. Holmes misses 3-pt jump shot from 25 ft,,53,51
295,3,4:12.0,,Defensive rebound by M. Conley,53,51
296,3,4:06.0,,J. Green enters the game for J. Green,53,51
297,3,4:06.0,J. Grant enters the game for R. Covington,,53,51
298,3,4:06.0,N. Stauskas enters the game for I. Canaan,,53,51
299,3,3:57.0,,M. Barnes makes 3-pt jump shot from 24 ft (assist by M. Conley),53,54
300,3,3:43.0,Turnover by T. McConnell (lost ball),,53,54
301,3,3:30.0,,M. Barnes misses 2-pt layup from 1 ft,53,54
302,3,3:28.0,Defensive rebound by N. Stauskas,,53,54
303,3,3:10.0,T. McConnell misses 2-pt jump shot from 17 ft,,53,54
304,3,3:07.0,Offensive rebound by R. Holmes,,53,54
305,3,3:07.0,R. Holmes misses 2-pt layup at rim,,53,54
306,3,3:07.0,,Defensive rebound by M. Gasol,53,54
307,3,2:59.0,,M. Conley misses 2-pt layup from 1 ft,53,54
308,3,2:57.0,Defensive rebound by H. Thompson,,53,54
309,3,2:52.0,J. Grant makes 2-pt dunk at rim (assist by T. McConnell),,55,54
310,3,2:39.0,,Personal foul by T. McConnell (drawn by M. Conley),55,54
311,3,2:39.0,Philadelphia full timeout,,55,54
312,3,2:37.0,,Turnover by J. Green (lost ball; steal by N. Stauskas),55,54
313,3,2:33.0,J. Grant makes 2-pt dunk at rim (assist by H. Thompson),,57,54
314,3,2:33.0,Shooting foul by J. Green (drawn by J. Grant),,57,54
315,3,2:33.0,J. Grant makes free throw 1 of 1,,58,54
316,3,2:16.0,,Shooting foul by R. Holmes (drawn by M. Conley),58,54
317,3,2:16.0,,M. Conley makes free throw 1 of 2,58,55
318,3,2:16.0,,M. Conley makes free throw 2 of 2,58,56
319,3,1:55.0,Turnover by N. Stauskas (bad pass; steal by M. Conley),,58,56
320,3,1:53.0,,Personal take foul by T. McConnell (drawn by M. Conley),58,56
321,3,1:53.0,,M. Conley makes free throw 1 of 2,58,57
322,3,1:53.0,,M. Conley makes free throw 2 of 2,58,58
323,3,1:43.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by T. McConnell),,61,58
324,3,1:31.0,,M. Conley misses 2-pt jump shot from 19 ft,61,58
325,3,1:30.0,Defensive rebound by H. Thompson,,61,58
326,3,1:18.0,H. Thompson misses 2-pt layup at rim,,61,58
327,3,1:16.0,,Defensive rebound by M. Gasol,61,58
328,3,1:08.0,,M. Gasol makes 2-pt jump shot from 15 ft (assist by M. Barnes),61,60
329,3,0:51.0,J. Grant misses 3-pt jump shot from 23 ft,,61,60
330,3,0:50.0,,Defensive rebound by M. Gasol,61,60
331,3,0:40.0,,M. Gasol makes 2-pt jump shot from 19 ft (assist by M. Conley),61,62
332,3,0:29.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by T. McConnell),,64,62
333,3,0:10.0,,M. Conley makes 2-pt jump shot from 12 ft,64,64
334,3,0:05.0,H. Thompson makes 3-pt jump shot from 23 ft (assist by T. McConnell),,67,64
335,3,0:01.0,,M. Barnes misses 3-pt jump shot from 28 ft,67,64
336,3,0:00.0,Defensive rebound by J. Grant,,67,64
337,4,11:45.0,J. Okafor misses 2-pt layup at rim (block by M. Conley),,67,64
338,4,11:45.0,Offensive rebound by Team,,67,64
339,4,11:42.0,Turnover by R. Covington (kicked ball),,67,64
340,4,11:20.0,,J. Green misses 3-pt jump shot from 24 ft,67,64
341,4,11:19.0,Defensive rebound by J. Okafor,,67,64
342,4,11:05.0,Shooting foul by M. Chalmers (drawn by J. Okafor),,67,64
343,4,11:05.0,J. Okafor misses free throw 1 of 2,,67,64
344,4,11:05.0,Offensive rebound by Team,,67,64
345,4,11:05.0,J. Okafor makes free throw 2 of 2,,68,64
346,4,11:01.0,,Turnover by M. Chalmers (lost ball),68,64
347,4,10:49.0,P. Pressey misses 3-pt jump shot from 24 ft,,68,64
348,4,10:49.0,Offensive rebound by R. Covington,,68,64
349,4,10:38.0,Shooting foul by M. Chalmers (drawn by P. Pressey),,68,64
350,4,10:38.0,P. Pressey makes free throw 1 of 2,,69,64
351,4,10:38.0,,V. Carter enters the game for J. Green,69,64
352,4,10:38.0,P. Pressey misses free throw 2 of 2,,69,64
353,4,10:37.0,,Defensive rebound by M. Barnes,69,64
354,4,10:26.0,,Personal foul by P. Pressey (drawn by M. Conley),69,64
355,4,10:23.0,,Turnover by V. Carter (lost ball; steal by R. Covington),69,64
356,4,10:23.0,Personal take foul by V. Carter (drawn by R. Covington),,69,64
357,4,10:23.0,,Memphis full timeout,69,64
358,4,10:14.0,,Offensive charge foul by R. Covington (drawn by M. Gasol),69,64
359,4,10:14.0,Turnover by R. Covington (offensive foul),,69,64
360,4,9:59.0,,M. Gasol makes 2-pt jump shot from 4 ft,69,66
361,4,9:53.0,Turnover by R. Covington (traveling),,69,66
362,4,9:50.0,,V. Carter makes 2-pt dunk at rim (assist by M. Barnes),69,68
363,4,9:24.0,I. Canaan misses 3-pt jump shot from 27 ft,,69,68
364,4,9:23.0,,Defensive rebound by M. Barnes,69,68
365,4,9:14.0,,Turnover by M. Conley (bad pass; steal by H. Thompson),69,68
366,4,9:06.0,Shooting foul by M. Gasol (drawn by P. Pressey),,69,68
367,4,9:06.0,P. Pressey makes free throw 1 of 2,,70,68
368,4,9:06.0,J. Grant enters the game for H. Thompson,,70,68
369,4,9:06.0,P. Pressey makes free throw 2 of 2,,71,68
370,4,8:54.0,,M. Conley misses 2-pt jump shot from 12 ft,71,68
371,4,8:51.0,Defensive rebound by J. Okafor,,71,68
372,4,8:33.0,J. Okafor misses 2-pt jump shot from 12 ft,,71,68
373,4,8:31.0,,Defensive rebound by M. Gasol,71,68
374,4,8:26.0,,M. Chalmers makes 3-pt jump shot from 26 ft (assist by M. Barnes),71,71
375,4,8:26.0,Philadelphia full timeout,,71,71
376,4,8:26.0,,Z. Randolph enters the game for M. Conley,71,71
377,4,8:26.0,T. McConnell enters the game for P. Pressey,,71,71
378,4,8:03.0,I. Canaan makes 3-pt jump shot from 32 ft (assist by R. Covington),,74,71
379,4,7:52.0,,Personal foul by T. McConnell (drawn by M. Chalmers),74,71
380,4,7:47.0,,Turnover by M. Chalmers (offensive foul),74,71
381,4,7:47.0,Offensive charge foul by M. Chalmers (drawn by J. Grant),,74,71
382,4,7:38.0,Personal foul by M. Chalmers (drawn by I. Canaan),,74,71
383,4,7:38.0,I. Canaan makes free throw 1 of 2,,75,71
384,4,7:38.0,I. Canaan makes free throw 2 of 2,,76,71
385,4,7:23.0,Offensive charge foul by V. Carter (drawn by J. Grant),,76,71
386,4,7:23.0,,Turnover by V. Carter (offensive foul),76,71
387,4,7:00.0,I. Canaan misses 3-pt jump shot from 28 ft,,76,71
388,4,6:58.0,,Defensive rebound by Z. Randolph,76,71
