,QUARTER,TIME_REMAINING,DALLAS_ACTION,MILWAUKEE_ACTION,DALLAS_SCORE,MILWAUKEE_SCORE
379,4,8:09.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Carter-Williams),79,86
380,4,7:39.0,D. Harris makes 2-pt layup from 3 ft (assist by W. Matthews),,81,86
381,4,7:29.0,,Shooting foul by J. McGee (drawn by M. Carter-Williams),81,86
382,4,7:29.0,,M. Carter-Williams makes free throw 1 of 2,81,87
383,4,7:29.0,,J. Henson enters the game for G. Monroe,81,87
384,4,7:29.0,Z. Pachulia enters the game for J. McGee,,81,87
385,4,7:29.0,,M. Carter-Williams misses free throw 2 of 2,81,87
386,4,7:28.0,Defensive rebound by W. Matthews,,81,87
387,4,7:05.0,D. Harris misses 2-pt jump shot from 17 ft,,81,87
388,4,7:04.0,,Defensive rebound by K. Middleton,81,87
389,4,6:49.0,,J. Henson makes 2-pt layup from 1 ft (assist by O. Mayo),81,89
390,4,6:49.0,Dallas full timeout,,81,89
391,4,6:49.0,D. Williams enters the game for C. Parsons,,81,89
392,4,6:49.0,D. Nowitzki enters the game for D. Harris,,81,89
393,4,6:49.0,R. Felton enters the game for J. Barea,,81,89
394,4,6:49.0,,J. Parker enters the game for G. Antetokounmpo,81,89
395,4,6:34.0,D. Nowitzki misses 2-pt jump shot from 3 ft,,81,89
396,4,6:33.0,,Defensive rebound by J. Henson,81,89
397,4,6:13.0,,K. Middleton misses 2-pt jump shot from 4 ft (block by W. Matthews),81,89
398,4,6:13.0,,Offensive rebound by Team,81,89
399,4,6:10.0,,M. Carter-Williams misses 2-pt jump shot from 4 ft,81,89
400,4,6:08.0,Defensive rebound by D. Nowitzki,,81,89
401,4,5:57.0,R. Felton misses 2-pt jump shot from 17 ft,,81,89
402,4,5:55.0,,Defensive rebound by M. Carter-Williams,81,89
403,4,5:45.0,,J. Parker misses 2-pt jump shot from 15 ft,81,89
404,4,5:44.0,Defensive rebound by Z. Pachulia,,81,89
405,4,5:30.0,D. Nowitzki makes 3-pt jump shot from 23 ft (assist by D. Williams),,84,89
406,4,5:00.0,,J. Henson misses 2-pt jump shot from 6 ft,84,89
407,4,4:59.0,Defensive rebound by D. Nowitzki,,84,89
408,4,4:52.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,84,89
409,4,4:50.0,,Defensive rebound by M. Carter-Williams,84,89
410,4,4:35.0,,Shooting foul by W. Matthews (drawn by K. Middleton),84,89
411,4,4:35.0,,K. Middleton makes free throw 1 of 2,84,90
412,4,4:35.0,,G. Antetokounmpo enters the game for J. Parker,84,90
413,4,4:35.0,,K. Middleton misses free throw 2 of 2,84,90
414,4,4:34.0,Defensive rebound by Z. Pachulia,,84,90
415,4,4:20.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Williams),,87,90
416,4,4:17.0,,Milwaukee full timeout,87,90
417,4,3:55.0,,O. Mayo makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),87,93
418,4,3:34.0,R. Felton makes 3-pt jump shot from 26 ft (assist by D. Williams),,90,93
419,4,3:11.0,,G. Antetokounmpo misses 2-pt jump shot from 5 ft,90,93
420,4,3:10.0,Defensive rebound by Z. Pachulia,,90,93
421,4,2:51.0,R. Felton makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),,93,93
422,4,2:32.0,,M. Carter-Williams misses 3-pt jump shot from 27 ft,93,93
423,4,2:32.0,Defensive rebound by Team,,93,93
424,4,2:32.0,,Loose ball foul by G. Antetokounmpo (drawn by D. Nowitzki),93,93
425,4,2:32.0,,G. Monroe enters the game for J. Henson,93,93
426,4,2:19.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,93,93
427,4,2:18.0,,Defensive rebound by G. Monroe,93,93
428,4,2:03.0,,K. Middleton misses 2-pt jump shot from 17 ft,93,93
429,4,2:02.0,Defensive rebound by D. Williams,,93,93
430,4,1:48.0,Turnover by R. Felton (lost ball; steal by M. Carter-Williams),,93,93
431,4,1:34.0,,Turnover by O. Mayo (bad pass; steal by W. Matthews),93,93
432,4,1:30.0,R. Felton misses 2-pt layup from 1 ft (block by M. Carter-Williams),,93,93
433,4,1:29.0,,Defensive rebound by O. Mayo,93,93
434,4,1:25.0,,Shooting foul by Z. Pachulia (drawn by G. Antetokounmpo),93,93
435,4,1:25.0,,G. Antetokounmpo misses free throw 1 of 2,93,93
436,4,1:25.0,,Offensive rebound by Team,93,93
437,4,1:25.0,,G. Antetokounmpo misses free throw 2 of 2,93,93
438,4,1:23.0,,Offensive rebound by G. Monroe,93,93
439,4,1:10.0,,Shooting foul by R. Felton (drawn by K. Middleton),93,93
440,4,1:10.0,,K. Middleton misses free throw 1 of 2,93,93
441,4,1:10.0,,Offensive rebound by Team,93,93
442,4,1:10.0,,K. Middleton makes free throw 2 of 2,93,94
443,4,0:54.0,R. Felton misses 3-pt jump shot from 24 ft,,93,94
444,4,0:53.0,Offensive rebound by Z. Pachulia,,93,94
445,4,0:48.0,Dallas full timeout,,93,94
446,4,0:48.0,,J. Henson enters the game for G. Monroe,93,94
447,4,0:43.0,Personal foul by G. Antetokounmpo (drawn by D. Nowitzki),,93,94
448,4,0:38.0,Shooting foul by K. Middleton (drawn by D. Nowitzki),,93,94
449,4,0:38.0,D. Nowitzki makes free throw 1 of 2,,94,94
450,4,0:38.0,,Milwaukee full timeout,94,94
451,4,0:38.0,,G. Monroe enters the game for J. Henson,94,94
452,4,0:38.0,D. Nowitzki makes free throw 2 of 2,,95,94
453,4,0:32.0,,Offensive foul by G. Antetokounmpo (drawn by D. Williams),95,94
454,4,0:32.0,,Turnover by G. Antetokounmpo (offensive foul),95,94
455,4,0:32.0,,J. Henson enters the game for G. Monroe,95,94
456,4,0:14.0,Turnover by D. Nowitzki (bad pass; steal by J. Henson),,95,94
457,4,0:10.0,,K. Middleton makes 2-pt jump shot from 6 ft,95,96
458,4,0:09.0,Dallas full timeout,,95,96
459,4,0:00.0,D. Williams misses 2-pt jump shot from 14 ft,,95,96
460,4,0:00.0,Offensive rebound by Team,,95,96
